,d2o 015 By Administrator Date Monday. December 13 2021,
Time,14:16:54,
Wavenumbers [1/cm],Transmittance %,
5748.000,6.88853,
5747.000,6.85455,
5746.000,6.82219,
5745.000,6.79205,
5744.000,6.76441,
5743.000,6.73752,
5742.000,6.70923,
5741.000,6.67996,
5740.000,6.65193,
5739.000,6.62559,
5738.000,6.59926,
5737.000,6.57248,
5736.000,6.54706,
5735.000,6.52428,
5734.000,6.50315,
5733.000,6.4827,
5732.000,6.4636,
5731.000,6.44633,
5730.000,6.4294,
5729.000,6.41116,
5728.000,6.39215,
5727.000,6.37413,
5726.000,6.35776,
5725.000,6.34279,
5724.000,6.32975,
5723.000,6.31978,
5722.000,6.31259,
5721.000,6.30584,
5720.000,6.29712,
5719.000,6.28597,
5718.000,6.27419,
5717.000,6.26412,
5716.000,6.25681,
5715.000,6.25181,
5714.000,6.24833,
5713.000,6.24598,
5712.000,6.2443,
5711.000,6.24258,
5710.000,6.24116,
5709.000,6.24192,
5708.000,6.24606,
5707.000,6.25202,
5706.000,6.25692,
5705.000,6.25977,
5704.000,6.26211,
5703.000,6.26586,
5702.000,6.27189,
5701.000,6.28037,
5700.000,6.29085,
5699.000,6.30193,
5698.000,6.31216,
5697.000,6.32148,
5696.000,6.33062,
5695.000,6.33954,
5694.000,6.34776,
5693.000,6.35599,
5692.000,6.36543,
5691.000,6.37595,
5690.000,6.38642,
5689.000,6.39679,
5688.000,6.40767,
5687.000,6.41804,
5686.000,6.42578,
5685.000,6.43085,
5684.000,6.43586,
5683.000,6.44282,
5682.000,6.4512,
5681.000,6.45973,
5680.000,6.4683,
5679.000,6.47719,
5678.000,6.48632,
5677.000,6.49633,
5676.000,6.50902,
5675.000,6.5254,
5674.000,6.54455,
5673.000,6.56474,
5672.000,6.58477,
5671.000,6.60358,
5670.000,6.62034,
5669.000,6.63566,
5668.000,6.65135,
5667.000,6.66811,
5666.000,6.68495,
5665.000,6.70139,
5664.000,6.71858,
5663.000,6.7374,
5662.000,6.75715,
5661.000,6.77742,
5660.000,6.79984,
5659.000,6.82621,
5658.000,6.85602,
5657.000,6.88706,
5656.000,6.91793,
5655.000,6.94866,
5654.000,6.97943,
5653.000,7.00982,
5652.000,7.03956,
5651.000,7.06918,
5650.000,7.09976,
5649.000,7.13213,
5648.000,7.16622,
5647.000,7.20166,
5646.000,7.23879,
5645.000,7.27856,
5644.000,7.32059,
5643.000,7.36244,
5642.000,7.40214,
5641.000,7.44079,
5640.000,7.48105,
5639.000,7.52381,
5638.000,7.56796,
5637.000,7.61306,
5636.000,7.65973,
5635.000,7.70758,
5634.000,7.75496,
5633.000,7.80136,
5632.000,7.84838,
5631.000,7.89797,
5630.000,7.951,
5629.000,8.00771,
5628.000,8.06774,
5627.000,8.12955,
5626.000,8.19139,
5625.000,8.25292,
5624.000,8.31436,
5623.000,8.37493,
5622.000,8.43425,
5621.000,8.49491,
5620.000,8.56044,
5619.000,8.63075,
5618.000,8.70243,
5617.000,8.77361,
5616.000,8.84567,
5615.000,8.91974,
5614.000,8.99489,
5613.000,9.07071,
5612.000,9.14843,
5611.000,9.22839,
5610.000,9.30899,
5609.000,9.38956,
5608.000,9.4716,
5607.000,9.55618,
5606.000,9.64271,
5605.000,9.73103,
5604.000,9.82188,
5603.000,9.91423,
5602.000,10.0054,
5601.000,10.0953,
5600.000,10.1875,
5599.000,10.2836,
5598.000,10.3815,
5597.000,10.4792,
5596.000,10.5789,
5595.000,10.6831,
5594.000,10.7908,
5593.000,10.8994,
5592.000,11.0083,
5591.000,11.1183,
5590.000,11.229,
5589.000,11.3392,
5588.000,11.4502,
5587.000,11.5641,
5586.000,11.6816,
5585.000,11.8022,
5584.000,11.9256,
5583.000,12.0512,
5582.000,12.1782,
5581.000,12.3073,
5580.000,12.4402,
5579.000,12.5769,
5578.000,12.7149,
5577.000,12.8528,
5576.000,12.9911,
5575.000,13.131,
5574.000,13.2721,
5573.000,13.4149,
5572.000,13.5611,
5571.000,13.7104,
5570.000,13.8595,
5569.000,14.0067,
5568.000,14.1538,
5567.000,14.3039,
5566.000,14.458,
5565.000,14.6157,
5564.000,14.7764,
5563.000,14.938,
5562.000,15.0984,
5561.000,15.2574,
5560.000,15.4173,
5559.000,15.579,
5558.000,15.742,
5557.000,15.9062,
5556.000,16.0728,
5555.000,16.2412,
5554.000,16.4097,
5553.000,16.5793,
5552.000,16.7531,
5551.000,16.9306,
5550.000,17.1078,
5549.000,17.2827,
5548.000,17.457,
5547.000,17.6313,
5546.000,17.8033,
5545.000,17.9728,
5544.000,18.143,
5543.000,18.3161,
5542.000,18.4904,
5541.000,18.6635,
5540.000,18.835,
5539.000,19.0044,
5538.000,19.1709,
5537.000,19.3371,
5536.000,19.5072,
5535.000,19.6808,
5534.000,19.8532,
5533.000,20.0214,
5532.000,20.1868,
5531.000,20.3489,
5530.000,20.5056,
5529.000,20.6576,
5528.000,20.8096,
5527.000,20.9632,
5526.000,21.1147,
5525.000,21.2616,
5524.000,21.4063,
5523.000,21.5502,
5522.000,21.6914,
5521.000,21.8284,
5520.000,21.962,
5519.000,22.0912,
5518.000,22.2128,
5517.000,22.3277,
5516.000,22.4408,
5515.000,22.5535,
5514.000,22.6618,
5513.000,22.7634,
5512.000,22.861,
5511.000,22.955,
5510.000,23.0414,
5509.000,23.1199,
5508.000,23.1967,
5507.000,23.2756,
5506.000,23.3519,
5505.000,23.4193,
5504.000,23.478,
5503.000,23.5302,
5502.000,23.5746,
5501.000,23.6093,
5500.000,23.6364,
5499.000,23.6603,
5498.000,23.6811,
5497.000,23.696,
5496.000,23.7021,
5495.000,23.6997,
5494.000,23.6924,
5493.000,23.6857,
5492.000,23.6813,
5491.000,23.6736,
5490.000,23.6554,
5489.000,23.6257,
5488.000,23.5894,
5487.000,23.5477,
5486.000,23.4969,
5485.000,23.4353,
5484.000,23.3656,
5483.000,23.2894,
5482.000,23.2061,
5481.000,23.1178,
5480.000,23.0286,
5479.000,22.9369,
5478.000,22.8369,
5477.000,22.7287,
5476.000,22.6214,
5475.000,22.5226,
5474.000,22.4296,
5473.000,22.3333,
5472.000,22.2272,
5471.000,22.1088,
5470.000,21.9782,
5469.000,21.8391,
5468.000,21.6969,
5467.000,21.5551,
5466.000,21.4138,
5465.000,21.2729,
5464.000,21.132,
5463.000,20.9878,
5462.000,20.8377,
5461.000,20.6851,
5460.000,20.5357,
5459.000,20.3877,
5458.000,20.2341,
5457.000,20.0724,
5456.000,19.9069,
5455.000,19.7412,
5454.000,19.5754,
5453.000,19.409,
5452.000,19.243,
5451.000,19.0778,
5450.000,18.9135,
5449.000,18.7506,
5448.000,18.5878,
5447.000,18.4232,
5446.000,18.2583,
5445.000,18.0974,
5444.000,17.94,
5443.000,17.7785,
5442.000,17.6083,
5441.000,17.4358,
5440.000,17.2701,
5439.000,17.1102,
5438.000,16.9478,
5437.000,16.7796,
5436.000,16.6105,
5435.000,16.4457,
5434.000,16.286,
5433.000,16.1282,
5432.000,15.9687,
5431.000,15.8059,
5430.000,15.6417,
5429.000,15.4802,
5428.000,15.3219,
5427.000,15.1632,
5426.000,15.0011,
5425.000,14.8374,
5424.000,14.6764,
5423.000,14.5198,
5422.000,14.3666,
5421.000,14.2158,
5420.000,14.067,
5419.000,13.9201,
5418.000,13.7754,
5417.000,13.6334,
5416.000,13.4944,
5415.000,13.3586,
5414.000,13.2254,
5413.000,13.0936,
5412.000,12.9597,
5411.000,12.8203,
5410.000,12.6772,
5409.000,12.5361,
5408.000,12.3995,
5407.000,12.2644,
5406.000,12.1285,
5405.000,11.9949,
5404.000,11.8667,
5403.000,11.7418,
5402.000,11.6168,
5401.000,11.4916,
5400.000,11.3683,
5399.000,11.2477,
5398.000,11.1292,
5397.000,11.0137,
5396.000,10.9023,
5395.000,10.7929,
5394.000,10.6829,
5393.000,10.5727,
5392.000,10.4651,
5391.000,10.3604,
5390.000,10.2565,
5389.000,10.1528,
5388.000,10.0506,
5387.000,9.9499,
5386.000,9.84922,
5385.000,9.7479,
5384.000,9.64685,
5383.000,9.54733,
5382.000,9.45161,
5381.000,9.36284,
5380.000,9.28175,
5379.000,9.20457,
5378.000,9.1259,
5377.000,9.04304,
5376.000,8.95654,
5375.000,8.86725,
5374.000,8.77549,
5373.000,8.68295,
5372.000,8.59249,
5371.000,8.50533,
5370.000,8.42134,
5369.000,8.34181,
5368.000,8.26883,
5367.000,8.20155,
5366.000,8.13585,
5365.000,8.06827,
5364.000,7.9982,
5363.000,7.92673,
5362.000,7.85521,
5361.000,7.78544,
5360.000,7.71957,
5359.000,7.65842,
5358.000,7.60071,
5357.000,7.54414,
5356.000,7.48698,
5355.000,7.42867,
5354.000,7.3702,
5353.000,7.31357,
5352.000,7.25906,
5351.000,7.20445,
5350.000,7.14853,
5349.000,7.09326,
5348.000,7.04057,
5347.000,6.98927,
5346.000,6.93703,
5345.000,6.88471,
5344.000,6.8362,
5343.000,6.79335,
5342.000,6.75315,
5341.000,6.71171,
5340.000,6.66813,
5339.000,6.623,
5338.000,6.57617,
5337.000,6.52763,
5336.000,6.47884,
5335.000,6.43115,
5334.000,6.38487,
5333.000,6.34059,
5332.000,6.29934,
5331.000,6.26095,
5330.000,6.22404,
5329.000,6.18821,
5328.000,6.1544,
5327.000,6.12246,
5326.000,6.08973,
5325.000,6.05371,
5324.000,6.01542,
5323.000,5.97821,
5322.000,5.94405,
5321.000,5.91254,
5320.000,5.88265,
5319.000,5.85399,
5318.000,5.82697,
5317.000,5.80226,
5316.000,5.77996,
5315.000,5.75861,
5314.000,5.73584,
5313.000,5.71068,
5312.000,5.68431,
5311.000,5.65818,
5310.000,5.63267,
5309.000,5.6079,
5308.000,5.5846,
5307.000,5.56324,
5306.000,5.54331,
5305.000,5.52413,
5304.000,5.50586,
5303.000,5.48898,
5302.000,5.47324,
5301.000,5.45777,
5300.000,5.4417,
5299.000,5.42454,
5298.000,5.40636,
5297.000,5.38811,
5296.000,5.37168,
5295.000,5.35879,
5294.000,5.34969,
5293.000,5.34297,
5292.000,5.33646,
5291.000,5.32847,
5290.000,5.3187,
5289.000,5.308,
5288.000,5.29696,
5287.000,5.28546,
5286.000,5.2738,
5285.000,5.2634,
5284.000,5.25516,
5283.000,5.24833,
5282.000,5.24177,
5281.000,5.23584,
5280.000,5.23159,
5279.000,5.2288,
5278.000,5.22611,
5277.000,5.22304,
5276.000,5.22027,
5275.000,5.21837,
5274.000,5.21716,
5273.000,5.21663,
5272.000,5.21707,
5271.000,5.21808,
5270.000,5.21903,
5269.000,5.22041,
5268.000,5.22317,
5267.000,5.22684,
5266.000,5.22999,
5265.000,5.23281,
5264.000,5.23743,
5263.000,5.24532,
5262.000,5.25533,
5261.000,5.2653,
5260.000,5.27426,
5259.000,5.2819,
5258.000,5.28744,
5257.000,5.29104,
5256.000,5.29474,
5255.000,5.30091,
5254.000,5.3101,
5253.000,5.32144,
5252.000,5.33416,
5251.000,5.34806,
5250.000,5.36328,
5249.000,5.38013,
5248.000,5.39818,
5247.000,5.41571,
5246.000,5.43081,
5245.000,5.44368,
5244.000,5.45697,
5243.000,5.47303,
5242.000,5.4912,
5241.000,5.50896,
5240.000,5.52515,
5239.000,5.54084,
5238.000,5.55726,
5237.000,5.57464,
5236.000,5.5931,
5235.000,5.61331,
5234.000,5.63589,
5233.000,5.66047,
5232.000,5.68586,
5231.000,5.71123,
5230.000,5.73666,
5229.000,5.76239,
5228.000,5.78834,
5227.000,5.81478,
5226.000,5.84285,
5225.000,5.87346,
5224.000,5.90584,
5223.000,5.93818,
5222.000,5.96994,
5221.000,6.00244,
5220.000,6.03705,
5219.000,6.07343,
5218.000,6.11023,
5217.000,6.14675,
5216.000,6.18283,
5215.000,6.21849,
5214.000,6.2543,
5213.000,6.29145,
5212.000,6.33082,
5211.000,6.37219,
5210.000,6.41466,
5209.000,6.45769,
5208.000,6.50151,
5207.000,6.54706,
5206.000,6.59553,
5205.000,6.64736,
5204.000,6.70129,
5203.000,6.75492,
5202.000,6.8065,
5201.000,6.8557,
5200.000,6.90277,
5199.000,6.94838,
5198.000,6.99465,
5197.000,7.04502,
5196.000,7.10133,
5195.000,7.16201,
5194.000,7.22425,
5193.000,7.28713,
5192.000,7.35149,
5191.000,7.41779,
5190.000,7.48589,
5189.000,7.55619,
5188.000,7.62906,
5187.000,7.70338,
5186.000,7.77755,
5185.000,7.85196,
5184.000,7.92838,
5183.000,8.0071,
5182.000,8.08639,
5181.000,8.16525,
5180.000,8.24467,
5179.000,8.32569,
5178.000,8.40797,
5177.000,8.49127,
5176.000,8.57658,
5175.000,8.66489,
5174.000,8.7559,
5173.000,8.84909,
5172.000,8.94499,
5171.000,9.0442,
5170.000,9.14611,
5169.000,9.24938,
5168.000,9.35323,
5167.000,9.45774,
5166.000,9.56357,
5165.000,9.67179,
5164.000,9.7835,
5163.000,9.89886,
5162.000,10.0169,
5161.000,10.1365,
5160.000,10.257,
5159.000,10.3786,
5158.000,10.5015,
5157.000,10.6262,
5156.000,10.7537,
5155.000,10.8844,
5154.000,11.0182,
5153.000,11.1542,
5152.000,11.2911,
5151.000,11.4274,
5150.000,11.5632,
5149.000,11.7005,
5148.000,11.841,
5147.000,11.9842,
5146.000,12.1294,
5145.000,12.2775,
5144.000,12.4296,
5143.000,12.5849,
5142.000,12.742,
5141.000,12.902,
5140.000,13.0662,
5139.000,13.2333,
5138.000,13.4003,
5137.000,13.5671,
5136.000,13.736,
5135.000,13.9073,
5134.000,14.0794,
5133.000,14.2521,
5132.000,14.4269,
5131.000,14.6037,
5130.000,14.7799,
5129.000,14.9549,
5128.000,15.1314,
5127.000,15.311,
5126.000,15.4929,
5125.000,15.6765,
5124.000,15.8627,
5123.000,16.0514,
5122.000,16.2401,
5121.000,16.4279,
5120.000,16.6164,
5119.000,16.8062,
5118.000,16.9958,
5117.000,17.1842,
5116.000,17.3732,
5115.000,17.5633,
5114.000,17.7528,
5113.000,17.9399,
5112.000,18.1259,
5111.000,18.3118,
5110.000,18.497,
5109.000,18.6814,
5108.000,18.8664,
5107.000,19.0523,
5106.000,19.2372,
5105.000,19.4192,
5104.000,19.5986,
5103.000,19.7757,
5102.000,19.9496,
5101.000,20.1203,
5100.000,20.2891,
5099.000,20.456,
5098.000,20.6192,
5097.000,20.7774,
5096.000,20.9312,
5095.000,21.0805,
5094.000,21.2249,
5093.000,21.3651,
5092.000,21.5034,
5091.000,21.6396,
5090.000,21.7707,
5089.000,21.8954,
5088.000,22.0145,
5087.000,22.1274,
5086.000,22.2324,
5085.000,22.3295,
5084.000,22.4216,
5083.000,22.5096,
5082.000,22.5918,
5081.000,22.6676,
5080.000,22.7379,
5079.000,22.8024,
5078.000,22.8586,
5077.000,22.9062,
5076.000,22.9475,
5075.000,22.9836,
5074.000,23.0128,
5073.000,23.0343,
5072.000,23.0493,
5071.000,23.0577,
5070.000,23.0576,
5069.000,23.0488,
5068.000,23.0326,
5067.000,23.0096,
5066.000,22.9784,
5065.000,22.9396,
5064.000,22.8955,
5063.000,22.8463,
5062.000,22.7901,
5061.000,22.7262,
5060.000,22.6562,
5059.000,22.5803,
5058.000,22.4969,
5057.000,22.4064,
5056.000,22.3111,
5055.000,22.2112,
5054.000,22.1041,
5053.000,21.989,
5052.000,21.868,
5051.000,21.7422,
5050.000,21.6107,
5049.000,21.4739,
5048.000,21.3339,
5047.000,21.1913,
5046.000,21.0444,
5045.000,20.8924,
5044.000,20.7372,
5043.000,20.5795,
5042.000,20.4184,
5041.000,20.2543,
5040.000,20.0893,
5039.000,19.9239,
5038.000,19.7557,
5037.000,19.5828,
5036.000,19.4061,
5035.000,19.2267,
5034.000,19.0454,
5033.000,18.8634,
5032.000,18.6825,
5031.000,18.5022,
5030.000,18.3205,
5029.000,18.1364,
5028.000,17.9509,
5027.000,17.7653,
5026.000,17.5801,
5025.000,17.3959,
5024.000,17.2134,
5023.000,17.0319,
5022.000,16.8494,
5021.000,16.6654,
5020.000,16.4803,
5019.000,16.2945,
5018.000,16.1083,
5017.000,15.9237,
5016.000,15.7423,
5015.000,15.5638,
5014.000,15.3864,
5013.000,15.2101,
5012.000,15.0354,
5011.000,14.861,
5010.000,14.685,
5009.000,14.5076,
5008.000,14.3315,
5007.000,14.1581,
5006.000,13.987,
5005.000,13.8185,
5004.000,13.653,
5003.000,13.4897,
5002.000,13.3267,
5001.000,13.1644,
5000.000,13.0047,
4999.000,12.848,
4998.000,12.6928,
4997.000,12.5384,
4996.000,12.3858,
4995.000,12.2348,
4994.000,12.084,
4993.000,11.9335,
4992.000,11.785,
4991.000,11.6391,
4990.000,11.4951,
4989.000,11.3526,
4988.000,11.2125,
4987.000,11.0747,
4986.000,10.9386,
4985.000,10.8042,
4984.000,10.6725,
4983.000,10.5429,
4982.000,10.4142,
4981.000,10.2869,
4980.000,10.1629,
4979.000,10.0421,
4978.000,9.92253,
4977.000,9.80265,
4976.000,9.68281,
4975.000,9.56376,
4974.000,9.44612,
4973.000,9.33139,
4972.000,9.22105,
4971.000,9.11426,
4970.000,9.00843,
4969.000,8.90262,
4968.000,8.79842,
4967.000,8.69736,
4966.000,8.5991,
4965.000,8.50276,
4964.000,8.40788,
4963.000,8.31365,
4962.000,8.2191,
4961.000,8.12483,
4960.000,8.03279,
4959.000,7.94352,
4958.000,7.85529,
4957.000,7.76664,
4956.000,7.6783,
4955.000,7.59199,
4954.000,7.50866,
4953.000,7.42832,
4952.000,7.35035,
4951.000,7.27331,
4950.000,7.19581,
4949.000,7.11824,
4948.000,7.04242,
4947.000,6.96913,
4946.000,6.89712,
4945.000,6.82512,
4944.000,6.75343,
4943.000,6.68304,
4942.000,6.61449,
4941.000,6.54815,
4940.000,6.48434,
4939.000,6.4224,
4938.000,6.36092,
4937.000,6.29952,
4936.000,6.23911,
4935.000,6.18019,
4934.000,6.12197,
4933.000,6.06402,
4932.000,6.00726,
4931.000,5.95255,
4930.000,5.89946,
4929.000,5.84727,
4928.000,5.7962,
4927.000,5.7466,
4926.000,5.69799,
4925.000,5.64962,
4924.000,5.60151,
4923.000,5.55392,
4922.000,5.50661,
4921.000,5.45956,
4920.000,5.41363,
4919.000,5.36971,
4918.000,5.3275,
4917.000,5.28609,
4916.000,5.24516,
4915.000,5.20501,
4914.000,5.16586,
4913.000,5.12766,
4912.000,5.09036,
4911.000,5.0537,
4910.000,5.01727,
4909.000,4.9811,
4908.000,4.94585,
4907.000,4.91197,
4906.000,4.87922,
4905.000,4.84746,
4904.000,4.81709,
4903.000,4.78813,
4902.000,4.75951,
4901.000,4.73012,
4900.000,4.70022,
4899.000,4.67125,
4898.000,4.64445,
4897.000,4.62007,
4896.000,4.59738,
4895.000,4.57494,
4894.000,4.55134,
4893.000,4.52651,
4892.000,4.50193,
4891.000,4.47913,
4890.000,4.45826,
4889.000,4.43836,
4888.000,4.41877,
4887.000,4.39935,
4886.000,4.38005,
4885.000,4.36069,
4884.000,4.34135,
4883.000,4.32233,
4882.000,4.30397,
4881.000,4.28657,
4880.000,4.27018,
4879.000,4.25437,
4878.000,4.23847,
4877.000,4.22253,
4876.000,4.20746,
4875.000,4.19402,
4874.000,4.18199,
4873.000,4.17065,
4872.000,4.15955,
4871.000,4.14846,
4870.000,4.13726,
4869.000,4.12621,
4868.000,4.11598,
4867.000,4.10688,
4866.000,4.09853,
4865.000,4.0906,
4864.000,4.08323,
4863.000,4.07631,
4862.000,4.06913,
4861.000,4.06146,
4860.000,4.05426,
4859.000,4.04852,
4858.000,4.04387,
4857.000,4.03897,
4856.000,4.0331,
4855.000,4.02643,
4854.000,4.0196,
4853.000,4.01352,
4852.000,4.00934,
4851.000,4.00762,
4850.000,4.00761,
4849.000,4.00825,
4848.000,4.00932,
4847.000,4.01098,
4846.000,4.01259,
4845.000,4.01309,
4844.000,4.01255,
4843.000,4.01232,
4842.000,4.01366,
4841.000,4.01682,
4840.000,4.02151,
4839.000,4.02708,
4838.000,4.03248,
4837.000,4.03672,
4836.000,4.03981,
4835.000,4.04256,
4834.000,4.04546,
4833.000,4.04851,
4832.000,4.0521,
4831.000,4.05726,
4830.000,4.06448,
4829.000,4.07328,
4828.000,4.08289,
4827.000,4.0929,
4826.000,4.10302,
4825.000,4.11295,
4824.000,4.12305,
4823.000,4.13414,
4822.000,4.14629,
4821.000,4.15813,
4820.000,4.1682,
4819.000,4.17665,
4818.000,4.18525,
4817.000,4.19595,
4816.000,4.20966,
4815.000,4.22602,
4814.000,4.24368,
4813.000,4.26098,
4812.000,4.27699,
4811.000,4.29205,
4810.000,4.3072,
4809.000,4.32319,
4808.000,4.34011,
4807.000,4.3579,
4806.000,4.37675,
4805.000,4.39683,
4804.000,4.41791,
4803.000,4.4395,
4802.000,4.46129,
4801.000,4.48347,
4800.000,4.5064,
4799.000,4.53035,
4798.000,4.55525,
4797.000,4.58078,
4796.000,4.60636,
4795.000,4.63158,
4794.000,4.65678,
4793.000,4.6833,
4792.000,4.71255,
4791.000,4.74471,
4790.000,4.77844,
4789.000,4.81197,
4788.000,4.84436,
4787.000,4.87594,
4786.000,4.90799,
4785.000,4.94195,
4784.000,4.97854,
4783.000,5.01708,
4782.000,5.05597,
4781.000,5.09399,
4780.000,5.13118,
4779.000,5.16838,
4778.000,5.20645,
4777.000,5.24602,
4776.000,5.28766,
4775.000,5.33173,
4774.000,5.37812,
4773.000,5.42637,
4772.000,5.47587,
4771.000,5.52604,
4770.000,5.57657,
4769.000,5.62776,
4768.000,5.68041,
4767.000,5.73509,
4766.000,5.79152,
4765.000,5.84891,
4764.000,5.90666,
4763.000,5.96482,
4762.000,6.02411,
4761.000,6.08546,
4760.000,6.14929,
4759.000,6.2151,
4758.000,6.28206,
4757.000,6.34985,
4756.000,6.41859,
4755.000,6.4883,
4754.000,6.55878,
4753.000,6.63039,
4752.000,6.70415,
4751.000,6.78109,
4750.000,6.86154,
4749.000,6.94512,
4748.000,7.03081,
4747.000,7.11728,
4746.000,7.20386,
4745.000,7.29113,
4744.000,7.38015,
4743.000,7.47107,
4742.000,7.56331,
4741.000,7.65698,
4740.000,7.75334,
4739.000,7.85361,
4738.000,7.95787,
4737.000,8.06519,
4736.000,8.17425,
4735.000,8.28396,
4734.000,8.39433,
4733.000,8.50683,
4732.000,8.62301,
4731.000,8.74253,
4730.000,8.86362,
4729.000,8.98531,
4728.000,9.10836,
4727.000,9.2338,
4726.000,9.36166,
4725.000,9.49149,
4724.000,9.62324,
4723.000,9.75721,
4722.000,9.89385,
4721.000,10.0339,
4720.000,10.1778,
4719.000,10.3248,
4718.000,10.4739,
4717.000,10.6251,
4716.000,10.7789,
4715.000,10.9353,
4714.000,11.0927,
4713.000,11.2502,
4712.000,11.4088,
4711.000,11.5697,
4710.000,11.7335,
4709.000,11.9002,
4708.000,12.0699,
4707.000,12.2422,
4706.000,12.4167,
4705.000,12.5934,
4704.000,12.7724,
4703.000,12.9528,
4702.000,13.1332,
4701.000,13.3132,
4700.000,13.4942,
4699.000,13.6768,
4698.000,13.861,
4697.000,14.0464,
4696.000,14.2336,
4695.000,14.4226,
4694.000,14.6126,
4693.000,14.8033,
4692.000,14.9948,
4691.000,15.1865,
4690.000,15.3773,
4689.000,15.5669,
4688.000,15.7554,
4687.000,15.9424,
4686.000,16.1267,
4685.000,16.3086,
4684.000,16.4895,
4683.000,16.6702,
4682.000,16.8503,
4681.000,17.0294,
4680.000,17.2079,
4679.000,17.3855,
4678.000,17.5622,
4677.000,17.7384,
4676.000,17.9143,
4675.000,18.089,
4674.000,18.2607,
4673.000,18.4294,
4672.000,18.5959,
4671.000,18.7601,
4670.000,18.9212,
4669.000,19.0795,
4668.000,19.2363,
4667.000,19.3916,
4666.000,19.5435,
4665.000,19.6906,
4664.000,19.8317,
4663.000,19.966,
4662.000,20.0934,
4661.000,20.2155,
4660.000,20.3337,
4659.000,20.447,
4658.000,20.5529,
4657.000,20.6503,
4656.000,20.74,
4655.000,20.8222,
4654.000,20.8959,
4653.000,20.9615,
4652.000,21.02,
4651.000,21.0712,
4650.000,21.1138,
4649.000,21.1471,
4648.000,21.1713,
4647.000,21.1852,
4646.000,21.1872,
4645.000,21.1779,
4644.000,21.1592,
4643.000,21.1323,
4642.000,21.0968,
4641.000,21.053,
4640.000,21.0008,
4639.000,20.9391,
4638.000,20.8666,
4637.000,20.7846,
4636.000,20.6958,
4635.000,20.6013,
4634.000,20.5001,
4633.000,20.3914,
4632.000,20.2751,
4631.000,20.151,
4630.000,20.0193,
4629.000,19.8824,
4628.000,19.7421,
4627.000,19.5979,
4626.000,19.4479,
4625.000,19.2914,
4624.000,19.1298,
4623.000,18.9637,
4622.000,18.7931,
4621.000,18.6188,
4620.000,18.442,
4619.000,18.2628,
4618.000,18.081,
4617.000,17.8973,
4616.000,17.7124,
4615.000,17.5256,
4614.000,17.3358,
4613.000,17.1437,
4612.000,16.9514,
4611.000,16.7596,
4610.000,16.5674,
4609.000,16.3743,
4608.000,16.1805,
4607.000,15.9859,
4606.000,15.7905,
4605.000,15.5956,
4604.000,15.4028,
4603.000,15.2119,
4602.000,15.0212,
4601.000,14.8296,
4600.000,14.6377,
4599.000,14.4458,
4598.000,14.2546,
4597.000,14.0656,
4596.000,13.8803,
4595.000,13.6983,
4594.000,13.5173,
4593.000,13.3357,
4592.000,13.1537,
4591.000,12.9724,
4590.000,12.7928,
4589.000,12.6164,
4588.000,12.4436,
4587.000,12.2735,
4586.000,12.1041,
4585.000,11.935,
4584.000,11.7673,
4583.000,11.6017,
4582.000,11.4378,
4581.000,11.2755,
4580.000,11.115,
4579.000,10.9565,
4578.000,10.8004,
4577.000,10.6473,
4576.000,10.498,
4575.000,10.3518,
4574.000,10.2069,
4573.000,10.0623,
4572.000,9.91817,
4571.000,9.77562,
4570.000,9.63577,
4569.000,9.49938,
4568.000,9.36657,
4567.000,9.23641,
4566.000,9.10751,
4565.000,8.97919,
4564.000,8.85181,
4563.000,8.72607,
4562.000,8.60254,
4561.000,8.48173,
4560.000,8.3638,
4559.000,8.24817,
4558.000,8.13398,
4557.000,8.02112,
4556.000,7.91027,
4555.000,7.80201,
4554.000,7.69619,
4553.000,7.59232,
4552.000,7.49001,
4551.000,7.38889,
4550.000,7.28872,
4549.000,7.18961,
4548.000,7.09196,
4547.000,6.99619,
4546.000,6.90269,
4545.000,6.81192,
4544.000,6.72397,
4543.000,6.63812,
4542.000,6.55307,
4541.000,6.46782,
4540.000,6.38228,
4539.000,6.29712,
4538.000,6.21342,
4537.000,6.13218,
4536.000,6.05367,
4535.000,5.97735,
4534.000,5.90271,
4533.000,5.83004,
4532.000,5.76003,
4531.000,5.6926,
4530.000,5.62668,
4529.000,5.56115,
4528.000,5.49575,
4527.000,5.43089,
4526.000,5.36681,
4525.000,5.30323,
4524.000,5.23968,
4523.000,5.17625,
4522.000,5.11412,
4521.000,5.05486,
4520.000,4.99913,
4519.000,4.94595,
4518.000,4.8937,
4517.000,4.84168,
4516.000,4.79031,
4515.000,4.73998,
4514.000,4.69044,
4513.000,4.64123,
4512.000,4.59249,
4511.000,4.54484,
4510.000,4.49883,
4509.000,4.45452,
4508.000,4.41138,
4507.000,4.36859,
4506.000,4.32559,
4505.000,4.28267,
4504.000,4.24083,
4503.000,4.20096,
4502.000,4.16333,
4501.000,4.12751,
4500.000,4.09266,
4499.000,4.0577,
4498.000,4.02195,
4497.000,3.98568,
4496.000,3.95,
4495.000,3.91594,
4494.000,3.88385,
4493.000,3.85351,
4492.000,3.82446,
4491.000,3.79603,
4490.000,3.76739,
4489.000,3.73819,
4488.000,3.70895,
4487.000,3.68053,
4486.000,3.65331,
4485.000,3.62703,
4484.000,3.60131,
4483.000,3.57614,
4482.000,3.55185,
4481.000,3.52885,
4480.000,3.50723,
4479.000,3.48648,
4478.000,3.46568,
4477.000,3.44428,
