,d2o 015 By Administrator Date Monday. December 13 2021,
Time,14:16:54,
Wavenumbers [1/cm],Transmittance %,
4476.000,3.42277,
4475.000,3.40225,
4474.000,3.38336,
4473.000,3.36562,
4472.000,3.34783,
4471.000,3.32906,
4470.000,3.30939,
4469.000,3.28996,
4468.000,3.27212,
4467.000,3.25633,
4466.000,3.24178,
4465.000,3.22733,
4464.000,3.21256,
4463.000,3.19801,
4462.000,3.18427,
4461.000,3.17128,
4460.000,3.15854,
4459.000,3.14574,
4458.000,3.13305,
4457.000,3.12104,
4456.000,3.11029,
4455.000,3.10098,
4454.000,3.09242,
4453.000,3.08341,
4452.000,3.07319,
4451.000,3.06215,
4450.000,3.0515,
4449.000,3.04218,
4448.000,3.03414,
4447.000,3.02656,
4446.000,3.01849,
4445.000,3.0097,
4444.000,3.00083,
4443.000,2.99291,
4442.000,2.98655,
4441.000,2.98154,
4440.000,2.97714,
4439.000,2.97281,
4438.000,2.96838,
4437.000,2.96382,
4436.000,2.95898,
4435.000,2.95386,
4434.000,2.9489,
4433.000,2.9449,
4432.000,2.94235,
4431.000,2.94102,
4430.000,2.94018,
4429.000,2.93944,
4428.000,2.93908,
4427.000,2.93959,
4426.000,2.94085,
4425.000,2.94189,
4424.000,2.94175,
4423.000,2.94038,
4422.000,2.93874,
4421.000,2.93798,
4420.000,2.93864,
4419.000,2.94059,
4418.000,2.94342,
4417.000,2.94667,
4416.000,2.94986,
4415.000,2.95248,
4414.000,2.95456,
4413.000,2.95684,
4412.000,2.96026,
4411.000,2.96514,
4410.000,2.97097,
4409.000,2.97705,
4408.000,2.98316,
4407.000,2.98956,
4406.000,2.99649,
4405.000,3.0038,
4404.000,3.01097,
4403.000,3.01748,
4402.000,3.02318,
4401.000,3.02858,
4400.000,3.0345,
4399.000,3.04153,
4398.000,3.04976,
4397.000,3.05888,
4396.000,3.06844,
4395.000,3.07806,
4394.000,3.08752,
4393.000,3.09692,
4392.000,3.10665,
4391.000,3.11711,
4390.000,3.12852,
4389.000,3.14104,
4388.000,3.1548,
4387.000,3.16966,
4386.000,3.18512,
4385.000,3.20056,
4384.000,3.21562,
4383.000,3.23035,
4382.000,3.24505,
4381.000,3.25999,
4380.000,3.27527,
4379.000,3.29088,
4378.000,3.30692,
4377.000,3.32376,
4376.000,3.34177,
4375.000,3.3608,
4374.000,3.38012,
4373.000,3.39883,
4372.000,3.41647,
4371.000,3.43319,
4370.000,3.44974,
4369.000,3.46729,
4368.000,3.48689,
4367.000,3.50887,
4366.000,3.53266,
4365.000,3.55728,
4364.000,3.58213,
4363.000,3.60724,
4362.000,3.63309,
4361.000,3.66018,
4360.000,3.68862,
4359.000,3.71798,
4358.000,3.74758,
4357.000,3.7771,
4356.000,3.80678,
4355.000,3.83722,
4354.000,3.86892,
4353.000,3.90211,
4352.000,3.93667,
4351.000,3.97213,
4350.000,4.00805,
4349.000,4.04456,
4348.000,4.0822,
4347.000,4.12128,
4346.000,4.1615,
4345.000,4.20224,
4344.000,4.24315,
4343.000,4.28426,
4342.000,4.32586,
4341.000,4.36853,
4340.000,4.41313,
4339.000,4.46044,
4338.000,4.51048,
4337.000,4.56242,
4336.000,4.61503,
4335.000,4.66766,
4334.000,4.72094,
4333.000,4.77633,
4332.000,4.83482,
4331.000,4.89594,
4330.000,4.95836,
4329.000,5.02113,
4328.000,5.08434,
4327.000,5.14851,
4326.000,5.21403,
4325.000,5.2813,
4324.000,5.35095,
4323.000,5.42356,
4322.000,5.4992,
4321.000,5.57729,
4320.000,5.6569,
4319.000,5.73719,
4318.000,5.81778,
4317.000,5.89902,
4316.000,5.98181,
4315.000,6.06699,
4314.000,6.15496,
4313.000,6.24558,
4312.000,6.3382,
4311.000,6.43207,
4310.000,6.52716,
4309.000,6.62449,
4308.000,6.72521,
4307.000,6.82933,
4306.000,6.93577,
4305.000,7.0437,
4304.000,7.15348,
4303.000,7.26616,
4302.000,7.38242,
4301.000,7.50194,
4300.000,7.62378,
4299.000,7.74703,
4298.000,7.87167,
4297.000,7.99844,
4296.000,8.128,
4295.000,8.26009,
4294.000,8.39394,
4293.000,8.52924,
4292.000,8.66619,
4291.000,8.80487,
4290.000,8.94498,
4289.000,9.08624,
4288.000,9.22883,
4287.000,9.37329,
4286.000,9.52038,
4285.000,9.67081,
4284.000,9.82465,
4283.000,9.98108,
4282.000,10.1393,
4281.000,10.2992,
4280.000,10.4617,
4279.000,10.6271,
4278.000,10.7955,
4277.000,10.9674,
4276.000,11.1436,
4275.000,11.324,
4274.000,11.5076,
4273.000,11.6929,
4272.000,11.8789,
4271.000,12.0657,
4270.000,12.2539,
4269.000,12.4449,
4268.000,12.639,
4267.000,12.8357,
4266.000,13.0338,
4265.000,13.233,
4264.000,13.4338,
4263.000,13.6366,
4262.000,13.8418,
4261.000,14.0496,
4260.000,14.2597,
4259.000,14.4707,
4258.000,14.6811,
4257.000,14.8908,
4256.000,15.1002,
4255.000,15.3094,
4254.000,15.5179,
4253.000,15.725,
4252.000,15.9304,
4251.000,16.1335,
4250.000,16.3339,
4249.000,16.5312,
4248.000,16.7252,
4247.000,16.9149,
4246.000,17.0996,
4245.000,17.279,
4244.000,17.4531,
4243.000,17.6209,
4242.000,17.7813,
4241.000,17.934,
4240.000,18.0788,
4239.000,18.2151,
4238.000,18.342,
4237.000,18.4593,
4236.000,18.5676,
4235.000,18.6666,
4234.000,18.7557,
4233.000,18.8344,
4232.000,18.9021,
4231.000,18.9586,
4230.000,19.0036,
4229.000,19.0377,
4228.000,19.0616,
4227.000,19.0749,
4226.000,19.0772,
4225.000,19.0695,
4224.000,19.0529,
4223.000,19.0276,
4222.000,18.9927,
4221.000,18.9484,
4220.000,18.8954,
4219.000,18.8344,
4218.000,18.7655,
4217.000,18.6888,
4216.000,18.6046,
4215.000,18.5129,
4214.000,18.4145,
4213.000,18.3102,
4212.000,18.2006,
4211.000,18.0851,
4210.000,17.9627,
4209.000,17.8334,
4208.000,17.6976,
4207.000,17.5556,
4206.000,17.4075,
4205.000,17.2535,
4204.000,17.0933,
4203.000,16.9271,
4202.000,16.7553,
4201.000,16.5793,
4200.000,16.4001,
4199.000,16.2175,
4198.000,16.0308,
4197.000,15.8404,
4196.000,15.6474,
4195.000,15.4526,
4194.000,15.2561,
4193.000,15.0578,
4192.000,14.8577,
4191.000,14.6556,
4190.000,14.452,
4189.000,14.2474,
4188.000,14.0428,
4187.000,13.8388,
4186.000,13.6359,
4185.000,13.4348,
4184.000,13.2359,
4183.000,13.0389,
4182.000,12.8434,
4181.000,12.6492,
4180.000,12.4562,
4179.000,12.2646,
4178.000,12.0746,
4177.000,11.8867,
4176.000,11.7012,
4175.000,11.5179,
4174.000,11.3363,
4173.000,11.1563,
4172.000,10.9779,
4171.000,10.8011,
4170.000,10.6263,
4169.000,10.4539,
4168.000,10.2844,
4167.000,10.1177,
4166.000,9.95292,
4165.000,9.78967,
4164.000,9.6284,
4163.000,9.4698,
4162.000,9.31426,
4161.000,9.16186,
4160.000,9.0125,
4159.000,8.86582,
4158.000,8.72115,
4157.000,8.5778,
4156.000,8.43559,
4155.000,8.2951,
4154.000,8.15731,
4153.000,8.02277,
4152.000,7.89122,
4151.000,7.76209,
4150.000,7.63519,
4149.000,7.51078,
4148.000,7.38892,
4147.000,7.26923,
4146.000,7.15135,
4145.000,7.03546,
4144.000,6.92205,
4143.000,6.81141,
4142.000,6.7034,
4141.000,6.59762,
4140.000,6.49355,
4139.000,6.39082,
4138.000,6.28931,
4137.000,6.18927,
4136.000,6.091,
4135.000,5.99448,
4134.000,5.89951,
4133.000,5.80597,
4132.000,5.71404,
4131.000,5.62418,
4130.000,5.53693,
4129.000,5.45261,
4128.000,5.37095,
4127.000,5.29099,
4126.000,5.21171,
4125.000,5.13274,
4124.000,5.05457,
4123.000,4.97801,
4122.000,4.90361,
4121.000,4.83149,
4120.000,4.76141,
4119.000,4.69285,
4118.000,4.62525,
4117.000,4.55849,
4116.000,4.49316,
4115.000,4.43006,
4114.000,4.36933,
4113.000,4.31019,
4112.000,4.25161,
4111.000,4.19333,
4110.000,4.13593,
4109.000,4.08008,
4108.000,4.02581,
4107.000,3.97259,
4106.000,3.92001,
4105.000,3.86808,
4104.000,3.81703,
4103.000,3.76707,
4102.000,3.71847,
4101.000,3.67162,
4100.000,3.62663,
4099.000,3.583,
4098.000,3.53983,
4097.000,3.49654,
4096.000,3.45336,
4095.000,3.41099,
4094.000,3.36999,
4093.000,3.3305,
4092.000,3.29233,
4091.000,3.25514,
4090.000,3.21867,
4089.000,3.18291,
4088.000,3.14818,
4087.000,3.11483,
4086.000,3.0828,
4085.000,3.05146,
4084.000,3.01999,
4083.000,2.988,
4082.000,2.95582,
4081.000,2.92439,
4080.000,2.8946,
4079.000,2.86663,
4078.000,2.83978,
4077.000,2.81308,
4076.000,2.78616,
4075.000,2.75957,
4074.000,2.73423,
4073.000,2.71069,
4072.000,2.68866,
4071.000,2.6673,
4070.000,2.6458,
4069.000,2.62385,
4068.000,2.60158,
4067.000,2.57937,
4066.000,2.5576,
4065.000,2.53659,
4064.000,2.51647,
4063.000,2.49704,
4062.000,2.47797,
4061.000,2.45917,
4060.000,2.4409,
4059.000,2.42354,
4058.000,2.40729,
4057.000,2.39219,
4056.000,2.3781,
4055.000,2.36442,
4054.000,2.35016,
4053.000,2.33471,
4052.000,2.31861,
4051.000,2.30326,
4050.000,2.28966,
4049.000,2.27754,
4048.000,2.26573,
4047.000,2.25323,
4046.000,2.23998,
4045.000,2.22668,
4044.000,2.2141,
4043.000,2.20246,
4042.000,2.19142,
4041.000,2.18068,
4040.000,2.17045,
4039.000,2.16114,
4038.000,2.15277,
4037.000,2.14469,
4036.000,2.13628,
4035.000,2.12762,
4034.000,2.11926,
4033.000,2.11157,
4032.000,2.10422,
4031.000,2.09673,
4030.000,2.08915,
4029.000,2.08204,
4028.000,2.07575,
4027.000,2.06998,
4026.000,2.064,
4025.000,2.05733,
4024.000,2.05008,
4023.000,2.04285,
4022.000,2.0364,
4021.000,2.03129,
4020.000,2.0276,
4019.000,2.02479,
4018.000,2.02195,
4017.000,2.01836,
4016.000,2.01396,
4015.000,2.00931,
4014.000,2.00526,
4013.000,2.00238,
4012.000,2.00064,
4011.000,1.99942,
4010.000,1.99796,
4009.000,1.99592,
4008.000,1.9935,
4007.000,1.9913,
4006.000,1.98983,
4005.000,1.98935,
4004.000,1.98969,
4003.000,1.99043,
4002.000,1.99109,
4001.000,1.99152,
4000.000,1.99198,
3999.000,1.9928,
3998.000,1.99384,
3997.000,1.99462,
3996.000,1.9948,
3995.000,1.99452,
3994.000,1.9941,
3993.000,1.99381,
3992.000,1.99381,
3991.000,1.99445,
3990.000,1.9961,
3989.000,1.99879,
3988.000,2.0022,
3987.000,2.00608,
3986.000,2.0104,
3985.000,2.01506,
3984.000,2.01957,
3983.000,2.02335,
3982.000,2.02625,
3981.000,2.0288,
3980.000,2.03197,
3979.000,2.03661,
3978.000,2.04286,
3977.000,2.05004,
3976.000,2.05705,
3975.000,2.06331,
3974.000,2.06904,
3973.000,2.07483,
3972.000,2.08091,
3971.000,2.08726,
3970.000,2.09415,
3969.000,2.10201,
3968.000,2.11069,
3967.000,2.1193,
3966.000,2.1271,
3965.000,2.13443,
3964.000,2.14234,
3963.000,2.15134,
3962.000,2.16082,
3961.000,2.16984,
3960.000,2.17815,
3959.000,2.18658,
3958.000,2.19633,
3957.000,2.20785,
3956.000,2.22042,
3955.000,2.23284,
3954.000,2.24453,
3953.000,2.2559,
3952.000,2.26787,
3951.000,2.28108,
3950.000,2.29544,
3949.000,2.31021,
3948.000,2.32469,
3947.000,2.3388,
3946.000,2.35302,
3945.000,2.36792,
3944.000,2.38401,
3943.000,2.40158,
3942.000,2.42008,
3941.000,2.43823,
3940.000,2.45511,
3939.000,2.47133,
3938.000,2.48839,
3937.000,2.50698,
3936.000,2.52637,
3935.000,2.54587,
3934.000,2.56596,
3933.000,2.58773,
3932.000,2.61142,
3931.000,2.6364,
3930.000,2.66215,
3929.000,2.68865,
3928.000,2.71576,
3927.000,2.74274,
3926.000,2.76914,
3925.000,2.79564,
3924.000,2.82308,
3923.000,2.8512,
3922.000,2.87931,
3921.000,2.90794,
3920.000,2.93834,
3919.000,2.97066,
3918.000,3.00415,
3917.000,3.03865,
3916.000,3.07463,
3915.000,3.11185,
3914.000,3.14947,
3913.000,3.1875,
3912.000,3.22689,
3911.000,3.26786,
3910.000,3.3098,
3909.000,3.35221,
3908.000,3.39536,
3907.000,3.43976,
3906.000,3.48589,
3905.000,3.53445,
3904.000,3.58593,
3903.000,3.63965,
3902.000,3.69363,
3901.000,3.74713,
3900.000,3.8024,
3899.000,3.86232,
3898.000,3.92632,
3897.000,3.99079,
3896.000,4.05352,
3895.000,4.11525,
3894.000,4.17724,
3893.000,4.23993,
3892.000,4.30495,
3891.000,4.37552,
3890.000,4.4527,
3889.000,4.53155,
3888.000,4.60666,
3887.000,4.68025,
3886.000,4.75941,
3885.000,4.84797,
3884.000,4.9421,
3883.000,5.03447,
3882.000,5.12474,
3881.000,5.21951,
3880.000,5.32189,
3879.000,5.4283,
3878.000,5.53269,
3877.000,5.63287,
3876.000,5.73384,
3875.000,5.84196,
3874.000,5.95853,
3873.000,6.07871,
3872.000,6.19539,
3871.000,6.30991,
3870.000,6.43455,
3869.000,6.577,
3868.000,6.72741,
3867.000,6.86986,
3866.000,7.00609,
3865.000,7.15085,
3864.000,7.30783,
3863.000,7.46763,
3862.000,7.62401,
3861.000,7.77986,
3860.000,7.93909,
3859.000,8.09917,
3858.000,8.25539,
3857.000,8.40406,
3856.000,8.54429,
3855.000,8.6852,
3854.000,8.85042,
3853.000,9.06479,
3852.000,9.32387,
3851.000,9.58594,
3850.000,9.8226,
3849.000,10.0439,
3848.000,10.2563,
3847.000,10.4513,
3846.000,10.63,
3845.000,10.8071,
3844.000,10.9972,
3843.000,11.2051,
3842.000,11.4266,
3841.000,11.6505,
3840.000,11.8707,
3839.000,12.0955,
3838.000,12.3386,
3837.000,12.6017,
3836.000,12.8723,
3835.000,13.1355,
3834.000,13.384,
3833.000,13.6188,
3832.000,13.845,
3831.000,14.0679,
3830.000,14.2849,
3829.000,14.4894,
3828.000,14.6831,
3827.000,14.8784,
3826.000,15.0835,
3825.000,15.2838,
3824.000,15.4519,
3823.000,15.5882,
3822.000,15.7365,
3821.000,15.9421,
3820.000,16.1953,
3819.000,16.4214,
3818.000,16.5624,
3817.000,16.6538,
3816.000,16.77,
3815.000,16.9362,
3814.000,17.1063,
3813.000,17.2225,
3812.000,17.2856,
3811.000,17.3262,
3810.000,17.3452,
3809.000,17.3305,
3808.000,17.3011,
3807.000,17.3039,
3806.000,17.3584,
3805.000,17.4133,
3804.000,17.4002,
3803.000,17.3212,
3802.000,17.2417,
3801.000,17.2141,
3800.000,17.2206,
3799.000,17.1889,
3798.000,17.0881,
3797.000,16.9578,
3796.000,16.8337,
3795.000,16.7116,
3794.000,16.5683,
3793.000,16.395,
3792.000,16.2073,
3791.000,16.0214,
3790.000,15.8378,
3789.000,15.6498,
3788.000,15.4555,
3787.000,15.2574,
3786.000,15.0581,
3785.000,14.8594,
3784.000,14.6633,
3783.000,14.4669,
3782.000,14.262,
3781.000,14.0455,
3780.000,13.8262,
3779.000,13.6152,
3778.000,13.4118,
3777.000,13.203,
3776.000,12.9818,
3775.000,12.7575,
3774.000,12.5414,
3773.000,12.3308,
3772.000,12.1154,
3771.000,11.8941,
3770.000,11.6762,
3769.000,11.4672,
3768.000,11.2607,
3767.000,11.0497,
3766.000,10.8372,
3765.000,10.6315,
3764.000,10.4357,
3763.000,10.2453,
3762.000,10.0546,
3761.000,9.86441,
3760.000,9.67808,
3759.000,9.49343,
3758.000,9.30673,
3757.000,9.12154,
3756.000,8.94689,
3755.000,8.78613,
3754.000,8.63409,
3753.000,8.48265,
3752.000,8.32365,
3751.000,8.14943,
3750.000,7.9594,
3749.000,7.76877,
3748.000,7.59906,
3747.000,7.45665,
3746.000,7.32728,
3745.000,7.18563,
3744.000,7.0148,
3743.000,6.82438,
3742.000,6.63727,
3741.000,6.47749,
3740.000,6.36238,
3739.000,6.2811,
3738.000,6.20341,
3737.000,6.10684,
3736.000,5.98746,
3735.000,5.85369,
3734.000,5.7136,
3733.000,5.57165,
3732.000,5.43385,
3731.000,5.3069,
3730.000,5.19257,
3729.000,5.08864,
3728.000,4.99311,
3727.000,4.90413,
3726.000,4.81751,
3725.000,4.7279,
3724.000,4.63331,
3723.000,4.53776,
3722.000,4.44589,
3721.000,4.35735,
3720.000,4.2698,
3719.000,4.18319,
3718.000,4.09989,
3717.000,4.02236,
3716.000,3.95149,
3715.000,3.88649,
3714.000,3.82559,
3713.000,3.76573,
3712.000,3.70206,
3711.000,3.63074,
3710.000,3.55131,
3709.000,3.46692,
3708.000,3.38375,
3707.000,3.30845,
3706.000,3.24418,
3705.000,3.18926,
3704.000,3.13985,
3703.000,3.09237,
3702.000,3.04357,
3701.000,2.99104,
3700.000,2.93485,
3699.000,2.87767,
3698.000,2.82274,
3697.000,2.77221,
3696.000,2.72627,
3695.000,2.6836,
3694.000,2.64282,
3693.000,2.604,
3692.000,2.56794,
3691.000,2.53399,
3690.000,2.49907,
3689.000,2.45933,
3688.000,2.41353,
3687.000,2.36434,
3686.000,2.3164,
3685.000,2.27394,
3684.000,2.23922,
3683.000,2.21094,
3682.000,2.18504,
3681.000,2.15837,
3680.000,2.13162,
3679.000,2.1074,
3678.000,2.08534,
3677.000,2.06215,
3676.000,2.03613,
3675.000,2.00892,
3674.000,1.98156,
3673.000,1.95211,
3672.000,1.92134,
3671.000,1.89381,
3670.000,1.87081,
3669.000,1.84954,
3668.000,1.82695,
3667.000,1.803,
3666.000,1.78067,
3665.000,1.76166,
3664.000,1.74495,
3663.000,1.7289,
3662.000,1.7126,
3661.000,1.69619,
3660.000,1.68037,
3659.000,1.66538,
3658.000,1.65049,
3657.000,1.63511,
3656.000,1.61991,
3655.000,1.60588,
3654.000,1.59245,
3653.000,1.57893,
3652.000,1.56668,
3651.000,1.55751,
3650.000,1.55069,
3649.000,1.54276,
3648.000,1.53089,
3647.000,1.51573,
3646.000,1.50022,
3645.000,1.48628,
3644.000,1.47441,
3643.000,1.46444,
3642.000,1.45555,
3641.000,1.44647,
3640.000,1.43663,
3639.000,1.42674,
3638.000,1.41779,
3637.000,1.40984,
3636.000,1.40219,
3635.000,1.39463,
3634.000,1.38753,
3633.000,1.38083,
3632.000,1.37381,
3631.000,1.36613,
3630.000,1.3585,
3629.000,1.35163,
3628.000,1.34545,
3627.000,1.33869,
3626.000,1.33055,
3625.000,1.32271,
3624.000,1.31687,
3623.000,1.3122,
3622.000,1.30706,
3621.000,1.30112,
3620.000,1.29568,
3619.000,1.29194,
3618.000,1.28938,
3617.000,1.28659,
3616.000,1.28316,
3615.000,1.27994,
3614.000,1.27733,
3613.000,1.27465,
3612.000,1.27121,
3611.000,1.26716,
3610.000,1.26299,
3609.000,1.2589,
3608.000,1.25482,
3607.000,1.25086,
3606.000,1.2473,
3605.000,1.24438,
3604.000,1.24217,
3603.000,1.2402,
3602.000,1.23761,
3601.000,1.2341,
3600.000,1.23048,
3599.000,1.22771,
3598.000,1.22573,
3597.000,1.22385,
3596.000,1.2217,
3595.000,1.21957,
3594.000,1.21785,
3593.000,1.2165,
3592.000,1.21526,
3591.000,1.21406,
3590.000,1.213,
3589.000,1.21235,
3588.000,1.21265,
3587.000,1.21401,
3586.000,1.21549,
3585.000,1.21579,
3584.000,1.21492,
3583.000,1.21414,
3582.000,1.21446,
3581.000,1.2161,
3580.000,1.21888,
3579.000,1.22229,
3578.000,1.22521,
3577.000,1.22675,
3576.000,1.22716,
3575.000,1.22762,
3574.000,1.22888,
3573.000,1.23079,
3572.000,1.23285,
3571.000,1.23495,
3570.000,1.2372,
3569.000,1.23977,
3568.000,1.24315,
3567.000,1.24782,
3566.000,1.25338,
3565.000,1.25862,
3564.000,1.26266,
3563.000,1.26552,
3562.000,1.2677,
3561.000,1.2699,
3560.000,1.273,
3559.000,1.27744,
3558.000,1.28273,
3557.000,1.28801,
3556.000,1.29304,
3555.000,1.298,
3554.000,1.30287,
3553.000,1.30747,
3552.000,1.31209,
3551.000,1.31714,
3550.000,1.32231,
3549.000,1.32666,
3548.000,1.32972,
3547.000,1.33192,
3546.000,1.33426,
3545.000,1.3378,
3544.000,1.34327,
3543.000,1.35052,
3542.000,1.35861,
3541.000,1.3666,
3540.000,1.37423,
3539.000,1.38148,
3538.000,1.38801,
3537.000,1.39362,
3536.000,1.39901,
3535.000,1.40529,
3534.000,1.41293,
3533.000,1.42154,
3532.000,1.43066,
3531.000,1.44001,
3530.000,1.44919,
3529.000,1.45788,
3528.000,1.46627,
3527.000,1.47472,
3526.000,1.48311,
3525.000,1.49128,
3524.000,1.49983,
3523.000,1.50961,
3522.000,1.52064,
3521.000,1.53213,
3520.000,1.54351,
3519.000,1.55479,
3518.000,1.56593,
3517.000,1.57676,
3516.000,1.58765,
3515.000,1.59941,
3514.000,1.61241,
3513.000,1.62613,
3512.000,1.63989,
3511.000,1.65359,
3510.000,1.66739,
3509.000,1.68137,
3508.000,1.69569,
3507.000,1.71067,
3506.000,1.72652,
3505.000,1.74327,
3504.000,1.76083,
3503.000,1.77898,
3502.000,1.7973,
3501.000,1.81554,
3500.000,1.83396,
3499.000,1.85305,
3498.000,1.87298,
3497.000,1.89364,
3496.000,1.91511,
3495.000,1.93763,
3494.000,1.96128,
3493.000,1.98603,
3492.000,2.0119,
3491.000,2.03873,
3490.000,2.06599,
3489.000,2.09325,
3488.000,2.1208,
3487.000,2.14923,
3486.000,2.17851,
3485.000,2.20824,
3484.000,2.23855,
3483.000,2.27015,
3482.000,2.30358,
3481.000,2.33883,
3480.000,2.37572,
3479.000,2.41406,
3478.000,2.45338,
3477.000,2.49309,
3476.000,2.5331,
3475.000,2.57393,
3474.000,2.61603,
3473.000,2.65946,
3472.000,2.70436,
3471.000,2.7512,
3470.000,2.80036,
3469.000,2.85172,
3468.000,2.90479,
3467.000,2.95918,
3466.000,3.01481,
3465.000,3.07186,
3464.000,3.13068,
3463.000,3.19134,
3462.000,3.25344,
3461.000,3.31663,
3460.000,3.38134,
3459.000,3.44866,
3458.000,3.51935,
3457.000,3.5933,
3456.000,3.66982,
3455.000,3.74828,
3454.000,3.82838,
3453.000,3.9103,
3452.000,3.99452,
3451.000,4.08129,
3450.000,4.17028,
3449.000,4.26116,
3448.000,4.35425,
3447.000,4.4501,
3446.000,4.54875,
3445.000,4.64983,
3444.000,4.75341,
3443.000,4.85986,
3442.000,4.96884,
3441.000,5.0795,
3440.000,5.19166,
3439.000,5.30618,
3438.000,5.42379,
3437.000,5.54387,
3436.000,5.66491,
3435.000,5.78571,
3434.000,5.90591,
3433.000,6.02588,
3432.000,6.14646,
3431.000,6.2683,
3430.000,6.39108,
3429.000,6.51363,
3428.000,6.63456,
3427.000,6.75268,
3426.000,6.86699,
3425.000,6.9769,
3424.000,7.08263,
3423.000,7.18473,
3422.000,7.28323,
3421.000,7.37716,
3420.000,7.46502,
3419.000,7.54572,
3418.000,7.6189,
3417.000,7.68515,
3416.000,7.74553,
3415.000,7.80103,
3414.000,7.85235,
3413.000,7.90006,
3412.000,7.94514,
3411.000,7.98893,
3410.000,8.03295,
3409.000,8.07921,
3408.000,8.13027,
3407.000,8.18848,
3406.000,8.25526,
3405.000,8.33152,
3404.000,8.41856,
3403.000,8.51804,
3402.000,8.63053,
3401.000,8.75462,
3400.000,8.88791,
3399.000,9.02866,
3398.000,9.17615,
3397.000,9.32909,
3396.000,9.48442,
3395.000,9.63841,
3394.000,9.7887,
3393.000,9.93467,
3392.000,10.0757,
3391.000,10.2096,
3390.000,10.333,
3389.000,10.4435,
3388.000,10.5409,
3387.000,10.6264,
3386.000,10.7008,
3385.000,10.7643,
3384.000,10.8162,
3383.000,10.8557,
3382.000,10.8822,
3381.000,10.8958,
3380.000,10.8963,
3379.000,10.8839,
3378.000,10.8591,
3377.000,10.8223,
3376.000,10.7743,
3375.000,10.7153,
3374.000,10.6457,
3373.000,10.5659,
3372.000,10.4768,
3371.000,10.3796,
3370.000,10.2751,
3369.000,10.1636,
3368.000,10.0449,
3367.000,9.91937,
3366.000,9.78875,
3365.000,9.65451,
3364.000,9.51735,
3363.000,9.37718,
3362.000,9.23373,
3361.000,9.08716,
3360.000,8.93806,
3359.000,8.78734,
3358.000,8.63598,
3357.000,8.4847,
3356.000,8.33364,
3355.000,8.18252,
3354.000,8.03124,
3353.000,7.88041,
3352.000,7.73094,
3351.000,7.58322,
3350.000,7.43681,
3349.000,7.29103,
3348.000,7.14587,
3347.000,7.00204,
3346.000,6.86038,
3345.000,6.72149,
3344.000,6.58542,
3343.000,6.45171,
3342.000,6.31962,
3341.000,6.18863,
3340.000,6.05885,
3339.000,5.93094,
3338.000,5.80563,
3337.000,5.68349,
3336.000,5.56447,
3335.000,5.44764,
3334.000,5.33172,
3333.000,5.21641,
3332.000,5.10296,
3331.000,4.99291,
3330.000,4.88647,
3329.000,4.78268,
3328.000,4.68065,
3327.000,4.58026,
3326.000,4.48171,
3325.000,4.3853,
3324.000,4.29152,
3323.000,4.20065,
3322.000,4.11236,
3321.000,4.02596,
3320.000,3.94118,
3319.000,3.8582,
3318.000,3.77701,
3317.000,3.6973,
3316.000,3.61906,
3315.000,3.54267,
3314.000,3.46837,
3313.000,3.39607,
3312.000,3.32563,
3311.000,3.25697,
3310.000,3.18962,
3309.000,3.12286,
3308.000,3.05647,
3307.000,2.99104,
3306.000,2.92743,
3305.000,2.86628,
3304.000,2.80804,
3303.000,2.75278,
3302.000,2.70014,
3301.000,2.64942,
3300.000,2.59995,
3299.000,2.55107,
3298.000,2.50206,
3297.000,2.45268,
3296.000,2.40373,
3295.000,2.3563,
3294.000,2.31073,
3293.000,2.26668,
3292.000,2.2241,
3291.000,2.18345,
3290.000,2.14468,
3289.000,2.10697,
3288.000,2.06968,
3287.000,2.0329,
3286.000,1.99687,
3285.000,1.96138,
3284.000,1.92622,
3283.000,1.89174,
3282.000,1.85853,
3281.000,1.82683,
3280.000,1.79639,
3279.000,1.76673,
3278.000,1.73747,
3277.000,1.7086,
3276.000,1.68051,
3275.000,1.65352,
3274.000,1.62724,
3273.000,1.60091,
3272.000,1.57444,
3271.000,1.54879,
3270.000,1.52517,
3269.000,1.50404,
3268.000,1.48487,
3267.000,1.46656,
3266.000,1.44801,
3265.000,1.42878,
3264.000,1.40934,
3263.000,1.39057,
3262.000,1.37279,
3261.000,1.35563,
3260.000,1.33869,
3259.000,1.32196,
3258.000,1.30564,
3257.000,1.28975,
3256.000,1.27417,
3255.000,1.2589,
3254.000,1.24394,
3253.000,1.22932,
3252.000,1.21518,
3251.000,1.20158,
3250.000,1.18818,
3249.000,1.17451,
3248.000,1.16073,
3247.000,1.14773,
3246.000,1.13631,
3245.000,1.1262,
3244.000,1.11625,
3243.000,1.10547,
3242.000,1.09384,
3241.000,1.08219,
3240.000,1.07134,
3239.000,1.06138,
3238.000,1.05171,
3237.000,1.04165,
3236.000,1.03112,
3235.000,1.02053,
3234.000,1.01058,
3233.000,1.002,
3232.000,0.995128,
3231.000,0.989507,
3230.000,0.984017,
3229.000,0.977732,
3228.000,0.970572,
3227.000,0.962993,
3226.000,0.955366,
3225.000,0.947853,
3224.000,0.94058,
3223.000,0.93354,
3222.000,0.926546,
3221.000,0.919587,
3220.000,0.913031,
3219.000,0.907181,
3218.000,0.901906,
3217.000,0.896988,
3216.000,0.89252,
3215.000,0.888505,
3214.000,0.884366,
3213.000,0.879449,
3212.000,0.873818,
3211.000,0.868095,
3210.000,0.862694,
3209.000,0.857736,
3208.000,0.85349,
3207.000,0.850198,
