Created as New Dataset,Sample 104 By Administrator Date Wednesday, November 24 2021
cm-1,A
7502.00,1.0557
7501.00,1.0636
7500.00,1.0709
7499.00,1.0776
7498.00,1.0841
7497.00,1.0902
7496.00,1.0963
7495.00,1.1026
7494.00,1.1094
7493.00,1.1168
7492.00,1.1243
7491.00,1.1314
7490.00,1.1376
7489.00,1.1429
7488.00,1.1476
7487.00,1.1517
7486.00,1.1552
7485.00,1.1584
7484.00,1.1615
7483.00,1.1644
7482.00,1.1670
7481.00,1.1695
7480.00,1.1718
7479.00,1.1738
7478.00,1.1750
7477.00,1.1754
7476.00,1.1757
7475.00,1.1767
7474.00,1.1785
7473.00,1.1804
7472.00,1.1815
7471.00,1.1817
7470.00,1.1814
7469.00,1.1808
7468.00,1.1801
7467.00,1.1786
7466.00,1.1763
7465.00,1.1732
7464.00,1.1695
7463.00,1.1657
7462.00,1.1616
7461.00,1.1572
7460.00,1.1521
7459.00,1.1462
7458.00,1.1400
7457.00,1.1342
7456.00,1.1289
7455.00,1.1234
7454.00,1.1169
7453.00,1.1094
7452.00,1.1014
7451.00,1.0934
7450.00,1.0854
7449.00,1.0774
7448.00,1.0694
7447.00,1.0616
7446.00,1.0536
7445.00,1.0453
7444.00,1.0365
7443.00,1.0275
7442.00,1.0182
7441.00,1.0084
7440.00,0.9983
7439.00,0.9883
7438.00,0.9786
7437.00,0.9692
7436.00,0.9596
7435.00,0.9499
7434.00,0.9401
7433.00,0.9302
7432.00,0.9204
7431.00,0.9109
7430.00,0.9019
7429.00,0.8934
7428.00,0.8850
7427.00,0.8765
7426.00,0.8681
7425.00,0.8600
7424.00,0.8524
7423.00,0.8449
7422.00,0.8374
7421.00,0.8303
7420.00,0.8240
7419.00,0.8184
7418.00,0.8132
7417.00,0.8082
7416.00,0.8038
7415.00,0.7999
7414.00,0.7965
7413.00,0.7935
7412.00,0.7913
7411.00,0.7899
7410.00,0.7890
7409.00,0.7884
7408.00,0.7881
7407.00,0.7884
7406.00,0.7893
7405.00,0.7908
7404.00,0.7925
7403.00,0.7945
7402.00,0.7971
7401.00,0.8005
7400.00,0.8048
7399.00,0.8097
7398.00,0.8148
7397.00,0.8197
7396.00,0.8248
