Created as New Dataset,Sample 072 By Administrator Date Wednesday, November 24 2021
cm-1,A
7502.00,1.1186
7501.00,1.1086
7500.00,1.0987
7499.00,1.0891
7498.00,1.0797
7497.00,1.0705
7496.00,1.0614
7495.00,1.0526
7494.00,1.0439
7493.00,1.0370
7492.00,1.0326
7491.00,1.0306
7490.00,1.0298
7489.00,1.0284
7488.00,1.0248
7487.00,1.0187
7486.00,1.0099
7485.00,0.9987
7484.00,0.9859
7483.00,0.9732
7482.00,0.9624
7481.00,0.9540
7480.00,0.9473
7479.00,0.9414
7478.00,0.9361
7477.00,0.9314
7476.00,0.9272
7475.00,0.9228
7474.00,0.9175
7473.00,0.9117
7472.00,0.9058
7471.00,0.8999
7470.00,0.8933
7469.00,0.8857
7468.00,0.8774
7467.00,0.8695
7466.00,0.8625
7465.00,0.8556
7464.00,0.8482
7463.00,0.8402
7462.00,0.8321
7461.00,0.8242
7460.00,0.8164
7459.00,0.8087
7458.00,0.8016
7457.00,0.7955
7456.00,0.7905
7455.00,0.7863
7454.00,0.7825
7453.00,0.7789
7452.00,0.7754
7451.00,0.7719
7450.00,0.7685
7449.00,0.7658
7448.00,0.7639
7447.00,0.7628
7446.00,0.7623
7445.00,0.7624
7444.00,0.7631
7443.00,0.7644
7442.00,0.7663
7441.00,0.7688
7440.00,0.7717
7439.00,0.7750
7438.00,0.7787
7437.00,0.7827
7436.00,0.7872
7435.00,0.7923
7434.00,0.7979
7433.00,0.8040
7432.00,0.8107
7431.00,0.8182
7430.00,0.8267
7429.00,0.8359
7428.00,0.8453
7427.00,0.8546
7426.00,0.8640
7425.00,0.8738
7424.00,0.8836
7423.00,0.8931
7422.00,0.9023
7421.00,0.9117
7420.00,0.9216
7419.00,0.9318
7418.00,0.9419
7417.00,0.9515
7416.00,0.9610
7415.00,0.9705
7414.00,0.9800
7413.00,0.9888
7412.00,0.9969
7411.00,1.0047
7410.00,1.0130
7409.00,1.0222
7408.00,1.0318
7407.00,1.0415
7406.00,1.0513
7405.00,1.0614
7404.00,1.0717
7403.00,1.0816
7402.00,1.0905
7401.00,1.0981
7400.00,1.1051
7399.00,1.1117
7398.00,1.1181
7397.00,1.1241
7396.00,1.1297
7395.00,1.1351
7394.00,1.1402
7393.00,1.1453
7392.00,1.1505
7391.00,1.1557
7390.00,1.1604
7389.00,1.1648
7388.00,1.1690
7387.00,1.1731
7386.00,1.1770
7385.00,1.1805
7384.00,1.1832
7383.00,1.1848
7382.00,1.1856
7381.00,1.1858
7380.00,1.1857
7379.00,1.1852
7378.00,1.1844
7377.00,1.1837
7376.00,1.1832
7375.00,1.1827
7374.00,1.1815
7373.00,1.1798
7372.00,1.1773
7371.00,1.1738
7370.00,1.1691
7369.00,1.1641
7368.00,1.1597
7367.00,1.1562
7366.00,1.1527
7365.00,1.1483
7364.00,1.1426
7363.00,1.1364
7362.00,1.1302
7361.00,1.1237
7360.00,1.1162
7359.00,1.1077
7358.00,1.0988
7357.00,1.0903
7356.00,1.0822
7355.00,1.0741
7354.00,1.0655
