Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
965.000,0.8680959,0.3838677,0.8191476,0.7477446,0.6665587,0.4096146,0.401567,0.557899,0.7242537,0.4647646,0.3338127,0.645206,0.8148928,0.3769555,0.51055,0.6212635,0.5427799,0.5955162,0.2154522,0.2319279,0.6171579,0.8061771,0.3392539,0.4626799,0.6844153,0.8585601,0.08888054,0.5977292,0.3545694,0.6808505,0.6593142,0.571507,0.51055,0.5599537,0.7611318,0.7756224,0.8023124,0.6784582,0.6893749,0.5262756,0.730752,0.7662058,0.7904367,0.5076995,0.782033,0.6846166,0.6967492,0.8702173,0.7662058,0.7223163,0.3202744,0.6888208,0.6693535,0.6034036,0.7739644,0.6762261,0.695786,0.3828864,0.8043747,0.7639117,0.6787128,0.5149198,0.3971815,0.8178811,0.8084917,0.8843994,0.8119774,0.396244,0.451097,0.3061018,0.3287654,0.8096471,0.7046351,0.8285651,0.8038726,0.4999409,0.8789468,0.260119,0.7123055,0.8524022,0.1831603,0.6061325,0.3874741,0.7105088,0.7102051,0.1884308,0.8645763,0.6213923,0.3546672,0.8365874,0.5935678,0.7906871,0.7016897,0.1884241,0.7462335,0.8258348,0.1153264,0.7129645,0.5264039,0.6967306,0.2805681,0.8355813,0.5844374,0.4725575,0.4509339,0.2996492,0.68751,0.7716703,0.8538384,0.5020504,0.528245,0.5742178,0.369102,0.8061771,
966.000,0.6086588,0.3871918,0.4958162,0.1973062,0.08787155,0.3418031,0.6691012,0.3885536,-0.02395535,0.3801446,0.5779386,0.3441324,0.6855917,0.3184247,0.6737108,0.4251585,0.4155226,0.6524549,0.5984907,0.5487986,0.3259192,0.628521,0.1492014,0.5377574,0.3116713,0.4763365,0.2301631,0.4597359,0.7560797,-0.1306667,0.1184793,0.4461303,0.6783657,0.664598,0.6229119,0.4985056,0.6261935,0.4572558,-0.01275873,0.5320916,-0.009682178,0.6397443,0.1352363,0.7126665,0.4587398,0.4545326,0.3030519,0.2412934,0.6360555,0.3279324,0.1552181,0.2793279,0.4482656,0.4753704,0.6403565,-0.1154275,0.2622094,0.6847358,0.389915,0.6383829,0.4416208,0.6764336,0.409657,0.3144922,0.3515105,0.459188,0.2992525,0.1051116,0.3135257,0.3437843,0.502491,0.3144922,0.4727387,0.646636,0.5208678,0.7143817,0.2979822,0.5091352,-0.1090422,0.4807749,0.4652104,0.4337358,0.6833744,0.3323021,0.3193979,0.3306875,0.5923338,-0.09877682,0.109477,0.3804069,0.2826486,0.6194544,0.2727938,0.2580428,0.437932,-0.05666494,0.3629322,0.4463863,0.6760383,0.0413208,0.3216043,0.6177392,0.6541243,0.3564334,0.3092241,0.04303408,0.1484275,0.6343403,0.2640352,0.6792789,0.5432229,0.2132363,0.7179794,0.628521,
967.000,1.027121,1.03659,0.5655599,0.6329408,0.6946802,0.3172522,1.077053,0.8422685,0.8494163,0.9081497,0.5026369,1.062461,0.6048298,0.8593211,1.016754,0.5211372,0.1242256,1.019208,0.4669995,0.790884,1.157727,1.012761,0.8409591,0.5783105,0.6408815,0.6637015,0.823525,0.9825511,0.6154189,0.8536572,0.7089014,0.3899503,0.9976535,1.005019,1.080947,0.6549768,1.025074,1.03344,0.8422856,0.6651945,0.7805076,1.006536,0.4420199,0.6985135,0.9134374,1.042048,0.7277179,0.900475,1.025863,0.4916129,0.8279018,0.9382968,1.076939,0.9198394,0.9958167,0.8003068,0.9967828,1.03537,0.5991879,1.015144,1.099243,1.00347,0.859973,0.5511594,0.852746,0.7076168,0.622026,0.8835425,0.9249616,0.8317113,1.026529,0.5642166,0.8370166,0.8133564,0.4402428,0.7016044,0.553144,1.069912,0.8763742,0.6518698,0.6539993,0.4004741,1.04164,0.5382915,1.086524,1.010061,1.089673,0.5001688,1.049356,0.6007366,0.5377231,1.061348,0.9510603,0.6884913,1.042165,0.8715439,0.9222803,1.038921,0.9990211,0.950757,0.6463737,1.028318,1.023557,0.5536003,0.8707347,0.405849,0.9934888,1.023525,0.8286743,1.00347,0.5526762,1.073552,0.8125949,1.008084,
968.000,0.9361897,0.9678245,0.6062841,0.9301357,0.6191044,0.6064992,0.4685512,0.9791441,0.9760809,0.4995909,0.9230099,0.9330945,0.9349322,0.5138764,0.9366593,0.5666909,0.6272874,0.9366593,0.6222005,0.8971014,0.1812758,0.9579835,0.9459319,0.3418751,0.2136793,0.9379768,0.9153099,0.4752221,0.8904333,0.507864,0.9383478,0.6088176,0.9715705,0.9588346,0.474968,0.9474196,0.937953,0.959434,0.9864135,0.9175262,0.9713492,0.9687777,0.9259515,0.3002372,0.9645176,0.9441738,0.6335778,0.2951512,0.9327865,0.452117,0.9680305,0.9570427,0.657877,0.9447179,0.9868226,0.9582114,0.4991093,0.6717806,0.9463167,0.9501805,0.4842215,0.9588346,0.9376106,0.9623165,0.9704862,0.6336207,0.4789066,0.9697704,0.9720159,0.688652,0.9582686,0.9379935,0.6137533,0.615706,0.6286082,0.2934074,0.9644299,0.6504331,0.9472885,0.9563718,0.8875332,0.462388,0.663157,0.9190054,0.6707258,0.2885413,0.3766317,0.3540998,0.3427024,0.9463167,0.9215422,0.5122881,0.9360166,0.4518743,0.9482279,0.2912202,0.9631934,0.9533939,0.9678979,0.6393666,0.940311,0.9310236,0.9295835,0.9439039,0.4011245,0.9389958,0.664793,0.9361897,0.9449158,0.9599466,0.483408,0.9426246,0.4616289,0.9665532,
969.000,0.5938196,-0.01427126,0.6084332,0.2415595,0.5959439,0.6183276,0.6303859,0.1470294,-0.05151796,0.1027741,0.3015089,0.5964928,0.0185256,0.0007348061,0.5975013,0.530601,-0.178299,0.5922561,-0.1952276,0.5035033,0.3126931,0.07819223,0.5760784,0.1748619,0.6407905,0.3108907,0.2305942,0.6333499,0.5507388,0.1415482,0.08716106,0.2387958,-0.009959698,0.07317162,0.2557931,0.1274991,0.6089506,0.09979868,0.02335739,0.5851946,0.302434,0.1510472,0.2949262,0.6057272,0.3213444,0.2430682,0.2837157,0.02033377,0.5712857,0.1707206,0.3025422,0.02996874,0.3237991,0.6074395,-0.1501946,0.2205453,0.1459384,0.1517749,0.09488964,0.2696233,0.08358669,0.07473516,0.5271459,0.00731945,0.08917379,0.276381,0.1187205,0.09383535,0.1298208,0.004440308,0.08491802,0.2590885,0.6193681,0.6173983,-0.01198006,0.5558038,-0.1157198,0.2665801,0.6034932,-0.1282301,0.5501022,-0.1154175,0.3523207,0.2961988,-0.003069878,0.2056341,0.1880522,-0.08741236,0.6064816,0.09221697,0.5551143,-0.04820395,0.5564456,0.62675,0.2663136,0.1537681,0.3160491,0.3008513,-0.03398895,0.5558767,-0.1713033,0.5556817,0.5461469,0.2981687,-0.1663094,0.1275892,0.3380556,0.5938196,0.5569849,0.08372688,-0.1328821,0.2415953,0.3320169,0.1319542,
970.000,0.9234338,0.6325378,0.9202919,0.5744586,0.461103,0.7986593,0.9225941,0.8402867,0.4320688,0.455286,0.8691936,0.896975,0.803,0.5267515,0.8851318,0.4328623,0.675384,0.9366293,0.4856544,0.3615961,0.482327,0.2897215,0.4904351,0.927845,0.902957,0.806324,0.3939047,0.9076982,0.6507368,0.6829185,0.7821484,0.5168185,0.5847673,0.6164532,0.391737,0.9816728,0.7462068,0.7003536,0.892755,0.9590535,0.9995842,0.7614055,0.9685206,0.5433774,0.7535639,0.3313994,0.729425,0.4980564,0.5195189,0.8368344,0.9911666,0.3264236,0.9774723,0.7844524,0.9147372,0.4167805,0.6047659,1.020494,0.7141781,0.6840944,0.4315209,0.6032577,0.4057193,1.007683,0.4632821,0.4319496,0.4771156,0.7889156,1.024348,0.722836,0.4812737,0.7570448,0.8189111,0.8396354,0.7456379,0.2460694,0.6901121,0.5946951,0.8377857,0.8178196,0.6582093,0.3781772,0.651669,0.9406514,0.7706852,0.7630277,0.8688121,0.4706278,0.2790818,0.7373953,0.6730943,1.033412,0.7080193,0.9141273,0.7187309,0.7345099,0.814218,0.9771986,0.4801197,0.3303556,1.047011,0.6978526,0.4283919,0.9704542,0.6248784,0.961689,0.8337131,0.9207397,0.716764,0.4927921,1.041845,0.6163597,0.9676704,0.9867401,
971.000,0.4858494,0.4399352,0.4377646,0.5732079,0.5051723,0.3652501,0.374754,0.5533476,0.1969047,0.7657008,0.2148151,0.6839437,0.421032,0.101717,0.7485375,0.5624881,0.2775502,0.389286,0.0835104,0.5796847,0.06529379,0.5343103,-0.04322433,0.7543526,0.4877357,0.09839153,0.2091608,0.4840198,0.7562499,0.8061042,0.2400999,0.2138944,0.2450747,0.4307661,0.4893579,0.5191774,0.2335753,0.8050342,0.3087826,0.2427778,0.2010398,0.1669617,0.4753027,0.4065819,0.05260038,0.633544,0.3972239,0.2309284,0.1484666,0.5096164,0.2772088,0.4150882,0.2967196,0.5262623,0.2794609,0.4237127,0.4090075,0.1528268,0.7371354,0.770669,0.3782821,0.5273294,0.7834435,0.466464,0.5703039,0.5742855,0.3640666,0.1866403,0.2029195,0.7095671,0.4225483,0.268949,0.2163239,0.05850172,0.5642271,0.2991881,0.1577239,0.3467031,0.1312246,0.205061,0.7185431,0.5948205,0.381259,0.6772232,0.3457003,-0.03056002,0.2049489,0.009714127,0.3010211,0.5685277,0.5849032,0.2209973,0.3230619,0.4304781,0.5293322,0.4014683,0.002615929,0.3818603,0.5662193,0.2917852,0.3553395,0.3829112,0.372663,0.4271374,0.4794049,0.6887784,0.3585291,0.503161,0.2614779,0.3335562,0.2650957,0.2538962,0.3320355,0.4822488,
972.000,0.9735069,0.3936319,0.4954877,0.7004833,0.8155661,0.7281647,0.9155297,0.7957706,0.8375635,0.9727898,0.8891063,1.059137,1.039834,0.8839264,0.6344161,0.9564867,0.6236262,0.8594303,0.8548646,0.9227252,0.8441052,0.7748728,0.8228097,0.5773087,0.9829521,0.9747868,0.8283992,0.9894781,0.7989655,0.4636908,0.5465102,0.4612722,1.005144,0.8525133,0.6439047,0.6785045,0.9903059,0.4514713,0.9765615,0.7974977,0.5809727,0.9453597,0.9743028,0.7129669,0.9096179,0.7679796,0.9212031,0.4894719,0.9529171,1.076657,0.8937397,0.6032004,0.8393092,1.059186,0.3639584,0.4594984,0.5752234,0.8624749,0.8164411,0.7195048,0.8175669,0.9665899,0.8232412,0.974905,1.046478,1.060833,1.002497,0.8589835,0.883801,1.029829,0.6629663,0.7931333,0.9205952,0.9044194,0.6397376,0.9175096,0.8414764,0.8493214,0.893425,0.7676663,1.057727,0.9979558,0.6241693,1.045855,0.6262174,0.8789163,0.9169302,0.5496087,0.4802146,0.6256981,0.6203918,0.812757,0.8867574,0.6041269,0.9103479,0.9007826,0.6131091,0.8519783,1.047022,0.8976364,0.8898721,0.5525846,1.012364,0.4909253,0.4623089,0.9878263,0.7199497,0.9181709,0.8528008,0.4487801,0.8958149,0.5834093,0.5866246,0.9327583,
973.000,0.00816679,0.4729586,0.00313139,0.0004415512,-0.1160755,-0.1137295,-0.09674644,0.1677761,0.4915881,0.4919953,0.4849262,-0.112606,0.2008862,0.007701874,-0.1222548,0.01094151,0.4743905,0.490766,0.4888277,0.1954126,0.02074289,0.1836419,0.5006094,0.4696546,-0.2006884,-0.205461,0.4964061,-0.2783585,-0.1272898,0.4646792,0.1846981,0.4923825,0.005010605,0.4913378,0.003657818,0.1829133,0.0172534,0.4726992,0.02201414,0.4946065,0.002768517,0.4911871,-0.1050258,0.007040501,0.4844518,0.1804647,-0.1037574,-0.006155014,0.008433819,-0.1087351,0.009479523,0.009754181,0.4821506,0.01594067,0.466186,-0.1161194,-0.122293,-0.1132879,-0.2263966,0.4780183,0.4886241,0.008232594,-0.3692517,-0.1060724,0.1805482,0.008931637,-0.1167459,-0.1148953,-0.1145072,0.1817245,0.4759488,0.494422,0.02698517,-0.1159739,0.480401,0.02033663,0.4929533,0.1959276,0.1826625,0.4994159,-0.1143956,0.4891276,0.4672823,0.01235962,0.0001516342,0.4834113,0.1918254,0.477057,-0.1264234,0.4906192,0.492682,0.4851828,0.01004314,0.4748144,0.4842601,0.1844606,0.1773763,0.4966264,0.1812043,0.1957664,0.1975317,0.4857702,-0.2133427,0.008148193,0.1832776,0.489131,0.00592947,0.4808106,0.01637793,0.4800348,0.01054955,-0.2061977,0.1925197,0.1984129,
974.000,1.173059,0.7661242,0.8488731,1.158546,0.7210279,0.7236781,0.4464073,0.99155,0.790184,0.6173482,1.120769,0.5855403,0.3564863,1.087744,0.4541597,0.7582145,1.039627,0.7802763,0.723207,0.699832,0.6772256,0.6674829,0.5592442,1.103456,0.5790453,0.6313486,0.4426689,0.4599466,1.142889,1.058399,0.8104458,0.670434,1.098833,0.7921495,0.7227411,0.8505363,0.4829173,0.7949567,0.6104078,0.853508,1.128929,0.5861535,0.7332959,0.8850803,1.126039,0.8556724,0.7281656,1.065287,1.159083,0.699059,1.139825,0.877336,1.007378,0.6872377,1.026001,0.6963696,0.8852458,1.17492,1.08927,0.734036,0.6936541,1.165632,1.180815,0.5048747,1.124688,0.7687411,1.180583,1.12562,1.149997,1.137451,1.116803,0.8358374,0.3247452,1.133114,0.7339587,0.7184844,0.8377237,0.6597733,1.071829,0.6875095,0.8053927,0.8442292,1.075659,0.8551917,1.095355,1.066877,0.8719449,1.067808,0.878531,0.5370789,0.436337,1.073701,1.151856,1.037951,1.110304,1.123689,1.127553,0.4644747,1.137451,0.686008,0.5282922,0.8278155,1.19943,0.7103429,0.6655126,0.8239946,0.8438058,1.028154,0.8381209,0.5522799,1.173609,0.736166,0.5798812,0.4350839,
975.000,0.6591983,0.5789137,0.9958444,0.7159505,0.7748828,0.7629938,0.8311381,0.2818232,0.5008917,0.5598645,0.729537,0.4919834,0.7988482,0.3452654,0.5223646,0.5331535,0.2769089,0.5882087,0.4234571,0.7966304,0.4793692,1.025033,0.7620873,0.7368503,0.485086,0.6916347,0.4410753,0.8467026,0.9805532,0.42276,0.5233464,0.7519846,0.6472864,0.4688177,0.5644059,0.8344231,0.4848075,1.014592,0.701066,0.62499,1.035853,0.4672852,0.7396226,0.6694508,0.6735349,0.7750044,0.8012571,0.4556231,0.7975144,1.066552,1.001433,0.7633371,0.3913569,1.066689,0.3318672,1.01726,0.7281961,0.7796073,0.4272008,0.5269699,0.4950819,0.7335916,0.8344955,0.6972632,0.9573178,0.7065797,0.6918879,0.5246668,1.019991,0.8163199,0.6830206,0.7927556,0.5726562,0.4464846,0.5263047,0.7920613,0.781734,0.4687638,0.7688308,0.6569018,0.4517131,0.679595,1.023057,1.027037,0.6265445,0.5184383,0.7122836,0.4577613,0.7750392,0.8887539,0.9934554,0.4728241,0.8807988,0.7405772,0.8172154,0.9892793,0.8798847,0.5242963,0.8143463,0.9362044,0.6079073,0.7907095,0.6047349,0.7458735,1.026471,0.8698316,1.068618,0.4714499,0.4993978,0.3729858,0.6568904,0.7593932,0.7704329,0.637311,
976.000,0.4975653,0.4772496,0.6898499,0.1392527,0.1663842,0.2261438,0.03992081,0.4276309,-0.1006975,-0.05930424,0.1766624,0.7823234,0.3880596,-0.01369238,0.7369213,0.8283463,0.0417738,-0.06728172,0.02137423,0.4996748,0.3724113,0.6882763,-0.1560802,-0.1981578,0.3839459,0.4669294,0.1764708,0.4558625,0.4851127,0.1752563,0.2884569,0.1188006,0.1999779,-0.1389565,0.1993599,0.1214504,0.3899426,0.6880612,0.4154816,0.285635,0.1403656,0.4978166,0.005770206,0.3893609,0.1853623,0.5057616,-0.02954531,0.6567669,0.03710365,0.2987499,0.3578744,0.5291572,0.6040001,0.3445449,-0.05707932,0.6766968,-0.03179884,0.1300826,0.1845641,0.5804377,0.7666211,0.4749503,0.3419719,0.5743275,0.7001691,0.3021851,-0.06199026,-0.05415821,0.1855121,-0.04091167,0.4773002,0.0009298325,0.4111457,-0.1491694,-0.04528618,0.4904976,0.5092654,0.1750088,0.4718475,0.4201536,-0.1487627,0.4115872,0.3507557,0.458549,0.3739753,-0.2107,0.1436391,0.5266027,0.4659514,0.09818411,0.1006031,0.4452844,0.1081834,0.7712231,0.02763224,0.484097,0.1545749,0.2027869,-0.03118992,0.2014441,-0.004740238,0.04774284,0.1879821,0.3992968,0.6858201,-0.05750751,0.1856909,0.6496677,0.419961,0.111558,-0.1082764,0.2292552,0.01944494,0.3107762,
977.000,0.2377911,0.8419185,0.7842216,0.2583752,0.7986989,0.4663873,0.7405429,0.7123628,0.7529626,0.7223778,0.797153,0.5517111,0.8036251,0.6922188,0.830152,0.2386322,0.4537535,0.6671891,0.6704335,0.5203738,0.8471928,0.7657332,0.4145589,0.6736436,0.8100133,0.158164,0.700489,0.1173558,0.7197008,0.4966331,0.2919121,0.7985344,0.3879509,0.3886094,0.6447859,0.704124,0.724731,0.7773304,0.3654728,0.8175268,0.6332097,0.8243861,0.1316237,0.5602074,0.4850006,0.5145741,0.6819167,0.3911238,0.6993313,0.372828,0.6859231,0.3551641,0.828196,0.6838999,0.7066197,0.8072453,0.4183269,0.7136092,0.7019753,0.8336682,0.7594576,0.7948518,0.7397122,0.2981648,0.7709246,0.6825891,0.6874557,0.6680756,0.3387284,0.6997104,0.3540702,0.4352679,0.8312826,0.7068019,0.6433458,0.5480576,0.4057589,0.3707476,0.1184783,0.08853769,0.6385837,0.3931537,0.6966014,0.7675476,0.7312884,0.6509876,0.7468629,0.2401161,0.8008709,0.7434425,0.6781139,0.7969036,0.72086,0.4901633,0.7147307,0.7169046,0.42208,0.4248505,0.6721435,0.6946239,0.6897039,0.7500572,0.224359,0.8060017,0.774332,0.7120094,0.6550217,0.4970589,0.8560276,0.7274613,0.2419863,0.4559269,0.5214186,0.4558148,
978.000,0.9531093,0.4700966,0.9525223,0.9483757,0.4709702,0.9508066,0.6436048,0.9436927,0.4738235,0.6458001,0.4705529,0.3513403,0.9469771,0.9488773,0.2454138,0.6547503,0.9581451,0.9462924,0.9528728,0.9535909,0.4675503,0.9436135,0.9562407,0.9526072,0.9507585,0.6577764,0.9472337,0.95292,0.9495716,0.6474705,0.9505119,0.6532817,0.9496984,0.9453664,0.6433911,0.945806,0.9475245,0.949975,0.9541149,0.9490552,0.9496765,0.6477084,0.9530711,0.6509771,0.9576125,0.9501839,0.9427705,0.4783607,0.9545197,0.946847,0.9480085,0.9546289,0.470284,0.9468279,0.9544349,0.6478076,0.9524426,0.9502239,0.9483891,0.4719982,0.945971,0.9473705,0.9517817,0.6517773,0.9469972,0.6446567,0.9439607,0.9476271,0.9466176,0.6476102,0.9514604,0.6470871,0.6462984,0.6457491,0.9462094,0.6501813,0.4780183,0.3513966,0.9538851,0.9578438,0.9470582,0.651825,0.9528422,0.4705467,0.9493175,0.9502711,0.9454908,0.9561281,0.9498739,0.6479564,0.9474716,0.9473805,0.4682856,0.9518418,0.6463337,0.9475274,0.6476688,0.9527855,0.9504213,0.9451833,0.9483142,0.6486998,0.6534152,0.9484386,0.9479113,0.4677172,0.9524312,0.950027,0.4743447,0.641592,0.9555354,0.9458308,0.2561173,0.9505296,
979.000,0.2182665,0.378829,0.4447074,0.07860661,0.4813123,0.2364178,0.1131196,0.1575465,0.53582,0.2496161,0.5077343,0.413157,0.3266916,0.6046453,0.1545424,0.4486961,0.7797003,0.4431825,0.8372216,0.1062231,-0.06696701,-0.01188135,0.8604488,0.8489742,0.2909265,0.4453297,0.191009,0.09444523,0.2751331,0.2801414,-0.03421974,0.880693,0.2323723,0.1069393,0.350842,0.2984376,0.2022161,0.3127975,0.2224479,0.4182382,0.4738054,0.2411804,0.08934212,0.2716947,0.8515139,0.1658645,0.1698813,0.4055867,0.7381048,-0.02147675,0.3382311,0.4028058,0.1775327,0.1985197,0.7605038,0.2134256,0.2828646,0.526371,0.3416424,0.2361889,0.1964116,0.1147828,0.449614,0.2593813,0.2989039,0.1215796,0.2336097,0.3480344,0.224412,0.3166928,0.2304406,0.2345366,0.3489909,0.4645143,0.4254098,0.1422706,0.2127881,0.2996569,0.4274497,0.03596354,0.3544297,0.03958368,0.8631568,0.2555127,0.3015127,0.4534354,0.05020809,0.175014,0.1113834,0.3443847,0.3639154,0.1210427,0.3635416,0.4276357,0.2018147,0.1856284,0.3510365,0.2792416,0.4616575,0.01117706,0.3192225,0.2936869,0.1102123,0.4470196,0.2318835,0.3875442,0.8427753,0.02832747,0.3078899,0.1368227,0.512948,0.04501152,0.5519524,0.07341337,
980.000,0.6890273,0.6706672,0.2214055,0.8397951,0.7590618,0.5087094,0.6289153,0.7807851,0.2931752,0.3025365,0.5240998,0.514791,0.6664238,0.5669146,0.9991708,0.6725082,0.4033952,0.622839,0.8408341,0.5138736,0.1772213,0.4466696,0.5619454,0.7426119,0.556881,0.3713527,0.1739349,0.4371004,0.7092543,0.5508795,0.4591322,0.7414827,0.5631299,0.6627688,0.7862959,0.9096889,0.3900037,0.8603058,0.5645423,0.802001,0.3676386,0.3389788,0.4934835,0.4883142,0.6155915,0.3756199,0.6910005,0.4124241,0.3565383,0.415339,0.2015176,0.8045425,0.3218112,0.432384,0.6506944,0.574204,0.231276,0.4014516,0.6483836,0.5584202,1.037583,0.3934479,0.539248,0.5594296,0.8863516,0.3278966,0.7513647,0.5997162,0.769495,0.3223004,0.6271977,0.9450049,0.7485914,0.7399483,0.7869225,0.3750992,0.2935519,0.5245385,0.589458,0.2459869,0.5498724,0.2640872,0.6114511,0.4195623,0.1336026,0.539248,0.3762107,0.09796953,0.125927,0.4303656,0.4549828,0.3431373,0.8486252,0.6422014,0.3590012,0.1971369,0.6871138,0.5975075,0.4599562,0.3638721,0.3522859,0.2330661,0.2451415,0.5573826,0.6124415,0.6356411,0.8032742,0.4685159,0.274199,0.7653861,0.3928676,0.7199092,0.2909231,0.333034,
981.000,-0.4580874,-0.5845079,-0.6132469,-0.4623456,-0.3711557,-0.6536055,-0.5044613,-0.6447268,-0.6912694,-0.7011986,-0.7079964,-0.5790048,-0.03720951,-0.6257401,0.1864486,-0.6336932,-0.5082664,-0.8525968,-0.5551662,0.3418717,0.05252218,-0.3135529,-0.8280292,-0.623385,-0.2977858,-0.5082865,-0.04945135,-0.4828515,-0.136375,-0.6439557,-0.5018983,-0.6304293,-0.6228309,-0.5242944,-0.4285307,-0.4850245,-0.6369815,-0.3274093,-0.6266799,-0.5468507,-0.3936267,-0.6965456,-0.3235855,-0.5893512,-0.6374531,-0.4986525,-0.7729273,-0.5396638,-0.5646377,-0.5759482,-0.07459641,-0.5403624,-0.7926021,-0.5580745,-0.541945,-0.3718781,-0.5496359,-0.2356515,-0.171082,-0.3093109,-0.0338378,-0.5731649,-0.3457704,-0.6666436,-0.3358831,-0.3566031,-0.513021,-0.5008512,-0.1624384,-0.541266,-0.360002,-0.6599712,-0.653327,-0.7004848,-0.4527984,-0.5319238,-0.2300472,-0.4988446,-0.60639,-0.5017819,-0.6613255,-0.5667663,-0.608839,-0.1034088,-0.6346703,-0.3457704,-0.4383979,-0.7062216,-0.4632883,-0.2401576,-0.7342544,-0.578279,-0.1641884,-0.6649437,-0.6493168,-0.4647241,-0.6153421,-0.543992,-0.4748015,-0.4883661,-0.4947858,-0.716856,-0.4969039,-0.6142664,-0.5090098,-0.6453681,-0.2727494,-0.1371331,-0.1526947,-0.5948248,-0.4841876,-0.8194866,-0.3875132,-0.6916208,
982.000,0.8037062,0.4789996,0.8052154,0.7583895,0.8137674,0.7406693,0.73561,0.7311716,0.4871178,0.7613058,0.7450151,0.4685845,0.848177,0.4583588,0.8525591,0.4437819,0.2777352,0.2675157,0.2738581,0.3338919,0.04478788,0.7939634,0.4438553,0.03671455,0.4570656,0.1564713,0.8470154,0.2986331,0.1470919,0.7727609,0.4560375,0.724205,0.7507834,0.324316,0.4987893,0.4365177,0.7377057,0.7541757,0.7588534,0.7822685,0.3057227,0.4794283,0.7831421,0.7506161,0.1506505,0.7834492,0.4337969,0.7648535,0.4908886,0.7347322,0.8303046,0.7681961,0.7289615,0.4446278,0.7319355,0.4347386,0.4569345,0.5168157,0.1712389,0.4807072,0.778019,0.7371173,0.2742991,0.7295675,0.3182669,0.7827539,0.770576,0.7422848,0.3423586,0.4432545,0.8466048,0.691936,0.7647772,0.748961,0.7579799,0.4509101,0.8413877,0.8145738,0.2860508,0.8070245,0.7162137,0.483479,0.2911725,0.3195324,0.1465449,0.2728987,0.2167358,0.7430763,0.7577753,0.2995505,0.7353387,0.4811702,0.825491,0.7918153,0.7509518,0.8203549,0.7457657,0.4345989,0.7273655,0.4538374,0.7599597,0.7342567,0.5120487,0.7560472,0.284956,0.7474575,0.7660017,0.4968567,0.7975483,0.3023939,0.325273,0.7309256,0.7753897,0.7536488,
983.000,0.2841401,0.2758331,-0.3017588,0.5789294,-0.03538322,0.5764437,0.5448971,0.5388141,-0.1342416,0.2508531,0.5157785,0.2927799,0.2573962,0.5673294,0.1164193,0.5625758,0.5686646,0.2385364,0.2927699,0.5637507,0.1363902,0.5551004,0.2394366,0.6146703,0.6027603,0.2844048,0.2503562,0.2730641,0.5826416,0.5772481,0.6035476,0.557488,0.236351,0.2929249,0.1089487,0.580708,0.5664024,0.05855608,0.2671466,0.09970093,0.2598429,-0.04050636,0.2453022,0.5805082,0.6061921,0.5797386,0.5686979,0.5818686,-0.0001564026,0.5156031,0.5647287,0.2752643,0.5755839,0.595243,0.2340899,0.5568604,0.5903063,0.2535152,0.5793552,0.3012462,0.5791664,0.5260863,0.6088061,0.5754066,0.1008773,0.2358127,0.2237811,0.5745697,0.2597117,0.595243,-0.1531191,0.4979749,0.2793689,0.2504578,0.583179,0.5708804,-0.0004072189,-0.1070609,0.5672517,-0.01242638,0.5186968,0.3039713,0.2548552,0.5811505,0.543623,0.6026044,0.1495547,0.5085464,0.5815763,0.5850744,0.5758705,0.2878432,0.1123652,0.1032357,0.2767944,-0.03449297,0.5493102,0.2545452,0.5199885,0.5993075,0.5775132,0.2305021,-0.01819706,0.5223718,0.2667227,0.5411644,0.5823755,0.5960236,0.2313013,0.3080492,0.3121915,0.5682735,0.5856733,0.276895,
