Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
260.000,1.496695,1.50307,1.502344,1.512247,1.537716,1.545988,1.534394,1.52854,1.519579,1.549644,1.520452,1.558501,1.549639,1.522392,1.585058,1.579859,1.528265,1.559043,1.567518,1.589899,1.574213,1.595576,1.556425,1.562193,1.604896,1.589598,1.584439,1.597504,1.640211,1.565071,1.594394,1.598101,1.594834,1.591615,1.612661,1.57327,1.604434,1.598011,1.608413,1.600569,1.616412,1.571888,1.628129,1.635978,1.578262,1.614584,1.646551,1.622259,1.618343,1.659005,1.598863,1.639102,1.642652,1.637718,1.614176,1.638485,1.602412,1.603793,1.608522,1.628152,1.618492,1.630645,1.615988,1.627582,1.672615,1.611087,1.652269,1.653628,1.653819,1.618583,1.657164,1.657583,1.637714,1.655706,1.645599,1.635539,1.660556,1.634466,1.636005,1.631247,1.631375,1.660518,1.636915,1.62584,1.667361,1.642996,1.63924,1.657917,1.594321,1.621873,1.627602,1.658142,1.626323,1.651026,1.658112,1.652891,1.619228,1.638954,1.633025,1.670882,1.64164,1.633112,1.70258,1.630801,1.661968,1.670491,1.677022,1.638476,1.677741,1.646737,1.625703,1.648129,1.6668,1.651256,
261.000,1.494628,1.514278,1.484125,1.483418,1.506326,1.499701,1.510467,1.557388,1.524777,1.548569,1.532194,1.535207,1.513737,1.580991,1.533641,1.590992,1.568836,1.580554,1.595752,1.568104,1.536111,1.527621,1.580164,1.621303,1.534074,1.589912,1.572228,1.582425,1.618385,1.610753,1.586121,1.613698,1.605122,1.598701,1.594248,1.598228,1.594494,1.600863,1.628581,1.593763,1.607197,1.625405,1.623777,1.622866,1.620507,1.595227,1.602558,1.627443,1.626609,1.621653,1.613167,1.638881,1.593577,1.651186,1.611856,1.634987,1.656861,1.640145,1.64242,1.643169,1.620462,1.613151,1.628104,1.659379,1.616571,1.633208,1.620883,1.606941,1.627711,1.618638,1.651511,1.628443,1.613062,1.657853,1.650639,1.656891,1.628429,1.613018,1.663121,1.655313,1.642642,1.634816,1.689816,1.639894,1.623223,1.636259,1.634897,1.650426,1.631997,1.592926,1.657561,1.651026,1.640335,1.657774,1.650022,1.634517,1.656797,1.657377,1.633873,1.681622,1.657165,1.627244,1.646934,1.649638,1.62866,1.615826,1.602065,1.641866,1.623049,1.62912,1.618962,1.635922,1.622901,1.649833,
262.000,1.467917,1.500427,1.478106,1.515566,1.494266,1.527536,1.505525,1.494498,1.523444,1.553484,1.511485,1.50451,1.563904,1.506495,1.569435,1.505074,1.506105,1.547092,1.517642,1.564055,1.57774,1.581392,1.535275,1.5358,1.544387,1.517054,1.597719,1.546268,1.551988,1.585624,1.584941,1.578519,1.598901,1.61867,1.583953,1.598383,1.577276,1.571146,1.590854,1.577362,1.604978,1.605752,1.564515,1.590762,1.55951,1.596474,1.583988,1.619901,1.633396,1.633905,1.597692,1.570812,1.625484,1.591188,1.640506,1.626274,1.592043,1.62756,1.592026,1.605219,1.611637,1.611387,1.604739,1.57795,1.612162,1.627384,1.648439,1.641518,1.641308,1.656295,1.618874,1.648773,1.648993,1.60569,1.611639,1.634587,1.633915,1.626593,1.665625,1.650152,1.598897,1.64936,1.592061,1.657116,1.611104,1.612035,1.626227,1.641121,1.627001,1.611633,1.619362,1.619585,1.641974,1.640686,1.641949,1.642333,1.598564,1.619039,1.634176,1.642676,1.611989,1.619701,1.618195,1.612626,1.626164,1.617671,1.632732,1.640742,1.611328,1.5981,1.656179,1.610979,1.625144,1.648417,
263.000,1.507496,1.501743,1.501743,1.531299,1.513325,1.525225,1.513325,1.563013,1.496066,1.513325,1.537459,1.576377,1.563013,1.569643,1.604406,1.604406,1.556482,1.569643,1.563013,1.604406,1.550048,1.658281,1.569643,1.576377,1.604406,1.590166,1.597227,1.590166,1.626682,1.597227,1.576377,1.604406,1.590166,1.634369,1.626682,1.597227,1.619129,1.626682,1.658281,1.634369,1.619129,1.626682,1.650163,1.642194,1.604406,1.658281,1.626682,1.604406,1.658281,1.626682,1.650163,1.658281,1.642194,1.674987,1.674987,1.658281,1.642194,1.619129,1.634369,1.642194,1.658281,1.666554,1.650163,1.666554,1.611705,1.626682,1.658281,1.611705,1.642194,1.658281,1.666554,1.650163,1.634369,1.650163,1.674987,1.650163,1.642194,1.634369,1.658281,1.642194,1.626682,1.634369,1.674987,1.658281,1.658281,1.650163,1.666554,1.666554,1.634369,1.634369,1.658281,1.650163,1.650163,1.701316,1.642194,1.604406,1.658281,1.701316,1.642194,1.642194,1.683587,1.634369,1.674987,1.642194,1.658281,1.692361,1.650163,1.692361,1.658281,1.642194,1.666554,1.692361,1.683587,1.692361,
264.000,1.489758,1.501665,1.495548,1.520525,1.531907,1.513008,1.537781,1.537233,1.533165,1.56555,1.592296,1.562792,1.55276,1.613893,1.543414,1.548649,1.563745,1.613482,1.579244,1.544654,1.566235,1.583966,1.637732,1.607057,1.558295,1.613557,1.579598,1.615143,1.598804,1.615518,1.594973,1.6066,1.60724,1.599262,1.615279,1.578953,1.579123,1.630451,1.630135,1.621772,1.630576,1.637878,1.637637,1.606564,1.615506,1.599778,1.630808,1.607942,1.607147,1.655332,1.638389,1.614386,1.622367,1.671348,1.654641,1.655808,1.622952,1.639428,1.654255,1.622193,1.65464,1.662695,1.622375,1.621655,1.663808,1.672236,1.65501,1.646814,1.647332,1.622647,1.630318,1.654291,1.672577,1.663059,1.631114,1.671783,1.671692,1.671179,1.680697,1.680604,1.65546,1.646125,1.63733,1.672822,1.630907,1.672574,1.67199,1.638924,1.615579,1.672096,1.614964,1.681395,1.690532,1.63632,1.672807,1.631358,1.629799,1.716598,1.65555,1.672376,1.66323,1.690286,1.638136,1.647162,1.680919,1.679718,1.646135,1.67156,1.663531,1.654369,1.647208,1.646617,1.663,1.663174,
265.000,1.520003,1.526622,1.513517,1.571158,1.539261,1.520158,1.527442,1.545533,1.557748,1.564472,1.550279,1.54042,1.625,1.556024,1.568401,1.534019,1.5603,1.536935,1.606495,1.620386,1.625975,1.602488,1.569993,1.584807,1.634637,1.572272,1.650553,1.634507,1.611006,1.631919,1.675223,1.585604,1.611271,1.618861,1.648904,1.635324,1.659588,1.660203,1.668308,1.616833,1.641706,1.625159,1.65087,1.635711,1.659755,1.669861,1.657941,1.642685,1.66068,1.678551,1.667447,1.659633,1.642253,1.674788,1.687029,1.714142,1.67701,1.665829,1.63189,1.652143,1.677548,1.667842,1.659862,1.661001,1.668672,1.656794,1.665695,1.632596,1.685515,1.669393,1.68825,1.641622,1.675418,1.667069,1.714587,1.677677,1.658732,1.623897,1.675931,1.668088,1.675729,1.643983,1.670303,1.714666,1.696198,1.704256,1.695174,1.718228,1.678271,1.677588,1.678338,1.703513,1.702692,1.635529,1.693551,1.649559,1.660424,1.683606,1.684995,1.685447,1.704534,1.683829,1.67663,1.696407,1.694954,1.687085,1.650998,1.69476,1.695547,1.6501,1.694279,1.715281,1.695982,1.705251,
266.000,1.491067,1.50095,1.483394,1.484704,1.528182,1.534019,1.556651,1.522846,1.501105,1.545112,1.553147,1.571524,1.515806,1.537843,1.569506,1.567297,1.569689,1.569007,1.519022,1.564023,1.549805,1.536433,1.585215,1.561582,1.560649,1.569893,1.557049,1.594884,1.591183,1.561334,1.549891,1.567508,1.604945,1.599624,1.578746,1.598722,1.57412,1.619215,1.602932,1.596505,1.607661,1.619386,1.624094,1.61313,1.603377,1.611734,1.591033,1.606442,1.634118,1.651193,1.595147,1.587228,1.597435,1.607404,1.645659,1.628271,1.614703,1.592218,1.602667,1.619496,1.648004,1.640665,1.624158,1.62989,1.654785,1.617573,1.591257,1.608585,1.621385,1.640315,1.644412,1.624654,1.631763,1.633073,1.611676,1.665313,1.639424,1.618574,1.650253,1.667122,1.623719,1.656296,1.656028,1.654397,1.617939,1.647802,1.658521,1.690741,1.629589,1.677125,1.630833,1.627744,1.630008,1.642122,1.621707,1.608522,1.630332,1.641166,1.633338,1.648583,1.639383,1.631268,1.614987,1.644744,1.657118,1.663754,1.664863,1.639789,1.658084,1.634387,1.614442,1.648486,1.645769,1.635295,
267.000,1.52159,1.503844,1.515732,1.557825,1.534616,1.600256,1.546792,1.556272,1.550563,1.610972,1.587897,1.568257,1.559125,1.577128,1.567957,1.586227,1.56174,1.603293,1.63573,1.570215,1.593292,1.550487,1.654212,1.637034,1.622888,1.570091,1.60489,1.571776,1.589461,1.624376,1.61111,1.641198,1.608042,1.626307,1.660666,1.636728,1.619239,1.623109,1.612314,1.679846,1.667625,1.665033,1.635963,1.631094,1.635177,1.6386,1.634171,1.64764,1.696911,1.602175,1.61436,1.628719,1.632,1.673419,1.665535,1.661915,1.671883,1.675383,1.671304,1.623474,1.682065,1.667333,1.668809,1.655308,1.64487,1.67992,1.69395,1.666935,1.664399,1.678935,1.65762,1.661575,1.669821,1.677777,1.675955,1.682741,1.640599,1.646768,1.672748,1.664087,1.695086,1.655471,1.659916,1.682614,1.629467,1.676057,1.680343,1.689577,1.663605,1.694314,1.682467,1.657426,1.68458,1.667652,1.662193,1.648527,1.641412,1.689248,1.697022,1.691391,1.688483,1.684129,1.710921,1.654735,1.675176,1.674956,1.745445,1.689787,1.695627,1.675733,1.681978,1.707147,1.675221,1.658292,
268.000,1.549742,1.555363,1.577712,1.569414,1.568059,1.593566,1.583614,1.595713,1.631849,1.641122,1.564826,1.621821,1.662216,1.588641,1.626301,1.601999,1.597402,1.602287,1.646619,1.683874,1.739412,1.676623,1.608985,1.597145,1.690987,1.641352,1.718504,1.669479,1.645806,1.682446,1.696636,1.66679,1.733939,1.680788,1.667438,1.685316,1.661711,1.715641,1.691088,1.693731,1.731415,1.685318,1.647873,1.73183,1.751434,1.720389,1.702054,1.732107,1.719648,1.717457,1.714899,1.733469,1.733573,1.730213,1.747694,1.723748,1.719425,1.742931,1.706869,1.746567,1.732375,1.699031,1.69793,1.743887,1.7287,1.736201,1.805671,1.750702,1.745336,1.71748,1.76392,1.737614,1.690574,1.693525,1.736447,1.757639,1.706651,1.662605,1.697028,1.704795,1.7566,1.766553,1.736217,1.765087,1.72586,1.699176,1.686991,1.743926,1.745823,1.733111,1.755137,1.754095,1.763636,1.710217,1.739531,1.689332,1.691309,1.72641,1.737238,1.765897,1.733399,1.763974,1.823567,1.743435,1.714836,1.772111,1.7251,1.725901,1.719013,1.701891,1.73052,1.729705,1.778687,1.783321,
269.000,1.523041,1.514481,1.47221,1.533454,1.519542,1.531739,1.533673,1.564275,1.529379,1.575968,1.55938,1.600076,1.56332,1.564802,1.592231,1.633499,1.568191,1.617584,1.648842,1.597396,1.57242,1.595654,1.597215,1.612513,1.611773,1.623892,1.597442,1.625492,1.639795,1.59618,1.591238,1.667194,1.631999,1.618321,1.621848,1.607344,1.625094,1.607592,1.633109,1.621275,1.609326,1.672883,1.66647,1.647397,1.636055,1.63497,1.698415,1.653653,1.661271,1.651681,1.669983,1.601239,1.652822,1.666654,1.658495,1.705533,1.655699,1.653246,1.637526,1.677603,1.629514,1.648804,1.652258,1.676988,1.644255,1.703279,1.640136,1.640966,1.68183,1.664001,1.651826,1.688078,1.628618,1.654884,1.638775,1.656986,1.722465,1.67264,1.727802,1.688785,1.653312,1.673653,1.680543,1.667823,1.675693,1.675717,1.711502,1.625147,1.680802,1.682272,1.713041,1.677165,1.688359,1.673037,1.730969,1.710669,1.667266,1.649117,1.709623,1.710625,1.696981,1.687449,1.672923,1.664343,1.697934,1.644577,1.680668,1.651332,1.698968,1.678595,1.678299,1.673189,1.675385,1.711904,
270.000,1.517183,1.542352,1.528081,1.521892,1.543732,1.551877,1.568891,1.539873,1.557618,1.585729,1.591417,1.575636,1.556942,1.614237,1.530445,1.550757,1.622812,1.614449,1.580363,1.592849,1.599469,1.576115,1.652276,1.638639,1.599727,1.606555,1.650768,1.594185,1.564258,1.652201,1.610974,1.624549,1.631762,1.631969,1.624962,1.63861,1.655258,1.652394,1.656138,1.646584,1.67329,1.632179,1.641899,1.66486,1.68586,1.626542,1.634536,1.661208,1.645051,1.657445,1.681719,1.67152,1.663155,1.660823,1.713255,1.697258,1.659559,1.60985,1.639542,1.672972,1.687643,1.6611,1.678943,1.662385,1.711524,1.678373,1.667842,1.625547,1.683388,1.689444,1.653853,1.653087,1.710569,1.719061,1.667071,1.736287,1.727518,1.7106,1.698693,1.670698,1.699094,1.68415,1.644134,1.664246,1.675675,1.702429,1.680973,1.720083,1.671382,1.672812,1.731686,1.691417,1.697417,1.674011,1.691526,1.664543,1.720667,1.681113,1.662669,1.700289,1.698715,1.701498,1.657143,1.67997,1.702464,1.677927,1.696665,1.70527,1.726784,1.678074,1.717951,1.658777,1.664367,1.693238,
271.000,1.561644,1.535403,1.541064,1.579876,1.555433,1.571374,1.581822,1.565353,1.598465,1.631938,1.535119,1.581642,1.614841,1.570035,1.653144,1.569663,1.54186,1.575826,1.583218,1.654806,1.665532,1.651639,1.601929,1.60175,1.669941,1.638684,1.714978,1.66442,1.648077,1.62647,1.659608,1.656079,1.666018,1.690219,1.661814,1.643293,1.665527,1.638395,1.659211,1.692865,1.636899,1.674416,1.631739,1.652426,1.700166,1.650743,1.691247,1.685109,1.699864,1.705427,1.677708,1.650207,1.696978,1.659871,1.653279,1.655525,1.690258,1.670684,1.660245,1.660382,1.676485,1.68492,1.698279,1.633586,1.718552,1.717404,1.706379,1.654413,1.728572,1.666271,1.665144,1.706874,1.690017,1.679836,1.685116,1.689231,1.657959,1.703003,1.67132,1.696493,1.672852,1.687962,1.654292,1.72697,1.703245,1.699133,1.715132,1.756995,1.745656,1.736331,1.720867,1.692358,1.680945,1.67279,1.682999,1.672966,1.725097,1.712692,1.730793,1.679269,1.728461,1.702093,1.700469,1.732045,1.754235,1.693026,1.703053,1.722874,1.686311,1.708477,1.736505,1.705314,1.702582,1.707726,
272.000,1.527495,1.490259,1.509428,1.521165,1.511495,1.538622,1.530808,1.530817,1.51955,1.523965,1.562182,1.591707,1.549201,1.572094,1.595634,1.623588,1.587915,1.580226,1.617014,1.588004,1.567384,1.592712,1.588424,1.579124,1.549913,1.617714,1.571927,1.635172,1.619904,1.608694,1.610003,1.606479,1.626947,1.601802,1.597649,1.613805,1.594456,1.608066,1.62681,1.61574,1.605138,1.587112,1.631224,1.602729,1.5939,1.624062,1.611324,1.627857,1.612368,1.622956,1.627266,1.651821,1.632425,1.622674,1.655482,1.639246,1.623055,1.608299,1.614884,1.648609,1.700342,1.610952,1.653547,1.612873,1.646716,1.639589,1.676168,1.644555,1.629195,1.633956,1.637969,1.621447,1.684059,1.648524,1.65422,1.67926,1.650918,1.671951,1.647,1.664766,1.651582,1.656596,1.625683,1.657136,1.653313,1.656182,1.641417,1.663046,1.674475,1.636959,1.667818,1.670428,1.659118,1.668179,1.676394,1.639855,1.659275,1.666451,1.633589,1.685004,1.640427,1.643459,1.672075,1.663748,1.65305,1.653117,1.629504,1.639911,1.659263,1.652869,1.614088,1.692598,1.63395,1.668388,
273.000,1.514732,1.503147,1.516223,1.550092,1.525533,1.533463,1.535954,1.544316,1.591558,1.571474,1.584498,1.542278,1.57482,1.611264,1.555255,1.567142,1.6057,1.593508,1.621718,1.561293,1.627892,1.558148,1.644539,1.619864,1.585437,1.588065,1.601172,1.54508,1.60569,1.645034,1.629,1.633281,1.619217,1.633301,1.619225,1.628599,1.656312,1.601496,1.652214,1.636627,1.642208,1.63367,1.624021,1.669023,1.634038,1.62386,1.687118,1.672083,1.651001,1.660158,1.653908,1.625966,1.677437,1.630913,1.669837,1.626828,1.66333,1.659212,1.671704,1.653168,1.639687,1.655396,1.695477,1.66,1.667475,1.689117,1.648615,1.635866,1.666482,1.672541,1.686105,1.665618,1.647375,1.645634,1.67116,1.716425,1.672917,1.657276,1.680301,1.674049,1.652843,1.687317,1.700713,1.646741,1.685012,1.699236,1.632296,1.661232,1.651649,1.63783,1.665438,1.695428,1.675153,1.650273,1.696951,1.653171,1.691471,1.677653,1.684868,1.670487,1.673105,1.652157,1.674158,1.631738,1.671957,1.67175,1.669252,1.686682,1.673119,1.6916,1.673059,1.738685,1.722251,1.702915,
274.000,1.4898,1.522098,1.51487,1.52335,1.536351,1.538672,1.549195,1.542012,1.558268,1.538963,1.533517,1.560967,1.610664,1.553222,1.565395,1.557181,1.547269,1.565735,1.524393,1.610373,1.617678,1.612566,1.561068,1.584349,1.654873,1.61156,1.617118,1.585847,1.583848,1.623536,1.644827,1.597216,1.569118,1.603359,1.597589,1.607949,1.597818,1.635605,1.614343,1.641098,1.631385,1.624657,1.596657,1.634799,1.626781,1.628868,1.616374,1.61705,1.623694,1.620379,1.632342,1.633501,1.630992,1.606912,1.683537,1.624623,1.657811,1.636604,1.658297,1.649456,1.622885,1.638351,1.652203,1.663317,1.660463,1.654198,1.633121,1.647396,1.633585,1.678005,1.681134,1.636542,1.64566,1.664586,1.649668,1.618036,1.662955,1.639162,1.678093,1.645196,1.641331,1.623196,1.621346,1.644028,1.646153,1.685351,1.635509,1.667885,1.657504,1.656955,1.647666,1.662315,1.664209,1.663425,1.668011,1.642241,1.647642,1.625375,1.641057,1.645522,1.698069,1.683783,1.66177,1.645615,1.674314,1.648247,1.655218,1.666167,1.652034,1.649901,1.646846,1.656487,1.69078,1.645897,
275.000,1.476868,1.489808,1.47744,1.488579,1.491338,1.52986,1.522118,1.51655,1.521842,1.509706,1.579365,1.580063,1.508576,1.55139,1.564561,1.568602,1.591564,1.559836,1.57977,1.532621,1.522841,1.538156,1.580687,1.59095,1.564211,1.586688,1.546356,1.601861,1.586278,1.5501,1.556747,1.545928,1.576652,1.551879,1.580614,1.604551,1.609429,1.592323,1.589111,1.588431,1.59446,1.593287,1.61062,1.573134,1.567952,1.596038,1.615387,1.594037,1.585529,1.618107,1.582217,1.616624,1.592744,1.618979,1.616735,1.60651,1.581821,1.608464,1.593038,1.59054,1.62778,1.613684,1.612205,1.573565,1.630232,1.629157,1.579821,1.620373,1.582039,1.633021,1.589574,1.625882,1.604645,1.635128,1.601739,1.622407,1.614909,1.621796,1.611657,1.627697,1.577708,1.589295,1.648728,1.642114,1.582671,1.624275,1.612738,1.617032,1.600726,1.597929,1.644458,1.624759,1.638239,1.617485,1.652152,1.653963,1.645362,1.628947,1.609405,1.608652,1.648692,1.61226,1.651898,1.623363,1.652633,1.607465,1.624734,1.642268,1.617302,1.612815,1.638377,1.6206,1.633463,1.635115,
276.000,1.519576,1.496874,1.514997,1.548534,1.538925,1.536478,1.52616,1.530129,1.56231,1.548735,1.58701,1.530038,1.565965,1.585758,1.524199,1.530704,1.597061,1.555815,1.589397,1.559723,1.544072,1.573453,1.577561,1.629608,1.574571,1.54495,1.606578,1.566522,1.589861,1.641945,1.604169,1.618758,1.622054,1.597658,1.608447,1.604586,1.59202,1.617862,1.593108,1.624818,1.646507,1.586057,1.619017,1.634874,1.622592,1.617751,1.602452,1.608591,1.637837,1.626743,1.601644,1.620732,1.645957,1.62055,1.636153,1.639381,1.63384,1.659087,1.632399,1.645606,1.663796,1.621071,1.610285,1.618413,1.646459,1.645455,1.66818,1.616302,1.633742,1.623081,1.652184,1.651834,1.648893,1.616693,1.661194,1.632951,1.652091,1.604164,1.633066,1.648561,1.635578,1.628662,1.663978,1.625367,1.665536,1.644731,1.606022,1.67073,1.605156,1.629133,1.668513,1.661325,1.61694,1.647969,1.640483,1.647932,1.629011,1.672661,1.668427,1.641565,1.640821,1.626155,1.642625,1.665142,1.662858,1.656898,1.612092,1.63065,1.638816,1.620391,1.643194,1.644267,1.628492,1.648556,
277.000,1.497084,1.502719,1.509124,1.506729,1.517285,1.532945,1.56285,1.523644,1.530764,1.536256,1.514134,1.553381,1.590249,1.531064,1.551391,1.540588,1.546973,1.528733,1.53132,1.576761,1.592255,1.599497,1.52632,1.55491,1.599373,1.554734,1.609094,1.603813,1.602387,1.584063,1.61315,1.588112,1.571882,1.583948,1.568873,1.590052,1.607224,1.602167,1.593462,1.601519,1.573899,1.571732,1.559254,1.635653,1.618285,1.62051,1.603706,1.592732,1.598791,1.640579,1.610124,1.620552,1.648448,1.622777,1.62772,1.61008,1.634724,1.656343,1.634665,1.637866,1.624155,1.603456,1.623603,1.611751,1.612842,1.630592,1.623851,1.608843,1.613193,1.645951,1.652513,1.65105,1.630155,1.612898,1.65415,1.635027,1.661574,1.595769,1.62257,1.621791,1.628256,1.651667,1.608491,1.626256,1.650338,1.641593,1.624337,1.634716,1.630313,1.642815,1.632064,1.665555,1.627075,1.648954,1.632625,1.634795,1.606012,1.618089,1.623766,1.633029,1.685738,1.622228,1.613317,1.623874,1.642212,1.64576,1.629481,1.632738,1.664124,1.619987,1.653029,1.637096,1.645871,1.658253,
278.000,1.470079,1.446629,1.45437,1.479607,1.469098,1.472104,1.483291,1.486371,1.478984,1.48792,1.488463,1.512384,1.468693,1.508729,1.521994,1.530188,1.542211,1.509027,1.548965,1.494997,1.493302,1.499456,1.534049,1.54756,1.48708,1.534271,1.536551,1.53918,1.503032,1.514763,1.531282,1.545849,1.526515,1.547765,1.546028,1.558001,1.542024,1.540594,1.545964,1.557489,1.531175,1.524112,1.578291,1.539385,1.543223,1.553899,1.537613,1.544282,1.558308,1.589068,1.569277,1.563412,1.543973,1.566244,1.535283,1.580448,1.545972,1.518623,1.578049,1.575031,1.553787,1.566334,1.57084,1.553634,1.569044,1.555126,1.566518,1.573501,1.574689,1.555888,1.553353,1.549825,1.564554,1.560094,1.537704,1.56653,1.585616,1.546935,1.57393,1.564511,1.536242,1.574621,1.576427,1.532351,1.572862,1.592178,1.60467,1.578762,1.587866,1.546806,1.573277,1.570189,1.571909,1.563287,1.585528,1.614711,1.605932,1.562984,1.557226,1.578227,1.563745,1.584938,1.593888,1.576115,1.572336,1.558655,1.595069,1.56085,1.586215,1.545852,1.583513,1.569626,1.553855,1.575049,
279.000,1.449392,1.484316,1.479465,1.471283,1.494371,1.482674,1.459915,1.468113,1.530566,1.518593,1.519541,1.457175,1.490491,1.523373,1.471365,1.494133,1.514344,1.524621,1.54002,1.527486,1.505836,1.477552,1.553179,1.526349,1.508862,1.509593,1.552054,1.504612,1.49504,1.53546,1.550167,1.550539,1.549854,1.523285,1.543849,1.559813,1.53723,1.541616,1.565849,1.547369,1.575184,1.56103,1.555926,1.540269,1.579844,1.550407,1.535936,1.55221,1.54613,1.550534,1.554085,1.551244,1.55514,1.563956,1.550812,1.55108,1.552354,1.557729,1.557517,1.558745,1.593934,1.59707,1.561419,1.556785,1.534556,1.54101,1.581549,1.580085,1.569226,1.568116,1.57002,1.569839,1.558697,1.560981,1.560496,1.571859,1.550995,1.561121,1.566777,1.569476,1.584328,1.562269,1.570867,1.541996,1.571291,1.584603,1.567804,1.580848,1.568473,1.587204,1.569844,1.55367,1.558204,1.571979,1.597167,1.554282,1.596311,1.601488,1.555883,1.558943,1.545241,1.612679,1.550367,1.631896,1.560685,1.580671,1.578054,1.598744,1.569748,1.566301,1.586464,1.598505,1.571931,1.600948,
280.000,1.433508,1.460092,1.479579,1.458597,1.487502,1.466584,1.445704,1.487661,1.49999,1.489192,1.482036,1.484081,1.53157,1.468379,1.496871,1.497131,1.471764,1.47921,1.498507,1.504219,1.529416,1.548418,1.492778,1.487555,1.54233,1.511925,1.537604,1.516967,1.515394,1.529795,1.509657,1.535587,1.534535,1.519006,1.523388,1.542835,1.537533,1.540563,1.547627,1.52139,1.522988,1.527215,1.556975,1.550403,1.553545,1.553857,1.548822,1.530091,1.506733,1.548128,1.56373,1.539177,1.560966,1.539381,1.568479,1.546961,1.550837,1.550727,1.548028,1.535186,1.544977,1.560932,1.547101,1.548077,1.529988,1.553599,1.56868,1.534934,1.537537,1.552447,1.547179,1.549794,1.549472,1.56029,1.564895,1.571009,1.525456,1.54706,1.567204,1.560289,1.586362,1.54439,1.540862,1.547462,1.573455,1.554934,1.553757,1.566074,1.567511,1.585841,1.598883,1.545289,1.56355,1.55114,1.573755,1.537654,1.557467,1.544817,1.568871,1.542022,1.594237,1.576898,1.54701,1.584667,1.577612,1.608572,1.562786,1.56065,1.565141,1.572537,1.539631,1.580236,1.561229,1.562844,
281.000,1.437012,1.437891,1.477882,1.44452,1.48124,1.465694,1.493704,1.493202,1.480244,1.468135,1.483276,1.515273,1.491478,1.493765,1.511482,1.527954,1.510675,1.496032,1.503477,1.485029,1.483256,1.525433,1.54153,1.516051,1.505162,1.530002,1.50235,1.517861,1.507511,1.514048,1.49713,1.537451,1.521369,1.526413,1.519046,1.534793,1.517318,1.522891,1.526774,1.505657,1.532308,1.524332,1.554228,1.521874,1.527452,1.56321,1.530591,1.54315,1.519103,1.552725,1.530472,1.544415,1.538466,1.55023,1.550252,1.550546,1.527117,1.540389,1.545172,1.555418,1.557446,1.519965,1.535481,1.566085,1.54474,1.550715,1.539816,1.537045,1.535202,1.545022,1.54829,1.534793,1.554805,1.534905,1.558644,1.565082,1.550275,1.533863,1.546478,1.550593,1.569304,1.551718,1.534208,1.553927,1.562181,1.564008,1.541189,1.561013,1.566277,1.569345,1.574258,1.555699,1.571151,1.549068,1.549274,1.562969,1.56294,1.528148,1.55335,1.5755,1.561862,1.543058,1.56452,1.552691,1.576791,1.559536,1.557286,1.545101,1.552919,1.567393,1.551964,1.561949,1.570377,1.552584,
282.000,1.434783,1.419528,1.42355,1.437345,1.460413,1.42719,1.442615,1.450295,1.469378,1.467401,1.46274,1.43461,1.451957,1.490692,1.443633,1.461602,1.487359,1.488661,1.492157,1.458797,1.459786,1.464342,1.528536,1.503106,1.471161,1.483445,1.470984,1.47236,1.464483,1.50352,1.490985,1.503626,1.50131,1.515133,1.484838,1.515154,1.499527,1.506885,1.527169,1.492774,1.503808,1.493417,1.500616,1.524431,1.514409,1.502387,1.501189,1.503565,1.50677,1.517843,1.507976,1.532892,1.512342,1.537302,1.510536,1.509899,1.495143,1.516219,1.513718,1.540893,1.534892,1.530183,1.527323,1.517761,1.515783,1.523942,1.498299,1.506719,1.512598,1.517714,1.527587,1.532331,1.532362,1.515614,1.521089,1.523853,1.519168,1.51348,1.508883,1.520009,1.530696,1.534261,1.521521,1.51879,1.533788,1.531777,1.509424,1.525617,1.547408,1.531246,1.511738,1.535084,1.52781,1.515947,1.511016,1.523719,1.532405,1.530601,1.539559,1.524659,1.538284,1.520264,1.552761,1.529867,1.521994,1.535102,1.527852,1.540473,1.523306,1.531483,1.540145,1.529684,1.532075,1.534816,
