Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
288,000;0,06428862;0,04355621;0,1526542;-0,2086425;0,0348959;-0,08034372;-0,2061362;-0,1516595;-0,5272436;-0,2904196;-0,04920244;-0,2239714;0,110218;-0,1781535;-0,2348142;-0,4246116;0,1460867;-0,5316458;-0,4793477;0,1254678;-0,471632;0,1509652;0,005789757;-0,5637364;-0,4864154;-0,182354;-0,5614471;-0,6689172;-0,3637776;-0,3137875;-0,3887277;-0,4313674;-0,7808743;0,2560039;-0,3728085;-0,6895661;-0,2485294;0,179574;-0,02451897;0,02407932;0,001085281;-0,1269155;-0,2373581;-0,4750228;-0,7783871;-0,5951595;-0,4377146;-0,1067715;-0,8138108;0,07571888;-0,5265846;-0,5279303;-0,6332116;-0,5557036;0,007100105;-0,6400685;-0,01188755;0,2611413;-0,4900112;0,07216549;-0,6027913;
289,000;-0,02853346;-0,329936;-0,4831171;-0,4784698;-0,4307618;0,0317421;-0,8862672;-0,3877516;-0,01357651;-0,3738933;-0,02954149;-0,5598035;-0,7855716;-0,8790641;-0,5801649;-0,8691583;-0,8764195;-0,6580873;-0,7857628;-0,6560316;-0,9124155;-0,6619215;-0,5443892;-0,4707546;-0,6005712;-0,5365205;-0,3637576;-0,5742254;-0,8489313;-1,028415;-0,1452937;-0,4631152;-0,5490594;-0,6475563;-0,4061117;-0,5871253;-0,3640342;-0,0532012;0,02230501;-0,2651682;-0,4346037;-0,1162071;-0,5898457;-0,3239532;-0,1340418;-0,4882784;-0,02414656;-0,1491756;-0,9414983;-0,7503204;-0,1232462;-0,6678615;-0,7998147;-0,9550586;-0,6134329;-0,8937764;-0,4416318;-0,7402043;-0,7618427;-0,4151559;-0,2448678;
290,000;0,1686563;0,4256253;0,1072769;-0,4783463;-0,1826291;-0,2483187;0,3768344;0,1984754;-0,4908571;0,4488378;0,4458404;0,4553466;-0,2282867;-0,3174896;0,1366601;0,1195536;0,06351566;-0,2118182;0,1312065;-0,2029366;0,3820977;-0,2013731;-0,2480197;0,4869514;0,4252253;0,1570244;-0,2654247;-0,334445;0,4598255;0,3794866;-0,04025745;0,4871464;-0,4871631;0,383718;0,2050624;-0,002083778;0,1810722;0,1746655;-0,252028;-0,2856498;-0,2155504;0,2341905;-0,3326182;-0,3514657;0,1828189;-0,5304098;-0,5475583;0,5272202;-0,1921086;-0,608943;0,06099129;-0,1205053;-0,5394158;-0,3262959;-0,4635887;-0,1725054;-0,1218891;0,3798585;-0,1437621;-0,4216595;0,5445747;
291,000;0,02529287;0,04593229;0,05219698;-0,9317174;0,008424759;-0,6878796;0,08866787;-0,6558828;-0,06251478;-0,2311082;0,07881117;-0,5205879;0,0265975;0,006370068;0,01376724;-0,3944168;0,03646946;-0,7037773;-0,2783475;0,005732536;0,08318806;0,0052104;-0,4867191;-0,5167432;0,04335546;-0,5256734;-0,6073685;0,02370834;-0,6433306;0,05188704;-0,8089132;-0,4299188;-0,6430683;0,08808136;-0,7770429;-0,4485917;-0,6143641;0,01873159;-0,5974431;-0,5024815;-0,7654061;-0,5778327;-0,3088975;-0,340858;0,03819132;-0,31779;-0,0069561;-0,6299562;-0,00314188;-0,5969653;-0,6475148;-0,7467318;-0,6034827;-0,6145577;-0,4833474;-0,4475536;-0,7551856;0,0680151;-0,706038;0,003504753;-0,6900492;
292,000;-0,276938;0,0001983643;-0,5714293;-0,01975727;-0,2682753;-0,5910363;-0,6744471;-0,3162918;0,04688215;-0,4627275;-0,5983014;-0,3414068;-0,2957911;-0,2643542;0,01732779;-0,8455791;-0,007747173;-0,01437426;0,008965015;-0,001534939;-0,6584935;-0,001641273;0,009324074;-0,5162854;0,003896713;-0,8420296;-0,2924619;-0,754621;-0,02040148;0,003285885;-0,7150512;-0,02062464;0,006207943;-0,6732469;-0,7770214;-0,455512;-0,8730917;-0,2617269;-0,5754089;0,01810598;-0,305203;-0,03774118;-0,2643504;0,03811169;-0,5707164;-0,4423914;-0,8933711;-0,3403845;0,015903;-0,5840559;-0,8455219;-0,4814525;-0,4712348;0,00547266;-0,2823625;-0,4625087;-0,3114886;-0,2864695;-0,934289;-0,556324;-0,6468601;
293,000;-0,4894714;-0,01681328;-0,7103233;-0,4766755;-0,6158686;-0,726717;-0,6218629;-0,4863944;-0,7845268;-0,6264091;-0,02718687;-0,002662659;-0,0171895;-0,6229653;-0,4758277;-0,5013251;0,003173351;-0,4741573;-0,4922056;-3,671646E-5;-0,8129573;0,0001211166;-0,7728534;-0,003343105;-0,297195;-0,7198782;-0,6221089;-0,3230805;-0,5976453;-0,2992883;-0,4917569;-0,2968516;-0,6966553;-0,5101395;-0,811029;-0,8663487;-0,03133392;-0,7930069;-1,093731;-0,8472629;-0,6193314;0,007939339;-1,011183;-0,9190249;-0,7070446;-0,8610315;-0,821341;-0,009737968;-0,3070574;-0,8628736;-0,7141643;-0,7839351;-0,7038946;-0,8386631;-0,7907677;-0,8529282;-0,6981163;-0,3249736;-0,02943897;-0,7973723;-0,009895802;
294,000;0,1246204;0,5940294;-0,08938503;0,1243372;0,1234999;0,6023812;0,1275797;0,1204414;0,3107171;0,604157;0,2892237;-0,2554059;0,2951989;0,6087561;0,004682064;0,1200671;-0,1795163;0,1313739;0,5988588;-0,2549782;0,5990534;-0,1846347;0,01122427;-0,1783552;-0,09403181;0,1271343;0,6024508;-0,1871629;-0,1003919;0,003325462;-0,1031671;0,001521587;0,1350813;0,5999236;0,597352;0,6114774;0,598897;0,3059735;0,002699375;0,1277919;0,60495;-0,3082685;0,3119788;0,6030335;-0,3979292;0,1269178;0,5994711;0,2987976;0,1206059;0,1251264;-0,2463388;-0,1770868;-0,1719022;-0,1720538;0,1212697;-0,09355068;-0,2421494;0,5972452;0,2896838;0,1300378;-0,2572856;
295,000;-0,4951615;-0,4780397;-0,01221943;-0,4741235;-0,7198324;-0,6416373;0,0189085;-0,5838246;-0,02209663;-0,3288169;-0,864531;-0,8200207;-0,3002858;-0,03347445;0,008896828;-0,457829;-0,2978582;-0,0113821;-0,7218981;-0,9447246;-0,8031282;-0,5827942;-0,02317286;0,02089739;0,01021242;-0,3086038;-0,5019784;-0,886539;-0,6700692;0,00161171;-0,8465734;0,02654886;-0,02504015;-0,3067422;-1,032931;-0,03588009;-0,01292419;-0,3218951;-0,7966485;-0,7232194;-0,3279948;-0,5886989;-0,01553488;-0,8815126;-0,6027956;-0,6203637;-0,726491;0,008572578;-0,6044016;-0,8034987;-0,8515692;-0,7802548;-0,3066769;-0,6122313;-1,05931;-0,4827666;-0,7129564;-0,4854155;-0,45298;-0,3279557;-0,9330282;
296,000;-0,1475606;0,4183464;-0,116466;0,08915329;-0,1822181;-0,3262491;0,6994357;0,7575827;-0,1472735;0,05104685;-0,177496;0,4618311;0,2383537;-0,03985882;0,1919799;0,7460876;-0,05697775;-0,07904291;0,1747236;-0,1118903;0,06503534;0,2409496;-0,2714319;0,184628;0,2135749;0,01970482;-0,1379709;0,120831;0,7321734;0,2487001;-0,09819221;0,6843934;-0,223248;0,4146934;-0,1175957;-0,1918273;0,09006977;-0,1253362;-0,2442956;-0,3772683;-0,2752342;0,02805758;-0,01674843;-0,1899314;-0,2687221;-0,2761073;-0,2394428;0,3826733;0,02182102;-0,5315309;-0,1831665;-0,2979612;-0,2545075;-0,07745218;-0,289875;-0,1271982;-0,3099847;0,4516535;0,7055511;-0,2910876;0,1246138;
297,000;0,2803626;-0,2277694;0,2735672;-0,4687133;0,2631493;-0,01409912;-0,08048677;0,175519;-0,1746445;0,2721686;0,2798185;0,221827;-0,2542591;0,2645373;-0,5105247;0,2051644;-0,03908014;-0,2095189;0,2211442;-0,3265858;-0,07742119;-0,2222385;0,3047252;-0,4911485;-0,2264619;-0,000729084;-0,3751726;-0,3105984;-0,08211899;0,2373738;-0,003183365;-0,2543912;0,2937951;-0,2483411;0,3044834;-0,2150636;-0,1691251;0,02729368;-0,0306921;-0,1666861;-0,5341706;-0,2465725;-0,4084902;-0,02341318;0,01785755;-0,3106222;-0,3367305;-0,361021;-0,3448529;-0,2242551;0,2829471;-0,4065595;-0,5334797;0,2260613;-0,162806;-0,1814842;0,2700157;0,2441816;-0,3882775;0,2872562;-0,3259959;
298,000;-0,2690406;0,1151791;-0,5105643;0,2421632;-0,3984871;-0,04320717;-0,2757554;-0,4981074;0,08140326;0,04655743;-0,287715;-0,1961465;-0,5632839;-0,3093991;-0,3493991;-0,413228;-0,340188;-0,2037759;-0,5441389;-0,01661062;-0,5234785;-0,303936;-0,1677542;-0,080616;-0,3191686;0,2396727;0,2256269;-0,004983902;-0,216372;-0,5253477;0,2568159;-0,4375029;-0,2775035;-0,3103833;0,1386833;-0,3277516;0,2183557;0,1319528;-0,1327257;0,07286739;0,5390902;-0,3499427;-0,1954637;-0,2120047;0,2310805;-0,3911238;0,4876766;-0,4035769;-0,4804144;0,4968424;-0,1470757;0,4829187;-0,5264478;-0,5743766;0,255033;-0,1141968;-0,1583037;-0,3043146;-0,4922242;-0,08805704;0,07814741;
299,000;-0,207653;0,3798466;-0,2105713;0,1388669;0,1312284;0,4223256;0,05815172;-0,1776004;0,4623785;0,4560952;-0,1154113;0,187655;-0,08365011;0,2975831;-0,3513718;-0,0657711;-0,01126337;0,4948649;-0,03036118;0,4552097;0,3084745;-0,4787226;0,08428907;0,05692577;0,2824931;0,4396954;0,1588073;-0,3185329;-0,2244644;-0,08133078;0,3570981;-0,4441438;-0,1870298;0,2687078;-0,003761768;0,5185843;0,1164989;-0,3610034;0,4308848;0,4931979;0,06595087;0,441699;0,1104579;0,01957655;0,4540658;-0,164609;-0,05953455;-0,4030757;-0,05749464;0,1168375;0,01212311;-0,004777908;0,5196085;0,2366691;0,4193621;-0,1501188;0,4171009;-0,3977017;-0,262198;0,5024452;0,08248997;
300,000;-0,1395159;-0,502306;0,2134256;-0,3609304;0,1454306;-0,2028546;-0,152339;-0,6136675;-0,1582594;-0,069736;0,2902575;-0,005388737;-0,2060084;0,08142185;-0,1298175;0,103723;-0,3181009;-0,1702867;-0,1083503;-0,3964877;0,1131816;-0,4384894;0,2577972;0,2675753;0,109417;-0,1136808;-0,1208754;-0,3683343;-0,5222154;0,2347865;-0,5853052;-0,3308029;-0,4554234;0,1688313;-0,01960993;-0,2218943;-0,4454112;-0,3823714;-0,2011352;0,245687;-0,1686168;-0,5618567;0,0836544;0,01914501;-0,1752238;0,1824236;-0,3002257;-0,3907261;0,06280041;-0,04344845;-0,4936523;0,2917337;-0,1462255;-0,3504548;-0,3523326;-0,4996891;-0,4932456;-0,03337955;0,1318913;-0,2213345;-0,7663445;
301,000;0,002103329;-0,116231;-0,2328963;-0,6089587;-0,4323616;-0,03311396;-0,8481545;0,1589546;-0,4230475;0,07698774;-0,04381418;-0,09800863;-0,361588;-0,650003;0,03059912;-0,5625129;-0,3868694;-0,6526403;-0,6860237;-0,4922285;-0,3881025;-0,01197815;0,01085472;-0,01360321;-0,7735343;-0,2707057;-0,4206023;-0,2928395;-0,486383;-0,4081569;-0,379468;-0,4387445;-0,5616035;-0,611186;0,1049423;-0,7730155;-0,3945737;-0,2644548;-0,04563379;-0,1393757;0,06454515;-0,2501831;-0,6879334;-0,1121907;-0,5732298;-0,431571;-0,605988;-0,001149178;-0,8597932;-0,3877029;-0,6126852;-0,0369544;-0,220077;-0,4454889;-0,6510234;-0,4276733;-0,200532;-0,5762339;-0,7394395;-0,5968332;-0,6306453;
302,000;0,06191254;0,2549939;0,3144069;0,4925585;-0,03178263;-0,3084464;-0,3960748;0,2370739;0,1540785;0,342195;0,02477503;-0,3393159;-0,2493262;0,1194844;-0,09208488;0,2857161;-0,2149401;0,1070995;-0,1947899;0,3119631;0,4228773;-0,3366003;0,4249253;-0,09692764;-0,439445;0,1320267;0,0775671;0,2161241;0,307025;-0,3075056;-0,1806779;-0,1215749;0,287652;-0,4360743;0,1326265;-0,02808285;0,2534957;-0,1727962;0,02958488;-0,4412274;0,4488502;0,2007637;0,5995102;-0,09630251;-0,2936358;0,5617833;0,1255999;-0,4066882;0,6714377;-0,0004816055;0,2926607;-0,005282879;0,5610514;0,4537153;-0,2132292;0,4309468;0,02953815;-0,538466;0,1400723;0,07963324;-0,07174778;
303,000;0,2050953;-0,309864;-0,4328551;0,1837168;-0,02522612;-0,2321758;-0,1651125;-0,2579417;0,458262;0,03499556;0,1615705;0,2891421;0,0386281;-0,2934008;-0,2983079;-0,3435555;0,260612;0,339313;-0,01440668;-0,3056946;-0,004537106;-0,2359176;0,1304264;-0,21772;-0,3636723;0,05272102;-0,2789655;-0,1196861;-0,1342106;-0,02483511;-0,3503265;-0,3346605;-0,2859597;-0,1148729;-0,09535074;0,3521709;-0,1068759;-0,2162304;0,7731977;-0,06823397;0,638833;-0,09611893;0,4732356;0,2380328;-0,1577387;0,4856472;0,0006136894;-0,1141338;0,2482944;0,6588168;0,01329374;0,2792292;0,3130784;-0,1493363;0,1954675;-0,06924248;-0,05674982;-0,4383712;-0,3268766;0,2248664;-0,1876078;
304,000;-0,1439185;-0,6596389;-0,4009261;-0,1520376;0,04250813;-0,4739852;-0,4818845;-0,6066852;-0,0258317;-0,5320849;0,3270512;-0,006910801;-0,3907247;-0,4056244;-0,1421261;-0,3854165;-0,2859445;-0,4882526;-0,463747;-0,1462884;-0,6352544;-0,07475281;-0,5530386;-0,08942461;-0,113462;-0,4941697;-0,5655251;0,3260469;0,05863571;0,004508972;-0,4110675;-0,5031691;-0,4570198;-0,6832099;0,1033058;-0,1601052;-0,2865906;-0,1013823;-0,2137718;-0,385448;0,1232057;0,2156634;-0,000518322;-0,686357;-0,2649026;-0,008993626;-0,5195394;0,2280226;-0,7332196;-0,4127955;0,1004367;-0,1978245;-0,5312643;-0,8116508;-0,0869956;-0,6511436;-0,5240035;-0,1907945;-0,6562781;-0,05449533;0,1271467;
305,000;-0,2542343;-0,7308068;-0,2636657;-0,05421829;-0,8624449;-0,952168;-0,2114248;-0,5601401;-0,9172602;-0,5734577;-0,5539722;-0,6425838;-0,132071;0,07523441;-0,5660887;-0,620584;-0,007428169;-0,269484;-0,1192803;-0,1921721;-0,3516831;-0,1571841;-0,5321617;-0,6619859;-0,3729944;-0,7996831;-0,1803317;-0,2849307;-0,1569099;-0,02351236;-0,5632544;-0,2130919;-0,9579277;-0,7443542;-0,4906034;-0,7901893;-0,5662136;-0,02730894;-1,180659;-1,04988;-0,7116828;-0,5673022;-0,346559;-0,8044329;-0,6630635;-0,3130732;-1,179951;-0,6679115;-0,610743;-0,9326859;-0,563066;-0,846179;-0,57551;-0,696589;-1,098695;-0,7148142;-0,990108;-0,3315554;-0,5633278;-0,7935953;-0,8831892;
306,000;0,2563109;-0,1880751;-0,6573882;0,4063907;0,1774368;-0,05144453;0,3328109;-0,3930197;-0,3498859;0,1244802;-0,3599691;0,03072596;-0,1329517;-0,0380311;-0,007354259;-0,28298;0,3111243;-0,5249496;-0,3961859;0,165833;0,02845144;-0,05142021;-0,1009464;0,1229434;-0,1317544;-0,1930199;0,210669;0,2222919;-0,1710854;0,1139369;-0,1033902;0,3430095;-0,3770108;-0,3183446;0,5096416;-0,5430593;0,08950901;0,2093163;-0,3585248;-0,1848345;-0,5004873;0,07748699;-0,3125348;-0,146059;0,5437722;-0,1824317;-0,140821;-0,3244658;-0,6087112;-0,1808481;0,01216221;0,425108;-0,4679947;-0,4354434;0,1382618;-0,4691877;-0,1493735;-0,5109315;-0,5354023;0,1552501;-0,07045078;
307,000;0,1977377;-0,1841683;0,1794028;0,2075415;0,3305416;0,175849;0,6919198;0,2134104;-0,001066208;0,001881123;0,03918409;0,01368523;0,1318908;-0,1355968;0,5231657;0,2126565;0,6462069;-0,2910514;0,2978401;0,4051499;0,164484;0,5322247;-0,1077914;0,4075556;0,5957737;0,04836321;-0,2096658;0,2427998;-0,1129994;0,1440945;-0,04842854;0,6485906;-0,1565819;0,2270517;0,09938049;-0,1091452;-0,4032836;0,2214327;-0,2526245;-0,01030064;-0,08004093;0,5652399;-0,02169609;-0,1171341;0,07970285;0,2071795;0,3975158;0,6117215;0,167017;-0,1758976;0,04817915;-0,09412289;0,1898413;-0,1254568;0,2736187;0,07498121;-0,2601871;0,2622981;-0,3814383;0,08106422;0,7674036;
308,000;0,1935134;0,3507071;0,7666235;0,1267071;-0,08323431;-0,04447317;0,2609353;0,3081598;-0,3437634;-0,1299109;-0,142343;-0,3105702;0,302875;0,46064;0,462781;0,7466717;0,5712299;-0,323679;0,4201436;-0,07757378;0,7155299;0,3712778;0,01094055;-0,09390688;0,2030034;0,1441588;0,1066856;-0,1092649;0,007309914;-0,03910923;0,1631093;0,486619;-0,3180733;0,3909531;-0,1828556;-0,2048836;-0,1561694;0,1209803;-0,01952028;-0,2189116;-0,3985009;0,1552405;-0,2261915;-0,4966455;0,03046894;-0,1984353;-0,3922815;0,2178154;-0,01271057;-0,03658247;0,1289673;0,08917665;0,2525854;-0,2188377;-0,2561674;0,0216403;-0,05769587;0,07495117;-0,08998013;-0,1361346;0,2470365;
309,000;0,277729;0,1418695;-0,007947922;0,6845965;0,1465373;0,7866306;-0,3650908;-0,1714439;0,2152038;0,01331997;0,3387442;0,283493;0,3011446;0,3128862;0,2190132;0,07763147;0,618144;-0,1492453;-0,4879341;0,4124537;0,3167949;0,01408529;0,01339436;-0,002343655;-0,2293863;0,4536023;0,5605865;0,5325894;0,1153059;-0,2057772;0,716434;-0,03839874;-0,2355437;-0,2728562;0,5379992;-0,4236684;0,4060335;-0,01112986;0,106041;0,6304493;-0,2931046;0,06364012;-0,3062515;0,08682966;0,7056627;-0,2637997;0,3123698;0,2629199;-0,2577143;0,3130827;0,3038778;0,7298236;-0,08680439;-0,3349571;0,1268053;-0,2274861;0,7082262;-0,3391185;-0,294282;0,4222651;-0,0380764;
310,000;0,3828716;0,1074648;-0,2500534;0,4845591;0,09344292;0,0976963;0,2518325;0,09857941;0,5869145;-0,01863527;0,3939476;0,3953357;0,2535381;0,2423387;-0,1231213;-0,235198;0,3502893;-0,3122878;0,02793694;0,5264578;-0,08257055;0,3165092;-0,1669283;-0,03131247;0,1341519;-0,1695666;-0,04154015;0,5190287;0,1215396;0,3677077;0,2623119;0,2163591;-0,3385391;-0,04826784;0,5575128;-0,1417117;0,5926394;0,2285008;-0,3534808;0,0917654;-0,3646607;0,2939792;-0,1833477;0,2488265;0,4791007;-0,3145533;0,3686137;0,5789661;0,1853271;-0,2683468;0,2621856;0,274816;-0,2838163;-0,2977734;-0,06406164;-0,2603707;0,5283508;0,2753859;-0,07450771;0,5344849;0,317462;
311,000;0,1648774;0,2225728;-0,1970344;0,156394;0,05984497;-0,3324785;-0,252645;-0,07082129;0,1196642;0,07165241;-0,006493568;-0,1820407;-0,0935874;0,2688265;-0,3289881;0,008455276;-0,3019123;-0,2988038;0,2429018;0,2071548;-0,449728;0,2262859;-0,3527536;-0,2510958;0,04475164;-0,07671261;-0,3261042;0,1363897;-0,1004972;-0,2630892;0,08144855;0,05870152;-0,043118;0,08855963;-0,1008682;-0,07682037;-0,1739359;0,2818551;-0,09327745;-0,1136141;-0,03777695;0,2711911;-0,4357667;-0,1743464;0,1595926;-0,3296599;-0,02688694;0,1357388;-0,4297848;-0,1247134;-0,4790826;0,01696157;0,05821991;-0,2745461;-0,3116851;-0,4712009;-0,162437;-0,2049899;-0,3517838;0,1624584;0,266964;
312,000;0,1719499;0,1624022;0,08017969;0,1383848;0,1597962;0,08287573;-0,05382633;-0,532629;0,1914153;0,200541;-0,2221475;-0,1891084;0,2615857;-0,2834444;-0,1567469;0,2408519;-0,2941904;-0,04447985;0,1339254;-0,2401605;-0,4627929;-0,1029825;0,05635262;0,1174736;-0,2345562;0,2647429;0,1632533;0,1821885;-0,3427029;-0,09660769;-0,1755433;-0,4351254;-0,04577017;0,1555882;0,1064048;-0,1875048;-0,2864404;-0,3348508;0,255115;0,2041616;-0,1002874;-0,3487;-0,01903772;-0,1055369;0,1241221;0,1590128;0,2828279;0,1316876;0,0469079;0,06013823;-0,1236796;0,1977434;-0,005126476;0,1414709;0,1147151;0,1097732;-0,3292012;-0,3411474;-0,5005527;-0,01670694;-0,3489599;
313,000;0,2492695;0,2376404;0,2718921;0,494916;0,4832807;0,4874988;0,2220669;-0,002335548;0,2203541;0,2113614;0,4182758;0,4310741;0,0545764;-0,04234695;-0,1464958;-0,00649786;-0,2065959;-0,3301153;0,4302139;0,3574905;-0,003052235;0,3758559;0,0720005;0,174799;0,413332;0,02109241;-0,07499838;0,2393398;0,3750896;0,5018539;0,1028075;0,08988285;0,3697066;0,4664135;0,007783413;0,3343296;0,444891;0,2432656;0,06729603;0,4566622;-0,2054729;0,3056459;0,2363038;-0,1033397;0,5485387;-0,02353239;-0,1812267;0,534193;-0,1809902;-0,1752162;0,5860105;0,2735028;-0,03236008;0,04093885;0,2348118;-0,1165071;-0,2088909;0,4141102;0,3753638;-0,1055818;0,3054795;
314,000;0,09680653;0,1984406;0,07260132;0,1596317;0,2272625;0,3152471;0,6069922;0,246789;0,238874;0,262084;0,2275057;0,1170759;0,2908301;0,7150922;0,5258694;-0,03993273;0,5481553;0,2032375;0,6950717;0,1264691;0,6894584;0,3567157;0,3716412;0,6555357;0,3081346;0,409843;-0,05342579;0,1281123;0,1027923;0,4710202;-0,05695438;0,05045223;0,2734656;0,3437033;0,04965544;0,7548127;0,1032419;0,5649199;0,121109;0,3390679;0,2081704;0,185215;0,3975382;0,09313297;-0,1318936;0,2393546;0,08596087;-0,03365946;0,4519534;0,3540511;-0,04985666;-0,1344881;0,2119994;0,5485334;0,1907716;0,2981663;0,02265739;0,4548454;0,3340263;-0,02927208;0,125917;
315,000;0,2082863;0,2607069;0,2734351;-0,3175592;-0,1797342;-0,01444769;0,3567381;0,2608728;-0,09528017;-0,2314801;-0,05039072;0,1566701;0,3526216;-0,05696869;0,4441729;-0,05381918;0,4029613;0,3700867;0,3695965;0,1807184;0,002539158;-0,0780282;-0,2739425;0,07642078;0,2120256;-0,4703794;-0,1909065;-0,04050207;-0,1476221;-0,006863117;-0,4483123;0,1726193;-0,3600979;-0,1748199;-0,1536078;0,005219936;-0,3440223;-0,2859173;-0,348886;-0,1537628;-0,2058048;-0,1346421;-0,1640306;-0,3284931;0,1330433;0,4032531;0,07366657;0,1469593;0,4514375;-0,1792145;0,1680355;-0,1104507;-0,08938646;0,4237585;-0,5196915;-0,2259583;0,02712202;0,2571912;0,003452301;-0,4647837;-0,6479974;
316,000;0,687705;0,4489951;0,1048226;0,1407275;0,08904457;0,2647071;0,6768012;0,4143043;-0,1277275;0,02287054;0,3635383;0,7148671;0,1589808;0,338891;0,1028223;0,4331617;0,3921552;0,225688;0,3089509;0,4603605;-0,1051583;0,7115932;0,1007605;0,6508827;0,7038264;0,1020293;0,3507285;0,4020996;0,7003078;0,638206;0,07932806;0,7060275;-0,08315039;0,3330278;0,1239829;-0,1979589;0,1622224;0,5698733;0,1071429;0,1702313;-0,07984829;0,708539;-0,1497784;-0,1082649;0,4464321;-0,1408176;0,05473328;0,4847031;0,1349573;0,02554274;0,4228959;0,3068271;-0,1321402;0,2284532;0,1835423;-0,1738753;-0,01736736;0,6969242;0,1181502;0,6182404;0,577497;
317,000;0,1533127;-0,3382163;-0,4653273;0,09277868;-0,2659078;-0,5359263;0,0959692;0,07050037;0,02798223;0,02930737;0,08814669;0,09651947;-0,2806106;-0,2192297;0,04028559;-0,5197735;0,0593791;0,07081747;-0,6375222;-0,2190862;-0,291563;-0,4695764;0,0843215;-0,1770954;0,09738588;-0,2219157;-0,1710391;-0,3408322;-0,3081584;0,1023364;-0,4307561;0,1128116;0,04261684;0,06081915;-0,7339406;-0,01050091;0,03332806;0,1587424;0,108212;0,0290494;0,0429759;-0,3482628;0,002349854;-0,5173302;0,04529762;-0,2716031;0,07932472;-0,386548;-0,2617388;-0,1992664;0,1067209;-0,8065448;0,04055119;0,02844143;-0,7689452;0,009968281;-0,584765;0,09175014;-0,269999;-0,3004913;-0,1081471;
318,000;-0,6041718;-0,7327304;-0,04576731;-0,4817266;-0,02934408;-0,07067108;0,003604889;-0,2737656;-0,4234271;-0,005367756;-0,2988024;-0,0226593;-0,02623558;-0,01698685;-0,2966418;-0,04337072;-0,0157094;-0,4639702;-0,07120752;-0,3056359;-0,007791519;-0,06076336;-0,3056073;-0,03188372;-0,0172143;-0,04585838;-0,5100107;-0,631566;-0,5195074;0,009699345;-0,04053116;-0,2774386;-0,289711;0,01844645;-0,6499076;0,007214546;0,02273083;-0,4588428;-0,5964856;0,03241301;-0,4168091;-0,06242514;0,006238937;-0,6320143;-0,006844044;-0,7252936;-0,7275991;-0,3273649;-0,2803211;-0,6147819;-0,674788;-0,36938;-0,4590745;0,002810478;-0,5331573;-0,003780842;-0,05293226;0,004157543;-0,03407478;-0,366941;-0,6253839;
319,000;-0,04021263;-0,06052542;0,003243923;-0,01151657;-0,0109601;0,01679039;-0,2932754;-0,3385563;-0,5248652;-4,959106E-5;-0,0365696;0,01977301;-0,01062107;-0,3065243;-0,01857662;-0,3065753;0,01816988;-0,04884195;-0,002435207;-0,3269243;-0,2996507;-0,280757;-0,0144186;-0,2825718;0,002380848;0,01877308;-0,02408171;-0,3131399;-0,2974057;-0,3178616;-0,2653909;-0,4873228;-0,04165459;-0,3237019;-0,4813933;-0,01643229;-0,4607673;-0,4859371;-0,04034233;-0,4860291;-0,649653;-0,004652977;-0,01995087;-0,3174157;-0,002142906;-0,7617083;-0,5264878;-0,3156934;-0,6174173;-0,0638957;-0,3285403;-0,3056006;-0,05134153;-0,02211142;-0,4911895;0,006228447;-0,01086712;-0,2928796;0,006205082;-0,001907825;-0,3132105;
320,000;0,005619526;0,3126373;0,007470131;-0,4643998;0,301012;-0,168613;-0,009438515;0,3032222;0,296196;0,001880646;0,3036103;-0,3009853;0,3002453;0,2933135;-0,1625209;0,3005838;-0,3008356;0,3027205;0,2986312;0,2923965;0,004747391;-0,1715469;-0,1665297;-0,178134;0,001338959;-0,1801519;-0,1605115;-0,3033099;-0,40171;0,3055348;-0,4060755;-0,1739259;0,3096962;0,3116813;-0,3085608;0,2995114;-0,1871786;-0,3953276;0,002799988;0,2870083;0,2961545;0,301013;0,3059716;-0,1833706;0,005178452;0,2943988;-0,00586319;0,005638599;-0,00225544;0,3218741;-0,3918586;0,00109148;0,3063416;0,3105059;-0,002314091;-0,1704493;0,3076525;-0,01023912;-0,0003509521;-0,1703153;-0,3052754;
321,000;0;-0,3010302;-0,3010302;-0,3010302;0;-0,3010302;0;-0,3010302;-0,3010302;0;0;0;0;0;-0,4771214;-0,4771214;0;0;0;0;-0,4771214;-0,6020603;-0,3010302;-0,3010302;0;0;-0,4771214;0;0;-0,4771214;0;-0,4771214;-0,3010302;-0,8450985;0;0;0;-0,4771214;0;0;-0,4771214;0;-0,3010302;0;-0,3010302;-0,3010302;0;-0,4771214;-0,6020603;-0,7781515;-0,3010302;-0,3010302;0;-0,4771214;-0,3010302;-0,3010302;-0,3010302;0;0;-0,3010302;0;
