,180,172,188,192,196,200,204,208,212,182,186,190,176,194,198,202,206,210,178,174,170,166,162,168,158,154,150,181,185,189,193,197,201,205,164,209,213,177,173,169,165,161,157,153,149,160,179,175,156,152,148,184,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
3058.964,0.01948547,0.02140777,0.0105249,0.003306831,0.0001909273,0.008455626,0.01314867,0.003237207,0.001568127,0.03962943,0.03277536,0.02464741,0.02636616,0.01246049,0.004912948,0.01093056,0.005101608,0.006197534,0.03550569,0.03920102,0.02375293,0.009808129,0.005344641,0.018378,0.009053353,0.007100584,0.01067517,0.04045272,0.0363919,0.02844802,0.009502548,0.01172969,0.01958266,0.01192039,0.02623889,0.006999103,0.006218276,0.04266793,0.02460623,0.0245789,0.008401678,0.007329334,0.01081796,0.003402724,0.0008058818,0.0112328,0.04163518,0.04167191,0.00593257,0.0149781,0.0109602,0.01192868,
3055.107,0.02616014,0.02820651,0.01098599,0.002865423,0.0001512688,0.009626486,0.01272342,0.00308666,0.001604263,0.0382507,0.02999138,0.02126715,0.03010923,0.01062593,0.00570669,0.0104936,0.004870318,0.006514469,0.03850337,0.03524395,0.01936329,0.008065902,0.005835681,0.01629707,0.01014271,0.006501085,0.008615214,0.03964782,0.0350511,0.02571595,0.008333206,0.01278584,0.02006916,0.01135408,0.02407515,0.007170776,0.006114433,0.04251189,0.02022136,0.02008385,0.007250995,0.008530895,0.01178016,0.002568477,0.0007301685,0.009009995,0.04146935,0.03847913,0.00647673,0.01572415,0.009727916,0.0142766,
3051.249,0.03345703,0.03495074,0.01114649,0.00243356,0.0001328055,0.01101984,0.01225371,0.002989808,0.00159693,0.03610596,0.02682349,0.01782716,0.03172079,0.009317625,0.00661097,0.01003685,0.004694003,0.006987843,0.0403254,0.03089833,0.01547997,0.006963909,0.00666027,0.01316678,0.0112912,0.005597873,0.006945704,0.03797212,0.03304579,0.02254392,0.007845763,0.01395968,0.0204449,0.01081374,0.02136317,0.00750917,0.005977069,0.04112555,0.01631177,0.0160528,0.006613185,0.00995702,0.0126453,0.001922617,0.0006808185,0.007373218,0.04020466,0.03462542,0.007293584,0.01641997,0.008449344,0.0166006,
3047.392,0.03931651,0.0394227,0.01095817,0.00202836,0.0001346206,0.01243655,0.01174161,0.002924348,0.001530112,0.03321797,0.02330562,0.01458492,0.03030426,0.008650579,0.007531432,0.009534056,0.004569077,0.007553017,0.04068496,0.02634068,0.01226111,0.0063399,0.007836821,0.00984899,0.01243547,0.004505946,0.005775936,0.0354164,0.03028817,0.01909368,0.007967819,0.01515365,0.02065363,0.01027458,0.01827048,0.007955872,0.005812413,0.03856848,0.01299607,0.01268784,0.006382947,0.01156307,0.01329248,0.001466778,0.0006586183,0.006269081,0.03782836,0.03027754,0.008329405,0.01696391,0.007182131,0.01862794,
3043.534,0.04151341,0.03961005,0.0103817,0.001660906,0.0001447221,0.01365883,0.0111673,0.002900751,0.001407751,0.02959225,0.01955005,0.01183165,0.02603347,0.00865411,0.008364925,0.008951853,0.004514106,0.008109679,0.03932042,0.02174476,0.009790143,0.006102265,0.009322953,0.007040783,0.01342615,0.003421383,0.005104181,0.03194463,0.02669789,0.01561543,0.008649156,0.01624317,0.02058564,0.009702785,0.01501902,0.008416231,0.005612727,0.03484704,0.01034811,0.0101093,0.00651978,0.01327396,0.0135401,0.001161089,0.0006697195,0.005627317,0.03430565,0.02559101,0.009497665,0.01720506,0.00601651,0.02000453,
3039.677,0.03923153,0.03532822,0.009431675,0.001343249,0.0001571876,0.01450988,0.01052272,0.002954383,0.001248844,0.0253536,0.01583268,0.009805256,0.02030255,0.009236921,0.008980406,0.008305809,0.004549765,0.008566985,0.03613122,0.01737849,0.008055596,0.006216649,0.01101231,0.005011505,0.01405508,0.002526742,0.00485265,0.02764198,0.02240574,0.01244494,0.009821001,0.01710588,0.02012727,0.009083786,0.01190068,0.008798913,0.005360397,0.0300882,0.00840034,0.008326586,0.007032956,0.0149835,0.01319068,0.0009641616,0.0007087635,0.005386485,0.02974876,0.02082221,0.0106854,0.01701379,0.005079237,0.02040939,
3035.819,0.03365384,0.02847048,0.008228753,0.001087395,0.0001697006,0.01489909,0.009825936,0.00310721,0.001076184,0.02085476,0.0125449,0.008602582,0.0148088,0.01021333,0.009270944,0.007644747,0.004683251,0.008880474,0.03134593,0.01358668,0.006974577,0.006692691,0.01278521,0.003685672,0.01412584,0.001888897,0.004905126,0.02285703,0.01790981,0.009909298,0.01135993,0.01766743,0.01924393,0.008464407,0.009212947,0.009028527,0.00506354,0.02471327,0.007113176,0.007237744,0.007962475,0.01657605,0.01213048,0.000849018,0.0007746473,0.005514711,0.02455571,0.01636905,0.01179388,0.01634885,0.004456196,0.01971947,
3031.962,0.0268739,0.02143698,0.00694582,0.0008996558,0.0001782157,0.01485627,0.00911392,0.003353131,0.000909315,0.01659386,0.01001698,0.008186094,0.01053437,0.01137785,0.009231379,0.00701412,0.004913438,0.009047469,0.02559735,0.01063486,0.006419863,0.007576391,0.01456567,0.002865494,0.01352702,0.001473945,0.00515911,0.01814209,0.01387652,0.008178964,0.01308498,0.01792881,0.01799985,0.007943531,0.007148033,0.009072793,0.004749959,0.01937543,0.006375766,0.006687489,0.009346385,0.01795259,0.01042992,0.0007927186,0.0008834631,0.006016077,0.0193598,0.01264104,0.01278017,0.01526877,0.004157686,0.01809084,
3028.104,0.02051122,0.01562907,0.005712146,0.000778547,0.0001950081,0.01449605,0.008417111,0.003660975,0.0007556498,0.01299527,0.008363826,0.008476513,0.007590434,0.01257742,0.00894535,0.006439583,0.005213352,0.009085932,0.01978502,0.008585806,0.006266212,0.008923783,0.01630833,0.0023708,0.01225774,0.001215945,0.005543951,0.01404151,0.01076517,0.007235039,0.01481952,0.01793963,0.01650072,0.007621774,0.005726945,0.00895889,0.004439284,0.01473847,0.006056264,0.006562349,0.01117809,0.01901195,0.008380068,0.000775632,0.001048376,0.006896458,0.01480414,0.009873562,0.01362593,0.01386961,0.004136914,0.01584833,
3024.247,0.01528534,0.01133483,0.004591065,0.0007066313,0.0002382857,0.01392499,0.00773775,0.003972209,0.0006203178,0.0102679,0.007501934,0.009408146,0.005678805,0.01373114,0.008488243,0.005920967,0.005540471,0.009020247,0.01474525,0.007318891,0.006473391,0.01076517,0.01791956,0.002063262,0.01042882,0.001065008,0.006014622,0.01088219,0.008681935,0.006978083,0.01643609,0.01773493,0.01483787,0.007557718,0.004842921,0.008729693,0.004148487,0.0112066,0.006077559,0.006856756,0.01340068,0.01959363,0.00637783,0.0007954645,0.001265769,0.008128013,0.01128879,0.008055069,0.01428499,0.01221904,0.004319061,0.01330991,
3020.389,0.01130711,0.008339499,0.003624688,0.0006730326,0.0003035317,0.01319994,0.007057195,0.00421908,0.0005037048,0.008423727,0.007313034,0.01087811,0.004471829,0.01477128,0.00789848,0.0054435,0.00585038,0.008862324,0.0109443,0.006651904,0.007119966,0.01306281,0.01919853,0.001862336,0.008290577,0.0009985018,0.006556367,0.008718833,0.007500775,0.007331886,0.01782465,0.01731196,0.01306433,0.007747564,0.00436921,0.008402913,0.003877018,0.008805223,0.006481446,0.00765674,0.01591,0.01946449,0.004735362,0.0008600451,0.001523272,0.009639639,0.008875099,0.007003121,0.01468636,0.01039755,0.004636755,0.01073719,
3016.532,0.008444175,0.006343705,0.002859133,0.0006909479,0.0003744644,0.01234081,0.006369657,0.004349107,0.0004018764,0.007361955,0.007762545,0.01267473,0.003726762,0.01559722,0.007207972,0.005000189,0.006065713,0.008594124,0.008394551,0.006461281,0.008355619,0.01566753,0.01982895,0.001760949,0.006216852,0.0009952063,0.007153287,0.007427985,0.007048181,0.008232675,0.01885486,0.01663144,0.01124032,0.0081116,0.004235514,0.007977236,0.003596549,0.007328399,0.007406045,0.009073963,0.01849074,0.01839794,0.003570633,0.000971371,0.001819953,0.01130856,0.007391389,0.006518554,0.01472749,0.008569719,0.005032895,0.008353579,
3012.675,0.006499004,0.005078523,0.002324308,0.0007695353,0.0004449961,0.01135243,0.005725613,0.004318483,0.0003296986,0.006968392,0.008862238,0.01449068,0.003286695,0.01609254,0.006448396,0.004616282,0.006098008,0.008183246,0.006831606,0.006739745,0.01031233,0.01825551,0.01943911,0.001772477,0.004554385,0.00104035,0.007756506,0.006835438,0.007230619,0.009553002,0.01936788,0.01563467,0.009509149,0.008498807,0.004436538,0.007451859,0.003301351,0.006538425,0.009031338,0.01116205,0.02072738,0.016313,0.002838394,0.001139525,0.002138831,0.01294136,0.006615627,0.006509942,0.01427604,0.006954561,0.005449559,0.006339583,
3008.817,0.005255562,0.004314807,0.002018681,0.0009145455,0.0005111276,0.01023641,0.005233267,0.004111184,0.0002983997,0.007200486,0.01053958,0.01598967,0.00305827,0.01613856,0.005660884,0.004348613,0.005905009,0.007609824,0.005972746,0.007587313,0.01294312,0.02026533,0.01779305,0.001899959,0.003437195,0.001141617,0.008286729,0.006841376,0.008021301,0.01106189,0.01920354,0.01428244,0.00807194,0.008741084,0.005004839,0.006840236,0.003024633,0.006278441,0.01147299,0.01379297,0.02202187,0.01342082,0.002432908,0.00137952,0.002399801,0.01426054,0.006396726,0.007014463,0.01323317,0.005732832,0.005828926,0.004806831,
3004.960,0.004523361,0.003889041,0.001911272,0.001130241,0.0005429428,0.008986408,0.004990891,0.003752096,0.0002874063,0.008081799,0.01248583,0.01689005,0.003004635,0.01562817,0.004878624,0.004242454,0.005486877,0.006879359,0.005643656,0.009132666,0.01581266,0.02100864,0.01501812,0.002176498,0.002777778,0.001320091,0.008639043,0.007454294,0.009321045,0.01244517,0.01825692,0.01258385,0.007089197,0.008700815,0.005951818,0.006169503,0.002796436,0.006523695,0.01446975,0.01651484,0.02181452,0.01024892,0.002259667,0.001668538,0.002498,0.01493256,0.006700367,0.008138984,0.01160476,0.004991105,0.00611122,0.003776673,
3001.102,0.00417748,0.003737391,0.001973238,0.001371694,0.0005044602,0.007616894,0.004987582,0.0032814,0.0002834501,0.00954223,0.01414841,0.01700099,0.003150685,0.01449087,0.004111189,0.004282482,0.004881887,0.006015261,0.005778167,0.01130309,0.01802513,0.0200014,0.01165327,0.002648927,0.002436024,0.001574745,0.008676724,0.008660867,0.0108524,0.01337608,0.01650651,0.01064151,0.006596805,0.008295583,0.007154569,0.005462848,0.00262784,0.00733631,0.01710659,0.0185007,0.01989952,0.007429732,0.00226518,0.001934077,0.002360622,0.01465384,0.007577108,0.00990454,0.009547748,0.004696243,0.006218235,0.003198611,
2997.245,0.004160895,0.003869304,0.002191867,0.001533876,0.0004092724,0.006227825,0.005059198,0.002749804,0.0002969377,0.01119316,0.01494423,0.01617885,0.003556126,0.01272333,0.003379587,0.004357946,0.004167587,0.005053499,0.00636634,0.0134929,0.01855111,0.01728443,0.008426387,0.003292311,0.002333625,0.001839686,0.008249683,0.01020611,0.01214673,0.01357063,0.01403155,0.008665814,0.006458557,0.007538517,0.00826639,0.004728266,0.002503274,0.008677302,0.01813873,0.01882381,0.01658291,0.005375684,0.002414015,0.002084788,0.001985913,0.01327725,0.008954925,0.01194634,0.007375694,0.004681428,0.006035404,0.00298627,
2993.387,0.004456338,0.004293431,0.002488391,0.001524345,0.0002984608,0.004992894,0.004963434,0.00221048,0.0003257325,0.01229839,0.01448058,0.01435797,0.004217964,0.01046051,0.002743668,0.004281332,0.003419277,0.004078654,0.007308456,0.01461261,0.01689699,0.01349331,0.005902678,0.003909707,0.002397443,0.001998205,0.007280053,0.01146012,0.01263345,0.01281309,0.01109667,0.006909328,0.006406672,0.006516743,0.008785045,0.003980072,0.00235919,0.01013072,0.01686278,0.01706078,0.01260155,0.004127939,0.002622993,0.002033029,0.001475727,0.01095525,0.01036309,0.01336126,0.005466632,0.004700542,0.005467073,0.00304733,
2989.530,0.004968554,0.004889693,0.002671075,0.001333421,0.000198732,0.004043759,0.004531331,0.001709742,0.0003455099,0.01212139,0.01269494,0.0117035,0.00488986,0.008017517,0.002271716,0.003905408,0.002692845,0.003216221,0.008174066,0.01380581,0.01352931,0.009594291,0.004262985,0.004124273,0.002488667,0.001941216,0.005855022,0.01163052,0.01188861,0.01105882,0.008181392,0.005550822,0.006143582,0.005336206,0.008306644,0.003259267,0.002113957,0.01084873,0.01367655,0.01367207,0.008847292,0.003470384,0.002743807,0.001741481,0.0009856009,0.008189244,0.01096459,0.01316182,0.004067525,0.004528979,0.004543169,0.003252746,
2985.672,0.005333735,0.005255445,0.002545034,0.00102752,0.0001252443,0.003358634,0.003768455,0.001286425,0.0003290865,0.01045312,0.00995025,0.008685159,0.005044743,0.005786123,0.001947436,0.003234417,0.002034656,0.002523763,0.008233356,0.01120194,0.009596762,0.006400964,0.003320588,0.003659187,0.002442988,0.001638876,0.004250956,0.01031983,0.009930468,0.008578702,0.005767329,0.004559568,0.005459303,0.004113749,0.006832462,0.00259962,0.001744228,0.01009093,0.009763544,0.009739945,0.005949507,0.003101555,0.002630955,0.001284728,0.0006260153,0.005620705,0.01010603,0.01111492,0.003159576,0.004043707,0.003432517,0.003359899,
2981.815,0.005016625,0.004869871,0.002074281,0.0006981359,7.932501E-5,0.002760414,0.002823092,0.0009481417,0.0002684224,0.007802544,0.006942287,0.005892137,0.004319133,0.004024551,0.001647557,0.002406014,0.001473651,0.001941533,0.007050846,0.007835174,0.006176285,0.004195284,0.002716038,0.002671314,0.00215094,0.001181867,0.002816588,0.007883571,0.007279038,0.005931856,0.004034535,0.003702924,0.004349342,0.002955731,0.004848677,0.001989997,0.001305527,0.007940493,0.006272371,0.006296974,0.004008201,0.002733877,0.002229877,0.0008243484,0.000408282,0.003662601,0.007923286,0.008016742,0.002518509,0.00325268,0.002354845,0.003092,
2977.957,0.003867824,0.003661911,0.001423865,0.000423889,4.914731E-5,0.002081238,0.001882339,0.0006717888,0.0001845564,0.005040317,0.004347231,0.003709833,0.002991625,0.002726516,0.001263053,0.001598266,0.001012667,0.001394733,0.00500508,0.00481808,0.003724618,0.00276463,0.002144456,0.001626877,0.001631615,0.0007291348,0.001747697,0.005176684,0.004666654,0.003679744,0.002811846,0.002772985,0.003034603,0.001941473,0.002999586,0.001411717,0.0008810761,0.005271868,0.003745504,0.003805649,0.002735808,0.002188195,0.001619477,0.0004885151,0.0002740348,0.002335262,0.005264228,0.005018304,0.00191203,0.002291611,0.001478561,0.002390738,
2974.100,0.002393718,0.002193447,0.0008233945,0.0002362786,2.345606E-5,0.00134504,0.001097,0.0004385632,0.0001056867,0.002849873,0.002478671,0.002184816,0.001702678,0.001734591,0.0008132535,0.0009445985,0.0006352512,0.0008901624,0.002950074,0.002675604,0.002136099,0.001768209,0.001496874,0.0008620535,0.001042402,0.0003980254,0.001018276,0.002955249,0.002631666,0.002086995,0.001847896,0.001793123,0.001827349,0.001143505,0.001655944,0.0008943359,0.0005306429,0.002999434,0.002127184,0.002182355,0.001806684,0.001496539,0.000986021,0.0002852159,0.0001714738,0.00143504,0.002999136,0.002803724,0.00127971,0.001386438,0.0008524866,0.001507257,
2970.242,0.001216138,0.001068875,0.0004092167,0.0001173476,1.005599E-5,0.0007202581,0.0005492799,0.0002495601,5.1001E-5,0.001438937,0.00128766,0.001179156,0.0008280418,0.0009652993,0.0004250245,0.0004955,0.0003419298,0.0004851022,0.001474703,0.001361449,0.001136201,0.001019264,0.0008697431,0.0004157075,0.0005580026,0.0002012554,0.0005368587,0.001492422,0.001326896,0.001098717,0.001066397,0.0009646892,0.0009437405,0.0006072069,0.0008269711,0.0004904459,0.0002794277,0.00150316,0.001130337,0.001168448,0.001076777,0.0008538244,0.0005064837,0.0001599023,9.415443E-5,0.0007936764,0.001495848,0.001431486,0.0007256827,0.0007185969,0.0004406903,0.0007658968,
2966.385,0.000535517,0.0004406632,0.0001907332,4.954756E-5,1.131175E-5,0.0003207234,0.0002398962,0.000115155,3.028362E-5,0.000654807,0.0006008291,0.0005667366,0.0003589103,0.0004468665,0.000191656,0.0002354691,0.0001549216,0.0002139901,0.0006558785,0.0006290909,0.0005332839,0.0004933139,0.00041972,0.0001851738,0.000251522,9.167942E-5,0.0002521614,0.0006713601,0.0006096304,0.0005285447,0.0005212885,0.0004381116,0.0004166866,0.0002978681,0.0003636574,0.0002238572,0.0001317137,0.0006823166,0.0005371641,0.0005639854,0.0005508334,0.0004090865,0.00023182,8.106459E-5,5.409729E-5,0.0003691096,0.000670761,0.0006686134,0.000353296,0.000320995,0.0002009897,0.0003156852,
2962.528,0.0002241197,0.0001612193,9.639358E-5,2.934529E-5,2.036714E-5,0.0001208924,9.878017E-5,4.014152E-5,2.718599E-5,0.0002659771,0.0002597224,0.0002504571,0.0001467361,0.0001848494,8.32744E-5,0.0001091339,6.604411E-5,7.220639E-5,0.0002866413,0.0002627989,0.000216499,0.000193525,0.0001847933,7.426951E-5,9.902157E-5,3.818704E-5,0.0001155864,0.0002721127,0.0002515973,0.0002216056,0.000220585,0.0001904564,0.000155753,0.0001331834,0.0001343596,8.335911E-5,6.59665E-5,0.0002900923,0.0002187477,0.0002372646,0.0002308493,0.000165745,0.000106291,3.378398E-5,4.062859E-5,0.0001481637,0.0002972119,0.0002818738,0.000157555,0.0001283647,9.032616E-5,0.0001218336,
2958.670,0.000110447,7.168157E-5,5.71128E-5,4.064785E-5,2.774044E-5,3.344354E-5,4.136479E-5,1.758455E-5,2.381046E-5,0.0001031703,0.0001211867,0.0001133658,6.046512E-5,9.270842E-5,2.911035E-5,5.121694E-5,4.249596E-5,3.141566E-5,0.0001385771,0.0001080314,8.963062E-5,6.556507E-5,8.06624E-5,3.259238E-5,3.95021E-5,2.234898E-5,6.08686E-5,0.0001127165,8.940982E-5,7.851867E-5,8.862574E-5,0.0001015785,5.668536E-5,5.830715E-5,5.045708E-5,3.370847E-5,3.995265E-5,0.0001321957,7.213633E-5,8.474857E-5,7.133087E-5,5.683314E-5,5.681991E-5,1.98725E-5,3.222173E-5,6.696767E-5,0.0001643346,0.0001133785,6.930739E-5,6.102302E-5,5.898115E-5,6.569856E-5,
2954.813,7.467245E-5,5.167339E-5,3.893656E-5,4.945552E-5,4.156664E-5,9.481453E-6,1.667922E-5,2.714274E-5,1.589866E-5,5.477004E-5,6.798307E-5,6.255127E-5,2.43407E-5,5.981523E-5,1.247654E-5,3.156381E-5,4.101821E-5,2.744282E-5,8.291077E-5,5.868624E-5,5.398424E-5,3.213558E-5,3.505536E-5,3.114232E-5,1.781314E-5,1.752172E-5,3.347492E-5,6.48975E-5,3.313194E-5,2.692045E-5,3.384313E-5,6.970629E-5,3.854728E-5,3.373586E-5,2.987917E-5,3.088319E-5,2.225168E-5,9.012745E-5,1.983545E-5,2.365787E-5,3.040484E-5,2.014094E-5,3.368475E-5,2.876275E-5,2.086993E-5,3.749177E-5,0.0001189343,5.38573E-5,3.341384E-5,5.431632E-5,5.972619E-5,3.821903E-5,
2950.955,5.23009E-5,2.728845E-5,3.025578E-5,3.989259E-5,3.524221E-5,1.369062E-5,1.918055E-5,3.178492E-5,1.89492E-5,4.968081E-5,4.628251E-5,4.469003E-5,1.401407E-5,3.430196E-5,1.725797E-5,2.804515E-5,3.576843E-5,2.410428E-5,7.158381E-5,4.83471E-5,3.410102E-5,2.680285E-5,2.653604E-5,1.92302E-5,6.234779E-6,2.153636E-5,2.133617E-5,4.698305E-5,2.603526E-5,2.555134E-5,1.855417E-5,5.534913E-5,3.592506E-5,2.166175E-5,1.775627E-5,3.894088E-5,1.852828E-5,8.753497E-5,3.577316E-5,2.182569E-5,3.311354E-5,1.108601E-5,2.20988E-5,2.458126E-5,1.654348E-5,3.155865E-5,9.764937E-5,3.384688E-5,1.305659E-5,5.441783E-5,5.938509E-5,1.805556E-5,
2947.098,3.893699E-5,1.666607E-5,2.365326E-5,3.027065E-5,1.508312E-5,2.268592E-5,2.405527E-5,2.927971E-5,3.123564E-5,4.750435E-5,4.495029E-5,3.183598E-5,1.601899E-5,3.581261E-5,1.512337E-5,1.494222E-5,2.982477E-5,1.126075E-5,7.8758E-5,3.562661E-5,2.023305E-5,2.483943E-5,2.824503E-5,2.691787E-5,1.288559E-5,1.763916E-5,2.799312E-5,3.200553E-5,2.146346E-5,1.891583E-5,1.414445E-5,5.59083E-5,3.72252E-5,1.842757E-5,1.354316E-5,3.760422E-5,2.76161E-5,8.256528E-5,4.751698E-5,2.762379E-5,2.498668E-5,1.488E-5,2.057198E-5,2.561461E-5,1.054062E-5,2.394455E-5,9.038585E-5,2.180405E-5,2.341479E-5,3.687832E-5,5.166205E-5,1.097168E-5,
2943.240,3.803464E-5,2.635962E-5,2.352602E-5,2.329271E-5,2.717326E-5,3.734316E-5,2.47129E-5,2.349237E-5,4.307312E-5,3.487864E-5,4.025556E-5,2.600779E-5,1.296034E-5,4.272305E-5,1.946719E-5,1.024019E-5,2.088398E-5,2.301768E-5,8.175001E-5,2.013665E-5,1.955734E-5,1.881447E-5,1.658511E-5,3.013085E-5,2.421664E-5,1.847511E-5,2.723089E-5,3.491502E-5,1.588857E-5,6.346594E-6,1.173215E-5,4.600825E-5,3.457778E-5,2.488594E-5,1.581006E-5,3.096951E-5,1.618283E-5,7.120679E-5,3.510199E-5,3.111079E-5,3.138624E-5,2.033285E-5,1.544916E-5,2.507334E-5,1.379346E-5,1.676835E-5,9.079898E-5,2.375106E-5,2.157734E-5,2.753364E-5,3.48515E-5,1.907457E-5,
2939.383,4.408641E-5,3.41111E-5,3.288575E-5,1.324429E-5,3.275146E-5,3.211399E-5,2.735373E-5,3.425869E-5,3.17105E-5,2.321344E-5,2.591174E-5,1.120403E-5,1.576612E-5,3.899461E-5,3.276987E-5,2.273679E-5,1.188312E-5,3.841618E-5,7.437832E-5,1.89281E-5,8.079283E-6,2.175248E-5,1.480187E-5,3.46755E-5,3.038174E-5,1.175104E-5,2.948598E-5,4.877162E-5,2.219824E-5,1.449505E-5,7.170353E-6,4.203082E-5,3.204321E-5,3.389768E-5,2.906571E-5,2.776278E-5,1.288908E-5,6.616824E-5,2.541137E-5,3.298847E-5,2.440723E-5,2.664405E-5,1.786321E-5,2.2045E-5,1.215226E-5,1.465117E-5,9.016498E-5,3.234686E-5,2.012056E-5,3.136095E-5,2.774113E-5,1.894454E-5,
2935.525,4.736536E-5,2.300241E-5,3.465552E-5,1.855387E-5,3.867351E-5,1.935632E-5,2.968763E-5,3.379741E-5,1.206683E-5,2.430358E-5,7.052606E-6,6.451502E-6,3.153263E-5,2.055514E-5,3.638324E-5,2.726193E-5,1.210335E-5,3.814372E-5,5.990792E-5,2.036477E-5,2.427647E-5,3.235178E-5,1.101803E-5,3.029714E-5,2.763642E-5,1.582813E-5,2.65521E-5,6.110681E-5,3.140509E-5,2.152541E-5,1.679059E-5,3.924232E-5,2.860308E-5,2.698325E-5,3.715037E-5,2.743977E-5,1.249541E-5,7.91823E-5,1.442341E-5,3.040385E-5,2.335903E-5,4.087522E-5,1.948377E-5,2.468006E-5,1.017941E-5,1.994147E-5,8.163149E-5,2.423852E-5,2.522787E-5,2.966495E-5,1.1748E-5,2.228479E-5,
2931.668,4.712895E-5,1.304869E-5,2.245665E-5,1.031488E-5,4.037714E-5,2.469994E-5,2.369961E-5,2.353165E-5,1.341538E-5,2.654923E-5,1.628133E-5,1.466777E-5,3.150718E-5,1.071201E-5,3.27678E-5,2.376127E-5,2.193398E-5,2.087807E-5,5.014653E-5,2.058308E-5,2.754928E-5,1.966762E-5,3.249527E-5,2.200465E-5,2.524619E-5,2.980084E-5,3.122595E-5,5.784143E-5,3.867481E-5,2.653659E-5,2.554124E-5,3.40402E-5,3.667948E-5,1.147356E-5,3.378931E-5,2.733305E-5,1.479354E-5,8.834082E-5,2.182177E-5,2.794542E-5,2.7753E-5,3.82204E-5,1.390557E-5,2.123801E-5,1.282505E-5,1.887193E-5,7.214388E-5,1.268884E-5,3.576309E-5,3.896367E-5,1.806892E-5,3.047914E-5,
2927.810,4.782376E-5,1.495633E-5,6.538466E-6,9.038773E-6,3.351628E-5,4.126288E-5,2.45135E-5,2.509417E-5,2.885007E-5,3.678734E-5,3.203717E-5,2.042271E-5,2.162568E-5,2.897514E-5,2.302649E-5,2.410376E-5,3.0652E-5,1.99032E-5,5.538451E-5,1.599442E-5,2.43604E-5,1.61724E-5,5.788233E-5,3.410973E-5,2.080559E-5,4.504851E-5,4.466569E-5,6.817542E-5,5.035458E-5,2.752717E-5,2.001746E-5,2.897484E-5,4.347745E-5,7.691518E-6,4.380773E-5,3.586265E-5,1.952192E-5,9.050763E-5,4.979481E-5,3.628396E-5,4.177976E-5,2.999702E-5,1.623177E-5,1.983777E-5,1.746783E-5,2.506868E-5,8.216143E-5,3.081198E-5,4.258216E-5,5.444627E-5,3.101685E-5,2.734741E-5,
2923.953,6.646058E-5,4.440446E-5,1.487465E-5,2.075616E-5,1.047349E-5,6.354546E-5,3.875231E-5,3.52134E-5,3.02624E-5,7.904552E-5,5.874877E-5,4.996647E-5,3.360025E-5,5.175847E-5,3.328622E-5,3.854217E-5,2.151087E-5,3.228336E-5,8.460682E-5,4.845903E-5,7.195528E-5,4.849704E-5,7.953491E-5,3.100925E-5,1.211711E-5,4.790421E-5,6.945339E-5,0.0001107806,8.463304E-5,4.165238E-5,4.230734E-5,4.935531E-5,5.988544E-5,2.448932E-5,5.909962E-5,4.274552E-5,3.086813E-5,0.0001053894,7.675012E-5,8.101301E-5,5.482764E-5,6.811717E-5,2.89191E-5,1.85037E-5,1.960083E-5,5.40546E-5,0.0001272279,5.934005E-5,4.720295E-5,6.699138E-5,4.569305E-5,2.56707E-5,
2920.096,0.0001414984,0.0001120651,3.246769E-5,2.974791E-5,1.877384E-5,0.0001004994,7.412235E-5,3.948202E-5,1.645971E-5,0.0001761077,0.000141422,0.0001334533,8.872915E-5,0.0001004603,6.03117E-5,8.321254E-5,3.122879E-5,6.000894E-5,0.0001676978,0.0001412985,0.0001668613,0.000123002,0.0001033253,3.717384E-5,4.307001E-5,4.312575E-5,0.0001021631,0.0001988456,0.0001690981,0.0001144295,0.0001266865,0.0001236436,0.0001169536,7.373392E-5,9.214387E-5,5.98119E-5,4.054584E-5,0.0001721948,0.0001452334,0.0001644155,0.0001354289,0.0001381966,4.460735E-5,1.903637E-5,1.942624E-5,0.0001059771,0.000214582,0.0001446129,8.049767E-5,9.253193E-5,7.30957E-5,7.185595E-5,
2916.238,0.0002644873,0.0002258171,7.241667E-5,3.312916E-5,2.884132E-5,0.0001772702,0.0001248963,5.871498E-5,1.465242E-5,0.0003304329,0.0002898972,0.0002777202,0.0001735451,0.0002071182,9.397836E-5,0.0001314288,7.052044E-5,0.0001060154,0.0003106475,0.0003036109,0.0003038287,0.0002506078,0.0001883723,9.049072E-5,9.899335E-5,4.941948E-5,0.0001591119,0.000345808,0.0003032657,0.0002590356,0.0002642056,0.0002333187,0.0002208924,0.000152029,0.0001617016,0.0001055224,5.43949E-5,0.0003052698,0.0002761756,0.0003028113,0.000277943,0.0002277537,9.020927E-5,2.655455E-5,3.533079E-5,0.0002020698,0.0003503284,0.0003104476,0.0001603789,0.0001536995,0.0001045166,0.0001475514,
