,180,172,188,192,196,200,204,208,212,182,186,190,176,194,198,202,206,210,178,174,170,166,162,168,158,154,150,181,185,189,193,197,201,205,164,209,213,177,173,169,165,161,157,153,149,160,179,175,156,152,148,184,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
6673.402,0.1051172,0.1036654,0.03083641,0.009277987,0.002659842,0.06285942,0.04645866,0.02054166,0.004073512,0.09764069,0.09680907,0.0903001,0.08262846,0.07407755,0.03552093,0.03773681,0.02972194,0.04297471,0.1044508,0.08835232,0.09007289,0.09013405,0.06452012,0.03016159,0.03925089,0.01271698,0.04956234,0.1010634,0.09911714,0.08743566,0.08137545,0.07727553,0.06979613,0.05351663,0.06199118,0.04216323,0.02429981,0.1028862,0.08794142,0.09343237,0.09005779,0.05507467,0.03851501,0.012066,0.01160522,0.07266583,0.1042748,0.09254888,0.06222516,0.05889655,0.04034641,0.05116909,
6669.544,0.1096682,0.1066595,0.03061378,0.009390119,0.002564502,0.06293561,0.0469597,0.02058875,0.004062877,0.0976207,0.09667869,0.08934505,0.08007322,0.07453424,0.03564121,0.03788309,0.0298561,0.04273555,0.1046887,0.08792917,0.09233423,0.08993873,0.0634046,0.0277824,0.03992887,0.01264984,0.05009905,0.1007102,0.09913876,0.08635695,0.08212141,0.07703187,0.07009481,0.0532499,0.06108352,0.04217571,0.02441409,0.101938,0.09031095,0.09491026,0.08947922,0.05481608,0.03861675,0.01248256,0.01128363,0.07328997,0.1036367,0.0915953,0.06204042,0.05936724,0.0405852,0.05208835,
6665.687,0.1127703,0.108133,0.0303903,0.009600252,0.002399639,0.06279396,0.04731892,0.02059407,0.004029191,0.09755143,0.09639701,0.08852611,0.07658284,0.07516448,0.03580437,0.03802359,0.03001204,0.04253065,0.1047811,0.08804451,0.09450965,0.08952725,0.06248349,0.02574488,0.04067234,0.01288183,0.05077772,0.1003806,0.09890979,0.08530093,0.08281258,0.07671075,0.07058603,0.05305968,0.06029148,0.04206293,0.02445595,0.1010267,0.09250162,0.09638411,0.08886991,0.05477086,0.03863369,0.01289745,0.01084828,0.07388232,0.1030681,0.09080642,0.06163394,0.05976916,0.04078193,0.05303767,
6661.830,0.1143328,0.1079128,0.03016404,0.009768526,0.002334008,0.06268468,0.0476413,0.02059606,0.004089655,0.09745044,0.09595659,0.08776881,0.07236467,0.07581319,0.03607468,0.03814374,0.03014268,0.04235514,0.1045606,0.08861195,0.09625631,0.08896518,0.06165223,0.02416649,0.04132742,0.01308424,0.05134872,0.1001055,0.09858609,0.08440395,0.08344286,0.07639173,0.07120026,0.05283379,0.05959671,0.04196272,0.02450944,0.1000172,0.09441011,0.09774622,0.08825739,0.05504678,0.03836979,0.01329979,0.01038883,0.07440404,0.1024738,0.09029994,0.06121854,0.06023723,0.0408386,0.05395109,
6657.972,0.114368,0.1061163,0.03000722,0.009825882,0.002417935,0.06261984,0.04805799,0.02071099,0.004239664,0.09733239,0.09537631,0.08718429,0.06776419,0.07646707,0.03630545,0.03827261,0.03026433,0.0422801,0.1039705,0.0894285,0.09756462,0.08829525,0.06081627,0.02308872,0.04179939,0.0131613,0.05174762,0.09980516,0.09825918,0.08360167,0.08416093,0.07591914,0.0717709,0.05256303,0.05915513,0.04192546,0.02454844,0.09890286,0.09617284,0.09896136,0.0875884,0.05565078,0.03790026,0.01364015,0.009942881,0.07481605,0.1018657,0.09002403,0.06088872,0.06063773,0.04089396,0.05477285,
6654.115,0.1129027,0.1028742,0.02988672,0.009826086,0.002487772,0.06238209,0.04847106,0.02100631,0.004332087,0.09729784,0.09477232,0.08681577,0.06305376,0.07713033,0.03637533,0.03839498,0.03039359,0.04229512,0.1030376,0.09040487,0.09863158,0.08754861,0.06005159,0.02247832,0.04216531,0.01341776,0.05216652,0.0994188,0.09771162,0.08273463,0.0848829,0.07529441,0.07220174,0.05228971,0.0590368,0.04194582,0.02460526,0.09786523,0.09773309,0.09988719,0.08692863,0.05644812,0.03732092,0.01389643,0.009559377,0.07502417,0.1012543,0.08991428,0.06049767,0.06094682,0.04118645,0.05545014,
6650.257,0.1101839,0.09842189,0.02964714,0.009847903,0.002517301,0.06195125,0.04876307,0.02139748,0.00431794,0.09739182,0.09421851,0.08652001,0.05835064,0.07779795,0.03626205,0.03853664,0.03051721,0.04221184,0.1018164,0.09154197,0.09949689,0.08676619,0.05947741,0.02230049,0.04246676,0.01388722,0.05260693,0.09903297,0.09688838,0.08185349,0.0854497,0.07470384,0.07251519,0.0519921,0.05908473,0.04201193,0.02477167,0.09702594,0.09891023,0.1005387,0.08628479,0.05728599,0.03658399,0.01405838,0.009250627,0.07512764,0.1005937,0.08997759,0.0599768,0.06124364,0.04165627,0.05593612,
6646.400,0.1066158,0.0931966,0.02923067,0.009952473,0.002534752,0.06140317,0.0489794,0.02173254,0.004284414,0.09748862,0.09373038,0.08636583,0.05385473,0.0784897,0.03596947,0.03875352,0.03064783,0.04195345,0.1004241,0.09288703,0.09996696,0.08590592,0.05919354,0.02248645,0.04260339,0.01427977,0.05303789,0.09872776,0.09590354,0.08113246,0.08594327,0.07425679,0.07279935,0.05170188,0.05922202,0.04203134,0.024997,0.0963183,0.09967797,0.101159,0.08554047,0.05813924,0.0357274,0.01411862,0.00896675,0.07530255,0.09993287,0.09030477,0.05945519,0.06143675,0.04199868,0.05620244,
6642.542,0.1024795,0.0876057,0.02878574,0.0101388,0.00243636,0.06074322,0.0492709,0.02196728,0.004262145,0.09754393,0.09328554,0.08652263,0.04987261,0.07920957,0.03558843,0.03899487,0.0307765,0.04167084,0.09895553,0.09447446,0.1000111,0.08493073,0.05927713,0.02287277,0.04244771,0.01461,0.05346941,0.09852187,0.09485625,0.08056187,0.08640283,0.07383295,0.07308216,0.05162489,0.05952137,0.04194922,0.02518671,0.09567887,0.1000111,0.1016955,0.08470379,0.05900571,0.03485175,0.01418918,0.008683633,0.07546854,0.09937442,0.09105035,0.0590097,0.06148879,0.04213254,0.0562136,
6638.685,0.0979155,0.08203182,0.02847696,0.01037041,0.002228433,0.06005167,0.04968205,0.02215468,0.004256378,0.09759212,0.09282751,0.08683918,0.04656018,0.07995863,0.03522525,0.0392069,0.03086065,0.04143851,0.09744539,0.09614925,0.09985333,0.08388334,0.05959789,0.02341249,0.04201061,0.01504399,0.05377186,0.09843938,0.09393294,0.08013424,0.08672573,0.07331917,0.07336622,0.05182102,0.060036,0.04178452,0.0252535,0.0950533,0.09986818,0.1019235,0.08381839,0.05992599,0.03396107,0.01439061,0.008359661,0.07553423,0.09894948,0.09220359,0.05858016,0.0614966,0.04226203,0.05601233,
6634.827,0.09311367,0.07674346,0.02828183,0.01062695,0.002110846,0.05940471,0.05003655,0.02230068,0.004291669,0.09762558,0.09233209,0.08722387,0.04381286,0.08058417,0.03489041,0.03944573,0.0309033,0.04118309,0.09579663,0.09772807,0.09962372,0.08287316,0.05992913,0.02416059,0.04146325,0.01554925,0.05387999,0.09844439,0.0932259,0.07994568,0.0869214,0.07278687,0.0736253,0.05195732,0.06072557,0.041512,0.02518518,0.09441794,0.09946523,0.1017723,0.0828682,0.06098802,0.03299595,0.01462993,0.007987648,0.07554734,0.09873976,0.09350365,0.05810853,0.06146078,0.04256102,0.05575316,
6630.970,0.08822521,0.07173448,0.02808797,0.0108532,0.00215209,0.05870191,0.05019031,0.02234987,0.004400674,0.09763416,0.09180681,0.08784473,0.04140991,0.08088861,0.03459257,0.03970339,0.03095598,0.04091325,0.09397258,0.09923287,0.09922557,0.08194484,0.06031166,0.02514908,0.04086519,0.01604591,0.0538501,0.09846096,0.09256963,0.08005746,0.0870157,0.07229196,0.07377682,0.0518728,0.06150172,0.04117064,0.02512196,0.09400298,0.09904836,0.1012581,0.08192656,0.06212451,0.03202475,0.01471222,0.007817077,0.07546784,0.09883679,0.09474821,0.05766259,0.06131835,0.04295733,0.05549276,
6627.112,0.08332669,0.06694338,0.02786192,0.01100694,0.002142245,0.05784117,0.05024759,0.02229282,0.004610921,0.09764466,0.09143721,0.08866408,0.03931316,0.08107012,0.03430927,0.03985905,0.031072,0.04070877,0.09216702,0.1006685,0.09850503,0.08097777,0.06100076,0.02647509,0.04011279,0.01648359,0.0536589,0.09848627,0.09185328,0.08046704,0.08694971,0.07183357,0.07378007,0.05185679,0.06236094,0.04085339,0.02515639,0.09393121,0.09850737,0.100515,0.08110489,0.06318425,0.03118747,0.01456606,0.007973338,0.07519763,0.09914488,0.0959997,0.05742101,0.06109139,0.04332351,0.05504674,
6623.255,0.07862695,0.06249185,0.02768324,0.01111046,0.001978655,0.05690644,0.05030567,0.02229288,0.004835359,0.09769357,0.09141035,0.08953871,0.03777562,0.08136003,0.0339601,0.03988845,0.03119878,0.0405566,0.09050114,0.1019177,0.09745118,0.07990768,0.06203194,0.02808884,0.03919771,0.01690499,0.05333194,0.0985464,0.09126683,0.08100592,0.08672027,0.07144176,0.07362115,0.05206424,0.06335181,0.04060769,0.02521293,0.09403086,0.0976138,0.09968594,0.08040819,0.06412183,0.03049305,0.01428374,0.008136855,0.0747041,0.09953151,0.09742887,0.05742553,0.06076327,0.04365514,0.05423959,
6619.398,0.07432175,0.05856507,0.02764369,0.01119498,0.001839283,0.05610323,0.05031384,0.02248993,0.004978642,0.09780589,0.09151428,0.0905126,0.03698344,0.08155581,0.03348092,0.03986712,0.03125092,0.04043917,0.08901923,0.102979,0.09621368,0.07889832,0.06322431,0.02978486,0.03822108,0.01735494,0.0529954,0.09868246,0.09098932,0.08151096,0.08637788,0.07113496,0.07336544,0.05236174,0.06442323,0.04049737,0.02516435,0.09429193,0.0963931,0.09880048,0.07976211,0.06497809,0.02992032,0.01403063,0.008159632,0.07407533,0.1000025,0.09905767,0.05749848,0.06027073,0.0439119,0.05315126,
6615.540,0.07037344,0.05528455,0.02769827,0.01126693,0.001814817,0.05549274,0.0502015,0.02270859,0.005060121,0.09805134,0.09153016,0.09150562,0.03681744,0.08153715,0.03288409,0.0398102,0.03122883,0.04043904,0.08783985,0.1038952,0.09495619,0.07812797,0.06441922,0.03158101,0.0372034,0.01773951,0.05264521,0.0990029,0.09090806,0.08210841,0.08596382,0.07095353,0.07313824,0.05264711,0.06548725,0.04046307,0.02498955,0.0948286,0.09498849,0.09782805,0.07914966,0.06573444,0.02954885,0.01385858,0.008261876,0.07349031,0.1006039,0.1006758,0.0574995,0.05972205,0.04407228,0.05196764,
6611.683,0.06673497,0.05266787,0.02772092,0.01131755,0.001755611,0.054911,0.04997823,0.02278062,0.005113473,0.09845087,0.09156246,0.0923334,0.03713592,0.08143114,0.03231952,0.03972679,0.03118831,0.04051488,0.08699384,0.1045576,0.09372039,0.07751668,0.06548215,0.03358306,0.03611601,0.01800217,0.05215259,0.09956463,0.09086838,0.0829759,0.08545109,0.07090227,0.07291941,0.052879,0.0665334,0.04037728,0.02480414,0.09564219,0.09343305,0.09671428,0.07867823,0.06631434,0.02938906,0.01367768,0.008536267,0.07297043,0.1013879,0.1020152,0.05753133,0.05920943,0.04422081,0.05082082,
6607.825,0.06356537,0.05057973,0.02769761,0.01136518,0.001643134,0.05435131,0.04974788,0.02280195,0.005133278,0.09892119,0.09166932,0.09309649,0.03798304,0.08118937,0.03191157,0.03965102,0.03120841,0.0405734,0.0865089,0.1049238,0.09238721,0.07693626,0.06649833,0.03573095,0.03500748,0.01817371,0.05145407,0.1003153,0.09094489,0.08399431,0.08476017,0.07088603,0.07261367,0.05306944,0.06758944,0.04025669,0.02473702,0.09674983,0.09177142,0.0954506,0.07845797,0.06671129,0.02933838,0.01335189,0.008843976,0.07239605,0.1024043,0.1030709,0.05771768,0.05865272,0.04431929,0.04979748,
6603.968,0.06104685,0.04897111,0.02774881,0.01136989,0.001654026,0.05399534,0.04951301,0.02282715,0.005094862,0.09937873,0.09181693,0.09398111,0.03946813,0.08075335,0.03160224,0.03954421,0.03124424,0.04071629,0.0865562,0.1051093,0.09086749,0.07649033,0.06760507,0.03792423,0.03397186,0.01831363,0.05060176,0.1011615,0.09131134,0.08499976,0.08392474,0.07090512,0.07220606,0.05332307,0.06859919,0.04013911,0.0248003,0.09811417,0.09009603,0.09412964,0.07851529,0.06699223,0.02940995,0.01283757,0.009081432,0.07175203,0.1036739,0.1041041,0.05797777,0.05804205,0.04426622,0.0488987,
6600.110,0.05916434,0.04796957,0.02788947,0.01125038,0.001804649,0.05388306,0.04924048,0.0227619,0.005035647,0.0998066,0.09205772,0.09493623,0.0415495,0.08028246,0.03130072,0.03941393,0.03126584,0.04091106,0.08722226,0.1051252,0.08928766,0.07629791,0.06864085,0.04009294,0.03311014,0.01847385,0.04967508,0.1019636,0.09194555,0.08599317,0.08305437,0.07107641,0.07175848,0.05367193,0.06942234,0.04009325,0.02485209,0.09957214,0.08837488,0.09283811,0.07888045,0.06715592,0.02966056,0.0123028,0.009341327,0.0710932,0.1051244,0.1051279,0.05826119,0.05743789,0.04413182,0.04803903,
6596.253,0.0578314,0.04763344,0.02803014,0.01109034,0.001956574,0.05393454,0.04896874,0.02257097,0.005062629,0.1002866,0.09238208,0.09579618,0.04408877,0.07984962,0.03106001,0.03932153,0.03127657,0.04100867,0.08837534,0.1048893,0.08778321,0.07631928,0.06951211,0.04214694,0.03252759,0.01857296,0.04879707,0.1027419,0.09264038,0.08689719,0.08221587,0.07144187,0.07135136,0.05399425,0.07002866,0.04020934,0.02473045,0.1010144,0.08652978,0.09154977,0.07955136,0.06706826,0.03006929,0.01184961,0.009667302,0.07043444,0.1065552,0.1058062,0.0586178,0.05684878,0.04399151,0.04719124,
6592.395,0.0571221,0.0479411,0.02824064,0.01099173,0.002046151,0.05403604,0.04855881,0.02238026,0.005144303,0.100838,0.0926671,0.0964999,0.04710737,0.07934179,0.03097776,0.03915072,0.03116632,0.04109566,0.08986128,0.1044371,0.08632337,0.07650506,0.07030025,0.04401951,0.03226819,0.01855882,0.04809366,0.1036763,0.09327109,0.08768753,0.08145484,0.07191781,0.07096121,0.05417089,0.07049573,0.04041373,0.02448043,0.1024259,0.08462004,0.09033692,0.08041006,0.0667061,0.03064325,0.01134485,0.009979924,0.0697879,0.1078489,0.1060177,0.05904355,0.05631647,0.04381502,0.04644964,
6588.538,0.0571252,0.04887623,0.02857783,0.01088725,0.002040472,0.05418492,0.04793457,0.02233285,0.005202462,0.101342,0.09287591,0.09705903,0.0506678,0.07872109,0.03100866,0.03882165,0.03107134,0.04127185,0.09165179,0.1038084,0.08493248,0.07695281,0.07093778,0.04569186,0.03223291,0.01852598,0.04749414,0.1046897,0.09384742,0.08848222,0.08079016,0.07241914,0.07048329,0.05425022,0.07079015,0.0405669,0.02429041,0.1038119,0.08278431,0.08934998,0.08144385,0.06622864,0.03132111,0.01075964,0.01029668,0.0691875,0.1090274,0.1059264,0.05953081,0.05588705,0.04357571,0.04589514,
6584.680,0.05782656,0.05044987,0.02896796,0.01076401,0.001956474,0.05456648,0.04735526,0.0223206,0.005278741,0.1016816,0.09307728,0.09746543,0.05465444,0.07803799,0.03110879,0.03849163,0.03110209,0.04149402,0.09368771,0.1028936,0.08378709,0.07778437,0.07131584,0.0470814,0.03225768,0.01842103,0.04689084,0.1055865,0.09442973,0.08923865,0.08019431,0.07296705,0.06994347,0.05439571,0.07081117,0.0406262,0.02420007,0.1050709,0.08118301,0.0885203,0.08274577,0.06566255,0.03199329,0.01030448,0.01059801,0.06866019,0.1100708,0.1056258,0.06004027,0.05547097,0.04326524,0.04552822,
6580.823,0.05932285,0.05277195,0.02938306,0.01070003,0.00194712,0.05521852,0.04695704,0.02214751,0.005303269,0.1018309,0.09332636,0.09775634,0.05887466,0.07729559,0.03133932,0.03822014,0.03102731,0.04172879,0.09577348,0.1016466,0.08295913,0.0789741,0.0714641,0.04805205,0.03230824,0.01812232,0.04632515,0.1063201,0.095114,0.08987671,0.07963017,0.07360338,0.06948063,0.05466944,0.07057445,0.04063911,0.0241492,0.1060393,0.07994515,0.0877452,0.08414762,0.06493888,0.03266432,0.01012034,0.01084763,0.06827328,0.1109067,0.1051514,0.06049819,0.05505858,0.04294874,0.04532297,
6576.965,0.06171368,0.05596535,0.02978035,0.0106193,0.002086658,0.05598557,0.04656314,0.0218917,0.00520655,0.1018663,0.09367294,0.09787957,0.06320308,0.07651607,0.03167774,0.0379346,0.03084243,0.04197371,0.09783754,0.1001917,0.08230859,0.08042183,0.07148883,0.04850839,0.03249438,0.0177281,0.04582846,0.1068145,0.09587874,0.09041937,0.07913084,0.07432771,0.06911957,0.0549514,0.0701583,0.0407032,0.02413223,0.1066706,0.07900962,0.08706099,0.0854355,0.06408249,0.033325,0.01004227,0.01110564,0.06811599,0.1115027,0.1044314,0.06090304,0.0548363,0.04272718,0.04528855,
6573.108,0.06497297,0.06002849,0.03010947,0.01036818,0.002296462,0.05682813,0.04604504,0.02168315,0.005132076,0.1018293,0.09411254,0.09770782,0.06755906,0.07577403,0.03200706,0.03766954,0.03068994,0.04216529,0.09994597,0.09865932,0.08173357,0.08200085,0.07142956,0.04833683,0.03285629,0.01729186,0.0454316,0.1070091,0.09654336,0.09075913,0.07876404,0.07504386,0.06880599,0.05509082,0.06963187,0.04087007,0.0241382,0.1070277,0.07826868,0.08655807,0.0867162,0.0630588,0.03395455,0.009865605,0.01132918,0.06818736,0.1118256,0.1032938,0.061228,0.0548294,0.04256421,0.04543281,
6569.251,0.06913277,0.06491837,0.03036806,0.01001557,0.002474927,0.05775128,0.04550468,0.02150282,0.005108831,0.1016661,0.09455102,0.09728364,0.07182957,0.07510404,0.03233895,0.03749139,0.03048613,0.04223849,0.1019913,0.09707272,0.08135663,0.0835804,0.07121112,0.04740524,0.03334298,0.01668416,0.04528995,0.1069522,0.09703352,0.09079642,0.07854644,0.07559714,0.06851819,0.05507783,0.06905406,0.04105766,0.02420548,0.1072241,0.07781868,0.08632549,0.08801603,0.06188292,0.03466456,0.009676395,0.01146642,0.06839684,0.1118312,0.101836,0.06149162,0.05492229,0.04231114,0.04569738,
6565.393,0.07415698,0.07052448,0.03049767,0.009778908,0.002555574,0.05863457,0.04513893,0.0213116,0.005007556,0.1014263,0.09495535,0.09665399,0.07588089,0.07448531,0.03280205,0.03742066,0.03016579,0.04232709,0.103747,0.0953752,0.08138524,0.08507142,0.07080455,0.04571965,0.03399066,0.01593649,0.04550083,0.1067298,0.09742992,0.09071169,0.07847387,0.07601786,0.06824666,0.05498786,0.06834991,0.04119784,0.02433245,0.1072859,0.07781878,0.0863354,0.08912268,0.060774,0.03550197,0.009665909,0.0116109,0.06864909,0.1115912,0.1002815,0.06182213,0.05513336,0.04189389,0.0461226,
6561.536,0.07987925,0.07658328,0.03049339,0.009687793,0.002559783,0.05936497,0.04500371,0.02109415,0.004826312,0.1012364,0.09535361,0.09578232,0.07951287,0.07394014,0.0333185,0.03744325,0.02985767,0.04259454,0.1051119,0.09362417,0.08186825,0.08645906,0.07022303,0.04345979,0.03482223,0.01522038,0.04590925,0.1064372,0.09784268,0.09060496,0.07853004,0.07641611,0.06807096,0.05491649,0.06738494,0.04134424,0.02439205,0.1071047,0.07826502,0.08662145,0.0899909,0.05975562,0.03628807,0.009827322,0.01186492,0.06895868,0.1112032,0.09869444,0.06216708,0.05547942,0.0413852,0.04681616,
6557.678,0.08612948,0.08284137,0.03057623,0.009623139,0.002544716,0.05998379,0.04499526,0.02089535,0.00464307,0.1009701,0.09574967,0.09471919,0.08239986,0.07359862,0.03374123,0.03746753,0.02968005,0.04290644,0.1061178,0.09199595,0.08269747,0.08775859,0.06944961,0.04085247,0.03577096,0.01455326,0.04634492,0.1060676,0.09833572,0.09024038,0.07875056,0.07675185,0.0680856,0.05490821,0.0662204,0.04154366,0.02431982,0.1065679,0.0790652,0.0872907,0.09069359,0.05862878,0.0368529,0.0100392,0.01213059,0.0694267,0.1105902,0.09711517,0.062388,0.05583065,0.04090805,0.04768639,
6553.821,0.09259026,0.08910903,0.03084413,0.009524352,0.002550855,0.06063436,0.04503106,0.02076421,0.004458379,0.100435,0.0961406,0.09361178,0.0843014,0.07350765,0.03417993,0.03739979,0.02953592,0.04308154,0.1067813,0.09056095,0.08382729,0.08887336,0.0685235,0.03810483,0.03672141,0.01389775,0.04680909,0.1054714,0.09879342,0.08953824,0.07919496,0.07697443,0.06821521,0.05486346,0.06500253,0.04174966,0.02414527,0.1057508,0.08028876,0.08820213,0.09118335,0.05744897,0.03728804,0.01029138,0.01219826,0.07005805,0.1096525,0.09552349,0.06246033,0.0561691,0.04057023,0.04857504,
6549.963,0.09895256,0.095188,0.03106103,0.009387086,0.002558756,0.0613586,0.045105,0.02069828,0.004301008,0.09978923,0.096447,0.09258591,0.08514826,0.07350605,0.03466231,0.03727614,0.02936515,0.0432062,0.1071485,0.08933415,0.08528584,0.08974241,0.06748224,0.03530204,0.03752792,0.01331906,0.0473033,0.1046268,0.09905228,0.08871656,0.07976847,0.07710933,0.06837473,0.0547142,0.06379422,0.04188754,0.02398835,0.1048418,0.08207376,0.08922375,0.09139311,0.05641934,0.03780441,0.01062247,0.01211642,0.07073832,0.10846,0.09392905,0.06235319,0.05665658,0.04038852,0.04948339,
6546.106,0.1050858,0.1007558,0.03111806,0.009262526,0.002582232,0.06204108,0.04527086,0.02064325,0.00426913,0.09926566,0.09655555,0.09157349,0.08481237,0.07352086,0.03503563,0.03718869,0.02931025,0.04333794,0.1073805,0.08839312,0.08703166,0.0903986,0.06637221,0.03245936,0.03820791,0.0129229,0.04777842,0.103773,0.099152,0.08787046,0.08034272,0.07722349,0.0686325,0.05447476,0.06265948,0.04196655,0.0240086,0.1037409,0.08425087,0.09048709,0.09135183,0.05559248,0.03840254,0.01100388,0.01206003,0.07141583,0.1071027,0.09245446,0.0621164,0.05721744,0.04023841,0.05046374,
6542.248,0.1106606,0.1053226,0.0311144,0.009239421,0.002618092,0.06258845,0.04556371,0.02053162,0.004255758,0.09883702,0.09643197,0.0904569,0.08322509,0.07370087,0.03531146,0.03713667,0.02936429,0.04336002,0.1074513,0.08772699,0.08896943,0.09075809,0.06524259,0.02979455,0.03885572,0.0127727,0.04822428,0.1030339,0.09920222,0.08697762,0.08091276,0.07736909,0.06905283,0.05415419,0.06162773,0.04203479,0.02416873,0.1023172,0.0865034,0.09206038,0.09110159,0.05499041,0.03884937,0.01141853,0.01198426,0.07217477,0.1056613,0.0911016,0.06188921,0.05765008,0.04007028,0.05152569,
6538.391,0.1150573,0.1084203,0.03109145,0.009327966,0.002611351,0.06299405,0.04591689,0.02038206,0.004118391,0.0983883,0.09610787,0.08934794,0.08054536,0.07410569,0.03558673,0.03713026,0.02938105,0.04328334,0.1071266,0.08723281,0.09099662,0.0907874,0.06407496,0.02754702,0.03950498,0.01279183,0.04874171,0.1022931,0.09914473,0.08604942,0.081499,0.07742825,0.06954297,0.05377207,0.06067354,0.04214717,0.02426976,0.100772,0.08879074,0.09377065,0.09063372,0.05463577,0.03896563,0.01183406,0.01179327,0.07298092,0.1042321,0.08991969,0.06168214,0.05808994,0.03998899,0.05269129,
6534.533,0.1178153,0.109705,0.03101908,0.009435336,0.002592167,0.06323338,0.04628288,0.02025786,0.003990051,0.09792377,0.09570631,0.08838883,0.07692555,0.07461148,0.03583985,0.03725602,0.0293889,0.04322082,0.1064,0.08696298,0.09307024,0.09058842,0.06290269,0.0257182,0.04021429,0.01285459,0.0494076,0.1014765,0.09885938,0.08509577,0.08209391,0.07719132,0.06995324,0.05336529,0.05980197,0.0422934,0.02425905,0.09924975,0.0911702,0.09544485,0.08996285,0.05447333,0.03887552,0.01219438,0.01152075,0.07366265,0.1027223,0.08907585,0.06143177,0.05874424,0.04003038,0.05384973,
6530.676,0.1188698,0.1090739,0.03074688,0.0094851,0.002569756,0.06327616,0.04667844,0.02022663,0.003971104,0.09752053,0.09534489,0.08760207,0.07253875,0.07518914,0.03600236,0.03752476,0.02945927,0.04317327,0.1054521,0.08714375,0.09513912,0.09016792,0.06180115,0.02423598,0.04094066,0.01293246,0.05008739,0.1006396,0.098393,0.08414391,0.08273083,0.07668498,0.07031829,0.0530166,0.05904802,0.04231569,0.02426353,0.09770168,0.09348883,0.09708406,0.0891577,0.05448439,0.03879129,0.01254683,0.01124896,0.07424851,0.1010661,0.08852839,0.06118505,0.05946564,0.04015658,0.05475544,
6526.819,0.1182938,0.1067258,0.03022566,0.009516656,0.00250628,0.06318377,0.04712201,0.02029306,0.003941572,0.09722074,0.09500682,0.08701661,0.0677346,0.07593608,0.03609123,0.03780019,0.02956003,0.04308155,0.1043014,0.08783827,0.09696028,0.08950487,0.06081272,0.02310954,0.04150696,0.01301312,0.0506704,0.09988112,0.09781467,0.08316965,0.08346885,0.07618462,0.07077999,0.05274778,0.05853312,0.04221656,0.02436812,0.09611786,0.09556978,0.09865835,0.08834898,0.05472607,0.03863268,0.01293428,0.0109868,0.07482386,0.09940887,0.08814012,0.06095964,0.05996704,0.04035278,0.05540829,
6522.961,0.1161866,0.1029423,0.02973224,0.009665961,0.002456452,0.06298123,0.04760314,0.02040448,0.003832114,0.0970091,0.09461954,0.0866192,0.06284481,0.07684023,0.03619776,0.03793605,0.029663,0.04293655,0.1029021,0.08883485,0.09840264,0.08869166,0.05997802,0.02233639,0.0418695,0.01309618,0.05120662,0.09918482,0.0970779,0.08222365,0.08423658,0.07581717,0.07133265,0.05248882,0.05831628,0.0421763,0.02450341,0.09458232,0.09741841,0.1000617,0.08759642,0.05523658,0.03820192,0.0133243,0.01061046,0.07527635,0.09782316,0.08795259,0.06060477,0.06022628,0.04060903,0.05599826,
6519.104,0.1128291,0.09809468,0.02940826,0.009878331,0.002455402,0.0625686,0.04801241,0.02056528,0.003740341,0.09679724,0.09414141,0.08637261,0.05804353,0.07774423,0.03629024,0.03802777,0.02976085,0.04276001,0.1012881,0.08998673,0.09957954,0.08775585,0.05932556,0.0217817,0.04221387,0.01330733,0.05174317,0.09845974,0.09621186,0.08147515,0.08488765,0.07538994,0.07192177,0.0522023,0.0582568,0.04218738,0.02455654,0.09311453,0.09898348,0.1012039,0.08675349,0.0560277,0.03747858,0.01372229,0.0101031,0.07552299,0.09634185,0.08811436,0.06004844,0.06044978,0.04092262,0.05652765,
6515.246,0.1085698,0.09268471,0.02906127,0.009993501,0.002417618,0.06192824,0.04834394,0.02078671,0.003777369,0.09655641,0.09358463,0.08628783,0.05347938,0.0785268,0.03620818,0.03826219,0.02985279,0.04249547,0.09940712,0.09130254,0.1004639,0.0865993,0.05880282,0.02146237,0.04260987,0.01375962,0.05230359,0.09772224,0.0952822,0.08086859,0.08543748,0.07476232,0.07250004,0.05194071,0.05833182,0.04211148,0.0246098,0.09156466,0.1000529,0.1019552,0.08578277,0.05703124,0.0366099,0.01409002,0.009690602,0.07563461,0.09504564,0.08871344,0.05943009,0.06077267,0.04121736,0.05683782,
