;2;
Wavenumbers [1/cm];Transmittance;
7496,969;0,07180805;
7495,040;0,07160918;
7493,112;0,07132363;
7491,183;0,07117978;
7489,254;0,07100473;
7487,326;0,0709224;
7485,397;0,07129098;
7483,468;0,07155056;
7481,539;0,07118876;
7479,611;0,0707404;
7477,682;0,0703893;
7475,753;0,06973962;
7473,824;0,06908921;
7471,896;0,06888553;
7469,967;0,06904026;
7468,038;0,06933668;
7466,110;0,06956109;
7464,181;0,06966062;
7462,252;0,06974443;
7460,323;0,06995305;
7458,395;0,07022666;
7456,466;0,07037021;
7454,537;0,07066608;
7452,608;0,07134937;
7450,680;0,07180174;
7448,751;0,07149658;
7446,822;0,07097735;
7444,893;0,07104236;
7442,965;0,07159534;
7441,036;0,07203642;
7439,107;0,07226691;
7437,179;0,07281251;
7435,250;0,07381459;
7433,321;0,07455114;
7431,392;0,07455366;
7429,464;0,07401101;
7427,535;0,07357367;
7425,606;0,07408404;
7423,677;0,07517383;
7421,749;0,07567373;
7419,820;0,07585511;
7417,891;0,07638646;
7415,963;0,07700961;
7414,034;0,07782591;
7412,105;0,07897732;
7410,176;0,07997112;
7408,248;0,08053012;
7406,319;0,08089302;
7404,390;0,08135724;
7402,461;0,08192787;
7400,533;0,08270576;
7398,604;0,0838256;
7396,675;0,08487012;
7394,747;0,08552858;
7392,818;0,08604836;
7390,889;0,08675399;
7388,960;0,0876708;
7387,032;0,08853456;
7385,103;0,08934937;
7383,174;0,09039296;
7381,245;0,09144215;
7379,317;0,09213006;
7377,388;0,0930853;
7375,459;0,0947099;
7373,531;0,09601193;
7371,602;0,09678463;
7369,673;0,09802472;
7367,744;0,09970137;
7365,816;0,1012143;
7363,887;0,1027903;
7361,958;0,1043638;
7360,029;0,105417;
7358,101;0,1063259;
7356,172;0,1075074;
7354,243;0,1087407;
7352,314;0,1101753;
7350,386;0,1118812;
7348,457;0,113448;
7346,528;0,1150115;
7344,600;0,1168845;
7342,671;0,1187538;
7340,742;0,1206091;
7338,813;0,1227855;
7336,885;0,1248133;
7334,956;0,1261286;
7333,027;0,1273167;
7331,098;0,1292701;
7329,170;0,1316941;
7327,241;0,1336724;
7325,312;0,1350804;
7323,384;0,1364371;
7321,455;0,1382114;
7319,526;0,1402088;
7317,597;0,1419455;
7315,669;0,143968;
7313,740;0,1466399;
7311,811;0,1489328;
7309,882;0,150621;
7307,954;0,1525587;
7306,025;0,1546833;
7304,096;0,1565659;
7302,168;0,1583585;
7300,239;0,1602878;
7298,310;0,1623355;
7296,381;0,1644579;
7294,453;0,1668832;
7292,524;0,1695914;
7290,595;0,1718513;
7288,666;0,1733383;
7286,738;0,1748613;
7284,809;0,1768635;
7282,880;0,1788823;
7280,952;0,180851;
7279,023;0,1826971;
7277,094;0,1839249;
7275,165;0,1849899;
7273,237;0,1867324;
7271,308;0,1886074;
7269,379;0,1897462;
7267,450;0,1905534;
7265,522;0,1916851;
7263,593;0,1929689;
7261,664;0,193906;
7259,736;0,194584;
7257,807;0,195551;
7255,878;0,196683;
7253,949;0,1976686;
7252,021;0,1987284;
7250,092;0,199807;
7248,163;0,2004627;
7246,234;0,2004762;
7244,306;0,2003954;
7242,377;0,2008533;
7240,448;0,2012792;
7238,519;0,2009657;
7236,591;0,2004136;
7234,662;0,200332;
7232,733;0,2005062;
7230,805;0,2003884;
7228,876;0,199898;
7226,947;0,1991757;
7225,018;0,1983626;
7223,090;0,1974897;
7221,161;0,1964335;
7219,232;0,1953127;
7217,303;0,1943761;
7215,375;0,1934827;
7213,446;0,1923324;
7211,517;0,1909977;
7209,589;0,1895549;
7207,660;0,1878233;
7205,731;0,1859139;
7203,802;0,1840546;
7201,874;0,1823286;
7199,945;0,1807645;
7198,016;0,178993;
