,50_hexanon_in_hexane,60_hexanon_in_hexane,60_hexanon_in_hexane,70_hexanon_in_hexane,70_hexanon_in_hexane,80_hexanon_in_hexane,80_hexanon_in_hexane,90_hexanon_in_hexane,90_hexanon_in_hexane,100_hexanon_in_hexane,100_hexanon_in_hexane,20_hexanon_in_hexane,20_hexanon_in_hexane,30_hexanon_in_hexane,30_hexanon_in_hexane,40_hexanon_in_hexane,40_hexanon_in_hexane,50_hexanon_in_hexane,10_hexanon_in_hexane,10_hexanon_in_hexane,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
4960.691,0.03881413,0.0644916,0.04508204,0.05313538,0.07007801,0.05632063,0.05846026,0.08276235,0.05491893,0.05005681,0.1015238,0.03975073,0.1074253,0.03609902,0.102289,0.08704762,0.03704172,0.07329478,0.1085771,0.04571563,
4956.833,0.03668464,0.07031165,0.04121987,0.0473941,0.07563146,0.06069065,0.05155934,0.07143826,0.05882432,0.05044276,0.08759432,0.04241465,0.1080467,0.03673042,0.1045088,0.09173823,0.03590415,0.07952363,0.1087747,0.05018113,
4952.976,0.03530282,0.07628339,0.03837939,0.04291105,0.08105651,0.06584378,0.04613661,0.06196558,0.06364973,0.05216036,0.07543271,0.04603497,0.1080111,0.03804331,0.1061245,0.09584007,0.03544642,0.08547977,0.1082964,0.05591484,
4949.118,0.03458434,0.0820318,0.03639325,0.03956606,0.0861009,0.07136687,0.04194956,0.05426136,0.06897635,0.05518193,0.06518951,0.05073896,0.107309,0.04010535,0.1070816,0.09932615,0.03561461,0.09093054,0.1071415,0.06307369,
4945.261,0.03452333,0.08733865,0.03517339,0.0372127,0.09059544,0.07688705,0.03881745,0.04812108,0.07441074,0.05933797,0.05678199,0.05669387,0.1059488,0.04302121,0.1073844,0.1021945,0.03642377,0.09575449,0.1052959,0.07180866,
4941.403,0.03511195,0.09211478,0.0346288,0.03565492,0.09451123,0.08216313,0.03661475,0.04331103,0.07969373,0.06428917,0.05003413,0.06410737,0.1039372,0.04693836,0.1070518,0.1044478,0.03795264,0.09990288,0.1027616,0.08223139,
4937.546,0.03631916,0.09630194,0.03467959,0.03478163,0.09787297,0.08704966,0.03521432,0.03967232,0.08464719,0.06962181,0.04473994,0.07315357,0.1012316,0.05202252,0.1060689,0.1060645,0.04027799,0.1033409,0.09954271,0.09434667,
4933.688,0.03820902,0.09984643,0.03534583,0.03457367,0.1006547,0.09142116,0.03452102,0.03706478,0.08913494,0.07499489,0.04069583,0.08390176,0.09780874,0.05845357,0.1044073,0.1070265,0.04348175,0.106051,0.09564952,0.1079427,
4929.831,0.0409314,0.1027093,0.0367005,0.03502125,0.1028265,0.09519465,0.03447741,0.03531555,0.09307162,0.08015207,0.03771172,0.09629689,0.09376193,0.06641527,0.102053,0.1073479,0.04770768,0.1080299,0.09117025,0.1224807,
4925.974,0.04463146,0.1048814,0.03881406,0.03612547,0.1043878,0.09836242,0.03505636,0.03428759,0.09643278,0.08488059,0.03562158,0.1100923,0.0892166,0.07604112,0.09900891,0.1070212,0.05315709,0.10928,0.08624753,0.1369788,
4922.116,0.04948242,0.1063794,0.04178583,0.03792727,0.1053222,0.1009499,0.03629176,0.03391035,0.09922708,0.08907969,0.03428729,0.1246963,0.08424503,0.08737476,0.09532625,0.1059954,0.06004092,0.1097963,0.08101656,0.1498996,
4918.259,0.05573775,0.1072083,0.04577105,0.04052825,0.1056049,0.1029416,0.03825992,0.03415416,0.1014199,0.092755,0.03363284,0.1389973,0.07895923,0.1003179,0.0910724,0.1042339,0.06854953,0.1095483,0.07562601,0.1593117,
4914.401,0.06367507,0.1073631,0.05094652,0.04408598,0.1052489,0.1043007,0.04106764,0.03502316,0.1029899,0.09588139,0.03364201,0.1513159,0.07357444,0.1144949,0.08631358,0.1017456,0.07883152,0.1085042,0.07025526,0.1634242,
4910.544,0.07349604,0.1068435,0.05749177,0.04876347,0.1042841,0.1050263,0.04485517,0.03658362,0.1039831,0.09841994,0.0343053,0.159696,0.06833213,0.1291073,0.08118487,0.09854701,0.09092787,0.1066458,0.0651103,0.161282,
4906.686,0.08530938,0.105617,0.06562431,0.05471845,0.1026797,0.1051268,0.04977344,0.03894484,0.1043963,0.1003764,0.03563333,0.1625016,0.06339883,0.1428533,0.07586192,0.09466185,0.1046519,0.1039619,0.06038233,0.1532217,
4902.829,0.09909648,0.1036445,0.07554998,0.06214284,0.1003715,0.1046039,0.05600743,0.04220025,0.104157,0.1017482,0.03768003,0.159057,0.05890694,0.1539496,0.07051846,0.09017731,0.1194731,0.1004694,0.05622986,0.1407228,
4898.971,0.1144916,0.1009276,0.08735125,0.07124096,0.09735706,0.1034278,0.06377052,0.04647887,0.1032254,0.1025214,0.04055538,0.1499577,0.05505003,0.1604621,0.06534307,0.08524092,0.1343637,0.09622107,0.05285248,0.1258176,
4895.114,0.1305236,0.09747726,0.1008941,0.08213522,0.09367,0.1015391,0.07321315,0.05198015,0.1016187,0.1026874,0.04441936,0.1368291,0.05202379,0.160982,0.06054595,0.07998315,0.1476906,0.09128444,0.05044551,0.1104266,
4891.256,0.1455622,0.09332366,0.1157251,0.09480355,0.08934706,0.09893941,0.08439789,0.05889075,0.09935888,0.1022476,0.0494175,0.1217384,0.04996709,0.1552615,0.05635516,0.0745239,0.1574449,0.08576456,0.04908714,0.09588718,
4887.399,0.1574821,0.08854905,0.130953,0.1090115,0.0845005,0.09567739,0.09729908,0.06737179,0.09644642,0.1012107,0.05569293,0.1065229,0.0490043,0.1443685,0.05295546,0.06905317,0.1618112,0.0798475,0.04886372,0.08289349,
4883.542,0.1640939,0.08328136,0.1451102,0.1241177,0.07931342,0.09177903,0.1116438,0.07756692,0.09290551,0.09955259,0.06344367,0.09236187,0.04924695,0.1302434,0.05047309,0.06381317,0.1598097,0.07378634,0.04994437,0.0717153,
4879.684,0.1639442,0.0776962,0.1561733,0.1388994,0.07395086,0.08728927,0.1266854,0.08948097,0.08879434,0.0972378,0.07284297,0.07981213,0.05076821,0.1149362,0.04902461,0.05902696,0.1517384,0.06782084,0.05239031,0.06237026,
4875.827,0.157027,0.07198098,0.1620244,0.1515656,0.06857738,0.08232148,0.1410788,0.1029098,0.08416949,0.09425697,0.08394685,0.06905218,0.0536006,0.100002,0.04871352,0.05487346,0.1391131,0.0621382,0.05609314,0.05471618,
4871.969,0.144778,0.06634061,0.1612823,0.1599955,0.06339587,0.07703381,0.1529105,0.1174212,0.07912061,0.09062653,0.09668437,0.06007615,0.05768414,0.0863817,0.04963426,0.05149109,0.1240624,0.05695832,0.06086269,0.04856497,
4868.112,0.1294147,0.06102304,0.1539739,0.1623555,0.05860848,0.0716053,0.1600532,0.1321186,0.07382732,0.08640701,0.1107574,0.05277288,0.06279007,0.07453783,0.05186644,0.0490081,0.1085704,0.05251079,0.06641407,0.0437432,
4864.254,0.1131434,0.05624844,0.1415501,0.1579509,0.05441419,0.06624168,0.1609062,0.1454077,0.06851622,0.0817058,0.1254558,0.04696232,0.06853785,0.06455255,0.05539732,0.04757875,0.09400655,0.04892549,0.07235996,0.04008082,
4860.397,0.09760644,0.05216914,0.1262618,0.1476456,0.05101328,0.06115121,0.155133,0.1551893,0.06339044,0.07665857,0.139492,0.04244993,0.07450879,0.05630171,0.06006998,0.04734448,0.08106296,0.04629425,0.07833023,0.03740528,
4856.539,0.08370358,0.04891873,0.1102819,0.1334243,0.04856098,0.05653055,0.1438544,0.1594733,0.05864407,0.07143496,0.1509608,0.03905137,0.08036418,0.04964369,0.06555755,0.04838448,0.06994566,0.04473396,0.08406361,0.03555521,
4852.682,0.07176936,0.04665482,0.09510708,0.1175264,0.04717267,0.05258737,0.129163,0.1571611,0.05446437,0.06622601,0.1577046,0.03658502,0.08587702,0.04442457,0.07140319,0.0507513,0.06063608,0.04434827,0.08936599,0.03441333,
4848.824,0.06184079,0.04553377,0.08153359,0.1018018,0.04698496,0.0495117,0.1133033,0.1485901,0.05102447,0.06122372,0.1581268,0.03489366,0.09089205,0.04043578,0.0772221,0.05443679,0.05304027,0.04522,0.09408063,0.03392025,
4844.967,0.05378805,0.04566723,0.06991588,0.08742958,0.04813137,0.04744861,0.09797896,0.1354253,0.04850833,0.05663463,0.1519528,0.03390522,0.0953017,0.03746479,0.08280879,0.05926293,0.04698999,0.04741466,0.09813195,0.03406167,
4841.109,0.04738921,0.04712008,0.06030322,0.0749321,0.05064807,0.04652221,0.08413941,0.1199359,0.04707281,0.05266256,0.1403911,0.03358905,0.09906609,0.03534805,0.08802444,0.06489151,0.04227164,0.05094372,0.1015303,0.0348441,
4837.252,0.0424125,0.04991424,0.05252247,0.06441884,0.05445917,0.04684135,0.07218183,0.1041739,0.04682573,0.04950199,0.1255947,0.03389244,0.1022004,0.03398044,0.09271563,0.07090733,0.0386938,0.05571235,0.1042959,0.03628558,
4833.395,0.03863864,0.05400285,0.04633774,0.05582549,0.05936151,0.04848663,0.06218169,0.08951318,0.04787292,0.04733925,0.1097739,0.03480868,0.1046885,0.03328933,0.09675581,0.07691224,0.03608174,0.06147357,0.1063989,0.03845294,
4829.537,0.03585939,0.05920009,0.04153873,0.04897118,0.06499438,0.05148962,0.05402827,0.07663021,0.05030422,0.04629475,0.0945559,0.03638502,0.1064739,0.03320695,0.1001213,0.0826219,0.03428438,0.06784544,0.1077916,0.04147101,
4825.680,0.0338949,0.06515906,0.03793795,0.04359085,0.07093994,0.05576533,0.04752426,0.06572992,0.05406889,0.04646157,0.08089223,0.03869483,0.1075501,0.03372471,0.1028496,0.08788206,0.03319329,0.07443801,0.1084699,0.04549064,
4821.822,0.03261795,0.07146344,0.03534631,0.03946237,0.07684679,0.06103364,0.0424485,0.05676303,0.05890463,0.04796872,0.06921083,0.04188738,0.1079528,0.03489485,0.1049353,0.09260558,0.03272573,0.08092236,0.1084549,0.05067586,
4817.965,0.03196759,0.07772122,0.03357042,0.0364301,0.08245104,0.06686502,0.03858879,0.04956336,0.06443623,0.05086294,0.05954739,0.0461477,0.1076865,0.0367572,0.1063663,0.09671259,0.03285743,0.08699213,0.1077341,0.05722154,
4814.107,0.03191628,0.08361726,0.0324664,0.03430957,0.08755844,0.07284039,0.03574684,0.043917,0.07028825,0.05500707,0.05171498,0.05163524,0.1067354,0.03940369,0.1071423,0.1001503,0.03361491,0.09242858,0.1062729,0.06534909,
4810.250,0.03245,0.08896937,0.0319747,0.03291578,0.09206571,0.07864822,0.03376241,0.03959002,0.07612219,0.06011643,0.04551714,0.05853357,0.1050691,0.04301788,0.1072241,0.1029244,0.03502926,0.09717283,0.1040575,0.07521562,
4806.392,0.03358851,0.09371389,0.03209078,0.03216177,0.09595151,0.08406869,0.03252634,0.03636266,0.08163643,0.06579255,0.04077703,0.06704124,0.1026325,0.04777231,0.1065861,0.1050406,0.03717265,0.1012123,0.1011184,0.086852,
4802.535,0.03539045,0.09780014,0.03280978,0.03202169,0.09919021,0.08894577,0.03195047,0.03403785,0.08662505,0.07160909,0.03721876,0.07730124,0.09941012,0.05382827,0.1052318,0.106467,0.04015978,0.1044908,0.09747591,0.1001753,
4798.677,0.03795676,0.1011636,0.03413177,0.03247296,0.101749,0.09320182,0.03198251,0.03247377,0.09103353,0.07724189,0.03458145,0.08935988,0.09545233,0.06137589,0.1031298,0.1071662,0.04412733,0.1069674,0.09310229,0.1148584,
4794.820,0.04144046,0.1037703,0.03612673,0.0335342,0.1036347,0.09681825,0.03262622,0.03161604,0.09484554,0.08247656,0.03276085,0.1030744,0.0908517,0.07057298,0.1002457,0.1071242,0.04927142,0.1086422,0.08806836,0.1300718,
4790.963,0.0460577,0.1056224,0.03894455,0.03529667,0.104857,0.09978429,0.03390206,0.03140492,0.0980133,0.08717106,0.03167881,0.1179658,0.08573674,0.08153349,0.09661785,0.1063513,0.05583115,0.1095064,0.0826034,0.1443617,
4787.105,0.05208071,0.1067537,0.04277721,0.03788082,0.1054094,0.1020912,0.03584623,0.0317612,0.100526,0.09125447,0.0312271,0.133074,0.08026183,0.09430388,0.09234272,0.1048456,0.06404141,0.1095442,0.07694771,0.1557793,
4783.248,0.05977998,0.1071758,0.04782716,0.04138919,0.1052888,0.1037235,0.03857385,0.03270347,0.1024018,0.09471575,0.03136615,0.1468624,0.07460264,0.1086656,0.08750889,0.1025783,0.07408823,0.1087665,0.0712636,0.1622911,
4779.390,0.06939006,0.1068482,0.05429628,0.04596721,0.1044699,0.1046633,0.04228114,0.03432349,0.1036243,0.09755541,0.03210922,0.1572987,0.06894535,0.1239252,0.08221442,0.0995168,0.08604691,0.1071657,0.06568182,0.1624336,
4775.533,0.0811216,0.1057569,0.06238996,0.05184126,0.1028948,0.1049244,0.04717075,0.03671909,0.1041406,0.09973472,0.03348086,0.1623226,0.06349029,0.1388185,0.07662095,0.0956745,0.09982847,0.1046837,0.06039277,0.1559836,
4771.675,0.09504734,0.103901,0.07228447,0.05925159,0.1005268,0.1045056,0.05341856,0.04001937,0.1039151,0.1012261,0.03556383,0.160681,0.0584363,0.1514863,0.07092229,0.09113935,0.1150241,0.1012717,0.05563005,0.1441994,
4767.818,0.1108471,0.1012259,0.08408724,0.06840968,0.09738708,0.1033489,0.06120538,0.0443874,0.1029744,0.1020622,0.03849824,0.152598,0.05394421,0.1597241,0.0653205,0.08601031,0.1306718,0.0969345,0.05157778,0.1292878,
4763.960,0.1275793,0.09769463,0.09777918,0.07944781,0.09353646,0.1014175,0.07072351,0.04999964,0.1013477,0.1022628,0.04242908,0.1397027,0.05019348,0.1617167,0.06003715,0.08040541,0.1451314,0.09175359,0.04837938,0.1134366,
4760.103,0.1435518,0.0933689,0.1130296,0.09237138,0.08904549,0.0987203,0.08211698,0.05702506,0.09900067,0.1017943,0.04751209,0.1242655,0.0473905,0.1568889,0.05527218,0.07453696,0.1562075,0.08590423,0.04618078,0.09818727,
4756.245,0.1564373,0.08836392,0.1289282,0.1069874,0.08399355,0.09526429,0.09536416,0.06564367,0.0959043,0.1006425,0.05395498,0.1083737,0.04565645,0.1462234,0.05120913,0.06864754,0.161713,0.07962108,0.04511033,0.08441032,
4752.388,0.1638091,0.08279492,0.1438181,0.1226747,0.07849812,0.09108745,0.1101369,0.07604425,0.09208697,0.09881987,0.06197469,0.09345184,0.04505018,0.1317921,0.04802646,0.06294696,0.1603528,0.07314565,0.04526065,0.07249551,
4748.531,0.1640061,0.07682577,0.1554387,0.1381404,0.07273589,0.08629417,0.1256674,0.08829694,0.08762205,0.09629921,0.07170792,0.08020145,0.0456842,0.1158827,0.04583271,0.05766693,0.1523522,0.0667216,0.04671081,0.06249486,
4744.673,0.1568958,0.07070526,0.1614854,0.1513774,0.06694447,0.081016,0.14054,0.1022251,0.08263677,0.09305785,0.08321159,0.06884886,0.04765423,0.1002885,0.0447184,0.05301875,0.139356,0.06061388,0.04951543,0.05427697,
4740.816,0.1440098,0.0646982,0.1604705,0.159983,0.06137101,0.0753927,0.1526266,0.1172819,0.07727595,0.08913913,0.09642804,0.0593951,0.05093921,0.08605953,0.04484179,0.04912725,0.1236919,0.05506064,0.0536201,0.04766333,
4736.958,0.127867,0.059025,0.1524696,0.1619801,0.05622062,0.06961097,0.159571,0.1323753,0.07168714,0.08461312,0.111014,0.05172629,0.05544041,0.07367417,0.04632433,0.04611642,0.1075308,0.05024299,0.05881673,0.04247936,
4733.101,0.1109341,0.05388175,0.1391698,0.1567616,0.05168681,0.06389995,0.1596844,0.1457427,0.06606927,0.07957186,0.1261377,0.04564829,0.06093556,0.06327472,0.04915144,0.04413373,0.09237395,0.04631509,0.06476758,0.03854286,
4729.243,0.09494085,0.04945476,0.1230709,0.145406,0.04794771,0.0584835,0.1527695,0.1550886,0.06064086,0.07417495,0.1402732,0.04093799,0.06702155,0.05478804,0.05322201,0.04329645,0.07897986,0.04337773,0.07104559,0.03565639,
4725.386,0.08077493,0.04589754,0.1064774,0.130164,0.04513031,0.05358266,0.1402858,0.1582917,0.05559267,0.06862252,0.1512279,0.03737149,0.07323814,0.04800878,0.05834905,0.04369529,0.06758821,0.04147186,0.0772468,0.03362979,
4721.528,0.06872995,0.04333325,0.0909753,0.1135255,0.04334801,0.04938903,0.1246348,0.1544038,0.05112872,0.06311011,0.156732,0.03473862,0.07922863,0.04266717,0.0641944,0.04540464,0.05817159,0.04064649,0.0830888,0.03231153,
4717.671,0.05880133,0.04187489,0.07737817,0.09741006,0.0427354,0.04604428,0.1081765,0.1441645,0.0474501,0.05784486,0.1553387,0.03289605,0.08478574,0.03852868,0.0703311,0.04846933,0.05056513,0.04099286,0.08840032,0.03162742,
4713.813,0.05082497,0.04160832,0.06590214,0.08290987,0.04341181,0.04369188,0.09260087,0.1296539,0.04470013,0.05303081,0.1471264,0.0317512,0.08977113,0.03543717,0.07637178,0.05281656,0.04452903,0.04261593,0.09308278,0.03155381,
4709.956,0.04455169,0.04259206,0.0564838,0.07048474,0.04542958,0.0424601,0.07880345,0.1133491,0.04299401,0.04887599,0.1337844,0.03123834,0.0940831,0.03324394,0.08203608,0.05818796,0.03983281,0.0455716,0.09707619,0.03206858,
4706.098,0.03971804,0.04488004,0.04895632,0.06020357,0.04877109,0.04243135,0.06708989,0.09728401,0.04244357,0.04558401,0.1178391,0.03132761,0.09769392,0.03179871,0.08714575,0.06419131,0.03629255,0.04982429,0.1003441,0.03319967,
4702.241,0.03607056,0.04847081,0.04306525,0.05190564,0.05330442,0.04367008,0.0574293,0.08271077,0.04316096,0.04326586,0.101564,0.03200645,0.1005833,0.03100468,0.09156958,0.07038393,0.03373114,0.0552218,0.1028692,0.03502733,
4698.384,0.03338017,0.0532375,0.03852864,0.04532567,0.05870267,0.04621456,0.04964612,0.07016831,0.04520673,0.04199848,0.08643924,0.03329653,0.102699,0.03080956,0.09523536,0.07636841,0.03196516,0.06143982,0.1046375,0.03762202,
4694.526,0.0314594,0.05889298,0.03509469,0.04020325,0.06451549,0.05001562,0.04350812,0.05976224,0.04850226,0.04190192,0.07322336,0.03526966,0.1040493,0.03117411,0.09815932,0.08186907,0.03084922,0.0680133,0.1056412,0.04108736,
4690.669,0.03019505,0.06500894,0.03258918,0.03633174,0.07031603,0.05485142,0.0387614,0.05137343,0.05285283,0.04305964,0.06217769,0.03803398,0.1047044,0.03209567,0.1003908,0.08673824,0.03031175,0.07449954,0.1059097,0.04562034,
4686.811,0.02954376,0.07116169,0.03088382,0.03351722,0.07579707,0.06032711,0.03518495,0.04476025,0.05796826,0.04547549,0.05323638,0.0417489,0.1046877,0.03364757,0.1019746,0.09094182,0.03033634,0.08059484,0.10549,0.05148202,
4682.954,0.02946077,0.07704811,0.0298467,0.03154773,0.08081073,0.06600971,0.03260085,0.03965549,0.06345868,0.0490692,0.04617287,0.04661805,0.1039868,0.03594621,0.1029422,0.09451529,0.03093358,0.08612927,0.1043661,0.05892251,
4679.096,0.0298918,0.08246305,0.02938328,0.03024741,0.0853067,0.07157883,0.03083322,0.03579937,0.06895392,0.05364507,0.04072021,0.05285417,0.1025996,0.03909389,0.1032963,0.09748203,0.03212478,0.09102842,0.102478,0.06811514,
4675.239,0.03085704,0.08730225,0.02945628,0.02953966,0.08925645,0.07687593,0.02972953,0.03295676,0.07424224,0.05889033,0.03660283,0.06068275,0.1005036,0.04325592,0.1030302,0.09985176,0.03396446,0.09527222,0.09980586,0.07916483,
4671.381,0.03244643,0.09156438,0.03009374,0.02940716,0.09265165,0.08181995,0.02921744,0.03094964,0.07923824,0.06444637,0.03355169,0.07031176,0.09765839,0.04871165,0.1021161,0.101639,0.03658744,0.09884284,0.09635922,0.09210555,
4667.524,0.0347532,0.09525427,0.03133155,0.02983181,0.0955224,0.0863365,0.02927724,0.02964505,0.08385806,0.0700217,0.03134575,0.08186305,0.09404569,0.05571382,0.1004754,0.1028053,0.0401729,0.1017165,0.09216247,0.1067426,
4663.666,0.0379245,0.09832181,0.03319754,0.03083036,0.09787242,0.09036295,0.0298977,0.02893892,0.08800631,0.07540967,0.02983962,0.09528729,0.08971839,0.06442326,0.09803408,0.1032696,0.0449044,0.1038534,0.08729978,0.1224062,
4659.809,0.04220077,0.1006917,0.03581989,0.03246714,0.09962641,0.09382426,0.03108752,0.02877574,0.09162254,0.08043177,0.02894326,0.1102366,0.08478902,0.07497185,0.09478389,0.1029755,0.05100151,0.1051918,0.081914,0.1377719,
4655.952,0.04784221,0.1023045,0.0393868,0.03484137,0.1007185,0.09663543,0.03290579,0.02915886,0.09466148,0.0849525,0.02860368,0.1259122,0.07937527,0.08743412,0.09078138,0.1018968,0.05872076,0.1056989,0.07616305,0.1508512,
4652.094,0.05510265,0.1031422,0.04409315,0.03811092,0.1011067,0.09875239,0.03548799,0.03012414,0.097054,0.08890831,0.02880573,0.1408407,0.07363832,0.1016773,0.0861233,0.100003,0.06831066,0.105355,0.07024357,0.1593261,
4648.237,0.06427477,0.1032,0.05018453,0.04246473,0.1007097,0.1001593,0.03901451,0.03171758,0.09873161,0.09224202,0.02956794,0.1528475,0.06780782,0.1171628,0.0809267,0.09726029,0.07993162,0.1041079,0.06439646,0.1612855,
4644.379,0.0756458,0.102454,0.05791872,0.0481085,0.0994779,0.1008352,0.0436604,0.03401591,0.09967229,0.09487328,0.03093092,0.1595648,0.06211111,0.1327446,0.07533193,0.09368497,0.09356041,0.1018994,0.05883398,0.156059,
4640.522,0.08933688,0.1008674,0.0675296,0.05527639,0.09743742,0.1007483,0.04963661,0.03715522,0.09987441,0.09676752,0.03296643,0.1593361,0.05674696,0.1465217,0.06952859,0.08933092,0.1088625,0.09869927,0.05373422,0.144663,
4636.664,0.1051079,0.09840173,0.07918148,0.06418563,0.09461258,0.0998651,0.05720928,0.0413262,0.0993226,0.09793728,0.03580362,0.1520315,0.05192339,0.1560653,0.06375577,0.08427358,0.1249418,0.09453536,0.04927979,0.1294001,
4632.807,0.1221086,0.09505176,0.09285937,0.07500122,0.09100748,0.09817126,0.06658237,0.04674163,0.09799504,0.09839455,0.03961331,0.1391861,0.04782928,0.1592322,0.05824571,0.07867196,0.1401435,0.08949801,0.04564689,0.1127925,
4628.949,0.138651,0.09085251,0.1082249,0.08778521,0.08665874,0.09565735,0.07784643,0.05360296,0.09586654,0.09814582,0.04458708,0.1233004,0.04457739,0.1551341,0.05319703,0.07275427,0.1521723,0.08374008,0.04296882,0.09674452,
4625.092,0.1522685,0.08587853,0.1243697,0.1023566,0.08165691,0.09234003,0.09099479,0.06211239,0.09292913,0.09716994,0.05092345,0.1067789,0.04226251,0.1446231,0.04880054,0.06674676,0.158615,0.07747814,0.04132431,0.082349,
4621.234,0.1602696,0.08029012,0.1396234,0.1180959,0.07615337,0.08829431,0.1057677,0.07244936,0.08922552,0.09543642,0.05881124,0.09125575,0.04102155,0.1298949,0.04522922,0.06087899,0.1578685,0.07095084,0.04079079,0.070044,
4617.377,0.1607381,0.07430778,0.1516466,0.1337127,0.07035046,0.08359002,0.1213944,0.08466311,0.08483829,0.0929672,0.0684275,0.07756118,0.04096394,0.1134782,0.04259567,0.05539232,0.1499954,0.06442025,0.04147667,0.05984598,
4613.519,0.1535035,0.0681498,0.1579532,0.1471258,0.06447659,0.07831023,0.1363949,0.09859063,0.07988501,0.08980568,0.07988073,0.06597194,0.04215175,0.09740708,0.0409839,0.05049821,0.1367543,0.05818256,0.04347377,0.05157256,
4609.662,0.1402798,0.06204798,0.1569204,0.1558092,0.0587765,0.07262976,0.1485947,0.1137227,0.07452107,0.0859789,0.09311477,0.05645584,0.04464856,0.08289678,0.0405084,0.04635534,0.1207314,0.05248938,0.04681848,0.04499301,
4605.805,0.1237744,0.05625719,0.1486652,0.1576923,0.05349748,0.06678317,0.1555746,0.1289652,0.06891192,0.08153284,0.1077967,0.04882149,0.04846787,0.07041734,0.04126554,0.04307809,0.1042788,0.04750707,0.05146592,0.03987165,
4601.947,0.1065621,0.05099986,0.1349949,0.1521368,0.04884536,0.06101972,0.1555457,0.1424541,0.06324906,0.07655857,0.1230898,0.04280347,0.05350618,0.0600166,0.04331509,0.04075789,0.08894566,0.04336846,0.05720623,0.03597708,
4598.090,0.09043705,0.0464493,0.1185595,0.1403025,0.04495196,0.05557075,0.1482686,0.1517358,0.05775979,0.07119609,0.1373877,0.03814648,0.05950149,0.05157369,0.04671444,0.03949661,0.0754967,0.04019457,0.06363294,0.03311351,
4594.232,0.0763192,0.04275667,0.1018075,0.1246209,0.04192743,0.0506059,0.1353082,0.1545756,0.05265938,0.06563447,0.1483563,0.03463622,0.0660209,0.04486893,0.0514137,0.03940375,0.06415967,0.03806331,0.07027747,0.0311102,
4590.375,0.06448077,0.04002425,0.08632742,0.1077442,0.03989589,0.04627385,0.119278,0.1500336,0.04813565,0.06011217,0.1535481,0.0320715,0.07259326,0.03963316,0.0571547,0.04056358,0.0548522,0.0369989,0.07675156,0.02979929,
4586.517,0.05483222,0.03831659,0.07285369,0.09166072,0.03896278,0.04276641,0.1026732,0.1390182,0.04435667,0.05485684,0.151446,0.03027801,0.07885516,0.03562766,0.06352186,0.04303834,0.04737605,0.03702005,0.08277932,0.02906705,
4582.660,0.04713774,0.03771979,0.06158769,0.07743108,0.03921188,0.04024781,0.08717232,0.1238625,0.04146317,0.05002907,0.1423234,0.02914859,0.08457486,0.0326637,0.07005268,0.0468538,0.04150794,0.03819299,0.08818757,0.02888432,
4578.802,0.04113264,0.03831467,0.05245338,0.06540827,0.04073316,0.03879601,0.07361583,0.1072412,0.03957283,0.04580577,0.1281856,0.02861582,0.08963752,0.03056737,0.07636948,0.05191246,0.03699624,0.04062679,0.09288755,0.0292519,
4574.945,0.03655314,0.04016118,0.04523881,0.05554824,0.04361992,0.03848517,0.06225074,0.09122701,0.03879204,0.04240502,0.1117655,0.02862029,0.09402159,0.02918975,0.08223729,0.05792544,0.03360797,0.04439814,0.09685406,0.03016596,
4571.087,0.03313559,0.04333278,0.0396545,0.04765491,0.04786575,0.03942828,0.05299347,0.07697363,0.03921568,0.039973,0.09540682,0.02914014,0.09772694,0.02842105,0.08750443,0.0644628,0.03115692,0.04947237,0.1001043,0.03166867,
4567.230,0.03064631,0.04785191,0.03539896,0.04150002,0.05327923,0.0417251,0.04564531,0.06490783,0.0409398,0.03858374,0.08055011,0.03022187,0.1007038,0.0281893,0.09208441,0.07110257,0.02946293,0.05567338,0.1026492,0.0338876,
4563.373,0.02889948,0.05357066,0.03223297,0.03681363,0.05950363,0.04539626,0.03995307,0.05502997,0.04402752,0.03834187,0.0678181,0.03195656,0.1028869,0.02848217,0.09595893,0.07750231,0.02838196,0.06264019,0.104439,0.03699017,
4559.515,0.02775646,0.06013753,0.02996712,0.03329995,0.06606359,0.05032075,0.03561866,0.04713885,0.04841964,0.03938334,0.0573139,0.03444904,0.1042622,0.02932544,0.09911095,0.0833838,0.02785055,0.06986818,0.1054016,0.04115407,
4555.658,0.02715307,0.06705983,0.0284357,0.03072474,0.07250223,0.05620026,0.03237554,0.04097057,0.05390638,0.0417827,0.04888002,0.03784771,0.1048401,0.03075811,0.1014915,0.08858568,0.02785132,0.07688916,0.1055235,0.04657085,
4551.800,0.02707325,0.07385135,0.02751482,0.02893529,0.07851779,0.06260534,0.03002371,0.03625279,0.06011685,0.04551633,0.04226471,0.04235956,0.1046105,0.0328732,0.1030627,0.09305233,0.02839108,0.08338194,0.1048172,0.0534566,
4547.943,0.02750473,0.08017415,0.02712476,0.02780519,0.08394673,0.0690857,0.02841485,0.03273309,0.06655238,0.05044082,0.03718694,0.04819687,0.1035498,0.03582362,0.1038335,0.09673645,0.02950336,0.0891563,0.103248,0.06205967,
