,50_hexanon_in_hexane,60_hexanon_in_hexane,60_hexanon_in_hexane,70_hexanon_in_hexane,70_hexanon_in_hexane,80_hexanon_in_hexane,80_hexanon_in_hexane,90_hexanon_in_hexane,90_hexanon_in_hexane,100_hexanon_in_hexane,100_hexanon_in_hexane,20_hexanon_in_hexane,20_hexanon_in_hexane,30_hexanon_in_hexane,30_hexanon_in_hexane,40_hexanon_in_hexane,40_hexanon_in_hexane,50_hexanon_in_hexane,10_hexanon_in_hexane,10_hexanon_in_hexane,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
3105.253,0.009520861,0.02239416,0.007778983,0.006813255,0.02036394,0.01477043,0.006329386,0.005856776,0.0125561,0.00907914,0.005776887,0.04399424,0.04864882,0.02546406,0.05331914,0.05205221,0.01501438,0.02841632,0.04539533,0.0632978,
3101.396,0.01119347,0.02479803,0.008709729,0.007376861,0.02238274,0.01684245,0.006693631,0.00593162,0.01434128,0.01026769,0.005691017,0.05779885,0.0430958,0.03461352,0.05017046,0.0527733,0.01946593,0.0304863,0.03896279,0.0754535,
3097.539,0.01355391,0.02669784,0.01005395,0.008191247,0.02400042,0.01884076,0.007246729,0.006146063,0.01615433,0.01169065,0.005724903,0.07082718,0.03669368,0.04664093,0.04558269,0.05197024,0.02610029,0.03175911,0.03214267,0.08007422,
3093.681,0.01685514,0.02801188,0.01195081,0.009332513,0.02515482,0.02061729,0.008035999,0.006513185,0.01786172,0.01326007,0.00589387,0.07848711,0.03020424,0.06055901,0.04001709,0.04978989,0.03565405,0.03224986,0.02574714,0.07488907,
3089.824,0.02137589,0.02869798,0.01456725,0.01093157,0.02579276,0.02205878,0.009133906,0.00705592,0.0193362,0.01485602,0.006202553,0.07700375,0.02420544,0.07308049,0.03394095,0.04630057,0.04837749,0.03196139,0.0202628,0.06243631,
3085.966,0.02721325,0.02871438,0.01810598,0.01314479,0.02585656,0.02307132,0.0106489,0.007826944,0.02047448,0.01634694,0.006673148,0.06662025,0.01902593,0.07887261,0.02778964,0.04153222,0.06273394,0.03082906,0.01584289,0.0476584,
3082.109,0.03385781,0.02800291,0.02267981,0.01610218,0.02531448,0.02358219,0.01269764,0.008890589,0.02120666,0.01760357,0.007340665,0.05174817,0.01485701,0.07430043,0.02201623,0.03569239,0.0742164,0.02879303,0.01250382,0.03444123,
3078.251,0.03981926,0.02651254,0.0280195,0.01985386,0.0241561,0.02353786,0.01537332,0.01032939,0.02148571,0.01853579,0.008245676,0.03742878,0.01176754,0.0612702,0.01706976,0.02930569,0.077084,0.0259241,0.01017958,0.02440516,
3074.394,0.04293062,0.02426917,0.03317262,0.02419888,0.02238482,0.02289889,0.01866558,0.01223729,0.02126844,0.01908574,0.009447343,0.02629948,0.00966047,0.04560095,0.01324233,0.02310107,0.06926996,0.02247185,0.008691485,0.01752342,
3070.536,0.04169711,0.02144246,0.03659355,0.02846701,0.02008664,0.02165158,0.02231002,0.01463827,0.02051838,0.01919701,0.01100866,0.0186322,0.008334444,0.03209038,0.0105567,0.0177444,0.05472431,0.01882207,0.007818695,0.01307952,
3066.679,0.03658824,0.01833525,0.03692297,0.03157118,0.01749185,0.01987297,0.02571959,0.01742865,0.01927006,0.01884342,0.01295354,0.01369643,0.007590764,0.02235924,0.008835155,0.01361452,0.03962971,0.0153852,0.007400791,0.01029362,
3062.821,0.02964554,0.01529438,0.03395241,0.03245784,0.01489253,0.01774855,0.02807454,0.02035416,0.01764821,0.0180686,0.01522237,0.01062283,0.007295347,0.01598217,0.007831994,0.01073447,0.02768133,0.01246627,0.007381679,0.008553807,
3058.964,0.02289193,0.0126066,0.02879652,0.03073323,0.01251603,0.01548651,0.02862124,0.02296175,0.01580422,0.01695886,0.01764934,0.008712567,0.007398542,0.0119878,0.00733778,0.008879825,0.01945331,0.01020342,0.007798976,0.007454548,
3055.107,0.01738451,0.0104253,0.02307099,0.02696767,0.01049988,0.01327655,0.02711909,0.02464159,0.01388718,0.01560737,0.0199335,0.007521041,0.007946422,0.009529723,0.007248225,0.007766186,0.0141505,0.008578539,0.008795771,0.006771361,
3051.249,0.01332989,0.008768821,0.01795428,0.02231196,0.008901363,0.01127899,0.02401255,0.0248562,0.0120335,0.01409742,0.02162129,0.006791588,0.009116196,0.008016305,0.007559652,0.007177379,0.01082784,0.007473527,0.01070168,0.006393637,
3047.392,0.01050492,0.007583052,0.01390953,0.01779805,0.007705147,0.009581493,0.02013434,0.02342828,0.01033847,0.01250062,0.0222196,0.006378395,0.0113015,0.007067118,0.008381836,0.007007346,0.008753678,0.006768266,0.01408902,0.006285211,
3043.534,0.008578108,0.006794691,0.01093173,0.01399046,0.00686352,0.008209841,0.01627646,0.02068347,0.008863156,0.01090358,0.02141863,0.006222811,0.01507351,0.006474934,0.01000371,0.007243232,0.00745049,0.006394028,0.01946995,0.00646244,
3039.677,0.0072776,0.006339758,0.00883577,0.01105596,0.006335662,0.007166771,0.01294457,0.01730466,0.007655601,0.009402914,0.01931464,0.006330534,0.02071582,0.006171812,0.01289821,0.007965897,0.006638607,0.006318511,0.02656037,0.006976455,
3035.819,0.006419268,0.006184014,0.007403161,0.008927939,0.006089427,0.006440706,0.01033442,0.01399125,0.00674343,0.008085467,0.01644654,0.006756748,0.02761267,0.006154522,0.01748214,0.00940786,0.006176808,0.006544556,0.03400533,0.007953201,
3031.962,0.005882986,0.006318932,0.006445652,0.007437823,0.006110207,0.006008696,0.008422405,0.01119034,0.006125425,0.007019083,0.01349386,0.007630547,0.03432509,0.006438422,0.02355723,0.01198026,0.006007346,0.0071302,0.04013581,0.009699537,
3028.104,0.00560328,0.00676592,0.005826361,0.006427888,0.006419749,0.005837796,0.00707467,0.009033212,0.005775625,0.006223722,0.01091367,0.009224662,0.03939016,0.007091766,0.02998511,0.01606741,0.00611446,0.00820383,0.04378909,0.01281654,
3024.247,0.005565066,0.007619019,0.005465187,0.005785103,0.007069041,0.005913135,0.006143719,0.007454927,0.005658991,0.005684605,0.008858693,0.01204995,0.04191149,0.008316816,0.03522269,0.02148105,0.00653911,0.009944081,0.04442218,0.01822917,
3020.389,0.005777476,0.009031782,0.005345228,0.005415254,0.008147893,0.00627396,0.005529482,0.006343668,0.005771792,0.005392793,0.007311434,0.01693411,0.04157826,0.01052863,0.03820302,0.02715474,0.007424212,0.01245065,0.0419803,0.02678693,
3016.532,0.006289036,0.01108731,0.005485895,0.005259039,0.009737871,0.006993716,0.005176946,0.005591831,0.006154714,0.005339176,0.006197206,0.02473517,0.03852205,0.01444322,0.03858063,0.03169117,0.009078032,0.01553124,0.03690208,0.03778262,
3012.675,0.007255903,0.01361453,0.005922271,0.005320848,0.01176214,0.008136661,0.00505104,0.005108573,0.006861403,0.005515638,0.005423937,0.03486368,0.03321634,0.02093296,0.03638278,0.03410448,0.01207808,0.01861295,0.03008751,0.04694873,
3008.817,0.008955814,0.01608691,0.006750317,0.005657881,0.0138671,0.00967256,0.00514631,0.004845739,0.007918826,0.005945558,0.004921125,0.04312292,0.02646087,0.0297348,0.03179944,0.03389233,0.01718828,0.0208893,0.02272907,0.04802729,
3004.960,0.0116633,0.01777422,0.008155042,0.006359303,0.01546938,0.01133923,0.005502769,0.004798773,0.009228591,0.006657609,0.004644381,0.04352357,0.01944784,0.03733206,0.02545145,0.03088195,0.02435822,0.02161912,0.0160882,0.03938469,
3001.102,0.01519397,0.01807376,0.01027252,0.007534161,0.01600397,0.01263697,0.006190305,0.004983234,0.01045832,0.007565685,0.004558848,0.03502006,0.01349994,0.03826261,0.01863217,0.0255089,0.03087881,0.02043783,0.01112529,0.02662092,
2997.245,0.01823261,0.01676577,0.01278624,0.009178058,0.0151924,0.01303849,0.007233191,0.005416459,0.01112459,0.00837916,0.004655945,0.0232856,0.00940528,0.0311434,0.01282202,0.01905314,0.03212489,0.01754065,0.008096776,0.01619732,
2993.387,0.01872571,0.01411555,0.01454435,0.01082049,0.01315485,0.01225514,0.008427811,0.006050379,0.01084801,0.008689423,0.004926884,0.01409199,0.007125506,0.02079836,0.008851834,0.01314488,0.02654222,0.01368358,0.006657008,0.01003182,
2989.530,0.01591123,0.0108169,0.01415032,0.01144475,0.01038205,0.01039939,0.009167387,0.00662167,0.009552882,0.008184844,0.005237601,0.008799292,0.006211143,0.01255544,0.0066695,0.008868518,0.01791463,0.009890616,0.006396796,0.006950479,
2985.672,0.01137987,0.007707177,0.01146358,0.01028245,0.007560285,0.00796086,0.00871619,0.006632791,0.00753034,0.006862725,0.005253687,0.006193887,0.006283379,0.007814144,0.005790386,0.006355839,0.01082378,0.006922807,0.007118138,0.005577818,
2981.815,0.007328097,0.005337473,0.007904929,0.007736145,0.005242188,0.005567339,0.006972088,0.005732358,0.005333707,0.005085081,0.00465092,0.005046106,0.006990969,0.005479129,0.00570991,0.005129508,0.006640222,0.004974107,0.008504111,0.00519184,
2977.957,0.004643068,0.003755862,0.004946006,0.005019329,0.003587687,0.003652823,0.004703127,0.004158962,0.003474579,0.003356792,0.003478838,0.004670259,0.007642752,0.004358566,0.005864068,0.004566029,0.004501801,0.003793456,0.009637813,0.005475683,
2974.100,0.003047033,0.002691565,0.003012414,0.0029741,0.00244303,0.002303712,0.002780331,0.002553585,0.002151795,0.002009236,0.002173408,0.004586968,0.007365956,0.003741369,0.005600327,0.004068714,0.003348721,0.002985475,0.009390899,0.006024048,
2970.242,0.002038689,0.001880818,0.00183313,0.001684004,0.001614558,0.001398702,0.001508481,0.001369789,0.001285624,0.001105985,0.001151475,0.004304125,0.005930586,0.003184613,0.004600682,0.003276286,0.002535049,0.002274444,0.007566722,0.006088587,
2966.385,0.001325314,0.001232829,0.001092567,0.0009216173,0.001012529,0.000814171,0.0007714088,0.0006750991,0.0007394031,0.0005671346,0.0005331488,0.003543892,0.004022367,0.002480328,0.003192428,0.002283871,0.001804608,0.001601846,0.005132075,0.005144016,
2962.528,0.0008179515,0.000766377,0.0006299581,0.0004909516,0.0006118812,0.0004696865,0.0003865245,0.0003362275,0.0004202341,0.0002850996,0.0002299363,0.002497921,0.002442545,0.001720166,0.001947285,0.001422133,0.001174327,0.00103361,0.003137603,0.003567842,
2958.670,0.0004916718,0.0004739354,0.0003575811,0.0002634356,0.0003693712,0.0002868119,0.0002099007,0.0001868971,0.000251021,0.0001600246,0.0001104739,0.001557771,0.001421505,0.001094837,0.001117163,0.0008456464,0.0007217298,0.0006253152,0.001875919,0.002141816,
2954.813,0.0002986649,0.0002965925,0.0002059453,0.0001541403,0.0002214195,0.0001894946,0.000136302,0.0001179284,0.0001638746,0.0001106886,7.267847E-5,0.00089688,0.0007937789,0.0006651313,0.0006179002,0.0004911964,0.0004350255,0.000365081,0.001101678,0.001186167,
2950.955,0.0001851849,0.0001781124,0.0001322205,0.0001083092,0.0001296449,0.0001336056,0.0001011963,9.046439E-5,0.0001130142,8.200169E-5,5.764806E-5,0.0004803738,0.0003979228,0.0003877273,0.000318676,0.0002709144,0.0002550994,0.0002046523,0.0005808724,0.0006018607,
2947.098,0.0001203314,0.0001009825,0.0001026483,8.825945E-5,8.440082E-5,0.0001020975,7.272281E-5,8.557107E-5,7.721032E-5,5.504381E-5,5.243959E-5,0.0002398283,0.0001715153,0.0002188477,0.0001498895,0.0001463679,0.0001517412,0.0001125344,0.0002511706,0.0002681106,
2943.240,8.212263E-5,7.306765E-5,8.100019E-5,7.543471E-5,7.125501E-5,7.961322E-5,5.037442E-5,7.848546E-5,5.290332E-5,3.959591E-5,5.449352E-5,0.000114459,7.232089E-5,0.000129847,6.278266E-5,9.050287E-5,0.0001040058,6.995554E-5,9.392689E-5,0.000108612,
2939.383,5.569156E-5,6.797667E-5,5.067097E-5,6.261542E-5,6.473185E-5,5.982212E-5,3.772292E-5,6.532459E-5,3.609623E-5,4.197351E-5,5.173048E-5,5.144109E-5,3.91147E-5,9.088315E-5,2.501209E-5,6.75894E-5,7.856198E-5,5.46818E-5,4.059154E-5,4.78503E-5,
2935.525,4.172691E-5,6.121773E-5,2.354129E-5,4.91944E-5,5.383794E-5,4.616622E-5,2.75544E-5,5.62586E-5,2.611472E-5,3.82391E-5,4.283556E-5,2.920683E-5,2.735623E-5,7.476556E-5,1.360084E-5,5.196901E-5,6.104838E-5,5.395356E-5,2.398339E-5,2.788631E-5,
2931.668,4.535799E-5,5.537081E-5,1.788602E-5,4.132416E-5,4.245154E-5,3.525833E-5,3.782594E-5,5.120564E-5,2.244388E-5,3.718663E-5,4.478819E-5,3.317767E-5,2.347026E-5,6.055369E-5,1.708188E-5,3.580797E-5,5.160623E-5,5.358862E-5,1.5466E-5,2.101298E-5,
2927.810,5.438931E-5,4.333879E-5,1.935127E-5,3.479786E-5,3.17743E-5,2.524066E-5,4.451109E-5,4.042364E-5,2.31833E-5,6.368482E-5,6.249366E-5,4.433055E-5,2.656877E-5,4.392705E-5,1.265897E-5,2.362349E-5,4.028586E-5,3.853157E-5,7.266191E-6,3.03297E-5,
2923.953,5.042341E-5,2.417026E-5,2.539581E-5,2.481931E-5,2.245523E-5,2.526313E-5,3.68248E-5,4.031545E-5,2.02613E-5,0.0001094489,9.847197E-5,4.511331E-5,2.589619E-5,3.556111E-5,2.627418E-5,1.466291E-5,2.510151E-5,2.807332E-5,2.730868E-5,3.135336E-5,
2920.096,3.445269E-5,1.083134E-5,3.245117E-5,1.91264E-5,2.384501E-5,4.623776E-5,3.212155E-5,6.624162E-5,5.143863E-5,0.0001741039,0.0001688454,3.427486E-5,1.936271E-5,3.763987E-5,3.38255E-5,1.506717E-5,1.450761E-5,1.882748E-5,5.160888E-5,2.22979E-5,
2916.238,1.559024E-5,1.492278E-5,3.651579E-5,2.147328E-5,3.03628E-5,6.738491E-5,4.019423E-5,0.0001108504,0.0001036492,0.0002812103,0.0002941879,2.388707E-5,1.700658E-5,3.430004E-5,1.87891E-5,3.138111E-5,1.037718E-5,1.354583E-5,5.437885E-5,9.475607E-6,
2912.381,1.675378E-5,1.343778E-5,3.152639E-5,2.280042E-5,3.985942E-5,9.588335E-5,6.563E-5,0.0001694057,0.0001717452,0.0004351098,0.0004562835,1.791272E-5,2.217639E-5,3.339175E-5,1.429616E-5,4.785429E-5,1.917086E-5,1.829204E-5,4.318327E-5,1.289627E-5,
2908.523,2.939485E-5,2.939328E-5,3.441479E-5,4.637207E-5,5.221753E-5,0.0001476725,0.0001199589,0.0002567877,0.0002688314,0.0006076317,0.0006192722,2.446623E-5,1.964566E-5,4.198752E-5,2.655453E-5,4.808004E-5,2.713268E-5,3.762992E-5,2.439475E-5,2.175135E-5,
2904.666,4.767659E-5,6.508701E-5,7.169764E-5,0.0001169484,0.0001080193,0.0002384963,0.0002155828,0.0003954369,0.0004137997,0.000789345,0.0007741532,3.27727E-5,3.056985E-5,4.928228E-5,1.666583E-5,4.815857E-5,3.128668E-5,6.558553E-5,1.66571E-5,2.086054E-5,
2900.808,9.757177E-5,0.0001446051,0.0001596849,0.0002417519,0.0002440291,0.0003897563,0.0003606172,0.0005791751,0.0006106941,0.0009984078,0.0009282163,5.193287E-5,6.310723E-5,7.640629E-5,4.957225E-5,7.736094E-5,7.732437E-5,0.0001246518,2.120426E-5,4.55458E-5,
2896.951,0.0002231136,0.0003032486,0.000312042,0.0004123258,0.0004520018,0.0006045218,0.0005507501,0.0007785631,0.0008490459,0.001225235,0.001081156,0.0001562883,0.0001603405,0.0001837772,0.0001542988,0.0001975955,0.0001948819,0.0002442682,0.0001204809,0.000153305,
2893.093,0.0004332607,0.0005362643,0.0005116932,0.0006203957,0.0007003386,0.0008544427,0.0007717251,0.0009773246,0.001106541,0.00144066,0.001238514,0.0003575858,0.0003584591,0.0003814906,0.0003514919,0.0004168148,0.0003892937,0.0004429107,0.0003356707,0.0003681954,
2889.236,0.0006910682,0.0008150068,0.0007334006,0.0008398934,0.0009565205,0.001088553,0.0009917418,0.001154549,0.00132338,0.001591377,0.001383007,0.0006392733,0.0006559256,0.0006288062,0.0006519611,0.0007044831,0.0006491562,0.0007072882,0.0006552117,0.0006721008,
2885.378,0.0009156869,0.00106442,0.0009327498,0.001006083,0.001149692,0.001226366,0.00114351,0.001253645,0.001404305,0.00157903,0.001433344,0.0009271602,0.0009886326,0.000877433,0.0009830161,0.0009949715,0.0009039495,0.000961531,0.00101556,0.0009785367,
2881.521,0.001022647,0.001154423,0.001027232,0.001046443,0.001172484,0.00119525,0.001149835,0.001203165,0.001288037,0.001358935,0.001312288,0.00113191,0.001219879,0.001055827,0.001195089,0.001162775,0.00105844,0.001090073,0.001280179,0.00119111,
2877.663,0.0009695822,0.001021106,0.0009551048,0.0009313008,0.0009989985,0.0009955027,0.0009865867,0.0009819013,0.001006545,0.001006338,0.001031645,0.001167913,0.001218556,0.001078186,0.00116986,0.001104023,0.001042378,0.001024331,0.00131366,0.001239129,
2873.806,0.000774731,0.0007482524,0.0007401883,0.0006965093,0.0007207594,0.0007045047,0.0007126291,0.0006722353,0.0006688333,0.0006426144,0.000688456,0.00100563,0.001001208,0.0009188502,0.0009339502,0.0008537468,0.0008518958,0.0008024333,0.001123296,0.001098056,
2869.949,0.0005194581,0.0004721875,0.0004793638,0.0004376255,0.0004526452,0.0004352688,0.0004342007,0.000397549,0.0003890778,0.000364248,0.0003988126,0.0007303442,0.0007080878,0.0006534937,0.0006223489,0.0005565297,0.0005746192,0.0005363843,0.0008291131,0.0008237832,
2866.091,0.0002993163,0.0002634626,0.0002727814,0.0002477046,0.0002645864,0.0002593683,0.0002370904,0.0002229283,0.0002229102,0.0002187713,0.0002287051,0.0004592612,0.0004417897,0.0003903242,0.000352826,0.0003250488,0.000326808,0.000314302,0.0005257318,0.0005154907,
2862.234,0.0001508789,0.0001270846,0.0001545202,0.0001435507,0.0001640127,0.0001719273,0.0001404049,0.0001526019,0.0001660045,0.0002144855,0.0001965521,0.0002523766,0.0002340793,0.0001925839,0.0001713889,0.0001809758,0.0001604283,0.0001542691,0.0002719779,0.0002588302,
2858.376,6.102666E-5,5.391805E-5,9.691262E-5,8.321426E-5,0.0001131291,0.0001402258,0.0001071014,0.0001735555,0.0002021889,0.000391255,0.0003381406,0.0001251454,0.0001019916,7.727674E-5,6.943307E-5,9.723449E-5,6.550663E-5,5.669705E-5,0.0001111472,0.0001098683,
2854.519,2.911079E-5,3.446339E-5,6.869998E-5,5.877037E-5,8.971259E-5,0.0001511948,0.000127459,0.0002931112,0.0003607981,0.0008755192,0.0007347215,6.572728E-5,4.198095E-5,3.480813E-5,2.58602E-5,5.15636E-5,2.641532E-5,2.383314E-5,4.529726E-5,5.964843E-5,
2850.661,5.751994E-5,9.141914E-5,0.0001020837,0.0001361744,0.0001591983,0.0003062267,0.0002857454,0.0005998852,0.0007689241,0.001836398,0.001472936,5.229445E-5,4.026122E-5,4.681951E-5,3.842987E-5,6.131703E-5,4.830753E-5,6.565504E-5,4.551125E-5,6.455869E-5,
2846.804,0.0002455646,0.0003411128,0.0003177672,0.0004446402,0.0005142454,0.0008382464,0.0007233093,0.001253719,0.001639265,0.003291268,0.002614909,0.000150893,0.0001446255,0.0001668924,0.000166394,0.0002123746,0.0002088538,0.0002547602,0.0001434866,0.0001687392,
2842.946,0.0007053387,0.0009774121,0.0008301305,0.001088262,0.001389396,0.001946567,0.001555165,0.002366208,0.003037804,0.004910433,0.00420071,0.0005234767,0.0005168833,0.000562713,0.0005751266,0.0006673218,0.0006456604,0.0007641176,0.0004986137,0.0005289938,
2839.089,0.001459163,0.002169028,0.001665746,0.002107677,0.002849499,0.00355257,0.002855038,0.003953682,0.004629322,0.006149996,0.006138437,0.001206188,0.001344623,0.001249533,0.001464021,0.001616338,0.001383692,0.001779065,0.0012443,0.001203369,
2835.231,0.0025014,0.003908663,0.002870062,0.003572643,0.0046105,0.005228572,0.004669772,0.005922858,0.005850906,0.006687236,0.00807819,0.00209705,0.002810173,0.002149396,0.003006148,0.003210793,0.00235612,0.003392879,0.002540453,0.00206247,
2831.374,0.004038348,0.005885313,0.004642093,0.005627989,0.006149458,0.006477016,0.006932303,0.008032604,0.006408903,0.006642245,0.009599688,0.003319019,0.005053793,0.003417998,0.005234873,0.005430961,0.003738381,0.005476009,0.004678981,0.003155903,
2827.517,0.006469496,0.00757797,0.00721834,0.008286403,0.00706901,0.007074349,0.009319689,0.009945664,0.006430121,0.006331101,0.01052481,0.005466844,0.007727146,0.005618521,0.007729517,0.007848384,0.006074921,0.007547974,0.007595911,0.005070574,
2823.659,0.009837827,0.00852042,0.01039867,0.01105756,0.007275282,0.007080607,0.01120909,0.01126559,0.00615492,0.005944793,0.01084557,0.009088483,0.009772168,0.009231655,0.009561035,0.009663247,0.009752076,0.008927475,0.0102368,0.008505506,
2819.802,0.01315405,0.00852487,0.01312182,0.01290031,0.00688535,0.006652681,0.01190581,0.01157546,0.005721072,0.005523524,0.01048741,0.01354269,0.01025233,0.01362698,0.009978342,0.01022013,0.01402582,0.009184116,0.01129038,0.01310539,
2815.944,0.01474013,0.007766544,0.01402277,0.01294362,0.006151937,0.005983456,0.01116602,0.01073302,0.005221354,0.005091553,0.009451974,0.01664194,0.009267487,0.01669928,0.009078661,0.009497877,0.01680761,0.008438156,0.01054778,0.01680385,
2812.087,0.0137418,0.006650964,0.01271559,0.01131908,0.005382634,0.005297705,0.009464415,0.009128395,0.004771701,0.004704873,0.008041449,0.01635372,0.007638658,0.01646567,0.007556292,0.008027717,0.01633063,0.007177168,0.008792717,0.0171557,
2808.229,0.01100087,0.005577962,0.01015066,0.009012519,0.004790751,0.004759173,0.007588377,0.007413005,0.004469356,0.004424213,0.006676511,0.01304599,0.006096503,0.01325867,0.006079205,0.006463472,0.01311695,0.005899362,0.00687858,0.01397278,
2804.372,0.008115949,0.0047934,0.007626592,0.00696749,0.004444295,0.004425708,0.006071675,0.006023974,0.00434996,0.004294492,0.005601793,0.009081275,0.005018778,0.009357786,0.005027351,0.005264421,0.009358461,0.004926319,0.005383631,0.009663668,
2800.514,0.006038951,0.004342257,0.005827439,0.005541821,0.004327077,0.004298475,0.005046693,0.005069364,0.004410872,0.004335181,0.00485295,0.006248869,0.004438046,0.006512708,0.004452562,0.004554128,0.006619423,0.004342579,0.00449198,0.006458928,
2796.657,0.004844393,0.004162157,0.004779341,0.004675786,0.004417582,0.004371772,0.004426598,0.004481662,0.004662941,0.004567669,0.004371308,0.004751277,0.004207104,0.004960712,0.004228037,0.004236642,0.005100918,0.004080245,0.004071478,0.004773268,
2792.799,0.004270664,0.004230599,0.004255752,0.004218013,0.00475376,0.004685941,0.004085416,0.00414459,0.005181506,0.005052318,0.004083155,0.00413561,0.004301466,0.004284898,0.004322938,0.004249269,0.004423018,0.004092244,0.004041337,0.00411481,
2788.942,0.004036695,0.004586127,0.0040264,0.004018294,0.005461883,0.005345017,0.00392617,0.003964107,0.006110975,0.005887809,0.003934878,0.003966628,0.004867556,0.004058386,0.004857664,0.004617154,0.004170425,0.004401973,0.004468649,0.003964481,
2785.085,0.003942428,0.005293995,0.003936958,0.003950649,0.006716246,0.006475387,0.003898572,0.003901923,0.007609049,0.007201316,0.003904653,0.003950778,0.00609611,0.003989296,0.005999033,0.005411214,0.004063872,0.005057842,0.005435389,0.003966423,
2781.227,0.003927563,0.006481217,0.003933711,0.003966002,0.008694286,0.00821959,0.003989696,0.003954155,0.009796419,0.009121347,0.003984217,0.00400624,0.008237614,0.003987615,0.007977375,0.006810404,0.004021414,0.006158646,0.007099934,0.004015096,
2777.370,0.00402482,0.008394171,0.0040362,0.004091007,0.01155072,0.01073609,0.004207965,0.004124991,0.01269068,0.01169319,0.004176436,0.004185786,0.0117138,0.004110326,0.01120154,0.009214494,0.004091945,0.007959407,0.009920443,0.004174195,
2773.512,0.004279539,0.01132894,0.004291432,0.004379028,0.01522986,0.01403888,0.004585666,0.004435183,0.01607437,0.01475635,0.004509795,0.004565593,0.01687789,0.004427318,0.01604236,0.01313112,0.004347129,0.01085356,0.01452666,0.004547316,
2769.655,0.00473897,0.01531017,0.004745319,0.004877217,0.01926715,0.01778442,0.005176294,0.004928944,0.01947342,0.01791527,0.005026137,0.005253146,0.02330159,0.005004598,0.02216733,0.01859814,0.004839515,0.01500735,0.02089355,0.00525738,
2765.797,0.00547435,0.01983232,0.005462932,0.005645557,0.0230025,0.02139299,0.006060113,0.005670999,0.02242349,0.02075351,0.005782483,0.006433062,0.02963916,0.005976984,0.02837873,0.02477862,0.005658053,0.01997361,0.02782732,0.006479189,
2761.940,0.00662614,0.02416651,0.006586524,0.006812988,0.02602562,0.02446294,0.007397327,0.006773976,0.02475345,0.02310577,0.00688935,0.008452311,0.03460003,0.007593734,0.03347013,0.03052369,0.00699784,0.02491313,0.03377528,0.008562477,
2758.082,0.008487083,0.02780268,0.008376858,0.008635855,0.02821415,0.02686321,0.009477686,0.008455869,0.02646399,0.0249811,0.008556706,0.01195725,0.0375935,0.01032976,0.0368683,0.03509877,0.009234097,0.02910618,0.0377655,0.01219906,
2754.225,0.01155057,0.03038855,0.01124706,0.01152081,0.02939057,0.02841916,0.01270745,0.01104033,0.02739662,0.02624577,0.01109893,0.01795402,0.03839345,0.01502038,0.03833788,0.0380824,0.01303221,0.03205821,0.03939952,0.01846176,
2750.367,0.01651511,0.03158395,0.01575433,0.01596199,0.02927245,0.02883703,0.01751465,0.01488193,0.0272614,0.02660619,0.01484535,0.02751714,0.03688533,0.02274833,0.03766088,0.0390929,0.01938483,0.03339484,0.03858052,0.02846308,
2746.510,0.02404076,0.03119968,0.02239271,0.02232528,0.02775399,0.02795278,0.02408418,0.0202498,0.02593877,0.02588843,0.01998445,0.0405928,0.03321433,0.03414032,0.03480057,0.03790905,0.02922682,0.03290533,0.03544286,0.04199615,
2742.652,0.03384052,0.02928533,0.03099411,0.03035193,0.02502295,0.02584752,0.03182573,0.02700192,0.0235776,0.02415258,0.02631912,0.05386224,0.02794627,0.04768047,0.03013802,0.03462261,0.04215718,0.03063421,0.03042814,0.05526359,
2738.795,0.04343954,0.02608767,0.0398123,0.03843442,0.02146982,0.02279572,0.03882517,0.03404592,0.02049973,0.02161561,0.03286524,0.06073796,0.02202979,0.05824319,0.02446666,0.02970279,0.05459496,0.02690326,0.02439212,0.06130708,
2734.938,0.04854172,0.0220647,0.04543586,0.04358098,0.01759475,0.01921782,0.04228102,0.03920311,0.01711492,0.01859884,0.03769849,0.05674129,0.01648121,0.05972215,0.01876052,0.02397231,0.06036041,0.02230314,0.01842955,0.05606456,
2731.080,0.04626315,0.01780954,0.04489937,0.04319057,0.01390513,0.01559194,0.04044204,0.04022084,0.0138358,0.0154638,0.03879513,0.04456338,0.01199898,0.05110054,0.01383531,0.01835426,0.05580561,0.01757644,0.01341764,0.0430788,
2727.223,0.0379971,0.0138533,0.03843462,0.0373944,0.01077587,0.01231453,0.03420791,0.03650869,0.01097444,0.01252054,0.03554991,0.0309651,0.008799644,0.03766879,0.01011191,0.01356085,0.0438232,0.01336183,0.009725679,0.02940622,
2723.365,0.02794532,0.01056592,0.02930894,0.02899345,0.008371696,0.009622474,0.02631953,0.02974196,0.008682368,0.009986402,0.0293544,0.02038606,0.006726666,0.02540583,0.007597053,0.009947544,0.03067555,0.01002775,0.007282494,0.01916529,
2719.508,0.01944408,0.008113201,0.02089611,0.02101802,0.006670879,0.007593945,0.01920251,0.02248076,0.006970777,0.007976526,0.02249891,0.0135297,0.005474594,0.01675453,0.006025387,0.0075031,0.02042537,0.00765579,0.005794312,0.01270334,
