,1,
Wavenumbers [1/cm],Transmittance,
7496.969,0.08127415,
7495.040,0.08348274,
7493.112,0.08543704,
7491.183,0.08674971,
7489.254,0.08824072,
7487.326,0.09056877,
7485.397,0.0933273,
7483.468,0.09616306,
7481.539,0.09921192,
7479.611,0.1025238,
7477.682,0.1057981,
7475.753,0.1086356,
7473.824,0.1110136,
7471.896,0.1135682,
7469.967,0.1170077,
7468.038,0.1209122,
7466.110,0.1242612,
7464.181,0.1272676,
7462.252,0.1307755,
7460.323,0.1345889,
7458.395,0.1381236,
7456.466,0.1414342,
7454.537,0.1448711,
7452.608,0.1483877,
7450.680,0.1518417,
7448.751,0.1554646,
7446.822,0.1590934,
7444.893,0.162003,
7442.965,0.1640407,
7441.036,0.1657006,
7439.107,0.1674628,
7437.179,0.1693644,
7435.250,0.1706985,
7433.321,0.171319,
7431.392,0.171991,
7429.464,0.172479,
7427.535,0.172323,
7425.606,0.1719726,
7423.677,0.1713725,
7421.749,0.170104,
7419.820,0.1683936,
7417.891,0.166731,
7415.963,0.1651528,
7414.034,0.1634481,
7412.105,0.1616392,
7410.176,0.1593602,
7408.248,0.1560294,
7406.319,0.1521953,
7404.390,0.1489893,
7402.461,0.1464855,
7400.533,0.1437074,
7398.604,0.1402082,
7396.675,0.1368113,
7394.747,0.1339214,
7392.818,0.1308476,
7390.889,0.1276203,
7388.960,0.124776,
7387.032,0.1217016,
7385.103,0.1177799,
7383.174,0.1138591,
7381.245,0.1104913,
7379.317,0.1070496,
7377.388,0.1036518,
7375.459,0.101076,
7373.531,0.09908354,
7371.602,0.09685982,
7369.673,0.09434074,
7367.744,0.09197576,
7365.816,0.08986162,
7363.887,0.08802706,
7361.958,0.08649371,
7360.029,0.08471259,
7358.101,0.08232678,
7356.172,0.07995757,
7354.243,0.07814325,
7352.314,0.07685215,
7350.386,0.07624869,
7348.457,0.07622059,
7346.528,0.07580506,
7344.600,0.07432722,
7342.671,0.07259867,
7340.742,0.07169612,
7338.813,0.07142791,
7336.885,0.0714641,
7334.956,0.07173635,
7333.027,0.07180586,
7331.098,0.0715479,
7329.170,0.07112354,
7327.241,0.07072733,
7325.312,0.07081588,
7323.384,0.07142029,
7321.455,0.07184457,
7319.526,0.07178061,
7317.597,0.07171322,
7315.669,0.07192276,
7313.740,0.07236561,
7311.811,0.07310922,
7309.882,0.07408734,
7307.954,0.07510182,
7306.025,0.07586296,
7304.096,0.07618637,
7302.168,0.07639404,
7300.239,0.07714412,
7298.310,0.07862486,
7296.381,0.08027804,
7294.453,0.08215764,
7292.524,0.08480748,
7290.595,0.08759221,
7288.666,0.08984201,
7286.738,0.09192467,
7284.809,0.09423143,
7282.880,0.09676749,
7280.952,0.09934929,
7279.023,0.102093,
7277.094,0.1050055,
7275.165,0.1075998,
7273.237,0.1099923,
7271.308,0.1125649,
7269.379,0.1151387,
7267.450,0.1179791,
7265.522,0.1214177,
7263.593,0.1246622,
7261.664,0.126887,
7259.736,0.1286869,
7257.807,0.1317127,
7255.878,0.1365584,
7253.949,0.1417903,
7252.021,0.1462621,
7250.092,0.1504734,
7248.163,0.1546242,
7246.234,0.1580092,
7244.306,0.1607332,
7242.377,0.1633102,
7240.448,0.1657772,
7238.519,0.1684808,
7236.591,0.1714044,
7234.662,0.1741308,
7232.733,0.1768406,
7230.805,0.1794383,
7228.876,0.1814437,
7226.947,0.1829474,
7225.018,0.1845256,
7223.090,0.1858368,
7221.161,0.1858808,
7219.232,0.1854697,
7217.303,0.1855967,
7215.375,0.1854896,
7213.446,0.1851499,
7211.517,0.1850162,
7209.589,0.1841246,
7207.660,0.1817989,
7205.731,0.1788695,
7203.802,0.1763911,
7201.874,0.174154,
7199.945,0.1714503,
7198.016,0.1684594,
7196.087,0.1654962,
7194.159,0.1624211,
7192.230,0.1591161,
7190.301,0.1555221,
7188.373,0.1517639,
7186.444,0.1480505,
7184.515,0.1442746,
7182.586,0.1402955,
7180.658,0.1362211,
7178.729,0.1322747,
7176.800,0.128603,
7174.871,0.1250668,
7172.943,0.1214582,
7171.014,0.1178094,
7169.085,0.114218,
7167.157,0.1109049,
7165.228,0.1080366,
7163.299,0.1051879,
7161.370,0.10211,
7159.442,0.09912214,
7157.513,0.09631395,
7155.584,0.09372797,
7153.655,0.09145236,
7151.727,0.08913483,
7149.798,0.08649011,
7147.869,0.0837756,
7145.941,0.0814236,
7144.012,0.07958515,
7142.083,0.07804886,
7140.154,0.07657363,
7138.226,0.07507654,
7136.297,0.0734637,
7134.368,0.07180588,
7132.439,0.07051446,
7130.511,0.06960729,
7128.582,0.06865639,
7126.653,0.06763969,
7124.724,0.06674732,
7122.796,0.06603018,
7120.867,0.06556022,
7118.938,0.06525893,
7117.010,0.06473127,
7115.081,0.06381794,
7113.152,0.06313302,
7111.223,0.06302702,
7109.295,0.06295181,
7107.366,0.06274801,
7105.437,0.06279539,
7103.508,0.06299217,
7101.580,0.06311159,
7099.651,0.0633226,
7097.722,0.06377513,
7095.794,0.06432386,
7093.865,0.0647857,
7091.936,0.06521108,
7090.007,0.065765,
7088.079,0.06650328,
7086.150,0.06740817,
7084.221,0.06830852,
7082.292,0.0691262,
7080.364,0.07023047,
7078.435,0.07172339,
7076.506,0.07305437,
7074.578,0.07416033,
7072.649,0.07561456,
7070.720,0.07750133,
7068.791,0.07949308,
7066.863,0.08144929,
7064.934,0.08334482,
7063.005,0.08533254,
7061.076,0.08772974,
7059.148,0.09051041,
7057.219,0.0933064,
7055.290,0.09598615,
7053.362,0.09868224,
7051.433,0.1015864,
7049.504,0.1048623,
7047.575,0.108478,
7045.647,0.1123279,
7043.718,0.1161632,
7041.789,0.1197788,
7039.860,0.1235649,
7037.932,0.127535,
7036.003,0.1310731,
7034.074,0.1345086,
7032.146,0.1384828,
7030.217,0.14271,
7028.288,0.1467065,
7026.359,0.1502103,
7024.431,0.1533264,
7022.502,0.1564047,
7020.573,0.159429,
7018.644,0.1623016,
7016.716,0.1649797,
7014.787,0.1673129,
7012.858,0.1692952,
7010.929,0.1710111,
7009.001,0.1725758,
7007.072,0.1739079,
7005.143,0.1747083,
7003.215,0.1749944,
7001.286,0.1748801,
6999.357,0.17433,
6997.428,0.1733532,
6995.500,0.1719216,
6993.571,0.170063,
6991.642,0.1679781,
6989.713,0.1657411,
6987.785,0.1631993,
6985.856,0.1605445,
6983.927,0.1579537,
6981.999,0.1548731,
6980.070,0.1512586,
6978.141,0.1477069,
6976.212,0.1442294,
6974.284,0.1406858,
6972.355,0.1370509,
6970.426,0.1332989,
6968.497,0.1296733,
6966.569,0.1262605,
6964.640,0.1227273,
6962.711,0.1188919,
6960.783,0.1151441,
6958.854,0.1117512,
6956.925,0.1083987,
6954.996,0.1049588,
6953.068,0.1017857,
6951.139,0.09896877,
6949.210,0.09605155,
6947.281,0.09294683,
6945.353,0.09018886,
6943.424,0.08795255,
6941.495,0.08592171,
6939.567,0.08386674,
6937.638,0.0817735,
6935.709,0.07973287,
6933.780,0.07781926,
6931.852,0.07609499,
6929.923,0.0745163,
6927.994,0.0728726,
6926.065,0.07122245,
6924.137,0.06988616,
6922.208,0.0687949,
6920.279,0.06772283,
6918.350,0.06685442,
6916.422,0.06622351,
6914.493,0.06543459,
6912.564,0.06457757,
6910.636,0.06414586,
6908.707,0.0640144,
6906.778,0.06377085,
6904.849,0.0634361,
6902.921,0.06315297,
6900.992,0.06297924,
6899.063,0.0629213,
6897.134,0.06290332,
6895.206,0.06291778,
6893.277,0.06302703,
6891.348,0.06345269,
6889.420,0.0643432,
6887.491,0.06521636,
6885.562,0.06567001,
6883.633,0.06605188,
6881.705,0.06656628,
6879.776,0.06710976,
6877.847,0.06794513,
6875.918,0.06927956,
6873.990,0.07077461,
6872.061,0.07199836,
6870.132,0.07303187,
6868.204,0.07424208,
6866.275,0.07566765,
6864.346,0.07737722,
6862.417,0.07950535,
6860.489,0.0815754,
6858.560,0.0833356,
6856.631,0.08534408,
6854.702,0.08777931,
6852.774,0.09020594,
6850.845,0.09249608,
6848.916,0.09492424,
6846.988,0.09762467,
6845.059,0.100491,
6843.130,0.1033253,
6841.201,0.1060537,
6839.273,0.1090458,
6837.344,0.1125948,
6835.415,0.1162653,
6833.486,0.1196072,
6831.558,0.1228967,
6829.629,0.1265693,
6827.700,0.1305842,
6825.772,0.1344517,
6823.843,0.1378475,
6821.914,0.1413262,
6819.985,0.1454202,
6818.057,0.1496072,
6816.128,0.153348,
6814.199,0.1568842,
6812.270,0.1605237,
6810.342,0.1641833,
6808.413,0.1677098,
6806.484,0.1710225,
6804.555,0.1739278,
6802.627,0.1762934,
6800.698,0.178345,
6798.769,0.1802981,
6796.841,0.1818663,
6794.912,0.182852,
6792.983,0.1835463,
6791.054,0.1839127,
6789.126,0.1836047,
6787.197,0.1828696,
6785.268,0.1820488,
6783.339,0.1807355,
6781.411,0.1787349,
6779.482,0.176517,
6777.553,0.1741077,
6775.625,0.1711804,
6773.696,0.1678345,
6771.767,0.1643634,
6769.838,0.1608028,
6767.910,0.1570629,
6765.981,0.1532173,
6764.052,0.1492724,
6762.123,0.1452115,
6760.195,0.1413319,
6758.266,0.1377078,
6756.337,0.1338479,
6754.409,0.1295869,
6752.480,0.1254163,
6750.551,0.121471,
6748.622,0.117498,
6746.694,0.1137221,
6744.765,0.1102937,
6742.836,0.1067456,
6740.907,0.1029767,
6738.979,0.0995381,
6737.050,0.09656569,
6735.121,0.09367649,
6733.193,0.09084702,
6731.264,0.08823652,
6729.335,0.08573703,
6727.406,0.08323781,
6725.478,0.08071812,
6723.549,0.07835164,
6721.620,0.07636538,
6719.691,0.074609,
6717.763,0.07287829,
6715.834,0.07121549,
6713.905,0.06963279,
6711.977,0.06809217,
6710.048,0.06668044,
6708.119,0.06550042,
6706.190,0.06456491,
6704.262,0.06380625,
6702.333,0.06301507,
6700.404,0.06206958,
6698.475,0.06115619,
6696.547,0.06048573,
6694.618,0.05994037,
6692.689,0.05930057,
6690.760,0.0587356,
6688.832,0.05846899,
6686.903,0.05838814,
6684.974,0.05837386,
6683.046,0.0583486,
6681.117,0.05826555,
6679.188,0.0583152,
6677.259,0.05861787,
6675.331,0.0588893,
6673.402,0.0589495,
6671.473,0.059174,
6669.544,0.05978124,
6667.616,0.0603806,
6665.687,0.0607708,
6663.758,0.06130015,
6661.830,0.06213658,
6659.901,0.06301003,
6657.972,0.0637688,
6656.043,0.06471591,
6654.115,0.06621329,
6652.186,0.06796292,
6650.257,0.06950858,
6648.328,0.07100049,
6646.400,0.07256108,
6644.471,0.07422677,
6642.542,0.07624494,
6640.614,0.07846673,
6638.685,0.08059636,
6636.756,0.08276782,
6634.827,0.08518434,
6632.899,0.08788537,
6630.970,0.09082465,
6629.041,0.09377175,
6627.112,0.09658819,
6625.184,0.09955516,
6623.255,0.1029002,
6621.326,0.1065538,
6619.398,0.110465,
6617.469,0.1145626,
6615.540,0.1187027,
6613.611,0.1228367,
6611.683,0.1269515,
6609.754,0.1309975,
6607.825,0.1351493,
6605.896,0.1395645,
6603.968,0.1438938,
6602.039,0.1478387,
6600.110,0.1516616,
6598.182,0.1556443,
6596.253,0.1595789,
6594.324,0.1630325,
6592.395,0.1659165,
6590.467,0.168557,
6588.538,0.1712753,
6586.609,0.1739466,
6584.680,0.1761035,
6582.752,0.1775773,
