,cavity_before,
Wavenumbers [1/cm],Transmittance %,
5609.000,17.38,
5608.000,17.1,
5607.000,16.82,
5606.000,16.53,
5605.000,16.25,
5604.000,15.96,
5603.000,15.67,
5602.000,15.38,
5601.000,15.09,
5600.000,14.8,
5599.000,14.51,
5598.000,14.23,
5597.000,13.95,
5596.000,13.68,
5595.000,13.4,
5594.000,13.14,
5593.000,12.87,
5592.000,12.62,
5591.000,12.37,
5590.000,12.12,
5589.000,11.88,
5588.000,11.64,
5587.000,11.41,
5586.000,11.18,
5585.000,10.96,
5584.000,10.76,
5583.000,10.55,
5582.000,10.36,
5581.000,10.16,
5580.000,9.97,
5579.000,9.79,
5578.000,9.61,
5577.000,9.43,
5576.000,9.26,
5575.000,9.09,
5574.000,8.94,
5573.000,8.78,
5572.000,8.63,
5571.000,8.48,
5570.000,8.34,
5569.000,8.19,
5568.000,8.05,
5567.000,7.91,
5566.000,7.77,
5565.000,7.64,
5564.000,7.52,
5563.000,7.41,
5562.000,7.3,
5561.000,7.19,
5560.000,7.08,
5559.000,6.98,
5558.000,6.88,
5557.000,6.78,
5556.000,6.69,
5555.000,6.6,
5554.000,6.52,
5553.000,6.43,
5552.000,6.35,
5551.000,6.27,
5550.000,6.19,
5549.000,6.12,
5548.000,6.05,
5547.000,5.98,
5546.000,5.92,
5545.000,5.86,
5544.000,5.81,
5543.000,5.76,
5542.000,5.71,
5541.000,5.66,
5540.000,5.61,
5539.000,5.56,
5538.000,5.52,
5537.000,5.47,
5536.000,5.44,
5535.000,5.4,
5534.000,5.37,
5533.000,5.33,
5532.000,5.3,
5531.000,5.28,
5530.000,5.25,
5529.000,5.23,
5528.000,5.2,
5527.000,5.18,
5526.000,5.16,
5525.000,5.14,
5524.000,5.12,
5523.000,5.11,
5522.000,5.1,
5521.000,5.09,
5520.000,5.08,
5519.000,5.08,
5518.000,5.08,
5517.000,5.07,
5516.000,5.08,
5515.000,5.08,
5514.000,5.09,
5513.000,5.09,
5512.000,5.1,
5511.000,5.11,
5510.000,5.12,
5509.000,5.13,
5508.000,5.15,
5507.000,5.17,
5506.000,5.2,
5505.000,5.22,
5504.000,5.24,
5503.000,5.26,
5502.000,5.29,
5501.000,5.32,
5500.000,5.35,
5499.000,5.39,
5498.000,5.43,
5497.000,5.46,
5496.000,5.51,
5495.000,5.56,
5494.000,5.61,
5493.000,5.66,
5492.000,5.72,
5491.000,5.77,
5490.000,5.83,
5489.000,5.89,
5488.000,5.95,
5487.000,6.02,
5486.000,6.09,
5485.000,6.17,
5484.000,6.25,
5483.000,6.33,
5482.000,6.42,
5481.000,6.51,
5480.000,6.6,
5479.000,6.7,
5478.000,6.8,
5477.000,6.91,
5476.000,7.02,
5475.000,7.13,
5474.000,7.25,
5473.000,7.38,
5472.000,7.51,
5471.000,7.65,
5470.000,7.79,
5469.000,7.94,
5468.000,8.09,
5467.000,8.25,
5466.000,8.42,
5465.000,8.59,
5464.000,8.76,
5463.000,8.95,
5462.000,9.13,
5461.000,9.33,
5460.000,9.53,
5459.000,9.74,
5458.000,9.96,
5457.000,10.19,
5456.000,10.42,
5455.000,10.66,
5454.000,10.91,
5453.000,11.16,
5452.000,11.42,
5451.000,11.69,
5450.000,11.97,
5449.000,12.25,
5448.000,12.54,
5447.000,12.84,
5446.000,13.15,
5445.000,13.47,
5444.000,13.79,
5443.000,14.11,
5442.000,14.43,
5441.000,14.75,
5440.000,15.08,
5439.000,15.4,
5438.000,15.73,
5437.000,16.06,
5436.000,16.39,
5435.000,16.71,
5434.000,17.04,
5433.000,17.36,
5432.000,17.68,
5431.000,18,
5430.000,18.31,
5429.000,18.6,
5428.000,18.89,
5427.000,19.16,
5426.000,19.43,
5425.000,19.67,
5424.000,19.89,
5423.000,20.09,
5422.000,20.27,
5421.000,20.44,
5420.000,20.59,
5419.000,20.72,
5418.000,20.83,
5417.000,20.91,
5416.000,20.98,
5415.000,21.03,
5414.000,21.07,
5413.000,21.08,
5412.000,21.07,
5411.000,21.04,
5410.000,20.98,
5409.000,20.89,
5408.000,20.78,
5407.000,20.64,
5406.000,20.48,
5405.000,20.29,
5404.000,20.09,
5403.000,19.87,
5402.000,19.64,
5401.000,19.4,
5400.000,19.15,
5399.000,18.89,
5398.000,18.62,
5397.000,18.34,
5396.000,18.06,
5395.000,17.77,
5394.000,17.47,
5393.000,17.16,
5392.000,16.85,
5391.000,16.54,
5390.000,16.22,
5389.000,15.9,
5388.000,15.57,
5387.000,15.24,
5386.000,14.92,
5385.000,14.59,
5384.000,14.28,
5383.000,13.97,
5382.000,13.66,
5381.000,13.36,
5380.000,13.07,
5379.000,12.78,
5378.000,12.49,
5377.000,12.2,
5376.000,11.92,
5375.000,11.65,
5374.000,11.39,
5373.000,11.13,
5372.000,10.88,
5371.000,10.63,
5370.000,10.38,
5369.000,10.14,
5368.000,9.9,
5367.000,9.68,
5366.000,9.46,
5365.000,9.25,
5364.000,9.05,
5363.000,8.85,
5362.000,8.66,
5361.000,8.47,
5360.000,8.29,
5359.000,8.12,
5358.000,7.95,
5357.000,7.8,
5356.000,7.65,
5355.000,7.5,
5354.000,7.36,
5353.000,7.22,
5352.000,7.08,
5351.000,6.95,
5350.000,6.83,
5349.000,6.71,
5348.000,6.6,
5347.000,6.49,
5346.000,6.39,
5345.000,6.29,
5344.000,6.19,
5343.000,6.09,
5342.000,6,
5341.000,5.92,
5340.000,5.84,
5339.000,5.76,
5338.000,5.68,
5337.000,5.61,
5336.000,5.53,
5335.000,5.46,
5334.000,5.4,
5333.000,5.33,
5332.000,5.27,
5331.000,5.21,
5330.000,5.15,
5329.000,5.1,
5328.000,5.05,
5327.000,5.01,
5326.000,4.96,
5325.000,4.92,
5324.000,4.89,
5323.000,4.85,
5322.000,4.82,
5321.000,4.79,
5320.000,4.76,
5319.000,4.73,
5318.000,4.7,
5317.000,4.67,
5316.000,4.64,
5315.000,4.62,
5314.000,4.59,
5313.000,4.57,
5312.000,4.56,
5311.000,4.54,
5310.000,4.53,
5309.000,4.52,
5308.000,4.51,
5307.000,4.51,
5306.000,4.5,
5305.000,4.5,
5304.000,4.5,
5303.000,4.5,
5302.000,4.5,
5301.000,4.5,
5300.000,4.51,
5299.000,4.51,
5298.000,4.52,
5297.000,4.53,
5296.000,4.54,
5295.000,4.55,
5294.000,4.56,
5293.000,4.58,
5292.000,4.59,
5291.000,4.61,
5290.000,4.63,
5289.000,4.66,
5288.000,4.68,
5287.000,4.71,
5286.000,4.74,
5285.000,4.77,
5284.000,4.81,
5283.000,4.84,
5282.000,4.88,
5281.000,4.92,
5280.000,4.96,
5279.000,5.01,
5278.000,5.05,
5277.000,5.1,
5276.000,5.15,
5275.000,5.2,
5274.000,5.26,
5273.000,5.32,
5272.000,5.39,
5271.000,5.45,
5270.000,5.52,
5269.000,5.59,
5268.000,5.67,
5267.000,5.75,
5266.000,5.83,
5265.000,5.92,
5264.000,6.01,
5263.000,6.1,
5262.000,6.2,
5261.000,6.3,
5260.000,6.4,
5259.000,6.51,
5258.000,6.63,
5257.000,6.74,
5256.000,6.87,
5255.000,7,
5254.000,7.13,
5253.000,7.27,
5252.000,7.42,
5251.000,7.58,
5250.000,7.74,
5249.000,7.9,
5248.000,8.07,
5247.000,8.25,
5246.000,8.44,
5245.000,8.63,
5244.000,8.82,
5243.000,9.03,
5242.000,9.23,
5241.000,9.45,
5240.000,9.68,
5239.000,9.91,
5238.000,10.15,
5237.000,10.4,
5236.000,10.66,
5235.000,10.92,
5234.000,11.19,
5233.000,11.48,
5232.000,11.77,
5231.000,12.07,
5230.000,12.38,
5229.000,12.69,
5228.000,13.01,
5227.000,13.34,
5226.000,13.68,
5225.000,14.02,
5224.000,14.36,
5223.000,14.71,
5222.000,15.05,
5221.000,15.4,
5220.000,15.75,
5219.000,16.1,
5218.000,16.45,
5217.000,16.8,
5216.000,17.14,
5215.000,17.48,
5214.000,17.81,
5213.000,18.13,
5212.000,18.45,
5211.000,18.76,
5210.000,19.06,
5209.000,19.35,
5208.000,19.62,
5207.000,19.88,
5206.000,20.12,
5205.000,20.35,
5204.000,20.55,
5203.000,20.72,
5202.000,20.87,
5201.000,20.99,
5200.000,21.08,
5199.000,21.15,
5198.000,21.2,
5197.000,21.21,
5196.000,21.21,
5195.000,21.18,
5194.000,21.13,
5193.000,21.05,
5192.000,20.95,
5191.000,20.82,
5190.000,20.67,
5189.000,20.5,
5188.000,20.3,
5187.000,20.09,
5186.000,19.86,
5185.000,19.61,
5184.000,19.34,
5183.000,19.07,
5182.000,18.78,
5181.000,18.48,
5180.000,18.17,
5179.000,17.84,
5178.000,17.51,
5177.000,17.18,
5176.000,16.84,
5175.000,16.51,
5174.000,16.16,
5173.000,15.82,
5172.000,15.47,
5171.000,15.13,
5170.000,14.79,
5169.000,14.46,
5168.000,14.13,
5167.000,13.8,
5166.000,13.48,
5165.000,13.16,
5164.000,12.84,
5163.000,12.53,
5162.000,12.23,
5161.000,11.93,
5160.000,11.65,
5159.000,11.37,
5158.000,11.09,
5157.000,10.81,
5156.000,10.55,
5155.000,10.29,
5154.000,10.03,
5153.000,9.79,
5152.000,9.55,
5151.000,9.33,
5150.000,9.11,
5149.000,8.89,
5148.000,8.68,
5147.000,8.48,
5146.000,8.29,
5145.000,8.09,
5144.000,7.91,
5143.000,7.73,
5142.000,7.56,
5141.000,7.4,
5140.000,7.24,
5139.000,7.09,
5138.000,6.94,
5137.000,6.8,
5136.000,6.66,
5135.000,6.53,
5134.000,6.41,
5133.000,6.29,
5132.000,6.18,
5131.000,6.07,
5130.000,5.96,
5129.000,5.86,
5128.000,5.76,
5127.000,5.66,
5126.000,5.57,
5125.000,5.48,
5124.000,5.39,
5123.000,5.31,
5122.000,5.24,
5121.000,5.17,
5120.000,5.1,
5119.000,5.04,
5118.000,4.97,
5117.000,4.91,
5116.000,4.84,
5115.000,4.79,
5114.000,4.73,
5113.000,4.68,
5112.000,4.63,
5111.000,4.59,
5110.000,4.54,
5109.000,4.5,
5108.000,4.46,
5107.000,4.42,
5106.000,4.39,
5105.000,4.35,
5104.000,4.32,
5103.000,4.29,
5102.000,4.26,
5101.000,4.23,
5100.000,4.21,
5099.000,4.19,
5098.000,4.17,
5097.000,4.15,
5096.000,4.13,
5095.000,4.12,
5094.000,4.1,
5093.000,4.09,
5092.000,4.08,
5091.000,4.07,
5090.000,4.06,
5089.000,4.05,
5088.000,4.05,
5087.000,4.04,
5086.000,4.04,
5085.000,4.04,
5084.000,4.05,
5083.000,4.05,
5082.000,4.06,
5081.000,4.07,
5080.000,4.08,
5079.000,4.09,
5078.000,4.09,
5077.000,4.1,
5076.000,4.11,
5075.000,4.13,
5074.000,4.14,
5073.000,4.16,
5072.000,4.19,
5071.000,4.21,
5070.000,4.24,
5069.000,4.27,
5068.000,4.29,
5067.000,4.32,
5066.000,4.35,
5065.000,4.39,
5064.000,4.42,
5063.000,4.46,
5062.000,4.5,
5061.000,4.54,
5060.000,4.58,
5059.000,4.63,
5058.000,4.68,
5057.000,4.73,
5056.000,4.78,
5055.000,4.84,
5054.000,4.9,
5053.000,4.97,
5052.000,5.04,
5051.000,5.11,
5050.000,5.18,
5049.000,5.25,
5048.000,5.33,
5047.000,5.41,
5046.000,5.5,
5045.000,5.59,
5044.000,5.68,
5043.000,5.78,
5042.000,5.88,
5041.000,5.98,
5040.000,6.09,
5039.000,6.21,
5038.000,6.33,
5037.000,6.46,
5036.000,6.59,
5035.000,6.73,
5034.000,6.87,
5033.000,7.02,
5032.000,7.18,
5031.000,7.34,
5030.000,7.51,
5029.000,7.69,
5028.000,7.88,
5027.000,8.07,
5026.000,8.27,
5025.000,8.47,
5024.000,8.68,
5023.000,8.9,
5022.000,9.13,
5021.000,9.38,
5020.000,9.63,
5019.000,9.89,
5018.000,10.15,
5017.000,10.43,
5016.000,10.71,
5015.000,11,
5014.000,11.3,
5013.000,11.61,
5012.000,11.92,
5011.000,12.25,
5010.000,12.58,
5009.000,12.92,
5008.000,13.27,
5007.000,13.62,
5006.000,13.98,
5005.000,14.34,
5004.000,14.7,
5003.000,15.06,
5002.000,15.43,
5001.000,15.8,
5000.000,16.16,
4999.000,16.52,
4998.000,16.87,
4997.000,17.22,
4996.000,17.56,
4995.000,17.9,
4994.000,18.22,
4993.000,18.52,
4992.000,18.81,
4991.000,19.08,
4990.000,19.34,
4989.000,19.57,
4988.000,19.78,
4987.000,19.97,
4986.000,20.14,
4985.000,20.28,
4984.000,20.39,
4983.000,20.48,
4982.000,20.54,
4981.000,20.57,
4980.000,20.57,
4979.000,20.54,
4978.000,20.49,
4977.000,20.41,
4976.000,20.3,
4975.000,20.17,
4974.000,20.01,
4973.000,19.83,
4972.000,19.63,
4971.000,19.41,
4970.000,19.17,
4969.000,18.91,
4968.000,18.63,
4967.000,18.34,
4966.000,18.04,
4965.000,17.72,
4964.000,17.4,
4963.000,17.07,
4962.000,16.73,
4961.000,16.39,
4960.000,16.04,
4959.000,15.69,
4958.000,15.34,
4957.000,14.98,
4956.000,14.63,
4955.000,14.28,
4954.000,13.93,
4953.000,13.58,
4952.000,13.24,
4951.000,12.9,
4950.000,12.57,
4949.000,12.24,
4948.000,11.92,
4947.000,11.61,
4946.000,11.31,
4945.000,11.01,
4944.000,10.72,
4943.000,10.44,
4942.000,10.16,
4941.000,9.89,
4940.000,9.63,
4939.000,9.38,
4938.000,9.13,
4937.000,8.9,
4936.000,8.67,
4935.000,8.45,
4934.000,8.23,
4933.000,8.02,
4932.000,7.82,
4931.000,7.63,
4930.000,7.44,
4929.000,7.26,
4928.000,7.09,
4927.000,6.93,
4926.000,6.77,
4925.000,6.61,
4924.000,6.46,
4923.000,6.32,
4922.000,6.18,
4921.000,6.05,
4920.000,5.93,
4919.000,5.81,
4918.000,5.69,
4917.000,5.58,
4916.000,5.47,
4915.000,5.37,
4914.000,5.28,
4913.000,5.18,
4912.000,5.09,
4911.000,5,
4910.000,4.92,
4909.000,4.84,
4908.000,4.77,
4907.000,4.69,
4906.000,4.63,
4905.000,4.56,
4904.000,4.5,
4903.000,4.44,
4902.000,4.39,
4901.000,4.33,
4900.000,4.28,
4899.000,4.23,
4898.000,4.18,
4897.000,4.14,
4896.000,4.09,
4895.000,4.05,
4894.000,4.01,
4893.000,3.98,
4892.000,3.94,
4891.000,3.91,
4890.000,3.88,
4889.000,3.85,
4888.000,3.82,
4887.000,3.79,
4886.000,3.77,
4885.000,3.74,
4884.000,3.72,
4883.000,3.7,
4882.000,3.69,
4881.000,3.67,
4880.000,3.65,
4879.000,3.64,
4878.000,3.63,
4877.000,3.62,
4876.000,3.61,
4875.000,3.6,
4874.000,3.6,
4873.000,3.59,
4872.000,3.59,
4871.000,3.58,
4870.000,3.58,
4869.000,3.59,
4868.000,3.59,
4867.000,3.6,
4866.000,3.61,
4865.000,3.61,
4864.000,3.62,
4863.000,3.63,
4862.000,3.64,
4861.000,3.65,
4860.000,3.66,
4859.000,3.67,
4858.000,3.69,
4857.000,3.71,
4856.000,3.73,
4855.000,3.75,
4854.000,3.78,
4853.000,3.8,
4852.000,3.82,
4851.000,3.85,
4850.000,3.88,
4849.000,3.91,
4848.000,3.94,
4847.000,3.98,
4846.000,4.01,
4845.000,4.05,
4844.000,4.09,
4843.000,4.14,
4842.000,4.18,
4841.000,4.23,
4840.000,4.28,
4839.000,4.34,
4838.000,4.4,
4837.000,4.45,
4836.000,4.51,
4835.000,4.58,
4834.000,4.64,
4833.000,4.71,
4832.000,4.79,
4831.000,4.86,
4830.000,4.95,
4829.000,5.03,
4828.000,5.12,
4827.000,5.21,
4826.000,5.3,
4825.000,5.4,
4824.000,5.5,
4823.000,5.61,
4822.000,5.73,
4821.000,5.84,
4820.000,5.97,
4819.000,6.1,
4818.000,6.23,
4817.000,6.37,
4816.000,6.52,
4815.000,6.68,
4814.000,6.84,
4813.000,7.01,
4812.000,7.19,
4811.000,7.38,
4810.000,7.57,
4809.000,7.77,
4808.000,7.98,
4807.000,8.2,
4806.000,8.43,
4805.000,8.67,
4804.000,8.92,
4803.000,9.17,
4802.000,9.44,
4801.000,9.71,
4800.000,10,
4799.000,10.29,
4798.000,10.6,
4797.000,10.91,
4796.000,11.24,
4795.000,11.57,
4794.000,11.92,
4793.000,12.27,
4792.000,12.63,
4791.000,13,
4790.000,13.38,
4789.000,13.76,
4788.000,14.15,
4787.000,14.54,
4786.000,14.93,
4785.000,15.32,
4784.000,15.72,
4783.000,16.11,
4782.000,16.5,
4781.000,16.89,
4780.000,17.26,
4779.000,17.63,
4778.000,17.98,
4777.000,18.32,
4776.000,18.64,
4775.000,18.94,
4774.000,19.23,
4773.000,19.49,
4772.000,19.73,
4771.000,19.94,
4770.000,20.12,
4769.000,20.28,
4768.000,20.4,
4767.000,20.5,
4766.000,20.56,
4765.000,20.6,
4764.000,20.59,
4763.000,20.56,
4762.000,20.49,
4761.000,20.39,
4760.000,20.26,
4759.000,20.11,
4758.000,19.93,
4757.000,19.72,
4756.000,19.49,
4755.000,19.23,
4754.000,18.96,
4753.000,18.66,
4752.000,18.35,
4751.000,18.02,
4750.000,17.68,
4749.000,17.33,
4748.000,16.98,
4747.000,16.62,
4746.000,16.25,
4745.000,15.88,
4744.000,15.5,
4743.000,15.12,
4742.000,14.74,
4741.000,14.36,
4740.000,13.98,
4739.000,13.61,
4738.000,13.25,
4737.000,12.89,
4736.000,12.53,
4735.000,12.18,
4734.000,11.84,
4733.000,11.5,
4732.000,11.17,
4731.000,10.85,
4730.000,10.54,
4729.000,10.23,
4728.000,9.94,
4727.000,9.65,
4726.000,9.37,
4725.000,9.1,
4724.000,8.84,
4723.000,8.59,
4722.000,8.34,
4721.000,8.11,
4720.000,7.88,
4719.000,7.67,
4718.000,7.46,
4717.000,7.26,
4716.000,7.06,
4715.000,6.88,
4714.000,6.7,
4713.000,6.53,
4712.000,6.36,
4711.000,6.2,
4710.000,6.05,
4709.000,5.91,
4708.000,5.77,
4707.000,5.64,
4706.000,5.51,
4705.000,5.39,
4704.000,5.27,
4703.000,5.16,
4702.000,5.05,
4701.000,4.95,
4700.000,4.86,
4699.000,4.76,
4698.000,4.68,
4697.000,4.59,
4696.000,4.51,
4695.000,4.43,
4694.000,4.35,
4693.000,4.28,
4692.000,4.2,
4691.000,4.14,
4690.000,4.07,
4689.000,4.01,
4688.000,3.95,
4687.000,3.9,
4686.000,3.85,
4685.000,3.79,
4684.000,3.74,
4683.000,3.7,
4682.000,3.65,
4681.000,3.61,
4680.000,3.57,
4679.000,3.53,
4678.000,3.5,
4677.000,3.47,
4676.000,3.44,
4675.000,3.41,
4674.000,3.38,
4673.000,3.35,
4672.000,3.33,
4671.000,3.31,
4670.000,3.29,
4669.000,3.27,
4668.000,3.25,
4667.000,3.23,
4666.000,3.22,
4665.000,3.2,
4664.000,3.19,
4663.000,3.17,
4662.000,3.16,
4661.000,3.15,
4660.000,3.14,
4659.000,3.14,
4658.000,3.13,
4657.000,3.13,
4656.000,3.13,
4655.000,3.12,
4654.000,3.12,
4653.000,3.12,
4652.000,3.12,
4651.000,3.12,
4650.000,3.13,
4649.000,3.13,
4648.000,3.14,
4647.000,3.15,
4646.000,3.16,
4645.000,3.17,
4644.000,3.18,
4643.000,3.19,
4642.000,3.2,
4641.000,3.22,
4640.000,3.23,
4639.000,3.25,
4638.000,3.27,
4637.000,3.29,
4636.000,3.31,
4635.000,3.33,
4634.000,3.36,
4633.000,3.38,
4632.000,3.41,
4631.000,3.44,
4630.000,3.47,
4629.000,3.5,
4628.000,3.54,
4627.000,3.58,
4626.000,3.62,
4625.000,3.66,
4624.000,3.7,
4623.000,3.75,
4622.000,3.79,
4621.000,3.84,
4620.000,3.9,
4619.000,3.95,
4618.000,4.01,
4617.000,4.07,
4616.000,4.13,
4615.000,4.2,
4614.000,4.27,
4613.000,4.34,
4612.000,4.42,
4611.000,4.49,
4610.000,4.58,
4609.000,4.66,
4608.000,4.76,
4607.000,4.85,
4606.000,4.96,
4605.000,5.06,
4604.000,5.18,
4603.000,5.29,
4602.000,5.41,
4601.000,5.54,
4600.000,5.67,
4599.000,5.8,
4598.000,5.95,
4597.000,6.1,
4596.000,6.26,
4595.000,6.43,
4594.000,6.6,
4593.000,6.79,
4592.000,6.98,
4591.000,7.17,
4590.000,7.38,
4589.000,7.6,
4588.000,7.83,
4587.000,8.07,
4586.000,8.32,
4585.000,8.58,
4584.000,8.85,
4583.000,9.13,
4582.000,9.42,
4581.000,9.72,
4580.000,10.04,
4579.000,10.36,
4578.000,10.7,
4577.000,11.05,
4576.000,11.4,
4575.000,11.77,
4574.000,12.14,
4573.000,12.52,
4572.000,12.91,
4571.000,13.31,
4570.000,13.71,
4569.000,14.12,
4568.000,14.53,
4567.000,14.94,
4566.000,15.34,
4565.000,15.74,
4564.000,16.14,
4563.000,16.53,
4562.000,16.91,
4561.000,17.28,
4560.000,17.63,
4559.000,17.96,
4558.000,18.27,
4557.000,18.56,
4556.000,18.83,
4555.000,19.07,
4554.000,19.28,
4553.000,19.46,
4552.000,19.6,
4551.000,19.71,
4550.000,19.79,
4549.000,19.83,
4548.000,19.83,
4547.000,19.8,
4546.000,19.73,
4545.000,19.63,
4544.000,19.5,
4543.000,19.34,
4542.000,19.15,
4541.000,18.93,
4540.000,18.68,
4539.000,18.41,
4538.000,18.12,
4537.000,17.81,
4536.000,17.48,
4535.000,17.14,
4534.000,16.79,
4533.000,16.42,
4532.000,16.04,
4531.000,15.67,
4530.000,15.28,
4529.000,14.89,
4528.000,14.5,
4527.000,14.11,
4526.000,13.72,
4525.000,13.34,
4524.000,12.95,
4523.000,12.58,
4522.000,12.21,
4521.000,11.84,
4520.000,11.48,
4519.000,11.13,
4518.000,10.79,
4517.000,10.46,
4516.000,10.13,
4515.000,9.82,
4514.000,9.51,
4513.000,9.21,
4512.000,8.92,
4511.000,8.64,
4510.000,8.37,
4509.000,8.12,
4508.000,7.87,
4507.000,7.63,
4506.000,7.4,
4505.000,7.18,
4504.000,6.97,
4503.000,6.76,
4502.000,6.57,
4501.000,6.38,
4500.000,6.2,
4499.000,6.03,
4498.000,5.86,
4497.000,5.71,
4496.000,5.56,
4495.000,5.41,
4494.000,5.28,
4493.000,5.14,
4492.000,5.02,
4491.000,4.9,
4490.000,4.78,
4489.000,4.67,
4488.000,4.57,
4487.000,4.47,
4486.000,4.37,
4485.000,4.28,
4484.000,4.2,
4483.000,4.11,
4482.000,4.03,
4481.000,3.95,
4480.000,3.88,
4479.000,3.81,
4478.000,3.74,
4477.000,3.68,
4476.000,3.62,
4475.000,3.56,
4474.000,3.51,
4473.000,3.46,
4472.000,3.41,
4471.000,3.36,
4470.000,3.32,
4469.000,3.27,
4468.000,3.23,
4467.000,3.19,
4466.000,3.15,
4465.000,3.12,
4464.000,3.08,
4463.000,3.05,
4462.000,3.02,
4461.000,2.99,
4460.000,2.97,
4459.000,2.94,
4458.000,2.92,
4457.000,2.89,
4456.000,2.87,
4455.000,2.85,
4454.000,2.83,
4453.000,2.81,
4452.000,2.8,
4451.000,2.78,
4450.000,2.77,
4449.000,2.76,
4448.000,2.74,
4447.000,2.73,
4446.000,2.72,
4445.000,2.72,
4444.000,2.71,
4443.000,2.7,
4442.000,2.7,
4441.000,2.7,
4440.000,2.7,
4439.000,2.69,
4438.000,2.69,
4437.000,2.7,
4436.000,2.7,
4435.000,2.7,
4434.000,2.7,
4433.000,2.71,
4432.000,2.72,
4431.000,2.72,
4430.000,2.73,
4429.000,2.74,
4428.000,2.74,
4427.000,2.76,
4426.000,2.77,
4425.000,2.78,
4424.000,2.8,
4423.000,2.82,
4422.000,2.84,
4421.000,2.86,
4420.000,2.88,
4419.000,2.9,
4418.000,2.92,
4417.000,2.95,
4416.000,2.97,
4415.000,3,
4414.000,3.03,
4413.000,3.07,
4412.000,3.1,
4411.000,3.14,
4410.000,3.17,
4409.000,3.21,
4408.000,3.25,
4407.000,3.29,
4406.000,3.33,
4405.000,3.38,
4404.000,3.43,
4403.000,3.48,
4402.000,3.53,
4401.000,3.59,
4400.000,3.64,
4399.000,3.7,
4398.000,3.77,
4397.000,3.83,
4396.000,3.91,
4395.000,3.98,
4394.000,4.05,
4393.000,4.13,
4392.000,4.22,
4391.000,4.3,
4390.000,4.39,
4389.000,4.49,
4388.000,4.59,
4387.000,4.7,
4386.000,4.8,
4385.000,4.91,
4384.000,5.03,
4383.000,5.15,
4382.000,5.27,
4381.000,5.4,
4380.000,5.54,
4379.000,5.68,
4378.000,5.83,
4377.000,5.98,
4376.000,6.14,
4375.000,6.31,
4374.000,6.48,
4373.000,6.66,
4372.000,6.85,
4371.000,7.05,
4370.000,7.26,
4369.000,7.47,
4368.000,7.69,
4367.000,7.92,
4366.000,8.16,
4365.000,8.41,
4364.000,8.67,
4363.000,8.94,
4362.000,9.21,
4361.000,9.5,
4360.000,9.81,
4359.000,10.12,
4358.000,10.44,
4357.000,10.77,
4356.000,11.11,
4355.000,11.46,
4354.000,11.81,
4353.000,12.17,
4352.000,12.53,
4351.000,12.89,
4350.000,13.26,
4349.000,13.62,
4348.000,13.98,
4347.000,14.34,
4346.000,14.69,
4345.000,15.03,
4344.000,15.36,
4343.000,15.68,
4342.000,15.99,
4341.000,16.28,
4340.000,16.56,
4339.000,16.81,
4338.000,17.05,
4337.000,17.26,
4336.000,17.44,
4335.000,17.58,
4334.000,17.7,
4333.000,17.77,
4332.000,17.82,
4331.000,17.82,
4330.000,17.79,
4329.000,17.71,
4328.000,17.6,
4327.000,17.46,
4326.000,17.28,
4325.000,17.06,
4324.000,16.83,
4323.000,16.56,
4322.000,16.27,
4321.000,15.96,
4320.000,15.64,
4319.000,15.3,
4318.000,14.95,
4317.000,14.59,
4316.000,14.22,
4315.000,13.85,
4314.000,13.48,
4313.000,13.11,
4312.000,12.74,
4311.000,12.37,
4310.000,12.01,
4309.000,11.65,
4308.000,11.29,
4307.000,10.94,
4306.000,10.6,
4305.000,10.26,
4304.000,9.94,
4303.000,9.62,
4302.000,9.3,
4301.000,9,
4300.000,8.71,
4299.000,8.42,
4298.000,8.14,
4297.000,7.87,
4296.000,7.61,
4295.000,7.36,
4294.000,7.12,
4293.000,6.89,
4292.000,6.67,
4291.000,6.46,
4290.000,6.26,
4289.000,6.06,
4288.000,5.88,
4287.000,5.7,
4286.000,5.53,
4285.000,5.37,
4284.000,5.22,
4283.000,5.07,
4282.000,4.94,
4281.000,4.81,
4280.000,4.68,
4279.000,4.56,
4278.000,4.45,
4277.000,4.34,
4276.000,4.24,
4275.000,4.14,
4274.000,4.05,
4273.000,3.96,
4272.000,3.87,
4271.000,3.79,
4270.000,3.7,
4269.000,3.63,
4268.000,3.55,
4267.000,3.48,
4266.000,3.42,
4265.000,3.35,
4264.000,3.29,
4263.000,3.23,
4262.000,3.17,
4261.000,3.12,
4260.000,3.07,
4259.000,3.02,
4258.000,2.98,
4257.000,2.93,
4256.000,2.89,
4255.000,2.85,
4254.000,2.81,
4253.000,2.77,
4252.000,2.74,
4251.000,2.7,
4250.000,2.67,
4249.000,2.64,
4248.000,2.61,
4247.000,2.58,
4246.000,2.55,
4245.000,2.52,
4244.000,2.5,
4243.000,2.48,
4242.000,2.45,
4241.000,2.43,
4240.000,2.41,
4239.000,2.4,
4238.000,2.38,
4237.000,2.37,
4236.000,2.35,
4235.000,2.34,
4234.000,2.32,
4233.000,2.31,
4232.000,2.3,
4231.000,2.29,
4230.000,2.28,
4229.000,2.27,
4228.000,2.26,
4227.000,2.26,
4226.000,2.25,
4225.000,2.25,
4224.000,2.25,
4223.000,2.24,
4222.000,2.24,
4221.000,2.24,
4220.000,2.24,
4219.000,2.24,
4218.000,2.24,
4217.000,2.25,
4216.000,2.25,
4215.000,2.25,
4214.000,2.26,
4213.000,2.26,
4212.000,2.27,
