Wavelength nm.	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...
545.00	0.51999	0.51731	0.51344	0.51034	0.50689	0.50403	0.50169	0.49830	0.49614	0.49317	0.49225	0.48944	0.48705	0.48569	0.48317	0.48156	0.47945	0.47793	0.47703	0.47553	0.47387	0.47242	0.47127	0.47024	0.46880	0.46808	0.46680	0.46586	0.46498	0.46361	0.46220	0.46221	0.46078	0.46035	0.45963	0.45818	0.45801	0.45697	0.45676	0.45568	0.45555	0.45433	0.45358	0.45306	0.45298	0.45262	0.45099	0.45142	0.45096	0.44968	0.44899	0.44883	0.44880	0.44786	0.44740	0.44685	0.44636	0.44717	0.44549	0.44510	0.44529	0.44530	0.44491	0.44445	0.44364	0.44331	0.44270	0.44260	0.44164	0.44249	0.44174	0.44104	0.44103	0.44036	0.44065	0.43967	0.44066	0.43958	0.43932	0.43919	0.43916	0.43851	0.43854	0.43745	0.43759	0.43760	0.43751	0.43656	0.43669	0.43663	0.43711	0.43630	0.43608	0.43477	0.43535	0.43514	0.43520	0.43489	0.43463	0.43421
546.00	0.51168	0.50857	0.50527	0.50201	0.49869	0.49583	0.49291	0.48979	0.48724	0.48517	0.48289	0.48023	0.47779	0.47595	0.47461	0.47201	0.47166	0.46934	0.46737	0.46634	0.46462	0.46436	0.46181	0.46094	0.46064	0.45810	0.45678	0.45628	0.45479	0.45451	0.45293	0.45239	0.45175	0.45089	0.45032	0.44937	0.44843	0.44744	0.44738	0.44620	0.44565	0.44547	0.44401	0.44383	0.44327	0.44263	0.44180	0.44092	0.44082	0.44043	0.43933	0.43945	0.43874	0.43851	0.43741	0.43760	0.43664	0.43657	0.43601	0.43572	0.43549	0.43522	0.43407	0.43341	0.43346	0.43370	0.43309	0.43213	0.43243	0.43141	0.43132	0.43114	0.43174	0.43131	0.43067	0.43000	0.43056	0.43019	0.42973	0.42980	0.42872	0.42938	0.42850	0.42843	0.42737	0.42808	0.42735	0.42700	0.42711	0.42670	0.42649	0.42612	0.42604	0.42612	0.42514	0.42522	0.42487	0.42503	0.42387	0.42467
547.00	0.50347	0.50026	0.49767	0.49424	0.49022	0.48701	0.48440	0.48201	0.47925	0.47703	0.47474	0.47152	0.46951	0.46733	0.46557	0.46330	0.46204	0.46083	0.45890	0.45754	0.45607	0.45497	0.45328	0.45160	0.45032	0.44919	0.44869	0.44720	0.44553	0.44503	0.44416	0.44366	0.44209	0.44170	0.44061	0.43994	0.43870	0.43768	0.43739	0.43610	0.43559	0.43474	0.43489	0.43426	0.43356	0.43269	0.43243	0.43158	0.43150	0.43048	0.42936	0.42930	0.42930	0.42830	0.42857	0.42772	0.42705	0.42694	0.42655	0.42636	0.42533	0.42558	0.42573	0.42435	0.42399	0.42424	0.42348	0.42280	0.42292	0.42255	0.42175	0.42267	0.42095	0.42152	0.42082	0.42063	0.42024	0.42047	0.41968	0.41969	0.41927	0.41933	0.41859	0.41861	0.41801	0.41833	0.41781	0.41702	0.41734	0.41712	0.41707	0.41681	0.41687	0.41641	0.41557	0.41559	0.41571	0.41511	0.41447	0.41537
548.00	0.49874	0.49530	0.49227	0.48863	0.48548	0.48151	0.47816	0.47485	0.47294	0.47101	0.46764	0.46664	0.46316	0.46164	0.45872	0.45767	0.45522	0.45389	0.45251	0.45056	0.44880	0.44794	0.44626	0.44522	0.44346	0.44278	0.44134	0.44040	0.43893	0.43776	0.43649	0.43590	0.43539	0.43419	0.43321	0.43268	0.43178	0.43074	0.42985	0.42955	0.42822	0.42770	0.42713	0.42681	0.42594	0.42523	0.42494	0.42345	0.42450	0.42248	0.42257	0.42195	0.42113	0.42178	0.42109	0.42031	0.42005	0.41994	0.41908	0.41856	0.41865	0.41838	0.41724	0.41734	0.41745	0.41691	0.41702	0.41604	0.41586	0.41497	0.41549	0.41509	0.41405	0.41368	0.41343	0.41366	0.41296	0.41254	0.41199	0.41253	0.41158	0.41162	0.41235	0.41159	0.41171	0.41113	0.41114	0.41045	0.41055	0.41077	0.41105	0.41013	0.41046	0.40999	0.40828	0.40905	0.40853	0.40887	0.40805	0.40809
549.00	0.49636	0.49334	0.48955	0.48691	0.48241	0.47943	0.47670	0.47311	0.47073	0.46785	0.46592	0.46359	0.46121	0.45815	0.45589	0.45493	0.45284	0.45105	0.44945	0.44795	0.44568	0.44505	0.44392	0.44110	0.43987	0.43899	0.43785	0.43708	0.43566	0.43441	0.43363	0.43288	0.43178	0.43103	0.42992	0.42934	0.42820	0.42802	0.42669	0.42555	0.42442	0.42464	0.42364	0.42319	0.42273	0.42168	0.42184	0.42114	0.42024	0.41957	0.41960	0.41878	0.41806	0.41779	0.41724	0.41685	0.41621	0.41687	0.41581	0.41561	0.41493	0.41462	0.41428	0.41424	0.41366	0.41339	0.41322	0.41343	0.41242	0.41217	0.41180	0.41162	0.41104	0.41186	0.41065	0.41073	0.41051	0.41024	0.40957	0.40984	0.40956	0.40911	0.40868	0.40886	0.40847	0.40811	0.40829	0.40781	0.40734	0.40679	0.40748	0.40728	0.40730	0.40701	0.40624	0.40656	0.40649	0.40601	0.40588	0.40600
550.00	0.49767	0.49420	0.49048	0.48772	0.48383	0.48035	0.47749	0.47443	0.47145	0.46961	0.46603	0.46425	0.46150	0.45958	0.45754	0.45484	0.45271	0.45172	0.45033	0.44828	0.44597	0.44512	0.44377	0.44237	0.44108	0.43887	0.43849	0.43735	0.43599	0.43537	0.43399	0.43315	0.43266	0.43105	0.43078	0.42936	0.42825	0.42781	0.42693	0.42598	0.42574	0.42527	0.42385	0.42345	0.42318	0.42265	0.42248	0.42122	0.42059	0.42028	0.42031	0.41979	0.41938	0.41869	0.41850	0.41776	0.41734	0.41741	0.41704	0.41635	0.41574	0.41541	0.41614	0.41483	0.41411	0.41430	0.41413	0.41393	0.41357	0.41353	0.41304	0.41305	0.41278	0.41202	0.41146	0.41211	0.41175	0.41103	0.41139	0.41077	0.41073	0.41052	0.40989	0.41022	0.41005	0.41012	0.40996	0.40921	0.40974	0.40899	0.40958	0.40900	0.40872	0.40894	0.40819	0.40835	0.40809	0.40782	0.40824	0.40704
551.00	0.50281	0.49934	0.49535	0.49221	0.48916	0.48600	0.48296	0.47992	0.47694	0.47467	0.47215	0.47023	0.46701	0.46477	0.46332	0.46103	0.45900	0.45752	0.45481	0.45367	0.45165	0.45069	0.44904	0.44802	0.44555	0.44484	0.44428	0.44267	0.44123	0.44034	0.43931	0.43893	0.43691	0.43645	0.43551	0.43436	0.43469	0.43345	0.43277	0.43192	0.43094	0.43042	0.43029	0.42925	0.42913	0.42834	0.42735	0.42670	0.42670	0.42628	0.42590	0.42484	0.42589	0.42461	0.42402	0.42358	0.42404	0.42275	0.42251	0.42278	0.42201	0.42165	0.42193	0.42138	0.42043	0.42071	0.41993	0.42009	0.41922	0.41940	0.41901	0.41915	0.41902	0.41873	0.41850	0.41757	0.41778	0.41797	0.41804	0.41783	0.41747	0.41744	0.41679	0.41704	0.41645	0.41589	0.41613	0.41672	0.41595	0.41673	0.41577	0.41578	0.41593	0.41549	0.41547	0.41548	0.41497	0.41564	0.41519	0.41514
552.00	0.51169	0.50742	0.50521	0.50131	0.49827	0.49543	0.49213	0.48882	0.48682	0.48395	0.48119	0.47855	0.47618	0.47398	0.47213	0.47019	0.46745	0.46620	0.46492	0.46346	0.46139	0.45986	0.45913	0.45652	0.45540	0.45456	0.45278	0.45193	0.45097	0.45013	0.44938	0.44842	0.44785	0.44577	0.44581	0.44525	0.44393	0.44345	0.44207	0.44153	0.44115	0.44052	0.44020	0.43968	0.43904	0.43843	0.43778	0.43716	0.43708	0.43625	0.43567	0.43525	0.43588	0.43455	0.43380	0.43344	0.43385	0.43323	0.43318	0.43279	0.43288	0.43245	0.43152	0.43155	0.43101	0.43102	0.43058	0.43069	0.43044	0.42983	0.42967	0.42967	0.42982	0.42866	0.42923	0.42907	0.42904	0.42921	0.42850	0.42853	0.42882	0.42768	0.42828	0.42816	0.42831	0.42725	0.42817	0.42756	0.42788	0.42760	0.42757	0.42735	0.42781	0.42795	0.42717	0.42675	0.42694	0.42628	0.42641	0.42600
553.00	0.52200	0.51866	0.51533	0.51311	0.50939	0.50597	0.50374	0.49999	0.49802	0.49534	0.49277	0.49059	0.48912	0.48616	0.48407	0.48201	0.48027	0.47805	0.47629	0.47518	0.47301	0.47147	0.47053	0.46925	0.46816	0.46701	0.46513	0.46443	0.46378	0.46235	0.46166	0.46075	0.46024	0.45879	0.45801	0.45719	0.45629	0.45547	0.45478	0.45435	0.45406	0.45373	0.45265	0.45173	0.45134	0.45186	0.45046	0.45030	0.45010	0.44908	0.44883	0.44895	0.44848	0.44726	0.44757	0.44711	0.44661	0.44717	0.44599	0.44620	0.44566	0.44533	0.44485	0.44515	0.44477	0.44473	0.44556	0.44402	0.44425	0.44287	0.44362	0.44293	0.44351	0.44300	0.44301	0.44240	0.44222	0.44229	0.44257	0.44259	0.44198	0.44179	0.44157	0.44225	0.44155	0.44221	0.44173	0.44136	0.44106	0.44167	0.44110	0.44170	0.44126	0.44114	0.44074	0.44145	0.44096	0.44023	0.44085	0.44066
554.00	0.53525	0.53162	0.52827	0.52525	0.52320	0.51935	0.51651	0.51396	0.51178	0.50900	0.50561	0.50418	0.50238	0.50010	0.49804	0.49596	0.49456	0.49282	0.49066	0.48910	0.48780	0.48638	0.48421	0.48359	0.48253	0.48175	0.48017	0.47876	0.47791	0.47626	0.47656	0.47499	0.47499	0.47327	0.47227	0.47173	0.47168	0.47077	0.46988	0.46936	0.46905	0.46824	0.46832	0.46678	0.46611	0.46672	0.46604	0.46529	0.46463	0.46457	0.46410	0.46374	0.46330	0.46283	0.46302	0.46195	0.46142	0.46147	0.46207	0.46157	0.46057	0.46085	0.46103	0.46067	0.46039	0.46007	0.46012	0.45883	0.45878	0.45859	0.45923	0.45837	0.45872	0.45813	0.45869	0.45808	0.45815	0.45811	0.45790	0.45792	0.45799	0.45759	0.45809	0.45746	0.45696	0.45676	0.45731	0.45722	0.45675	0.45674	0.45657	0.45708	0.45719	0.45716	0.45690	0.45596	0.45576	0.45692	0.45714	0.45640
555.00	0.54681	0.54385	0.54033	0.53781	0.53464	0.53188	0.52905	0.52640	0.52366	0.52096	0.51887	0.51716	0.51458	0.51241	0.51107	0.50845	0.50656	0.50554	0.50398	0.50246	0.50128	0.49888	0.49830	0.49670	0.49557	0.49443	0.49370	0.49295	0.49089	0.49084	0.49004	0.48921	0.48799	0.48660	0.48645	0.48531	0.48571	0.48380	0.48337	0.48316	0.48270	0.48272	0.48210	0.48009	0.47978	0.48033	0.47906	0.47907	0.47898	0.47844	0.47821	0.47769	0.47690	0.47674	0.47635	0.47652	0.47589	0.47565	0.47548	0.47514	0.47481	0.47395	0.47439	0.47438	0.47445	0.47408	0.47307	0.47264	0.47244	0.47304	0.47254	0.47234	0.47251	0.47262	0.47137	0.47170	0.47250	0.47169	0.47129	0.47140	0.47152	0.47199	0.47151	0.47133	0.47147	0.47046	0.47074	0.47026	0.47077	0.47123	0.47012	0.47082	0.47019	0.47029	0.47059	0.47040	0.47037	0.47029	0.47036	0.47007
556.00	0.55753	0.55453	0.55151	0.54826	0.54461	0.54227	0.53938	0.53675	0.53365	0.53178	0.52914	0.52728	0.52463	0.52284	0.52075	0.51925	0.51784	0.51732	0.51491	0.51229	0.51122	0.51081	0.50946	0.50846	0.50734	0.50580	0.50471	0.50437	0.50347	0.50201	0.50073	0.50022	0.49949	0.49868	0.49785	0.49742	0.49667	0.49616	0.49555	0.49466	0.49379	0.49428	0.49264	0.49214	0.49197	0.49190	0.49106	0.49098	0.49065	0.48982	0.48962	0.48945	0.48906	0.48821	0.48780	0.48758	0.48747	0.48714	0.48788	0.48666	0.48617	0.48579	0.48601	0.48542	0.48486	0.48510	0.48537	0.48451	0.48506	0.48441	0.48429	0.48410	0.48401	0.48376	0.48396	0.48317	0.48362	0.48325	0.48262	0.48314	0.48285	0.48206	0.48264	0.48232	0.48260	0.48204	0.48152	0.48187	0.48191	0.48191	0.48106	0.48151	0.48180	0.48051	0.48103	0.48143	0.48141	0.48063	0.48133	0.48098
557.00	0.56426	0.56154	0.55816	0.55503	0.55232	0.54961	0.54576	0.54330	0.54167	0.53848	0.53644	0.53371	0.53219	0.53023	0.52895	0.52699	0.52485	0.52333	0.52182	0.52027	0.51894	0.51778	0.51644	0.51539	0.51474	0.51310	0.51210	0.51155	0.51076	0.50967	0.50808	0.50778	0.50730	0.50582	0.50538	0.50429	0.50423	0.50332	0.50193	0.50212	0.50180	0.50174	0.50044	0.50039	0.49960	0.49904	0.49855	0.49833	0.49844	0.49732	0.49677	0.49673	0.49560	0.49571	0.49580	0.49547	0.49510	0.49510	0.49411	0.49425	0.49359	0.49317	0.49328	0.49279	0.49279	0.49187	0.49262	0.49209	0.49229	0.49157	0.49106	0.49125	0.49098	0.49080	0.49045	0.49043	0.49079	0.49028	0.48989	0.49019	0.48955	0.49007	0.48938	0.48866	0.48891	0.48867	0.48866	0.48867	0.48941	0.48825	0.48900	0.48819	0.48809	0.48812	0.48793	0.48829	0.48766	0.48816	0.48787	0.48709
558.00	0.56832	0.56541	0.56211	0.55751	0.55484	0.55231	0.54990	0.54722	0.54422	0.54190	0.53990	0.53854	0.53572	0.53360	0.53277	0.53040	0.52913	0.52725	0.52556	0.52361	0.52288	0.52175	0.52051	0.51916	0.51812	0.51773	0.51635	0.51520	0.51410	0.51298	0.51222	0.51140	0.51088	0.50946	0.50882	0.50898	0.50787	0.50706	0.50634	0.50607	0.50559	0.50460	0.50460	0.50427	0.50352	0.50313	0.50268	0.50179	0.50181	0.50048	0.50054	0.50041	0.50000	0.49957	0.49884	0.49901	0.49868	0.49751	0.49814	0.49767	0.49679	0.49700	0.49718	0.49653	0.49616	0.49622	0.49630	0.49501	0.49466	0.49503	0.49497	0.49526	0.49421	0.49333	0.49371	0.49382	0.49288	0.49357	0.49308	0.49236	0.49242	0.49309	0.49226	0.49254	0.49249	0.49179	0.49168	0.49159	0.49132	0.49141	0.49123	0.49057	0.49082	0.49041	0.49029	0.49104	0.49087	0.49005	0.49025	0.48987
559.00	0.56776	0.56497	0.56164	0.55712	0.55522	0.55190	0.54982	0.54609	0.54401	0.54150	0.53917	0.53697	0.53478	0.53261	0.53113	0.52936	0.52848	0.52568	0.52463	0.52315	0.52249	0.52116	0.51965	0.51857	0.51655	0.51616	0.51492	0.51305	0.51399	0.51344	0.51133	0.51079	0.51000	0.50990	0.50829	0.50762	0.50659	0.50576	0.50558	0.50542	0.50511	0.50394	0.50347	0.50357	0.50253	0.50246	0.50112	0.50103	0.50095	0.49941	0.49956	0.49945	0.49900	0.49802	0.49779	0.49737	0.49698	0.49669	0.49655	0.49676	0.49588	0.49561	0.49575	0.49399	0.49481	0.49424	0.49378	0.49360	0.49406	0.49314	0.49268	0.49267	0.49259	0.49227	0.49241	0.49233	0.49164	0.49078	0.49147	0.49146	0.49099	0.49067	0.49085	0.48976	0.49059	0.49049	0.48979	0.48972	0.48927	0.48969	0.48917	0.48951	0.48911	0.48857	0.48877	0.48819	0.48799	0.48859	0.48757	0.48707
560.00	0.56440	0.56200	0.55783	0.55397	0.55111	0.54860	0.54522	0.54293	0.53988	0.53719	0.53549	0.53371	0.53100	0.52883	0.52763	0.52582	0.52414	0.52337	0.52158	0.51964	0.51813	0.51708	0.51604	0.51433	0.51278	0.51362	0.51175	0.51085	0.50887	0.50864	0.50750	0.50716	0.50590	0.50585	0.50468	0.50281	0.50311	0.50284	0.50154	0.50095	0.49985	0.50010	0.49926	0.49879	0.49881	0.49799	0.49758	0.49751	0.49634	0.49610	0.49488	0.49588	0.49453	0.49456	0.49416	0.49333	0.49322	0.49223	0.49243	0.49205	0.49142	0.49174	0.49062	0.49083	0.49032	0.49002	0.48896	0.48934	0.48934	0.48949	0.48876	0.48817	0.48807	0.48763	0.48690	0.48767	0.48651	0.48643	0.48686	0.48691	0.48608	0.48621	0.48546	0.48574	0.48571	0.48546	0.48486	0.48537	0.48427	0.48424	0.48465	0.48386	0.48360	0.48363	0.48329	0.48372	0.48350	0.48372	0.48351	0.48311
561.00	0.55886	0.55629	0.55150	0.54928	0.54577	0.54271	0.53868	0.53663	0.53402	0.53139	0.52919	0.52673	0.52456	0.52271	0.52134	0.51910	0.51834	0.51678	0.51516	0.51310	0.51246	0.51014	0.50993	0.50863	0.50756	0.50612	0.50420	0.50390	0.50338	0.50216	0.50114	0.50037	0.49914	0.49845	0.49836	0.49749	0.49682	0.49582	0.49579	0.49474	0.49377	0.49318	0.49189	0.49199	0.49160	0.49091	0.49003	0.49064	0.48998	0.48951	0.48821	0.48804	0.48859	0.48664	0.48705	0.48598	0.48622	0.48558	0.48574	0.48430	0.48501	0.48468	0.48343	0.48367	0.48346	0.48240	0.48208	0.48211	0.48220	0.48204	0.48202	0.48131	0.48137	0.48040	0.48054	0.48015	0.48020	0.47948	0.47922	0.47895	0.47941	0.47873	0.47785	0.47798	0.47793	0.47683	0.47753	0.47717	0.47723	0.47662	0.47680	0.47606	0.47646	0.47608	0.47609	0.47550	0.47555	0.47628	0.47539	0.47474
562.00	0.55057	0.54871	0.54455	0.54111	0.53797	0.53349	0.53083	0.52828	0.52566	0.52368	0.52067	0.51867	0.51672	0.51504	0.51297	0.51112	0.50933	0.50744	0.50627	0.50512	0.50327	0.50236	0.50107	0.49977	0.49842	0.49696	0.49586	0.49518	0.49414	0.49313	0.49207	0.49163	0.49020	0.48951	0.48861	0.48826	0.48772	0.48612	0.48566	0.48605	0.48461	0.48419	0.48452	0.48353	0.48229	0.48176	0.48144	0.48130	0.48011	0.48049	0.47920	0.47835	0.47794	0.47749	0.47771	0.47730	0.47651	0.47646	0.47551	0.47542	0.47548	0.47445	0.47399	0.47406	0.47366	0.47339	0.47362	0.47305	0.47296	0.47219	0.47227	0.47169	0.47125	0.47082	0.47092	0.47027	0.47002	0.47034	0.46983	0.46941	0.46912	0.46896	0.46832	0.46778	0.46787	0.46795	0.46807	0.46752	0.46681	0.46722	0.46659	0.46668	0.46679	0.46623	0.46583	0.46564	0.46524	0.46597	0.46497	0.46483
563.00	0.54121	0.53882	0.53543	0.53143	0.52762	0.52484	0.52197	0.51874	0.51582	0.51198	0.51081	0.50881	0.50654	0.50403	0.50247	0.50024	0.49948	0.49724	0.49623	0.49409	0.49313	0.49147	0.49011	0.48917	0.48899	0.48704	0.48539	0.48575	0.48374	0.48265	0.48136	0.48166	0.48008	0.47980	0.47863	0.47832	0.47723	0.47640	0.47566	0.47487	0.47386	0.47333	0.47360	0.47294	0.47196	0.47103	0.47089	0.47029	0.46958	0.46998	0.46837	0.46814	0.46731	0.46726	0.46699	0.46622	0.46575	0.46538	0.46486	0.46462	0.46424	0.46401	0.46310	0.46272	0.46359	0.46294	0.46250	0.46194	0.46143	0.46156	0.46103	0.46096	0.46036	0.46057	0.45982	0.45959	0.45901	0.45882	0.45835	0.45819	0.45809	0.45753	0.45698	0.45659	0.45687	0.45652	0.45662	0.45616	0.45606	0.45588	0.45519	0.45444	0.45487	0.45393	0.45422	0.45472	0.45375	0.45378	0.45353	0.45320
564.00	0.53248	0.52939	0.52623	0.52148	0.51839	0.51476	0.51231	0.50863	0.50594	0.50367	0.50089	0.49876	0.49633	0.49417	0.49330	0.49116	0.48868	0.48753	0.48588	0.48495	0.48287	0.48158	0.48042	0.47853	0.47728	0.47626	0.47478	0.47409	0.47287	0.47199	0.47144	0.47110	0.46953	0.46868	0.46827	0.46681	0.46592	0.46483	0.46501	0.46354	0.46325	0.46277	0.46185	0.46154	0.46012	0.46042	0.45985	0.45912	0.45771	0.45800	0.45729	0.45691	0.45645	0.45593	0.45512	0.45496	0.45507	0.45394	0.45354	0.45399	0.45229	0.45328	0.45198	0.45214	0.45104	0.45101	0.45098	0.45080	0.44983	0.45022	0.44903	0.44963	0.44873	0.44873	0.44819	0.44823	0.44823	0.44766	0.44769	0.44671	0.44648	0.44637	0.44620	0.44630	0.44581	0.44518	0.44456	0.44479	0.44516	0.44370	0.44415	0.44433	0.44374	0.44383	0.44342	0.44250	0.44201	0.44209	0.44279	0.44154
565.00	0.52408	0.52088	0.51659	0.51308	0.50910	0.50622	0.50355	0.49973	0.49723	0.49427	0.49171	0.48937	0.48664	0.48537	0.48321	0.48104	0.47868	0.47785	0.47722	0.47494	0.47325	0.47257	0.47043	0.46944	0.46806	0.46644	0.46565	0.46408	0.46240	0.46261	0.46126	0.46096	0.45896	0.45892	0.45741	0.45623	0.45681	0.45502	0.45471	0.45310	0.45228	0.45261	0.45176	0.45091	0.44994	0.44982	0.44922	0.44900	0.44736	0.44785	0.44703	0.44656	0.44567	0.44595	0.44504	0.44456	0.44426	0.44426	0.44323	0.44287	0.44266	0.44155	0.44194	0.44181	0.44163	0.44068	0.44028	0.43968	0.43941	0.43988	0.43902	0.43887	0.43856	0.43820	0.43762	0.43775	0.43736	0.43682	0.43655	0.43696	0.43613	0.43633	0.43597	0.43517	0.43550	0.43474	0.43406	0.43433	0.43514	0.43462	0.43340	0.43385	0.43368	0.43343	0.43287	0.43265	0.43228	0.43196	0.43262	0.43243
566.00	0.51565	0.51256	0.50863	0.50487	0.50121	0.49757	0.49519	0.49188	0.48906	0.48601	0.48275	0.48035	0.47789	0.47650	0.47365	0.47295	0.47046	0.46833	0.46730	0.46571	0.46329	0.46192	0.46111	0.45934	0.45785	0.45790	0.45614	0.45531	0.45345	0.45288	0.45113	0.45060	0.44981	0.44861	0.44769	0.44689	0.44533	0.44576	0.44445	0.44378	0.44338	0.44256	0.44272	0.44152	0.44012	0.43959	0.43984	0.43837	0.43837	0.43731	0.43731	0.43648	0.43629	0.43617	0.43525	0.43547	0.43400	0.43463	0.43333	0.43332	0.43259	0.43272	0.43174	0.43136	0.43070	0.43122	0.43065	0.43014	0.43004	0.42934	0.42892	0.42821	0.42807	0.42876	0.42788	0.42772	0.42717	0.42649	0.42674	0.42693	0.42619	0.42592	0.42598	0.42493	0.42504	0.42550	0.42490	0.42492	0.42475	0.42399	0.42461	0.42447	0.42377	0.42344	0.42225	0.42246	0.42297	0.42249	0.42200	0.42320
567.00	0.51096	0.50786	0.50360	0.49949	0.49667	0.49248	0.48908	0.48584	0.48334	0.48055	0.47804	0.47538	0.47293	0.47083	0.46839	0.46625	0.46436	0.46270	0.46158	0.45962	0.45818	0.45547	0.45504	0.45355	0.45266	0.45153	0.44989	0.44834	0.44719	0.44624	0.44467	0.44395	0.44323	0.44211	0.44081	0.44093	0.44037	0.43854	0.43812	0.43729	0.43679	0.43581	0.43515	0.43475	0.43419	0.43328	0.43282	0.43279	0.43144	0.43097	0.43070	0.43035	0.42965	0.42908	0.42894	0.42806	0.42786	0.42768	0.42743	0.42693	0.42651	0.42596	0.42524	0.42580	0.42481	0.42401	0.42414	0.42381	0.42307	0.42253	0.42315	0.42263	0.42273	0.42180	0.42152	0.42125	0.42163	0.42135	0.42071	0.42067	0.42059	0.41957	0.41936	0.41939	0.41893	0.41954	0.41897	0.41847	0.41898	0.41814	0.41809	0.41825	0.41818	0.41785	0.41723	0.41618	0.41666	0.41689	0.41682	0.41605
568.00	0.50824	0.50509	0.50122	0.49736	0.49425	0.48951	0.48710	0.48322	0.48016	0.47753	0.47552	0.47266	0.47057	0.46801	0.46503	0.46317	0.46156	0.45973	0.45751	0.45622	0.45426	0.45275	0.45152	0.44946	0.44892	0.44725	0.44591	0.44445	0.44431	0.44258	0.44138	0.44024	0.43947	0.43868	0.43773	0.43687	0.43604	0.43525	0.43472	0.43372	0.43306	0.43251	0.43210	0.43144	0.43084	0.43032	0.42925	0.42864	0.42807	0.42743	0.42736	0.42655	0.42610	0.42557	0.42543	0.42486	0.42435	0.42377	0.42390	0.42329	0.42290	0.42261	0.42224	0.42168	0.42210	0.42101	0.42101	0.42119	0.42037	0.42065	0.41943	0.41985	0.41911	0.41909	0.41890	0.41857	0.41831	0.41781	0.41763	0.41781	0.41778	0.41667	0.41723	0.41663	0.41712	0.41621	0.41619	0.41621	0.41603	0.41602	0.41534	0.41525	0.41524	0.41469	0.41493	0.41414	0.41412	0.41438	0.41394	0.41403
569.00	0.50940	0.50653	0.50269	0.49847	0.49551	0.49245	0.48940	0.48563	0.48287	0.48047	0.47741	0.47422	0.47261	0.46941	0.46704	0.46567	0.46370	0.46130	0.45960	0.45808	0.45602	0.45434	0.45333	0.45162	0.45091	0.44920	0.44775	0.44624	0.44583	0.44480	0.44378	0.44224	0.44113	0.44082	0.44021	0.43951	0.43825	0.43635	0.43636	0.43552	0.43387	0.43421	0.43410	0.43363	0.43218	0.43103	0.43168	0.43077	0.43094	0.42998	0.42937	0.42847	0.42849	0.42794	0.42691	0.42750	0.42667	0.42659	0.42600	0.42488	0.42583	0.42539	0.42478	0.42473	0.42446	0.42429	0.42364	0.42324	0.42284	0.42265	0.42276	0.42187	0.42211	0.42230	0.42174	0.42156	0.42127	0.42123	0.42058	0.42035	0.42061	0.42067	0.42067	0.42008	0.41948	0.42017	0.42043	0.42003	0.41916	0.41954	0.41930	0.41995	0.41889	0.41893	0.41822	0.41862	0.41846	0.41825	0.41852	0.41751
