Wavelength nm.	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...	kine_164638 - ...
520.00	0.51169	0.50952	0.50628	0.50387	0.50138	0.49918	0.49722	0.49485	0.49328	0.49096	0.48934	0.48656	0.48423	0.48272	0.48127	0.47952	0.47776	0.47658	0.47491	0.47377	0.47282	0.47069	0.46911	0.46898	0.46765	0.46654	0.46501	0.46429	0.46302	0.46229	0.46130	0.46063	0.46021	0.45813	0.45831	0.45739	0.45654	0.45714	0.45518	0.45499	0.45370	0.45433	0.45322	0.45212	0.45262	0.45096	0.45146	0.45068	0.45061	0.44907	0.44919	0.44927	0.44768	0.44782	0.44745	0.44743	0.44693	0.44667	0.44632	0.44621	0.44576	0.44453	0.44472	0.44451	0.44451	0.44471	0.44419	0.44409	0.44349	0.44371	0.44301	0.44232	0.44195	0.44183	0.44159	0.44178	0.44145	0.44087	0.44136	0.44106	0.44115	0.44103	0.44021	0.44092	0.44040	0.44047	0.43980	0.44046	0.43983	0.44026	0.44016	0.43947	0.43946	0.43945	0.43972	0.43972	0.43901	0.43884	0.43891	0.43947
521.00	0.51789	0.51583	0.51430	0.51124	0.50861	0.50693	0.50396	0.50134	0.49980	0.49764	0.49533	0.49328	0.49206	0.48947	0.48842	0.48711	0.48455	0.48342	0.48243	0.48073	0.48037	0.47793	0.47696	0.47546	0.47479	0.47372	0.47303	0.47221	0.47027	0.46963	0.46817	0.46853	0.46741	0.46711	0.46662	0.46549	0.46482	0.46365	0.46339	0.46306	0.46153	0.46207	0.46102	0.46015	0.45959	0.45919	0.45865	0.45877	0.45729	0.45808	0.45625	0.45674	0.45678	0.45597	0.45511	0.45516	0.45528	0.45391	0.45426	0.45455	0.45378	0.45323	0.45324	0.45163	0.45207	0.45188	0.45148	0.45140	0.45123	0.45072	0.45049	0.45068	0.45012	0.44994	0.45009	0.44992	0.44898	0.44932	0.44841	0.44856	0.44810	0.44889	0.44786	0.44845	0.44826	0.44759	0.44816	0.44736	0.44779	0.44679	0.44768	0.44721	0.44744	0.44768	0.44617	0.44693	0.44631	0.44667	0.44590	0.44644
522.00	0.52437	0.52122	0.51936	0.51667	0.51362	0.51125	0.50882	0.50685	0.50441	0.50198	0.50006	0.49919	0.49673	0.49459	0.49239	0.49203	0.48957	0.48911	0.48721	0.48596	0.48521	0.48400	0.48257	0.48169	0.47985	0.47891	0.47859	0.47673	0.47663	0.47467	0.47460	0.47351	0.47319	0.47268	0.47138	0.47147	0.47016	0.46978	0.46856	0.46816	0.46762	0.46640	0.46640	0.46584	0.46531	0.46370	0.46498	0.46417	0.46349	0.46308	0.46346	0.46231	0.46170	0.46093	0.46080	0.46069	0.46015	0.45957	0.45952	0.45951	0.45893	0.45871	0.45851	0.45778	0.45690	0.45678	0.45742	0.45656	0.45589	0.45618	0.45491	0.45585	0.45545	0.45475	0.45508	0.45495	0.45523	0.45401	0.45440	0.45434	0.45410	0.45357	0.45337	0.45337	0.45357	0.45305	0.45284	0.45244	0.45287	0.45216	0.45219	0.45246	0.45222	0.45229	0.45137	0.45194	0.45183	0.45116	0.45096	0.45088
523.00	0.52608	0.52324	0.52134	0.51821	0.51552	0.51356	0.51114	0.50858	0.50651	0.50500	0.50236	0.50100	0.49881	0.49728	0.49531	0.49415	0.49163	0.49117	0.48885	0.48854	0.48715	0.48624	0.48473	0.48425	0.48250	0.48082	0.48045	0.47971	0.47942	0.47811	0.47752	0.47614	0.47562	0.47483	0.47414	0.47266	0.47243	0.47190	0.47093	0.47041	0.46922	0.46880	0.46876	0.46807	0.46776	0.46733	0.46679	0.46603	0.46577	0.46533	0.46476	0.46414	0.46456	0.46342	0.46315	0.46281	0.46207	0.46243	0.46178	0.46102	0.46141	0.46068	0.46041	0.46086	0.46037	0.45957	0.45929	0.45912	0.45898	0.45828	0.45809	0.45758	0.45732	0.45682	0.45731	0.45651	0.45647	0.45655	0.45632	0.45671	0.45614	0.45550	0.45544	0.45499	0.45463	0.45532	0.45468	0.45428	0.45471	0.45451	0.45343	0.45416	0.45371	0.45376	0.45402	0.45308	0.45301	0.45341	0.45290	0.45317
524.00	0.52565	0.52292	0.52019	0.51800	0.51542	0.51280	0.51064	0.50808	0.50603	0.50409	0.50170	0.50037	0.49862	0.49632	0.49462	0.49335	0.49278	0.49043	0.48898	0.48747	0.48699	0.48487	0.48434	0.48306	0.48165	0.48134	0.48001	0.47940	0.47779	0.47780	0.47667	0.47566	0.47473	0.47395	0.47303	0.47250	0.47234	0.47121	0.47026	0.47000	0.46914	0.46829	0.46799	0.46743	0.46758	0.46620	0.46629	0.46586	0.46453	0.46468	0.46469	0.46362	0.46294	0.46325	0.46234	0.46230	0.46124	0.46103	0.46118	0.46098	0.46022	0.46054	0.45908	0.45928	0.45928	0.45826	0.45833	0.45792	0.45798	0.45740	0.45699	0.45711	0.45696	0.45656	0.45641	0.45605	0.45605	0.45529	0.45596	0.45616	0.45467	0.45437	0.45397	0.45492	0.45367	0.45416	0.45361	0.45332	0.45317	0.45302	0.45344	0.45309	0.45267	0.45212	0.45280	0.45191	0.45215	0.45169	0.45206	0.45221
525.00	0.52229	0.52043	0.51775	0.51535	0.51267	0.50993	0.50698	0.50468	0.50218	0.50129	0.49834	0.49656	0.49507	0.49371	0.49156	0.49050	0.48852	0.48640	0.48622	0.48479	0.48259	0.48232	0.48092	0.47952	0.47910	0.47795	0.47682	0.47594	0.47468	0.47442	0.47273	0.47193	0.47153	0.47063	0.47045	0.46840	0.46900	0.46775	0.46697	0.46710	0.46623	0.46572	0.46498	0.46411	0.46390	0.46312	0.46255	0.46208	0.46141	0.46161	0.46041	0.46047	0.45906	0.45888	0.45890	0.45894	0.45887	0.45777	0.45787	0.45741	0.45665	0.45631	0.45591	0.45591	0.45548	0.45486	0.45478	0.45454	0.45464	0.45388	0.45303	0.45370	0.45326	0.45324	0.45288	0.45225	0.45176	0.45210	0.45142	0.45146	0.45117	0.45069	0.45067	0.45013	0.45033	0.44938	0.44985	0.44971	0.44964	0.44954	0.44896	0.44905	0.44848	0.44824	0.44807	0.44828	0.44782	0.44709	0.44817	0.44778
526.00	0.51837	0.51595	0.51284	0.50909	0.50668	0.50419	0.50215	0.49977	0.49750	0.49511	0.49331	0.49095	0.48937	0.48780	0.48667	0.48520	0.48299	0.48160	0.48064	0.47943	0.47791	0.47649	0.47585	0.47427	0.47325	0.47177	0.47108	0.47076	0.46925	0.46845	0.46775	0.46655	0.46596	0.46510	0.46404	0.46335	0.46299	0.46246	0.46181	0.46107	0.45973	0.46048	0.45881	0.45811	0.45798	0.45761	0.45677	0.45626	0.45575	0.45474	0.45521	0.45415	0.45377	0.45434	0.45331	0.45236	0.45277	0.45120	0.45194	0.45096	0.45028	0.44970	0.45028	0.44948	0.44941	0.44868	0.44903	0.44841	0.44767	0.44860	0.44691	0.44719	0.44726	0.44644	0.44622	0.44560	0.44553	0.44573	0.44497	0.44492	0.44409	0.44409	0.44391	0.44356	0.44371	0.44385	0.44282	0.44364	0.44316	0.44233	0.44293	0.44257	0.44197	0.44217	0.44162	0.44105	0.44131	0.44117	0.44108	0.44081
527.00	0.51320	0.50939	0.50695	0.50336	0.49999	0.49727	0.49534	0.49268	0.49002	0.48810	0.48578	0.48549	0.48196	0.48099	0.47940	0.47726	0.47647	0.47452	0.47299	0.47238	0.47113	0.46954	0.46808	0.46717	0.46546	0.46517	0.46406	0.46235	0.46238	0.46069	0.46043	0.45926	0.45867	0.45746	0.45714	0.45655	0.45492	0.45449	0.45479	0.45270	0.45281	0.45224	0.45186	0.45101	0.45034	0.45012	0.44985	0.44815	0.44833	0.44730	0.44727	0.44713	0.44651	0.44584	0.44542	0.44482	0.44478	0.44384	0.44404	0.44316	0.44306	0.44202	0.44183	0.44218	0.44120	0.44088	0.44081	0.44036	0.43953	0.43985	0.43863	0.43899	0.43942	0.43885	0.43818	0.43870	0.43793	0.43824	0.43760	0.43740	0.43721	0.43689	0.43576	0.43656	0.43611	0.43578	0.43553	0.43570	0.43484	0.43462	0.43409	0.43449	0.43361	0.43441	0.43351	0.43327	0.43370	0.43302	0.43259	0.43210
528.00	0.50429	0.50192	0.49887	0.49613	0.49258	0.49029	0.48706	0.48528	0.48242	0.48084	0.47864	0.47702	0.47481	0.47335	0.47041	0.46930	0.46841	0.46625	0.46486	0.46380	0.46157	0.46100	0.46011	0.45897	0.45744	0.45723	0.45625	0.45523	0.45353	0.45346	0.45183	0.45092	0.45012	0.44895	0.44784	0.44795	0.44662	0.44573	0.44523	0.44465	0.44431	0.44269	0.44344	0.44179	0.44157	0.44101	0.44045	0.44018	0.43952	0.43917	0.43815	0.43783	0.43778	0.43648	0.43684	0.43605	0.43520	0.43450	0.43493	0.43383	0.43304	0.43396	0.43312	0.43327	0.43280	0.43269	0.43248	0.43126	0.43112	0.43056	0.42988	0.43032	0.43047	0.43046	0.42877	0.42942	0.42820	0.42928	0.42894	0.42806	0.42723	0.42757	0.42698	0.42681	0.42650	0.42676	0.42591	0.42650	0.42531	0.42517	0.42525	0.42508	0.42478	0.42397	0.42453	0.42440	0.42404	0.42305	0.42431	0.42343
529.00	0.49796	0.49506	0.49237	0.48888	0.48585	0.48354	0.48088	0.47820	0.47532	0.47362	0.47141	0.46920	0.46749	0.46578	0.46403	0.46317	0.46075	0.45888	0.45757	0.45583	0.45461	0.45343	0.45203	0.45190	0.44998	0.44913	0.44758	0.44664	0.44596	0.44496	0.44346	0.44307	0.44227	0.44124	0.43949	0.43998	0.43893	0.43751	0.43710	0.43627	0.43642	0.43467	0.43468	0.43355	0.43372	0.43294	0.43204	0.43183	0.43174	0.43000	0.43050	0.42996	0.42888	0.42834	0.42862	0.42713	0.42714	0.42683	0.42596	0.42602	0.42542	0.42488	0.42418	0.42451	0.42396	0.42369	0.42346	0.42376	0.42230	0.42185	0.42207	0.42215	0.42148	0.42078	0.42142	0.42152	0.42069	0.42005	0.41947	0.42009	0.41997	0.41954	0.41925	0.41899	0.41800	0.41726	0.41801	0.41772	0.41798	0.41648	0.41681	0.41670	0.41632	0.41662	0.41566	0.41573	0.41553	0.41523	0.41511	0.41478
530.00	0.49260	0.49019	0.48645	0.48399	0.48123	0.47787	0.47499	0.47224	0.46961	0.46730	0.46497	0.46314	0.46109	0.45868	0.45751	0.45598	0.45446	0.45230	0.45022	0.44966	0.44701	0.44645	0.44550	0.44426	0.44311	0.44202	0.44059	0.43933	0.43829	0.43735	0.43640	0.43529	0.43530	0.43259	0.43278	0.43220	0.43177	0.43066	0.42976	0.42934	0.42912	0.42791	0.42710	0.42606	0.42562	0.42507	0.42449	0.42485	0.42393	0.42280	0.42299	0.42153	0.42214	0.42101	0.42122	0.42034	0.41965	0.41966	0.41928	0.41843	0.41875	0.41721	0.41721	0.41675	0.41663	0.41677	0.41634	0.41559	0.41483	0.41522	0.41502	0.41454	0.41405	0.41403	0.41380	0.41376	0.41239	0.41204	0.41185	0.41268	0.41192	0.41107	0.41185	0.41135	0.41084	0.41052	0.41057	0.40976	0.41016	0.40959	0.41062	0.40985	0.40993	0.40974	0.40857	0.40847	0.40826	0.40799	0.40823	0.40700
531.00	0.48941	0.48658	0.48327	0.47929	0.47683	0.47386	0.47113	0.46874	0.46595	0.46373	0.46192	0.45964	0.45689	0.45555	0.45342	0.45174	0.44958	0.44750	0.44689	0.44484	0.44384	0.44197	0.44072	0.43911	0.43925	0.43722	0.43604	0.43455	0.43381	0.43233	0.43235	0.43058	0.43018	0.42893	0.42832	0.42731	0.42644	0.42548	0.42523	0.42491	0.42401	0.42253	0.42247	0.42097	0.42099	0.42049	0.41952	0.41994	0.41931	0.41806	0.41708	0.41644	0.41621	0.41576	0.41649	0.41478	0.41440	0.41434	0.41465	0.41437	0.41330	0.41292	0.41241	0.41180	0.41196	0.41154	0.41112	0.41061	0.41055	0.40913	0.41001	0.40940	0.40955	0.40899	0.40898	0.40805	0.40860	0.40772	0.40781	0.40742	0.40760	0.40649	0.40724	0.40670	0.40552	0.40596	0.40592	0.40557	0.40509	0.40492	0.40535	0.40491	0.40465	0.40444	0.40353	0.40389	0.40392	0.40346	0.40358	0.40320
532.00	0.48899	0.48582	0.48247	0.47946	0.47629	0.47386	0.47119	0.46824	0.46638	0.46303	0.46044	0.45875	0.45623	0.45405	0.45227	0.44943	0.44885	0.44716	0.44492	0.44393	0.44210	0.44091	0.43996	0.43831	0.43693	0.43649	0.43461	0.43331	0.43268	0.43139	0.43037	0.42891	0.42846	0.42772	0.42689	0.42543	0.42522	0.42418	0.42343	0.42297	0.42143	0.42153	0.42016	0.42005	0.41947	0.41839	0.41772	0.41795	0.41665	0.41632	0.41589	0.41585	0.41506	0.41520	0.41474	0.41355	0.41388	0.41298	0.41257	0.41257	0.41159	0.41200	0.41066	0.41074	0.41021	0.41044	0.40951	0.40956	0.41014	0.40854	0.40844	0.40819	0.40828	0.40790	0.40777	0.40797	0.40728	0.40679	0.40719	0.40691	0.40632	0.40631	0.40611	0.40544	0.40550	0.40552	0.40444	0.40453	0.40399	0.40446	0.40420	0.40343	0.40378	0.40414	0.40326	0.40324	0.40335	0.40298	0.40262	0.40278
533.00	0.49135	0.48823	0.48517	0.48248	0.47960	0.47709	0.47333	0.47132	0.46926	0.46543	0.46307	0.46151	0.45938	0.45706	0.45478	0.45284	0.45108	0.44985	0.44813	0.44682	0.44356	0.44401	0.44110	0.44056	0.43908	0.43792	0.43707	0.43565	0.43477	0.43416	0.43216	0.43178	0.43079	0.43056	0.42850	0.42818	0.42675	0.42660	0.42546	0.42482	0.42433	0.42331	0.42306	0.42258	0.42200	0.42139	0.42068	0.41969	0.42001	0.41901	0.41855	0.41797	0.41738	0.41719	0.41676	0.41701	0.41565	0.41495	0.41468	0.41491	0.41471	0.41380	0.41428	0.41358	0.41385	0.41256	0.41267	0.41153	0.41192	0.41194	0.41166	0.41094	0.41149	0.41051	0.41059	0.41110	0.41005	0.40980	0.40946	0.41011	0.40991	0.40959	0.40865	0.40822	0.40872	0.40831	0.40767	0.40746	0.40787	0.40712	0.40764	0.40692	0.40746	0.40746	0.40677	0.40676	0.40611	0.40675	0.40657	0.40606
534.00	0.49747	0.49510	0.49162	0.48885	0.48687	0.48382	0.48194	0.47798	0.47650	0.47252	0.47053	0.46790	0.46589	0.46349	0.46203	0.45991	0.45842	0.45596	0.45484	0.45352	0.45074	0.45018	0.44855	0.44718	0.44496	0.44446	0.44392	0.44201	0.44128	0.44030	0.43941	0.43867	0.43712	0.43689	0.43581	0.43479	0.43419	0.43273	0.43298	0.43227	0.43119	0.43062	0.43019	0.42937	0.42864	0.42780	0.42758	0.42706	0.42682	0.42646	0.42581	0.42543	0.42506	0.42493	0.42390	0.42317	0.42274	0.42323	0.42344	0.42205	0.42194	0.42087	0.42091	0.42112	0.42065	0.42010	0.41981	0.41988	0.41937	0.41943	0.41923	0.41936	0.41864	0.41802	0.41759	0.41839	0.41751	0.41769	0.41804	0.41693	0.41729	0.41673	0.41669	0.41709	0.41633	0.41652	0.41652	0.41584	0.41558	0.41625	0.41551	0.41574	0.41622	0.41499	0.41560	0.41501	0.41463	0.41488	0.41514	0.41515
535.00	0.50714	0.50533	0.50141	0.49812	0.49587	0.49311	0.48970	0.48730	0.48486	0.48265	0.48017	0.47689	0.47508	0.47380	0.47135	0.46960	0.46840	0.46646	0.46535	0.46325	0.46116	0.46005	0.45782	0.45714	0.45544	0.45462	0.45295	0.45182	0.45099	0.44928	0.44933	0.44777	0.44814	0.44659	0.44605	0.44457	0.44366	0.44398	0.44288	0.44278	0.44149	0.44078	0.44051	0.44023	0.43837	0.43821	0.43765	0.43816	0.43713	0.43731	0.43705	0.43576	0.43520	0.43521	0.43449	0.43448	0.43307	0.43403	0.43302	0.43184	0.43247	0.43231	0.43224	0.43208	0.43111	0.43118	0.43059	0.43044	0.43108	0.43067	0.43001	0.43073	0.42955	0.42981	0.42965	0.42879	0.42904	0.42886	0.42865	0.42845	0.42766	0.42853	0.42732	0.42757	0.42835	0.42803	0.42730	0.42685	0.42682	0.42763	0.42708	0.42680	0.42813	0.42731	0.42577	0.42681	0.42608	0.42588	0.42641	0.42634
536.00	0.51769	0.51473	0.51146	0.50890	0.50550	0.50279	0.50104	0.49833	0.49571	0.49329	0.49089	0.48806	0.48599	0.48413	0.48271	0.47997	0.47921	0.47740	0.47537	0.47458	0.47231	0.47087	0.46927	0.46912	0.46716	0.46571	0.46507	0.46331	0.46240	0.46151	0.46112	0.45987	0.45951	0.45819	0.45764	0.45681	0.45553	0.45516	0.45391	0.45392	0.45270	0.45253	0.45181	0.45115	0.45123	0.45121	0.44964	0.44920	0.44924	0.44895	0.44832	0.44708	0.44653	0.44716	0.44640	0.44655	0.44621	0.44576	0.44490	0.44607	0.44488	0.44349	0.44342	0.44411	0.44285	0.44370	0.44266	0.44303	0.44281	0.44221	0.44184	0.44187	0.44180	0.44147	0.44093	0.44138	0.44095	0.44090	0.44134	0.43978	0.43944	0.43981	0.44004	0.43983	0.44051	0.43913	0.43963	0.43972	0.43995	0.43932	0.43899	0.43902	0.43890	0.43990	0.43974	0.43864	0.43891	0.43847	0.43820	0.43839
537.00	0.52663	0.52497	0.52202	0.51916	0.51588	0.51312	0.50998	0.50802	0.50541	0.50375	0.50157	0.49816	0.49634	0.49427	0.49220	0.49091	0.48907	0.48776	0.48612	0.48438	0.48220	0.48222	0.48033	0.47886	0.47778	0.47652	0.47587	0.47434	0.47372	0.47268	0.47224	0.47109	0.46971	0.46968	0.46810	0.46715	0.46660	0.46626	0.46581	0.46508	0.46396	0.46407	0.46292	0.46209	0.46208	0.46128	0.46096	0.45992	0.46006	0.45925	0.45911	0.45955	0.45906	0.45799	0.45806	0.45727	0.45700	0.45673	0.45711	0.45577	0.45592	0.45545	0.45544	0.45460	0.45473	0.45471	0.45460	0.45403	0.45447	0.45380	0.45270	0.45372	0.45297	0.45283	0.45334	0.45200	0.45273	0.45216	0.45258	0.45191	0.45137	0.45117	0.45146	0.45142	0.45183	0.45144	0.45050	0.45090	0.45089	0.44957	0.45056	0.45067	0.45040	0.45101	0.44977	0.45005	0.44998	0.45000	0.45022	0.44985
538.00	0.53552	0.53297	0.53023	0.52707	0.52459	0.52140	0.51886	0.51682	0.51408	0.51240	0.50995	0.50643	0.50620	0.50379	0.50149	0.50004	0.49864	0.49597	0.49538	0.49363	0.49160	0.49097	0.48938	0.48792	0.48722	0.48635	0.48500	0.48384	0.48307	0.48211	0.48101	0.48039	0.47983	0.47880	0.47809	0.47742	0.47619	0.47554	0.47502	0.47422	0.47435	0.47349	0.47230	0.47251	0.47125	0.47166	0.47091	0.47046	0.46934	0.46955	0.46901	0.46853	0.46805	0.46784	0.46733	0.46688	0.46621	0.46627	0.46579	0.46572	0.46481	0.46592	0.46511	0.46466	0.46433	0.46431	0.46363	0.46315	0.46343	0.46338	0.46281	0.46292	0.46249	0.46283	0.46220	0.46164	0.46176	0.46187	0.46152	0.46133	0.46121	0.46142	0.46019	0.46062	0.46123	0.46051	0.46065	0.45984	0.46041	0.45962	0.46030	0.45960	0.45984	0.45950	0.45964	0.45945	0.45910	0.45900	0.45942	0.45869
539.00	0.54101	0.53970	0.53598	0.53305	0.53018	0.52700	0.52399	0.52235	0.52048	0.51773	0.51538	0.51263	0.51111	0.50920	0.50797	0.50554	0.50471	0.50241	0.50150	0.49957	0.49820	0.49712	0.49509	0.49427	0.49375	0.49253	0.49088	0.49062	0.48934	0.48864	0.48719	0.48627	0.48599	0.48483	0.48441	0.48392	0.48274	0.48249	0.48123	0.48125	0.48036	0.48038	0.47931	0.47855	0.47824	0.47744	0.47760	0.47705	0.47653	0.47613	0.47576	0.47498	0.47457	0.47432	0.47418	0.47350	0.47240	0.47325	0.47282	0.47286	0.47172	0.47122	0.47114	0.47082	0.47067	0.47054	0.47006	0.46985	0.46971	0.47004	0.46967	0.46917	0.46793	0.46911	0.46862	0.46857	0.46806	0.46805	0.46738	0.46795	0.46689	0.46775	0.46724	0.46681	0.46643	0.46640	0.46574	0.46651	0.46573	0.46629	0.46582	0.46568	0.46592	0.46598	0.46543	0.46561	0.46522	0.46494	0.46544	0.46439
540.00	0.54388	0.54221	0.53844	0.53505	0.53184	0.52981	0.52730	0.52486	0.52194	0.52037	0.51810	0.51626	0.51382	0.51180	0.51036	0.50853	0.50726	0.50489	0.50398	0.50262	0.50058	0.50044	0.49871	0.49809	0.49646	0.49545	0.49437	0.49376	0.49259	0.49149	0.49086	0.49008	0.48901	0.48873	0.48814	0.48636	0.48657	0.48531	0.48453	0.48430	0.48413	0.48304	0.48186	0.48119	0.48131	0.48092	0.47947	0.47935	0.47939	0.47917	0.47854	0.47839	0.47786	0.47744	0.47691	0.47623	0.47600	0.47556	0.47505	0.47463	0.47451	0.47438	0.47448	0.47345	0.47430	0.47309	0.47237	0.47316	0.47272	0.47152	0.47182	0.47184	0.47142	0.47193	0.47094	0.47115	0.47099	0.47033	0.47066	0.46971	0.47012	0.46940	0.46985	0.46896	0.46852	0.46893	0.46903	0.46863	0.46851	0.46817	0.46860	0.46777	0.46838	0.46766	0.46688	0.46754	0.46776	0.46739	0.46726	0.46729
541.00	0.54325	0.54110	0.53780	0.53452	0.53175	0.53007	0.52655	0.52411	0.52221	0.51916	0.51681	0.51496	0.51337	0.51134	0.50978	0.50751	0.50616	0.50473	0.50372	0.50240	0.50074	0.49936	0.49843	0.49741	0.49672	0.49493	0.49374	0.49223	0.49178	0.49111	0.48976	0.48985	0.48820	0.48770	0.48737	0.48636	0.48542	0.48493	0.48413	0.48327	0.48335	0.48263	0.48141	0.48175	0.48051	0.48063	0.48009	0.47952	0.47925	0.47826	0.47784	0.47757	0.47668	0.47657	0.47621	0.47540	0.47560	0.47576	0.47466	0.47485	0.47406	0.47373	0.47311	0.47302	0.47292	0.47307	0.47248	0.47170	0.47184	0.47170	0.47133	0.47058	0.47024	0.47056	0.46992	0.47025	0.46973	0.46940	0.46904	0.46940	0.46909	0.46826	0.46840	0.46769	0.46725	0.46761	0.46732	0.46754	0.46745	0.46682	0.46756	0.46722	0.46630	0.46612	0.46614	0.46598	0.46655	0.46630	0.46591	0.46520
542.00	0.54092	0.53841	0.53515	0.53233	0.52860	0.52520	0.52243	0.52132	0.51827	0.51592	0.51394	0.51159	0.50974	0.50778	0.50661	0.50476	0.50316	0.50167	0.49976	0.49892	0.49736	0.49609	0.49448	0.49365	0.49256	0.49143	0.48981	0.48918	0.48779	0.48804	0.48717	0.48523	0.48468	0.48421	0.48316	0.48268	0.48258	0.48168	0.48116	0.47921	0.47951	0.47843	0.47821	0.47719	0.47694	0.47638	0.47618	0.47557	0.47540	0.47400	0.47376	0.47312	0.47301	0.47299	0.47285	0.47168	0.47161	0.47120	0.47099	0.47009	0.46996	0.46981	0.46915	0.46865	0.46870	0.46852	0.46834	0.46807	0.46750	0.46745	0.46688	0.46682	0.46704	0.46665	0.46624	0.46606	0.46566	0.46509	0.46477	0.46423	0.46465	0.46481	0.46410	0.46354	0.46381	0.46365	0.46354	0.46266	0.46275	0.46336	0.46247	0.46222	0.46212	0.46253	0.46128	0.46159	0.46076	0.46152	0.46149	0.46110
543.00	0.53566	0.53292	0.52936	0.52654	0.52323	0.52050	0.51715	0.51493	0.51310	0.51078	0.50761	0.50608	0.50429	0.50228	0.50074	0.49915	0.49691	0.49580	0.49353	0.49239	0.49166	0.48996	0.48949	0.48823	0.48652	0.48544	0.48412	0.48440	0.48278	0.48177	0.48040	0.48035	0.47868	0.47830	0.47756	0.47655	0.47555	0.47566	0.47486	0.47385	0.47355	0.47323	0.47193	0.47146	0.47098	0.47084	0.46968	0.46924	0.46841	0.46845	0.46751	0.46815	0.46722	0.46640	0.46642	0.46577	0.46429	0.46464	0.46474	0.46415	0.46307	0.46349	0.46322	0.46304	0.46288	0.46193	0.46262	0.46166	0.46135	0.46063	0.46025	0.46021	0.46022	0.46053	0.46002	0.45909	0.45880	0.45895	0.45842	0.45814	0.45743	0.45798	0.45713	0.45678	0.45654	0.45691	0.45625	0.45605	0.45614	0.45581	0.45561	0.45555	0.45541	0.45492	0.45503	0.45503	0.45463	0.45407	0.45428	0.45376
544.00	0.52821	0.52534	0.52226	0.51847	0.51555	0.51305	0.51024	0.50724	0.50541	0.50266	0.49987	0.49800	0.49615	0.49389	0.49236	0.49086	0.48914	0.48754	0.48570	0.48550	0.48331	0.48243	0.48005	0.47961	0.47828	0.47743	0.47591	0.47532	0.47447	0.47345	0.47254	0.47125	0.47115	0.46900	0.46964	0.46821	0.46732	0.46655	0.46644	0.46540	0.46497	0.46395	0.46407	0.46244	0.46260	0.46245	0.46115	0.46030	0.46041	0.46031	0.45917	0.45890	0.45876	0.45806	0.45773	0.45684	0.45617	0.45617	0.45549	0.45507	0.45511	0.45518	0.45467	0.45399	0.45313	0.45315	0.45310	0.45311	0.45193	0.45196	0.45146	0.45173	0.45097	0.45077	0.45061	0.45009	0.44980	0.44980	0.44978	0.44858	0.44880	0.44892	0.44890	0.44844	0.44770	0.44753	0.44772	0.44703	0.44734	0.44656	0.44716	0.44640	0.44643	0.44588	0.44523	0.44587	0.44549	0.44458	0.44479	0.44420
