;cavity_after;
Wavenumbers [1/cm];Transmittance;
5265,430;0,04299403;
5263,501;0,04253495;
5261,572;0,0421804;
5259,644;0,04196823;
5257,715;0,04181888;
5255,786;0,04162494;
5253,857;0,04132681;
5251,929;0,04099165;
5250,000;0,04070925;
5248,071;0,0404647;
5246,143;0,04022773;
5244,214;0,04003341;
5242,285;0,03987507;
5240,356;0,03967742;
5238,428;0,03947081;
5236,499;0,03935818;
5234,570;0,03928915;
5232,641;0,03916302;
5230,713;0,03899917;
5228,784;0,03881715;
5226,855;0,03860638;
5224,927;0,03838759;
5222,998;0,03818531;
5221,069;0,03801922;
5219,140;0,03788799;
5217,212;0,03779193;
5215,283;0,03771875;
5213,354;0,03762584;
5211,425;0,03755162;
5209,497;0,03753068;
5207,568;0,03748122;
5205,639;0,0373699;
5203,711;0,03723893;
5201,782;0,03713685;
5199,853;0,03711668;
5197,924;0,03713547;
5195,996;0,03712102;
5194,067;0,03707726;
5192,138;0,03698612;
5190,209;0,03685419;
5188,281;0,0367613;
5186,352;0,03674851;
5184,423;0,03679364;
5182,495;0,03683713;
5180,566;0,03683268;
5178,637;0,036816;
5176,708;0,03685093;
5174,780;0,03693939;
5172,851;0,03703837;
5170,922;0,03709973;
5168,993;0,03711544;
5167,065;0,03716055;
5165,136;0,03727074;
5163,207;0,03736871;
5161,278;0,03740578;
5159,350;0,03741347;
5157,421;0,03742003;
5155,492;0,03743964;
5153,564;0,03750864;
5151,635;0,03766532;
5149,706;0,03787863;
5147,777;0,03804011;
5145,849;0,03808825;
5143,920;0,03809933;
5141,991;0,03819862;
5140,062;0,03841116;
5138,134;0,03865465;
5136,205;0,0388481;
5134,276;0,03896912;
5132,348;0,03907336;
5130,419;0,03924001;
5128,490;0,03947203;
5126,561;0,03971178;
5124,633;0,03990411;
5122,704;0,04006051;
5120,775;0,04024253;
5118,846;0,04045932;
5116,918;0,04068427;
5114,989;0,0409169;
5113,060;0,04117734;
5111,132;0,04145351;
5109,203;0,04169492;
5107,274;0,04193195;
5105,345;0,04221421;
5103,417;0,04248971;
5101,488;0,04275744;
5099,559;0,04307003;
5097,630;0,04343399;
5095,702;0,04384199;
5093,773;0,0442165;
5091,844;0,04450734;
5089,916;0,04481136;
5087,987;0,04521309;
5086,058;0,045682;
5084,129;0,04609898;
5082,201;0,0464075;
5080,272;0,04675801;
5078,343;0,04725911;
5076,414;0,04778565;
5074,486;0,04826002;
5072,557;0,04873342;
5070,628;0,04921009;
5068,700;0,04970382;
5066,771;0,05025209;
5064,842;0,0508508;
5062,913;0,05147175;
5060,985;0,05208809;
5059,056;0,05273674;
5057,127;0,05343962;
5055,198;0,05411119;
5053,270;0,05474286;
5051,341;0,05545559;
5049,412;0,05623097;
5047,483;0,05691284;
5045,555;0,05751925;
5043,626;0,05820917;
5041,697;0,05901992;
5039,769;0,05991177;
5037,840;0,06085453;
5035,911;0,06172558;
5033,982;0,0624654;
5032,054;0,06324853;
5030,125;0,06419727;
5028,196;0,06523541;
5026,267;0,066291;
5024,339;0,06734492;
5022,410;0,06836168;
5020,481;0,06937246;
5018,553;0,07048573;
5016,624;0,0716987;
5014,695;0,07292641;
5012,766;0,07416439;
5010,838;0,07542988;
5008,909;0,07670626;
5006,980;0,07800465;
5005,051;0,07934931;
5003,123;0,08073039;
5001,194;0,08215434;
4999,265;0,0836259;
4997,337;0,08509631;
4995,408;0,08659796;
4993,479;0,08824601;
4991,550;0,09000117;
4989,622;0,09174831;
4987,693;0,0935206;
4985,764;0,09533598;
4983,835;0,09716462;
4981,907;0,09908705;
4979,978;0,1011052;
4978,049;0,1031062;
4976,121;0,105076;
4974,192;0,1070773;
4972,263;0,1091419;
4970,334;0,1112531;
4968,406;0,1134243;
4966,477;0,1156877;
4964,548;0,1180025;
4962,619;0,1203383;
4960,691;0,1226945;
4958,762;0,1250535;
4956,833;0,1274361;
4954,904;0,1298935;
4952,976;0,132462;
4951,047;0,1350809;
4949,118;0,1376242;
4947,190;0,1401161;
4945,261;0,142668;
4943,332;0,1452804;
4941,403;0,1478953;
4939,475;0,1504886;
4937,546;0,1530954;
4935,617;0,1557301;
4933,688;0,1583235;
4931,760;0,1608471;
4929,831;0,1633411;
4927,902;0,1658319;
4925,974;0,1683127;
4924,045;0,1707606;
4922,116;0,1731755;
4920,187;0,1755414;
4918,259;0,17782;
4916,330;0,1800181;
4914,401;0,1821682;
4912,472;0,1842667;
4910,544;0,1862349;
4908,615;0,1880358;
4906,686;0,1897528;
4904,758;0,1914009;
4902,829;0,1929184;
4900,900;0,1943325;
4898,971;0,1956616;
4897,043;0,1967988;
4895,114;0,197693;
4893,185;0,1984622;
4891,256;0,1991597;
4889,328;0,1997065;
4887,399;0,2000881;
4885,470;0,2003251;
4883,542;0,2003822;
4881,613;0,2002358;
4879,684;0,1999184;
4877,755;0,1994719;
4875,827;0,1988801;
4873,898;0,1981377;
4871,969;0,1972796;
4870,040;0,1962677;
4868,112;0,1950476;
4866,183;0,1936389;
4864,254;0,1920518;
4862,326;0,1902962;
4860,397;0,1884507;
4858,468;0,1865608;
4856,539;0,1845704;
4854,611;0,1824549;
4852,682;0,1802887;
4850,753;0,1780757;
4848,824;0,1757075;
4846,896;0,1731805;
4844,967;0,1705872;
4843,038;0,1679529;
4841,109;0,1652792;
4839,181;0,1625987;
4837,252;0,1599072;
4835,323;0,1571473;
4833,395;0,1543346;
4831,466;0,1515506;
4829,537;0,1487807;
4827,608;0,1459723;
4825,680;0,1431462;
4823,751;0,1403323;
4821,822;0,1375282;
4819,893;0,1347536;
4817,965;0,1320311;
4816,036;0,1293292;
4814,107;0,1266383;
4812,179;0,1239753;
4810,250;0,1213247;
4808,321;0,1187242;
4806,392;0,1162347;
4804,464;0,1137973;
4802,535;0,1113195;
4800,606;0,1088512;
4798,677;0,1064913;
4796,749;0,1042139;
4794,820;0,1019564;
4792,891;0,0997398;
4790,963;0,0976029;
4789,034;0,09553312;
4787,105;0,09347859;
4785,176;0,0914077;
4783,248;0,08939347;
4781,319;0,08752145;
4779,390;0,08571828;
4777,461;0,08389767;
4775,533;0,0821026;
4773,604;0,08038218;
4771,675;0,07874197;
4769,747;0,07715942;
4767,818;0,07560098;
4765,889;0,07406504;
4763,960;0,07257027;
4762,032;0,0711208;
4760,103;0,06970766;
4758,174;0,0683366;
4756,245;0,06701346;
4754,317;0,06573831;
4752,388;0,06450367;
4750,459;0,06328179;
4748,531;0,06208202;
4746,602;0,06093762;
4744,673;0,05984516;
4742,744;0,0587923;
4740,816;0,057769;
4738,887;0,05675675;
4736,958;0,05575609;
4735,029;0,05479867;
4733,101;0,05391283;
4731,172;0,05307297;
4729,243;0,05221077;
4727,314;0,05131581;
4725,386;0,05044089;
4723,457;0,04961827;
4721,528;0,04886285;
4719,600;0,04815772;
4717,671;0,04745266;
4715,742;0,04674367;
4713,813;0,0460728;
4711,885;0,04542756;
4709,956;0,04475292;
4708,027;0,04410012;
4706,098;0,0435243;
4704,170;0,04295033;
4702,241;0,04236044;
4700,312;0,04180539;
4698,384;0,04126228;
4696,455;0,0407184;
4694,526;0,04020532;
4692,597;0,03970119;
4690,669;0,03918877;
4688,740;0,03871641;
4686,811;0,03826847;
4684,882;0,03778448;
4682,954;0,03729623;
4681,025;0,03686965;
4679,096;0,03651524;
4677,168;0,03617867;
4675,239;0,03581034;
4673,310;0,03544962;
4671,381;0,0351248;
4669,453;0,03477428;
4667,524;0,03439187;
4665,595;0,03405221;
4663,666;0,03377104;
4661,738;0,03351349;
4659,809;0,03324522;
4657,880;0,03294491;
4655,952;0,03263681;
4654,023;0,03235817;
4652,094;0,03210731;
4650,165;0,03185597;
4648,237;0,03161385;
4646,308;0,03140114;
4644,379;0,03118935;
4642,450;0,03096251;
4640,522;0,03071352;
4638,593;0,0304489;
4636,664;0,03022452;
4634,736;0,0300511;
4632,807;0,0298817;
4630,878;0,0296777;
4628,949;0,02945535;
4627,021;0,02928905;
4625,092;0,02918256;
4623,163;0,02905563;
4621,234;0,0288985;
4619,306;0,02877554;
4617,377;0,02868702;
4615,448;0,02856328;
4613,519;0,02837903;
4611,591;0,02817618;
4609,662;0,02800935;
4607,733;0,02788503;
4605,805;0,02777077;
4603,876;0,02767004;
4601,947;0,02759008;
4600,018;0,02752366;
4598,090;0,02748851;
4596,161;0,02745776;
4594,232;0,02737479;
4592,303;0,02724793;
4590,375;0,02711991;
4588,446;0,0270266;
4586,517;0,02696234;
4584,589;0,02689111;
4582,660;0,02682327;
4580,731;0,02677466;
4578,802;0,02673849;
4576,874;0,02672576;
4574,945;0,02670661;
4573,016;0,02663462;
4571,087;0,02657246;
4569,159;0,02659111;
4567,230;0,02664525;
4565,301;0,02670282;
4563,373;0,02676783;
4561,444;0,02679113;
4559,515;0,02674492;
4557,586;0,02668214;
4555,658;0,0266739;
4553,729;0,02669919;
4551,800;0,02667947;
4549,871;0,026653;
4547,943;0,02669939;
4546,014;0,02676471;
4544,085;0,02678851;
4542,157;0,02683025;
4540,228;0,02691957;
4538,299;0,02699606;
4536,370;0,02705848;
4534,442;0,02716452;
4532,513;0,02729591;
4530,584;0,02737604;
4528,655;0,02739991;
4526,727;0,02743649;
4524,798;0,02751884;
4522,869;0,02763734;
4520,940;0,02776747;
4519,012;0,02786902;
4517,083;0,02795487;
4515,154;0,02807323;
4513,226;0,02821475;
4511,297;0,02835002;
4509,368;0,02848449;
4507,439;0,02861584;
4505,511;0,02872465;
4503,582;0,02885915;
4501,653;0,0290776;
4499,724;0,02929984;
4497,796;0,02945782;
4495,867;0,02964726;
4493,938;0,02991964;
4492,010;0,03017683;
4490,081;0,03038533;
4488,152;0,03061352;
4486,223;0,03083318;
4484,295;0,03099835;
4482,366;0,0311955;
4480,437;0,03146323;
4478,508;0,03172313;
4476,580;0,03195399;
4474,651;0,03220729;
4472,722;0,03249789;
4470,794;0,03279265;
4468,865;0,03308116;
4466,936;0,03339482;
4465,007;0,03374323;
4463,079;0,03409785;
4461,150;0,03444094;
4459,221;0,03477892;
4457,292;0,03513343;
4455,364;0,03552605;
4453,435;0,03595424;
4451,506;0,03639147;
4449,578;0,03682861;
4447,649;0,037284;
4445,720;0,03773478;
4443,791;0,03815728;
4441,863;0,03859946;
4439,934;0,03909377;
4438,005;0,03962841;
4436,076;0,04018706;
4434,148;0,04075518;
4432,219;0,04132622;
4430,290;0,04189296;
4428,362;0,04249039;
4426,433;0,04315103;
4424,504;0,04383433;
4422,575;0,04453206;
4420,647;0,04525838;
4418,718;0,04597052;
4416,789;0,04667003;
4414,860;0,04741477;
4412,932;0,04819616;
4411,003;0,04897417;
4409,074;0,04978081;
4407,145;0,05066804;
4405,217;0,05161521;
4403,288;0,05254927;
4401,359;0,05346215;
4399,431;0,05441861;
4397,502;0,05541332;
4395,573;0,05641637;
4393,644;0,05747057;
4391,716;0,05860386;
4389,787;0,05978872;
4387,858;0,06096243;
4385,929;0,06212149;
4384,001;0,06333663;
4382,072;0,06458373;
4380,143;0,06583645;
4378,215;0,06716864;
4376,286;0,06858812;
4374,357;0,07004921;
4372,428;0,07152145;
4370,500;0,07298104;
4368,571;0,07446767;
4366,642;0,07604501;
4364,713;0,07773475;
4362,785;0,0795259;
4360,856;0,08139189;
4358,927;0,08330577;
4356,999;0,0852598;
4355,070;0,08731174;
4353,141;0,08949564;
4351,212;0,09171481;
4349,284;0,09391745;
4347,355;0,09618606;
4345,426;0,09856278;
4343,497;0,1010232;
4341,569;0,1035718;
4339,640;0,1062118;
4337,711;0,1089168;
4335,783;0,111699;
4333,854;0,1145831;
4331,925;0,1175246;
4329,996;0,1204733;
4328,068;0,1234385;
4326,139;0,1264333;
4324,210;0,129441;
4322,281;0,1324557;
4320,353;0,1354776;
4318,424;0,1384748;
4316,495;0,1414176;
4314,567;0,1443199;
4312,638;0,1472241;
4310,709;0,1501434;
4308,780;0,1530508;
4306,852;0,1559341;
4304,923;0,158767;
4302,994;0,1614869;
4301,065;0,1640913;
4299,137;0,1666108;
4297,208;0,1689927;
4295,279;0,1711767;
4293,350;0,1731908;
4291,422;0,1750568;
4289,493;0,1767412;
4287,564;0,1782407;
4285,636;0,1795976;
4283,707;0,1808419;
4281,778;0,1819662;
4279,849;0,1829552;
4277,921;0,1838083;
4275,992;0,1845032;
4274,063;0,1850158;
4272,134;0,1853686;
4270,206;0,1855768;
4268,277;0,1855833;
4266,348;0,185341;
4264,420;0,1848952;
4262,491;0,184257;
4260,562;0,1833796;
4258,633;0,1822714;
4256,705;0,180952;
4254,776;0,1794421;
4252,847;0,1777515;
4250,918;0,1758509;
4248,990;0,1737675;
4247,061;0,1715095;
4245,132;0,1690155;
4243,204;0,1663291;
4241,275;0,1635481;
4239,346;0,160654;
4237,417;0,1575906;
4235,489;0,154397;
4233,560;0,1511513;
4231,631;0,1478842;
4229,702;0,1445986;
4227,774;0,1412778;
4225,845;0,1379235;
4223,916;0,1345975;
4221,988;0,1313307;
4220,059;0,1280959;
4218,130;0,1249249;
4216,201;0,1218673;
4214,273;0,1188479;
4212,344;0,1157881;
4210,415;0,1127366;
4208,486;0,1097495;
4206,558;0,1068377;
4204,629;0,1039883;
4202,700;0,1011766;
4200,772;0,09842804;
4198,843;0,0957639;
4196,914;0,0931428;
4194,985;0,09055807;
4193,057;0,08805659;
4191,128;0,08565132;
4189,199;0,08332335;
4187,270;0,08106302;
4185,342;0,07886673;
4183,413;0,0767239;
4181,484;0,07463124;
4179,555;0,072621;
4177,627;0,07072018;
4175,698;0,06890034;
4173,769;0,06712651;
4171,841;0,06540664;
4169,912;0,06373761;
4167,983;0,06208256;
4166,054;0,06046142;
4164,126;0,05893758;
4162,197;0,0575155;
4160,268;0,05615178;
4158,339;0,05480889;
4156,411;0,0534793;
4154,482;0,05218068;
4152,553;0,05092841;
4150,625;0,04973442;
4148,696;0,04861207;
4146,767;0,04755871;
4144,838;0,04655464;
4142,910;0,04558124;
4140,981;0,04461349;
4139,052;0,04364698;
4137,123;0,04272971;
4135,195;0,04187399;
4133,266;0,04102778;
4131,337;0,04017503;
4129,409;0,03934224;
4127,480;0,03853917;
4125,551;0,03776516;
4123,622;0,03703358;
4121,694;0,0363425;
4119,765;0,03566303;
4117,836;0,03500105;
4115,907;0,03439257;
4113,979;0,03381567;
4112,050;0,03321512;
4110,121;0,03260487;
4108,193;0,0320197;
4106,264;0,03145135;
4104,335;0,0309105;
4102,406;0,03040266;
4100,478;0,02990375;
4098,549;0,02943716;
4096,620;0,02903743;
4094,691;0,02866222;
4092,763;0,02823554;
4090,834;0,02775891;
4088,905;0,02731572;
4086,977;0,02695949;
4085,048;0,02664634;
4083,119;0,02629423;
4081,190;0,02590023;
4079,262;0,02552439;
4077,333;0,02518201;
4075,404;0,02486711;
4073,475;0,02459339;
4071,547;0,02434354;
4069,618;0,02407167;
4067,689;0,02376132;
4065,760;0,02344325;
4063,832;0,02315472;
4061,903;0,02288223;
4059,974;0,0226012;
4058,046;0,02233102;
4056,117;0,02208557;
4054,188;0,02187324;
4052,259;0,02169685;
4050,331;0,02150068;
4048,402;0,02125736;
4046,473;0,02101864;
4044,544;0,02081096;
4042,616;0,02061961;
4040,687;0,02043118;
4038,758;0,02023685;
4036,830;0,02004541;
4034,901;0,01986267;
4032,972;0,01968781;
4031,043;0,01953149;
4029,115;0,0193757;
4027,186;0,01920886;
4025,257;0,0190744;
4023,328;0,0189762;
4021,400;0,01885421;
4019,471;0,01870856;
4017,542;0,01859636;
4015,614;0,01849563;
4013,685;0,01835881;
4011,756;0,01820944;
4009,827;0,01806801;
4007,899;0,01796596;
4005,970;0,01793009;
4004,041;0,01788939;
4002,112;0,01779476;
4000,184;0,01767903;
3998,255;0,01756261;
3996,326;0,01746941;
3994,398;0,01741104;
3992,469;0,01734369;
3990,540;0,01726081;
3988,611;0,01720787;
3986,683;0,01717001;
3984,754;0,0171107;
3982,825;0,01704749;
3980,896;0,01698402;
3978,968;0,01690925;
3977,039;0,01683772;
3975,110;0,01677749;
3973,181;0,01674668;
3971,253;0,01676714;
3969,324;0,0167876;
3967,395;0,01674185;
3965,467;0,01665803;
3963,538;0,01660112;
3961,609;0,01661601;
3959,680;0,01668599;
3957,752;0,01670083;
3955,823;0,01662013;
3953,894;0,01653904;
3951,965;0,01653001;
3950,037;0,01656331;
3948,108;0,01658948;
3946,179;0,01660908;
3944,251;0,01662002;
3942,322;0,01664941;
3940,393;0,0167137;
3938,464;0,01670656;
3936,536;0,01661944;
3934,607;0,01660179;
3932,678;0,01668097;
3930,749;0,01675745;
3928,821;0,01675712;
3926,892;0,0166744;
3924,963;0,01661343;
3923,035;0,01667972;
3921,106;0,01681269;
3919,177;0,01688761;
3917,248;0,01690383;
3915,320;0,01695986;
3913,391;0,0170575;
3911,462;0,01712583;
3909,533;0,01720767;
3907,605;0,01732925;
3905,676;0,01740976;
3903,747;0,01743702;
3901,819;0,0174626;
3899,890;0,01751735;
3897,961;0,01761182;
3896,032;0,01771936;
3894,104;0,01780636;
3892,175;0,01789114;
3890,246;0,01801074;
3888,317;0,01813707;
3886,389;0,01823767;
3884,460;0,0183405;
3882,531;0,01844518;
3880,603;0,01855534;
3878,674;0,01872153;
3876,745;0,01891616;
3874,816;0,01905771;
3872,888;0,01913735;
3870,959;0,01923622;
3869,030;0,01943759;
3867,101;0,01969294;
3865,173;0,01988049;
3863,244;0,02000499;
3861,315;0,0201813;
3859,386;0,02041779;
3857,458;0,02058988;
3855,529;0,02065258;
3853,600;0,0207666;
3851,672;0,02106468;
3849,743;0,02139927;
3847,814;0,02164913;
3845,885;0,02190117;
3843,957;0,02221801;
3842,028;0,02251511;
3840,099;0,02275002;
3838,170;0,02300474;
3836,242;0,02331219;
3834,313;0,02365436;
3832,384;0,0240411;
3830,456;0,02440722;
3828,527;0,02471823;
3826,598;0,02507819;
3824,669;0,02550911;
3822,741;0,02593818;
3820,812;0,0263142;
3818,883;0,02659703;
3816,954;0,0268972;
3815,026;0,02734081;
3813,097;0,02785386;
3811,168;0,02839474;
3809,240;0,02894857;
3807,311;0,02943531;
3805,382;0,02985865;
3803,453;0,03032668;
3801,525;0,030956;
3799,596;0,03166431;
3797,667;0,03229207;
3795,738;0,03291939;
3793,810;0,03364339;
3791,881;0,03442236;
3789,952;0,03522545;
3788,024;0,03602879;
3786,095;0,03680614;
3784,166;0,03758118;
3782,237;0,03835353;
3780,309;0,03915179;
3778,380;0,04006972;
3776,451;0,04107852;
3774,522;0,04209585;
3772,594;0,04313616;
3770,665;0,04423417;
3768,736;0,04538432;
3766,808;0,04657576;
3764,879;0,04783507;
3762,950;0,04912939;
3761,021;0,05042576;
3759,093;0,05182983;
3757,164;0,05333671;
3755,235;0,05478512;
3753,306;0,05618999;
3751,378;0,05779028;
3749,449;0,05964075;
3747,520;0,06143193;
3745,591;0,06324469;
3743,663;0,06550051;
3741,734;0,06790872;
3739,805;0,07004082;
3737,877;0,07213895;
3735,948;0,07449778;
3734,019;0,07708508;
3732,090;0,07983173;
3730,162;0,08266753;
3728,233;0,08548246;
3726,304;0,08835721;
3724,375;0,09137738;
3722,447;0,09448387;
3720,518;0,09768163;
3718,589;0,1009738;
3716,661;0,1042404;
3714,732;0,1073494;
3712,803;0,1105658;
3710,874;0,1142568;
3708,946;0,1181891;
3707,017;0,1219571;
3705,088;0,125429;
3703,159;0,1287795;
3701,231;0,1322408;
3699,302;0,1356991;
3697,373;0,138941;
3695,445;0,1418871;
3693,516;0,1444191;
3691,587;0,1465215;
3689,658;0,1486907;
3687,730;0,1513397;
3685,801;0,1539149;
3683,872;0,1558162;
3681,943;0,1571627;
3680,015;0,158003;
3678,086;0,1582209;
3676,157;0,1583746;
3674,229;0,1587618;
3672,300;0,1586827;
3670,371;0,15819;
3668,442;0,1577889;
3666,514;0,1570726;
3664,585;0,1557401;
3662,656;0,1540265;
3660,727;0,1520302;
3658,799;0,1496887;
3656,870;0,1471625;
3654,941;0,1446521;
3653,013;0,1418345;
3651,084;0,1385868;
3649,155;0,1355034;
3647,226;0,1328601;
3645,298;0,1302412;
3643,369;0,1273264;
3641,440;0,1241679;
3639,511;0,1209128;
3637,583;0,1176391;
3635,654;0,1143423;
3633,725;0,1110006;
3631,796;0,1075847;
3629,868;0,1041675;
3627,939;0,1010768;
3626,010;0,09829994;
3624,082;0,09544485;
3622,153;0,09241243;
3620,224;0,08937569;
3618,295;0,08653613;
3616,367;0,08388724;
3614,438;0,08127047;
3612,509;0,07865447;
3610,580;0,07610028;
3608,652;0,07366681;
3606,723;0,0713726;
3604,794;0,06914226;
3602,866;0,06690513;
3600,937;0,06469613;
3599,008;0,06255643;
3597,079;0,06048654;
3595,151;0,05849286;
3593,222;0,05659468;
3591,293;0,0547634;
3589,364;0,05294771;
3587,436;0,0512135;
3585,507;0,04961916;
3583,578;0,04809937;
3581,650;0,04660628;
3579,721;0,04516254;
3577,792;0,04378427;
3575,863;0,04244952;
3573,935;0,04115629;
3572,006;0,03990526;
3570,077;0,0386852;
3568,148;0,03752563;
3566,220;0,03646791;
3564,291;0,03546779;
3562,362;0,03445763;
3560,434;0,03347254;
3558,505;0,03254535;
3556,576;0,0316405;
3554,647;0,03074089;
3552,719;0,0298768;
3550,790;0,02907091;
3548,861;0,02830124;
3546,932;0,02755654;
3545,004;0,02685524;
3543,075;0,02621186;
3541,146;0,02560851;
3539,217;0,02501138;
3537,289;0,02440378;
3535,360;0,02379954;
3533,431;0,02324237;
3531,503;0,0227357;
3529,574;0,02224171;
3527,645;0,02175202;
3525,716;0,0212884;
3523,788;0,02085727;
3521,859;0,0204393;
3519,930;0,02002342;
3518,001;0,01961102;
3516,073;0,01921179;
3514,144;0,01883713;
3512,215;0,01848771;
3510,287;0,01814953;
3508,358;0,01780946;
3506,429;0,0174701;
3504,500;0,01714274;
3502,572;0,01685014;
3500,643;0,01657963;
3498,714;0,01629588;
3496,785;0,01601767;
3494,857;0,01576484;
3492,928;0,01550847;
3490,999;0,01524046;
3489,071;0,01499714;
3487,142;0,01477799;
3485,213;0,01455141;
3483,284;0,01432188;
3481,356;0,01409836;
3479,427;0,0138783;
3477,498;0,01367568;
3475,569;0,01350033;
3473,641;0,0133345;
3471,712;0,01315304;
3469,783;0,01295748;
3467,855;0,01278094;
3465,926;0,01263693;
3463,997;0,01249615;
3462,068;0,01234022;
3460,140;0,0121882;
3458,211;0,01206219;
3456,282;0,01194388;
3454,353;0,01180258;
3452,425;0,01165505;
3450,496;0,01152635;
3448,567;0,01140464;
3446,639;0,01127413;
3444,710;0,01113939;
3442,781;0,01100738;
3440,852;0,01088276;
3438,924;0,01077659;
3436,995;0,01068724;
3435,066;0,01059632;
3433,137;0,01049949;
3431,209;0,01040683;
3429,280;0,01031982;
3427,351;0,01024237;
3425,422;0,01017471;
3423,494;0,01009104;
3421,565;0,009985092;
3419,636;0,009887177;
3417,708;0,009801439;
3415,779;0,009717729;
3413,850;0,009649159;
3411,921;0,009600088;
3409,993;0,00955511;
3408,064;0,009500248;
3406,135;0,009437008;
3404,206;0,009379517;
3402,278;0,009346355;
3400,349;0,00933621;
3398,420;0,009311389;
3396,492;0,00925903;
3394,563;0,00921098;
3392,634;0,009180881;
3390,705;0,009150386;
3388,777;0,00912209;
3386,848;0,009127361;
3384,919;0,009153203;
3382,990;0,009157273;
3381,062;0,009149498;
3379,133;0,009167433;
3377,204;0,00919008;
3375,276;0,009167998;
3373,347;0,009115078;
3371,418;0,009058775;
3369,489;0,009011352;
3367,561;0,009004636;
3365,632;0,009022806;
3363,703;0,009002885;
3361,774;0,008942106;
3359,846;0,008894417;
3357,917;0,008874804;
3355,988;0,008860509;
3354,060;0,00884205;
3352,131;0,008821308;
3350,202;0,008807979;
3348,273;0,008804537;
3346,345;0,008798113;
3344,416;0,008780115;
3342,487;0,008754626;
3340,558;0,0087358;
3338,630;0,008737342;
3336,701;0,008758626;
3334,772;0,008778294;
3332,844;0,008772619;
3330,915;0,008754976;
3328,986;0,00877582;
3327,057;0,008831958;
3325,129;0,008860348;
3323,200;0,008869331;
3321,271;0,008898086;
3319,342;0,008920629;
3317,414;0,008933996;
3315,485;0,00896185;
3313,556;0,008978955;
3311,627;0,008979412;
3309,699;0,009008372;
3307,770;0,009058846;
3305,841;0,009087698;
3303,913;0,009111513;
3301,984;0,009158853;
3300,055;0,009226383;
3298,126;0,009285659;
3296,198;0,009306079;
3294,269;0,009314512;
3292,340;0,009346822;
3290,411;0,009402735;
3288,483;0,00947159;
3286,554;0,009529656;
3284,625;0,009575414;
3282,697;0,009636591;
3280,768;0,009721474;
3278,839;0,009814764;
3276,910;0,009895187;
3274,982;0,009947455;
3273,053;0,009979156;
3271,124;0,01002036;
3269,195;0,01009899;
3267,267;0,01022189;
3265,338;0,01035337;
3263,409;0,01045275;
3261,481;0,01053407;
3259,552;0,01062709;
3257,623;0,01073198;
3255,694;0,01083551;
3253,766;0,01093355;
3251,837;0,01102711;
3249,908;0,01111957;
3247,979;0,01122334;
3246,051;0,01133779;
3244,122;0,01145674;
3242,193;0,01158867;
3240,265;0,01173603;
3238,336;0,01190084;
3236,407;0,01207729;
3234,478;0,01224291;
3232,550;0,0124004;
3230,621;0,01255903;
3228,692;0,01271739;
3226,763;0,01289623;
3224,835;0,01310005;
3222,906;0,0133034;
3220,977;0,01349873;
3219,049;0,01370102;
3217,120;0,01393049;
3215,191;0,01418853;
3213,262;0,01444677;
3211,334;0,0146824;
3209,405;0,01491478;
3207,476;0,01517271;
3205,547;0,01544845;
3203,619;0,01572439;
3201,690;0,0160093;
3199,761;0,01632118;
3197,832;0,01666643;
3195,904;0,01704381;
3193,975;0,01743294;
3192,046;0,01780862;
3190,118;0,01817711;
3188,189;0,01855734;
3186,260;0,01896692;
3184,331;0,01941632;
3182,403;0,01988975;
3180,474;0,02037595;
3178,545;0,02088173;
3176,616;0,02139308;
3174,688;0,02191739;
3172,759;0,02252209;
3170,830;0,02321283;
3168,902;0,02390544;
3166,973;0,02457528;
3165,044;0,02527768;
3163,115;0,02604722;
3161,187;0,02687367;
3159,258;0,02772933;
3157,329;0,02860198;
3155,400;0,02953289;
3153,472;0,03054928;
3151,543;0,03161359;
3149,614;0,0327232;
3147,686;0,03389918;
3145,757;0,03512137;
3143,828;0,03639556;
3141,899;0,03775107;
3139,971;0,0391809;
3138,042;0,0406816;
3136,113;0,04229154;
3134,184;0,04402747;
3132,256;0,04585509;
3130,327;0,04775426;
3128,398;0,04973818;
3126,470;0,05182387;
3124,541;0,05402253;
3122,612;0,05634521;
3120,683;0,0588077;
3118,755;0,06140226;
3116,826;0,06407923;
3114,897;0,06681336;
3112,968;0,06965132;
3111,040;0,07262618;
3109,111;0,0756954;
3107,182;0,07881247;
3105,253;0,08197883;
3103,325;0,08519922;
3101,396;0,08845097;
3099,467;0,09169095;
3097,539;0,09487199;
3095,610;0,09798072;
3093,681;0,1010012;
3091,752;0,1038696;
3089,824;0,1065266;
3087,895;0,1089334;
3085,966;0,1110588;
3084,037;0,1128742;
3082,109;0,1143531;
3080,180;0,1154721;
3078,251;0,1161679;
3076,323;0,1163927;
3074,394;0,1161699;
3072,465;0,1154881;
3070,536;0,1143126;
3068,608;0,1126865;
3066,679;0,1106756;
3064,750;0,1083212;
3062,821;0,1056577;
3060,893;0,1027068;
3058,964;0,09951033;
3057,035;0,09614493;
3055,107;0,09268407;
3053,178;0,08917347;
3051,249;0,08561863;
3049,320;0,08199751;
3047,392;0,07830612;
3045,463;0,07457536;
3043,534;0,07083785;
3041,605;0,06711881;
3039,677;0,06345322;
3037,748;0,05988117;
3035,819;0,05643784;
3033,891;0,05314086;
3031,962;0,04999982;
3030,033;0,0470381;
3028,104;0,04427229;
3026,176;0,0416864;
3024,247;0,03925038;
3022,318;0,03694976;
3020,389;0,03477594;
3018,461;0,03272305;
