Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
440,000;0,06314516;0,06579733;0,04918718;0,05391741;0,08476925;0,07323503;0,06881189;0,05777121;0,06201935;0,06773758;0,05751228;0,09118176;0,06799936;0,06437683;0,06029844;0,07213879;0,06119204;0,05346918;0,06460047;0,05440807;0,06340504;0,07660913;0,0589323;0,07309151;0,06262064;0,05032778;0,05604982;0,05938768;0,07569551;0,06407738;0,0711751;0,06687069;0,06931877;0,06438875;0,06380081;0,06330872;0,04994106;0,05566978;0,0689187;0,05880451;0,05378151;0,05897856;0,05393696;0,05886555;0,06728649;0,04698324;0,05909634;0,05060196;0,05830956;0,07817411;0,06797934;0,06806946;0,06712389;0,05468369;0,07286644;0,0677743;0,07682467;0,07315874;0,0599947;0,06852198;0,06399965;0,0719347;
441,000;0,04639578;0,04657888;0,05879641;0,06191349;0,08041143;0,06083918;0,06284523;0,05377531;0,04297018;0,06656837;0,06141806;0,06203032;0,05844641;0,06620026;0,06655502;0,05008221;0,04191732;0,05731201;0,05831957;0,0550108;0,06008005;0,04974508;0,05964518;0,06650019;0,04777575;0,06885815;0,07581425;0,06331587;0,04226112;0,0665679;0,04839087;0,04530764;0,05759764;0,06630659;0,06075811;0,05871964;0,05286741;0,06690741;0,06630278;0,05541134;0,05247164;0,06024265;0,05148077;0,05673265;0,04763937;0,07605219;0,05991459;0,06403875;0,05271006;0,05625725;0,0582304;0,06836939;0,05473852;0,06075239;0,06516981;0,0496006;0,0509901;0,06269932;0,07070446;0,06519318;0,06094313;0,05103779;
442,000;0,06211233;0,08852768;0,07048988;0,06602526;0,05437279;0,05094385;0,06076002;0,0730834;0,05539465;0,05871439;0,06884336;0,06323481;0,05795813;0,06023836;0,05939293;0,06622124;0,07495642;0,06367016;0,06524801;0,05510807;0,06423187;0,05956459;0,06919909;0,06154156;0,06203651;0,06609392;0,05492735;0,06349039;0,05974054;0,05897141;0,07557964;0,04866219;0,05330563;0,05964708;0,07303858;0,05915499;0,06013012;0,05324793;0,05727005;0,06404161;0,06144619;0,06548595;0,06043053;0,06956816;0,06700945;0,05890799;0,06014252;0,05661535;0,06444359;0,05090952;0,05930758;0,07444096;0,05852652;0,06414366;0,06343746;0,0641861;0,0650425;0,05963087;0,05319071;0,0515399;0,07144308;0,06786013;
443,000;0,04795694;0,03800869;0,02626467;0,03639507;0,05235863;0,04619932;0,04173231;0,03141403;0,03543663;0,04641724;0,04495478;0,03542519;0,03997803;0,04636812;0,0502224;0,05183506;0,03632355;0,03961802;0,05173588;0,04444075;0,03615332;0,0373373;0,05647087;0,03585672;0,04324961;0,04292202;0,0371995;0,04938364;0,04070377;0,04483652;0,0380764;0,04016924;0,03872204;0,0495019;0,04375696;0,04068375;0,04155159;0,03969049;0,03911066;0,05123472;0,03516626;0,04433584;0,04500103;0,04439974;0,0367384;0,05370617;0,03066635;0,04204702;0,03899002;0,04214716;0,04062366;0,04756212;0,03879881;0,03543139;0,06278753;0,05941248;0,03095198;0,04091644;0,04594946;0,04792261;0,03677893;0,04607534;
444,000;0,057374;0,06397772;0,06788826;0,08035183;0,06945801;0,07453108;0,07347488;0,06494427;0,07261658;0,06870794;0,0776825;0,07818794;0,0662694;0,05988216;0,06686497;0,06145954;0,07185936;0,07316732;0,06374788;0,07136583;0,07336569;0,06927633;0,06345606;0,05977011;0,08140564;0,0649333;0,06703329;0,06779289;0,06836367;0,06797218;0,06339455;0,07037735;0,06731844;0,0702014;0,07207489;0,07082367;0,08382845;0,06330729;0,06328583;0,0749464;0,07098293;0,07430696;0,06473541;0,0709691;0,0670495;0,06840897;0,06971979;0,07484722;0,08483505;0,06848907;0,06243086;0,06142044;0,06290293;0,06866884;0,05501318;0,06032944;0,07263565;0,07899475;0,06641626;0,07467127;0,07396889;0,07161856;
445,000;0,05756092;0,07793045;0,05716848;0,04802942;0,07003546;0,05488443;0,05484867;0,06242514;0,07095194;0,06229973;0,05821514;0,06245089;0,05963087;0,05903959;0,05890322;0,05968428;0,06570673;0,04560328;0,06790018;0,05644512;0,06344986;0,07067299;0,05259466;0,05788183;0,05679989;0,07313585;0,05751848;0,05502701;0,05523682;0,06103134;0,06509399;0,06786346;0,05190849;0,06245804;0,05144501;0,07043982;0,06264877;0,05859566;0,05938005;0,0602808;0,06977415;0,05886745;0,05758286;0,05646324;0,0629468;0,06865597;0,07379436;0,05720997;0,06323576;0,05233288;0,06675768;0,05406094;0,06149864;0,07184553;0,05785561;0,04958916;0,06507158;0,06053829;0,05066729;0,06703615;0,04720402;0,06514835;
446,000;0,06233692;0,04473972;0,05021906;0,04574394;0,06904411;0,04597616;0,05434227;0,05276155;0,045434;0,05120087;0,0491066;0,06065369;0,04720497;0,03084421;0,05490685;0,05205822;0,0463376;0,04567957;0,04978037;0,04099703;0,05193138;0,04988241;0,04923105;0,042943;0,05291796;0,0526948;0,04538012;0,04075909;0,0534687;0,04040861;0,05211115;0,04794836;0,05552101;0,04256487;0,04648638;0,04343939;0,05513811;0,0548296;0,05102396;0,04557419;0,04825735;0,04821253;0,04109859;0,05563688;0,04907656;0,05774212;0,05629253;0,04527187;0,05951262;0,04473829;0,05618143;0,05402374;0,05160236;0,05919981;0,05243063;0,04560947;0,0592823;0,0549078;0,05161858;0,05352926;0,04413271;0,05732584;
447,000;0,0684166;0,06398106;0,07546854;0,08102942;0,0681119;0,05946493;0,07148838;0,07124472;0,06531477;0,06773043;0,06937599;0,0759182;0,06655979;0,06686831;0,06460333;0,06624603;0,07696009;0,07176495;0,05946207;0,07081842;0,06406593;0,06778669;0,07192516;0,07233238;0,06408882;0,06547403;0,06373072;0,0726881;0,0772171;0,06924057;0,06088257;0,06847048;0,06815863;0,07066441;0,06169844;0,07286835;0,06579542;0,06601524;0,07215309;0,07119799;0,05354261;0,06008339;0,0696702;0,05285168;0,07762814;0,07019186;0,07479525;0,07588339;0,07858658;0,0571661;0,06593132;0,0730958;0,0566082;0,06457615;0,06570864;0,07805967;0,06348801;0,06908894;0,06301832;0,07752609;0,07483864;0,0755496;
448,000;0,04239798;0,0583024;0,04576969;0,05061913;0,05268717;0,03605509;0,04853439;0,03669977;0,05001402;0,05828762;0,05093384;0,04859066;0,05543375;0,04153967;0,05673265;0,04983807;0,059268;0,05693626;0,04724884;0,0375762;0,04763365;0,04496098;0,05134869;0,0566597;0,04655075;0,05471087;0,05908632;0,05672503;0,06277895;0,06113052;0,05082035;0,05940008;0,03545856;0,05139256;0,05197859;0,05310869;0,05143213;0,04858446;0,04902792;0,04449892;0,05275917;0,04473829;0,05841017;0,04778719;0,05069065;0,05334997;0,059515;0,04994678;0,04860592;0,05005741;0,04738951;0,05458832;0,06140375;0,0390439;0,05222702;0,05035734;0,04452276;0,06301355;0,05390644;0,04581499;0,04035521;0,05344582;
449,000;0,06458759;0,04798079;0,06071568;0,06733084;0,07136774;0,0667491;0,06793737;0,05645609;0,06475639;0,06950712;0,05463266;0,07415962;0,06156015;0,06045055;0,07256889;0,05008554;0,07410431;0,06092072;0,05966806;0,06281233;0,05135059;0,05936718;0,06542397;0,06572151;0,06195164;0,05833244;0,08272552;0,06500626;0,05251265;0,06387186;0,05893803;0,07140255;0,05206013;0,06602955;0,06351137;0,0516386;0,07214069;0,0617671;0,05850887;0,05450726;0,05559874;0,05990362;0,05868864;0,05802631;0,05704641;0,07690668;0,06010962;0,06329679;0,05723429;0,06535673;0,05114841;0,06318331;0,06791496;0,06375027;0,05457544;0,06067324;0,06639862;0,06391478;0,06865501;0,05804253;0,05955887;0,06407356;
450,000;0,07127333;0,06576443;0,07852316;0,0739193;0,07962275;0,07303333;0,05662107;0,0683527;0,08230209;0,07581043;0,08236122;0,06805182;0,0666213;0,0787406;0,07219458;0,07047749;0,08186054;0,06955051;0,07585812;0,07851744;0,06583977;0,06684828;0,06831932;0,07388639;0,07593203;0,08139038;0,07624865;0,07801008;0,06814766;0,06616354;0,08201742;0,06878376;0,08542585;0,06442642;0,07245064;0,07773733;0,06915617;0,07508564;0,06706095;0,06497812;0,08001232;0,0768733;0,07446432;0,06884623;0,07444429;0,06309891;0,06431961;0,0775609;0,06869459;0,0625906;0,06828737;0,07066202;0,07325029;0,06252861;0,07514858;0,06596994;0,08435488;0,07113552;0,07269382;0,07560301;0,08749199;0,07461739;
451,000;0,04750252;0,04182768;0,05199385;0,05595064;0,06958151;0,05044556;0,05344486;0,04442501;0,05722713;0,05942726;0,05668497;0,05392599;0,04886103;0,04187965;0,0572834;0,04630136;0,05371332;0,05332184;0,05886745;0,05332613;0,05287075;0,05130196;0,04695845;0,05417061;0,05695438;0,05750751;0,04739714;0,05097246;0,06033707;0,0585804;0,05286932;0,04821968;0,05031586;0,04981852;0,05384874;0,0537219;0,05870008;0,06223392;0,04943705;0,05812216;0,05760431;0,05138683;0,05430508;0,03350115;0,04938555;0,04865456;0,05492544;0,0459137;0,05017185;0,05011415;0,06063557;0,04241848;0,04264498;0,05612564;0,06818724;0,05563211;0,05307102;0,06377792;0,05818272;0,0627718;0,0535059;0,05064678;
452,000;0,04686594;0,04743004;0,05690384;0,06294489;0,07284927;0,07897902;0,05690861;0,06746006;0,05031157;0,0611124;0,06911707;0,0607729;0,05902386;0,06797981;0,06983376;0,07273769;0,06629705;0,05971241;0,06273317;0,06179667;0,07047796;0,06757498;0,0712676;0,06198549;0,07623768;0,06220961;0,06798267;0,0654192;0,07691431;0,05457497;0,06742382;0,06225967;0,0567975;0,07126284;0,0662446;0,05695057;0,0642972;0,06680775;0,05671549;0,07334661;0,06515932;0,06233883;0,04271746;0,05181265;0,06991291;0,07097054;0,07195187;0,06502867;0,05850267;0,07382441;0,07573891;0,06112671;0,06895638;0,07131529;0,06265736;0,06613922;0,06527805;0,07645559;0,06178856;0,05997229;0,0571785;0,05864763;
453,000;0,06381798;0,07754135;0,07547522;0,07191706;0,07411337;0,06549931;0,06505203;0,08557749;0,07335949;0,08759069;0,07598591;0,06202936;0,06213427;0,07276058;0,0836072;0,07224131;0,07109308;0,05873251;0,071105;0,07576132;0,06812525;0,05989981;0,05929327;0,07482529;0,05905867;0,06662655;0,05419397;0,07135916;0,05914974;0,07814264;0,05016994;0,07039738;0,07011223;0,06742048;0,07120848;0,07158375;0,07039356;0,07287598;0,08342695;0,05881596;0,07552004;0,06271315;0,06499767;0,05859995;0,06772566;0,07175589;0,06656551;0,07133102;0,06593466;0,07742023;0,06818962;0,06339693;0,06375837;0,08351088;0,08320618;0,08030128;0,07078552;0,0743022;0,08318233;0,06652308;0,07407522;0,06528997;
454,000;0,07011795;0,05774307;0,04034472;0,03965378;0,07410765;0,03940248;0,06108761;0,0325079;0,06110144;0,04909325;0,04873419;0,05241394;0,05261707;0,04015636;0,0612855;0,05653715;0,05279255;0,04782438;0,04830122;0,0402813;0,04791117;0,03970861;0,05644941;0,05287027;0,06102991;0,05665874;0,06508636;0,05260515;0,06076527;0,05292273;0,06530666;0,05704689;0,06117773;0,05640125;0,05264187;0,03993607;0,05280113;0,02776766;0,04852152;0,05667639;0,05263042;0,05249453;0,04854298;0,04825306;0,04855633;0,04843092;0,06530428;0,05271816;0,05695772;0,03589249;0,04813957;0,0479908;0,05243254;0,05722475;0,05281591;0,04022551;0,06120443;0,07450151;0,0530138;0,0482049;0,06135941;0,06569338;
455,000;0,04258156;0,03581619;0,0522995;0,07314968;0,06303263;0,05938721;0,05531788;0,03993893;0,06373167;0,03906488;0,04365778;0,05115175;0,04308796;0,04785061;0,05488682;0,0593152;0,04764366;0,06402016;0,0555439;0,05208349;0,06384182;0,04703856;0,05546284;0,04737186;0,04304647;0,05985165;0,05087376;0,05141258;0,05086899;0,05140114;0,03885841;0,04288292;0,05551863;0,06362486;0,05152988;0,0555582;0,04747534;0,05162668;0,05964756;0,04724503;0,05104208;0,04714775;0,04743528;0,04308319;0,03938723;0,04724169;0,05514908;0,04736805;0,04281616;0,05591011;0,05564547;0,0598321;0,04721022;0,05137587;0,05985308;0,05148029;0,05128193;0,05103493;0,05160236;0,06005764;0,05129623;0,0429554;
456,000;0,06994534;0,09865856;0,08691072;0,07758188;0,06045818;0,05147839;0,07183743;0,07544136;0,06659794;0,06576443;0,08494091;0,06350374;0,06802559;0,07958412;0,05148458;0,05889225;0,08433819;0,07064009;0,0727787;0,08380413;0,06777;0,05625296;0,0758276;0,07689095;0,07649183;0,07938004;0,07340574;0,07161903;0,06402636;0,06714535;0,07700825;0,06452036;0,0806365;0,06812906;0,07564783;0,06411839;0,07534647;0,05967188;0,06912327;0,0759244;0,06033516;0,07322025;0,07153273;0,06359911;0,07640028;0,06827545;0,06702709;0,07654762;0,06510973;0,07179976;0,0710063;0,07612276;0,07234335;0,07179213;0,07624483;0,06405687;0,07634878;0,07590866;0,07580376;0,07926798;0,07115459;0,07184315;
457,000;0,06278658;0,04696894;0,02954674;0,04001617;0,06517363;0,05847836;0,05179453;0,0329895;0,04394054;0,06286049;0,04979277;0,04861498;0,04832602;0,04294062;0,04930115;0,04371881;0,04649782;0,04275179;0,06330585;0,04068756;0,05371714;0,05758047;0,04576349;0,05381346;0,05304241;0,04133511;0,063097;0,04761219;0,05247545;0,03800344;0,05186319;0,05161047;0,05384731;0,0651598;0,04781723;0,05387068;0,03906155;0,05760479;0,07204819;0,04216957;0,05571842;0,05787325;0,04334116;0,03846407;0,04736233;0,05062485;0,04507923;0,04978466;0,05420542;0,05549145;0,04350853;0,05372953;0,05098867;0,04040051;0,05932283;0,05570316;0,05041599;0,048388;0,05280828;0,04735327;0,04531002;0,04472113;
458,000;0,05636263;0,07111788;0,07047606;0,07525778;0,07206488;0,06986332;0,0669055;0,06231403;0,07137442;0,06553936;0,06313944;0,06703472;0,07296991;0,06908703;0,06953335;0,06160545;0,07544088;0,06895638;0,06847668;0,05826378;0,05948687;0,07119513;0,06258488;0,06700325;0,07879925;0,06460953;0,06857157;0,06853819;0,07413244;0,06029129;0,07714033;0,06318569;0,06551313;0,07593536;0,07278395;0,05257177;0,07144403;0,07762527;0,06686544;0,06762552;0,06498098;0,06077147;0,0707655;0,05875015;0,07382679;0,060112;0,07867861;0,06055546;0,06284666;0,06863594;0,07095385;0,06924868;0,07054615;0,06567049;0,06707621;0,06344032;0,07194567;0,07642269;0,08145761;0,07457399;0,07485628;0,07696962;
459,000;0,04074335;0,06619024;0,05472088;0,03803635;0,06121731;0,03714752;0,03903341;0,05584908;0,05863905;0,06651163;0,04193735;0,0470953;0,05204248;0,04165268;0,05581284;0,05452871;0,04969168;0,05278969;0,04700708;0,04949045;0,05697107;0,04675627;0,04974842;0,06523561;0,0443511;0,05789471;0,0546546;0,0406456;0,05872297;0,05437279;0,04904747;0,04613686;0,04932117;0,04609156;0,04647112;0,05011034;0,04662657;0,05702543;0,04964876;0,04501915;0,04916811;0,05180836;0,0549736;0,054111;0,0492115;0,05140257;0,05171347;0,05042458;0,05807829;0,05102777;0,05381155;0,06138849;0,05143833;0,06538916;0,05728388;0,04218292;0,05274057;0,04687405;0,05376387;0,05321121;0,03345346;0,04583549;
460,000;0,05346632;0,03621006;0,041502;0,03804159;0,07731724;0,05099773;0,06158829;0,05166531;0,05002546;0,07217693;0,05822802;0,05455828;0,04890108;0,05291462;0,05926895;0,06334496;0,04852676;0,04521751;0,05198479;0,05511189;0,05938864;0,05253315;0,04947853;0,05646658;0,06085777;0,04914665;0,05741405;0,0495863;0,05822086;0,06287003;0,0623827;0,06285143;0,05030489;0,0517869;0,06162691;0,0575099;0,0499649;0,05552578;0,04957247;0,04252863;0,05217552;0,05078554;0,04256153;0,05717039;0,05394602;0,05411625;0,05462217;0,05908823;0,04144955;0,05848598;0,04880095;0,05536127;0,04330206;0,04411983;0,06576252;0,05559921;0,04391384;0,05675364;0,06161118;0,05925083;0,04867792;0,05175209;
461,000;0,04105234;0,0501132;0,05394173;0,06712723;0,05144787;0,05376768;0,06491613;0,06196976;0,0565486;0,06075525;0,06084728;0,04826498;0,0458293;0,06751871;0,0616951;0,05806541;0,0562501;0,06611061;0,05162621;0,0590601;0,07252073;0,05965137;0,05533648;0,0511694;0,05160046;0,05592442;0,05504227;0,05789375;0,05392742;0,06193495;0,05811644;0,05036116;0,05176973;0,06564283;0,07519674;0,05758333;0,07466316;0,05262375;0,05562115;0,05849552;0,06515932;0,06331062;0,04841232;0,05018854;0,0611434;0,04600859;0,06828928;0,05495119;0,05653906;0,06429815;0,06143332;0,07437563;0,04796886;0,06873178;0,05486441;0,06473923;0,06152725;0,06565285;0,0638113;0,07053852;0,0573616;0,05320406;
462,000;0,04885483;0,05372477;0,04686832;0,03091764;0,06332493;0,04836082;0,0548687;0,04704142;0,05211687;0,06448078;0,05536652;0,0618;0,05157661;0,05445194;0,05083561;0,05330276;0,03809786;0,05669594;0,03767538;0,05219173;0,0473175;0,06459904;0,0508647;0,04913473;0,03470755;0,05864143;0,03637218;0,05280447;0,0515852;0,05748796;0,04856014;0,04313231;0,05623007;0,04308462;0,05307817;0,06068373;0,06320286;0,04767704;0,06180811;0,04443645;0,05487776;0,06005001;0,05392933;0,04287004;0,04526091;0,04848719;0,06343174;0,05752468;0,05684185;0,05417919;0,05572462;0,05456591;0,05089712;0,052495;0,04879475;0,05703068;0,05302906;0,058043;0,05402088;0,05094242;0,0528245;0,05666542;
463,000;0,05282164;0,02998304;0,0338006;0,03008413;0,08877945;0,05939484;0,05973101;0,04026318;0,0492568;0,04496765;0,04337645;0,05248499;0,0470767;0,04104614;0,03570461;0,04195404;0,04803658;0,04618931;0,0427289;0,0459342;0,04451609;0,05868864;0,04197359;0,0558629;0,04131079;0,04611969;0,04342365;0,04486513;0,0560236;0,05104733;0,05518627;0,04500198;0,05061674;0,04180431;0,04205847;0,05056286;0,04937935;0,04736519;0,04623413;0,05791616;0,0412302;0,04624224;0,03043127;0,04411364;0,0354104;0,04852438;0,05578136;0,05461788;0,03813887;0,04643345;0,03946352;0,04999924;0,04902029;0,05215311;0,03849602;0,0469718;0,05524445;0,03948212;0,04762077;0,05798388;0,04501295;0,04482174;
464,000;0,04913282;0,05639315;0,07803917;0,073277;0,05482626;0,06270838;0,05365562;0,05519152;0,07179356;0,05755329;0,06232262;0,05223846;0,06334257;0,06136227;0,0614543;0,05489588;0,05732965;0,06130791;0,05056286;0,05242777;0,06669569;0,06687737;0,05729198;0,07075405;0,06784725;0,05866814;0,05244493;0,05568838;0,06250191;0,06460857;0,07014847;0,06543398;0,06889343;0,05318546;0,07611227;0,04792833;0,05398512;0,0644455;0,05339384;0,06158495;0,05763102;0,05827665;0,05453062;0,05631065;0,07036829;0,05913734;0,06813812;0,06282949;0,05778408;0,0628438;0,05275869;0,05985308;0,05004311;0,0646019;0,06727648;0,05566311;0,06646061;0,06569529;0,05728149;0,07620478;0,07328081;0,06886101;
465,000;0,06446648;0,06152725;0,06237602;0,05475187;0,06719875;0,03937387;0,04445553;0,04873133;0,06738186;0,05590439;0,054842;0,04731274;0,05318785;0,06273746;0,05195856;0,04989243;0,05387354;0,05801344;0,0588932;0,05216742;0,05972242;0,05287695;0,05266666;0,06229353;0,051826;0,05350685;0,05605364;0,05904675;0,04605389;0,05338478;0,0588069;0,05116653;0,06245804;0,05722809;0,05716801;0,06474829;0,05841255;0,05035686;0,05688047;0,04699755;0,05206871;0,05358696;0,0521059;0,047719;0,05061293;0,05986929;0,04912424;0,04851723;0,050951;0,04289198;0,06214428;0,05906343;0,05007792;0,0442009;0,0629158;0,05784845;0,06067467;0,05715084;0,05726147;0,06191587;0,05761242;0,06677198;
466,000;0,04785919;0,04539204;0,03524256;0,05177832;0,05647945;0,03742552;0,04947758;0,04430628;0,04101229;0,05190945;0,06090021;0,05530787;0,03759623;0,05119991;0,0379796;0,05692816;0,05801868;0,0618844;0,04369545;0,04047489;0,05693913;0,04662085;0,0485034;0,04349089;0,05278873;0,04125834;0,05668592;0,04816818;0,05283308;0,05138302;0,04964733;0,05388689;0,0630374;0,0602808;0,04662704;0,06079674;0,05398417;0,04726171;0,04581118;0,0568347;0,05216646;0,04966593;0,06446362;0,03546333;0,04414606;0,04816246;0,05123043;0,04847527;0,04774761;0,04584122;0,04958963;0,06603575;0,06022739;0,04829931;0,05508804;0,05772066;0,06088829;0,05527163;0,04710007;0,05130434;0,06581831;0,03345251;
467,000;0,06712961;0,08113623;0,0772872;0,06988668;0,06258583;0,07235479;0,06183672;0,07050037;0,07077694;0,07104969;0,07014561;0,08252716;0,07282114;0,07164001;0,06040287;0,0662508;0,07959652;0,06992912;0,06909513;0,06426907;0,07725239;0,05858421;0,0717206;0,07994127;0,06851912;0,07275963;0,06801319;0,06185484;0,06465006;0,06481791;0,06697273;0,07765293;0,08593416;0,06798887;0,07995319;0,07660437;0,08711958;0,07236481;0,0705924;0,07294941;0,07245588;0,07227898;0,07516718;0,05689669;0,08486366;0,07118654;0,0725646;0,06720495;0,07997894;0,07180691;0,06986856;0,07824087;0,08232784;0,07792473;0,07133818;0,07327127;0,08616924;0,08142471;0,07345152;0,07435417;0,05819511;0,08334923;
468,000;0,06008911;0,06087589;0,04814053;0,03551054;0,04711437;0,03226089;0,02957487;0,04703617;0,02813005;0,05860901;0,04410028;0,03649521;0,0506649;0,04118443;0,06042147;0,03847504;0,05889559;0,04428387;0,05347919;0,05335617;0,04496765;0,04817867;0,04532337;0,06449127;0,04774761;0,05899763;0,04715157;0,05263615;0,04412699;0,04748869;0,05283022;0,0454216;0,05846214;0,05258846;0,04646063;0,04486895;0,05640507;0,04107571;0,04897404;0,04568768;0,04538393;0,03711748;0,04071236;0,04415607;0,0455246;0,03999138;0,04548025;0,05268288;0,04571724;0,04950619;0,04617119;0,04889202;0,04170942;0,04030895;0,05326366;0,04429865;0,04251003;0,04285049;0,05486822;0,05434227;0,05184603;0,06099987;
469,000;0,03027916;0,03894997;0,03330755;0,06097126;0,06757212;0,05632496;0,06653595;0,02914906;0,0567708;0,03968048;0,05250072;0,06167889;0,04774761;0,04757118;0,07239723;0,0622716;0,05292606;0,05224848;0,05776215;0,05317068;0,0529356;0,0441432;0,04779339;0,05289364;0,06247854;0,0485878;0,0722146;0,05320692;0,04386377;0,06205606;0,05752945;0,04794502;0,06225014;0,05767679;0,04747105;0,05748415;0,0474267;0,0475359;0,05755043;0,04275465;0,04751539;0,04297638;0,0473814;0,0521965;0,062181;0,06216383;0,04324722;0,05769682;0,05700588;0,05212879;0,0427742;0,0617466;0,04760456;0,06172466;0,05754519;0,0616312;0,04718018;0,03787136;0,04379988;0,0525775;0,04773474;0,04817581;
470,000;0,0631423;0,0728488;0,08791494;0,09238005;0,06764412;0,0822897;0,06704712;0,07767677;0,07274437;0,05834484;0,0723896;0,07754564;0,0828681;0,07772255;0,08231306;0,06751299;0,07248259;0,07724285;0,06755066;0,06272316;0,0629077;0,05838919;0,07258606;0,07751846;0,06743908;0,06793213;0,07235241;0,06777191;0,05330944;0,08238792;0,07746649;0,06767654;0,07717752;0,0724473;0,0774579;0,06764603;0,08763838;0,07765293;0,06750154;0,08255339;0,08263779;0,06776857;0,07738066;0,08240414;0,06753731;0,06758595;0,07280493;0,07248545;0,07737064;0,08751249;0,08264065;0,08741331;0,07261467;0,08259678;0,07754707;0,08749056;0,08255959;0,08794546;0,06804657;0,07740068;0,09289694;0,07272768;
471,000;0,05813837;0,05628395;0,0494628;0,03802252;0,06794977;0,0486412;0,03129625;0,04809999;0,07714224;0,06859303;0,04368496;0,07302046;0,07085371;0,06691551;0,05887175;0,06502151;0,04837751;0,03388548;0,04791546;0,048913;0,06886673;0,07881737;0,05268431;0,05282927;0,04881716;0,06700802;0,05814743;0,06286478;0,04856443;0,0527339;0,0524106;0,05294895;0,04529905;0,04785013;0,04807949;0,05743933;0,05224562;0,06214046;0,04274511;0,04744482;0,05667734;0,05776596;0,04357624;0,0484705;0,05837965;0,06341696;0,06147671;0,05310106;0,05361128;0,0476265;0,05774832;0,05333424;0,06386089;0,07243919;0,05680799;0,05152416;0,05781126;0,06584692;0,0781126;0,04877758;0,05603313;0,06258678;
472,000;0,04737043;0,03623915;0,0315733;0,05925083;0,04063416;0,05960608;0,0597887;0,05456495;0,04336023;0,05172968;0,04960537;0,05865812;0,032938;0,04289341;0,06200218;0,06487989;0,05669546;0,04526997;0,03963614;0,04863739;0,05743217;0,04951859;0,04378796;0,04841852;0,04859734;0,03801537;0,04836702;0,04860735;0,03905392;0,04853678;0,04477978;0,04370451;0,07583427;0,04589891;0,04888248;0,03900051;0,0566082;0,04239416;0,04417038;0,04349661;0,03786373;0,04269648;0,05591059;0,05207491;0,05551672;0,05355549;0,03371382;0,04912043;0,05101252;0,04878139;0,05216312;0,05754519;0,06236172;0,06116629;0,0397644;0,04078102;0,05222559;0,0384779;0,050982;0,05959892;0,04631996;0,04815435;
473,000;0,05211258;0,07790995;0,08327341;0,0670886;0,04168892;0,04484129;0,03459024;0,0539031;0,06320238;0,04909992;0,04742146;0,05354977;0,05653763;0,05534935;0,03792715;0,03778267;0,05732298;0,04228544;0,0468874;0,04918814;0,05301905;0,04833984;0,06506824;0,05002546;0,0498395;0,04654884;0,05483484;0,05090618;0,05681515;0,04168701;0,05165148;0,04846811;0,05618715;0,05549669;0,05000257;0,06208086;0,06599617;0,0523653;0,07409811;0,03806686;0,04633236;0,0518527;0,05644941;0,04366493;0,06651497;0,05840969;0,04788351;0,05340719;0,03847313;0,04368591;0,04664135;0,04650402;0,04898167;0,06544924;0,059062;0,0571003;0,03812647;0,05512667;0,04128504;0,06076241;0,05956316;0,05433989;
474,000;0,054533;0,06629658;0,03288317;0,04850388;0,06162548;0,04595995;0,04588127;0,05159378;0,04709482;0,05909824;0,04744196;0,04692507;0,0531354;0,06278419;0,05790043;0,0654664;0,04838562;0,05465555;0,04753733;0,05846977;0,05686283;0,07324791;0,07152128;0,05443621;0,06476021;0,04311562;0,06119299;0,04416323;0,06563568;0,04809332;0,05074835;0,05597687;0,05805302;0,06116438;0,05370617;0,0605545;0,05375004;0,066154;0,04471016;0,03914213;0,05904102;0,05852842;0,04930067;0,06170893;0,06218529;0,0617857;0,04740143;0,05798578;0,05916786;0,05580091;0,0583787;0,0650506;0,06238127;0,04102755;0,04668427;0,05598211;0,04379129;0,0470643;0,04220629;0,07378054;0,04332256;0,0547061;
475,000;0,0420351;0,0469265;0,05821085;0,06428289;0,05441761;0,06235266;0,0612092;0,04561567;0,05057001;0,05205488;0,05060673;0,06177139;0,05480003;0,07140923;0,0688858;0,04996204;0,07390404;0,07131052;0,06158161;0,05541277;0,06200171;0,05415487;0,0525794;0,05431652;0,06566906;0,06457996;0,05850649;0,05543661;0,05446959;0,0633626;0,06255484;0,05832386;0,05516005;0,0834837;0,05823803;0,05580997;0,05773401;0,05487156;0,05627728;0,05940676;0,06425667;0,05233097;0,05620718;0,05351114;0,05635452;0,0641613;0,07217264;0,05495262;0,04870319;0,06316948;0,04680586;0,05557632;0,06906843;0,06399584;0,04485846;0,07447004;0,0561862;0,05632591;0,05210209;0,05493069;0,06431246;0,06047583;
