Created as New Dataset,Sample 022 By Administrator Date Wednesday, November 24 2021
cm-1,A
7502.00,0.6551
7501.00,0.6652
7500.00,0.6755
7499.00,0.6855
7498.00,0.6947
7497.00,0.7033
7496.00,0.7119
7495.00,0.7209
7494.00,0.7300
7493.00,0.7390
7492.00,0.7476
7491.00,0.7560
7490.00,0.7643
7489.00,0.7725
7488.00,0.7802
7487.00,0.7871
7486.00,0.7936
7485.00,0.7999
7484.00,0.8059
7483.00,0.8114
7482.00,0.8164
7481.00,0.8215
7480.00,0.8268
7479.00,0.8323
7478.00,0.8377
7477.00,0.8430
7476.00,0.8480
7475.00,0.8524
7474.00,0.8562
7473.00,0.8594
7472.00,0.8622
7471.00,0.8648
7470.00,0.8668
7469.00,0.8682
7468.00,0.8690
7467.00,0.8691
7466.00,0.8688
7465.00,0.8680
7464.00,0.8667
7463.00,0.8644
7462.00,0.8613
7461.00,0.8578
7460.00,0.8541
7459.00,0.8500
7458.00,0.8454
7457.00,0.8406
7456.00,0.8364
7455.00,0.8328
7454.00,0.8290
7453.00,0.8244
7452.00,0.8189
7451.00,0.8131
7450.00,0.8073
7449.00,0.8014
7448.00,0.7949
7447.00,0.7879
7446.00,0.7809
7445.00,0.7739
7444.00,0.7667
7443.00,0.7591
7442.00,0.7510
7441.00,0.7428
7440.00,0.7347
7439.00,0.7267
7438.00,0.7188
7437.00,0.7108
7436.00,0.7030
7435.00,0.6953
7434.00,0.6879
7433.00,0.6804
7432.00,0.6728
7431.00,0.6654
7430.00,0.6586
7429.00,0.6524
7428.00,0.6469
7427.00,0.6420
7426.00,0.6378
7425.00,0.6339
7424.00,0.6297
7423.00,0.6252
7422.00,0.6204
7421.00,0.6156
7420.00,0.6104
7419.00,0.6046
7418.00,0.5984
7417.00,0.5922
7416.00,0.5865
7415.00,0.5814
7414.00,0.5769
7413.00,0.5728
7412.00,0.5688
7411.00,0.5647
7410.00,0.5609
7409.00,0.5576
7408.00,0.5549
7407.00,0.5526
7406.00,0.5508
7405.00,0.5498
7404.00,0.5494
7403.00,0.5492
7402.00,0.5490
7401.00,0.5488
7400.00,0.5486
7399.00,0.5484
7398.00,0.5486
7397.00,0.5493
7396.00,0.5509
7395.00,0.5532
7394.00,0.5560
7393.00,0.5592
7392.00,0.5627
7391.00,0.5664
7390.00,0.5705
7389.00,0.5751
7388.00,0.5802
7387.00,0.5860
7386.00,0.5923
7385.00,0.5992
7384.00,0.6066
7383.00,0.6143
7382.00,0.6224
7381.00,0.6306
7380.00,0.6390
7379.00,0.6479
7378.00,0.6571
7377.00,0.6668
7376.00,0.6766
7375.00,0.6863
7374.00,0.6959
7373.00,0.7054
7372.00,0.7147
7371.00,0.7238
7370.00,0.7328
7369.00,0.7420
7368.00,0.7513
7367.00,0.7609
7366.00,0.7708
7365.00,0.7812
7364.00,0.7922
7363.00,0.8032
7362.00,0.8141
7361.00,0.8246
7360.00,0.8346
7359.00,0.8441
7358.00,0.8533
7357.00,0.8623
7356.00,0.8713
7355.00,0.8801
7354.00,0.8889
7353.00,0.8981
7352.00,0.9077
7351.00,0.9172
7350.00,0.9256
7349.00,0.9325
7348.00,0.9384
7347.00,0.9439
7346.00,0.9498
7345.00,0.9559
7344.00,0.9619
7343.00,0.9676
7342.00,0.9731
7341.00,0.9787
7340.00,0.9843
7339.00,0.9892
7338.00,0.9931
7337.00,0.9960
7336.00,0.9984
7335.00,1.0009
7334.00,1.0036
7333.00,1.0064
7332.00,1.0086
7331.00,1.0101
7330.00,1.0108
7329.00,1.0112
7328.00,1.0116
7327.00,1.0119
7326.00,1.0121
7325.00,1.0120
7324.00,1.0116
7323.00,1.0110
7322.00,1.0105
7321.00,1.0100
7320.00,1.0089
7319.00,1.0070
7318.00,1.0047
7317.00,1.0024
7316.00,0.9997
7315.00,0.9961
7314.00,0.9916
7313.00,0.9864
7312.00,0.9808
7311.00,0.9751
7310.00,0.9695
7309.00,0.9641
7308.00,0.9587
7307.00,0.9531
7306.00,0.9472
7305.00,0.9410
7304.00,0.9345
7303.00,0.9277
7302.00,0.9205
7301.00,0.9132
7300.00,0.9057
7299.00,0.8979
7298.00,0.8899
7297.00,0.8818
7296.00,0.8733
7295.00,0.8644
7294.00,0.8552
7293.00,0.8460
7292.00,0.8372
7291.00,0.8287
7290.00,0.8204
7289.00,0.8120
7288.00,0.8035
7287.00,0.7949
7286.00,0.7863
7285.00,0.7783
7284.00,0.7705
7283.00,0.7626
7282.00,0.7545
7281.00,0.7463
7280.00,0.7386
7279.00,0.7312
7278.00,0.7242
7277.00,0.7175
7276.00,0.7109
7275.00,0.7045
7274.00,0.6984
7273.00,0.6928
7272.00,0.6876
7271.00,0.6826
7270.00,0.6779
7269.00,0.6737
7268.00,0.6700
7267.00,0.6669
7266.00,0.6641
7265.00,0.6618
7264.00,0.6601
7263.00,0.6587
7262.00,0.6577
7261.00,0.6573
7260.00,0.6574
7259.00,0.6581
7258.00,0.6594
7257.00,0.6611
7256.00,0.6633
7255.00,0.6659
7254.00,0.6690
7253.00,0.6727
7252.00,0.6770
7251.00,0.6819
7250.00,0.6873
7249.00,0.6930
7248.00,0.6993
7247.00,0.7062
7246.00,0.7133
7245.00,0.7205
7244.00,0.7277
7243.00,0.7352
7242.00,0.7434
7241.00,0.7524
7240.00,0.7616
7239.00,0.7705
7238.00,0.7790
7237.00,0.7877
7236.00,0.7968
7235.00,0.8059
7234.00,0.8150
7233.00,0.8239
7232.00,0.8334
7231.00,0.8436
7230.00,0.8543
7229.00,0.8644
7228.00,0.8737
7227.00,0.8823
7226.00,0.8913
7225.00,0.9009
7224.00,0.9109
7223.00,0.9207
7222.00,0.9301
7221.00,0.9391
7220.00,0.9478
7219.00,0.9562
7218.00,0.9641
7217.00,0.9716
7216.00,0.9789
7215.00,0.9857
7214.00,0.9923
7213.00,0.9988
7212.00,1.0052
7211.00,1.0114
7210.00,1.0172
7209.00,1.0227
7208.00,1.0281
7207.00,1.0335
7206.00,1.0389
7205.00,1.0442
7204.00,1.0490
7203.00,1.0528
7202.00,1.0558
7201.00,1.0583
7200.00,1.0606
7199.00,1.0626
7198.00,1.0641
7197.00,1.0651
7196.00,1.0659
7195.00,1.0670
7194.00,1.0682
7193.00,1.0690
7192.00,1.0690
7191.00,1.0683
7190.00,1.0671
7189.00,1.0657
7188.00,1.0639
7187.00,1.0615
7186.00,1.0588
7185.00,1.0557
7184.00,1.0523
7183.00,1.0484
7182.00,1.0444
7181.00,1.0402
7180.00,1.0362
7179.00,1.0324
7178.00,1.0284
7177.00,1.0241
7176.00,1.0190
7175.00,1.0132
7174.00,1.0070
7173.00,1.0005
7172.00,0.9935
7171.00,0.9861
7170.00,0.9783
7169.00,0.9706
7168.00,0.9631
7167.00,0.9556
7166.00,0.9480
7165.00,0.9404
7164.00,0.9328
7163.00,0.9252
7162.00,0.9172
7161.00,0.9088
7160.00,0.8999
7159.00,0.8906
7158.00,0.8814
7157.00,0.8725
7156.00,0.8639
7155.00,0.8554
7154.00,0.8468
7153.00,0.8383
7152.00,0.8301
7151.00,0.8221
7150.00,0.8141
7149.00,0.8058
7148.00,0.7974
7147.00,0.7891
7146.00,0.7814
7145.00,0.7740
7144.00,0.7669
7143.00,0.7599
7142.00,0.7529
7141.00,0.7463
7140.00,0.7401
7139.00,0.7343
7138.00,0.7288
7137.00,0.7236
7136.00,0.7186
7135.00,0.7139
7134.00,0.7096
7133.00,0.7058
7132.00,0.7022
7131.00,0.6988
7130.00,0.6956
7129.00,0.6929
7128.00,0.6908
7127.00,0.6892
7126.00,0.6879
7125.00,0.6870
7124.00,0.6869
7123.00,0.6876
7122.00,0.6889
7121.00,0.6907
7120.00,0.6928
7119.00,0.6953
7118.00,0.6983
7117.00,0.7020
7116.00,0.7062
7115.00,0.7109
7114.00,0.7160
7113.00,0.7214
7112.00,0.7271
7111.00,0.7331
7110.00,0.7395
7109.00,0.7465
7108.00,0.7539
7107.00,0.7617
7106.00,0.7698
7105.00,0.7784
7104.00,0.7873
7103.00,0.7963
7102.00,0.8052
7101.00,0.8141
7100.00,0.8230
7099.00,0.8322
7098.00,0.8416
7097.00,0.8513
7096.00,0.8613
7095.00,0.8714
7094.00,0.8815
7093.00,0.8918
7092.00,0.9021
7091.00,0.9124
7090.00,0.9227
7089.00,0.9327
7088.00,0.9423
7087.00,0.9516
7086.00,0.9611
7085.00,0.9705
7084.00,0.9795
7083.00,0.9878
7082.00,0.9958
7081.00,1.0041
7080.00,1.0127
7079.00,1.0212
7078.00,1.0295
7077.00,1.0374
7076.00,1.0450
7075.00,1.0523
7074.00,1.0592
7073.00,1.0659
7072.00,1.0724
7071.00,1.0785
7070.00,1.0842
7069.00,1.0896
7068.00,1.0945
7067.00,1.0991
7066.00,1.1033
7065.00,1.1071
7064.00,1.1105
7063.00,1.1137
7062.00,1.1165
7061.00,1.1187
7060.00,1.1203
7059.00,1.1217
7058.00,1.1230
7057.00,1.1240
7056.00,1.1246
7055.00,1.1249
7054.00,1.1254
7053.00,1.1261
7052.00,1.1265
7051.00,1.1260
7050.00,1.1251
7049.00,1.1240
7048.00,1.1229
7047.00,1.1214
7046.00,1.1194
7045.00,1.1166
7044.00,1.1130
7043.00,1.1087
7042.00,1.1040
7041.00,1.0991
7040.00,1.0940
7039.00,1.0889
7038.00,1.0838
7037.00,1.0789
7036.00,1.0741
7035.00,1.0692
7034.00,1.0641
7033.00,1.0585
7032.00,1.0520
7031.00,1.0447
7030.00,1.0372
7029.00,1.0296
7028.00,1.0216
7027.00,1.0129
7026.00,1.0037
7025.00,0.9947
7024.00,0.9861
7023.00,0.9776
7022.00,0.9689
7021.00,0.9601
7020.00,0.9512
7019.00,0.9419
7018.00,0.9322
7017.00,0.9223
7016.00,0.9126
7015.00,0.9030
7014.00,0.8937
7013.00,0.8847
7012.00,0.8761
7011.00,0.8677
7010.00,0.8592
7009.00,0.8505
7008.00,0.8416
