Created as New Dataset,Sample 013 By Administrator Date Wednesday, November 24 2021
cm-1,A
7502.00,0.4779
7501.00,0.4759
7500.00,0.4734
7499.00,0.4700
7498.00,0.4664
7497.00,0.4633
7496.00,0.4611
7495.00,0.4592
7494.00,0.4575
7493.00,0.4563
7492.00,0.4560
7491.00,0.4568
7490.00,0.4584
7489.00,0.4603
7488.00,0.4623
7487.00,0.4642
7486.00,0.4661
7485.00,0.4681
7484.00,0.4701
7483.00,0.4720
7482.00,0.4742
7481.00,0.4774
7480.00,0.4819
7479.00,0.4875
7478.00,0.4936
7477.00,0.4998
7476.00,0.5063
7475.00,0.5133
7474.00,0.5205
7473.00,0.5278
7472.00,0.5351
7471.00,0.5428
7470.00,0.5510
7469.00,0.5593
7468.00,0.5675
7467.00,0.5756
7466.00,0.5841
7465.00,0.5930
7464.00,0.6016
7463.00,0.6098
7462.00,0.6180
7461.00,0.6268
7460.00,0.6360
7459.00,0.6452
7458.00,0.6541
7457.00,0.6630
7456.00,0.6721
7455.00,0.6814
7454.00,0.6907
7453.00,0.7001
7452.00,0.7096
7451.00,0.7191
7450.00,0.7283
7449.00,0.7375
7448.00,0.7467
7447.00,0.7559
7446.00,0.7650
7445.00,0.7740
7444.00,0.7826
7443.00,0.7910
7442.00,0.7996
7441.00,0.8085
7440.00,0.8175
7439.00,0.8260
7438.00,0.8334
7437.00,0.8397
7436.00,0.8457
7435.00,0.8518
7434.00,0.8583
7433.00,0.8646
7432.00,0.8701
7431.00,0.8752
7430.00,0.8807
7429.00,0.8871
7428.00,0.8936
7427.00,0.8991
7426.00,0.9035
7425.00,0.9077
7424.00,0.9121
7423.00,0.9166
7422.00,0.9203
7421.00,0.9232
7420.00,0.9255
7419.00,0.9277
7418.00,0.9300
7417.00,0.9325
7416.00,0.9345
7415.00,0.9358
7414.00,0.9363
7413.00,0.9367
7412.00,0.9372
7411.00,0.9372
7410.00,0.9361
7409.00,0.9344
7408.00,0.9329
7407.00,0.9323
7406.00,0.9323
7405.00,0.9318
7404.00,0.9304
7403.00,0.9280
7402.00,0.9253
7401.00,0.9225
7400.00,0.9194
7399.00,0.9157
7398.00,0.9112
7397.00,0.9061
7396.00,0.9007
7395.00,0.8951
7394.00,0.8892
7393.00,0.8829
7392.00,0.8762
7391.00,0.8691
7390.00,0.8621
7389.00,0.8553
7388.00,0.8485
7387.00,0.8414
7386.00,0.8341
7385.00,0.8266
7384.00,0.8189
7383.00,0.8107
7382.00,0.8023
7381.00,0.7942
7380.00,0.7862
7379.00,0.7782
7378.00,0.7697
7377.00,0.7608
7376.00,0.7517
7375.00,0.7427
7374.00,0.7340
7373.00,0.7257
7372.00,0.7175
7371.00,0.7096
7370.00,0.7021
7369.00,0.6950
