,1,
Wavenumbers [1/cm],Transmittance,
7496.969,0.1343411,
7495.040,0.132344,
7493.112,0.1290801,
7491.183,0.1241786,
7489.254,0.1202032,
7487.326,0.1186127,
7485.397,0.1175593,
7483.468,0.1157617,
7481.539,0.1135772,
7479.611,0.1111341,
7477.682,0.1081606,
7475.753,0.104662,
7473.824,0.101237,
7471.896,0.09882897,
7469.967,0.09751058,
7468.038,0.09600765,
7466.110,0.09358252,
7464.181,0.09116934,
7462.252,0.08946317,
7460.323,0.08799726,
7458.395,0.08638237,
7456.466,0.0846304,
7454.537,0.08291396,
7452.608,0.08143386,
7450.680,0.08035098,
7448.751,0.07930609,
7446.822,0.07778484,
7444.893,0.07649173,
7442.965,0.07610588,
7441.036,0.07572172,
7439.107,0.07466714,
7437.179,0.07364104,
7435.250,0.0730871,
7433.321,0.072598,
7431.392,0.07187288,
7429.464,0.07099698,
7427.535,0.07027581,
7425.606,0.06983712,
7423.677,0.06973723,
7421.749,0.07014197,
7419.820,0.07056956,
7417.891,0.07061401,
7415.963,0.07074985,
7414.034,0.07116556,
7412.105,0.07151558,
7410.176,0.07159711,
7408.248,0.07157285,
7406.319,0.07185683,
7404.390,0.07267565,
7402.461,0.07385133,
7400.533,0.07503229,
7398.604,0.07604431,
7396.675,0.07692335,
7394.747,0.07764146,
7392.818,0.0783134,
7390.889,0.07939538,
7388.960,0.08097251,
7387.032,0.08253163,
7385.103,0.08393231,
7383.174,0.08557536,
7381.245,0.08740991,
7379.317,0.0889449,
7377.388,0.09037299,
7375.459,0.09249593,
7373.531,0.09509177,
7371.602,0.09714963,
7369.673,0.0988178,
7367.744,0.1008869,
7365.816,0.1032468,
7363.887,0.1055644,
7361.958,0.1079834,
7360.029,0.1105275,
7358.101,0.1130661,
7356.172,0.1156151,
7354.243,0.1182962,
7352.314,0.1209247,
7350.386,0.1234195,
7348.457,0.1264162,
7346.528,0.1297103,
7344.600,0.132221,
7342.671,0.1340565,
7340.742,0.1361202,
7338.813,0.1388657,
7336.885,0.1422529,
7334.956,0.1457752,
7333.027,0.1484025,
7331.098,0.1496165,
7329.170,0.1503622,
7327.241,0.1518301,
7325.312,0.1540237,
7323.384,0.1561287,
7321.455,0.1576903,
7319.526,0.158759,
7317.597,0.159411,
7315.669,0.1598899,
7313.740,0.1604037,
7311.811,0.1607272,
7309.882,0.1604752,
7307.954,0.1596654,
7306.025,0.1587927,
7304.096,0.1580902,
7302.168,0.1571299,
7300.239,0.1557896,
7298.310,0.1543528,
7296.381,0.1522364,
7294.453,0.1493292,
7292.524,0.1469944,
7290.595,0.1453839,
7288.666,0.1433944,
7286.738,0.1410771,
7284.809,0.1389236,
7282.880,0.1364689,
7280.952,0.1333889,
7279.023,0.1303335,
7277.094,0.1277761,
7275.165,0.1253452,
7273.237,0.1228113,
7271.308,0.1204395,
7269.379,0.1180022,
7267.450,0.1152094,
7265.522,0.1123102,
7263.593,0.1091595,
7261.664,0.1057853,
7259.736,0.1029296,
7257.807,0.100822,
7255.878,0.09906024,
7253.949,0.09731326,
7252.021,0.09533546,
7250.092,0.09312867,
7248.163,0.0910001,
7246.234,0.08893606,
7244.306,0.08688914,
7242.377,0.08513189,
7240.448,0.08344869,
7238.519,0.08165909,
7236.591,0.08019473,
7234.662,0.07917194,
7232.733,0.07842389,
7230.805,0.07786248,
7228.876,0.07709057,
7226.947,0.07590207,
7225.018,0.07476722,
7223.090,0.0738187,
7221.161,0.07282694,
7219.232,0.07221253,
7217.303,0.07195523,
7215.375,0.07142624,
7213.446,0.07105668,
7211.517,0.07127628,
7209.589,0.07134994,
7207.660,0.07091161,
7205.731,0.07042166,
7203.802,0.0702478,
7201.874,0.0705349,
7199.945,0.07099179,
7198.016,0.07130425,
7196.087,0.07188951,
7194.159,0.07270089,
7192.230,0.07303648,
7190.301,0.07311066,
7188.373,0.07357591,
7186.444,0.07443058,
7184.515,0.07538302,
7182.586,0.07649798,
7180.658,0.07784719,
7178.729,0.0790555,
7176.800,0.08002265,
7174.871,0.08116992,
7172.943,0.0829018,
7171.014,0.08507374,
7169.085,0.08709568,
7167.157,0.08893682,
7165.228,0.09095617,
7163.299,0.09306225,
7161.370,0.09497397,
7159.442,0.09671305,
7157.513,0.0985291,
7155.584,0.1005705,
7153.655,0.102955,
7151.727,0.1056321,
7149.798,0.1081404,
7147.869,0.1103336,
7145.941,0.1127606,
7144.012,0.1155789,
7142.083,0.1182616,
7140.154,0.1207196,
7138.226,0.1232145,
7136.297,0.1258057,
7134.368,0.128775,
7132.439,0.1322834,
7130.511,0.1357216,
7128.582,0.1386801,
7126.653,0.1414464,
7124.724,0.1441018,
7122.796,0.1466307,
7120.867,0.1492293,
7118.938,0.1519567,
7117.010,0.1546696,
7115.081,0.1571965,
7113.152,0.1595067,
7111.223,0.1615262,
7109.295,0.1633376,
7107.366,0.1651338,
7105.437,0.166749,
7103.508,0.1681406,
7101.580,0.1693994,
7099.651,0.1703936,
7097.722,0.171087,
7095.794,0.1717713,
7093.865,0.1725216,
7091.936,0.1726401,
7090.007,0.1720061,
7088.079,0.1714915,
7086.150,0.1711688,
7084.221,0.170404,
7082.292,0.1690481,
7080.364,0.1673248,
7078.435,0.1656322,
7076.506,0.1640725,
7074.578,0.1619529,
7072.649,0.1590033,
7070.720,0.1559475,
7068.791,0.1532284,
7066.863,0.1507653,
7064.934,0.1483147,
7063.005,0.1455289,
7061.076,0.1423201,
7059.148,0.1389168,
7057.219,0.1356188,
