Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
442,000;0,04994678;0,05649185;0,04908752;0,05695963;0,06470823;0,06558657;0,06223917;0,06493235;0,05245972;0,05530548;0,0618577;0,05979347;0,06114721;0,05263376;0,0617547;0,05082369;0,06073189;0,0584569;0,04675293;0,05030012;0,05505323;0,05984449;0,03876877;0,05451536;0,05440807;0,05155087;0,06139469;0,05995464;0,04713583;0,07552624;0,06754971;0,06029034;0,05468607;0,05060673;0,06443834;0,05338192;0,05716467;0,05355883;0,06089973;0,05291176;0,05505323;0,04402733;0,04461145;0,05797911;0,05475569;0,05666208;0,07247972;0,05486298;0,05879498;0,05117941;0,05916882;0,06857872;0,05989408;0,06272411;0,05338383;0,05812693;0,06291151;0,05582285;0,05007792;0,06268835;0,05345297;0,05247068;0,07078266;0,05158854;0,05157089;0,0628171;0,06379128;0,05920506;0,04957533;0,04851294;0,06714058;0,06206608;0,06194353;0,05345726;0,07498646;0,05655622;0,0463562;0,06594324;0,05839825;0,04154158;0,05949259;0,05639124;0,06407404;0,05712318;0,05749464;0,05583286;0,04922199;0,05714941;0,06008434;0,06331921;0,06040144;
443,000;0,06850004;0,07572699;0,06604624;0,0731802;0,08047104;0,06713676;0,079494;0,07622242;0,079175;0,06670046;0,07034206;0,07294798;0,07222462;0,07065916;0,06525278;0,06342077;0,06941748;0,0616889;0,07302761;0,05869102;0,07974291;0,06600952;0,07796717;0,07882166;0,07128096;0,06565952;0,08252954;0,06835175;0,07002258;0,07297277;0,08040619;0,06705713;0,06459999;0,06394434;0,06362152;0,06000376;0,08359337;0,06356049;0,08550882;0,07180405;0,06051445;0,07012939;0,08258772;0,08176994;0,06495523;0,06801796;0,07313585;0,07582235;0,07120466;0,05327845;0,06544638;0,06907511;0,06477165;0,06171036;0,08333683;0,0721159;0,07569885;0,07068348;0,07454681;0,07001781;0,05591345;0,07638454;0,07549429;0,06889534;0,08680439;0,07723188;0,06770611;0,06906223;0,07040834;0,07919216;0,06512833;0,0611372;0,06968498;0,05655813;0,0728879;0,0613327;0,06447697;0,06122494;0,07110739;0,07778215;0,06457281;0,0704999;0,07702017;0,06462908;0,06730509;0,06472874;0,07730865;0,06161022;0,07274389;0,06302643;0,08222723;
444,000;0,06322479;0,07732344;0,06867027;0,07326317;0,06480026;0,06817913;0,07216549;0,06879902;0,07225609;0,07056999;0,05540037;0,06111622;0,06432629;0,0696187;0,0649724;0,07299995;0,06985188;0,06755257;0,07226372;0,07124758;0,06663609;0,07933712;0,07786322;0,07259846;0,06472254;0,06958199;0,0754838;0,0675354;0,0601368;0,06910801;0,06373978;0,06510639;0,06471062;0,05951786;0,06058455;0,07166815;0,0734148;0,07082653;0,06074524;0,06405687;0,0669055;0,06758976;0,05863953;0,06336737;0,06101036;0,06215429;0,06158066;0,06989813;0,06432486;0,07096958;0,06344986;0,0667944;0,06768131;0,07257652;0,06695271;0,06637001;0,06241655;0,06745386;0,06900835;0,06765842;0,07437849;0,06764317;0,0698967;0,0608573;0,06972837;0,06516886;0,05895519;0,06508207;0,07262754;0,07234669;0,06964827;0,07660675;0,05878448;0,06219721;0,06824589;0,0717845;0,05124378;0,06535912;0,06233168;0,06632471;0,06924248;0,06756639;0,0753417;0,05314016;0,08493805;0,06217861;0,073915;0,05906773;0,0526824;0,06577635;0,06832552;
445,000;0,06095648;0,06792593;0,06801128;0,0862999;0,07104301;0,06098604;0,06786966;0,0671773;0,06319141;0,06488562;0,06011629;0,06882095;0,06596661;0,06663752;0,05819368;0,0752039;0,06662321;0,06757927;0,05694962;0,0706358;0,06818676;0,06875515;0,0723815;0,08006096;0,06786251;0,06358004;0,06205368;0,06290102;0,0609355;0,06605864;0,06685781;0,06952429;0,07315683;0,06296873;0,05558681;0,06428289;0,07169867;0,05553389;0,06744194;0,06051111;0,07559538;0,05957031;0,05571365;0,06015015;0,06902075;0,06334305;0,06379604;0,05824137;0,07036829;0,0704875;0,07295942;0,07005978;0,06455278;0,06933403;0,07382488;0,0656743;0,05306721;0,05754995;0,06633759;0,06477165;0,06379366;0,05890083;0,06293106;0,06644678;0,07045555;0,07188606;0,06063557;0,06451893;0,0716033;0,06266737;0,06163645;0,07004547;0,06308842;0,05844641;0,06719303;0,05980206;0,05781412;0,06677437;0,06021404;0,05970907;0,06696081;0,05726147;0,08140182;0,06260395;0,06008768;0,06569672;0,06295204;0,0713582;0,05509424;0,06956863;0,07868195;
446,000;0,09674358;0,07705832;0,08342838;0,07135534;0,06408405;0,0805397;0,07401705;0,07239771;0,07788181;0,08165073;0,0856595;0,07455206;0,07873106;0,08601904;0,07794046;0,08261776;0,07383633;0,08249855;0,06995916;0,0709796;0,07315922;0,0665679;0,08194447;0,07151365;0,07600975;0,0694375;0,06970119;0,08312941;0,06828356;0,08322048;0,07032919;0,07867336;0,08451796;0,0854764;0,08004332;0,08349228;0,08242416;0,06651354;0,07854462;0,07499933;0,08593369;0,07667828;0,07867622;0,07927942;0,07674885;0,06961918;0,08019829;0,08629084;0,07499838;0,07597446;0,07851648;0,06611824;0,07414246;0,07283449;0,07212543;0,08211184;0,06790304;0,07972765;0,07637739;0,06954193;0,07564735;0,081285;0,08085823;0,06689644;0,09258842;0,07112741;0,07940578;0,08527946;0,07745218;0,08121681;0,07191038;0,07386351;0,07399035;0,08399153;0,07654238;0,08753347;0,07339096;0,06006193;0,07401943;0,06552458;0,07624578;0,08096266;0,0906229;0,06870985;0,07051182;0,08172274;0,07422018;0,07371092;0,06600571;0,07750893;0,07403469;
447,000;0,07110643;0,0651598;0,0705843;0,06182098;0,06042767;0,07512045;0,06296158;0,06372261;0,06250954;0,0566411;0,06739044;0,07454681;0,06058693;0,06040668;0,06672287;0,06071329;0,05699968;0,06543922;0,05398512;0,06579828;0,06914997;0,06063604;0,06442928;0,06742001;0,06762552;0,0628109;0,06552553;0,07502508;0,06280994;0,05554676;0,05629587;0,06753111;0,06525135;0,06409454;0,07107639;0,0608964;0,05504608;0,07033634;0,05672932;0,07581902;0,06927538;0,0684967;0,05399799;0,06250191;0,07356167;0,06571388;0,06437349;0,06515074;0,05984592;0,0766325;0,06547642;0,05029917;0,06764126;0,05992937;0,05933046;0,06644154;0,05393839;0,07146263;0,05682802;0,07190037;0,07212114;0,0537014;0,05995274;0,07046127;0,06852913;0,0632906;0,06068134;0,06637716;0,05896425;0,07286787;0,0690155;0,0750165;0,0689702;0,05531263;0,06542015;0,05955648;0,06683826;0,05416584;0,06930065;0,05877733;0,06748772;0,06532574;0,05776691;0,05560923;0,06351376;0,07093954;0,05909395;0,05235386;0,06219006;0,06064558;0,06021309;
448,000;0,06584215;0,06056023;0,05221748;0,05492687;0,07289267;0,06066513;0,05882978;0,06017351;0,05849123;0,05754805;0,05167341;0,07219791;0,069664;0,04632092;0,06519127;0,06461525;0,06442118;0,06838083;0,06947088;0,06406021;0,05818462;0,06629229;0,05867672;0,06943846;0,06168365;0,06564903;0,06644297;0,05835199;0,06992579;0,06321764;0,05614901;0,06019735;0,06690264;0,05638933;0,06839037;0,06084013;0,06669807;0,05814219;0,05936432;0,06205893;0,07365513;0,0703783;0,05962896;0,05805969;0,05849075;0,05153513;0,06005144;0,06345654;0,06230927;0,05809498;0,0713644;0,0658145;0,06520939;0,06513596;0,06895447;0,06170464;0,05765915;0,06699276;0,06183195;0,05971527;0,06776905;0,05976152;0,05426979;0,05544329;0,06948662;0,06222677;0,05293465;0,05862188;0,04908133;0,07281876;0,0610919;0,05451345;0,05813313;0,06287956;0,05851746;0,06403589;0,0720253;0,0505805;0,05458593;0,06245327;0,06220818;0,06908321;0,05650377;0,0620122;0,06154394;0,06848955;0,06782341;0,06046772;0,07460642;0,06948805;0,06256819;
449,000;0,06481981;0,06960678;0,06246281;0,06020021;0,07056761;0,07555771;0,05322981;0,07013226;0,07482052;0,07636023;0,05295897;0,06936789;0,07420683;0,06700897;0,07541561;0,07188606;0,05932426;0,07785225;0,07666492;0,06147337;0,07520723;0,06180859;0,06635666;0,06543541;0,05930805;0,0636611;0,06575632;0,07109165;0,06364822;0,06862068;0,06388617;0,06836748;0,06800079;0,07191133;0,06695127;0,06613445;0,06695652;0,07399988;0,06137562;0,06188536;0,07456779;0,06673479;0,06330967;0,06921196;0,07152843;0,06511641;0,05997419;0,06080055;0,06900454;0,0688591;0,05967855;0,06814051;0,0712266;0,06584311;0,06288767;0,06551838;0,07508039;0,07417583;0,0606041;0,06690931;0,06845856;0,08005095;0,07414675;0,05795145;0,06834793;0,06135893;0,07025957;0,06519842;0,06617594;0,07589388;0,07192516;0,07288694;0,07557249;0,07474709;0,06605816;0,06844187;0,06096983;0,06218338;0,06429338;0,07218647;0,05613375;0,07762241;0,05969477;0,06073809;0,06439257;0,0626545;0,06847;0,06027222;0,07660866;0,06345081;0,06323147;
450,000;0,06641912;0,06902075;0,05701685;0,06123781;0,06805992;0,06624413;0,05485916;0,07211113;0,07322979;0,05654001;0,06449366;0,06396341;0,0502162;0,05516958;0,05481386;0,05704069;0,06165075;0,06972933;0,04387522;0,05541849;0,06468296;0,05900621;0,05199289;0,0719943;0,05292463;0,06630898;0,05945206;0,06272793;0,06896496;0,06481266;0,07112837;0,05732679;0,05883837;0,07147598;0,06324053;0,05786896;0,06699944;0,07074165;0,05627441;0,05542803;0,05839491;0,07092381;0,06237984;0,06021118;0,05944204;0,05415964;0,06939125;0,06791735;0,06540298;0,08278847;0,05934191;0,07382298;0,06650686;0,05999994;0,06800938;0,06644535;0,07125092;0,06097078;0,05720711;0,06848335;0,05532646;0,05245399;0,06193066;0,06162262;0,06810236;0,05832434;0,06767702;0,05921555;0,0574069;0,07091188;0,05952263;0,06957102;0,06223488;0,06146717;0,05336189;0,07304955;0,06105328;0,05877113;0,06224966;0,05881119;0,05091429;0,06569147;0,05661964;0,05656147;0,05869436;0,05731153;0,05498409;0,06072617;0,06387424;0,07803488;0,06485081;
451,000;0,06999016;0,07257748;0,07232618;0,07662296;0,06310225;0,07284784;0,06890488;0,06401443;0,07297516;0,05827188;0,07369232;0,07193851;0,0696578;0,06846237;0,0728302;0,07259083;0,06361675;0,06911993;0,07607985;0,07053804;0,07517147;0,07722998;0,07774305;0,0765934;0,07632589;0,06103945;0,07171869;0,06956768;0,07794237;0,06731033;0,08421707;0,07391977;0,07233047;0,05102301;0,06583405;0,07040071;0,08846855;0,05892372;0,07486057;0,07033873;0,07987452;0,07099056;0,06460571;0,06400776;0,06903648;0,06836033;0,06463957;0,06305361;0,0848875;0,06060934;0,06344032;0,08254719;0,06622791;0,06760836;0,07156563;0,06744576;0,06185246;0,07761574;0,0683322;0,08793831;0,07448721;0,07287407;0,0702405;0,07485056;0,07574558;0,07021236;0,07109404;0,0748167;0,07483387;0,07395601;0,05951786;0,06764317;0,06953001;0,07153082;0,0692625;0,06671619;0,05351686;0,05877447;0,06732559;0,08193302;0,0598135;0,08471012;0,07471132;0,07247162;0,05773687;0,07686615;0,07758379;0,06609678;0,07402468;0,07128239;0,06058121;
452,000;0,06559658;0,07304001;0,08391285;0,069911;0,05995178;0,0617795;0,06630468;0,07654238;0,07420015;0,06536674;0,06968021;0,07089424;0,06016636;0,07519817;0,07154036;0,08314943;0,08149433;0,06667566;0,06635904;0,07072067;0,06297445;0,06691837;0,0677433;0,06103754;0,05896854;0,07960653;0,06704903;0,07910919;0,07107306;0,07760382;0,06006718;0,07124996;0,06301975;0,06545544;0,061306;0,07943344;0,08163404;0,07654476;0,07612133;0,07615137;0,06444168;0,07448149;0,07299232;0,05693436;0,07799673;0,0664854;0,05672932;0,07209253;0,06906748;0,06668615;0,0591321;0,05155516;0,0826273;0,06744432;0,06461906;0,05670547;0,0644803;0,07977438;0,06911373;0,05511856;0,06832695;0,06345034;0,07504416;0,05097389;0,05887842;0,05068398;0,07140732;0,07461548;0,06360149;0,07020378;0,08150959;0,06878328;0,06515551;0,06644201;0,07125998;0,07710218;0,0634079;0,06951952;0,06691837;0,07753038;0,0636301;0,0695138;0,07630205;0,06620359;0,08022928;0,05945826;0,0762043;0,06202936;0,05486917;0,05988598;0,07229424;
453,000;0,06479549;0,07832193;0,0651083;0,07752514;0,07187891;0,07627201;0,06325102;0,0733819;0,06554556;0,06383944;0,07270145;0,06388283;0,05886602;0,06485128;0,06862116;0,07027435;0,06179714;0,05912495;0,05390596;0,06504583;0,07236338;0,06503773;0,07259703;0,0734005;0,0720787;0,07088089;0,06362391;0,06166697;0,06429625;0,0694313;0,06281185;0,06886816;0,06359577;0,07364082;0,06406498;0,06032181;0,05772305;0,06906223;0,05676651;0,09166861;0,06671381;0,05273056;0,06856823;0,07253695;0,0743618;0,073102;0,06288099;0,06199884;0,06306982;0,06961584;0,08020639;0,05904722;0,06114149;0,0546813;0,07301855;0,07153511;0,06452847;0,07279205;0,07318926;0,08050203;0,05937099;0,0721755;0,0613718;0,06670427;0,06257629;0,06599283;0,0598259;0,07329273;0,070786;0,06798506;0,06686783;0,07764769;0,04696226;0,06847811;0,06104326;0,06120014;0,064219;0,05683422;0,05624008;0,06015825;0,07722521;0,0588479;0,0533309;0,06878662;0,07068253;0,06739855;0,06822395;0,05884027;0,0670042;0,06863642;0,0687499;
454,000;0,05618143;0,06049633;0,07326555;0,06086588;0,07778788;0,06935501;0,07384205;0,07375479;0,05999613;0,07325029;0,06937885;0,07340336;0,06467867;0,0646472;0,06868076;0,06029987;0,06452274;0,07363796;0,07777405;0,05614328;0,06066704;0,04793644;0,06069374;0,0519433;0,06055641;0,0602212;0,0691905;0,05990314;0,06486273;0,07308674;0,06907988;0,06445694;0,0647583;0,06499004;0,0605855;0,07753515;0,05134344;0,07783461;0,06009007;0,06517982;0,07803106;0,06418705;0,07781553;0,05643463;0,06030464;0,06028605;0,07366419;0,05560875;0,07357645;0,06047821;0,07859898;0,0519805;0,07312298;0,08194876;0,06075239;0,07359838;0,06063318;0,0779562;0,06485748;0,05660629;0,06899595;0,06077003;0,05586243;0,06490421;0,07364178;0,07383537;0,06910849;0,06104422;0,08264399;0,07379293;0,05177641;0,06483793;0,06824589;0,06070185;0,0518775;0,06880188;0,06914139;0,05612373;0,05609226;0,06875229;0,06506968;0,07343864;0,05137253;0,06033134;0,06036377;0,06876135;0,07359457;0,07362604;0,06496382;0,06048441;0,0736742;
455,000;0,05180645;0,06009865;0,06010389;0,05214214;0,06366062;0,05558825;0,03907633;0,04271936;0,06410837;0,05968714;0,0471797;0,05563641;0,05140972;0,05132532;0,07295132;0,05565357;0,05156946;0,04318047;0,05110598;0,05174017;0,05618572;0,04806089;0,05173159;0,06018972;0,06031322;0,06020927;0,04714966;0,06430531;0,04293442;0,06841087;0,05566263;0,06879807;0,05141687;0,04733896;0,04756689;0,05960369;0,06456852;0,05540848;0,05591297;0,06023645;0,05092621;0,06015825;0,05514908;0,05173969;0,05984163;0,06893063;0,0472517;0,0642519;0,0515132;0,05166817;0,04746008;0,04737282;0,0553112;0,06402159;0,04745388;0,05997276;0,04339886;0,05526543;0,05121899;0,05588388;0,05601072;0,04730749;0,05576897;0,05586624;0,05167866;0,04716921;0,04743242;0,03529501;0,05555058;0,04303408;0,05171824;0,06003761;0,06833792;0,05227137;0,05211115;0,05567932;0,05173111;0,04806805;0,04773998;0,05987597;0,05157757;0,05140018;0,06035042;0,0600853;0,05607271;0,06809187;0,05138731;0,04305124;0,04702187;0,05138302;0,04272747;
456,000;0,06806993;0,05818462;0,07084084;0,07555914;0,05643272;0,06498623;0,07352924;0,05624294;0,05491209;0,05877018;0,05917645;0,07373476;0,06460953;0,054214;0,06273651;0,05977583;0,06802654;0,07295036;0,06425476;0,06303024;0,07142019;0,07706165;0,06269598;0,0535593;0,06127644;0,06758499;0,06476259;0,05781031;0,05551529;0,05765772;0,0689311;0,06703043;0,06475163;0,06421232;0,06789351;0,06378031;0,06236219;0,05803871;0,0673418;0,06202745;0,0503726;0,07178831;0,05562115;0,06385422;0,04956293;0,06697798;0,06822443;0,0596633;0,0669322;0,05729675;0,0715704;0,05521393;0,05971527;0,07257509;0,06401205;0,06762791;0,06835032;0,05444956;0,05062056;0,05959225;0,0760622;0,06013727;0,05902863;0,06810188;0,07683945;0,06970024;0,06672859;0,06845617;0,06729555;0,06365347;0,05279493;0,05781937;0,0584445;0,08541822;0,07695389;0,06808519;0,07726717;0,07998514;0,07211399;0,06296873;0,06372881;0,06798983;0,06703281;0,05781174;0,07209635;0,05177546;0,06868172;0,0687685;0,05094433;0,04958439;0,05589008;
457,000;0,0724287;0,07135344;0,06206369;0,06160164;0,09545612;0,0904994;0,07856274;0,08431005;0,08345318;0,07574892;0,07088232;0,09074402;0,08783245;0,06734896;0,07854128;0,08249187;0,07380247;0,0676651;0,07171249;0,07075834;0,07121944;0,07821512;0,07323647;0,06674385;0,06002665;0,07920361;0,08213854;0,07262897;0,07505035;0,07309914;0,08643293;0,07989264;0,08678341;0,07845163;0,06278801;0,07797384;0,07638121;0,06322432;0,06981134;0,06787205;0,07293415;0,07451963;0,08393097;0,07819176;0,06645346;0,07967615;0,0684185;0,0862956;0,05615282;0,0553236;0,05598259;0,07410765;0,07782984;0,07604361;0,07264709;0,0736227;0,07431555;0,07183313;0,07628393;0,07627201;0,06431437;0,08332825;0,07393312;0,07134771;0,07423449;0,08505344;0,05879021;0,07016659;0,07208776;0,06527615;0,05644274;0,06773663;0,07437897;0,06856728;0,07785749;0,07214403;0,07757711;0,05710125;0,06986761;0,07579327;0,07988262;0,07495642;0,07582903;0,06761503;0,07326984;0,09599781;0,08343172;0,07316113;0,07592583;0,06339788;0,07342482;
458,000;0,05653095;0,07464027;0,0756917;0,07520056;0,06445122;0,07072973;0,07657957;0,07650518;0,06989908;0,07193661;0,06797647;0,07217407;0,07671452;0,06849432;0,06389904;0,06462574;0,07021666;0,05709076;0,05522299;0,07473183;0,08301592;0,07078934;0,08307981;0,06622744;0,07762718;0,07106638;0,07022762;0,08292818;0,06854868;0,08043861;0,06826305;0,07562494;0,06788063;0,06817341;0,06557655;0,06507158;0,07482719;0,06777048;0,07104874;0,07701159;0,07570219;0,07978439;0,07275629;0,06342602;0,06247473;0,06962109;0,06277323;0,06051159;0,06644583;0,06891775;0,06453848;0,06037951;0,06040335;0,06474257;0,05695057;0,06483364;0,06624222;0,07289028;0,07220507;0,05557394;0,06763649;0,06610918;0,06747007;0,0559454;0,07778645;0,06734324;0,08035851;0,06619072;0,08717346;0,06717825;0,07968235;0,07257891;0,06625271;0,06830692;0,07316637;0,06555653;0,07425928;0,07610846;0,07473469;0,0769558;0,08307123;0,07067156;0,07519436;0,07344198;0,06439447;0,06434011;0,08342457;0,07242823;0,07373667;0,07103586;0,06301451;
459,000;0,07255173;0,07854843;0,07997608;0,07503986;0,08661938;0,08535957;0,07706881;0,08884335;0,08457804;0,07357788;0,07821321;0,08126736;0,07799244;0,06888199;0,07549763;0,07749414;0,08184195;0,07317066;0,08535719;0,07910013;0,0837841;0,0720787;0,06851768;0,07804871;0,0650835;0,06886435;0,07618046;0,09058809;0,07219124;0,07803869;0,0845561;0,07226181;0,07755756;0,07272148;0,09826708;0,07817507;0,06984997;0,06740808;0,08814192;0,07155561;0,07449436;0,07902431;0,07212114;0,07875061;0,07817745;0,06790447;0,07749844;0,08597374;0,08208132;0,06613827;0,08450747;0,06894588;0,07516766;0,08772802;0,07810736;0,07430887;0,06182289;0,07040358;0,07102442;0,08867311;0,07433319;0,07229662;0,08443165;0,08215189;0,08196497;0,08788252;0,07681561;0,07293701;0,08105659;0,08333302;0,08049154;0,06696844;0,07337713;0,07226181;0,07590771;0,08565807;0,08704901;0,0736289;0,08053017;0,07564163;0,08614826;0,06540632;0,07704115;0,0788393;0,06902266;0,07792711;0,0824666;0,08756542;0,07986116;0,08221436;0,08029652;
460,000;0,05696106;0,06715727;0,06725168;0,05616856;0,06227732;0,0547266;0,06502342;0,06964254;0,06793022;0,06817532;0,07527065;0,0657711;0,06091118;0,06737041;0,06414652;0,0625453;0,06237984;0,07219791;0,07398891;0,06417561;0,06112432;0,06863499;0,06857443;0,06627846;0,0610199;0,06639147;0,04657173;0,07366037;0,05947208;0,06604815;0,07982254;0,07328033;0,06026793;0,04751921;0,05460119;0,06764412;0,06734848;0,07634449;0,06571388;0,05554676;0,07041407;0,06128883;0,05718136;0,07640362;0,05894136;0,07362366;0,06259441;0,07805109;0,05277634;0,07160568;0,07007265;0,05464697;0,06883383;0,05394506;0,0744071;0,06964111;0,06169271;0,0558157;0,05366421;0,06556129;0,05646706;0,07136154;0,06993103;0,06164122;0,07562971;0,06216288;0,06151056;0,0779829;0,05376101;0,06562328;0,06125307;0,06527042;0,05424213;0,06831932;0,05455399;0,06441116;0,06053209;0,06263685;0,06589127;0,07243156;0,06882763;0,05728865;0,07623291;0,06655455;0,06039;0,05251741;0,0601368;0,05859089;0,06125832;0,06891632;0,05726528;
461,000;0,06432152;0,06684542;0,06947184;0,06315804;0,06560183;0,06915712;0,060184;0,05445528;0,06201839;0,05776024;0,06737185;0,0638752;0,07143831;0,07270384;0,06478071;0,06663322;0,05788326;0,07662344;0,06220913;0,06968641;0,052917;0,06154108;0,06120968;0,06371403;0,06497955;0,06583261;0,05218649;0,06738281;0,07108831;0,05957794;0,06252766;0,08035183;0,06732702;0,05921745;0,06349468;0,06825972;0,05389738;0,07273817;0,04633284;0,058393;0,07450533;0,07641745;0,06262875;0,06088734;0,06217957;0,06253672;0,06674433;0,06985569;0,05829525;0,05804777;0,06072474;0,05867147;0,07582808;0,0520587;0,06607533;0,07284832;0,06786251;0,06424332;0,06313181;0,06293917;0,06821966;0,05857563;0,0758028;0,06686068;0,07020521;0,07227325;0,06967115;0,06292677;0,0600915;0,05651712;0,06550741;0,08108425;0,0649972;0,06264496;0,05939102;0,07026005;0,05756855;0,06565523;0,06454659;0,08239317;0,06901789;0,06484318;0,05231619;0,06722069;0,05717468;0,0699501;0,06812525;0,056674;0,06088209;0,07547188;0,06382322;
462,000;0,0748024;0,06546783;0,06265783;0,07003593;0,06872511;0,07319641;0,06632614;0,07411766;0,06016922;0,05106926;0,06345606;0,06228685;0,07145023;0,06171989;0,07029963;0,0644455;0,06467199;0,07928753;0,06711388;0,06373644;0,07600737;0,06864071;0,07315874;0,06313848;0,04993868;0,05403996;0,06486368;0,07954979;0,07189035;0,06568623;0,06323767;0,06346703;0,07484245;0,07895184;0,07326508;0,06839132;0,05635405;0,07024336;0,063344;0,07921934;0,0749712;0,06472063;0,05213737;0,06829453;0,08717442;0,06437254;0,07803011;0,06789589;0,07105446;0,06322861;0,07312965;0,06673288;0,07197618;0,05980539;0,07325077;0,07254124;0,07202673;0,06708145;0,07155371;0,06596899;0,06158924;0,05770111;0,07494879;0,06442595;0,06851435;0,06643677;0,06688499;0,06744242;0,05860043;0,06871748;0,06713772;0,06424522;0,0671773;0,06375599;0,07522154;0,06808472;0,07791471;0,05861187;0,07288265;0,06880617;0,06644726;0,07339907;0,05652094;0,06990671;0,07208204;0,06981611;0,06523418;0,06114101;0,06614256;0,07203341;0,06765366;
463,000;0,06090117;0,07541609;0,07171345;0,07029676;0,0758605;0,08021545;0,07728148;0,07388639;0,07624578;0,06423759;0,07011366;0,06278658;0,07100391;0,0739336;0,06854391;0,06492758;0,07174349;0,0750823;0,07204437;0,06474304;0,08236933;0,06323957;0,07307673;0,07482719;0,07896185;0,07314682;0,07586765;0,06593847;0,06961727;0,06420326;0,07657146;0,05734873;0,07347059;0,0764122;0,06886196;0,0745368;0,08913279;0,07809877;0,07494354;0,07535887;0,06705999;0,06948757;0,07017183;0,06627798;0,0808959;0,06947613;0,0737071;0,07681274;0,06984568;0,08168888;0,0727396;0,07633686;0,06547165;0,07057333;0,06781673;0,06451702;0,07124424;0,08461809;0,06180429;0,07623959;0,06227684;0,07676029;0,0815568;0,06406116;0,08950615;0,06424475;0,08092594;0,06920719;0,06975794;0,06729078;0,05230856;0,06874561;0,08390236;0,072402;0,07921791;0,09231281;0,06677771;0,06401634;0,07056093;0,07605553;0,06815529;0,06725597;0,07366514;0,06805563;0,08300734;0,06386375;0,07510471;0,07495165;0,0773077;0,06610918;0,06595612;
464,000;0,07491016;0,06986713;0,08096552;0,07880306;0,08569765;0,07173443;0,07761192;0,06908035;0,07204342;0,06500053;0,07361126;0,07762432;0,07253981;0,08762169;0,08965826;0,08163118;0,07590246;0,07546568;0,06964731;0,06519079;0,07165003;0,06735086;0,07474995;0,07927799;0,07471704;0,08481979;0,0679841;0,07364941;0,08138371;0,06544971;0,06692028;0,07454967;0,07239628;0,08811045;0,06345606;0,07299805;0,07806015;0,08655739;0,07615042;0,07211351;0,07517052;0,07315159;0,08319998;0,06617832;0,08555841;0,07049847;0,06593847;0,07967329;0,07826996;0,07234335;0,05839682;0,08299017;0,08680582;0,06868649;0,06995916;0,07227564;0,06911373;0,07247925;0,07198477;0,06771517;0,08316803;0,07382345;0,06088543;0,06807423;0,08057642;0,0649395;0,07578897;0,07194805;0,08261013;0,05975008;0,08127594;0,0810008;0,07511854;0,07637644;0,0748148;0,07946205;0,07071447;0,07369184;0,07125282;0,08556557;0,07619858;0,07413197;0,07417345;0,07564926;0,07152033;0,06251717;0,07230186;0,06156445;0,07888985;0,08481073;0,07134056;
465,000;0,07845211;0,06846333;0,07437134;0,07440996;0,07598782;0,08239126;0,06792402;0,07511568;0,06868505;0,07547331;0,08227396;0,07805967;0,07672358;0,06604862;0,09034777;0,08629942;0,06997156;0,06852627;0,07598829;0,07461023;0,08412075;0,08620834;0,08438253;0,07994843;0,0770874;0,08372307;0,07908964;0,08304691;0,07916307;0,07413673;0,08367491;0,08703947;0,07115984;0,0810256;0,0830369;0,06526089;0,07915592;0,07178116;0,08324575;0,07279205;0,0835762;0,09344006;0,08568001;0,07030392;0,08004427;0,07469368;0,07940054;0,07572269;0,08768415;0,07898712;0,06764698;0,07628727;0,07529593;0,06120825;0,08425999;0,07385111;0,05832291;0,06561089;0,0797081;0,07154274;0,07972479;0,07231331;0,07337427;0,07664967;0,0836463;0,07628489;0,07187891;0,07820511;0,08318615;0,0705204;0,07438135;0,07784986;0,07236814;0,08259201;0,08253098;0,07202435;0,07598257;0,06117868;0,06867933;0,07621908;0,08092594;0,06952333;0,07764626;0,0751152;0,06489563;0,07761955;0,07326794;0,07541418;0,08228588;0,08024359;0,09357786;
