Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
546,000;0,5570817;0,5071726;0,4613528;0,5138097;0,5550847;0,4895439;0,4896817;0,5146918;0,563592;0,5192575;0,4432235;0,5811758;0,5371771;0,4853778;0,5055199;0,5366697;0,560832;0,533288;0,5309095;0,5834808;0,4510393;0,4911523;0,4936848;0,4994192;0,5590472;0,533699;0,4122167;0,5383053;0,5056043;0,4994044;0,5685697;0,5940924;0,4345288;0,5112896;0,4681544;0,4184942;0,5042682;0,5490823;0,5315719;0,4777031;0,5891976;0,5839477;0,5079908;0,5424576;0,5027108;0,5282435;0,4796519;0,4767756;0,540514;0,5051322;0,5199494;0,5122643;0,5214348;0,5249815;0,5531154;0,5174007;0,4836526;0,4811521;0,5513511;0,4859362;0,4806585;0,5031323;0,5299907;0,4620209;0,4797101;0,5529017;0,5313902;0,5213866;0,4934349;0,516324;0,5227437;0,537591;0,4786639;0,5582128;0,4976897;0,4310722;0,5446596;0,5443416;0,511147;0,5545592;0,5403662;0,4700856;0,5001321;0,4849858;0,5890603;0,5023041;0,5763311;0,4717855;0,5161934;0,519846;0,4557347;
547,000;0,5567679;0,5834465;0,5690403;0,4816027;0,5274067;0,5310073;0,6247892;0,5224547;0,6631899;0,525712;0,5467291;0,5504265;0,5074921;0,4685864;0,4802709;0,5729032;0,5366268;0,5717621;0,5158811;0,5441546;0,4760551;0,5542641;0,5400352;0,4940138;0,5007663;0,6241488;0,4923863;0,5218678;0,4327149;0,5880632;0,5609283;0,540256;0,5672617;0,5106578;0,5170522;0,5300174;0,5600643;0,5403008;0,5142441;0,5753083;0,4923148;0,4622641;0,543015;0,534574;0,4883332;0,6086264;0,4721942;0,4298463;0,4602365;0,5067515;0,5574698;0,5165153;0,5327477;0,4717097;0,492753;0,5257401;0,5593066;0,5421429;0,4770865;0,5554051;0,4701085;0,4827418;0,4649992;0,6060553;0,4573774;0,5104303;0,5271688;0,512073;0,4408789;0,5318074;0,4853549;0,531034;0,4760909;0,5371542;0,5124521;0,4555087;0,470561;0,5243487;0,5249996;0,4791789;0,5031891;0,5498028;0,4506564;0,5305352;0,6715021;0,5214067;0,5143785;0,4763584;0,5079222;0,5625033;0,4456015;
548,000;0,5246615;0,489924;0,4683557;0,4759874;0,4965887;0,4920173;0,5161424;0,5210466;0,5018363;0,4939899;0,4054904;0,460772;0,4779329;0,4510999;0,446877;0,5553966;0,4935679;0,4181652;0,4647694;0,4726081;0,4916587;0,4648294;0,5467014;0,4526725;0,5192904;0,537159;0,4560375;0,4969697;0,494626;0,4929504;0,4763336;0,4947128;0,4954438;0,5501809;0,4822855;0,5307574;0,465939;0,4727683;0,4341445;0,3916221;0,441483;0,4493403;0,4828253;0,5062308;0,5336933;0,4892721;0,4749522;0,4787359;0,5202222;0,4565148;0,4307346;0,5015664;0,4436245;0,4487333;0,4753695;0,5501289;0,4401464;0,4615374;0,4463444;0,4948759;0,4954805;0,49265;0,4136229;0,4646244;0,4154525;0,5196648;0,5067568;0,394732;0,4468999;0,419765;0,5162535;0,5350208;0,4561815;0,4775;0,4448023;0,4492788;0,4285131;0,410666;0,4983058;0,410933;0,4375501;0,431179;0,5198841;0,4159808;0,4894247;0,5290022;0,4676456;0,4366088;0,4493766;0,4259281;0,4964018;
549,000;0,6281657;0,5574994;0,5612364;0,5930858;0,6666088;0,7095704;0,5919542;0,6312594;0,7073092;0,707952;0,6254659;0,6273336;0,5636249;0,6257696;0,707788;0,5935898;0,6688695;0,628181;0,5592766;0,6663275;0,6678982;0,5602365;0,6682739;0,6671491;0,6304274;0,5948725;0,6285567;0,6670632;0,5931849;0,56181;0,6663246;0,6667418;0,7564063;0,5957112;0,592711;0,5933857;0,5303111;0,6669574;0,6271515;0,5924907;0,6682234;0,6290822;0,6267157;0,5045781;0,4534912;0,5919385;0,6275778;0,5039773;0,5619259;0,5937314;0,7527738;0,6276298;0,8049021;0,6283941;0,5625777;0,536448;0,5947995;0,6275535;0,6303806;0,7089267;0,6298099;0,6311874;0,5932484;0,6290522;0,5919199;0,596365;0,5056133;0,6651249;0,6298223;0,5938439;0,6299973;0,5057898;0,5295506;0,626904;0,752996;0,6647363;0,6291065;0,6656952;0,6306376;0,5943303;0,5934601;0,7533445;0,5932608;0,6649032;0,6663322;0,5331268;0,7085843;0,5628195;0,7062974;0,5585432;0,5948677;
550,000;0,5283647;0,6253653;0,4829597;0,5323758;0,5031047;0,4266286;0,5640626;0,4310985;0,4690852;0,5020752;0,5005212;0,5367084;0,463203;0,5910978;0,4764023;0,5274162;0,3810163;0,4557338;0,5278878;0,5039568;0,4510145;0,5364704;0,4199224;0,4564943;0,5116968;0,4833903;0,4798174;0,4466705;0,5621467;0,4857726;0,4751;0,503417;0,4390168;0,5434289;0,5332708;0,531291;0,5369701;0,4492149;0,4705334;0,40662;0,403966;0,4504724;0,5624604;0,4512758;0,5100346;0,5303211;0,4966087;0,5089293;0,531075;0,4789305;0,4468241;0,4950671;0,4200811;0,4741611;0,4522004;0,3938498;0,3857126;0,5058298;0,3808661;0,421876;0,4794073;0,4058099;0,4808893;0,4599657;0,4701877;0,4564281;0,4610338;0,4498506;0,4015131;0,4322243;0,5058031;0,4608135;0,5597992;0,5251155;0,440917;0,5270715;0,454989;0,4496808;0,4886875;0,4593372;0,4812651;0,4242201;0,5591874;0,445775;0,4537358;0,4809594;0,4488478;0,4096017;0,495791;0,4962893;0,4784489;
551,000;0,5188875;0,522716;0,6311307;0,5989537;0,6485672;0,6009064;0,6373096;0,6537433;0,5371881;0,6421785;0,5595655;0,6694474;0,7350307;0,5495992;0,6368175;0,4959893;0,5373039;0,694747;0,4955206;0,7057858;0,6058993;0,6304708;0,4852753;0,6785426;0,729641;0,6873646;0,635273;0,5380292;0,5992737;0,6737876;0,6044655;0,6462193;0,8544374;0,7921419;0,589366;0,5566702;0,6374784;0,563374;0,5044293;0,5586252;0,6213198;0,6216044;0,6380882;0,5120726;0,5552473;0,5592527;0,4628921;0,5974717;0,5224676;0,596601;0,6016026;0,4373512;0,5628009;0,5214267;0,5270696;0,6442213;0,565949;0,6331463;0,5031748;0,5883899;0,644455;0,5675721;0,6362281;0,7335858;0,4757714;0,6472321;0,6369214;0,6052365;0,5053573;0,645803;0,6420403;0,6408343;0,5331903;0,4970756;0,505671;0,5622473;0,6384606;0,6092572;0,7856183;0,6773052;0,6336517;0,6584377;0,5217776;0,5373864;0,6346731;0,5530729;0,6068583;0,6684012;0,5284266;0,4841576;0,5513377;
552,000;0,4470434;0,4935393;0,3955827;0,4510503;0,5047894;0,4241314;0,4862027;0,504746;0,4542589;0,4552846;0,4554977;0,3691993;0,452035;0,4281807;0,4196458;0,4781947;0,4523978;0,458252;0,47932;0,5868726;0,4591751;0,4098563;0,5267463;0,3958735;0,4236536;0,4863677;0,3774705;0,5039687;0,4800024;0,3973761;0,4553123;0,521162;0,3531036;0,492806;0,4287348;0,4498038;0,4940042;0,4189954;0,5086432;0,4283576;0,5353131;0,5607347;0,4387875;0,5551567;0,4541183;0,4793878;0,4063435;0,4639244;0,5006375;0,4104948;0,3744898;0,4396033;0,3778543;0,382339;0,4264574;0,4334011;0,4286981;0,4177747;0,4316373;0,5685687;0,4422107;0,4095407;0,4078913;0,4271183;0,5067677;0,4795089;0,4002748;0,421442;0,4476132;0,457561;0,4430623;0,4615149;0,507349;0,4332452;0,4390812;0,4708385;0,4106903;0,4871716;0,3868241;0,3560371;0,3445067;0,4944468;0,4472928;0,4627485;0,4002042;0,373035;0,4596629;0,587492;0,4546185;0,595283;0,3953109;
553,000;0,516942;0,4247684;0,5034485;0,4228168;0,4514108;0,4648218;0,4312549;0,4404054;0,4373856;0,4598789;0,4987307;0,4742527;0,4668541;0,4972863;0,4721718;0,4851584;0,4613934;0,3958073;0,4293776;0,4346213;0,4584842;0,4411435;0,4257298;0,4645967;0,459507;0,4940834;0,4107246;0,4348893;0,4416289;0,4656754;0,4351196;0,5230241;0,4368529;0,4792714;0,462357;0,4809523;0,4380822;0,4715395;0,4879432;0,5336456;0,4351654;0,4097395;0,382483;0,4568338;0,5133648;0,4928179;0,4569221;0,4472022;0,5174966;0,4524474;0,359827;0,4459009;0,4318752;0,4423165;0,4550304;0,4489164;0,4611034;0,4902296;0,4846711;0,4321356;0,3912802;0,4679241;0,4410558;0,4317126;0,4136467;0,4496436;0,4350891;0,4066806;0,4603009;0,439465;0,3913069;0,4773884;0,3820615;0,4214664;0,4155736;0,4298806;0,4209437;0,4802256;0,4126253;0,4395552;0,4074655;0,3959842;0,4216609;0,3880382;0,469871;0,4296689;0,453588;0,3980064;0,4674373;0,469697;0,5061927;
554,000;0,4385705;0,4050436;0,4657946;0,4220505;0,4907689;0,3979745;0,4301472;0,4883165;0,5374207;0,4163365;0,4178205;0,4725251;0,4372869;0,4647598;0,4228487;0,4186091;0,3903656;0,4189644;0,3763885;0,4579806;0,4831996;0,4532914;0,4134698;0,3740568;0,5169597;0,4948792;0,5204735;0,4364982;0,4557486;0,4240079;0,4488583;0,4247556;0,4460359;0,4681349;0,4643469;0,4058824;0,4395094;0,5065289;0,4288468;0,4345055;0,4269238;0,4444919;0,4751244;0,4517679;0,4720788;0,4311895;0,5577936;0,475276;0,4023008;0,452147;0,44063;0,4245439;0,4603415;0,3958974;0,395247;0,435729;0,4135871;0,4520783;0,4592471;0,47405;0,451004;0,5073395;0,4543772;0,4285498;0,4379678;0,4554958;0,462882;0,440526;0,4078784;0,4094677;0,4498715;0,4880633;0,4397726;0,4721012;0,4583273;0,3846893;0,4451685;0,3848677;0,424818;0,4765515;0,4629602;0,4216037;0,4003611;0,4199328;0,393662;0,4405694;0,4446559;0,4341736;0,4105721;0,4576106;0,4230385;
555,000;0,420836;0,4526324;0,4255614;0,4597797;0,5444069;0,42485;0,5105267;0,5561814;0,4440188;0,3914509;0,482595;0,4464822;0,450026;0,4381199;0,4475045;0,4029379;0,4723053;0,4007339;0,4192648;0,47576;0,4905305;0,4800572;0,4573269;0,3960023;0,4773078;0,4811583;0,4970336;0,4683986;0,4301744;0,5074687;0,5149322;0,4004974;0,4440875;0,4765177;0,46837;0,4315157;0,5385332;0,4590678;0,4379706;0,4846935;0,4670296;0,4726644;0,4982619;0,4899821;0,4580965;0,4857597;0,4821153;0,4379859;0,4300189;0,434443;0,4259224;0,4607544;0,5149574;0,4137545;0,4099417;0,4756093;0,4890356;0,4752278;0,4425402;0,4706955;0,4426532;0,4203973;0,3969035;0,5077963;0,4784379;0,4661913;0,3925538;0,4356985;0,3768406;0,4604096;0,4483013;0,4471598;0,4414382;0,3982468;0,4039717;0,3728161;0,5161572;0,3725696;0,3896484;0,4525247;0,4555788;0,5111599;0,4514294;0,4326587;0,4413533;0,4090524;0,4458466;0,4474592;0,4505219;0,4477916;0,4396629;
556,000;0,3735104;0,4019604;0,3972273;0,4494629;0,3855867;0,3799248;0,4247007;0,4311447;0,4201384;0,3798285;0,4171329;0,3723111;0,3816028;0,4169407;0,4042668;0,418438;0,3939896;0,4030414;0,3420081;0,3926296;0,3896356;0,3756952;0,4494081;0,3947611;0,3865066;0,3610806;0,3565044;0,3291554;0,3785734;0,4464316;0,3814292;0,4143538;0,3950853;0,3838563;0,3785262;0,4436884;0,3773446;0,3693399;0,4555621;0,3842444;0,3793206;0,422143;0,4445677;0,4194174;0,3919306;0,3694882;0,3255444;0,3501859;0,361475;0,3576412;0,3471112;0,3274398;0,3804755;0,3652797;0,3822761;0,4175115;0,3648577;0,4115801;0,3965068;0,4174666;0,4068494;0,3826447;0,3315673;0,3577204;0,3473535;0,3577461;0,4099946;0,3614583;0,3953886;0,4336023;0,3752542;0,3729043;0,4144058;0,3707433;0,3678408;0,3601937;0,3848944;0,3831911;0,3282628;0,3286347;0,4297695;0,4244161;0,4009614;0,3355827;0,3739371;0,3394108;0,3883209;0,3959594;0,4028063;0,3788376;0,3596339;
557,000;0,3444505;0,3194022;0,362617;0,3927922;0,34272;0,378305;0,3873258;0,306448;0,4109597;0,327497;0,3806643;0,408051;0,3436408;0,3300257;0,3859491;0,3522153;0,348227;0,3626003;0,2844243;0,3413248;0,3497515;0,3532281;0,4015441;0,3343196;0,2978067;0,3488717;0,3636174;0,3848486;0,3835659;0,353755;0,3153787;0,3799334;0,3626733;0,3948526;0,3546286;0,3569789;0,2784491;0,4122305;0,3801441;0,3760214;0,3480711;0,3447752;0,3741379;0,3425069;0,3642359;0,3165154;0,3200774;0,2993059;0,4071298;0,3385477;0,3290062;0,3337779;0,3677912;0,3949919;0,2966552;0,3665276;0,3281193;0,4082317;0,3475757;0,3846364;0,390893;0,28371;0,3014889;0,3389568;0,3563786;0,3038077;0,34093;0,3950667;0,3416882;0,3856769;0,3763404;0,4149628;0,3391824;0,3820195;0,4092216;0,3270383;0,3378916;0,3298769;0,3354087;0,3386621;0,3396645;0,3027749;0,3139229;0,3845367;0,3071561;0,3098874;0,3110175;0,3508291;0,3906393;0,3613276;0,3198729;
558,000;0,381;0,3844094;0,3399348;0,3824162;0,3995028;0,3660355;0,4403939;0,3851671;0,332571;0,3263254;0,3531995;0,4068685;0,3793659;0,4398136;0,3610601;0,3834105;0,4276533;0,403913;0,372571;0,4272733;0,4720588;0,400723;0,4654469;0,3958869;0,3794522;0,4083877;0,4313364;0,3211441;0,3866925;0,3910484;0,3203511;0,3846645;0,4569993;0,4219999;0,3910265;0,3872728;0,4084911;0,3936214;0,3784451;0,3820758;0,4375782;0,3989277;0,3573055;0,3407903;0,3732443;0,3230033;0,4090195;0,361846;0,4266973;0,3492475;0,352499;0,3071814;0,3698068;0,3769822;0,3671637;0,3619623;0,4136682;0,3618045;0,346149;0,4290709;0,4021215;0,3371387;0,3931036;0,4131675;0,487608;0,3798742;0,318747;0,3800569;0,3763556;0,4033995;0,2890196;0,4304218;0,4468131;0,3972068;0,3553085;0,429028;0,3534942;0,3466372;0,3303471;0,4393883;0,3868933;0,3449473;0,3824754;0,309783;0,3062038;0,3687549;0,422646;0,3826056;0,3721032;0,3666611;0,3664894;
559,000;0,3365297;0,3520274;0,3686423;0,4680705;0,3318677;0,3844872;0,3843822;0,4243445;0,4183941;0,3947792;0,3718085;0,3278828;0,3547297;0,4647117;0,4099803;0,3743372;0,4761906;0,3790064;0,3611908;0,4236455;0,3259463;0,321629;0,369369;0,3579516;0,3755741;0,3723035;0,4104576;0,4064751;0,4424696;0,4267864;0,3822017;0,3951402;0,4298401;0,4000869;0,4256129;0,336237;0,4094133;0,4191885;0,3749781;0,4191313;0,3868198;0,3794794;0,3747931;0,3283739;0,3313498;0,3602471;0,3364592;0,3769193;0,3526568;0,3286991;0,3522334;0,3788157;0,3654876;0,4114757;0,3976984;0,3646116;0,3551345;0,3585653;0,4410257;0,4064431;0,4226251;0,3715773;0,3604708;0,3502355;0,4136868;0,3508449;0,3882003;0,3877077;0,3777509;0,4221163;0,4563847;0,3243604;0,4091611;0,3684173;0,3235259;0,4918122;0,3951726;0,4652047;0,3521128;0,3857331;0,3713241;0,3944001;0,3140621;0,354836;0,3710842;0,4218221;0,3661447;0,3169708;0,3864241;0,327363;0,3382635;
560,000;0,2721782;0,2947192;0,2761364;0,3172474;0,3013887;0,365716;0,2741446;0,3144908;0,2357974;0,2375207;0,2182317;0,3088303;0,3027821;0,2510657;0,3492246;0,2810092;0,3331218;0,3058934;0,229917;0,3340735;0,302825;0,3828726;0,2713618;0,307796;0,3641868;0,3616042;0,2450409;0,311902;0,3001642;0,2815418;0,3137751;0,3094206;0,343821;0,2656298;0,2965178;0,2827721;0,2915349;0,280251;0,293427;0,2969079;0,2457857;0,2935452;0,247839;0,2720556;0,2580943;0,3112774;0,3187747;0,2938023;0,3095956;0,2560644;0,2757416;0,3113036;0,3275747;0,3124552;0,3091826;0,3465471;0,3080115;0,3448391;0,3004446;0,2917027;0,3127441;0,3113008;0,2775302;0,3474879;0,3230963;0,3251395;0,3157382;0,3113279;0,274714;0,3267579;0,2771688;0,3846326;0,3259578;0,3283157;0,27876;0,2656751;0,2896094;0,319459;0,2554283;0,2591429;0,3253088;0,2945776;0,3040218;0,3144741;0,2427273;0,2826571;0,2728939;0,2717757;0,3306751;0,3069968;0,4024348;
561,000;0,3756633;0,3087168;0,4134521;0,3756633;0,4336553;0,3756633;0,3756633;0,3409014;0,3941469;0,3245111;0,3756633;0,3245111;0,4336553;0,3579345;0,3756633;0,3087168;0,3941469;0,4134521;0,3579345;0,2934766;0,3579345;0,3245111;0,3941469;0,3409014;0,3409014;0,3941469;0,3941469;0,4134521;0,3756633;0,3409014;0,3756633;0,3941469;0,4134521;0,3245111;0,3579345;0,4548445;0,3941469;0,3756633;0,3579345;0,3756633;0,3409014;0,3409014;0,3409014;0,3941469;0,3756633;0,3579345;0,4134521;0,3245111;0,3245111;0,3941469;0,3579345;0,3941469;0,3579345;0,3941469;0,3941469;0,3409014;0,3409014;0,3941469;0,3579345;0,3941469;0,3579345;0,3409014;0,3245111;0,2934766;0,4134521;0,3579345;0,3087168;0,3756633;0,3756633;0,4134521;0,2787533;0,2934766;0,3756633;0,3409014;0,2934766;0,3941469;0,4548445;0,3579345;0,4336553;0,3756633;0,3941469;0,3756633;0,3579345;0,3245111;0,4336553;0,3245111;0,3579345;0,3409014;0,3409014;0,3579345;0,3756633;
562,000;0,2930236;0,3402877;0,3658271;0,2658958;0,2970428;0,3033462;0,2476621;0,3170786;0,3300495;0,3159561;0,2778697;0,3206778;0,2759995;0,2955055;0,2962532;0,3319273;0,3127179;0,2904167;0,2984471;0,3070312;0,3160367;0,3222032;0,3125954;0,2833376;0,3012896;0,3190351;0,2997994;0,2804074;0,3702073;0,2978783;0,3702183;0,2794971;0,2594624;0,2983446;0,2993002;0,2776003;0,312994;0,2807713;0,3132911;0,333899;0,2493291;0,2973905;0,2827449;0,293911;0,3306832;0,2805071;0,2631025;0,254941;0,283638;0,2638745;0,3165135;0,2626328;0,2621317;0,28056;0,297905;0,2659745;0,2646966;0,2922316;0,3137937;0,2959223;0,2475314;0,3169546;0,3769579;0,3173847;0,2744956;0,2991333;0,3004909;0,2630181;0,2322669;0,2636595;0,2666259;0,3193326;0,2999759;0,2832556;0,3012838;0,2779498;0,3140898;0,3181019;0,2767239;0,2802386;0,290545;0,3401403;0,3003168;0,2963138;0,2574286;0,2661915;0,2490454;0,2683725;0,2661295;0,3164544;0,2999082;
563,000;0,2821207;0,3475308;0,2479467;0,3129606;0,3328385;0,3703308;0,2822771;0,29146;0,3023858;0,3000274;0,2854266;0,326406;0,2879615;0,2862535;0,284884;0,2546759;0,3068948;0,2658677;0,3155193;0,3701897;0,324245;0,3530111;0,3052144;0,3198457;0,3141408;0,3451157;0,3466492;0,339663;0,2768254;0,3045926;0,2805071;0,3003678;0,2790551;0,2796831;0,3137193;0,3464785;0,3024373;0,2924886;0,2901492;0,3121967;0,3063502;0,285337;0,3163657;0,2915211;0,2851982;0,2816482;0,2993073;0,3570862;0,2967572;0,3207006;0,3145103;0,308228;0,2798796;0,3179245;0,3416071;0,2812052;0,2888093;0,2631574;0,2837424;0,3002281;0,294601;0,2940955;0,324501;0,2646184;0,2861772;0,3217688;0,3007765;0,2865486;0,3139806;0,3193603;0,2646399;0,3056145;0,3335953;0,3222971;0,2984753;0,3059211;0,3518267;0,3301158;0,3022552;0,2966433;0,2286224;0,3816342;0,339118;0,2539783;0,2514577;0,3036757;0,2786355;0,3369284;0,3037081;0,2917819;0,3164511;
564,000;0,3281775;0,2619004;0,2751036;0,2216811;0,2520137;0,2347283;0,2520428;0,2462831;0,3049598;0,2864962;0,2464767;0,2345476;0,2670221;0,2901244;0,2659082;0,2724223;0,319603;0,3076854;0,2451296;0,254406;0,3087349;0,2703509;0,2974777;0,2538042;0,2461276;0,2377071;0,2143345;0,248188;0,2728906;0,3029084;0,2820187;0,250268;0,2995181;0,2617869;0,2243605;0,3123207;0,280973;0,2111449;0,2880225;0,2451196;0,2572432;0,2599058;0,2462492;0,3294864;0,310493;0,2056122;0,2682385;0,2550883;0,2321167;0,2676535;0,2694454;0,2744889;0,3202181;0,2428651;0,2882261;0,2419691;0,288866;0,3197989;0,2937346;0,2724433;0,2659788;0,2601166;0,2738137;0,2742114;0,3179989;0,266449;0,2556615;0,2758646;0,2886453;0,2460685;0,2441268;0,3094749;0,2382751;0,2696691;0,267889;0,2807202;0,2687068;0,2466807;0,2772903;0,213872;0,2634563;0,2364812;0,2645326;0,267086;0,2323713;0,2611632;0,2158751;0,2639723;0,2613373;0,219367;0,2665949;
565,000;0,2195849;0,2414875;0,2048731;0,2225885;0,2211194;0,1969714;0,2482457;0,2107277;0,1932125;0,2138643;0,1886635;0,2203779;0,2113276;0,2365475;0,2230029;0,170536;0,228478;0,1900754;0,2088113;0,2295618;0,210443;0,2348356;0,2316608;0,2021546;0,2042179;0,2206521;0,2109241;0,1874404;0,1972356;0,235465;0,2254658;0,2199206;0,232842;0,2413201;0,1887884;0,2362332;0,2421799;0,2272944;0,1995044;0,214807;0,1884255;0,1935449;0,1997108;0,2541823;0,2449288;0,1565161;0,257731;0,1965714;0,218492;0,2174506;0,2180309;0,2032237;0,2030807;0,1855483;0,2234626;0,237555;0,2382283;0,2212286;0,2934103;0,2430115;0,1984415;0,2420073;0,2289586;0,22821;0,2079549;0,2124496;0,2079902;0,2294989;0,2009015;0,1953511;0,238502;0,1870375;0,2029295;0,1913366;0,2032709;0,2033815;0,2281127;0,2233677;0,2476039;0,1846075;0,1809187;0,239819;0,1798081;0,2070079;0,2379146;0,2347474;0,241046;0,2635784;0,1998549;0,2242379;0,2307038;
566,000;0,223299;0,2289863;0,220098;0,2147555;0,1850672;0,22508;0,209136;0,1711679;0,1855669;0,1943941;0,2137299;0,2173915;0,1969223;0,2523565;0,2133536;0,2118754;0,2333674;0,2339473;0,2069602;0,1948347;0,2511005;0,2373815;0,2062359;0,2173095;0,2319541;0,2009149;0,1847787;0,2035995;0,1919341;0,2082872;0,2283416;0,2049394;0,2387509;0,2073302;0,173327;0,199811;0,2034001;0,1942787;0,2419147;0,2146688;0,2081194;0,2139864;0,1787167;0,1836987;0,1768732;0,1965289;0,1779351;0,1935587;0,2048421;0,1919622;0,1876497;0,2133098;0,1867566;0,1990314;0,2404337;0,2185802;0,2443757;0,2413354;0,2577066;0,191184;0,2521534;0,2065816;0,2308083;0,2427282;0,2606678;0,2356396;0,2248993;0,1834116;0,2151942;0,2028613;0,2103186;0,1961145;0,2266202;0,1834192;0,1649752;0,1908326;0,1648617;0,1900206;0,1912923;0,1660457;0,1767535;0,206295;0,1930866;0,2345867;0,2202439;0,2403336;0,2200913;0,2159295;0,2018342;0,2247863;0,2386899;
567,000;0,2237802;0,2141628;0,2207971;0,2378726;0,1968918;0,205132;0,2420321;0,2239442;0,267385;0,2028356;0,2196031;0,225462;0,2440009;0,2398248;0,2106481;0,2074938;0,2411551;0,2274928;0,1972785;0,1720548;0,2185125;0,191855;0,1976118;0,2063489;0,2129588;0,2046604;0,2132707;0,1909776;0,2243004;0,2178855;0,2338405;0,2477064;0,221343;0,2139516;0,166863;0,2184896;0,1748428;0,2018561;0,1835942;0,2076912;0,2032671;0,1736832;0,2041874;0,1872373;0,1864853;0,1969237;0,2041373;0,2199922;0,2119913;0,2099648;0,2333951;0,2178397;0,2048578;0,2464614;0,2200031;0,2141275;0,2268414;0,2105083;0,2075539;0,2103996;0,192204;0,217876;0,2482705;0,2453003;0,2049055;0,1746492;0,2193847;0,2010469;0,2111721;0,2178783;0,2116756;0,2183518;0,2010107;0,1984963;0,1799579;0,1827283;0,2019558;0,188272;0,1941633;0,1981559;0,2001243;0,2113738;0,1999769;0,2057886;0,2033892;0,1750212;0,2009358;0,1904659;0,1793747;0,2030339;0,2118454;
568,000;0,2103519;0,1920996;0,1607604;0,2064404;0,2057409;0,1857905;0,2047524;0,1936278;0,1818185;0,2147393;0,1891837;0,1924868;0,2183871;0,1775904;0,2140718;0,1897316;0,2043085;0,2034678;0,1788006;0,2247362;0,2000022;0,2193065;0,2044377;0,1934481;0,1922464;0,1795487;0,2147384;0,2044406;0,186554;0,1922669;0,2032404;0,2326035;0,1949067;0,1782236;0,1891203;0,2251043;0,2012362;0,193294;0,1653061;0,1879687;0,1968966;0,1622448;0,1939387;0,1750436;0,1727977;0,175508;0,2116685;0,1922617;0,201591;0,1760969;0,2029295;0,1852322;0,211937;0,1706586;0,2003994;0,2022486;0,1610818;0,1991272;0,2028656;0,2284636;0,215364;0,1937485;0,1888299;0,210104;0,2103529;0,190619;0,1907001;0,2215695;0,1817274;0,1737084;0,2127357;0,1972241;0,1908984;0,2099061;0,1827612;0,1706133;0,1829467;0,2254829;0,1793308;0,2221627;0,2000651;0,171371;0,2018042;0,2099376;0,1857438;0,2007174;0,2002401;0,1854506;0,1784163;0,2046604;0,1930614;
569,000;0,1657305;0,1817203;0,1778712;0,1834712;0,1884589;0,1759868;0,1514769;0,1585002;0,163888;0,1749005;0,1562495;0,1652875;0,1758647;0,1742678;0,1766968;0,1561108;0,1698027;0,1752319;0,168613;0,1830182;0,1678753;0,1959434;0,1680098;0,1815162;0,174377;0,1825571;0,1562939;0,1891441;0,1694684;0,175456;0,1985745;0,1710415;0,1572371;0,1893167;0,1805153;0,1839485;0,1795864;0,187448;0,1716924;0,1680055;0,1870327;0,1710687;0,1776233;0,1688704;0,1716585;0,1775966;0,1762228;0,1714158;0,1490221;0,1697035;0,1601028;0,1732635;0,1883564;0,1732922;0,1691017;0,1634231;0,1685557;0,182991;0,1688633;0,1720238;0,186029;0,1655302;0,1753092;0,1622033;0,1720676;0,180985;0,1640582;0,168067;0,1657624;0,1759996;0,1836061;0,1423025;0,1815114;0,1669717;0,173183;0,1822586;0,1686182;0,1945109;0,1796846;0,1750221;0,1710491;0,1652002;0,1805158;0,1540518;0,1652732;0,1822515;0,1720014;0,158618;0,1848364;0,1621623;0,169744;
