,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,4,5,6,7,8,9,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
6993.571,0.09374826,0.139769,0.1395101,0.1085866,0.08010317,0.07337496,0.08744739,0.09206928,0.1259158,0.1506396,0.07110609,0.09200419,0.06444944,0.09024264,0.1544561,0.1094495,0.06987578,0.09378829,0.09703555,0.0758201,0.1307692,0.09596287,0.1065814,0.07534314,0.08533195,0.1365501,0.1410098,0.113244,0.08716443,0.06924266,0.07764488,
6989.713,0.08827566,0.1367687,0.1406959,0.1153422,0.08385389,0.07469479,0.08375943,0.08640793,0.1177514,0.1541191,0.07163364,0.1004372,0.06368245,0.08385603,0.148312,0.1182184,0.07086308,0.08761966,0.09123477,0.07997129,0.1358081,0.1021132,0.1003662,0.07455494,0.08951669,0.140638,0.1384559,0.1073185,0.0828021,0.06957565,0.07418022,
6985.856,0.08307301,0.1325966,0.1402847,0.1219854,0.08829132,0.07655747,0.08073274,0.08134326,0.1097154,0.1542074,0.07278059,0.1100944,0.06361235,0.07823703,0.1396237,0.1275635,0.0725175,0.0822753,0.08588669,0.08539309,0.139402,0.108781,0.094703,0.07448322,0.09436715,0.1432034,0.1345056,0.1014476,0.07893743,0.07078864,0.07126029,
6981.999,0.07856558,0.1274845,0.1382155,0.1280938,0.09343459,0.07902244,0.07816078,0.07701121,0.1020399,0.1513266,0.07447697,0.1205633,0.06424136,0.07350846,0.1296645,0.1370208,0.07481436,0.07790994,0.08105234,0.0917308,0.1411961,0.1160389,0.08965646,0.07506993,0.09972325,0.1441128,0.1294067,0.09574207,0.07563882,0.07272379,0.06917275,
6978.141,0.07502843,0.1216451,0.1346956,0.1333302,0.09937718,0.08227672,0.07605729,0.07358045,0.0950297,0.1462562,0.07683066,0.1309798,0.06562756,0.0697405,0.1195054,0.1455115,0.07791302,0.07450531,0.07694705,0.09867077,0.1411386,0.1235605,0.08514251,0.07641072,0.1054269,0.1433701,0.123509,0.09022305,0.07293664,0.07521252,0.06806126,
6974.284,0.072372,0.1153722,0.1301696,0.1375384,0.1058883,0.08643476,0.07467836,0.07106323,0.08876468,0.139311,0.08004596,0.1402986,0.06780662,0.06686588,0.1096663,0.1519833,0.08179516,0.07192273,0.07359095,0.1059107,0.1394044,0.1306223,0.08138911,0.07851298,0.1113504,0.1409753,0.117153,0.08513481,0.07086005,0.07839028,0.06786347,
6970.426,0.07038958,0.1090186,0.1250506,0.1404482,0.112642,0.09153941,0.07413927,0.06952133,0.0832513,0.1309369,0.08421709,0.1477743,0.07094504,0.06479888,0.100314,0.1559132,0.08643644,0.07024277,0.07101265,0.1131771,0.136242,0.1367474,0.07843044,0.08140568,0.1173074,0.137144,0.1106864,0.08075593,0.06965804,0.08249402,0.06842243,
6966.569,0.06897203,0.1028032,0.1193996,0.1416711,0.1194515,0.09754393,0.07426587,0.06886738,0.07862253,0.1221806,0.08931645,0.1527355,0.07518982,0.06356286,0.0917273,0.1570692,0.09205785,0.06959022,0.06938202,0.1204012,0.1318299,0.1417889,0.07598428,0.08524165,0.1230672,0.1321589,0.1042988,0.07712276,0.06952955,0.08747114,0.06969656,
6962.711,0.06823035,0.09683819,0.1133465,0.1411612,0.1260434,0.1043357,0.07504752,0.06876663,0.07493219,0.1137887,0.09532233,0.1546738,0.08054361,0.06317356,0.08423312,0.1553269,0.09893265,0.06985877,0.0685697,0.1272633,0.1263336,0.1452487,0.07413862,0.08995923,0.1284675,0.1262325,0.09807618,0.07416701,0.07023482,0.09310442,0.07173427,
6958.854,0.06828817,0.09124563,0.1072864,0.1391652,0.1319239,0.1116471,0.0767196,0.069149,0.07204296,0.1058734,0.1022146,0.1534804,0.08701021,0.06358825,0.07790571,0.1508357,0.1071701,0.07087938,0.06844812,0.1330536,0.1202302,0.1466971,0.07315673,0.0953825,0.1332471,0.1196249,0.09224437,0.07184073,0.0715434,0.09917332,0.07455383,
6954.996,0.06912709,0.08611009,0.1014038,0.135816,0.1366131,0.1189739,0.07927476,0.07018956,0.06986433,0.09844296,0.1098742,0.1493842,0.09468318,0.06469691,0.07269387,0.1441767,0.1165204,0.0725733,0.06923021,0.1373968,0.113867,0.1462306,0.07307345,0.101298,0.13692,0.1126911,0.08698127,0.07019131,0.07368486,0.1054671,0.07818879,
6951.139,0.07082983,0.08150224,0.09567215,0.131236,0.1398773,0.1258879,0.08254077,0.07201298,0.06845396,0.0916429,0.1180342,0.1430743,0.103628,0.06652518,0.06861994,0.1362156,0.1263457,0.07501662,0.0709819,0.1402536,0.1073147,0.1439767,0.07387454,0.1075141,0.1391578,0.1059538,0.08226727,0.06934649,0.07682641,0.1118283,0.08267733,
6947.281,0.07339381,0.07745061,0.09019252,0.1257431,0.1417089,0.1321101,0.08658233,0.07457424,0.06786912,0.08566362,0.1263053,0.1355093,0.1136044,0.06927771,0.0656934,0.1276394,0.1359155,0.07828413,0.07360189,0.1414528,0.100914,0.1401028,0.07540195,0.11394,0.1399608,0.0997548,0.07807499,0.06933641,0.08078685,0.1180685,0.08802493,
6943.424,0.07672101,0.0739408,0.08520509,0.1197139,0.1419525,0.1372421,0.09156261,0.07780531,0.06812121,0.08060659,0.1341702,0.1273634,0.1240254,0.07308453,0.06379084,0.118808,0.1444374,0.08233181,0.07719324,0.1408673,0.09505082,0.13493,0.07755114,0.1203382,0.1394372,0.09390676,0.07452437,0.07021777,0.08543236,0.1239131,0.09418973,
6939.567,0.08088163,0.0711078,0.08085843,0.1134677,0.1403653,0.1408807,0.09746732,0.08182155,0.06909247,0.07641988,0.1410459,0.1189313,0.1340941,0.07799441,0.06267121,0.1100703,0.151027,0.08730129,0.08183815,0.1385422,0.08983652,0.1288239,0.0805908,0.1263774,0.1376679,0.0882595,0.0718031,0.07214542,0.09070279,0.129023,0.1009522,
6935.709,0.08593673,0.06915915,0.07710022,0.1072336,0.1371658,0.1428685,0.1041173,0.08676313,0.0706073,0.07302802,0.1464138,0.1104754,0.1430135,0.08397706,0.06209462,0.1018076,0.1550623,0.09351856,0.08737394,0.1346105,0.08523999,0.1221869,0.08462721,0.1318233,0.1345524,0.08308488,0.06996839,0.07497009,0.09645875,0.133085,0.1080155,
6931.852,0.09183612,0.06810138,0.07386094,0.1011628,0.132851,0.1430477,0.1111794,0.09273285,0.07265943,0.07041928,0.1497978,0.1024792,0.1499126,0.09110358,0.06201729,0.09415977,0.1563205,0.1009996,0.09375045,0.1293766,0.08126339,0.1153016,0.08934283,0.1363776,0.1300665,0.07862696,0.06892704,0.07835664,0.1025399,0.1359133,0.1151443,
6927.994,0.09843729,0.06779237,0.07122343,0.09538887,0.1277324,0.141296,0.1182184,0.09981256,0.07538523,0.06861431,0.150832,0.09538515,0.1538175,0.09951603,0.06262228,0.08714345,0.1548457,0.1094422,0.1009993,0.1234338,0.07799817,0.108394,0.09457415,0.1396965,0.124607,0.07494068,0.06852107,0.08231521,0.108795,0.1373984,0.1220436,
6924.137,0.1054639,0.06813483,0.06928264,0.08998543,0.1219615,0.1378718,0.1248849,0.1080142,0.07897218,0.06762047,0.1495365,0.0891234,0.1543063,0.1089437,0.06406712,0.08091836,0.1507758,0.118596,0.1087679,0.1172976,0.07549069,0.1016908,0.100392,0.1415896,0.118607,0.07203182,0.06869418,0.08700816,0.1150027,0.1374228,0.1283239,
6920.279,0.1125467,0.06915747,0.06809247,0.08501124,0.1157113,0.1331581,0.1309726,0.117217,0.08357194,0.06742362,0.1462568,0.0835484,0.1517551,0.1189287,0.06633276,0.07565543,0.1444363,0.1281397,0.1166089,0.111014,0.07367216,0.09527875,0.1066713,0.1419063,0.1123332,0.06981293,0.06966805,0.09239641,0.1208773,0.1359386,0.133606,
6916.422,0.119485,0.07103067,0.06772587,0.08058533,0.1092588,0.1275093,0.1361725,0.1269955,0.08920857,0.06807268,0.1413416,0.07882663,0.1468332,0.129091,0.06936198,0.0714485,0.1365874,0.137455,0.1242017,0.1046645,0.07250079,0.08922644,0.1132573,0.1406035,0.1060691,0.06822617,0.07167568,0.09840804,0.1261617,0.1330634,0.137594,
6912.564,0.126224,0.0739779,0.06816606,0.07684776,0.1029756,0.1212947,0.1399379,0.1366114,0.09588877,0.06948274,0.1351489,0.07493898,0.1401447,0.138789,0.07311494,0.06830198,0.1280319,0.1456577,0.1310594,0.09874526,0.07223342,0.08376981,0.1201106,0.1379104,0.1000061,0.06735372,0.07466987,0.1049228,0.1306564,0.1289824,0.1400996,
6908.707,0.1322997,0.07802059,0.06938004,0.07384408,0.0971585,0.1147485,0.1418448,0.145214,0.1037234,0.07141061,0.1280458,0.07176348,0.132199,0.147062,0.07757313,0.06600489,0.1192547,0.1517356,0.1366529,0.09345662,0.07305866,0.07909604,0.1269012,0.1339924,0.0942231,0.06733193,0.07848365,0.111535,0.1342422,0.1239542,0.1409836,
6904.849,0.1369457,0.08285666,0.07145564,0.07143214,0.09174722,0.1080793,0.1418817,0.1519106,0.1126806,0.07389528,0.1204072,0.06940868,0.1235538,0.1528262,0.08287147,0.06437619,0.1106099,0.1549885,0.1406363,0.08841912,0.07461859,0.07513949,0.1329931,0.1288755,0.08876892,0.06827597,0.08303738,0.1178856,0.1366425,0.118347,0.1401018,
6900.992,0.1397629,0.08824676,0.07442165,0.0695148,0.08656651,0.1015282,0.1402677,0.1558369,0.1223184,0.07706389,0.1127218,0.06794838,0.1147987,0.155258,0.0892812,0.06350574,0.1023407,0.155382,0.1427846,0.0835912,0.07665519,0.07185478,0.1378632,0.1227863,0.08363982,0.07009485,0.08834329,0.1237819,0.1374413,0.1124057,0.137453,
6897.134,0.1408659,0.09425707,0.07822718,0.06827959,0.08182198,0.09527603,0.1372196,0.156611,0.1319943,0.08096141,0.1053317,0.06729286,0.1063906,0.1542986,0.09707034,0.06354079,0.09460787,0.1532602,0.1429671,0.07949992,0.07947893,0.06935663,0.1413166,0.1161928,0.07907049,0.07265262,0.09439253,0.1288308,0.1366188,0.1063312,0.1333682,
6893.277,0.140423,0.1009166,0.08298982,0.06794029,0.07780098,0.0894714,0.1329867,0.1544091,0.1411113,0.0859029,0.09835958,0.06742617,0.09860578,0.1504964,0.1063264,0.06446692,0.08760229,0.148838,0.1413043,0.07645009,0.08334953,0.06766769,0.1432672,0.1095198,0.07544583,0.07611189,0.1010936,0.1327853,0.1344194,0.1004954,0.1283246,
6889.420,0.1383242,0.108107,0.08880727,0.06843824,0.07447858,0.08425971,0.1278324,0.1496014,0.1489451,0.0921043,0.09189927,0.0684021,0.09157177,0.1444798,0.1166573,0.06616317,0.0814519,0.1423791,0.1380076,0.07431781,0.08816206,0.06673069,0.1434848,0.1029278,0.07271113,0.08063493,0.1082176,0.1356758,0.1309736,0.09510689,0.1225735,
6885.562,0.1345876,0.1154728,0.09542807,0.06965091,0.07176583,0.07970338,0.1219334,0.142805,0.1544393,0.09943728,0.08596774,0.07000127,0.08535867,0.1369088,0.1272613,0.06864377,0.07621119,0.134493,0.1332529,0.0728842,0.09378269,0.06654925,0.1418682,0.09650166,0.07061851,0.08610301,0.11538,0.137279,0.1264338,0.09006513,0.1162214,
6881.705,0.1296936,0.1223657,0.1024724,0.0717231,0.06966396,0.07582204,0.1156167,0.1347899,0.15671,0.1078997,0.08064833,0.07198028,0.08006827,0.1284633,0.1373904,0.07205394,0.07191774,0.1258735,0.1274832,0.07207865,0.1001161,0.06708706,0.1386562,0.09056044,0.06927445,0.09236286,0.1222273,0.137393,0.1211014,0.08537194,0.1096312,
6877.847,0.1241454,0.1283113,0.1096355,0.07481802,0.06821841,0.07266412,0.1093354,0.1261218,0.1557458,0.1174773,0.07608834,0.0746371,0.07570838,0.1196409,0.1462286,0.07645706,0.06853873,0.1171032,0.1211396,0.07202888,0.1069658,0.06840819,0.1340531,0.08539556,0.06885171,0.09932078,0.1284212,0.1361104,0.1153813,0.08121125,0.1032999,
6873.990,0.1180929,0.1331291,0.1166251,0.07881021,0.06753541,0.07012556,0.1032932,0.1172789,0.1521058,0.1276955,0.07229804,0.07845449,0.07215911,0.1108446,0.1526276,0.08202024,0.06600776,0.1084921,0.114436,0.07283745,0.1140841,0.0707428,0.12828,0.08087829,0.06924926,0.1066871,0.1335416,0.1333786,0.1095768,0.0777311,0.09736811,
6870.132,0.1117259,0.1366828,0.1231985,0.08364192,0.06770977,0.06813996,0.09751225,0.108725,0.146238,0.1377259,0.0693479,0.08343086,0.06937514,0.1025535,0.155658,0.0890201,0.06432714,0.1002032,0.107678,0.07451759,0.1212683,0.07409006,0.1218457,0.07683907,0.07035737,0.1140665,0.1372717,0.1292594,0.1037745,0.07503694,0.09176616,
6866.275,0.1054458,0.1387737,0.1291097,0.08947856,0.06878971,0.06692911,0.0920821,0.1006489,0.1385729,0.1466795,0.06727748,0.08933357,0.06741608,0.09515011,0.1550322,0.09737508,0.06358413,0.09255228,0.1012105,0.07720655,0.1282375,0.07832902,0.1151516,0.07344752,0.07222628,0.1212615,0.1395074,0.1243696,0.0980716,0.0731538,0.08663729,
6862.417,0.0994245,0.1391894,0.1339273,0.09625956,0.07075954,0.06658675,0.08710936,0.09318141,0.1298101,0.1536531,0.06588239,0.09628538,0.06637981,0.08862512,0.1509247,0.1067595,0.06377278,0.08577954,0.0952651,0.08085722,0.1344853,0.08352815,0.1084261,0.07088233,0.07496991,0.1280134,0.1402115,0.1191374,0.0926713,0.07203642,0.08218716,
