Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
559,000;0,3356061;0,3515153;0,3512521;0,3623805;0,297647;0,3690691;0,280962;0,3378515;0,3247919;0,3410892;0,297277;0,3396502;0,3186607;0,3536301;0,3368359;0,3443565;0,3638592;0,3769412;0,3662271;0,3331695;0,3260541;0,3596311;0,3529902;0,349792;0,3024392;0,3444686;0,3249574;0,3761859;0,3866138;0,2960682;0,30234;0,3749642;0,3520513;0,3742766;0,3598285;0,2713757;0,3713188;0,321722;0,3299875;0,2945862;0,3262525;0,3227506;0,3325019;0,2750411;0,3132052;0,2854185;0,3314357;0,3805203;0,3094468;0,2575712;0,2982554;0,3072529;0,3335967;0,3448191;0,2991929;0,2911577;0,3039751;0,3561974;0,2730112;0,3265944;0,3071103;0,3527684;0,3313727;0,3725038;0,3300252;0,2814212;0,3055801;0,3149734;0,3766603;0,3337913;0,3707571;0,3751249;0,2923479;0,3125949;0,3115392;0,3422809;0,356389;0,3136868;0,368238;0,3193254;0,299911;0,2892675;0,2882752;0,3098803;0,3183579;0,3670106;0,3472829;0,3594837;0,361062;0,2591505;0,291646;0,3790154;0,2386174;0,3262076;0,3298416;0,3528857;0,3803797;0,3971972;0,272882;0,3601975;0,2881336;0,3154716;0,3180871;0,2904334;0,2582145;0,3422632;0,3183146;0,3062835;0,3743849;0,290308;0,2872977;0,2975683;0,2806902;0,3160062;0,3368087;0,3496847;0,3198619;0,2532434;0,2775774;0,3318334;0,3090196;0,3581061;0,347908;0,3097558;0,2681036;0,3514037;0,378057;0,3365746;0,3416138;0,2626143;0,324203;0,3150096;0,2971253;0,352994;0,2621622;0,3237543;0,3664846;0,3029213;0,3688674;0,3612413;0,3340297;0,3103609;0,311305;0,377511;0,3275957;0,372179;0,3306098;0,3256583;0,313776;0,2915478;0,2871699;0,3465748;0,293613;0,2987375;0,3339405;0,3241339;0,3678889;0,3091469;0,3432527;0,3779697;0,2946496;0,3869944;0,3075614;0,3591943;0,2888041;0,3361769;0,2874575;0,2843332;0,4426913;0,318645;0,4642301;0,312499;0,4314413;0,2487574;0,3723216;0,2729053;0,2186756;0,3387485;0,2790179;0,2747703;0,2615047;
560,000;0,442646;0,3574524;0,3135886;0,3353577;0,3519135;0,4196696;0,4181485;0,3356938;0,3140588;0,3391013;0,3536181;0,300868;0,3763208;0,3180432;0,3557653;0,3736024;0,3960557;0,3595462;0,3427191;0,3912878;0,2999797;0,3174772;0,3779554;0,3343787;0,3499846;0,4189429;0,3139291;0,3052397;0,3050642;0,3188572;0,3786764;0,3390255;0,3386025;0,3259172;0,301147;0,3344264;0,3996973;0,3332696;0,352118;0,3347545;0,3125277;0,3294353;0,3519044;0,3821492;0,312499;0,2921562;0,3768973;0,2667785;0,37111;0,3462276;0,3924155;0,3966103;0,3199553;0,3388896;0,3324623;0,3480902;0,377676;0,2698274;0,2921987;0,3582206;0,2958598;0,3036947;0,3045702;0,3353915;0,3377662;0,3329058;0,3005819;0,3132567;0,2905025;0,336081;0,3065791;0,3401809;0,3303275;0,3321185;0,3914757;0,3187408;0,3387718;0,3530569;0,3366914;0,3345661;0,3125243;0,3734441;0,2673593;0,3181195;0,3344531;0,3246555;0,3317671;0,3177905;0,3383904;0,3514595;0,2822361;0,304584;0,3840656;0,2935548;0,3023686;0,3041687;0,3230834;0,2758756;0,4179759;0,2890306;0,438714;0,3315392;0,3790226;0,2854772;0,4094653;0,2828312;0,2814388;0,333446;0,3414302;0,4143839;0,3358126;0,3750525;0,2936926;0,3045883;0,3200631;0,3827143;0,3977427;0,3895993;0,3306255;0,3558817;0,2978282;0,3039465;0,3651509;0,3200827;0,3488035;0,3586111;0,3049598;0,2837362;0,4024014;0,3695817;0,3797655;0,3185959;0,3160205;0,3206449;0,3917994;0,442584;0,3778172;0,3326349;0,2516217;0,2888832;0,3149204;0,2956967;0,2844105;0,2836185;0,371767;0,3597913;0,3543901;0,3775406;0,3000994;0,337142;0,3276095;0,3578577;0,3170877;0,4375176;0,3763056;0,3124418;0,3439488;0,2977681;0,3602257;0,3721285;0,240274;0,3040409;0,3744984;0,3068643;0,3947382;0,3115749;0,3038754;0,343235;0,3670359;0,3788247;0,2868915;0,3626223;0,2775993;0,341671;0,3274574;0,3112154;0,4334273;0,2550492;0,3476653;0,3528504;0,3492846;
561,000;0,3502479;0,3010297;0,3679767;0,3502479;0,3332143;0,3502479;0,28579;0,3332143;0,3502479;0,2710667;0,3010297;0,3332143;0,28579;0,3679767;0,316824;0,3332143;0,3332143;0,316824;0,316824;0,3864598;0,316824;0,3679767;0,3010297;0,4057651;0,3332143;0,3502479;0,3679767;0,3332143;0,3010297;0,2710667;0,2710667;0,3332143;0,316824;0,2568259;0,3332143;0,3010297;0,316824;0,3332143;0,316824;0,316824;0,3679767;0,3864598;0,3679767;0,2167091;0,3332143;0,3679767;0,3010297;0,3332143;0,28579;0,3010297;0,3010297;0,3010297;0,3010297;0,3332143;0,316824;0,3864598;0,2710667;0,3502479;0,3332143;0,28579;0,3332143;0,316824;0,28579;0,4057651;0,316824;0,3010297;0,316824;0,316824;0,3010297;0,3332143;0,316824;0,3332143;0,3679767;0,3864598;0,3679767;0,3010297;0,316824;0,3332143;0,316824;0,316824;0,3502479;0,3010297;0,3010297;0,316824;0,316824;0,316824;0,3679767;0,3502479;0,316824;0,28579;0,2710667;0,3332143;0,316824;0,4057651;0,316824;0,3332143;0,3010297;0,316824;0,316824;0,28579;0,28579;0,3679767;0,28579;0,2710667;0,3502479;0,3332143;0,3332143;0,3502479;0,316824;0,316824;0,3010297;0,2710667;0,3502479;0,2568259;0,28579;0,2568259;0,3010297;0,3332143;0,3502479;0,316824;0,3010297;0,316824;0,2430377;0,28579;0,3010297;0,3010297;0,3502479;0,3332143;0,28579;0,3010297;0,2710667;0,3010297;0,28579;0,316824;0,3010297;0,3010297;0,3679767;0,316824;0,3502479;0,2710667;0,3864598;0,3332143;0,3010297;0,3864598;0,3679767;0,3332143;0,3502479;0,28579;0,316824;0,2710667;0,3679767;0,3332143;0,3010297;0,3679767;0,3010297;0,3679767;0,28579;0,3679767;0,316824;0,4259686;0,3679767;0,316824;0,3010297;0,2710667;0,3010297;0,3679767;0,2710667;0,2167091;0,316824;0,28579;0,2710667;0,2568259;0,28579;0,3864598;0,2296739;0,316824;0,28579;0,28579;0,3010297;0,28579;0,316824;
562,000;0,3252544;0,2156253;0,2789612;0,2826233;0,3421683;0,3067141;0,3019152;0,2983532;0,2995315;0,3261476;0,323668;0,3438821;0,390656;0,2985148;0,3235068;0,3432875;0,3425016;0,3206964;0,3421593;0,2825923;0,3619347;0,3191471;0,2830329;0,3192282;0,2638292;0,3211818;0,364151;0,3431134;0,3032551;0,3266068;0,3468781;0,2448592;0,2872119;0,2457671;0,2461486;0,322823;0,2858086;0,2783079;0,3001661;0,3412137;0,2792811;0,26052;0,2464252;0,3980656;0,276545;0,2440176;0,3262405;0,2780166;0,2733459;0,2507811;0,245532;0,348135;0,2815976;0,3067608;0,2696018;0,2411752;0,2822299;0,3401904;0,268734;0,2866192;0,2827063;0,2823253;0,322206;0,2568979;0,3255811;0,3003955;0,2469831;0,3047299;0,3185401;0,3023925;0,2970805;0,3205376;0,2426677;0,3401017;0,3003497;0,2826319;0,3246627;0,2807002;0,2836318;0,30582;0,2434835;0,2857618;0,2494454;0,3019037;0,2608824;0,3425827;0,2592702;0,2604032;0,3207641;0,3069587;0,3454585;0,3206401;0,21383;0,292851;0,2809553;0,3610487;0,305069;0,3169742;0,3732309;0,3445625;0,2534795;0,2617955;0,2843742;0,3072681;0,3016014;0,2625108;0,2459559;0,2259512;0,3180995;0,2634997;0,3047457;0,3217454;0,2272816;0,3424258;0,2655172;0,3915977;0,2484622;0,3003626;0,3214908;0,2808886;0,3024306;0,3432951;0,4407182;0,3280168;0,2905912;0,2836227;0,3823552;0,2845435;0,3647041;0,3070588;0,3249249;0,3248906;0,2176657;0,2608819;0,3878527;0,3030624;0,3412514;0,2807841;0,2619109;0,2826023;0,2755761;0,3015904;0,2690067;0,2243829;0,2304683;0,3672876;0,2977257;0,2462735;0,2838588;0,3040967;0,2806768;0,3223758;0,3042531;0,3002734;0,3025045;0,262104;0,3246112;0,3033762;0,3625598;0,2953758;0,2759848;0,3041048;0,2522812;0,3387132;0,3238015;0,2980003;0,3942723;0,4178963;0,3428178;0,28754;0,3428702;0,3251719;0,2832985;0,2128782;0,256815;0,3026662;0,2485542;0,2609076;0,2836485;0,2882214;0,2800117;
563,000;0,3380365;0,2938261;0,300509;0,3321404;0,2867851;0,3865628;0,2646575;0,2883458;0,320734;0,3252182;0,2820153;0,3179917;0,3031301;0,2935009;0,3018293;0,3050246;0,2872186;0,2992716;0,2896428;0,3531551;0,2535763;0,311862;0,3017063;0,324059;0,2961292;0,2878461;0,3473115;0,3238068;0,3338118;0,3196268;0,3021045;0,3063521;0,3661017;0,2565136;0,3178048;0,2877955;0,3261909;0,2503819;0,2825551;0,2496715;0,2981095;0,325007;0,3345761;0,3263474;0,2413559;0,3230515;0,3153677;0,2668424;0,3813586;0,3292322;0,2744966;0,336688;0,2818012;0,3840728;0,3639054;0,2937026;0,2490678;0,3104153;0,3605771;0,3293462;0,3083949;0,2908635;0,2941318;0,2692027;0,3380089;0,2611909;0,3190889;0,3176966;0,265964;0,3043461;0,22896;0,2904744;0,2863679;0,3043385;0,3149114;0,2984343;0,3164287;0,2551241;0,3106456;0,3391042;0,2849479;0,3335614;0,3282461;0,2877784;0,2523594;0,3104672;0,2666464;0,2618546;0,2708273;0,3178716;0,3041115;0,2850256;0,2857108;0,2507124;0,2781124;0,2529507;0,3195748;0,2700691;0,3649497;0,3032398;0,3506823;0,3222113;0,297585;0,3408666;0,2891965;0,2977891;0,3183885;0,2698936;0,2450213;0,2640676;0,3273153;0,2651119;0,2793536;0,2374811;0,2971277;0,3070049;0,3248158;0,3056645;0,3037724;0,2609167;0,3154178;0,3020926;0,2913547;0,3592138;0,3799539;0,2937016;0,2588558;0,3457932;0,2542315;0,3415079;0,2863111;0,320622;0,3343534;0,2729526;0,2728581;0,2740111;0,3059645;0,2851305;0,2904639;0,281486;0,2470975;0,3362217;0,3388948;0,2836924;0,3604045;0,3379259;0,263473;0,271265;0,3051548;0,2921457;0,3158975;0,3037615;0,3009486;0,2946153;0,2963715;0,3169622;0,3027091;0,3630028;0,2541347;0,3012009;0,2699823;0,3186088;0,3451395;0,2174158;0,3128657;0,299274;0,3256149;0,2769318;0,2840548;0,3233566;0,2420254;0,2880931;0,3173175;0,3662243;0,3284874;0,3093238;0,2870793;0,2794962;0,2961717;0,3163123;0,2466149;
564,000;0,2068434;0,2097578;0,2788105;0,248014;0,2351985;0,2578282;0,2316613;0,305872;0,2992854;0,2554293;0,2185235;0,215682;0,2526588;0,2251053;0,2221766;0,2461085;0,2312913;0,2846746;0,2432823;0,2574797;0,2168832;0,2253556;0,259407;0,227457;0,2510929;0,2149868;0,275547;0,234468;0,250432;0,2338305;0,2268901;0,2583323;0,2201562;0,2547407;0,227355;0,2368016;0,2485809;0,2536983;0,2760048;0,2261705;0,2637258;0,2394695;0,2012305;0,2206998;0,2557878;0,2302866;0,2099023;0,2417355;0,2169733;0,2224994;0,2357197;0,223361;0,2328587;0,2438636;0,2164164;0,2514977;0,2508469;0,2489438;0,2135873;0,2542329;0,1840353;0,2178178;0,2535267;0,2200851;0,2317214;0,2299333;0,2744679;0,2114367;0,2768097;0,1958466;0,234714;0,2257676;0,2357345;0,2063298;0,244;0,2234235;0,2074785;0,1800966;0,2457218;0,2639561;0,21489;0,2601428;0,2049232;0,2248154;0,2228351;0,2420144;0,2289381;0,2290063;0,2237706;0,204587;0,2185655;0,207448;0,2210622;0,2263408;0,2573075;0,2234139;0,1978273;0,2850356;0,2085595;0,2524514;0,2182064;0,2528367;0,2816358;0,2207808;0,2180586;0,2166672;0,2246704;0,2006035;0,2072549;0,2076192;0,2301674;0,244977;0,2059455;0,2323751;0,2393613;0,2542171;0,2650061;0,2904143;0,2158613;0,2442989;0,2335982;0,2100844;0,285748;0,2344055;0,1917534;0,2501993;0,2590461;0,2122998;0,2312441;0,2187743;0,2397218;0,2326546;0,2097569;0,240068;0,2515197;0,2102575;0,2459512;0,2425976;0,2121553;0,2309542;0,2030721;0,2708201;0,1827736;0,2119789;0,2420149;0,237227;0,250699;0,2527628;0,2007489;0,2178874;0,2505231;0,2127213;0,1628184;0,2411833;0,251163;0,2275076;0,2385888;0,2100334;0,2380128;0,2417493;0,2571006;0,2066455;0,2019944;0,2768264;0,2341776;0,2750511;0,2099686;0,2366705;0,2220345;0,1822867;0,1942353;0,2275152;0,2610903;0,250123;0,1494083;0,2164865;0,2432895;0,2889986;0,2358489;0,1755142;0,1939731;
565,000;0,2385769;0,2807736;0,2838736;0,2176857;0,2908511;0,2708173;0,2242737;0,2640924;0,2420144;0,2919793;0,2883601;0,2745318;0,2252593;0,2662611;0,2831788;0,2495289;0,2763577;0,2258768;0,2422848;0,2593741;0,2138987;0,2283835;0,2522411;0,267755;0,2555871;0,2614646;0,2486019;0,2687702;0,2186742;0,2737074;0,2566533;0,217875;0,247447;0,2314386;0,2358236;0,2787027;0,2887096;0,238596;0,2781968;0,3097191;0,2570877;0,192616;0,2087259;0,2831521;0,2387075;0,2268419;0,3137441;0,2280517;0,2484694;0,251081;0,2011499;0,2513332;0,235167;0,2769704;0,2633829;0,2022948;0,2572932;0,2359681;0,2834878;0,2543736;0,2241101;0,2394052;0,2537432;0,2412457;0,271575;0,2294531;0,2545242;0,2627954;0,2516332;0,256711;0,260736;0,2335167;0,2430706;0,2347126;0,2555933;0,2141266;0,2895179;0,2174187;0,2415485;0,3155541;0,2270684;0,2251396;0,2166133;0,275394;0,2069702;0,242662;0,2251058;0,264339;0,2586074;0,2665706;0,2370281;0,2748423;0,2191482;0,2227244;0,2728834;0,2793198;0,2343774;0,2108355;0,2901864;0,2519073;0,234117;0,2073755;0,3099055;0,225368;0,2406631;0,2419934;0,2195535;0,2175732;0,2079406;0,2482057;0,2192097;0,2245278;0,2417989;0,274044;0,2518439;0,1953154;0,2143412;0,2024398;0,2444291;0,2873216;0,1909285;0,2161593;0,1942253;0,2417459;0,2272916;0,2648711;0,2185946;0,235033;0,2342405;0,2364469;0,301085;0,2793145;0,2185411;0,2095699;0,2200041;0,2299347;0,2490129;0,1878514;0,2742662;0,1841063;0,2201271;0,2103696;0,3079214;0,2364421;0,2075725;0,2452984;0,2845297;0,2308664;0,2600031;0,244719;0,2483559;0,2292013;0,195199;0,244071;0,2290177;0,2380533;0,2579303;0,2707243;0,2633696;0,2123637;0,2095127;0,2537947;0,2211123;0,2485189;0,1908574;0,2333646;0,2767057;0,2627254;0,2615051;0,2240701;0,307425;0,2604723;0,232286;0,1748266;0,297821;0,2393322;0,2095456;0,1943145;0,2401648;0,233448;0,2107205;
566,000;0,2135201;0,2194986;0,2180128;0,1792636;0,2283125;0,2143412;0,2232594;0,1896791;0,1717219;0,2083783;0,2001281;0,2214823;0,2061663;0,1891413;0,2382679;0,172298;0,2409086;0,1645722;0,1835752;0,2515802;0,1902351;0,253891;0,2192936;0,2077498;0,2050457;0,2236891;0,207356;0,2155671;0,2032104;0,198915;0,200798;0,2191606;0,2209234;0,2070827;0,1874948;0,2069588;0,2187576;0,1840968;0,2187858;0,2317171;0,1851416;0,2667665;0,2228713;0,1997309;0,203968;0,244904;0,197906;0,2381005;0,2210655;0,1959953;0,2309175;0,1946783;0,2255912;0,2363415;0,2205477;0,2288079;0,1989355;0,2315807;0,2066078;0,1805167;0,20823;0,1824059;0,2362084;0,2447195;0,175117;0,1979957;0,193501;0,1618657;0,2093673;0,2033725;0,1840172;0,179451;0,2436686;0,2097468;0,2596536;0,1875257;0,2166381;0,1658707;0,1798506;0,1764159;0,2233257;0,2034421;0,1939855;0,1940808;0,2015195;0,2218523;0,1841235;0,170588;0,175601;0,1920853;0,2284594;0,1812754;0,2005296;0,2118454;0,1760941;0,2271175;0,1640983;0,1428299;0,1668687;0,1511292;0,2330761;0,2201242;0,1893196;0,1599817;0,2134304;0,2029567;0,2182102;0,2265019;0,1896796;0,2164536;0,1586423;0,2108798;0,1785874;0,1912484;0,2166581;0,1860719;0,2142754;0,1994405;0,156672;0,182138;0,2103186;0,1896834;0,2026625;0,1624594;0,2078648;0,1926675;0,1936541;0,2067323;0,2089095;0,2160277;0,1960311;0,2094531;0,1968427;0,2390013;0,2082295;0,1879463;0,1742845;0,1966186;0,210681;0,1892533;0,2061925;0,1752834;0,2535424;0,1751766;0,2140398;0,2159929;0,2032299;0,1725588;0,2035723;0,2300634;0,1864424;0,1782765;0,2046204;0,175127;0,2255158;0,2621303;0,1655626;0,2559695;0,1746058;0,2406931;0,1725044;0,1834526;0,2117205;0,1780982;0,2091322;0,1617274;0,1642771;0,1831393;0,1633129;0,2115202;0,146966;0,1766548;0,2018728;0,1940327;0,1785016;0,2186518;0,2134113;0,1805582;0,217207;0,149888;0,1841826;
567,000;0,2022886;0,189775;0,2006187;0,2056785;0,2132106;0,1647029;0,158112;0,1923847;0,1983948;0,1623373;0,1879439;0,1588478;0,2015233;0,1521368;0,1908422;0,1837907;0,2015233;0,1581731;0,1830964;0,2046094;0,1564131;0,1734333;0,179163;0,1828208;0,2162437;0,1605654;0,1643229;0,1813774;0,1725426;0,1670227;0,1900163;0,1948605;0,1713438;0,2060304;0,1659002;0,1773281;0,1891069;0,2029204;0,1749816;0,2001014;0,1899085;0,137044;0,1326523;0,1702895;0,1897793;0,1244235;0,1595631;0,2665572;0,1973705;0,1621642;0,1380196;0,1697164;0,1754398;0,183084;0,1760578;0,1709366;0,1829152;0,2105403;0,1731081;0,1901278;0,1569357;0,1769571;0,1874609;0,170013;0,2009373;0,1974893;0,1920705;0,1733398;0,1749368;0,1933675;0,2338233;0,1330752;0,1990972;0,1993947;0,1842475;0,1491222;0,1717005;0,1913223;0,1799865;0,1857176;0,153688;0,1747122;0,1759682;0,1910744;0,1579137;0,1327009;0,182416;0,1789808;0,1722159;0,167809;0,1560974;0,1616063;0,1523261;0,1836009;0,2249012;0,1861014;0,1613374;0,1626177;0,1886406;0,1939206;0,1569371;0,1551614;0,152503;0,1791534;0,1901264;0,1721172;0,1696372;0,1432047;0,1951809;0,1547966;0,1698995;0,1471572;0,1941977;0,2071166;0,1916165;0,1732793;0,159184;0,2072816;0,1564393;0,1673818;0,1801248;0,1987748;0,1407771;0,1651831;0,1358666;0,1967144;0,1794248;0,1748242;0,1891236;0,1904964;0,1579289;0,1616564;0,1485639;0,1680264;0,1657887;0,146318;0,1729145;0,1900353;0,1852622;0,1794791;0,2015753;0,205584;0,1364517;0,1550641;0,1622272;0,1837363;0,1744361;0,1770325;0,1699796;0,1618528;0,1801844;0,1678348;0,1878181;0,1509953;0,1924405;0,2107973;0,1987014;0,1679997;0,1516695;0,1826005;0,1566763;0,1987338;0,1729689;0,2271247;0,1473751;0,1534405;0,2145581;0,1818628;0,1971202;0,1397824;0,167028;0,1300745;0,1902962;0,1505523;0,1525445;0,167594;0,1474495;0,1526093;0,156939;0,1483841;0,1460128;
568,000;0,1971788;0,1771245;0,2029548;0,2060285;0,2071772;0,1841283;0,2131872;0,227087;0,2089133;0,202498;0,203835;0,1759582;0,2076106;0,1964946;0,2041707;0,2018147;0,2188878;0,1863265;0,1960382;0,1942329;0,1814923;0,1939168;0,2251954;0,2185397;0,1856532;0,2041392;0,1941152;0,2175412;0,1885004;0,1923761;0,2279787;0,189229;0,2214947;0,2211242;0,2019401;0,2083888;0,184629;0,1813011;0,1690831;0,1598086;0,1650538;0,1607871;0,1936994;0,2097468;0,1797786;0,1797876;0,2312121;0,1943293;0,1821256;0,1772757;0,1997337;0,2165341;0,1987896;0,1920877;0,2006459;0,1833467;0,1834655;0,1784468;0,1924725;0,202776;0,1861525;0,1932569;0,2161732;0,215229;0,191236;0,1903381;0,1916199;0,1894097;0,1836095;0,205914;0,1834126;0,1549859;0,19033;0,2066369;0,2100153;0,2115035;0,1875725;0,2092619;0,185616;0,2021313;0,1968374;0,1889014;0,1923289;0,1875997;0,1997075;0,1903896;0,2021499;0,1915464;0,2235303;0,1900249;0,1841631;0,1913052;0,1944556;0,1719265;0,1935472;0,1789937;0,206418;0,179306;0,22574;0,2107944;0,2087278;0,1670065;0,1960301;0,1970124;0,19133;0,1917114;0,1957707;0,1725955;0,2068672;0,1920843;0,2077475;0,1970644;0,181416;0,1856523;0,2070827;0,200644;0,2147894;0,1805868;0,2025871;0,2020102;0,1848335;0,1901016;0,1657391;0,1865039;0,190011;0,2025008;0,2135725;0,1748276;0,1848121;0,1747627;0,1980896;0,1735225;0,2069111;0,1900167;0,1888828;0,1870837;0,1799083;0,1898527;0,1735682;0,174778;0,1643133;0,207808;0,1829338;0,1910992;0,1545992;0,1742768;0,2261915;0,1954679;0,2074809;0,183991;0,2092295;0,2023978;0,1929302;0,2161589;0,1649127;0,1988049;0,1696033;0,1671705;0,1696596;0,1653209;0,1608796;0,1983752;0,2000985;0,1804662;0,2054191;0,147275;0,2225738;0,2019763;0,230969;0,1976118;0,199482;0,2080421;0,179728;0,1968427;0,2024302;0,2032471;0,1703706;0,160974;0,1912322;0,2127199;0,1890049;
569,000;0,2055011;0,1506171;0,1704803;0,1821499;0,173173;0,173708;0,20331;0,1894817;0,1743383;0,1774321;0,183146;0,1641879;0,1817961;0,1867266;0,1823258;0,1554656;0,1922164;0,1687784;0,1919293;0,1834149;0,1728773;0,1901183;0,1756263;0,1750755;0,1816049;0,1787624;0,190043;0,1825013;0,1767859;0,162014;0,1884546;0,1853147;0,1692433;0,1702819;0,1778307;0,1662927;0,1847806;0,1845312;0,182991;0,1786256;0,1896229;0,192523;0,2042975;0,1635699;0,1770411;0,1867118;0,1639628;0,1583614;0,1886382;0,1842217;0,2045326;0,163867;0,187747;0,1807661;0,175549;0,175458;0,1569257;0,1592193;0,1933794;0,1822476;0,1717854;0,1820989;0,189786;0,176527;0,1678505;0,1748691;0,1757531;0,1690574;0,1691647;0,1643033;0,1814909;0,1755328;0,1744485;0,1481709;0,1892166;0,1743879;0,1452522;0,1797061;0,1893568;0,1987896;0,1917109;0,1741147;0,1928053;0,1966681;0,1729712;0,1786165;0,1946726;0,1862965;0,1958976;0,1736078;0,1916103;0,1711392;0,1783729;0,1922736;0,1675205;0,1485023;0,1535625;0,1677451;0,1620445;0,166863;0,1923299;0,1907177;0,1900611;0,1901746;0,1851878;0,1578836;0,1736841;0,1644158;0,1543689;0,175137;0,1719499;0,1520882;0,1580763;0,1598139;0,195744;0,1738019;0,1912146;0,1852031;0,1821394;0,1753664;0,1896129;0,1722312;0,1711402;0,1564322;0,1827836;0,1763272;0,1770716;0,1832891;0,1813865;0,1677389;0,169632;0,1731987;0,172987;0,1776943;0,1873927;0,1798525;0,1900015;0,1855979;0,1831746;0,1789141;0,1817503;0,173986;0,1831365;0,1774583;0,1758962;0,1787868;0,174757;0,16294;0,1792402;0,1815395;0,1923146;0,1743941;0,1691422;0,1907992;0,1890941;0,185019;0,1531143;0,1661553;0,165329;0,200109;0,1845889;0,1610098;0,1950569;0,1674085;0,1896939;0,1996303;0,1589632;0,1597819;0,1625843;0,1611276;0,1525302;0,1445413;0,1717606;0,1900587;0,1504946;0,1668653;0,1784563;0,182128;0,1846318;0,1741967;0,1627417;
570,000;0,1590738;0,1308017;0,1532526;0,1465392;0,1546679;0,1402063;0,1526232;0,1631961;0,1671963;0,154326;0,1677279;0,1771998;0,1708183;0,1526847;0,1605697;0,1534491;0,1534142;0,1560502;0,1450872;0,1657705;0,1603484;0,170825;0,152288;0,15379;0,1454978;0,1467752;0,1438971;0,1669507;0,1671343;0,1462755;0,1691246;0,1565032;0,1647301;0,1562576;0,1702185;0,1627722;0,1663365;0,1461329;0,1636033;0,181169;0,1648064;0,1297264;0,139441;0,1404948;0,1691198;0,1458626;0,1753955;0,1472325;0,1440573;0,1544905;0,1593027;0,1569209;0,1548681;0,1440949;0,1543322;0,1527638;0,1518636;0,1582947;0,1654792;0,1614466;0,1648054;0,159492;0,1615648;0,136313;0,1609845;0,1642857;0,1675406;0,1504841;0,1565285;0,1505599;0,1332927;0,1499043;0,1524096;0,1365919;0,1429977;0,1516414;0,1412506;0,1582751;0,1598802;0,1667418;0,1576905;0,14361;0,1539922;0,1377807;0,1525345;0,1469893;0,1284003;0,1488004;0,1481719;0,1574383;0,1473145;0,1610026;0,1625118;0,1609831;0,1608071;0,1684718;0,1503706;0,1764021;0,1726236;0,166472;0,164227;0,1481414;0,1533341;0,1531;0,1686683;0,1515207;0,1356711;0,1392269;0,141674;0,1591868;0,1472478;0,1459355;0,1627126;0,1600475;0,1563287;0,1452622;0,1516442;0,1588354;0,1478162;0,1565523;0,1503601;0,142314;0,153307;0,151463;0,1455278;0,1480765;0,1748266;0,1538877;0,1658559;0,1686435;0,1350822;0,1534848;0,1425362;0,156426;0,1702147;0,157856;0,1488066;0,1553082;0,1661315;0,1541271;0,1541648;0,1487265;0,1382165;0,1301661;0,1417966;0,1547742;0,1446838;0,1357222;0,1502194;0,1654863;0,1510091;0,149971;0,1460733;0,151782;0,1520457;0,1334648;0,1635451;0,1408978;0,1416912;0,1421366;0,1317897;0,1562338;0,1448631;0,1519899;0,1366553;0,1541052;0,1534386;0,1738791;0,1690612;0,1460605;0,1651807;0,1723866;0,146307;0,1267667;0,1504526;0,1374636;0,1499553;0,1368728;0,1307836;0,1654325;0,1296735;
