Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
279,000;-0,2819295;-0,4267635;-0,57866;-0,3265433;0,00248003;-0,4406853;-0,499918;-0,158308;-0,6844959;-0,7115617;-0,2409816;-0,4811893;-0,6044416;-0,2318273;-0,1289859;-0,3197584;-0,2734089;-0,3378854;0,04216051;-0,2679043;-0,2106371;-0,2400756;-0,5642109;-0,1965604;0,008586407;-0,07801867;-0,7854309;-0,02626085;-0,3016057;-0,0405798;-0,3897629;-0,07665682;-0,7938905;-0,04850626;-0,2231526;-0,2793484;-0,4167533;-0,04819822;-0,2711201;-0,6211486;-0,4144073;-0,4686208;-0,5050445;-0,3568053;0,01484346;-0,3833046;-0,02199221;-0,8052201;-0,1861649;-0,472105;-0,6994748;-0,3330698;-0,08383751;-0,0131259;-0,705946;-0,3911242;-0,7110109;-0,5142703;-0,2753644;0,02044582;-0,1192417;-0,2020855;-0,2545514;-0,2487555;-0,2717032;-0,2628498;-0,2734752;-0,2944732;-0,03961372;-0,1738009;-0,396925;-0,005864143;0,03460884;-0,3536658;-0,3956056;-0,1219988;-0,3843584;-0,07206249;-0,035604;-0,469028;-0,6205959;-0,8593755;-0,4910235;-0,363328;-0,1618447;-0,4650302;-0,3814607;-0,3260479;-0,4446745;-0,4601665;-0,2575088;-0,07353926;-0,6852593;-1,043847;-0,2546849;-0,9795651;-0,8812914;-0,975934;-0,6389642;-0,7262635;-0,4356818;-0,2651854;-0,3938241;-0,8329535;-0,7132497;-0,4254804;-0,1459055;-0,2840776;-0,2704659;-0,3443995;-0,1669803;-0,1883702;-0,4812574;-0,04872608;-0,1598687;-0,1829486;-0,3022656;-0,4891706;-0,4910054;-0,8072453;-0,3102555;-0,4417863;-0,306428;-0,004085064;-0,7462845;-0,2556086;-0,2887425;-0,5100436;-0,5386305;-0,3571553;-0,009439945;0;-0,3904028;-0,5234165;-0,5474772;-0,4812174;-0,2820673;-0,3377752;-0,4689674;-0,3219461;-0,3276043;-0,2877665;-0,8555369;-0,3578644;-0,7567868;-0,03699732;-0,09885645;-0,1097484;-0,9792533;-0,4106927;-0,04599953;-0,1692433;-0,3270636;-0,5445151;-0,5480762;-0,3939395;0,02422142;-0,08616495;-0,161284;-0,1121826;-0,295105;-0,6044416;-0,2420588;-0,385632;-0,07094479;-0,8343129;-0,5307608;-0,3220859;-0,4238896;-0,04525042;-0,07068205;-0,008059978;-0,2534709;-0,4072266;0,02024651;-0,3507299;-0,2490134;-0,01622486;-0,6135821;-0,5338907;-0,6872611;
280,000;-0,006540298;0,07808304;-0,1483526;-0,4907675;-0,07579517;-0,1027389;-0,4169111;-0,03381872;-0,2928109;-0,4574599;0,06451988;-0,1845474;-0,2804103;0,1591148;0,04649878;-0,4914804;0,09478617;-0,1321411;-0,2430167;0,02338123;0,01901674;-0,5080099;-0,3414979;-0,2414603;-0,0740571;0,3040528;-0,1410413;0,1096339;0,224472;0,3155727;-0,05784607;0,3061428;0,1943631;0,1344962;-0,2769027;0,1263838;0,08651304;0,2101989;-0,01642704;0,085814;-0,5729518;-0,2234316;0,0998168;0,06727076;-0,146153;-0,4055605;0,1086326;0,1393738;0,06531525;0,4640026;0,2379088;-0,03764725;0,2071376;0,07939005;-0,1617937;-0,2097459;-0,3199582;0,4256921;-0,01806164;-0,1127167;-0,3555212;-0,01500845;0,03305626;0,1515641;0,1405649;-0,3465881;-0,05131388;0,3530912;0,1087985;-0,2152839;0,1415696;-0,05868483;-0,07901621;-0,1315804;0,3919182;0,3590651;-0,2711263;0,1617265;0,06891346;-0,04183722;-0,4966264;-0,3847113;-0,5240898;0,0539403;-0,3381872;-0,3543477;-0,07521725;-0,3326344;-0,4187164;0,2785931;-0,413559;-0,0929966;-0,2464175;-0,1026449;-0,1637011;0,05712366;-0,1111965;0,03048515;0,09854889;-0,4893665;0,2125769;-0,5554919;0,02325916;0,3238792;-0,04250956;0,08004618;-0,04267311;0,2468271;-0,06605244;-0,1268606;-0,2940049;-0,2462077;-0,3222952;-0,05015755;-0,1217341;-0,2480307;0,2092385;0,4771342;-0,4259429;-0,1161919;0,1829548;-0,3830948;-0,484796;-0,1172132;-0,452179;-0,1643395;-0,1839724;0,121078;-0,3226767;0,1141863;0,01432896;0,001621246;-0,1309433;0,1138549;-0,05178356;0,4865236;0,1640801;-0,1264491;0,08279133;-0,3718443;-0,2247643;0,2717495;-0,4065146;0,1065102;-0,41608;-0,07590342;0,3755889;0,3921022;-0,2692857;-0,09153843;0,008200645;0,04870939;0,1214151;-0,1323781;0,09215355;0,4178882;-0,2353792;-0,009707451;-0,156322;0,355989;-0,3622937;0,4849815;0,2132788;-0,4405546;0,08812475;0,1264896;-0,08286285;-0,1214828;0,04924393;0,3595653;0,1765909;-0,1494193;-0,4229431;-0,03893423;-0,05104017;0,4246855;-0,07424307;0,03684998;-0,2284665;0,2735929;-0,2334323;
281,000;-0,03550482;0,1264982;0,4193788;0,1693492;0,3979001;0,06428099;-0,04857063;0,3440638;0,1493311;0,3889441;0,4041276;0,2849865;0,321023;0,530776;-0,09640408;0,1652617;0,2386851;0,4651089;0,3069811;0,178411;0,2099447;0,3521261;0,3684053;0,4385424;-0,01394081;0,7306333;0,6128206;0,5701475;0,2353253;0,656599;0,3476939;0,7248397;0,4178729;0,487875;0,3202586;0,07699871;0,43294;0,08242989;-0,2641087;0,3585291;-0,1074805;0,3851609;0,07788658;-0,005902767;0,3819914;-0,1973858;-0,08033657;0,7356901;-0,1568661;0,321032;0,7165914;0,0253377;0,1184053;0,05078793;0,4326634;0,5755186;0,07932758;0,5326452;0,3771553;-0,1076007;0,295083;-0,09957123;0,1755853;0,696384;0,7649193;-0,2614431;0,1652594;0,7130976;0,5857105;-0,1108408;0,293294;0,3312345;0,3799253;-0,1149716;0,6270342;0,4993467;0,4159451;0,3523216;0,1308522;0,1532235;0,2834182;-0,2031875;0,290287;0,7174716;0,269402;0,3476443;0,227797;0,4913111;0,3559055;0,1197295;0,4120741;-0,3258758;-0,006090164;0,03818798;-0,2692237;0,04495335;0,5566983;0,4100223;0,1939154;-0,02497053;0,466701;-0,1099076;0,3078971;0,3669171;0,811379;0,09548807;0,3667479;0,2261586;0,2759643;0,5337725;0,3367162;-0,2328725;-0,1395993;0,3514318;-0,1104631;0,45046;0,3496923;0,2304645;0,5381746;0,123549;0,4950457;0,5361142;0,4166498;0,2834644;-0,09359312;0,104641;-0,1354914;-0,1010346;0,1542649;0,3833365;0,4179854;-0,0006422997;-0,06929111;0,544229;0,260303;0,1781769;0,6760745;0,4469285;0,2226663;-0,2952485;-0,1190472;0,01442146;0,08154631;-0,2026486;0,2033563;-0,2256041;0,3798947;0,3236361;0,4901204;0,4083819;0,4767752;0,4002013;0,1816611;-0,1668768;0,7121811;0,4637995;0,2939448;0,1628122;-0,1360826;0,5081134;0,1936774;0,3213315;0,3555851;-0,002976418;0,08817863;0,3910809;0,8340197;0,04074621;0,7951179;0,3919616;0,2919488;-0,1087284;0,4520116;0,2762294;-0,1200891;0,4238725;0,291327;0,277565;-0,1608057;0,3173003;-0,1421299;
282,000;-0,1058588;-0,2285876;-0,3825688;-0,2870884;-0,1581173;-0,4009547;-0,3754139;0,12186;-0,5033784;-0,3185821;0,1012454;-0,2153964;-0,3884435;-0,1428442;-0,4036317;-0,2277527;-0,2512794;-0,04273844;-0,2876153;-0,2647743;-0,1169376;-0,2633657;-0,05141163;-0,1926227;-0,6781507;-0,3331099;-0,241818;-0,245729;-0,4906354;0,08408546;-0,2275982;-0,2795739;-0,420547;0,1561031;0,1657944;-0,1067095;-0,09708452;-0,143364;-0,06840181;-0,4782619;-0,3153672;-0,08449268;-0,7147818;-0,5750818;-0,3016777;-0,2675467;-0,1425681;-0,1746173;-0,1246095;-0,1800981;-0,1726017;-0,2655807;-0,3442063;-0,4473968;0,1597052;0,07783985;-0,6960969;-0,6007695;-0,09991693;-0,3636055;0,1392827;-0,648427;-0,4770527;0,05527544;-0,3416004;-0,5842581;-0,4559603;-0,2746654;-0,3337417;-0,3797269;-0,1893301;0,1930509;-0,05282354;-0,2740536;0,130168;-0,3559604;-0,3690801;-0,3498316;-0,3290095;-0,3453755;0,1156878;-0,8007231;0,1087937;0,05178976;0,2224307;0,1112566;-0,01273394;0,07383871;-0,1652994;-0,4244113;-0,2115254;-0,1546187;-0,04589415;-1,039259;-0,4178824;-0,822648;0,05669212;-0,729753;-0,660553;-0,6749873;0,1650949;-0,3089914;0,2036233;-0,8070121;-0,3874469;-0,4624414;-0,02866888;-0,3020387;0,1678505;0,17836;0,1218858;-0,5543218;-0,6889853;0,1042271;-0,06749487;-0,2361336;-0,4124393;-0,6063623;-0,1000328;-0,7334166;0,07657337;-0,1203742;-0,1549473;0,1886401;-0,57932;-0,3532133;-0,5834436;-0,1048188;-0,474422;-0,1368113;0,09759569;-0,003114223;-0,2511578;-0,3137531;-0,2352948;-0,6596651;0,1262259;0,08492708;-0,4757948;-0,8281932;-0,2867169;-0,2291775;-0,5466781;-0,4854813;-0,2598896;-0,4681463;-0,3915381;-0,1201181;-0,04959059;-0,3800559;-0,2296405;0,1332526;0,01545715;-0,5234742;0,02334833;-0,225358;-0,2151446;-0,1639118;-0,08079576;-0,3852582;-0,2438478;-0,270998;-0,1132035;-0,08673716;-0,1111274;-0,1952386;-0,457849;-0,1976786;-0,3828101;-0,4657187;-0,0264883;-0,04916334;-0,4043684;0,1394539;-0,1031246;-0,01890898;0,1148133;-0,3862338;-0,1185327;-0,4609313;-0,1938133;
283,000;0,6317959;0,6950359;0,186554;-0,07547235;-0,02282619;-0,2507367;0,4631548;0,5376987;0,07152891;-0,09010744;0,5738158;0,1862168;0,500864;-0,2820697;0,3148861;0,404686;0,4549694;0,02303314;0,2889028;0,550168;0,3985643;0,07448292;0,1746864;0,1165757;0,05815315;0,06627083;0,1725397;0,3144302;0,4430847;0,3605537;0,4096127;0,3222837;0,556232;0,1653147;0,2498374;0,5445156;0,3924551;0,2737408;-0,1002855;0,5401998;0,1425214;0,614295;0,3480511;-0,1840467;0,2919707;0,6916556;0,1128826;0,4390621;0,1295571;0,6423435;0,4535995;0,4299245;0,09292412;-0,05689955;0,1811171;0,514987;0,2086058;0,3509417;0,4470606;0,4735017;0,5002456;0,4180837;-0,02303553;0,5147591;0,01645136;0,4906893;0,3738923;0,3131108;0,2538099;0,2256007;0,2744002;0,1395001;0,1338773;0,4149952;0,155777;-0,07717133;0,2204199;0,1199217;0,4376311;0,4772377;0,5945492;0,3137183;0,6248631;0,5139375;0,006428719;0,5693078;0,3817372;0,6009173;0,02616072;0,5322523;-0,2848601;0,1611781;0,2097497;-0,292449;-0,1475668;0,3214898;0,6146531;0,1554627;0,02540159;0,03617477;0,1180205;-0,1998014;0,0626421;0,3385515;0,2786775;0,4726014;0,04042006;0,6724734;0,3354511;-0,02450609;0,5391912;0,04560566;0,4113436;0,6013942;0,5419021;0,3625402;-0,07369089;0,3821011;0,2199607;0,3848457;0,5987401;0,3862228;-0,1261077;0,1956501;-0,4192243;0,5413222;0,3938098;0,2324834;0,4256759;0,3402448;0,5716739;-0,04066038;0,4474692;0,454803;0,2882018;0,4511476;0,09600878;0,6015201;0,07646036;0,09373808;0,7077579;0,4853554;-0,0961237;0,4640675;0,4979329;0,5671601;0,48312;0,2794662;0,01161003;0,1797543;0,3229823;0,3716779;0,2661185;0,03037024;0,6268535;0,04579258;0,4128695;0,03746986;0,6071358;0,0910821;0,4457259;-0,1450362;0,2279501;0,4393101;0,5499296;0,6340895;0,2327476;0,3977265;0,2768488;0,1432142;0,3911796;0,3872852;0,0009465218;0,5305996;0,3207288;0,1774607;0,6094995;0,4029021;0,05112839;0,5125942;0,2320023;
284,000;-0,2715158;-0,4432092;-0,2558355;-0,242382;-0,1351967;-0,2526045;0,1568685;0,0180006;0,1725502;-0,2649221;-0,1068444;0,130331;-0,1286316;-0,3343148;-0,4211521;0,2619953;0,002751827;0,05124378;0,0481348;-0,5595636;-0,2931509;-0,1168766;0,04422617;-0,07632923;-0,0979147;0,06744337;-0,3426075;0,2758045;-0,1836596;-0,3357911;-0,3446293;0,2746673;-0,4213376;-0,02123976;-0,6075597;0,2590299;0,2229042;-0,3717704;-0,485055;-0,2413239;-0,3604913;-0,1234179;0,2452974;0,03407288;0,04592705;-0,3876581;-0,510107;0,01619911;-0,087111;-0,2444119;-0,1005054;-0,3107324;0,01411343;-0,6591411;-0,1786265;0,2395306;0,2615838;-0,2259979;-0,08354044;0,007444859;0,2398195;-0,2993808;-0,3518176;0,2553449;-0,5158348;-0,4013419;-0,2451205;0,3071003;0,3196154;0,09539175;-0,3323035;0,04094839;-0,5811667;-0,1926355;0,03995419;-0,6136904;0,2677507;0,1276145;0,2153549;-0,01932526;-0,320991;0,237607;-0,4388838;0,2630258;-0,283041;-0,09534454;-0,3147326;-0,2783689;-0,4436903;-0,2570591;0,03787994;-0,8088832;-0,6659884;0,1005917;-0,8528275;-0,5669699;-0,368176;-0,4060836;-0,5354652;-0,02216864;-0,3984232;0,01875925;-0,5710759;-0,1895685;0,2660007;0,185122;-0,1132464;-0,2967124;-0,2135968;-0,03077745;0,005074978;-0,6359692;-0,2085524;-0,307128;0,2242947;-0,01608133;0,09194136;0,2938828;-0,233613;0,02240896;-0,2284904;0,2591729;-0,626862;-0,2629781;-0,01230907;-0,4289384;0,2118645;-0,7752075;-0,1308784;0,09253645;-0,145359;-0,7613854;-0,3908768;0,1481657;-0,4327083;-0,02398396;-0,2290564;-0,2923093;-0,3188906;-0,3935261;-0,4616914;-0,6939974;-0,6605053;0,2325296;-0,2498612;-0,4255795;0,009166241;-0,4444232;0,1135612;-0,2261901;0,2257915;-0,4494281;-0,4933071;-0,5700674;-0,3346815;0,1129465;-0,3514485;0,08377409;-0,1572027;-0,5482254;0,03021526;-0,09127474;-0,06413698;-0,5540419;0,240335;-0,1570621;0,2965584;0,2706423;0,2705255;0,1249762;-0,3370528;-0,3102732;-0,0909977;0,1219568;0,1302309;-0,4868388;-0,4068699;-0,1128922;-0,551672;-0,1110754;-0,02523565;
285,000;-0,005012989;0,5257502;0,1584845;0,406652;0,03265142;0,3336797;0,7225652;-0,08441687;0,1417241;0,001060486;0,6613665;0,2484713;-0,08224344;0,4480815;0,3707647;0,1036105;0,08274651;0,3445082;0,0830698;0,07611752;0,1242495;0,4001288;0,8053508;0,1057696;0,3312535;0,8009171;0,08787251;0,1497841;0,3625793;-0,1954899;-0,09328127;0,1842785;-0,1999302;0,7236757;0,1595163;-0,02079248;0,3687596;0,1781216;0,7696557;-0,01110649;0,2922292;0,6897359;0,3045616;0,3660035;-0,002156734;0,6425052;-0,09841013;0,088871;0,750751;-0,1887536;-0,2040606;0,1683631;0,5268178;0,1139455;0,07249022;0,1635966;0,358551;0,1217704;0,6686783;-0,005090237;0,1743159;-0,05099821;0,06093931;0,04748964;0,3085942;0,09822941;0,1817884;-0,06013966;-0,04558039;0,4565048;-0,02977371;0,3349094;0,5743423;0,4163127;0,3278961;0,3256745;0,2903657;0,3526287;0,3543682;0,1506157;-0,09432602;0,3594661;0,5797415;-0,06207275;0,2583213;0,6188936;0,2705765;0,1298552;-0,1628327;0,05394316;0,2045298;-0,3077402;0,5924363;0,01425791;-0,2806115;-0,2682667;-0,2465892;-0,3698454;0,006700993;-0,1500945;0,1637816;0,1026611;0,372231;-0,1150303;0,2152753;0,5030313;-0,1450787;-0,3523078;0,6703105;0,2017918;-0,05618906;0,6029701;-0,03952312;0,2990022;0,1111913;0,3766665;0,2578135;-0,03642797;0,01057768;0,02896309;0,5212002;0,1351357;-0,2556767;0,6299624;0,1234088;-0,1603637;0,3972249;0,1488609;0,07223415;0,2374973;0,01237106;-0,2700014;0,6690369;0,771934;0,5498142;0,3204079;0,06112003;0,1825247;0,6845846;0,01472425;0,5876613;0,006186485;0,6263361;0,1862817;0,05803251;0,1319175;0,06851959;-0,02169228;0,05105925;0,009532928;0,4760351;-0,02116156;0,3429379;0,6811953;0,5006533;-0,04117727;0,296124;0,1425467;0,02788305;-0,0579052;-0,04267979;0,531528;0,8289471;0,575788;0,09347296;-0,0302453;0,08675909;0,04461956;0,1992722;0,2991524;0,40835;0,2400222;0,2955375;0,8103895;0,01548481;0,6660895;-0,04212952;-0,06820917;-0,04166269;-0,1824884;0,5699248;
286,000;-0,1513338;0,1787868;-0,2774081;0,2995234;-0,09523535;-0,1694856;0,2798634;0,1313639;0,1813507;-0,2567153;0,1731501;0,0710516;-0,2384338;0,1435394;-0,1551337;-0,07086754;-0,1634164;-0,3990092;0,4017453;-0,190465;-0,08218718;0,1515446;-0,03908396;0,4179673;0,5877886;-0,04219913;-0,0949707;-9,155273E-5;-0,06293392;0,09070444;0,5167603;0,3835649;0,1484051;0,5960178;-0,04951572;0,3610435;-0,1278439;-0,2464504;-0,02650595;0,4463882;-0,3009443;-0,005825996;0,2538352;0,1835389;-0,4877095;-0,3038354;-0,0135541;0,4091139;0,551764;-0,1254044;-0,3564305;-0,2592411;0,1149716;-0,4059744;0,176311;0,4960546;-0,08097553;0,1489758;0,07645988;-0,4403381;0,4602427;-0,1381993;-0,08812666;0,3348875;0,0008087158;0,02060795;-0,1465626;-0,08816338;0,09547806;0,5114517;0,1061845;0,430057;0,05819368;0,2294641;0,4459891;0,1040597;-0,3462734;0,09742165;0,02358198;-0,5490713;0,207778;-0,1373501;-0,126719;-0,3144956;0,4210849;0,3952088;-0,225328;0,1740899;0,0001478195;0,02088356;0,4952178;0,4787474;0,0318923;-0,5390606;-0,1171699;0,1883292;0,1830893;0,425097;0,09305763;0,3300042;-0,1741633;-0,4506865;-0,01347017;0,01314688;-0,4109869;0,07229757;0,3868198;0,4249225;0,2178402;-0,3886933;-0,3766818;-0,03692198;0,5222826;0,09819365;-0,4618716;0,234972;0,1297517;0,3898745;0,06607246;-0,3014016;0,6713853;-0,3119783;0,4150014;0,6005878;-0,250752;-0,1075273;-0,3093119;-0,1997099;0,07286453;-0,3269682;0,5129552;-0,2202082;-0,07093239;0,04521084;0,3695717;0,5714374;-0,1248746;-0,1335635;0,3152075;0,164609;-0,1549044;-0,2585478;-0,134419;-0,1890788;-0,09147501;-0,1286383;0,4890046;-0,2254338;0,4313817;0,06086016;0,2095399;-0,131628;0,0728097;-0,3281407;0,6028957;0,06674194;-0,1327453;-0,08341122;0,4636703;-0,4255819;0,1872115;0,251966;-0,04045677;0,07899761;0,439003;0,2360249;-0,4188457;-0,1280079;-0,3306856;-0,2373343;-0,1441455;-0,1137838;-0,1530704;-0,2178197;-0,3436942;0,04172421;-0,255578;-0,4083295;-0,3159862;0,08774757;-0,1011276;
287,000;-0,4869852;-0,7725964;-0,1166978;-0,564908;-0,6684513;-0,1818914;-1,018183;-0,4586701;-0,6297865;-0,5035043;-0,162612;-0,7841444;-0,2122993;-0,6150317;-0,2373605;-0,1165857;-0,5878177;-0,2312446;0,04334307;-0,5283155;-0,9580531;-0,6591153;-0,2335653;-0,03716183;-0,696003;-0,2218595;-0,1490679;-0,5030165;-0,4363561;-0,1020212;-0,4660807;0,0315876;-0,1042643;-0,392303;-0,1642184;-0,3405313;-0,5748181;-0,251256;-0,2566957;-0,04938316;-0,1539826;-0,2726526;-0,6515002;-0,3110495;-0,4948444;-0,2774334;-0,4287825;0,006814957;-0,03502131;-0,4559851;-0,1993856;-0,1949191;-0,5581346;-0,1969595;-0,5602589;-0,7217364;-0,1969533;-0,800159;-0,234694;-0,8484497;-0,4621191;-0,5835481;-0,5282855;0,02330685;-0,777813;-0,5924144;-0,1443052;-0,3554897;-0,3691792;-0,2862272;-0,07954788;-0,056633;-0,639421;-0,08915758;-0,243763;-0,1523561;-0,1890192;-0,709198;-0,1579685;-0,2740097;-0,4960594;-0,9335794;-0,2243896;-0,8191051;0,04036474;-0,5786858;-0,191009;-0,9313111;-0,428041;-0,1246276;-0,8388681;-0,7269249;-0,9920373;-0,115067;-0,6367307;-0,5224895;-0,5236311;-0,5959992;-0,6384177;-0,01040506;-0,7837586;-0,15239;-0,7752028;-0,3939528;-0,2446475;-0,1603022;-0,4429884;-0,5617156;-0,5567207;-0,7281556;-0,4424233;-0,4954829;-0,6254878;-0,8429275;-0,2188354;-0,07916307;-0,09863567;-0,4369345;-0,7446904;-0,6524491;-0,5185232;-0,3985538;-0,2871718;-0,2604828;-0,4615397;-0,1998711;-0,5259881;-0,6357484;-0,6080422;-0,5135489;-0,5920472;-0,6126919;-0,2805052;-0,1925287;-0,3553162;-0,4844384;-0,5280375;-0,6784053;-0,1190147;-0,03966284;-0,3244348;-0,7053747;-0,2375293;-0,5699615;-0,7788386;-0,1687307;-0,5432129;-0,1973357;-0,6572232;-0,7236333;-0,06266022;-0,6295934;-0,7388377;-0,3475442;-0,03271151;-0,3519893;-0,7023134;-0,1002116;-0,2805405;-0,2893515;-0,6389022;-0,4011416;-0,24828;-0,175653;-0,5315137;-0,7477131;-0,1617198;-0,607655;-0,4732704;-0,5129285;-0,4432974;-0,9646568;-0,2069788;-0,5711927;-0,4774547;-0,6470876;-0,2044911;-0,6700478;-0,2215776;-0,09958172;-0,4601579;
288,000;0,5758734;0,4985418;-0,2346549;0,5310969;0,179163;0,3472648;0,4951735;-0,03772688;0,4357982;0,6017656;0,3500032;0,4883137;0,6626306;0,5652595;0,4136372;0,3695755;0,2100019;0,3885503;0,0003390312;0,5355225;-0,02861261;0,05614758;0,5895858;0,5821991;-0,0759511;0,3984165;0,3179655;-0,03946114;0,08460665;0,607533;0,4628921;0,1181169;0,5734735;-0,2644095;0,3343377;-0,2771678;-0,01687336;0,6901221;0,6610546;0,6027765;-0,2087994;0,7069912;0,4601741;-0,01563978;0,2585783;0,121717;0,5971694;0,1859083;0,3244281;0,5903902;0,5804729;0,2538357;0,2252822;0,03454828;-0,1211691;0,3947601;0,6352735;-0,0229907;0,6545091;0,07322025;0,4915648;0,02112103;-0,07141972;0,1841445;0,5082841;0,1395755;0,03623104;0,2417393;0,5685191;0,2486901;0,3622508;0,6480255;0,2290187;0,2128158;0,05966187;0,3616567;0,1974254;0,5254564;0,5999455;0,3907213;0,1016631;0,4703608;0,1553941;-0,1730022;-0,007936954;0,5071054;0,2109485;0,4491849;0,5851707;0,3253593;-0,01624727;-0,04948616;0,08207846;-0,2242451;-0,07932472;0,45718;0,4626608;0,01136684;-0,04207087;0,5533071;0,5425835;0,1385746;0,5079432;0,2991862;0,6094766;0,5729809;0,4763694;0,4533601;0,05675316;0,07299662;0,1245809;0,1633687;0,1348376;0,4874759;0,3921766;0,174933;0,5762548;0,4556727;0,1922388;0,4796476;0,5368423;-0,1720471;0,4777198;-0,1147981;0,5644841;0,6622024;0,5353165;0,03243589;-0,1812067;0,5865278;0,4983258;0,49121;0,666656;0,3721676;0,00579834;0,486196;-0,09364986;0,5514698;0,3523521;0,02207088;0,6977654;0,550386;0,212604;0,07771444;0,01093435;0,1727486;0,1895213;0,5942516;0,4735656;0,03033686;0,1421237;0,4862218;0,4589238;0,6457405;0,1822085;0,5254283;0,5335393;0,3176785;0,2621245;0,6934004;0,4619646;0,5649123;0,6424694;0,1249986;0,1837821;0,4973435;0,151372;0,5568576;0,2983341;0,6250038;-0,01166582;0,1831126;0,5767961;0,556273;0,5689297;0,2687821;0,3725152;0,308785;0,6316547;0,6056123;0,2963977;
289,000;-0,3580642;-0,1795707;-0,09485865;-0,3764014;0,03939342;-0,2668772;-0,7048402;-0,4530234;0,1148963;-0,5617337;-0,3914084;-0,3649125;-0,5318527;-0,5856628;-0,769547;-0,6248741;0,03867054;-0,6018357;-0,03943014;0,09202862;-0,007618427;-0,2871065;0,09471607;-0,1974187;-0,7246571;-0,6902299;-0,0168438;-0,3160105;0,02830839;-0,3412762;0,06107187;-0,02408695;0,05251694;-0,008710384;-0,236589;-0,009000301;-0,4427948;-0,6993055;-0,5394077;-0,3631563;-0,6742139;-0,812922;-0,134758;-0,2986584;0,03830862;-0,5761962;-0,6001487;-0,5917778;-0,2878571;-0,5039601;0,09770632;-0,7901545;-0,2030206;0,01910305;0,01654148;0,08736229;-0,3658242;0,02566242;-0,40799;-0,5217032;-0,2123613;-0,6997228;-0,008743286;-0,5983644;-0,2100267;-0,7785459;-0,0275631;-0,003103256;-0,5456443;-0,3463874;-0,670434;-0,6898804;0,01461411;-0,7542238;-0,0265398;-0,5079122;-0,3190846;-0,5496111;-0,1687264;-0,5285773;-0,575479;-0,2007852;0,02920437;-0,4454312;-0,003152847;-0,1814275;-0,4671197;-0,3177691;-0,5577469;-0,2335887;-0,5486555;-0,196691;-0,740798;-0,1310816;-0,2494502;0,1244216;0,1061625;-0,4127011;-0,4746289;0,05843544;-0,4988112;0,03332853;-0,2100267;-0,5808215;0,02542973;0,09839869;-0,172152;-0,1737871;-0,02599907;-0,3002238;-0,2873611;-0,4802938;0,03697824;-0,3224154;-0,5708885;-0,4186106;0,04364824;0,0651679;-0,2538314;0,1389418;-0,5012035;-0,7709479;0,1174636;-0,3039036;-0,3338828;-0,5935335;0,08953857;-0,7860212;-0,05759525;-0,4473701;-0,4836688;0,07324505;-0,421133;-0,5178108;-0,3399129;-0,1767478;-0,5990677;-0,3710341;-0,4290171;-0,04952145;-0,6725326;-0,3441505;-0,4359255;-0,264782;-0,002327919;-0,2461157;-0,2588692;0,04926777;-0,4787688;-0,2843394;-0,04093313;0,09896135;0,1077585;-0,1916404;-0,4777255;-0,1770768;-0,1845961;-0,2192826;-0,4017067;-0,7164388;-0,1479707;-0,4452863;-0,3533225;-0,7129645;-0,3522611;-0,5016861;-0,002581596;-0,5652161;-0,2892008;-0,6821823;-0,04208374;-0,2598104;0,1165695;0,04921961;-0,3378935;-0,3930821;-0,4430633;-0,6493206;-0,3405876;-0,2368217;-0,2885385;
