,d2o 185 By Administrator Date Thursday. December 16 2021,
Time,15:21:53,
Wavenumbers [1/cm],Transmittance %,
5755.000,8.75988,
5754.000,8.70948,
5753.000,8.65967,
5752.000,8.61079,
5751.000,8.56211,
5750.000,8.51286,
5749.000,8.4633,
5748.000,8.41406,
5747.000,8.36511,
5746.000,8.31639,
5745.000,8.26902,
5744.000,8.22416,
5743.000,8.18084,
5742.000,8.1367,
5741.000,8.09074,
5740.000,8.04412,
5739.000,7.99811,
5738.000,7.95288,
5737.000,7.9083,
5736.000,7.86426,
5735.000,7.81984,
5734.000,7.77352,
5733.000,7.72509,
5732.000,7.6761,
5731.000,7.62828,
5730.000,7.5822,
5729.000,7.5378,
5728.000,7.49487,
5727.000,7.45283,
5726.000,7.41114,
5725.000,7.36984,
5724.000,7.32896,
5723.000,7.28741,
5722.000,7.24391,
5721.000,7.19897,
5720.000,7.15452,
5719.000,7.11146,
5718.000,7.06893,
5717.000,7.0262,
5716.000,6.98383,
5715.000,6.94219,
5714.000,6.90065,
5713.000,6.85902,
5712.000,6.81868,
5711.000,6.78108,
5710.000,6.74575,
5709.000,6.71053,
5708.000,6.67315,
5707.000,6.63236,
5706.000,6.58828,
5705.000,6.54235,
5704.000,6.49683,
5703.000,6.45353,
5702.000,6.41322,
5701.000,6.37571,
5700.000,6.34002,
5699.000,6.30432,
5698.000,6.26668,
5697.000,6.22663,
5696.000,6.18565,
5695.000,6.14606,
5694.000,6.10958,
5693.000,6.07619,
5692.000,6.04412,
5691.000,6.01071,
5690.000,5.97431,
5689.000,5.93549,
5688.000,5.89625,
5687.000,5.85824,
5686.000,5.82209,
5685.000,5.78769,
5684.000,5.75434,
5683.000,5.72071,
5682.000,5.68548,
5681.000,5.64851,
5680.000,5.61096,
5679.000,5.57432,
5678.000,5.53933,
5677.000,5.50566,
5676.000,5.47249,
5675.000,5.43942,
5674.000,5.40656,
5673.000,5.37346,
5672.000,5.3385,
5671.000,5.30064,
5670.000,5.26156,
5669.000,5.22458,
5668.000,5.19119,
5667.000,5.15998,
5666.000,5.12917,
5665.000,5.09821,
5664.000,5.06621,
5663.000,5.03121,
5662.000,4.99287,
5661.000,4.95412,
5660.000,4.91839,
5659.000,4.8859,
5658.000,4.85456,
5657.000,4.82329,
5656.000,4.79231,
5655.000,4.76105,
5654.000,4.72842,
5653.000,4.69483,
5652.000,4.66208,
5651.000,4.63079,
5650.000,4.59991,
5649.000,4.5688,
5648.000,4.53827,
5647.000,4.50904,
5646.000,4.4805,
5645.000,4.45135,
5644.000,4.42083,
5643.000,4.38904,
5642.000,4.35679,
5641.000,4.3253,
5640.000,4.29547,
5639.000,4.26748,
5638.000,4.24122,
5637.000,4.21636,
5636.000,4.19138,
5635.000,4.16388,
5634.000,4.1329,
5633.000,4.10025,
5632.000,4.06851,
5631.000,4.03847,
5630.000,4.00987,
5629.000,3.98327,
5628.000,3.95919,
5627.000,3.93613,
5626.000,3.91164,
5625.000,3.88513,
5624.000,3.85796,
5623.000,3.83078,
5622.000,3.80299,
5621.000,3.77469,
5620.000,3.74714,
5619.000,3.72074,
5618.000,3.69446,
5617.000,3.66774,
5616.000,3.64141,
5615.000,3.61619,
5614.000,3.59168,
5613.000,3.56756,
5612.000,3.54427,
5611.000,3.52178,
5610.000,3.49882,
5609.000,3.47433,
5608.000,3.44896,
5607.000,3.42419,
5606.000,3.40075,
5605.000,3.37837,
5604.000,3.35643,
5603.000,3.33419,
5602.000,3.31085,
5601.000,3.28622,
5600.000,3.26104,
5599.000,3.23652,
5598.000,3.21347,
5597.000,3.19175,
5596.000,3.17001,
5595.000,3.14653,
5594.000,3.12086,
5593.000,3.09452,
5592.000,3.06941,
5591.000,3.04597,
5590.000,3.02363,
5589.000,3.00229,
5588.000,2.98202,
5587.000,2.96169,
5586.000,2.93972,
5585.000,2.91618,
5584.000,2.89277,
5583.000,2.87036,
5582.000,2.84817,
5581.000,2.82557,
5580.000,2.80338,
5579.000,2.78251,
5578.000,2.76273,
5577.000,2.74348,
5576.000,2.72484,
5575.000,2.70663,
5574.000,2.68763,
5573.000,2.66682,
5572.000,2.64479,
5571.000,2.62296,
5570.000,2.60221,
5569.000,2.58277,
5568.000,2.56483,
5567.000,2.54813,
5566.000,2.53151,
5565.000,2.51364,
5564.000,2.49434,
5563.000,2.47437,
5562.000,2.45425,
5561.000,2.43395,
5560.000,2.41343,
5559.000,2.39293,
5558.000,2.37251,
5557.000,2.35214,
5556.000,2.33228,
5555.000,2.31415,
5554.000,2.29876,
5553.000,2.28571,
5552.000,2.27302,
5551.000,2.25847,
5550.000,2.24127,
5549.000,2.22233,
5548.000,2.20313,
5547.000,2.18478,
5546.000,2.16798,
5545.000,2.15322,
5544.000,2.14008,
5543.000,2.12712,
5542.000,2.11306,
5541.000,2.09798,
5540.000,2.08266,
5539.000,2.06733,
5538.000,2.05171,
5537.000,2.03614,
5536.000,2.02136,
5535.000,2.00741,
5534.000,1.99365,
5533.000,1.97992,
5532.000,1.96651,
5531.000,1.9531,
5530.000,1.93898,
5529.000,1.92452,
5528.000,1.91125,
5527.000,1.89986,
5526.000,1.88909,
5525.000,1.87744,
5524.000,1.86486,
5523.000,1.85209,
5522.000,1.83931,
5521.000,1.82658,
5520.000,1.81479,
5519.000,1.80494,
5518.000,1.79663,
5517.000,1.78837,
5516.000,1.77928,
5515.000,1.76966,
5514.000,1.76004,
5513.000,1.75065,
5512.000,1.74188,
5511.000,1.73433,
5510.000,1.72772,
5509.000,1.7204,
5508.000,1.71065,
5507.000,1.6985,
5506.000,1.6859,
5505.000,1.67496,
5504.000,1.66619,
5503.000,1.65872,
5502.000,1.6517,
5501.000,1.64498,
5500.000,1.63856,
5499.000,1.63207,
5498.000,1.62535,
5497.000,1.61879,
5496.000,1.61238,
5495.000,1.60494,
5494.000,1.59536,
5493.000,1.58464,
5492.000,1.57557,
5491.000,1.56998,
5490.000,1.56684,
5489.000,1.56357,
5488.000,1.5584,
5487.000,1.55148,
5486.000,1.54419,
5485.000,1.53808,
5484.000,1.53396,
5483.000,1.53139,
5482.000,1.52915,
5481.000,1.52633,
5480.000,1.52287,
5479.000,1.519,
5478.000,1.51491,
5477.000,1.51092,
5476.000,1.50757,
5475.000,1.50472,
5474.000,1.5015,
5473.000,1.49761,
5472.000,1.49424,
5471.000,1.49306,
5470.000,1.49431,
5469.000,1.49636,
5468.000,1.49705,
5467.000,1.49494,
5466.000,1.48993,
5465.000,1.48324,
5464.000,1.47706,
5463.000,1.47337,
5462.000,1.47311,
5461.000,1.47597,
5460.000,1.48064,
5459.000,1.48508,
5458.000,1.48735,
5457.000,1.48692,
5456.000,1.48505,
5455.000,1.48335,
5454.000,1.48228,
5453.000,1.48138,
5452.000,1.48035,
5451.000,1.47912,
5450.000,1.47738,
5449.000,1.4751,
5448.000,1.47342,
5447.000,1.47391,
5446.000,1.47674,
5445.000,1.48049,
5444.000,1.48369,
5443.000,1.48586,
5442.000,1.48704,
5441.000,1.48736,
5440.000,1.48747,
5439.000,1.48855,
5438.000,1.49104,
5437.000,1.4941,
5436.000,1.4968,
5435.000,1.49957,
5434.000,1.50351,
5433.000,1.50829,
5432.000,1.51193,
5431.000,1.51283,
5430.000,1.5116,
5429.000,1.51032,
5428.000,1.51061,
5427.000,1.5128,
5426.000,1.51673,
5425.000,1.52216,
5424.000,1.52813,
5423.000,1.53307,
5422.000,1.53612,
5421.000,1.53799,
5420.000,1.53999,
5419.000,1.54253,
5418.000,1.54537,
5417.000,1.54877,
5416.000,1.55347,
5415.000,1.55979,
5414.000,1.5675,
5413.000,1.57661,
5412.000,1.58711,
5411.000,1.59779,
5410.000,1.60629,
5409.000,1.61091,
5408.000,1.61175,
5407.000,1.6102,
5406.000,1.60804,
5405.000,1.60746,
5404.000,1.61038,
5403.000,1.61707,
5402.000,1.62557,
5401.000,1.63377,
5400.000,1.64154,
5399.000,1.65013,
5398.000,1.66019,
5397.000,1.67104,
5396.000,1.68163,
5395.000,1.69123,
5394.000,1.69943,
5393.000,1.70639,
5392.000,1.71284,
5391.000,1.7196,
5390.000,1.72693,
5389.000,1.73471,
5388.000,1.7429,
5387.000,1.75164,
5386.000,1.76096,
5385.000,1.77074,
5384.000,1.78068,
5383.000,1.79017,
5382.000,1.79879,
5381.000,1.80718,
5380.000,1.81663,
5379.000,1.82747,
5378.000,1.83833,
5377.000,1.84805,
5376.000,1.8574,
5375.000,1.86809,
5374.000,1.88027,
5373.000,1.89242,
5372.000,1.90346,
5371.000,1.91387,
5370.000,1.92447,
5369.000,1.93514,
5368.000,1.9456,
5367.000,1.95649,
5366.000,1.96877,
5365.000,1.9823,
5364.000,1.99596,
5363.000,2.00911,
5362.000,2.0223,
5361.000,2.03616,
5360.000,2.05034,
5359.000,2.06403,
5358.000,2.07716,
5357.000,2.09058,
5356.000,2.10476,
5355.000,2.11908,
5354.000,2.13283,
5353.000,2.14631,
5352.000,2.16033,
5351.000,2.17497,
5350.000,2.18997,
5349.000,2.20595,
5348.000,2.22407,
5347.000,2.24411,
5346.000,2.26391,
5345.000,2.28137,
5344.000,2.29633,
5343.000,2.31039,
5342.000,2.32528,
5341.000,2.34225,
5340.000,2.36189,
5339.000,2.38362,
5338.000,2.40562,
5337.000,2.42607,
5336.000,2.44428,
5335.000,2.46068,
5334.000,2.47619,
5333.000,2.49198,
5332.000,2.50907,
5331.000,2.52753,
5330.000,2.54668,
5329.000,2.56631,
5328.000,2.58688,
5327.000,2.60863,
5326.000,2.63107,
5325.000,2.65365,
5324.000,2.67621,
5323.000,2.6987,
5322.000,2.72093,
5321.000,2.74267,
5320.000,2.76375,
5319.000,2.78403,
5318.000,2.80386,
5317.000,2.82434,
5316.000,2.84653,
5315.000,2.87018,
5314.000,2.89414,
5313.000,2.918,
5312.000,2.94269,
5311.000,2.9693,
5310.000,2.99787,
5309.000,3.02761,
5308.000,3.05745,
5307.000,3.08607,
5306.000,3.11224,
5305.000,3.13603,
5304.000,3.15932,
5303.000,3.1845,
5302.000,3.21264,
5301.000,3.24319,
5300.000,3.27464,
5299.000,3.30524,
5298.000,3.33393,
5297.000,3.36121,
5296.000,3.38863,
5295.000,3.41721,
5294.000,3.44689,
5293.000,3.47762,
5292.000,3.50988,
5291.000,3.54366,
5290.000,3.57794,
5289.000,3.61196,
5288.000,3.64621,
5287.000,3.6814,
5286.000,3.71726,
5285.000,3.75307,
5284.000,3.78853,
5283.000,3.82341,
5282.000,3.85709,
5281.000,3.88952,
5280.000,3.92208,
5279.000,3.95657,
5278.000,3.99352,
5277.000,4.0323,
5276.000,4.07227,
5275.000,4.11309,
5274.000,4.15427,
5273.000,4.19516,
5272.000,4.23533,
5271.000,4.27441,
5270.000,4.31225,
5269.000,4.34977,
5268.000,4.38903,
5267.000,4.43146,
5266.000,4.47638,
5265.000,4.52212,
5264.000,4.56784,
5263.000,4.61354,
5262.000,4.65896,
5261.000,4.70389,
5260.000,4.74891,
5259.000,4.79478,
5258.000,4.84096,
5257.000,4.8861,
5256.000,4.93002,
5255.000,4.97452,
5254.000,5.02191,
5253.000,5.07292,
5252.000,5.12633,
5251.000,5.18003,
5250.000,5.23228,
5249.000,5.28266,
5248.000,5.33213,
5247.000,5.38188,
5246.000,5.43211,
5245.000,5.48242,
5244.000,5.53293,
5243.000,5.58407,
5242.000,5.6355,
5241.000,5.68656,
5240.000,5.73774,
5239.000,5.79037,
5238.000,5.84462,
5237.000,5.89905,
5236.000,5.95261,
5235.000,6.0062,
5234.000,6.06151,
5233.000,6.119,
5232.000,6.17761,
5231.000,6.23593,
5230.000,6.29297,
5229.000,6.34866,
5228.000,6.40419,
5227.000,6.46151,
5226.000,6.52205,
5225.000,6.58578,
5224.000,6.65128,
5223.000,6.7165,
5222.000,6.77973,
5221.000,6.84047,
5220.000,6.89939,
5219.000,6.95729,
5218.000,7.01442,
5217.000,7.07116,
5216.000,7.1284,
5215.000,7.18681,
5214.000,7.24622,
5213.000,7.30624,
5212.000,7.36687,
5211.000,7.4283,
5210.000,7.49082,
5209.000,7.55468,
5208.000,7.61934,
5207.000,7.6831,
5206.000,7.74432,
5205.000,7.80292,
5204.000,7.85984,
5203.000,7.91562,
5202.000,7.97032,
5201.000,8.02401,
5200.000,8.07646,
5199.000,8.12712,
5198.000,8.1762,
5197.000,8.22558,
5196.000,8.27713,
5195.000,8.33022,
5194.000,8.38205,
5193.000,8.43082,
5192.000,8.47715,
5191.000,8.52243,
5190.000,8.56703,
5189.000,8.61063,
5188.000,8.65285,
5187.000,8.69305,
5186.000,8.73054,
5185.000,8.76544,
5184.000,8.7987,
5183.000,8.83093,
5182.000,8.86191,
5181.000,8.89142,
5180.000,8.91954,
5179.000,8.94601,
5178.000,8.97016,
5177.000,8.99177,
5176.000,9.0112,
5175.000,9.02841,
5174.000,9.04284,
5173.000,9.05425,
5172.000,9.06306,
5171.000,9.06972,
5170.000,9.07466,
5169.000,9.07876,
5168.000,9.08277,
5167.000,9.08594,
5166.000,9.08654,
5165.000,9.08377,
5164.000,9.07832,
5163.000,9.07096,
5162.000,9.06171,
5161.000,9.0506,
5160.000,9.03801,
5159.000,9.02386,
5158.000,9.00733,
5157.000,8.98785,
5156.000,8.96581,
5155.000,8.94204,
5154.000,8.91712,
5153.000,8.89145,
5152.000,8.8653,
5151.000,8.83857,
5150.000,8.81073,
5149.000,8.78129,
5148.000,8.74982,
5147.000,8.71604,
5146.000,8.68035,
5145.000,8.644,
5144.000,8.60795,
5143.000,8.57192,
5142.000,8.5349,
5141.000,8.49627,
5140.000,8.45585,
5139.000,8.41362,
5138.000,8.37037,
5137.000,8.32801,
5136.000,8.2878,
5135.000,8.24865,
5134.000,8.20815,
5133.000,8.16496,
5132.000,8.11936,
5131.000,8.07224,
5130.000,8.02467,
5129.000,7.97796,
5128.000,7.93254,
5127.000,7.88734,
5126.000,7.84127,
5125.000,7.79505,
5124.000,7.75007,
5123.000,7.70611,
5122.000,7.66153,
5121.000,7.61544,
5120.000,7.56836,
5119.000,7.52106,
5118.000,7.474,
5117.000,7.42785,
5116.000,7.38289,
5115.000,7.33789,
5114.000,7.29118,
5113.000,7.24261,
5112.000,7.19371,
5111.000,7.14584,
5110.000,7.09944,
5109.000,7.05465,
5108.000,7.01105,
5107.000,6.96695,
5106.000,6.92048,
5105.000,6.87167,
5104.000,6.82241,
5103.000,6.77444,
5102.000,6.72824,
5101.000,6.68367,
5100.000,6.64021,
5099.000,6.59651,
5098.000,6.55127,
5097.000,6.50484,
5096.000,6.45883,
5095.000,6.41417,
5094.000,6.37053,
5093.000,6.32757,
5092.000,6.28559,
5091.000,6.24448,
5090.000,6.20322,
5089.000,6.1608,
5088.000,6.11682,
5087.000,6.07131,
5086.000,6.02492,
5085.000,5.97929,
5084.000,5.93615,
5083.000,5.89564,
5082.000,5.85645,
5081.000,5.81731,
5080.000,5.77783,
5079.000,5.73805,
5078.000,5.69817,
5077.000,5.65874,
5076.000,5.62,
5075.000,5.58114,
5074.000,5.54115,
5073.000,5.50031,
5072.000,5.46,
5071.000,5.42096,
5070.000,5.38276,
5069.000,5.34475,
5068.000,5.30663,
5067.000,5.2683,
5066.000,5.23018,
5065.000,5.1933,
5064.000,5.15809,
5063.000,5.1233,
5062.000,5.08707,
5061.000,5.04911,
5060.000,5.01079,
5059.000,4.97349,
5058.000,4.9377,
5057.000,4.9033,
5056.000,4.8694,
5055.000,4.83417,
5054.000,4.79645,
5053.000,4.75762,
5052.000,4.72053,
5051.000,4.6865,
5050.000,4.65432,
5049.000,4.62206,
5048.000,4.58873,
5047.000,4.554,
5046.000,4.51801,
5045.000,4.48179,
5044.000,4.4467,
5043.000,4.41292,
5042.000,4.37959,
5041.000,4.34648,
5040.000,4.31447,
5039.000,4.28387,
5038.000,4.25356,
5037.000,4.22224,
5036.000,4.1897,
5035.000,4.15662,
5034.000,4.1238,
5033.000,4.09201,
5032.000,4.06163,
5031.000,4.032,
5030.000,4.00183,
5029.000,3.97071,
5028.000,3.93945,
5027.000,3.90891,
5026.000,3.8792,
5025.000,3.85003,
5024.000,3.82107,
5023.000,3.79173,
5022.000,3.76154,
5021.000,3.73092,
5020.000,3.70084,
5019.000,3.67147,
5018.000,3.64195,
5017.000,3.61172,
5016.000,3.58113,
5015.000,3.55083,
5014.000,3.5213,
5013.000,3.4931,
5012.000,3.46661,
5011.000,3.44114,
5010.000,3.41514,
5009.000,3.38782,
5008.000,3.35977,
5007.000,3.33189,
5006.000,3.3045,
5005.000,3.27769,
5004.000,3.2513,
5003.000,3.22447,
5002.000,3.19603,
5001.000,3.1661,
5000.000,3.13641,
4999.000,3.10856,
4998.000,3.08249,
4997.000,3.05714,
4996.000,3.03177,
4995.000,3.00624,
4994.000,2.98048,
4993.000,2.95455,
4992.000,2.92881,
4991.000,2.90351,
4990.000,2.87861,
4989.000,2.8542,
4988.000,2.83073,
4987.000,2.80841,
4986.000,2.78667,
4985.000,2.76455,
4984.000,2.74134,
4983.000,2.71695,
4982.000,2.69195,
4981.000,2.6674,
4980.000,2.64409,
4979.000,2.62186,
4978.000,2.59997,
4977.000,2.57793,
4976.000,2.55565,
4975.000,2.53285,
4974.000,2.50936,
4973.000,2.4857,
4972.000,2.4627,
4971.000,2.4405,
4970.000,2.41866,
4969.000,2.3973,
4968.000,2.37691,
4967.000,2.35688,
4966.000,2.33557,
4965.000,2.31226,
4964.000,2.28825,
4963.000,2.26545,
4962.000,2.24462,
4961.000,2.22542,
4960.000,2.20701,
4959.000,2.18815,
4958.000,2.16757,
4957.000,2.14535,
4956.000,2.12331,
4955.000,2.10323,
4954.000,2.08504,
4953.000,2.06742,
4952.000,2.04951,
4951.000,2.03127,
4950.000,2.01273,
4949.000,1.99372,
4948.000,1.97439,
4947.000,1.95518,
4946.000,1.93621,
4945.000,1.91732,
4944.000,1.89859,
4943.000,1.88039,
4942.000,1.86295,
4941.000,1.84605,
4940.000,1.82935,
4939.000,1.81253,
4938.000,1.79533,
4937.000,1.7776,
4936.000,1.75949,
4935.000,1.74138,
4934.000,1.72371,
4933.000,1.70681,
4932.000,1.6908,
4931.000,1.67533,
4930.000,1.65984,
4929.000,1.64404,
4928.000,1.62808,
4927.000,1.61213,
4926.000,1.59621,
4925.000,1.58041,
4924.000,1.5649,
4923.000,1.5496,
4922.000,1.53412,
4921.000,1.51841,
4920.000,1.50276,
4919.000,1.48739,
4918.000,1.47228,
4917.000,1.45765,
4916.000,1.44406,
4915.000,1.43179,
4914.000,1.42068,
4913.000,1.41055,
4912.000,1.40126,
4911.000,1.3921,
4910.000,1.38182,
4909.000,1.36978,
4908.000,1.35664,
4907.000,1.34358,
4906.000,1.33127,
4905.000,1.3197,
4904.000,1.30861,
4903.000,1.29754,
4902.000,1.28613,
4901.000,1.27478,
4900.000,1.26461,
4899.000,1.25614,
4898.000,1.24835,
4897.000,1.23951,
4896.000,1.22872,
4895.000,1.21647,
4894.000,1.20396,
4893.000,1.19255,
4892.000,1.18327,
4891.000,1.17628,
4890.000,1.1706,
4889.000,1.16475,
4888.000,1.15768,
4887.000,1.14916,
4886.000,1.13978,
4885.000,1.13092,
4884.000,1.124,
4883.000,1.11919,
4882.000,1.11505,
4881.000,1.10982,
4880.000,1.10304,
4879.000,1.09559,
4878.000,1.08862,
4877.000,1.08266,
4876.000,1.07751,
4875.000,1.07244,
4874.000,1.0666,
4873.000,1.05988,
4872.000,1.05297,
4871.000,1.04643,
4870.000,1.04012,
4869.000,1.03379,
4868.000,1.02796,
4867.000,1.02341,
4866.000,1.02002,
4865.000,1.01675,
4864.000,1.01257,
4863.000,1.00717,
4862.000,1.00088,
4861.000,0.994509,
4860.000,0.988997,
4859.000,0.984602,
4858.000,0.980643,
4857.000,0.97643,
4856.000,0.972275,
4855.000,0.969093,
4854.000,0.967153,
4853.000,0.965739,
4852.000,0.964012,
4851.000,0.961714,
4850.000,0.959039,
4849.000,0.956321,
4848.000,0.953792,
4847.000,0.951197,
4846.000,0.947762,
4845.000,0.94308,
4844.000,0.938064,
4843.000,0.934508,
4842.000,0.933563,
4841.000,0.934781,
4840.000,0.936534,
4839.000,0.936982,
4838.000,0.934942,
4837.000,0.930598,
4836.000,0.925527,
4835.000,0.921637,
4834.000,0.919735,
4833.000,0.919203,
4832.000,0.91884,
4831.000,0.917738,
4830.000,0.915631,
4829.000,0.91297,
4828.000,0.910695,
4827.000,0.909443,
4826.000,0.908874,
4825.000,0.908064,
4824.000,0.906591,
4823.000,0.904807,
4822.000,0.903152,
4821.000,0.901737,
4820.000,0.900638,
4819.000,0.900118,
4818.000,0.90035,
4817.000,0.901217,
4816.000,0.902465,
4815.000,0.903704,
4814.000,0.904251,
4813.000,0.903471,
4812.000,0.901519,
4811.000,0.899417,
4810.000,0.89814,
4809.000,0.897853,
4808.000,0.898113,
4807.000,0.898532,
4806.000,0.899033,
4805.000,0.899689,
4804.000,0.900553,
4803.000,0.901535,
4802.000,0.902365,
4801.000,0.902828,
4800.000,0.903122,
4799.000,0.903812,
4798.000,0.905308,
4797.000,0.907499,
4796.000,0.909961,
4795.000,0.912299,
4794.000,0.914217,
4793.000,0.915472,
4792.000,0.915995,
4791.000,0.916098,
4790.000,0.916422,
4789.000,0.917584,
4788.000,0.919754,
4787.000,0.922536,
4786.000,0.925267,
4785.000,0.927484,
4784.000,0.929111,
4783.000,0.930253,
4782.000,0.930993,
4781.000,0.931554,
4780.000,0.932475,
4779.000,0.934409,
4778.000,0.937637,
4777.000,0.941789,
4776.000,0.946007,
4775.000,0.949469,
4774.000,0.951953,
4773.000,0.953995,
4772.000,0.956317,
4771.000,0.959071,
4770.000,0.9618,
4769.000,0.964203,
4768.000,0.966683,
4767.000,0.970002,
4766.000,0.974585,
4765.000,0.980225,
4764.000,0.986231,
4763.000,0.991658,
4762.000,0.995749,
4761.000,0.998554,
4760.000,1.00105,
4759.000,1.00444,
4758.000,1.00918,
4757.000,1.0147,
4756.000,1.01985,
4755.000,1.02379,
4754.000,1.02664,
4753.000,1.0295,
4752.000,1.03359,
4751.000,1.03912,
4750.000,1.04526,
4749.000,1.0513,
4748.000,1.05728,
4747.000,1.06357,
4746.000,1.06996,
4745.000,1.07574,
4744.000,1.08041,
4743.000,1.08411,
4742.000,1.08755,
4741.000,1.09175,
4740.000,1.09741,
4739.000,1.1044,
4738.000,1.11194,
4737.000,1.11953,
4736.000,1.12727,
4735.000,1.13521,
4734.000,1.14282,
4733.000,1.14958,
4732.000,1.15566,
4731.000,1.16144,
4730.000,1.16695,
4729.000,1.17215,
4728.000,1.17767,
4727.000,1.18453,
4726.000,1.19314,
4725.000,1.20309,
4724.000,1.21355,
4723.000,1.22369,
4722.000,1.23284,
4721.000,1.24092,
4720.000,1.24872,
4719.000,1.2572,
4718.000,1.26655,
4717.000,1.27631,
4716.000,1.28635,
4715.000,1.29706,
4714.000,1.30858,
4713.000,1.32044,
4712.000,1.33195,
4711.000,1.34271,
4710.000,1.35262,
4709.000,1.36186,
4708.000,1.37099,
4707.000,1.38055,
4706.000,1.39048,
4705.000,1.40027,
4704.000,1.4098,
4703.000,1.41977,
4702.000,1.43102,
4701.000,1.44369,
4700.000,1.45722,
4699.000,1.47081,
4698.000,1.48397,
4697.000,1.49673,
4696.000,1.50944,
4695.000,1.52246,
4694.000,1.53583,
4693.000,1.54945,
4692.000,1.56348,
4691.000,1.57825,
4690.000,1.5936,
4689.000,1.60855,
4688.000,1.622,
4687.000,1.63382,
4686.000,1.64526,
4685.000,1.65827,
4684.000,1.67402,
4683.000,1.69187,
4682.000,1.70981,
4681.000,1.726,
4680.000,1.74013,
4679.000,1.75339,
4678.000,1.76728,
4677.000,1.78254,
4676.000,1.79876,
4675.000,1.81492,
4674.000,1.8304,
4673.000,1.84569,
4672.000,1.86222,
4671.000,1.88098,
4670.000,1.90156,
4669.000,1.92226,
4668.000,1.94133,
4667.000,1.95812,
4666.000,1.97341,
4665.000,1.9889,
4664.000,2.00613,
4663.000,2.02554,
4662.000,2.04656,
4661.000,2.06838,
4660.000,2.09055,
4659.000,2.11273,
4658.000,2.13441,
4657.000,2.15521,
4656.000,2.17539,
4655.000,2.19581,
4654.000,2.21747,
4653.000,2.24094,
4652.000,2.26603,
4651.000,2.29184,
4650.000,2.31735,
4649.000,2.34225,
4648.000,2.36702,
4647.000,2.39224,
4646.000,2.41794,
4645.000,2.44377,
4644.000,2.4695,
4643.000,2.49511,
4642.000,2.52067,
4641.000,2.54641,
4640.000,2.57264,
4639.000,2.59961,
4638.000,2.62739,
4637.000,2.65604,
4636.000,2.68555,
4635.000,2.71547,
4634.000,2.74505,
4633.000,2.77403,
4632.000,2.80296,
4631.000,2.8327,
4630.000,2.86366,
4629.000,2.89574,
4628.000,2.92862,
4627.000,2.96194,
4626.000,2.99534,
4625.000,3.0287,
4624.000,3.06216,
4623.000,3.09574,
4622.000,3.12918,
4621.000,3.16236,
4620.000,3.19552,
4619.000,3.22902,
4618.000,3.26321,
4617.000,3.29853,
4616.000,3.33548,
4615.000,3.37418,
4614.000,3.41405,
4613.000,3.45422,
4612.000,3.49403,
4611.000,3.53318,
4610.000,3.5718,
4609.000,3.61057,
4608.000,3.65051,
4607.000,3.69208,
4606.000,3.73488,
4605.000,3.77812,
4604.000,3.82129,
4603.000,3.86416,
4602.000,3.90671,
4601.000,3.94914,
4600.000,3.9918,
4599.000,4.03493,
4598.000,4.07861,
4597.000,4.123,
4596.000,4.16837,
4595.000,4.21479,
4594.000,4.26216,
4593.000,4.31061,
4592.000,4.36043,
4591.000,4.41152,
4590.000,4.46319,
4589.000,4.51476,
4588.000,4.56599,
4587.000,4.61688,
4586.000,4.6675,
4585.000,4.71813,
4584.000,4.76915,
4583.000,4.82067,
4582.000,4.87268,
4581.000,4.92543,
4580.000,4.97932,
4579.000,5.03414,
4578.000,5.08911,
4577.000,5.14371,
4576.000,5.19805,
4575.000,5.25228,
4574.000,5.30632,
4573.000,5.36025,
4572.000,5.41445,
4571.000,5.46911,
4570.000,5.524,
4569.000,5.57909,
4568.000,5.63473,
4567.000,5.69094,
4566.000,5.74709,
4565.000,5.80263,
4564.000,5.85767,
4563.000,5.91248,
4562.000,5.96688,
4561.000,6.0205,
4560.000,6.07322,
4559.000,6.12502,
4558.000,6.1758,
4557.000,6.22577,
4556.000,6.27567,
4555.000,6.32613,
4554.000,6.37702,
4553.000,6.42755,
4552.000,6.4769,
4551.000,6.52446,
4550.000,6.56993,
4549.000,6.61354,
4548.000,6.65578,
4547.000,6.69689,
4546.000,6.73663,
4545.000,6.77471,
4544.000,6.81119,
4543.000,6.84627,
4542.000,6.87999,
4541.000,6.91226,
4540.000,6.94293,
4539.000,6.97173,
4538.000,6.99839,
4537.000,7.02284,
4536.000,7.04522,
4535.000,7.06565,
4534.000,7.08431,
4533.000,7.10148,
4532.000,7.11724,
4531.000,7.13112,
4530.000,7.14233,
4529.000,7.15043,
4528.000,7.15551,
4527.000,7.158,
4526.000,7.15858,
4525.000,7.15784,
4524.000,7.1558,
4523.000,7.15165,
4522.000,7.14447,
4521.000,7.13413,
4520.000,7.12123,
4519.000,7.10659,
4518.000,7.09096,
4517.000,7.07497,
4516.000,7.05859,
4515.000,7.04084,
4514.000,7.02054,
4513.000,6.99749,
4512.000,6.97245,
4511.000,6.94623,
4510.000,6.9191,
4509.000,6.891,
4508.000,6.86173,
4507.000,6.83097,
4506.000,6.79863,
4505.000,6.76498,
4504.000,6.73033,
4503.000,6.69461,
4502.000,6.6577,
4501.000,6.61996,
4500.000,6.58182,
4499.000,6.54318,
4498.000,6.5037,
4497.000,6.46354,
4496.000,6.42328,
4495.000,6.38324,
4494.000,6.34337,
4493.000,6.30352,
4492.000,6.26339,
4491.000,6.22234,
4490.000,6.17989,
4489.000,6.13648,
4488.000,6.09311,
