Created as New Dataset,Sample 168 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,0.9083
6999.00,0.9130
6998.00,0.9177
6997.00,0.9223
6996.00,0.9269
6995.00,0.9315
6994.00,0.9362
6993.00,0.9408
6992.00,0.9451
6991.00,0.9492
6990.00,0.9532
6989.00,0.9573
6988.00,0.9616
6987.00,0.9660
6986.00,0.9705
6985.00,0.9750
6984.00,0.9797
6983.00,0.9845
6982.00,0.9893
6981.00,0.9939
6980.00,0.9983
6979.00,1.0027
6978.00,1.0070
6977.00,1.0111
6976.00,1.0152
6975.00,1.0192
6974.00,1.0232
6973.00,1.0271
6972.00,1.0310
6971.00,1.0350
6970.00,1.0391
6969.00,1.0431
6968.00,1.0469
6967.00,1.0506
6966.00,1.0545
6965.00,1.0585
6964.00,1.0624
6963.00,1.0662
6962.00,1.0702
6961.00,1.0744
6960.00,1.0783
6959.00,1.0817
6958.00,1.0847
6957.00,1.0878
6956.00,1.0914
6955.00,1.0955
6954.00,1.0997
6953.00,1.1037
6952.00,1.1074
6951.00,1.1109
6950.00,1.1143
6949.00,1.1175
6948.00,1.1203
6947.00,1.1230
6946.00,1.1258
6945.00,1.1289
6944.00,1.1319
6943.00,1.1348
6942.00,1.1375
6941.00,1.1400
6940.00,1.1425
6939.00,1.1449
6938.00,1.1475
6937.00,1.1500
6936.00,1.1524
6935.00,1.1548
6934.00,1.1572
6933.00,1.1597
6932.00,1.1620
6931.00,1.1644
6930.00,1.1670
6929.00,1.1696
6928.00,1.1720
6927.00,1.1740
6926.00,1.1760
6925.00,1.1781
6924.00,1.1802
6923.00,1.1822
6922.00,1.1840
6921.00,1.1857
6920.00,1.1872
6919.00,1.1885
6918.00,1.1897
6917.00,1.1911
6916.00,1.1928
6915.00,1.1945
6914.00,1.1961
6913.00,1.1977
6912.00,1.1989
6911.00,1.1998
6910.00,1.2003
6909.00,1.2008
6908.00,1.2012
6907.00,1.2017
6906.00,1.2023
6905.00,1.2033
6904.00,1.2047
6903.00,1.2062
6902.00,1.2073
6901.00,1.2078
6900.00,1.2079
6899.00,1.2080
6898.00,1.2082
6897.00,1.2084
6896.00,1.2087
6895.00,1.2090
6894.00,1.2097
6893.00,1.2105
6892.00,1.2110
6891.00,1.2112
6890.00,1.2110
6889.00,1.2108
6888.00,1.2107
6887.00,1.2105
6886.00,1.2101
6885.00,1.2097
6884.00,1.2094
6883.00,1.2091
6882.00,1.2088
6881.00,1.2082
6880.00,1.2075
6879.00,1.2067
6878.00,1.2060
6877.00,1.2053
6876.00,1.2042
6875.00,1.2028
6874.00,1.2014
6873.00,1.2005
6872.00,1.2000
6871.00,1.1993
6870.00,1.1982
6869.00,1.1969
6868.00,1.1960
6867.00,1.1951
6866.00,1.1941
6865.00,1.1925
6864.00,1.1905
6863.00,1.1885
6862.00,1.1866
6861.00,1.1847
6860.00,1.1828
6859.00,1.1809
6858.00,1.1790
6857.00,1.1773
6856.00,1.1758
6855.00,1.1743
6854.00,1.1727
6853.00,1.1709
6852.00,1.1692
6851.00,1.1676
6850.00,1.1658
6849.00,1.1638
6848.00,1.1615
6847.00,1.1592
6846.00,1.1566
6845.00,1.1540
6844.00,1.1513
6843.00,1.1487
6842.00,1.1461
6841.00,1.1433
6840.00,1.1404
6839.00,1.1376
6838.00,1.1349
6837.00,1.1323
6836.00,1.1294
