Created as New Dataset,Sample 185 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,0.9165
6999.00,0.9188
6998.00,0.9212
6997.00,0.9235
6996.00,0.9257
6995.00,0.9280
6994.00,0.9306
6993.00,0.9334
6992.00,0.9363
6991.00,0.9390
6990.00,0.9416
6989.00,0.9443
6988.00,0.9469
6987.00,0.9494
6986.00,0.9518
6985.00,0.9542
6984.00,0.9567
6983.00,0.9593
6982.00,0.9617
6981.00,0.9640
6980.00,0.9664
6979.00,0.9688
6978.00,0.9714
6977.00,0.9742
6976.00,0.9768
6975.00,0.9795
6974.00,0.9823
6973.00,0.9851
6972.00,0.9878
6971.00,0.9903
6970.00,0.9928
6969.00,0.9955
6968.00,0.9984
6967.00,1.0016
6966.00,1.0047
6965.00,1.0077
6964.00,1.0107
6963.00,1.0136
6962.00,1.0164
6961.00,1.0190
6960.00,1.0212
6959.00,1.0235
6958.00,1.0260
6957.00,1.0287
6956.00,1.0313
6955.00,1.0340
6954.00,1.0369
6953.00,1.0400
6952.00,1.0429
6951.00,1.0455
6950.00,1.0479
6949.00,1.0505
6948.00,1.0533
6947.00,1.0560
6946.00,1.0589
6945.00,1.0618
6944.00,1.0646
6943.00,1.0672
6942.00,1.0695
6941.00,1.0718
6940.00,1.0741
6939.00,1.0762
6938.00,1.0783
6937.00,1.0806
6936.00,1.0833
6935.00,1.0858
6934.00,1.0880
6933.00,1.0900
6932.00,1.0922
6931.00,1.0948
6930.00,1.0975
6929.00,1.1001
6928.00,1.1024
6927.00,1.1047
6926.00,1.1071
6925.00,1.1094
6924.00,1.1113
6923.00,1.1129
6922.00,1.1144
6921.00,1.1162
6920.00,1.1182
6919.00,1.1203
6918.00,1.1223
6917.00,1.1243
6916.00,1.1263
6915.00,1.1283
6914.00,1.1301
6913.00,1.1317
6912.00,1.1331
6911.00,1.1341
6910.00,1.1349
6909.00,1.1356
6908.00,1.1364
6907.00,1.1377
6906.00,1.1392
6905.00,1.1410
6904.00,1.1427
6903.00,1.1445
6902.00,1.1461
6901.00,1.1473
6900.00,1.1480
6899.00,1.1484
6898.00,1.1486
6897.00,1.1491
6896.00,1.1496
6895.00,1.1503
6894.00,1.1512
6893.00,1.1522
6892.00,1.1530
6891.00,1.1535
6890.00,1.1538
6889.00,1.1541
6888.00,1.1545
6887.00,1.1548
6886.00,1.1551
6885.00,1.1553
6884.00,1.1556
6883.00,1.1560
6882.00,1.1561
6881.00,1.1559
6880.00,1.1554
6879.00,1.1552
6878.00,1.1553
6877.00,1.1557
6876.00,1.1560
6875.00,1.1562
6874.00,1.1563
6873.00,1.1562
6872.00,1.1559
6871.00,1.1554
6870.00,1.1546
6869.00,1.1537
6868.00,1.1528
6867.00,1.1519
6866.00,1.1511
6865.00,1.1503
6864.00,1.1493
6863.00,1.1482
6862.00,1.1470
6861.00,1.1460
6860.00,1.1453
6859.00,1.1446
6858.00,1.1437
6857.00,1.1427
6856.00,1.1415
6855.00,1.1402
6854.00,1.1389
6853.00,1.1377
6852.00,1.1364
6851.00,1.1352
6850.00,1.1340
6849.00,1.1329
6848.00,1.1315
6847.00,1.1299
6846.00,1.1280
6845.00,1.1260
6844.00,1.1241
6843.00,1.1222
6842.00,1.1205
6841.00,1.1188
6840.00,1.1173
6839.00,1.1157
6838.00,1.1141
6837.00,1.1122
6836.00,1.1102
6835.00,1.1081
6834.00,1.1061
6833.00,1.1040
6832.00,1.1020
6831.00,1.0998
6830.00,1.0978
6829.00,1.0958
6828.00,1.0939
6827.00,1.0919
6826.00,1.0898
6825.00,1.0874
6824.00,1.0849
6823.00,1.0824
6822.00,1.0801
6821.00,1.0780
6820.00,1.0760
6819.00,1.0740
6818.00,1.0716
6817.00,1.0691
6816.00,1.0664
6815.00,1.0638
6814.00,1.0613
6813.00,1.0588
6812.00,1.0565
6811.00,1.0544
6810.00,1.0525
6809.00,1.0506
6808.00,1.0482
6807.00,1.0455
6806.00,1.0428
6805.00,1.0402
6804.00,1.0379
6803.00,1.0357
6802.00,1.0334
6801.00,1.0309
6800.00,1.0283
6799.00,1.0257
6798.00,1.0232
6797.00,1.0206
6796.00,1.0181
6795.00,1.0157
6794.00,1.0134
6793.00,1.0111
6792.00,1.0087
6791.00,1.0061
6790.00,1.0036
6789.00,1.0010
6788.00,0.9985
6787.00,0.9960
6786.00,0.9934
6785.00,0.9908
6784.00,0.9883
6783.00,0.9859
6782.00,0.9836
6781.00,0.9811
6780.00,0.9786
6779.00,0.9761
6778.00,0.9736
6777.00,0.9712
6776.00,0.9689
6775.00,0.9666
6774.00,0.9643
6773.00,0.9621
6772.00,0.9597
6771.00,0.9572
6770.00,0.9548
6769.00,0.9525
6768.00,0.9503
6767.00,0.9483
6766.00,0.9464
6765.00,0.9445
6764.00,0.9423
6763.00,0.9400
6762.00,0.9376
6761.00,0.9352
6760.00,0.9330
6759.00,0.9308
6758.00,0.9287
6757.00,0.9266
6756.00,0.9245
6755.00,0.9222
6754.00,0.9201
6753.00,0.9181
6752.00,0.9162
6751.00,0.9143
6750.00,0.9123
6749.00,0.9103
6748.00,0.9082
6747.00,0.9061
6746.00,0.9039
6745.00,0.9018
6744.00,0.8997
6743.00,0.8978
6742.00,0.8961
6741.00,0.8944
6740.00,0.8927
6739.00,0.8908
6738.00,0.8888
6737.00,0.8869
6736.00,0.8852
6735.00,0.8833
6734.00,0.8814
6733.00,0.8797
6732.00,0.8782
6731.00,0.8768
6730.00,0.8752
6729.00,0.8734
6728.00,0.8718
6727.00,0.8703
6726.00,0.8689
6725.00,0.8674
6724.00,0.8659
6723.00,0.8645
6722.00,0.8632
6721.00,0.8619
6720.00,0.8606
6719.00,0.8591
6718.00,0.8577
6717.00,0.8565
6716.00,0.8554
6715.00,0.8542
6714.00,0.8529
6713.00,0.8517
6712.00,0.8505
6711.00,0.8494
6710.00,0.8483
6709.00,0.8474
6708.00,0.8465
6707.00,0.8455
6706.00,0.8447
6705.00,0.8439
6704.00,0.8431
6703.00,0.8424
6702.00,0.8417
6701.00,0.8411
6700.00,0.8406
6699.00,0.8400
6698.00,0.8394
6697.00,0.8388
6696.00,0.8382
6695.00,0.8376
6694.00,0.8369
6693.00,0.8364
6692.00,0.8360
6691.00,0.8358
6690.00,0.8356
6689.00,0.8353
6688.00,0.8352
6687.00,0.8351
6686.00,0.8351
6685.00,0.8352
6684.00,0.8353
6683.00,0.8352
6682.00,0.8353
6681.00,0.8354
6680.00,0.8356
6679.00,0.8358
6678.00,0.8360
6677.00,0.8363
6676.00,0.8367
6675.00,0.8370
6674.00,0.8374
6673.00,0.8376
6672.00,0.8378
6671.00,0.8381
6670.00,0.8386
6669.00,0.8392
6668.00,0.8400
6667.00,0.8408
6666.00,0.8416
6665.00,0.8426
6664.00,0.8436
6663.00,0.8447
6662.00,0.8457
6661.00,0.8467
6660.00,0.8477
6659.00,0.8487
6658.00,0.8497
6657.00,0.8509
6656.00,0.8520
6655.00,0.8531
6654.00,0.8543
6653.00,0.8556
6652.00,0.8571
6651.00,0.8585
6650.00,0.8597
6649.00,0.8609
6648.00,0.8621
6647.00,0.8634
6646.00,0.8649
6645.00,0.8664
6644.00,0.8681
6643.00,0.8697
6642.00,0.8715
6641.00,0.8734
6640.00,0.8753
6639.00,0.8771
6638.00,0.8788
6637.00,0.8807
6636.00,0.8826
6635.00,0.8846
6634.00,0.8865
6633.00,0.8884
6632.00,0.8903
6631.00,0.8922
6630.00,0.8942
6629.00,0.8963
6628.00,0.8985
6627.00,0.9007
6626.00,0.9030
6625.00,0.9053
6624.00,0.9076
6623.00,0.9097
6622.00,0.9119
6621.00,0.9142
6620.00,0.9166
6619.00,0.9190
6618.00,0.9212
6617.00,0.9235
6616.00,0.9260
6615.00,0.9286
6614.00,0.9312
6613.00,0.9336
6612.00,0.9360
6611.00,0.9384
6610.00,0.9409
6609.00,0.9435
6608.00,0.9460
6607.00,0.9484
6606.00,0.9508
6605.00,0.9533
6604.00,0.9560
6603.00,0.9586
6602.00,0.9613
6601.00,0.9640
6600.00,0.9668
6599.00,0.9697
6598.00,0.9725
6597.00,0.9753
6596.00,0.9779
6595.00,0.9804
6594.00,0.9832
6593.00,0.9863
6592.00,0.9893
6591.00,0.9923
6590.00,0.9951
6589.00,0.9979
6588.00,1.0009
6587.00,1.0038
6586.00,1.0067
6585.00,1.0096
6584.00,1.0124
6583.00,1.0151
6582.00,1.0176
6581.00,1.0201
6580.00,1.0228
6579.00,1.0255
6578.00,1.0285
6577.00,1.0317
6576.00,1.0349
6575.00,1.0380
6574.00,1.0408
6573.00,1.0437
6572.00,1.0468
6571.00,1.0500
6570.00,1.0531
6569.00,1.0560
6568.00,1.0588
6567.00,1.0615
6566.00,1.0641
6565.00,1.0665
6564.00,1.0690
6563.00,1.0717
6562.00,1.0746
6561.00,1.0776
6560.00,1.0804
6559.00,1.0833
6558.00,1.0861
6557.00,1.0890
6556.00,1.0919
6555.00,1.0948
6554.00,1.0976
6553.00,1.1004
6552.00,1.1030
6551.00,1.1056
6550.00,1.1081
6549.00,1.1105
6548.00,1.1129
6547.00,1.1152
6546.00,1.1177
6545.00,1.1202
6544.00,1.1225
6543.00,1.1248
6542.00,1.1271
6541.00,1.1295
6540.00,1.1318
6539.00,1.1339
6538.00,1.1361
6537.00,1.1384
6536.00,1.1407
6535.00,1.1429
6534.00,1.1450
6533.00,1.1470
6532.00,1.1488
6531.00,1.1506
6530.00,1.1523
6529.00,1.1543
6528.00,1.1564
6527.00,1.1584
6526.00,1.1601
6525.00,1.1618
6524.00,1.1636
6523.00,1.1652
6522.00,1.1668
6521.00,1.1682
6520.00,1.1695
6519.00,1.1709
6518.00,1.1724
6517.00,1.1738
6516.00,1.1752
6515.00,1.1765
6514.00,1.1779
6513.00,1.1793
6512.00,1.1804
6511.00,1.1813
6510.00,1.1822
6509.00,1.1830
6508.00,1.1837
6507.00,1.1842
6506.00,1.1846
6505.00,1.1849
6504.00,1.1851
6503.00,1.1852
6502.00,1.1855
6501.00,1.1860
6500.00,1.1867
6499.00,1.1875
6498.00,1.1882
6497.00,1.1886
6496.00,1.1888
6495.00,1.1888
6494.00,1.1889
6493.00,1.1890
6492.00,1.1892
6491.00,1.1894
6490.00,1.1894
6489.00,1.1894
6488.00,1.1893
6487.00,1.1892
6486.00,1.1888
6485.00,1.1885
6484.00,1.1881
6483.00,1.1877
6482.00,1.1871
6481.00,1.1863
6480.00,1.1853
6479.00,1.1843
6478.00,1.1833
6477.00,1.1823
6476.00,1.1812
6475.00,1.1803
6474.00,1.1794
6473.00,1.1786
6472.00,1.1776
6471.00,1.1762
6470.00,1.1748
6469.00,1.1734
6468.00,1.1719
6467.00,1.1703
6466.00,1.1688
6465.00,1.1676
6464.00,1.1666
6463.00,1.1654
6462.00,1.1636
6461.00,1.1615
6460.00,1.1595
6459.00,1.1577
6458.00,1.1561
6457.00,1.1545
6456.00,1.1527
6455.00,1.1508
6454.00,1.1488
6453.00,1.1466
6452.00,1.1443
6451.00,1.1420
6450.00,1.1398
6449.00,1.1379
6448.00,1.1360
6447.00,1.1340
6446.00,1.1317
6445.00,1.1293
6444.00,1.1268
6443.00,1.1244
6442.00,1.1220
6441.00,1.1197
6440.00,1.1173
6439.00,1.1149
6438.00,1.1123
6437.00,1.1095
6436.00,1.1067
6435.00,1.1039
6434.00,1.1012
6433.00,1.0987
6432.00,1.0962
6431.00,1.0937
6430.00,1.0910
6429.00,1.0883
6428.00,1.0855
6427.00,1.0826
6426.00,1.0794
6425.00,1.0762
6424.00,1.0731
6423.00,1.0701
6422.00,1.0671
6421.00,1.0641
6420.00,1.0611
6419.00,1.0583
6418.00,1.0556
6417.00,1.0529
6416.00,1.0501
6415.00,1.0473
6414.00,1.0445
6413.00,1.0415
6412.00,1.0384
6411.00,1.0352
6410.00,1.0320
6409.00,1.0289
6408.00,1.0258
6407.00,1.0228
6406.00,1.0198
6405.00,1.0167
6404.00,1.0134
6403.00,1.0100
6402.00,1.0067
6401.00,1.0035
6400.00,1.0005
6399.00,0.9977
6398.00,0.9952
6397.00,0.9926
6396.00,0.9898
6395.00,0.9867
6394.00,0.9835
6393.00,0.9804
6392.00,0.9772
6391.00,0.9741
6390.00,0.9711
6389.00,0.9682
6388.00,0.9654
6387.00,0.9627
6386.00,0.9599
6385.00,0.9571
6384.00,0.9543
6383.00,0.9513
6382.00,0.9484
6381.00,0.9455
6380.00,0.9426
6379.00,0.9396
6378.00,0.9366
6377.00,0.9339
6376.00,0.9313
6375.00,0.9286
6374.00,0.9259
6373.00,0.9232
6372.00,0.9206
6371.00,0.9181
6370.00,0.9156
6369.00,0.9131
6368.00,0.9105
6367.00,0.9080
6366.00,0.9055
6365.00,0.9030
6364.00,0.9005
6363.00,0.8980
6362.00,0.8956
6361.00,0.8931
6360.00,0.8907
6359.00,0.8884
6358.00,0.8863
6357.00,0.8843
6356.00,0.8821
6355.00,0.8799
6354.00,0.8777
6353.00,0.8755
6352.00,0.8732
6351.00,0.8708
6350.00,0.8685
6349.00,0.8665
6348.00,0.8645
6347.00,0.8625
6346.00,0.8605
6345.00,0.8586
6344.00,0.8566
6343.00,0.8546
6342.00,0.8527
6341.00,0.8508
6340.00,0.8491
6339.00,0.8474
6338.00,0.8457
6337.00,0.8441
6336.00,0.8425
6335.00,0.8407
6334.00,0.8390
6333.00,0.8375
6332.00,0.8360
6331.00,0.8344
6330.00,0.8329
6329.00,0.8315
6328.00,0.8300
6327.00,0.8285
6326.00,0.8271
6325.00,0.8257
6324.00,0.8243
6323.00,0.8231
6322.00,0.8219
6321.00,0.8208
6320.00,0.8197
6319.00,0.8187
6318.00,0.8176
6317.00,0.8166
6316.00,0.8155
6315.00,0.8144
6314.00,0.8133
6313.00,0.8123
6312.00,0.8112
6311.00,0.8102
6310.00,0.8093
6309.00,0.8086
6308.00,0.8079
6307.00,0.8072
6306.00,0.8065
6305.00,0.8060
6304.00,0.8056
6303.00,0.8052
6302.00,0.8048
6301.00,0.8045
6300.00,0.8043
6299.00,0.8040
6298.00,0.8037
6297.00,0.8034
6296.00,0.8031
6295.00,0.8027
6294.00,0.8025
6293.00,0.8024
6292.00,0.8024
6291.00,0.8025
6290.00,0.8027
6289.00,0.8029
6288.00,0.8032
6287.00,0.8035
6286.00,0.8038
6285.00,0.8042
6284.00,0.8044
6283.00,0.8046
6282.00,0.8049
6281.00,0.8054
6280.00,0.8059
6279.00,0.8065
6278.00,0.8071
6277.00,0.8079
6276.00,0.8088
6275.00,0.8096
6274.00,0.8104
6273.00,0.8113
6272.00,0.8122
6271.00,0.8131
6270.00,0.8142
6269.00,0.8154
6268.00,0.8166
6267.00,0.8178
6266.00,0.8189
6265.00,0.8202
6264.00,0.8214
6263.00,0.8226
6262.00,0.8238
6261.00,0.8252
6260.00,0.8266
6259.00,0.8280
6258.00,0.8294
6257.00,0.8309
6256.00,0.8326
6255.00,0.8343
6254.00,0.8361
6253.00,0.8379
6252.00,0.8397
6251.00,0.8415
6250.00,0.8433
6249.00,0.8452
6248.00,0.8471
6247.00,0.8492
6246.00,0.8513
6245.00,0.8535
6244.00,0.8556
6243.00,0.8577
6242.00,0.8598
6241.00,0.8620
6240.00,0.8642
6239.00,0.8664
