Created as New Dataset,Sample 184 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,0.7909
6999.00,0.7912
6998.00,0.7914
6997.00,0.7917
6996.00,0.7921
6995.00,0.7926
6994.00,0.7932
6993.00,0.7939
6992.00,0.7946
6991.00,0.7952
6990.00,0.7958
6989.00,0.7964
6988.00,0.7972
6987.00,0.7981
6986.00,0.7988
6985.00,0.7996
6984.00,0.8006
6983.00,0.8018
6982.00,0.8031
6981.00,0.8043
6980.00,0.8054
6979.00,0.8065
6978.00,0.8078
6977.00,0.8092
6976.00,0.8106
6975.00,0.8119
6974.00,0.8131
6973.00,0.8144
6972.00,0.8157
6971.00,0.8171
6970.00,0.8184
6969.00,0.8199
6968.00,0.8215
6967.00,0.8231
6966.00,0.8249
6965.00,0.8266
6964.00,0.8283
6963.00,0.8299
6962.00,0.8317
6961.00,0.8335
6960.00,0.8352
6959.00,0.8368
6958.00,0.8384
6957.00,0.8401
6956.00,0.8420
6955.00,0.8438
6954.00,0.8455
6953.00,0.8472
6952.00,0.8491
6951.00,0.8512
6950.00,0.8535
6949.00,0.8557
6948.00,0.8578
6947.00,0.8596
6946.00,0.8614
6945.00,0.8631
6944.00,0.8648
6943.00,0.8667
6942.00,0.8687
6941.00,0.8709
6940.00,0.8732
6939.00,0.8756
6938.00,0.8781
6937.00,0.8805
6936.00,0.8829
6935.00,0.8852
6934.00,0.8875
6933.00,0.8899
6932.00,0.8923
6931.00,0.8948
6930.00,0.8973
6929.00,0.8998
6928.00,0.9023
6927.00,0.9047
6926.00,0.9072
6925.00,0.9098
6924.00,0.9122
6923.00,0.9146
6922.00,0.9170
6921.00,0.9195
6920.00,0.9220
6919.00,0.9246
6918.00,0.9274
6917.00,0.9303
6916.00,0.9330
6915.00,0.9355
6914.00,0.9380
6913.00,0.9407
6912.00,0.9436
6911.00,0.9466
6910.00,0.9494
6909.00,0.9521
6908.00,0.9547
6907.00,0.9575
6906.00,0.9602
6905.00,0.9629
6904.00,0.9657
6903.00,0.9685
6902.00,0.9714
6901.00,0.9743
6900.00,0.9772
6899.00,0.9799
6898.00,0.9823
6897.00,0.9847
6896.00,0.9872
6895.00,0.9896
6894.00,0.9922
6893.00,0.9949
6892.00,0.9978
6891.00,1.0007
6890.00,1.0037
6889.00,1.0068
6888.00,1.0098
6887.00,1.0128
6886.00,1.0157
6885.00,1.0185
6884.00,1.0212
6883.00,1.0240
6882.00,1.0268
6881.00,1.0299
6880.00,1.0329
6879.00,1.0359
6878.00,1.0386
6877.00,1.0412
6876.00,1.0437
6875.00,1.0461
6874.00,1.0486
6873.00,1.0513
6872.00,1.0542
6871.00,1.0570
6870.00,1.0599
