Created as New Dataset,Sample 179 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,0.8787
6999.00,0.8820
6998.00,0.8851
6997.00,0.8884
6996.00,0.8918
6995.00,0.8953
6994.00,0.8989
6993.00,0.9023
6992.00,0.9056
6991.00,0.9090
6990.00,0.9126
6989.00,0.9163
6988.00,0.9201
6987.00,0.9239
6986.00,0.9278
6985.00,0.9316
6984.00,0.9353
6983.00,0.9387
6982.00,0.9420
6981.00,0.9454
6980.00,0.9490
6979.00,0.9527
6978.00,0.9565
6977.00,0.9603
6976.00,0.9641
6975.00,0.9679
6974.00,0.9717
6973.00,0.9755
6972.00,0.9794
6971.00,0.9835
6970.00,0.9876
6969.00,0.9916
6968.00,0.9954
6967.00,0.9989
6966.00,1.0022
6965.00,1.0054
6964.00,1.0088
6963.00,1.0124
6962.00,1.0163
6961.00,1.0200
6960.00,1.0236
6959.00,1.0273
6958.00,1.0311
6957.00,1.0348
6956.00,1.0381
6955.00,1.0410
6954.00,1.0439
6953.00,1.0472
6952.00,1.0508
6951.00,1.0542
6950.00,1.0575
6949.00,1.0609
6948.00,1.0643
6947.00,1.0675
6946.00,1.0706
6945.00,1.0736
6944.00,1.0767
6943.00,1.0801
6942.00,1.0837
6941.00,1.0876
6940.00,1.0915
6939.00,1.0949
6938.00,1.0978
6937.00,1.1003
6936.00,1.1026
6935.00,1.1050
6934.00,1.1074
6933.00,1.1101
6932.00,1.1130
6931.00,1.1160
6930.00,1.1188
6929.00,1.1215
6928.00,1.1241
6927.00,1.1265
6926.00,1.1289
6925.00,1.1312
6924.00,1.1337
6923.00,1.1362
6922.00,1.1386
6921.00,1.1408
6920.00,1.1430
6919.00,1.1453
6918.00,1.1478
6917.00,1.1502
6916.00,1.1526
6915.00,1.1549
6914.00,1.1571
6913.00,1.1592
6912.00,1.1608
6911.00,1.1618
6910.00,1.1626
6909.00,1.1634
6908.00,1.1643
6907.00,1.1655
6906.00,1.1669
6905.00,1.1685
6904.00,1.1704
6903.00,1.1724
6902.00,1.1746
6901.00,1.1765
6900.00,1.1780
6899.00,1.1790
6898.00,1.1796
6897.00,1.1803
6896.00,1.1812
6895.00,1.1822
6894.00,1.1832
6893.00,1.1839
6892.00,1.1844
6891.00,1.1848
6890.00,1.1856
6889.00,1.1865
6888.00,1.1873
6887.00,1.1878
6886.00,1.1885
6885.00,1.1894
6884.00,1.1901
6883.00,1.1902
6882.00,1.1899
6881.00,1.1898
6880.00,1.1901
6879.00,1.1905
6878.00,1.1907
6877.00,1.1908
6876.00,1.1909
6875.00,1.1909
6874.00,1.1908
6873.00,1.1903
6872.00,1.1898
6871.00,1.1891
6870.00,1.1885
6869.00,1.1878
6868.00,1.1870
6867.00,1.1862
6866.00,1.1855
6865.00,1.1851
6864.00,1.1851
6863.00,1.1851
6862.00,1.1849
6861.00,1.1846
6860.00,1.1842
6859.00,1.1834
6858.00,1.1824
6857.00,1.1812
6856.00,1.1801
6855.00,1.1789
6854.00,1.1775
6853.00,1.1758
6852.00,1.1745
6851.00,1.1735
6850.00,1.1725
6849.00,1.1712
6848.00,1.1695
6847.00,1.1677
6846.00,1.1662
6845.00,1.1648
6844.00,1.1632
6843.00,1.1611
6842.00,1.1590
6841.00,1.1573
6840.00,1.1559
6839.00,1.1545
6838.00,1.1528
6837.00,1.1510
6836.00,1.1492
6835.00,1.1474
6834.00,1.1456
6833.00,1.1438
6832.00,1.1420
6831.00,1.1401
6830.00,1.1379
6829.00,1.1355
6828.00,1.1332
6827.00,1.1308
6826.00,1.1284
6825.00,1.1258
6824.00,1.1235
6823.00,1.1215
6822.00,1.1199
6821.00,1.1182
6820.00,1.1163
6819.00,1.1140
6818.00,1.1113
6817.00,1.1084
6816.00,1.1055
6815.00,1.1026
6814.00,1.0994
6813.00,1.0963
6812.00,1.0932
6811.00,1.0904
6810.00,1.0875
6809.00,1.0847
6808.00,1.0819
6807.00,1.0791
6806.00,1.0763
6805.00,1.0731
6804.00,1.0699
6803.00,1.0667
6802.00,1.0635
6801.00,1.0602
6800.00,1.0568
6799.00,1.0535
6798.00,1.0504
6797.00,1.0472
6796.00,1.0437
6795.00,1.0400
6794.00,1.0364
6793.00,1.0330
6792.00,1.0297
6791.00,1.0262
6790.00,1.0228
6789.00,1.0195
6788.00,1.0163
6787.00,1.0128
6786.00,1.0091
6785.00,1.0053
6784.00,1.0014
6783.00,0.9976
6782.00,0.9938
6781.00,0.9901
6780.00,0.9863
6779.00,0.9826
6778.00,0.9788
6777.00,0.9751
6776.00,0.9713
6775.00,0.9674
6774.00,0.9635
6773.00,0.9597
6772.00,0.9560
6771.00,0.9523
6770.00,0.9486
