Created as New Dataset,Sample 171 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,1.2028
6999.00,1.2033
6998.00,1.2039
6997.00,1.2046
6996.00,1.2053
6995.00,1.2058
6994.00,1.2063
6993.00,1.2066
6992.00,1.2067
6991.00,1.2066
6990.00,1.2064
6989.00,1.2060
6988.00,1.2051
6987.00,1.2040
6986.00,1.2028
6985.00,1.2022
6984.00,1.2019
6983.00,1.2015
6982.00,1.2010
6981.00,1.2005
6980.00,1.2002
6979.00,1.1997
6978.00,1.1989
6977.00,1.1978
6976.00,1.1966
6975.00,1.1954
6974.00,1.1940
6973.00,1.1925
6972.00,1.1908
6971.00,1.1893
6970.00,1.1879
6969.00,1.1867
6968.00,1.1855
6967.00,1.1842
6966.00,1.1826
6965.00,1.1807
6964.00,1.1790
6963.00,1.1776
6962.00,1.1762
6961.00,1.1747
6960.00,1.1729
6959.00,1.1710
6958.00,1.1691
6957.00,1.1670
6956.00,1.1648
6955.00,1.1624
6954.00,1.1599
6953.00,1.1574
6952.00,1.1550
6951.00,1.1527
6950.00,1.1503
6949.00,1.1479
6948.00,1.1452
6947.00,1.1424
6946.00,1.1399
6945.00,1.1378
6944.00,1.1358
6943.00,1.1335
6942.00,1.1307
6941.00,1.1278
6940.00,1.1248
6939.00,1.1219
6938.00,1.1188
6937.00,1.1156
6936.00,1.1121
6935.00,1.1085
6934.00,1.1049
6933.00,1.1014
6932.00,1.0980
6931.00,1.0944
6930.00,1.0906
6929.00,1.0868
6928.00,1.0833
6927.00,1.0801
6926.00,1.0766
6925.00,1.0728
6924.00,1.0688
6923.00,1.0649
6922.00,1.0611
6921.00,1.0574
6920.00,1.0536
6919.00,1.0498
6918.00,1.0459
6917.00,1.0420
6916.00,1.0379
6915.00,1.0338
6914.00,1.0294
6913.00,1.0248
6912.00,1.0201
6911.00,1.0154
6910.00,1.0110
6909.00,1.0066
6908.00,1.0022
6907.00,0.9979
6906.00,0.9936
6905.00,0.9894
6904.00,0.9850
6903.00,0.9806
6902.00,0.9763
6901.00,0.9718
6900.00,0.9672
6899.00,0.9623
6898.00,0.9575
6897.00,0.9527
6896.00,0.9480
6895.00,0.9433
6894.00,0.9386
6893.00,0.9338
6892.00,0.9290
6891.00,0.9240
6890.00,0.9188
6889.00,0.9137
6888.00,0.9086
6887.00,0.9036
6886.00,0.8986
6885.00,0.8937
6884.00,0.8891
6883.00,0.8845
6882.00,0.8799
6881.00,0.8750
6880.00,0.8702
6879.00,0.8654
6878.00,0.8607
6877.00,0.8559
6876.00,0.8510
6875.00,0.8461
6874.00,0.8412
6873.00,0.8364
6872.00,0.8317
6871.00,0.8271
6870.00,0.8225
6869.00,0.8182
6868.00,0.8139
6867.00,0.8098
6866.00,0.8056
6865.00,0.8014
6864.00,0.7971
6863.00,0.7927
6862.00,0.7885
6861.00,0.7844
6860.00,0.7803
6859.00,0.7764
6858.00,0.7725
6857.00,0.7688
6856.00,0.7651
6855.00,0.7615
6854.00,0.7581
6853.00,0.7548
6852.00,0.7518
6851.00,0.7487
6850.00,0.7458
6849.00,0.7429
6848.00,0.7400
6847.00,0.7372
6846.00,0.7344
6845.00,0.7318
6844.00,0.7294
6843.00,0.7271
6842.00,0.7249
6841.00,0.7229
