Created as New Dataset,Sample 165 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,0.8729
6999.00,0.8679
6998.00,0.8630
6997.00,0.8584
6996.00,0.8539
6995.00,0.8495
6994.00,0.8451
6993.00,0.8405
6992.00,0.8359
6991.00,0.8313
6990.00,0.8270
6989.00,0.8226
6988.00,0.8182
6987.00,0.8139
6986.00,0.8097
6985.00,0.8056
6984.00,0.8014
6983.00,0.7972
6982.00,0.7930
6981.00,0.7890
6980.00,0.7850
6979.00,0.7811
6978.00,0.7773
6977.00,0.7735
6976.00,0.7697
6975.00,0.7660
6974.00,0.7624
6973.00,0.7589
6972.00,0.7556
6971.00,0.7523
6970.00,0.7492
6969.00,0.7462
6968.00,0.7433
6967.00,0.7405
6966.00,0.7378
6965.00,0.7352
6964.00,0.7326
6963.00,0.7301
6962.00,0.7278
6961.00,0.7255
6960.00,0.7233
6959.00,0.7211
6958.00,0.7191
6957.00,0.7174
6956.00,0.7158
6955.00,0.7142
6954.00,0.7126
6953.00,0.7112
6952.00,0.7099
6951.00,0.7089
6950.00,0.7081
6949.00,0.7074
6948.00,0.7067
6947.00,0.7062
6946.00,0.7058
6945.00,0.7056
6944.00,0.7054
6943.00,0.7052
6942.00,0.7051
6941.00,0.7052
6940.00,0.7056
6939.00,0.7061
6938.00,0.7066
6937.00,0.7072
6936.00,0.7079
6935.00,0.7086
6934.00,0.7094
6933.00,0.7102
6932.00,0.7113
6931.00,0.7126
6930.00,0.7141
6929.00,0.7157
6928.00,0.7173
6927.00,0.7191
6926.00,0.7209
6925.00,0.7229
6924.00,0.7248
6923.00,0.7268
6922.00,0.7289
6921.00,0.7313
6920.00,0.7340
6919.00,0.7367
6918.00,0.7394
6917.00,0.7421
6916.00,0.7448
6915.00,0.7476
6914.00,0.7504
6913.00,0.7532
6912.00,0.7560
6911.00,0.7589
6910.00,0.7620
6909.00,0.7654
6908.00,0.7689
6907.00,0.7722
6906.00,0.7756
6905.00,0.7792
6904.00,0.7831
6903.00,0.7871
6902.00,0.7911
6901.00,0.7950
6900.00,0.7989
6899.00,0.8028
6898.00,0.8068
6897.00,0.8109
6896.00,0.8150
6895.00,0.8190
6894.00,0.8232
6893.00,0.8276
6892.00,0.8320
6891.00,0.8362
6890.00,0.8403
6889.00,0.8443
6888.00,0.8486
6887.00,0.8530
6886.00,0.8577
6885.00,0.8624
6884.00,0.8671
6883.00,0.8717
6882.00,0.8763
6881.00,0.8807
6880.00,0.8849
6879.00,0.8891
6878.00,0.8934
6877.00,0.8979
6876.00,0.9024
6875.00,0.9070
6874.00,0.9118
6873.00,0.9169
6872.00,0.9219
6871.00,0.9268
6870.00,0.9315
6869.00,0.9362
6868.00,0.9410
6867.00,0.9455
6866.00,0.9500
6865.00,0.9545
6864.00,0.9594
6863.00,0.9644
6862.00,0.9693
6861.00,0.9741
6860.00,0.9785
6859.00,0.9828
6858.00,0.9871
6857.00,0.9915
6856.00,0.9957
6855.00,1.0000
6854.00,1.0044
6853.00,1.0090
6852.00,1.0138
6851.00,1.0185
6850.00,1.0231
6849.00,1.0276
6848.00,1.0321
6847.00,1.0365
6846.00,1.0408
6845.00,1.0451
6844.00,1.0495
6843.00,1.0537
6842.00,1.0576
6841.00,1.0613
6840.00,1.0651
6839.00,1.0690
6838.00,1.0728
6837.00,1.0766
6836.00,1.0805
6835.00,1.0847
6834.00,1.0889
6833.00,1.0930
6832.00,1.0969
6831.00,1.1005
6830.00,1.1041
6829.00,1.1075
6828.00,1.1112
6827.00,1.1150
6826.00,1.1189
6825.00,1.1224
6824.00,1.1253
6823.00,1.1280
6822.00,1.1310
6821.00,1.1342
6820.00,1.1375
6819.00,1.1409
6818.00,1.1443
6817.00,1.1476
6816.00,1.1507
6815.00,1.1533
6814.00,1.1555
6813.00,1.1578
6812.00,1.1604
6811.00,1.1632
6810.00,1.1662
6809.00,1.1692
6808.00,1.1718
6807.00,1.1742
6806.00,1.1764
6805.00,1.1785
6804.00,1.1805
6803.00,1.1826
6802.00,1.1849
6801.00,1.1874
6800.00,1.1898
6799.00,1.1920
6798.00,1.1942
6797.00,1.1962
6796.00,1.1981
6795.00,1.1997
6794.00,1.2012
6793.00,1.2028
6792.00,1.2046
6791.00,1.2063
6790.00,1.2081
6789.00,1.2101
6788.00,1.2121
6787.00,1.2139
6786.00,1.2152
6785.00,1.2161
6784.00,1.2168
6783.00,1.2175
6782.00,1.2185
6781.00,1.2199
6780.00,1.2215
6779.00,1.2231
6778.00,1.2246
6777.00,1.2258
6776.00,1.2273
6775.00,1.2288
6774.00,1.2300
6773.00,1.2307
6772.00,1.2310
6771.00,1.2315
6770.00,1.2323
6769.00,1.2331
6768.00,1.2336
6767.00,1.2337
6766.00,1.2337
6765.00,1.2340
6764.00,1.2343
6763.00,1.2341
6762.00,1.2337
6761.00,1.2333
6760.00,1.2332
6759.00,1.2333
6758.00,1.2335
6757.00,1.2336
6756.00,1.2337
6755.00,1.2337
6754.00,1.2336
6753.00,1.2337
6752.00,1.2339
6751.00,1.2339
6750.00,1.2336
6749.00,1.2329
6748.00,1.2322
6747.00,1.2315
6746.00,1.2308
6745.00,1.2301
6744.00,1.2295
6743.00,1.2291
6742.00,1.2288
6741.00,1.2285
6740.00,1.2278
6739.00,1.2268
6738.00,1.2256
6737.00,1.2242
6736.00,1.2227
6735.00,1.2212
6734.00,1.2197
6733.00,1.2184
6732.00,1.2172
6731.00,1.2161
6730.00,1.2150
6729.00,1.2137
6728.00,1.2121
6727.00,1.2102
6726.00,1.2084
6725.00,1.2068
6724.00,1.2053
6723.00,1.2036
6722.00,1.2017
6721.00,1.2000
6720.00,1.1982
6719.00,1.1962
6718.00,1.1939
6717.00,1.1913
6716.00,1.1886
6715.00,1.1860
6714.00,1.1838
6713.00,1.1816
