Created as New Dataset,Sample 163 By Administrator Date Friday, November 26 2021
cm-1,A
7000.00,0.7488
6999.00,0.7487
6998.00,0.7486
6997.00,0.7486
6996.00,0.7486
6995.00,0.7488
6994.00,0.7492
6993.00,0.7499
6992.00,0.7509
6991.00,0.7519
6990.00,0.7530
6989.00,0.7541
6988.00,0.7552
6987.00,0.7563
6986.00,0.7575
6985.00,0.7587
6984.00,0.7601
6983.00,0.7617
6982.00,0.7634
6981.00,0.7652
6980.00,0.7670
6979.00,0.7687
6978.00,0.7705
6977.00,0.7725
6976.00,0.7745
6975.00,0.7767
6974.00,0.7790
6973.00,0.7815
6972.00,0.7842
6971.00,0.7868
6970.00,0.7893
6969.00,0.7917
6968.00,0.7943
6967.00,0.7971
6966.00,0.7999
6965.00,0.8026
6964.00,0.8054
6963.00,0.8084
6962.00,0.8115
6961.00,0.8148
6960.00,0.8179
6959.00,0.8208
6958.00,0.8238
6957.00,0.8270
6956.00,0.8305
6955.00,0.8343
6954.00,0.8381
6953.00,0.8419
6952.00,0.8457
6951.00,0.8495
6950.00,0.8532
6949.00,0.8566
6948.00,0.8599
6947.00,0.8634
6946.00,0.8670
6945.00,0.8708
6944.00,0.8746
6943.00,0.8784
6942.00,0.8824
6941.00,0.8864
6940.00,0.8903
6939.00,0.8943
6938.00,0.8983
6937.00,0.9023
6936.00,0.9062
6935.00,0.9099
6934.00,0.9137
6933.00,0.9177
6932.00,0.9218
6931.00,0.9259
6930.00,0.9301
6929.00,0.9344
6928.00,0.9386
6927.00,0.9426
6926.00,0.9465
6925.00,0.9504
6924.00,0.9542
6923.00,0.9581
6922.00,0.9622
6921.00,0.9663
6920.00,0.9705
6919.00,0.9747
6918.00,0.9787
6917.00,0.9827
6916.00,0.9866
6915.00,0.9905
6914.00,0.9944
6913.00,0.9984
6912.00,1.0024
6911.00,1.0062
6910.00,1.0101
6909.00,1.0139
6908.00,1.0176
6907.00,1.0214
6906.00,1.0253
6905.00,1.0292
6904.00,1.0332
6903.00,1.0371
6902.00,1.0411
6901.00,1.0450
6900.00,1.0485
6899.00,1.0517
6898.00,1.0547
6897.00,1.0580
6896.00,1.0615
6895.00,1.0649
6894.00,1.0685
6893.00,1.0722
6892.00,1.0760
6891.00,1.0795
6890.00,1.0828
6889.00,1.0860
6888.00,1.0894
6887.00,1.0928
6886.00,1.0961
6885.00,1.0992
6884.00,1.1021
6883.00,1.1049
6882.00,1.1079
6881.00,1.1110
6880.00,1.1141
6879.00,1.1170
6878.00,1.1199
6877.00,1.1230
6876.00,1.1264
6875.00,1.1298
6874.00,1.1327
6873.00,1.1355
6872.00,1.1382
6871.00,1.1411
6870.00,1.1439
6869.00,1.1464
6868.00,1.1487
6867.00,1.1509
6866.00,1.1531
6865.00,1.1555
6864.00,1.1581
6863.00,1.1606
6862.00,1.1631
6861.00,1.1654
6860.00,1.1675
6859.00,1.1694
6858.00,1.1711
6857.00,1.1728
6856.00,1.1746
6855.00,1.1768
6854.00,1.1793
6853.00,1.1820
6852.00,1.1847
6851.00,1.1871
6850.00,1.1892
6849.00,1.1910
6848.00,1.1921
6847.00,1.1928
6846.00,1.1935
6845.00,1.1945
6844.00,1.1961
6843.00,1.1979
6842.00,1.1997
6841.00,1.2013
6840.00,1.2029
6839.00,1.2044
6838.00,1.2057
6837.00,1.2069
6836.00,1.2080
6835.00,1.2093
6834.00,1.2106
6833.00,1.2119
6832.00,1.2129
6831.00,1.2135
6830.00,1.2139
6829.00,1.2143
6828.00,1.2149
6827.00,1.2156
6826.00,1.2162
6825.00,1.2167
6824.00,1.2175
6823.00,1.2185
6822.00,1.2196
6821.00,1.2206
6820.00,1.2213
6819.00,1.2218
6818.00,1.2222
6817.00,1.2227
6816.00,1.2231
