,d2o 019 By Administrator Date Friday. December 17 2021,
Time,14:56:18,
Wavenumbers [1/cm],Transmittance %,
5751.000,3.43355,
5750.000,3.41622,
5749.000,3.39897,
5748.000,3.3832,
5747.000,3.36971,
5746.000,3.35777,
5745.000,3.34568,
5744.000,3.33227,
5743.000,3.31758,
5742.000,3.30209,
5741.000,3.28588,
5740.000,3.26878,
5739.000,3.25097,
5738.000,3.23323,
5737.000,3.21675,
5736.000,3.2024,
5735.000,3.19004,
5734.000,3.17878,
5733.000,3.16798,
5732.000,3.15727,
5731.000,3.14572,
5730.000,3.13214,
5729.000,3.11678,
5728.000,3.10166,
5727.000,3.08862,
5726.000,3.07758,
5725.000,3.06742,
5724.000,3.05775,
5723.000,3.04839,
5722.000,3.03835,
5721.000,3.02682,
5720.000,3.01458,
5719.000,3.00298,
5718.000,2.99181,
5717.000,2.97958,
5716.000,2.96583,
5715.000,2.95155,
5714.000,2.93713,
5713.000,2.92187,
5712.000,2.90577,
5711.000,2.89042,
5710.000,2.87755,
5709.000,2.86732,
5708.000,2.85868,
5707.000,2.85042,
5706.000,2.84152,
5705.000,2.83139,
5704.000,2.82013,
5703.000,2.80804,
5702.000,2.79483,
5701.000,2.7803,
5700.000,2.7658,
5699.000,2.75349,
5698.000,2.74387,
5697.000,2.73539,
5696.000,2.72677,
5695.000,2.71833,
5694.000,2.71002,
5693.000,2.70012,
5692.000,2.68744,
5691.000,2.6735,
5690.000,2.6609,
5689.000,2.65,
5688.000,2.63919,
5687.000,2.6279,
5686.000,2.61734,
5685.000,2.60835,
5684.000,2.59986,
5683.000,2.59039,
5682.000,2.57971,
5681.000,2.56871,
5680.000,2.55816,
5679.000,2.54834,
5678.000,2.53919,
5677.000,2.53041,
5676.000,2.52164,
5675.000,2.51266,
5674.000,2.50332,
5673.000,2.49329,
5672.000,2.48235,
5671.000,2.47103,
5670.000,2.46013,
5669.000,2.44964,
5668.000,2.43866,
5667.000,2.42662,
5666.000,2.41401,
5665.000,2.40171,
5664.000,2.39019,
5663.000,2.37958,
5662.000,2.37002,
5661.000,2.36159,
5660.000,2.35429,
5659.000,2.34824,
5658.000,2.34366,
5657.000,2.34018,
5656.000,2.33664,
5655.000,2.33188,
5654.000,2.32558,
5653.000,2.3183,
5652.000,2.31095,
5651.000,2.30466,
5650.000,2.30066,
5649.000,2.29931,
5648.000,2.29927,
5647.000,2.29801,
5646.000,2.29367,
5645.000,2.28656,
5644.000,2.27888,
5643.000,2.27309,
5642.000,2.27035,
5641.000,2.27002,
5640.000,2.27035,
5639.000,2.26963,
5638.000,2.26683,
5637.000,2.26183,
5636.000,2.25536,
5635.000,2.24892,
5634.000,2.24401,
5633.000,2.24119,
5632.000,2.23986,
5631.000,2.23916,
5630.000,2.23894,
5629.000,2.23947,
5628.000,2.24063,
5627.000,2.24169,
5626.000,2.24199,
5625.000,2.24152,
5624.000,2.24105,
5623.000,2.24184,
5622.000,2.24515,
5621.000,2.25154,
5620.000,2.26038,
5619.000,2.27003,
5618.000,2.27861,
5617.000,2.2848,
5616.000,2.28838,
5615.000,2.29036,
5614.000,2.29243,
5613.000,2.2958,
5612.000,2.30065,
5611.000,2.30685,
5610.000,2.3148,
5609.000,2.32466,
5608.000,2.33524,
5607.000,2.34471,
5606.000,2.35261,
5605.000,2.36025,
5604.000,2.3687,
5603.000,2.37747,
5602.000,2.38586,
5601.000,2.39447,
5600.000,2.40444,
5599.000,2.41569,
5598.000,2.42728,
5597.000,2.43909,
5596.000,2.45209,
5595.000,2.46686,
5594.000,2.48297,
5593.000,2.49963,
5592.000,2.51608,
5591.000,2.5314,
5590.000,2.54478,
5589.000,2.55673,
5588.000,2.56891,
5587.000,2.58271,
5586.000,2.59833,
5585.000,2.61544,
5584.000,2.63374,
5583.000,2.65264,
5582.000,2.67144,
5581.000,2.69016,
5580.000,2.70975,
5579.000,2.73095,
5578.000,2.75365,
5577.000,2.77736,
5576.000,2.80178,
5575.000,2.82625,
5574.000,2.84977,
5573.000,2.8718,
5572.000,2.89266,
5571.000,2.91267,
5570.000,2.93199,
5569.000,2.95182,
5568.000,2.97447,
5567.000,3.00122,
5566.000,3.03079,
5565.000,3.06076,
5564.000,3.08978,
5563.000,3.11745,
5562.000,3.14288,
5561.000,3.16541,
5560.000,3.1865,
5559.000,3.20957,
5558.000,3.23716,
5557.000,3.26922,
5556.000,3.30393,
5555.000,3.33946,
5554.000,3.37446,
5553.000,3.40791,
5552.000,3.43942,
5551.000,3.46963,
5550.000,3.49977,
5549.000,3.53074,
5548.000,3.56266,
5547.000,3.5953,
5546.000,3.62881,
5545.000,3.66377,
5544.000,3.70037,
5543.000,3.73769,
5542.000,3.77448,
5541.000,3.81033,
5540.000,3.84609,
5539.000,3.88287,
5538.000,3.92151,
5537.000,3.96251,
5536.000,4.00582,
5535.000,4.0502,
5534.000,4.09383,
5533.000,4.13583,
5532.000,4.17658,
5531.000,4.21671,
5530.000,4.25661,
5529.000,4.29727,
5528.000,4.3403,
5527.000,4.3864,
5526.000,4.43456,
5525.000,4.48319,
5524.000,4.53123,
5523.000,4.57792,
5522.000,4.62277,
5521.000,4.66673,
5520.000,4.71212,
5519.000,4.76037,
5518.000,4.81036,
5517.000,4.85997,
5516.000,4.90839,
5515.000,4.95625,
5514.000,5.00441,
5513.000,5.05394,
5512.000,5.10608,
5511.000,5.16104,
5510.000,5.21705,
5509.000,5.27195,
5508.000,5.32545,
5507.000,5.37888,
5506.000,5.43317,
5505.000,5.48806,
5504.000,5.54314,
5503.000,5.59841,
5502.000,5.65411,
5501.000,5.71051,
5500.000,5.76795,
5499.000,5.82624,
5498.000,5.88467,
5497.000,5.94301,
5496.000,6.00199,
5495.000,6.06228,
5494.000,6.12339,
5493.000,6.18436,
5492.000,6.24504,
5491.000,6.30598,
5490.000,6.36756,
5489.000,6.42987,
5488.000,6.49277,
5487.000,6.55567,
5486.000,6.61769,
5485.000,6.67861,
5484.000,6.73921,
5483.000,6.80024,
5482.000,6.86186,
5481.000,6.9244,
5480.000,6.98889,
5479.000,7.05613,
5478.000,7.12598,
5477.000,7.19791,
5476.000,7.27109,
5475.000,7.34355,
5474.000,7.41276,
5473.000,7.47792,
5472.000,7.54056,
5471.000,7.60205,
5470.000,7.66217,
5469.000,7.72083,
5468.000,7.77975,
5467.000,7.84118,
5466.000,7.90603,
5465.000,7.97385,
5464.000,8.04358,
5463.000,8.11337,
5462.000,8.18077,
5461.000,8.24438,
5460.000,8.30499,
5459.000,8.3642,
5458.000,8.42278,
5457.000,8.48095,
5456.000,8.5393,
5455.000,8.598,
5454.000,8.65607,
5453.000,8.71245,
5452.000,8.76758,
5451.000,8.82261,
5450.000,8.87758,
5449.000,8.93128,
5448.000,8.983,
5447.000,9.03297,
5446.000,9.08109,
5445.000,9.1264,
5444.000,9.16839,
5443.000,9.20795,
5442.000,9.24633,
5441.000,9.28335,
5440.000,9.31764,
5439.000,9.34852,
5438.000,9.37695,
5437.000,9.40443,
5436.000,9.43096,
5435.000,9.45479,
5434.000,9.47432,
5433.000,9.48996,
5432.000,9.50364,
5431.000,9.51657,
5430.000,9.52809,
5429.000,9.53681,
5428.000,9.54233,
5427.000,9.54536,
5426.000,9.54653,
5425.000,9.54565,
5424.000,9.54187,
5423.000,9.53456,
5422.000,9.5237,
5421.000,9.50987,
5420.000,9.49374,
5419.000,9.47531,
5418.000,9.45414,
5417.000,9.43031,
5416.000,9.40469,
5415.000,9.37811,
5414.000,9.35079,
5413.000,9.32261,
5412.000,9.2934,
5411.000,9.26283,
5410.000,9.23033,
5409.000,9.19551,
5408.000,9.15848,
5407.000,9.11944,
5406.000,9.07839,
5405.000,9.03488,
5404.000,8.98829,
5403.000,8.93848,
5402.000,8.88674,
5401.000,8.83539,
5400.000,8.78585,
5399.000,8.73736,
5398.000,8.68834,
5397.000,8.638,
5396.000,8.58648,
5395.000,8.53413,
5394.000,8.48133,
5393.000,8.42862,
5392.000,8.37619,
5391.000,8.32346,
5390.000,8.26974,
5389.000,8.21532,
5388.000,8.16123,
5387.000,8.10768,
5386.000,8.05378,
5385.000,7.9988,
5384.000,7.94278,
5383.000,7.88621,
5382.000,7.82961,
5381.000,7.77327,
5380.000,7.71707,
5379.000,7.66056,
5378.000,7.60351,
5377.000,7.5462,
5376.000,7.48924,
5375.000,7.433,
5374.000,7.37768,
5373.000,7.32296,
5372.000,7.26791,
5371.000,7.21204,
5370.000,7.15635,
5369.000,7.10238,
5368.000,7.05028,
5367.000,6.99871,
5366.000,6.94641,
5365.000,6.8931,
5364.000,6.83875,
5363.000,6.78346,
5362.000,6.72846,
5361.000,6.67572,
5360.000,6.62563,
5359.000,6.57629,
5358.000,6.52593,
5357.000,6.47476,
5356.000,6.42365,
5355.000,6.37248,
5354.000,6.32086,
5353.000,6.26974,
5352.000,6.22067,
5351.000,6.17401,
5350.000,6.12861,
5349.000,6.08313,
5348.000,6.03686,
5347.000,5.98979,
5346.000,5.94257,
5345.000,5.89609,
5344.000,5.85032,
5343.000,5.80411,
5342.000,5.75725,
5341.000,5.71122,
5340.000,5.66707,
5339.000,5.62394,
5338.000,5.58065,
5337.000,5.53779,
5336.000,5.49666,
5335.000,5.45707,
5334.000,5.41762,
5333.000,5.37757,
5332.000,5.33722,
5331.000,5.29679,
5330.000,5.2566,
5329.000,5.21766,
5328.000,5.18053,
5327.000,5.14388,
5326.000,5.10582,
5325.000,5.06655,
5324.000,5.02828,
5323.000,4.99234,
5322.000,4.95781,
5321.000,4.92329,
5320.000,4.8883,
5319.000,4.85265,
5318.000,4.81598,
5317.000,4.77889,
5316.000,4.74337,
5315.000,4.71088,
5314.000,4.68069,
5313.000,4.65042,
5312.000,4.6182,
5311.000,4.58402,
5310.000,4.54968,
5309.000,4.51753,
5308.000,4.48852,
5307.000,4.46119,
5306.000,4.43303,
5305.000,4.40288,
5304.000,4.37174,
5303.000,4.34132,
5302.000,4.31258,
5301.000,4.28554,
5300.000,4.25965,
5299.000,4.23398,
5298.000,4.20775,
5297.000,4.18107,
5296.000,4.15486,
5295.000,4.12966,
5294.000,4.10508,
5293.000,4.08036,
5292.000,4.05535,
5291.000,4.0304,
5290.000,4.00585,
5289.000,3.98186,
5288.000,3.95845,
5287.000,3.93559,
5286.000,3.91315,
5285.000,3.89107,
5284.000,3.86941,
5283.000,3.84812,
5282.000,3.82671,
5281.000,3.80426,
5280.000,3.77986,
5279.000,3.7536,
5278.000,3.72702,
5277.000,3.70226,
5276.000,3.68048,
5275.000,3.66112,
5274.000,3.64293,
5273.000,3.62512,
5272.000,3.60735,
5271.000,3.58929,
5270.000,3.57068,
5269.000,3.55179,
5268.000,3.53317,
5267.000,3.51492,
5266.000,3.49676,
5265.000,3.4785,
5264.000,3.46016,
5263.000,3.44177,
5262.000,3.42347,
5261.000,3.4057,
5260.000,3.38863,
5259.000,3.37145,
5258.000,3.35309,
5257.000,3.33345,
5256.000,3.31351,
5255.000,3.29415,
5254.000,3.27531,
5253.000,3.25667,
5252.000,3.23847,
5251.000,3.22132,
5250.000,3.20538,
5249.000,3.19019,
5248.000,3.1753,
5247.000,3.16074,
5246.000,3.14672,
5245.000,3.13303,
5244.000,3.11889,
5243.000,3.10374,
5242.000,3.08772,
5241.000,3.07139,
5240.000,3.05497,
5239.000,3.03826,
5238.000,3.02118,
5237.000,3.00407,
5236.000,2.98726,
5235.000,2.97076,
5234.000,2.95484,
5233.000,2.94013,
5232.000,2.92691,
5231.000,2.91425,
5230.000,2.90062,
5229.000,2.88536,
5228.000,2.86935,
5227.000,2.85411,
5226.000,2.84046,
5225.000,2.8279,
5224.000,2.81524,
5223.000,2.80175,
5222.000,2.78751,
5221.000,2.77303,
5220.000,2.75871,
5219.000,2.74471,
5218.000,2.73108,
5217.000,2.71769,
5216.000,2.70426,
5215.000,2.69052,
5214.000,2.67642,
5213.000,2.66208,
5212.000,2.6476,
5211.000,2.63314,
5210.000,2.61912,
5209.000,2.60613,
5208.000,2.59436,
5207.000,2.58317,
5206.000,2.57127,
5205.000,2.55751,
5204.000,2.54157,
5203.000,2.52399,
5202.000,2.50584,
5201.000,2.48841,
5200.000,2.47287,
5199.000,2.45968,
5198.000,2.44811,
5197.000,2.43649,
5196.000,2.42341,
5195.000,2.40895,
5194.000,2.39446,
5193.000,2.381,
5192.000,2.36839,
5191.000,2.35592,
5190.000,2.34327,
5189.000,2.33046,
5188.000,2.31735,
5187.000,2.30393,
5186.000,2.29062,
5185.000,2.27782,
5184.000,2.26514,
5183.000,2.25186,
5182.000,2.23787,
5181.000,2.22368,
5180.000,2.20954,
5179.000,2.19529,
5178.000,2.18122,
5177.000,2.168,
5176.000,2.15564,
5175.000,2.14326,
5174.000,2.13009,
5173.000,2.11626,
5172.000,2.10227,
5171.000,2.08827,
5170.000,2.07416,
5169.000,2.06,
5168.000,2.04586,
5167.000,2.03173,
5166.000,2.01767,
5165.000,2.00388,
5164.000,1.9904,
5163.000,1.97693,
5162.000,1.96333,
5161.000,1.9499,
5160.000,1.93718,
5159.000,1.92561,
5158.000,1.91532,
5157.000,1.9056,
5156.000,1.89488,
5155.000,1.88172,
5154.000,1.86633,
5153.000,1.85053,
5152.000,1.83608,
5151.000,1.82369,
5150.000,1.81317,
5149.000,1.80371,
5148.000,1.79388,
5147.000,1.78233,
5146.000,1.76922,
5145.000,1.75617,
5144.000,1.74443,
5143.000,1.73384,
5142.000,1.72393,
5141.000,1.71505,
5140.000,1.70752,
5139.000,1.70032,
5138.000,1.69178,
5137.000,1.68129,
5136.000,1.66963,
5135.000,1.65784,
5134.000,1.64655,
5133.000,1.63605,
5132.000,1.62629,
5131.000,1.61695,
5130.000,1.60789,
5129.000,1.59972,
5128.000,1.59312,
5127.000,1.58768,
5126.000,1.58205,
5125.000,1.57511,
5124.000,1.56673,
5123.000,1.55757,
5122.000,1.54864,
5121.000,1.54087,
5120.000,1.53445,
5119.000,1.52862,
5118.000,1.5225,
5117.000,1.51618,
5116.000,1.51044,
5115.000,1.50563,
5114.000,1.50138,
5113.000,1.49729,
5112.000,1.49321,
5111.000,1.48877,
5110.000,1.48342,
5109.000,1.47724,
5108.000,1.47113,
5107.000,1.46596,
5106.000,1.4618,
5105.000,1.45839,
5104.000,1.45572,
5103.000,1.45396,
5102.000,1.45302,
5101.000,1.45253,
5100.000,1.45219,
5099.000,1.45194,
5098.000,1.45181,
5097.000,1.45181,
5096.000,1.45186,
5095.000,1.45181,
5094.000,1.45151,
5093.000,1.45109,
5092.000,1.45098,
5091.000,1.45163,
5090.000,1.45321,
5089.000,1.45539,
5088.000,1.45739,
5087.000,1.45842,
5086.000,1.45854,
5085.000,1.4588,
5084.000,1.46049,
5083.000,1.46408,
5082.000,1.46909,
5081.000,1.47443,
5080.000,1.47885,
5079.000,1.48138,
5078.000,1.48215,
5077.000,1.48269,
5076.000,1.48474,
5075.000,1.48888,
5074.000,1.4944,
5073.000,1.50048,
5072.000,1.50689,
5071.000,1.51373,
5070.000,1.52107,
5069.000,1.52918,
5068.000,1.53827,
5067.000,1.54778,
5066.000,1.55647,
5065.000,1.56362,
5064.000,1.56978,
5063.000,1.57607,
5062.000,1.58311,
5061.000,1.59098,
5060.000,1.59969,
5059.000,1.60937,
5058.000,1.61997,
5057.000,1.63139,
5056.000,1.64352,
5055.000,1.65607,
5054.000,1.66849,
5053.000,1.68056,
5052.000,1.69277,
5051.000,1.70579,
5050.000,1.71966,
5049.000,1.7337,
5048.000,1.74706,
5047.000,1.75931,
5046.000,1.77075,
5045.000,1.7824,
5044.000,1.7954,
5043.000,1.80999,
5042.000,1.82517,
5041.000,1.83972,
5040.000,1.85336,
5039.000,1.86678,
5038.000,1.88081,
5037.000,1.89587,
5036.000,1.91216,
5035.000,1.92973,
5034.000,1.94831,
5033.000,1.9673,
5032.000,1.98604,
5031.000,2.00417,
5030.000,2.0218,
5029.000,2.03958,
5028.000,2.05841,
5027.000,2.07902,
5026.000,2.10144,
5025.000,2.12501,
5024.000,2.14868,
5023.000,2.17136,
5022.000,2.19263,
5021.000,2.2131,
5020.000,2.23399,
5019.000,2.2561,
5018.000,2.27944,
5017.000,2.30375,
5016.000,2.32886,
5015.000,2.35422,
5014.000,2.37893,
5013.000,2.40272,
5012.000,2.42663,
5011.000,2.45211,
5010.000,2.47953,
5009.000,2.50806,
5008.000,2.53682,
5007.000,2.56543,
5006.000,2.59384,
5005.000,2.62218,
5004.000,2.65104,
5003.000,2.68103,
5002.000,2.71195,
5001.000,2.74279,
5000.000,2.77309,
4999.000,2.80365,
4998.000,2.83578,
4997.000,2.86997,
4996.000,2.90562,
4995.000,2.94185,
4994.000,2.97816,
4993.000,3.01442,
4992.000,3.05058,
4991.000,3.08656,
4990.000,3.12233,
4989.000,3.15789,
4988.000,3.1934,
4987.000,3.22936,
4986.000,3.26652,
4985.000,3.3054,
4984.000,3.34576,
4983.000,3.38683,
4982.000,3.42803,
4981.000,3.46934,
4980.000,3.51093,
4979.000,3.55267,
4978.000,3.59432,
4977.000,3.63596,
4976.000,3.67798,
4975.000,3.72078,
4974.000,3.76468,
4973.000,3.80984,
4972.000,3.85594,
4971.000,3.9022,
4970.000,3.9481,
4969.000,3.994,
4968.000,4.04066,
4967.000,4.08828,
4966.000,4.13657,
4965.000,4.18551,
4964.000,4.23535,
4963.000,4.28608,
4962.000,4.33731,
4961.000,4.38894,
4960.000,4.44101,
4959.000,4.49318,
4958.000,4.54501,
4957.000,4.59683,
4956.000,4.64957,
4955.000,4.70359,
4954.000,4.7583,
4953.000,4.81316,
4952.000,4.8682,
4951.000,4.92341,
4950.000,4.97849,
4949.000,5.03357,
4948.000,5.08946,
4947.000,5.14674,
4946.000,5.20506,
4945.000,5.26386,
4944.000,5.32309,
4943.000,5.38271,
4942.000,5.44225,
4941.000,5.50131,
4940.000,5.56019,
4939.000,5.61941,
4938.000,5.67902,
4937.000,5.73886,
4936.000,5.79913,
4935.000,5.86012,
4934.000,5.92176,
4933.000,5.98374,
4932.000,6.0458,
4931.000,6.10756,
4930.000,6.16854,
4929.000,6.22874,
4928.000,6.28884,
4927.000,6.34951,
4926.000,6.41084,
4925.000,6.47252,
4924.000,6.53421,
4923.000,6.59542,
4922.000,6.65566,
4921.000,6.7149,
4920.000,6.77359,
4919.000,6.83193,
4918.000,6.88977,
4917.000,6.94719,
4916.000,7.00468,
4915.000,7.06227,
4914.000,7.11924,
4913.000,7.17486,
4912.000,7.22903,
4911.000,7.28168,
4910.000,7.33234,
4909.000,7.38087,
4908.000,7.42813,
4907.000,7.47522,
4906.000,7.52237,
4905.000,7.56885,
4904.000,7.6135,
4903.000,7.65507,
4902.000,7.69274,
4901.000,7.72681,
4900.000,7.75871,
4899.000,7.78988,
4898.000,7.82077,
4897.000,7.85076,
4896.000,7.87874,
4895.000,7.90358,
4894.000,7.92463,
4893.000,7.9422,
4892.000,7.95704,
4891.000,7.96936,
4890.000,7.97864,
4889.000,7.98456,
4888.000,7.98751,
4887.000,7.98814,
4886.000,7.98692,
4885.000,7.98411,
4884.000,7.97971,
4883.000,7.97326,
4882.000,7.96405,
4881.000,7.95177,
4880.000,7.93646,
4879.000,7.91794,
4878.000,7.8959,
4877.000,7.8706,
4876.000,7.84292,
4875.000,7.8136,
4874.000,7.7826,
4873.000,7.74966,
4872.000,7.71493,
4871.000,7.67895,
4870.000,7.64217,
4869.000,7.60458,
4868.000,7.5657,
4867.000,7.52487,
4866.000,7.48186,
4865.000,7.43715,
4864.000,7.39129,
4863.000,7.34449,
4862.000,7.2969,
4861.000,7.24901,
4860.000,7.20117,
4859.000,7.15292,
4858.000,7.10337,
4857.000,7.05214,
4856.000,6.99963,
4855.000,6.94659,
4854.000,6.89383,
4853.000,6.84198,
4852.000,6.79109,
4851.000,6.74045,
4850.000,6.68936,
4849.000,6.63769,
4848.000,6.58541,
4847.000,6.53196,
4846.000,6.47684,
4845.000,6.42064,
4844.000,6.36483,
4843.000,6.31054,
4842.000,6.25789,
4841.000,6.20627,
4840.000,6.15482,
4839.000,6.10286,
4838.000,6.05037,
4837.000,5.9981,
4836.000,5.94676,
4835.000,5.89625,
4834.000,5.84585,
4833.000,5.79504,
4832.000,5.74363,
4831.000,5.69163,
4830.000,5.63936,
4829.000,5.58767,
4828.000,5.53736,
4827.000,5.48848,
4826.000,5.44072,
4825.000,5.39397,
4824.000,5.34821,
4823.000,5.30304,
4822.000,5.25775,
4821.000,5.21195,
4820.000,5.1655,
4819.000,5.11831,
4818.000,5.07069,
4817.000,5.02366,
4816.000,4.97813,
4815.000,4.93395,
4814.000,4.89033,
4813.000,4.84697,
4812.000,4.8043,
4811.000,4.76264,
4810.000,4.72177,
4809.000,4.68141,
4808.000,4.64145,
4807.000,4.60186,
4806.000,4.56267,
4805.000,4.52415,
4804.000,4.48634,
4803.000,4.44859,
4802.000,4.41003,
4801.000,4.37076,
4800.000,4.33199,
4799.000,4.29487,
4798.000,4.25951,
4797.000,4.22513,
4796.000,4.19076,
4795.000,4.15573,
4794.000,4.11997,
4793.000,4.08413,
4792.000,4.04915,
4791.000,4.01545,
4790.000,3.9827,
4789.000,3.95033,
4788.000,3.91811,
4787.000,3.88613,
4786.000,3.85458,
4785.000,3.82369,
4784.000,3.79371,
4783.000,3.76476,
4782.000,3.73683,
4781.000,3.70969,
4780.000,3.68289,
4779.000,3.65583,
4778.000,3.62821,
4777.000,3.60031,
4776.000,3.57271,
4775.000,3.54576,
4774.000,3.51943,
4773.000,3.49365,
4772.000,3.46836,
4771.000,3.44347,
4770.000,3.41872,
4769.000,3.39393,
4768.000,3.36893,
4767.000,3.34369,
4766.000,3.31847,
4765.000,3.29378,
4764.000,3.26996,
4763.000,3.24696,
4762.000,3.22461,
4761.000,3.20316,
4760.000,3.18299,
4759.000,3.16389,
4758.000,3.14492,
4757.000,3.12503,
4756.000,3.10383,
4755.000,3.08184,
4754.000,3.06014,
4753.000,3.03979,
4752.000,3.02109,
4751.000,3.00348,
4750.000,2.98609,
4749.000,2.9685,
4748.000,2.95078,
4747.000,2.93292,
4746.000,2.91469,
4745.000,2.89597,
4744.000,2.87703,
4743.000,2.85848,
4742.000,2.84082,
4741.000,2.82399,
4740.000,2.80737,
4739.000,2.79021,
4738.000,2.7724,
4737.000,2.75449,
4736.000,2.73702,
4735.000,2.71986,
4734.000,2.7025,
4733.000,2.6848,
4732.000,2.66727,
4731.000,2.65053,
4730.000,2.6348,
4729.000,2.61972,
4728.000,2.60464,
4727.000,2.58912,
4726.000,2.57325,
4725.000,2.55761,
4724.000,2.5425,
4723.000,2.52765,
4722.000,2.51255,
4721.000,2.49708,
4720.000,2.48159,
4719.000,2.4664,
4718.000,2.4516,
4717.000,2.43703,
4716.000,2.42236,
4715.000,2.40731,
4714.000,2.39202,
4713.000,2.37708,
4712.000,2.3629,
4711.000,2.34909,
4710.000,2.3348,
4709.000,2.3196,
4708.000,2.30378,
4707.000,2.28803,
4706.000,2.27302,
4705.000,2.2591,
4704.000,2.24609,
4703.000,2.23322,
4702.000,2.2198,
4701.000,2.2059,
4700.000,2.19206,
4699.000,2.17841,
4698.000,2.16448,
4697.000,2.14985,
4696.000,2.13472,
4695.000,2.1197,
4694.000,2.1054,
4693.000,2.09217,
4692.000,2.07972,
4691.000,2.06694,
4690.000,2.05267,
4689.000,2.0368,
4688.000,2.02046,
4687.000,2.00486,
4686.000,1.99017,
4685.000,1.97579,
4684.000,1.96114,
4683.000,1.94619,
4682.000,1.93134,
4681.000,1.91719,
4680.000,1.90414,
4679.000,1.89196,
4678.000,1.87987,
4677.000,1.86719,
4676.000,1.85381,
4675.000,1.83983,
4674.000,1.82532,
4673.000,1.81061,
4672.000,1.79652,
4671.000,1.78377,
4670.000,1.77207,
4669.000,1.76033,
4668.000,1.74767,
4667.000,1.73423,
4666.000,1.72072,
4665.000,1.70777,
4664.000,1.69555,
4663.000,1.68372,
4662.000,1.67173,
4661.000,1.65908,
4660.000,1.64568,
4659.000,1.63181,
4658.000,1.61781,
4657.000,1.60393,
4656.000,1.59038,
4655.000,1.57728,
4654.000,1.56455,
4653.000,1.55201,
4652.000,1.53965,
4651.000,1.52768,
4650.000,1.51625,
4649.000,1.50507,
4648.000,1.49365,
4647.000,1.48163,
4646.000,1.46905,
4645.000,1.45616,
4644.000,1.44323,
4643.000,1.43035,
4642.000,1.4174,
4641.000,1.40409,
4640.000,1.39019,
4639.000,1.37582,
4638.000,1.3616,
4637.000,1.3484,
4636.000,1.33688,
4635.000,1.32693,
4634.000,1.31763,
4633.000,1.30777,
4632.000,1.29663,
4631.000,1.28427,
4630.000,1.27124,
4629.000,1.25806,
4628.000,1.24505,
4627.000,1.23236,
4626.000,1.22004,
4625.000,1.20816,
4624.000,1.19688,
4623.000,1.18633,
4622.000,1.17648,
4621.000,1.16705,
4620.000,1.15769,
4619.000,1.14816,
4618.000,1.13833,
4617.000,1.12817,
4616.000,1.1179,
4615.000,1.10794,
4614.000,1.09866,
4613.000,1.09022,
4612.000,1.08255,
4611.000,1.0756,
4610.000,1.06922,
4609.000,1.06306,
4608.000,1.05657,
4607.000,1.04936,
4606.000,1.04149,
4605.000,1.03331,
4604.000,1.02519,
4603.000,1.01727,
4602.000,1.00956,
4601.000,1.00209,
4600.000,0.995098,
4599.000,0.988952,
4598.000,0.983822,
4597.000,0.979435,
4596.000,0.975186,
4595.000,0.970517,
4594.000,0.965235,
4593.000,0.959562,
4592.000,0.954035,
4591.000,0.949365,
4590.000,0.946131,
4589.000,0.94432,
4588.000,0.943155,
4587.000,0.94154,
4586.000,0.938809,
4585.000,0.935087,
4584.000,0.930996,
4583.000,0.927068,
4582.000,0.923394,
4581.000,0.919735,
4580.000,0.915867,
4579.000,0.911875,
4578.000,0.908152,
4577.000,0.905078,
4576.000,0.902688,
4575.000,0.900722,
4574.000,0.898959,
4573.000,0.897431,
4572.000,0.896278,
4571.000,0.895526,
4570.000,0.895132,
4569.000,0.895093,
4568.000,0.895314,
4567.000,0.895418,
4566.000,0.894922,
4565.000,0.893686,
4564.000,0.892119,
4563.000,0.890908,
4562.000,0.890571,
4561.000,0.891171,
4560.000,0.892276,
4559.000,0.893224,
4558.000,0.893631,
4557.000,0.893744,
4556.000,0.894188,
4555.000,0.895346,
4554.000,0.8971,
4553.000,0.899059,
4552.000,0.900812,
4551.000,0.901966,
4550.000,0.902317,
4549.000,0.90221,
4548.000,0.902534,
4547.000,0.904125,
4546.000,0.907241,
4545.000,0.911568,
4544.000,0.916482,
4543.000,0.921207,
4542.000,0.925092,
4541.000,0.928068,
4540.000,0.930761,
4539.000,0.933885,
4538.000,0.937577,
4537.000,0.94143,
4536.000,0.94502,
4535.000,0.94826,
4534.000,0.951429,
4533.000,0.955122,
4532.000,0.959985,
4531.000,0.966142,
4530.000,0.972935,
4529.000,0.979443,
4528.000,0.985225,
4527.000,0.990417,
4526.000,0.995327,
4525.000,1.00026,
4524.000,1.0056,
4523.000,1.01159,
4522.000,1.01809,
4521.000,1.02466,
4520.000,1.03108,
4519.000,1.03747,
4518.000,1.04406,
4517.000,1.05101,
4516.000,1.05844,
4515.000,1.06641,
4514.000,1.0747,
4513.000,1.08297,
4512.000,1.09128,
4511.000,1.09997,
4510.000,1.10927,
4509.000,1.11902,
4508.000,1.12886,
4507.000,1.13849,
4506.000,1.14765,
4505.000,1.15632,
4504.000,1.16511,
4503.000,1.17505,
4502.000,1.18686,
4501.000,1.20026,
4500.000,1.21421,
4499.000,1.22766,
4498.000,1.24021,
4497.000,1.2523,
4496.000,1.26486,
4495.000,1.27854,
4494.000,1.29316,
4493.000,1.30791,
4492.000,1.3222,
4491.000,1.3362,
4490.000,1.35047,
4489.000,1.36539,
4488.000,1.38091,
4487.000,1.39665,
4486.000,1.4121,
4485.000,1.42691,
4484.000,1.44117,
