Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
350.000, 0.6816096, 0.6905909, 0.6859822, 0.7433233, 0.7694092, 0.7783756, 0.7789874, 0.7794533, 0.7694049, 0.7693315, 0.7825975, 0.7695522, 0.7738423, 0.7723975, 0.7773495, 0.7692719, 0.7751365, 0.7724724, 0.7725139, 0.7754693, 0.7734609, 0.7826591, 0.7780581, 0.7781801, 0.7770715, 0.7725911, 0.776691, 0.7795768, 0.7802582, 0.7798481, 0.7777758, 0.781075, 0.7752581, 0.77703, 0.7797656, 0.7798104, 0.7831254, 0.7735472, 0.7792258, 0.7735653, 
351.000, 0.6975255, 0.6967168, 0.6951485, 0.7460566, 0.7861371, 0.7896729, 0.7866969, 0.7847457, 0.7784553, 0.7834916, 0.7816195, 0.7822566, 0.7694721, 0.7719464, 0.765914, 0.7746692, 0.7723465, 0.7756901, 0.7812223, 0.7806201, 0.7709136, 0.7747526, 0.7690601, 0.7746716, 0.7719722, 0.7762632, 0.7735291, 0.7744398, 0.7697821, 0.7673969, 0.7726202, 0.7768617, 0.7721543, 0.7691398, 0.773314, 0.7709961, 0.7713218, 0.7700076, 0.7730622, 0.7759995, 
352.000, 0.6904273, 0.688755, 0.6865845, 0.7523212, 0.7794905, 0.7930355, 0.7952919, 0.7803593, 0.7931752, 0.7847929, 0.7849574, 0.7860689, 0.7872686, 0.7876372, 0.7794194, 0.7869163, 0.7875514, 0.7776966, 0.7776361, 0.7822046, 0.7840219, 0.7908325, 0.7828307, 0.7856345, 0.7880459, 0.7891955, 0.7843404, 0.7793894, 0.7888789, 0.7855167, 0.7889762, 0.7787666, 0.788228, 0.7871704, 0.7838454, 0.7841167, 0.7835479, 0.7840333, 0.7853336, 0.7866731, 
353.000, 0.679091, 0.6915503, 0.6899095, 0.7391205, 0.7658134, 0.7704091, 0.7696433, 0.7670393, 0.7681761, 0.7653832, 0.7630191, 0.7603459, 0.763072, 0.7637849, 0.7605829, 0.7609677, 0.7677855, 0.7655916, 0.7624269, 0.7569504, 0.7655864, 0.770679, 0.7651892, 0.7637177, 0.7657361, 0.7649379, 0.7665377, 0.7705455, 0.7634125, 0.7653079, 0.7609339, 0.7643847, 0.7645741, 0.7602019, 0.7693667, 0.7618766, 0.7685099, 0.762455, 0.7665153, 0.7655587, 
354.000, 0.6938567, 0.6918511, 0.686502, 0.7452912, 0.7815843, 0.7875009, 0.7848105, 0.7776523, 0.7794027, 0.7805257, 0.7757897, 0.7763724, 0.7755113, 0.778091, 0.7759519, 0.7736468, 0.7804604, 0.7752199, 0.776751, 0.7725291, 0.7661004, 0.7773838, 0.771246, 0.768301, 0.7768779, 0.7715521, 0.7687612, 0.775816, 0.7700543, 0.7717161, 0.7675142, 0.7775269, 0.7737217, 0.7736769, 0.772676, 0.7706981, 0.7738853, 0.7723231, 0.7766337, 0.7761679, 
355.000, 0.6792512, 0.6888685, 0.6807704, 0.7392688, 0.7626476, 0.7698412, 0.7668405, 0.7643614, 0.7677107, 0.7663035, 0.7625446, 0.7643409, 0.7615175, 0.7651677, 0.7679205, 0.7707958, 0.7647209, 0.7627397, 0.7624454, 0.7570233, 0.7657595, 0.7681952, 0.7589965, 0.7608738, 0.7672858, 0.7656455, 0.7661958, 0.7579551, 0.7695894, 0.7689447, 0.7600851, 0.7642508, 0.7697463, 0.7683759, 0.76793, 0.7598224, 0.764977, 0.7634788, 0.7674966, 0.7683291, 
356.000, 0.6879697, 0.6929708, 0.689868, 0.7330499, 0.7687106, 0.7732334, 0.7764401, 0.7818012, 0.7701688, 0.7686419, 0.7703948, 0.7593012, 0.7572465, 0.7661562, 0.7611804, 0.7607327, 0.7611914, 0.7651067, 0.7614689, 0.7577744, 0.7632461, 0.758873, 0.7583237, 0.7616186, 0.7582536, 0.7607703, 0.7537804, 0.7513576, 0.7561641, 0.7615895, 0.7558789, 0.7624335, 0.759202, 0.7588429, 0.7606883, 0.7525845, 0.7623205, 0.7604208, 0.763072, 0.7607169, 
357.000, 0.6811304, 0.6800365, 0.6821156, 0.7461905, 0.7676625, 0.7809634, 0.7789288, 0.7691612, 0.7746077, 0.7804279, 0.774519, 0.7746549, 0.7690973, 0.7720008, 0.7721395, 0.7743988, 0.7705607, 0.7711492, 0.7712283, 0.7743883, 0.7721233, 0.7683749, 0.7720566, 0.7720428, 0.7659059, 0.7729077, 0.7704077, 0.7667322, 0.7645988, 0.7679367, 0.7717605, 0.772161, 0.7713518, 0.769124, 0.7667627, 0.7635112, 0.7715569, 0.7749429, 0.7742491, 0.7671585, 
358.000, 0.6820664, 0.6926208, 0.6951146, 0.7312961, 0.7622552, 0.7729702, 0.7685189, 0.7690544, 0.7689323, 0.767293, 0.7583604, 0.7600241, 0.7586784, 0.7544274, 0.7579966, 0.7601166, 0.7544484, 0.7537837, 0.7571607, 0.7504964, 0.7501488, 0.7548575, 0.7547941, 0.7517757, 0.7561417, 0.754703, 0.7551923, 0.7508659, 0.7575183, 0.7603035, 0.7522125, 0.7571173, 0.7512932, 0.7571497, 0.7549291, 0.7415771, 0.7537265, 0.7510433, 0.7580385, 0.7524085, 
359.000, 0.6881723, 0.6828837, 0.6806197, 0.7349038, 0.7724881, 0.7816691, 0.7823105, 0.7806149, 0.7671027, 0.7770214, 0.7778764, 0.771811, 0.7655821, 0.7705703, 0.7693353, 0.7710114, 0.7669387, 0.762383, 0.7725277, 0.7683439, 0.7656288, 0.7657723, 0.7678623, 0.7631912, 0.7705116, 0.7672224, 0.7674208, 0.7671762, 0.761508, 0.76367, 0.7670083, 0.7693462, 0.7593555, 0.7653556, 0.7668629, 0.7544346, 0.7608466, 0.7641988, 0.7666278, 0.758337, 
360.000, 0.6763835, 0.6973257, 0.6861033, 0.7318296, 0.7648635, 0.7650805, 0.7655149, 0.7584424, 0.7604604, 0.7577205, 0.7501278, 0.7652769, 0.7450614, 0.7594423, 0.7559466, 0.7515831, 0.7559381, 0.7489343, 0.7612281, 0.7501807, 0.7540927, 0.7547274, 0.7555199, 0.7448549, 0.7549295, 0.7612834, 0.7573586, 0.7505789, 0.7486272, 0.7470798, 0.7518945, 0.7483072, 0.7549944, 0.7539921, 0.7486768, 0.7478995, 0.7539229, 0.7608767, 0.7516651, 0.7559905, 
361.000, 0.6939588, 0.6844945, 0.6826282, 0.7232585, 0.7800875, 0.7881055, 0.7710276, 0.7756996, 0.7696843, 0.7645659, 0.767436, 0.768013, 0.7675433, 0.7699685, 0.7708101, 0.7698073, 0.7653008, 0.7595291, 0.7605658, 0.7483358, 0.7594333, 0.7535129, 0.7604642, 0.7538691, 0.7533484, 0.7552657, 0.7610431, 0.7572951, 0.7504401, 0.7592955, 0.7454762, 0.7618613, 0.7628636, 0.7466826, 0.7559628, 0.7567163, 0.7604308, 0.7545772, 0.7520266, 0.7516251, 
362.000, 0.6815572, 0.6839118, 0.6965623, 0.7565804, 0.7650728, 0.7884641, 0.7720766, 0.7762499, 0.77107, 0.7634106, 0.7866344, 0.7825165, 0.7634459, 0.7729006, 0.7743564, 0.7782998, 0.7602477, 0.7671647, 0.7727394, 0.7685294, 0.7615652, 0.7725692, 0.774209, 0.7647958, 0.7725172, 0.7687688, 0.7754674, 0.7643027, 0.7561455, 0.7779903, 0.7548685, 0.7703648, 0.768301, 0.7640758, 0.7746425, 0.7621942, 0.768404, 0.7723756, 0.7661352, 0.7738795, 
363.000, 0.674614, 0.6910858, 0.709096, 0.7261477, 0.7573142, 0.7772517, 0.7454653, 0.7510233, 0.7547197, 0.7492957, 0.7401567, 0.7526402, 0.7386899, 0.7383919, 0.7397828, 0.7364812, 0.7374635, 0.7418041, 0.7414207, 0.7495756, 0.730535, 0.7455735, 0.7307153, 0.7389922, 0.7341361, 0.7485962, 0.7370515, 0.7210922, 0.7316837, 0.7407904, 0.7352443, 0.7301788, 0.7412543, 0.7416253, 0.7383308, 0.7218161, 0.735096, 0.7457933, 0.7388592, 0.7466702, 
364.000, 0.6741109, 0.6768951, 0.6762776, 0.7055025, 0.7563505, 0.7632146, 0.7603722, 0.7560196, 0.75741, 0.7552905, 0.7336073, 0.7421088, 0.7545733, 0.7338905, 0.737359, 0.7456932, 0.7406888, 0.7362838, 0.74264, 0.7362919, 0.7348514, 0.7260861, 0.7306957, 0.7395272, 0.7296319, 0.7503681, 0.7360454, 0.7278147, 0.7353711, 0.7395329, 0.7333493, 0.7368107, 0.7375932, 0.7291594, 0.7315269, 0.7167692, 0.7298923, 0.7362208, 0.7377338, 0.7311935, 
365.000, 0.6760426, 0.672617, 0.6654811, 0.7408948, 0.7410588, 0.7569661, 0.7839618, 0.7835746, 0.7667389, 0.7571912, 0.7743754, 0.7674189, 0.7662134, 0.7544937, 0.7523742, 0.7674794, 0.7431087, 0.7447305, 0.7734756, 0.7581959, 0.7563477, 0.7459979, 0.7611804, 0.7551556, 0.7717638, 0.7633033, 0.7685175, 0.7671351, 0.7538748, 0.7744241, 0.7482328, 0.760807, 0.7504954, 0.7479515, 0.7622857, 0.7447147, 0.7503886, 0.7610183, 0.7420115, 0.7573991, 
366.000, 0.692493, 0.6770916, 0.6844435, 0.7190633, 0.7417688, 0.7779102, 0.7528687, 0.7730041, 0.749474, 0.747087, 0.7550259, 0.7590117, 0.7443252, 0.7504945, 0.7471962, 0.7337279, 0.731092, 0.7360158, 0.748662, 0.7627578, 0.7405314, 0.7420945, 0.7288446, 0.7418199, 0.7411194, 0.7394238, 0.746388, 0.743062, 0.7325096, 0.7477007, 0.7424073, 0.7340069, 0.7446132, 0.7381129, 0.7443867, 0.727509, 0.7339416, 0.7386146, 0.717597, 0.7400689, 
367.000, 0.6626368, 0.6723552, 0.6689067, 0.7105784, 0.7294707, 0.752018, 0.7527523, 0.7446294, 0.7493267, 0.7487359, 0.7372808, 0.7523975, 0.7369184, 0.7403483, 0.7488861, 0.7533684, 0.7411575, 0.7489734, 0.749176, 0.7357426, 0.7330961, 0.7414608, 0.7457008, 0.740912, 0.7259555, 0.7615047, 0.752491, 0.7332592, 0.7378607, 0.7454205, 0.7410331, 0.7491522, 0.7569194, 0.7413077, 0.7414212, 0.7222362, 0.7412429, 0.7257528, 0.7577267, 0.7333794, 
368.000, 0.6762066, 0.6627865, 0.6651025, 0.7033224, 0.7417445, 0.7584291, 0.7437582, 0.7620459, 0.7528262, 0.7404256, 0.7550554, 0.7439361, 0.7348123, 0.7314844, 0.7432604, 0.7436585, 0.7343636, 0.7369008, 0.7502351, 0.7300224, 0.7313938, 0.7502813, 0.7476907, 0.7337255, 0.7416997, 0.7449007, 0.7342186, 0.7383618, 0.7429152, 0.7537389, 0.7364917, 0.7368927, 0.7430654, 0.7441025, 0.7507596, 0.7318273, 0.7331448, 0.7392802, 0.735487, 0.7376642, 
369.000, 0.6682858, 0.6797366, 0.6732574, 0.7142715, 0.7490625, 0.7635751, 0.7524924, 0.7555375, 0.7413907, 0.7458282, 0.7415457, 0.7438731, 0.7495666, 0.7458448, 0.7357841, 0.7470617, 0.7454739, 0.7426682, 0.7371259, 0.7556877, 0.7397938, 0.7353339, 0.7491994, 0.7336402, 0.7420454, 0.731638, 0.7475371, 0.7403316, 0.724319, 0.7372689, 0.7321253, 0.7423315, 0.7420092, 0.7411356, 0.7366419, 0.7361555, 0.7322922, 0.749897, 0.733686, 0.7359338, 
370.000, 0.6831751, 0.6690078, 0.6757865, 0.7013774, 0.7518902, 0.7593126, 0.7576632, 0.7575331, 0.7634277, 0.7442198, 0.7351956, 0.7327552, 0.748558, 0.7390289, 0.7374473, 0.7391429, 0.7402163, 0.7403336, 0.733233, 0.7289085, 0.7381387, 0.740169, 0.7357011, 0.7341914, 0.7389722, 0.7441411, 0.7322054, 0.7303243, 0.7339201, 0.7344708, 0.7433448, 0.7379704, 0.7374783, 0.7321558, 0.7309628, 0.7342658, 0.7398739, 0.7377582, 0.7311101, 0.7378507, 
371.000, 0.6723042, 0.6765232, 0.6719341, 0.7067084, 0.7477927, 0.746645, 0.7494516, 0.7614975, 0.7424355, 0.7347264, 0.7520328, 0.7366977, 0.7381721, 0.7325702, 0.7378654, 0.7434673, 0.7360539, 0.7372031, 0.7409582, 0.7371845, 0.733645, 0.7409725, 0.7352257, 0.7300053, 0.7318501, 0.7362695, 0.7321305, 0.7372217, 0.7307115, 0.7373204, 0.7305746, 0.7333527, 0.7277403, 0.7283068, 0.7371769, 0.7327161, 0.7273078, 0.7308369, 0.7299814, 0.7399454, 
372.000, 0.6834655, 0.685708, 0.6820092, 0.7068887, 0.7562518, 0.7684665, 0.7553124, 0.7488546, 0.7496428, 0.7402802, 0.7329521, 0.7375798, 0.7455363, 0.7346869, 0.7340617, 0.736279, 0.7322083, 0.7355723, 0.7317896, 0.7437267, 0.7348008, 0.731987, 0.7298741, 0.7259402, 0.7376251, 0.7365546, 0.7271338, 0.7237301, 0.722569, 0.7333136, 0.7358489, 0.7270703, 0.7255259, 0.730289, 0.7276196, 0.7229242, 0.7295256, 0.7218771, 0.7366524, 0.7338929, 
373.000, 0.6633043, 0.6688704, 0.6749239, 0.6916895, 0.7394261, 0.7490358, 0.746407, 0.7414227, 0.7449021, 0.7344646, 0.733211, 0.7288899, 0.7294674, 0.7280345, 0.7340827, 0.7324939, 0.7341008, 0.7296395, 0.7317677, 0.7349858, 0.7336597, 0.7299547, 0.7326264, 0.7317276, 0.7326622, 0.7311645, 0.7261009, 0.7318435, 0.7353163, 0.7306404, 0.7367086, 0.7263169, 0.7300529, 0.7279005, 0.7326784, 0.7285562, 0.7224302, 0.733222, 0.7377152, 0.7335997, 
374.000, 0.668211, 0.6781387, 0.682672, 0.6873221, 0.7339783, 0.7551169, 0.7445674, 0.7517881, 0.7343688, 0.7309833, 0.7348747, 0.7269711, 0.7250314, 0.7275305, 0.7207007, 0.7235818, 0.7382131, 0.7247548, 0.7269254, 0.7216392, 0.7218542, 0.734735, 0.7273068, 0.7191768, 0.731329, 0.7201138, 0.7184238, 0.7289481, 0.7251854, 0.7217479, 0.7209244, 0.7291083, 0.7126098, 0.7216725, 0.7232575, 0.7271791, 0.7195892, 0.7149253, 0.7246094, 0.7176056, 
375.000, 0.6682687, 0.672277, 0.6738524, 0.6981797, 0.734457, 0.7551408, 0.7449379, 0.7420449, 0.7380838, 0.7352109, 0.7364497, 0.7310014, 0.7302237, 0.74017, 0.7275929, 0.729558, 0.7382393, 0.7215252, 0.7284074, 0.733984, 0.7286215, 0.7300248, 0.7368269, 0.7169161, 0.7276354, 0.722055, 0.7191439, 0.7260699, 0.7266264, 0.7228456, 0.7257905, 0.7279963, 0.716989, 0.7163787, 0.7284584, 0.7245665, 0.7206912, 0.717267, 0.7264972, 0.727983, 
376.000, 0.6697888, 0.669138, 0.6779828, 0.6893344, 0.7381563, 0.7445097, 0.7333202, 0.7392054, 0.7309813, 0.7289944, 0.7174163, 0.7203159, 0.7207756, 0.7272687, 0.726624, 0.7219925, 0.7236958, 0.7171893, 0.7196927, 0.7191792, 0.7215934, 0.7144341, 0.7162123, 0.7154937, 0.7232294, 0.7222342, 0.7165627, 0.7089729, 0.7148461, 0.7238736, 0.7125144, 0.7074084, 0.7144442, 0.7087274, 0.7155547, 0.7144351, 0.710247, 0.7126102, 0.711441, 0.711369, 
377.000, 0.6625886, 0.6625543, 0.6716099, 0.6904187, 0.7307806, 0.7370076, 0.7306681, 0.7362151, 0.7240605, 0.7297826, 0.7254338, 0.7223086, 0.7207117, 0.7249002, 0.7247052, 0.7146106, 0.7137542, 0.7164383, 0.7204604, 0.7248793, 0.7175813, 0.7148175, 0.7139196, 0.7143273, 0.7181783, 0.7121506, 0.721519, 0.7156138, 0.7158742, 0.7188959, 0.7044892, 0.7144351, 0.7100358, 0.7107267, 0.709487, 0.7114468, 0.7139878, 0.7117796, 0.718225, 0.7158685, 
378.000, 0.6685519, 0.6688409, 0.6748056, 0.6827359, 0.7360177, 0.7379274, 0.7321229, 0.7300677, 0.7294273, 0.7241716, 0.719698, 0.7255139, 0.715138, 0.7298365, 0.7202344, 0.7218952, 0.7165246, 0.7167683, 0.7183604, 0.7215719, 0.7144618, 0.7134023, 0.7173562, 0.7121153, 0.7189817, 0.7091966, 0.716887, 0.7079124, 0.7167268, 0.7130919, 0.7150335, 0.7170482, 0.7072186, 0.7079258, 0.7065983, 0.7060533, 0.7156796, 0.7079258, 0.7156739, 0.7150607, 
379.000, 0.6624985, 0.6660485, 0.668355, 0.6763067, 0.7265944, 0.7403097, 0.7231398, 0.7368059, 0.7269263, 0.7208462, 0.723237, 0.7107072, 0.7221022, 0.7220507, 0.7229195, 0.7126007, 0.7200751, 0.7103753, 0.7210965, 0.7081003, 0.7217402, 0.7107854, 0.7069793, 0.7033777, 0.7200422, 0.7158809, 0.7133508, 0.7102013, 0.7277317, 0.7158155, 0.7109728, 0.7055392, 0.7148385, 0.7024078, 0.7074552, 0.7030206, 0.7161703, 0.7070751, 0.7191701, 0.7110934, 
380.000, 0.6730494, 0.6725392, 0.6716332, 0.6783199, 0.7399249, 0.7459221, 0.7368536, 0.7442408, 0.7194853, 0.7279024, 0.7254124, 0.7172971, 0.7190671, 0.729938, 0.7127843, 0.7175083, 0.7230077, 0.7245188, 0.7179575, 0.7140441, 0.7122126, 0.7106905, 0.7153149, 0.7045469, 0.7136383, 0.7060423, 0.7122974, 0.712923, 0.7119937, 0.7119961, 0.7116394, 0.7164826, 0.7034531, 0.7044683, 0.7141275, 0.7057848, 0.7138519, 0.7102594, 0.7180452, 0.7130404, 
381.000, 0.6506276, 0.6565228, 0.6601915, 0.684741, 0.7140522, 0.728137, 0.7231236, 0.7151499, 0.7210946, 0.7034659, 0.7063317, 0.7190418, 0.7022038, 0.7152219, 0.7102113, 0.7159815, 0.7030554, 0.7046409, 0.7042966, 0.7047005, 0.7149816, 0.7049041, 0.7035069, 0.6961956, 0.7135453, 0.7038951, 0.7056065, 0.7043805, 0.7045732, 0.6974306, 0.70294, 0.6974378, 0.7053552, 0.7034788, 0.7045999, 0.700922, 0.6968036, 0.6988258, 0.7052493, 0.7015028, 
382.000, 0.6725459, 0.6687193, 0.6705208, 0.6732035, 0.7327104, 0.7416453, 0.7152138, 0.7332149, 0.7183299, 0.707077, 0.7196698, 0.6982465, 0.706615, 0.7053285, 0.7018147, 0.7047777, 0.7025995, 0.7028375, 0.7084751, 0.6977329, 0.6980109, 0.6998839, 0.6959496, 0.6992607, 0.6979461, 0.6920862, 0.7083607, 0.7001901, 0.701004, 0.7014961, 0.689271, 0.6949673, 0.7004619, 0.6883364, 0.6967773, 0.692553, 0.695045, 0.6930609, 0.7002921, 0.691083, 
383.000, 0.6611314, 0.6597042, 0.6655669, 0.6870437, 0.7241292, 0.7200155, 0.7283726, 0.7245936, 0.7189784, 0.7142601, 0.7146287, 0.7258992, 0.7076836, 0.7089729, 0.7093134, 0.7173762, 0.7147508, 0.7099795, 0.7130399, 0.7255087, 0.7147079, 0.7121282, 0.7163329, 0.7014661, 0.7101002, 0.7087569, 0.7198062, 0.7115088, 0.7114606, 0.7076216, 0.7033334, 0.7123928, 0.7040019, 0.6989608, 0.7141356, 0.7120552, 0.700911, 0.7046099, 0.7091722, 0.7066016, 
384.000, 0.6720533, 0.6744275, 0.6589231, 0.6749678, 0.716187, 0.7380848, 0.717082, 0.7110267, 0.709712, 0.7075315, 0.6946301, 0.7115788, 0.6994328, 0.7064805, 0.6927352, 0.6885133, 0.69559, 0.6958866, 0.6931009, 0.697196, 0.7006559, 0.6887102, 0.6935053, 0.6833315, 0.7022586, 0.6863322, 0.6955237, 0.6955776, 0.6935687, 0.692987, 0.6934114, 0.6901345, 0.6953211, 0.6881104, 0.6892772, 0.6816978, 0.6832056, 0.6865215, 0.6973577, 0.6864405, 
385.000, 0.6471133, 0.6490903, 0.6612487, 0.6800003, 0.7162519, 0.7220678, 0.7209878, 0.7233133, 0.7108107, 0.6989207, 0.71068, 0.698791, 0.7039933, 0.7112098, 0.7061667, 0.7105212, 0.7033935, 0.6915708, 0.7031684, 0.696135, 0.703753, 0.6988678, 0.7036076, 0.6963248, 0.7066617, 0.701158, 0.7085357, 0.6991477, 0.696424, 0.696588, 0.689795, 0.7112417, 0.6966205, 0.6945887, 0.6960783, 0.7036214, 0.6967611, 0.6914592, 0.7062163, 0.6962733, 
386.000, 0.6650105, 0.6718836, 0.6762371, 0.6717701, 0.7155027, 0.7206602, 0.7206321, 0.7203608, 0.71804, 0.7053943, 0.7052174, 0.7080126, 0.6930928, 0.7027731, 0.6906099, 0.7003264, 0.7002974, 0.6954503, 0.7052703, 0.697969, 0.6954913, 0.6858959, 0.6930847, 0.6882863, 0.6883254, 0.6883249, 0.6980791, 0.6859112, 0.6931691, 0.6882582, 0.6813383, 0.6834073, 0.693234, 0.6741896, 0.6955256, 0.6811533, 0.6740746, 0.688168, 0.6955042, 0.6882448, 
387.000, 0.6535974, 0.6556673, 0.651515, 0.6733479, 0.7156262, 0.7214956, 0.7175946, 0.7060356, 0.7103362, 0.6979318, 0.700901, 0.7018704, 0.6973987, 0.6950455, 0.6976895, 0.7055945, 0.6929669, 0.6829686, 0.6924572, 0.6921759, 0.7006626, 0.7006459, 0.7029872, 0.6979332, 0.7052684, 0.7053709, 0.7152629, 0.6977801, 0.7000523, 0.6928973, 0.6999493, 0.7003794, 0.7021956, 0.6982856, 0.6979189, 0.7025833, 0.6935935, 0.6804733, 0.7029462, 0.6927619, 
388.000, 0.6656356, 0.6676912, 0.6692924, 0.6597295, 0.710608, 0.7282548, 0.7065129, 0.7246933, 0.7080464, 0.7014465, 0.7091002, 0.6937752, 0.6828723, 0.6930799, 0.685143, 0.7019033, 0.6944995, 0.6854973, 0.6933146, 0.6805539, 0.6960735, 0.6921902, 0.6878037, 0.6867909, 0.6839023, 0.6831021, 0.6910419, 0.6820312, 0.6841068, 0.6849036, 0.6780691, 0.6826243, 0.6796966, 0.6785192, 0.6945567, 0.6749334, 0.6843781, 0.676095, 0.6974015, 0.6827111, 
389.000, 0.654294, 0.6514077, 0.6467957, 0.6743259, 0.708323, 0.7091489, 0.7110329, 0.7062578, 0.6958013, 0.6962242, 0.6959586, 0.7113981, 0.6982322, 0.7019043, 0.6940279, 0.7010698, 0.6928144, 0.687305, 0.6979446, 0.6935391, 0.6900191, 0.6957636, 0.6813393, 0.6902652, 0.6866765, 0.6842108, 0.6976752, 0.6871758, 0.6883302, 0.693697, 0.6939216, 0.6974125, 0.6941209, 0.6784902, 0.6938667, 0.6902852, 0.6875262, 0.6896329, 0.7002692, 0.6891842, 
390.000, 0.6649265, 0.6595826, 0.6720281, 0.6694975, 0.7211189, 0.7255859, 0.7093058, 0.711412, 0.7047477, 0.7001772, 0.6957784, 0.6874995, 0.6879563, 0.6919837, 0.6875582, 0.6929345, 0.6904206, 0.6809511, 0.6818528, 0.689127, 0.6931224, 0.6828256, 0.6914477, 0.6872864, 0.6783013, 0.6908593, 0.6929736, 0.6804757, 0.6870375, 0.6908259, 0.6743102, 0.6881394, 0.6921673, 0.6857362, 0.6881776, 0.6801777, 0.6817265, 0.6917119, 0.6900239, 0.6764488, 
391.000, 0.6524758, 0.6499138, 0.6502099, 0.6615725, 0.7051845, 0.7125988, 0.7114515, 0.7108569, 0.6981621, 0.69276, 0.7010727, 0.6983109, 0.6873646, 0.6982703, 0.6950674, 0.6948032, 0.6857834, 0.684648, 0.6897564, 0.6891513, 0.6842313, 0.6860814, 0.6853046, 0.6842074, 0.6855836, 0.6913548, 0.6954575, 0.6855812, 0.6812487, 0.6823597, 0.6845622, 0.6909585, 0.6850939, 0.6857176, 0.6886153, 0.6845455, 0.6755986, 0.6847329, 0.7021346, 0.6781783, 
392.000, 0.6539345, 0.6604824, 0.6660991, 0.6491418, 0.7080379, 0.7156701, 0.7084336, 0.6969919, 0.70613, 0.6958084, 0.6911888, 0.7008357, 0.6850762, 0.6910157, 0.675354, 0.6902885, 0.6852674, 0.6799541, 0.6828156, 0.6863956, 0.6798253, 0.6721625, 0.6746197, 0.677978, 0.6767778, 0.6844583, 0.6925573, 0.681201, 0.6761446, 0.6739821, 0.6797247, 0.678422, 0.6821218, 0.6709919, 0.6783056, 0.6755738, 0.6745925, 0.6780586, 0.6845503, 0.676455, 
393.000, 0.6410317, 0.6411905, 0.6470337, 0.6508713, 0.6900187, 0.7010832, 0.6948795, 0.6886611, 0.6968784, 0.6778364, 0.6846952, 0.6786141, 0.6756978, 0.6828399, 0.6848364, 0.6883802, 0.6743989, 0.6663713, 0.6742101, 0.6743927, 0.683754, 0.6720042, 0.6775823, 0.6716676, 0.6757412, 0.676055, 0.6875353, 0.6767511, 0.6787806, 0.6747894, 0.6719618, 0.6828561, 0.6819787, 0.6765904, 0.6790986, 0.6724272, 0.6758819, 0.6693873, 0.6818295, 0.6725001, 
394.000, 0.6522312, 0.6500773, 0.6514745, 0.6544065, 0.7024384, 0.7053409, 0.7052727, 0.7017598, 0.6991177, 0.6899476, 0.7009974, 0.6810575, 0.6762118, 0.6909819, 0.6821313, 0.6773834, 0.677361, 0.6775122, 0.6858912, 0.6844993, 0.6815319, 0.6751318, 0.6821442, 0.6747489, 0.6759753, 0.6749969, 0.6866903, 0.6795373, 0.6772075, 0.6820598, 0.6717391, 0.6748357, 0.6748166, 0.6683812, 0.6844592, 0.6727185, 0.6612792, 0.6737285, 0.6860924, 0.6713586, 
395.000, 0.6442003, 0.6452179, 0.6479926, 0.6487622, 0.6943445, 0.6907063, 0.694571, 0.6889057, 0.6913347, 0.6762748, 0.6760097, 0.6800766, 0.6745334, 0.6814365, 0.6784801, 0.6821542, 0.672431, 0.6688466, 0.675909, 0.6732721, 0.671248, 0.6706553, 0.6669292, 0.6722817, 0.6738396, 0.6636548, 0.6781197, 0.6705751, 0.6654439, 0.664495, 0.6710587, 0.6662183, 0.672215, 0.6663423, 0.6785603, 0.6655993, 0.6703687, 0.6640749, 0.6851778, 0.6724739, 
396.000, 0.6379919, 0.6431189, 0.6364312, 0.6407442, 0.6772594, 0.6853251, 0.6836638, 0.6870084, 0.6787114, 0.6698594, 0.6718678, 0.6697655, 0.6738782, 0.6706796, 0.6664572, 0.6800866, 0.6742067, 0.6642728, 0.6687989, 0.6573148, 0.6618085, 0.6588697, 0.6547689, 0.6599216, 0.6682625, 0.6586957, 0.6668177, 0.6659117, 0.6565695, 0.6651077, 0.659102, 0.663887, 0.6615062, 0.6603007, 0.6744804, 0.6608825, 0.6637383, 0.6576791, 0.6763873, 0.6613441, 
397.000, 0.649159, 0.639617, 0.645658, 0.6567793, 0.6909995, 0.7047796, 0.6972184, 0.6871929, 0.6911688, 0.6835299, 0.6894412, 0.6939445, 0.6844463, 0.6850672, 0.6809378, 0.6828194, 0.6832781, 0.6720343, 0.687242, 0.6843672, 0.6834879, 0.6744943, 0.6841807, 0.6674128, 0.676775, 0.6730638, 0.6853356, 0.6801295, 0.6634631, 0.6664777, 0.6615882, 0.6715412, 0.6796975, 0.6621327, 0.6823196, 0.6721668, 0.6732144, 0.6597071, 0.6945019, 0.6662731, 
