Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
876.000, 1.059649, 1.471495, 0.7811356, 0.706439, 0.7374225, 0.7665286, 0.8091974, 0.8174782, 0.8229017, 1.113375, 0.6018639, 0.6646876, 0.8112931, 0.8033047, 0.7593789, 0.760922, 0.685287, 0.7105937, 0.9942508, 0.8019552, 0.5898075, 0.6455088, 0.5891204, 0.7520361, 0.7794881, 0.6078367, 0.6810684, 0.7869644, 0.6082959, 0.7769947, 0.4640865, 0.7258611, 0.7755785, 0.532486, 0.6740088, 0.5828629, 0.6309023, 0.5375996, 0.6912994, 0.5708733, 
877.000, 1.479497, 1.380888, 1.08807, 1.072322, 0.8415585, 1.130134, 1.375903, 1.377112, 0.7771482, 1.339229, 0.9516859, 0.8283482, 1.0055, 0.957058, 1.227744, 0.9373713, 0.7519975, 0.7580132, 0.620244, 0.7959423, 0.9681191, 0.8912086, 0.7710638, 0.9943709, 1.022929, 0.7816978, 0.8803325, 0.8965669, 0.6973886, 0.7487626, 0.8080602, 0.7050285, 0.7718306, 0.5383763, 0.7305937, 0.7418747, 0.6565318, 0.6981168, 0.6541147, 0.7987056, 
878.000, 1.309775, 0.8727965, 0.9001865, 0.7434936, 0.7470002, 0.9161081, 0.6177759, 0.571312, 0.7403111, 0.7672172, 0.8431468, 0.8157296, 0.5602036, 0.7660413, 0.643332, 0.6720204, 0.6261497, 0.6661153, 0.7622981, 0.6344666, 0.5762877, 0.6995792, 0.6830292, 0.5717125, 0.6054416, 0.615037, 0.5787692, 0.574441, 0.6437621, 0.6005049, 0.5792446, 0.610352, 0.6912451, 0.6225266, 0.6203952, 0.6003408, 0.7336898, 0.5808434, 0.5773458, 0.5670362, 
879.000, 1.183693, 1.269945, 1.275591, 0.6913638, 1.07195, 0.8158784, 0.839005, 0.9377532, 0.7459431, 0.682128, 0.6164818, 0.6815763, 0.7371635, 0.8099136, 0.7404861, 0.693469, 0.7078867, 0.5818596, 0.6220107, 0.7440042, 0.653111, 0.7194648, 0.6036549, 0.7099752, 0.708477, 0.7303114, 0.5917392, 0.7857094, 0.6300926, 0.6484923, 0.5149384, 0.6360073, 0.6122465, 0.5414863, 0.6299605, 0.5861259, 0.6446438, 0.620338, 0.5705462, 0.63097, 
880.000, 0.9468474, 1.084493, 0.8207803, 0.6131029, 0.7099452, 0.7271156, 0.7370591, 0.6775632, 0.6393833, 0.7272706, 0.6991243, 0.6059828, 0.6157436, 0.5933604, 0.5704699, 0.5673923, 0.5683823, 0.6640153, 0.6602569, 0.5470719, 0.6690202, 0.6127267, 0.5598063, 0.593667, 0.5916524, 0.5934353, 0.6385827, 0.5915346, 0.6373506, 0.6106687, 0.5887976, 0.6969042, 0.5821595, 0.5805345, 0.5003195, 0.6419077, 0.5834355, 0.6138868, 0.6097031, 0.7295198, 
881.000, 0.5850787, 0.6128392, 0.6839728, 0.5503902, 0.6250587, 0.634099, 0.4861922, 0.5192723, 0.5820923, 0.4932532, 0.4736118, 0.5552635, 0.5744996, 0.5051942, 0.5138712, 0.54848, 0.511713, 0.5438147, 0.5572348, 0.5681062, 0.5195503, 0.529088, 0.6014323, 0.5233536, 0.4751153, 0.5014124, 0.4876456, 0.5665393, 0.5609746, 0.5314231, 0.4266281, 0.4879212, 0.5566254, 0.5843287, 0.5323663, 0.4414577, 0.5629487, 0.5215626, 0.5325942, 0.5556469, 
882.000, 0.7092457, 0.8752728, 0.6778479, 0.7348452, 0.6347108, 0.6751099, 0.7110591, 0.7137012, 0.6438127, 0.717123, 0.7479014, 0.642591, 0.7012796, 0.7425175, 0.7546358, 0.7591162, 0.6016841, 0.613606, 0.5156708, 0.7597442, 0.7345839, 0.5778217, 0.6835361, 0.6990733, 0.759654, 0.7002382, 0.5784731, 0.592823, 0.578536, 0.6004963, 0.6461368, 0.658021, 0.5894313, 0.6202526, 0.7168417, 0.6544347, 0.5885453, 0.6726232, 0.5786085, 0.7160726, 
883.000, 0.9455156, 0.8054848, 0.8075027, 1.133297, 0.8073783, 0.9308095, 0.8671508, 0.7816777, 0.8314185, 0.7153878, 0.817975, 0.854712, 0.7354388, 0.7975974, 0.7885346, 0.8209057, 0.908216, 0.8219414, 1.037522, 0.953651, 0.7053609, 0.8418565, 0.8271871, 0.7210398, 0.8753095, 0.7258511, 0.9045787, 0.6557393, 0.7657547, 0.8421197, 0.5972686, 0.7190361, 0.8926749, 0.9799848, 0.6508007, 0.7340012, 0.8074217, 0.6475282, 0.737329, 0.749259, 
884.000, 0.9236493, 0.7862768, 0.8893209, 0.8224258, 0.7565188, 0.7517343, 0.7043285, 0.8321829, 0.8571906, 0.6073899, 0.8424153, 0.7137628, 0.7342243, 0.6957211, 0.8005013, 0.7801247, 0.7423954, 0.7773991, 0.8401608, 0.9464693, 0.6610665, 0.639607, 0.75703, 0.7966261, 0.7141562, 0.5695968, 0.7489204, 0.7795444, 0.6197481, 0.6149058, 0.614768, 0.6531081, 0.6201921, 0.6437201, 0.6382728, 0.7076569, 0.7990341, 0.7064633, 0.6643028, 0.6034489, 
885.000, 1.674527, 1.106843, 0.9043398, 0.9258428, 0.827405, 0.7256527, 1.182839, 0.845932, 0.8057184, 0.8176904, 0.9262905, 0.8653078, 0.8160143, 0.7499027, 0.8297629, 0.7560797, 1.05405, 0.9730563, 0.8118014, 0.7170072, 1.009812, 0.834723, 0.7848358, 0.9328985, 0.8132219, 1.089233, 0.8268523, 0.74927, 1.063901, 0.8165779, 0.9135499, 0.9261184, 0.7689624, 0.827692, 0.7999916, 0.6952224, 0.7604361, 0.7564783, 0.7529345, 0.8078203, 
886.000, 0.948915, 0.8864608, 1.259747, 0.8291626, 0.9528189, 0.9533949, 0.8247867, 1.129244, 0.954227, 1.032593, 0.8834305, 1.251185, 0.7361035, 0.7790093, 0.656795, 0.8877373, 0.7741137, 0.8254194, 0.8284545, 1.130683, 0.7307825, 0.7761893, 0.8286085, 0.8847599, 0.6899147, 0.687068, 0.8261056, 0.9546494, 0.7727776, 0.8842611, 0.7773623, 0.6891308, 0.7305079, 0.6898117, 0.7765417, 0.7317009, 0.6167288, 0.7769618, 0.6536498, 0.6168857, 
887.000, 1.402701, 1.053348, 1.30887, 0.9577007, 0.7031107, 0.7435751, 1.144081, 0.6968894, 0.7930799, 0.8587594, 0.6830592, 0.6106811, 0.9914613, 0.770555, 1.018666, 0.8009477, 0.7842078, 0.760241, 0.749589, 0.6581073, 0.8737016, 0.6588955, 0.7168903, 0.685997, 0.6889701, 0.8185277, 0.6483507, 0.69806, 0.6912546, 0.6240153, 0.8540497, 0.8249307, 0.6845555, 0.7867498, 0.6257048, 0.6284485, 0.6190786, 0.6458635, 0.8044448, 0.7127542, 
888.000, 1.082455, 0.7259068, 0.8597374, 0.6598396, 0.9723692, 0.7515559, 0.9820666, 0.7621965, 0.7720962, 0.8322773, 0.7658505, 0.7735329, 0.5468178, 0.5826716, 0.5534282, 0.7601767, 0.5633607, 0.7780199, 0.6578197, 0.5425329, 0.622323, 0.6389852, 0.7392554, 0.6895423, 0.6210666, 0.6411109, 0.6060557, 0.6755333, 0.6023941, 0.8511372, 0.5299563, 0.6552539, 0.6317439, 0.4826198, 0.5561037, 0.5552511, 0.5987444, 0.6407709, 0.5978775, 0.5860524, 
889.000, 1.437278, 1.277208, 1.234161, 1.064025, 1.014555, 0.8759413, 0.9053855, 1.197495, 0.681273, 0.7501898, 0.7487316, 0.8531981, 0.9513173, 0.6647148, 0.7839489, 0.7511168, 0.7767406, 0.6501746, 0.7182302, 0.821403, 0.8783379, 0.653255, 0.7411828, 0.6299686, 0.8516479, 0.8003492, 0.6757364, 0.7402015, 0.6220865, 0.6266055, 0.6501856, 0.6095376, 0.7918429, 0.5550318, 0.4965816, 0.6397772, 0.6916285, 0.7679086, 0.5630407, 0.5914931, 
890.000, 0.9173169, 1.214843, 1.654314, 0.7435794, 0.8073273, 0.711031, 0.65804, 0.8697991, 0.558105, 0.5718064, 0.6408882, 0.6340675, 0.6773586, 0.4217124, 0.4874864, 0.6889524, 0.5105429, 0.5115714, 0.5408964, 0.4528952, 0.5928755, 0.4750814, 0.5185061, 0.5142164, 0.5407071, 0.6311226, 0.4455318, 0.5168042, 0.6977038, 0.4676151, 0.5283437, 0.5504932, 0.5376067, 0.577888, 0.5686626, 0.3800044, 0.5115223, 0.4734573, 0.4750314, 0.6002722, 
891.000, 0.6410251, 1.002174, 0.753006, 0.4706964, 0.6183262, 0.6507888, 0.508316, 0.3693256, 0.5226941, 0.517827, 0.4197111, 0.6468372, 0.5158706, 0.689537, 0.5547705, 0.4818721, 0.6010895, 0.4855766, 0.6110301, 0.584867, 0.4110398, 0.4916887, 0.6050353, 0.4856811, 0.5496716, 0.4460974, 0.5919094, 0.5146246, 0.5048156, 0.4642425, 0.3979826, 0.3709884, 0.3912663, 0.6495528, 0.4282899, 0.417326, 0.4883218, 0.5033965, 0.4574723, 0.5697289, 
892.000, 0.6503525, 0.7664371, 0.6753731, 0.7489867, 0.6327972, 0.6172495, 0.6452899, 0.7707677, 0.6616879, 0.6311517, 0.6472239, 0.4671516, 0.7575269, 0.5448837, 0.5862761, 0.7993755, 0.510622, 0.5986958, 0.4871016, 0.5269303, 0.5824928, 0.5297251, 0.5205164, 0.5076394, 0.5467639, 0.6826797, 0.5681291, 0.6243854, 0.5067124, 0.5660439, 0.5102606, 0.5715752, 0.5157847, 0.4619856, 0.584949, 0.5385461, 0.470922, 0.6781101, 0.46492, 0.4351339, 
893.000, 1.054042, 0.8584862, 1.216402, 1.103515, 0.7874436, 1.326965, 0.9568081, 0.9474607, 1.014908, 1.166347, 0.8259177, 0.7556882, 0.9873877, 0.7734108, 0.9329205, 0.977602, 1.044058, 1.084148, 0.9498382, 0.6308742, 0.6188192, 0.8746634, 0.7519612, 0.6505241, 0.7230701, 0.9244266, 0.8831959, 0.7613792, 0.9958291, 0.8814831, 0.9669099, 0.8538842, 0.70543, 0.7346516, 0.5449719, 0.7670846, 0.8334785, 0.743042, 0.6536813, 0.7605462, 
894.000, 1.068243, 0.785512, 0.9138088, 0.9470682, 0.8676229, 1.055582, 1.35391, 1.167212, 1.043029, 1.210979, 0.6274705, 1.143897, 0.9160662, 0.8621259, 0.8522611, 1.041377, 0.7573447, 0.9610848, 0.9575481, 1.03209, 0.8104296, 0.8094893, 0.825078, 0.6752653, 1.01118, 0.9398723, 0.7529306, 0.9349241, 0.8160095, 0.7170119, 0.7414398, 0.6768699, 1.064195, 0.9824529, 0.6996436, 0.59478, 0.5849724, 0.7332745, 0.5871177, 0.6614857, 
895.000, 1.187658, 0.8963952, 0.8271794, 0.8806319, 0.7459965, 0.7263288, 1.153171, 1.075769, 0.9688835, 0.8659725, 0.8072872, 0.8338399, 0.7675023, 0.8150535, 0.9445472, 0.7906785, 0.8401027, 0.5679045, 0.6442046, 0.6186967, 0.6128745, 0.7012563, 0.7801576, 0.9557877, 0.7390356, 0.78369, 0.8774066, 0.7490931, 0.6823406, 0.5949893, 0.7795534, 0.7471271, 0.8379769, 0.6586003, 0.5823984, 0.7029767, 0.8121076, 0.690969, 0.6057658, 0.6068215, 
896.000, 1.008577, 1.00818, 0.9954801, 0.6776052, 0.9466252, 0.8322349, 0.7118173, 0.7044654, 0.8885784, 0.7500029, 0.8004184, 1.106796, 0.6455874, 0.7478681, 0.5772548, 0.7459068, 0.7483811, 0.8358269, 0.9024215, 0.6543493, 0.7428703, 0.6874323, 0.6942177, 0.9036279, 0.6774988, 0.6324272, 0.7740679, 0.7716351, 0.5715499, 0.6410022, 0.6396322, 0.7324877, 0.7666674, 0.4942908, 0.6257343, 0.5988894, 0.8013372, 0.528306, 0.80476, 0.7016621, 
897.000, 1.031232, 1.161854, 0.941659, 0.8601217, 1.153373, 0.6787448, 0.6826725, 0.9333472, 0.7280102, 0.8582959, 0.7957263, 0.7238884, 0.9343863, 0.7880511, 0.730104, 0.8556681, 0.9342828, 0.6315608, 0.6312613, 0.7265825, 0.6320701, 0.7865586, 0.6319561, 0.6814718, 0.5898628, 0.679358, 0.5907125, 0.6340733, 0.7323642, 0.7883239, 0.6350532, 0.633812, 0.5532722, 0.7333059, 0.7304273, 0.6329556, 0.5909615, 0.634439, 0.6308322, 0.555604, 
898.000, 1.000507, 1.657015, 1.558365, 0.9539337, 0.9293513, 0.9704242, 0.9917059, 0.8599663, 0.772965, 1.041063, 1.254092, 0.7675886, 0.7205009, 0.7463546, 0.6511545, 0.8101573, 0.846375, 0.7194819, 0.8834343, 0.5570326, 0.6273603, 0.6076894, 0.6809015, 0.8925047, 0.7031479, 0.6753292, 0.662878, 0.8290257, 0.7524323, 0.7003832, 0.687716, 0.6964607, 0.7154446, 0.7357316, 0.6838799, 0.6109257, 0.6741967, 0.6555052, 0.6543584, 0.8167982, 
899.000, 0.8723993, 1.31324, 0.9144154, 0.6298618, 0.9318304, 0.9541745, 0.6075549, 1.038836, 0.744905, 0.9091916, 0.5068202, 0.8110571, 0.5595469, 0.5954342, 0.708014, 0.6515093, 0.8490295, 0.6590357, 0.8356156, 0.7264957, 0.5664735, 0.6937175, 0.7188497, 0.5738597, 0.7597227, 0.7002254, 0.6182566, 0.6803703, 0.5465655, 0.6493249, 0.5025868, 0.5601463, 0.6034255, 0.5506287, 0.583663, 0.6394277, 0.6541672, 0.5997243, 0.5603461, 0.476995, 
900.000, 0.7568059, 0.9680619, 0.9442377, 0.6861024, 0.6167727, 0.6579013, 0.5278549, 0.5931273, 0.5479913, 0.4924231, 0.9179945, 0.4145169, 0.5832319, 0.6785145, 0.5707541, 0.5474315, 0.4430623, 0.4337993, 0.4562225, 0.3946896, 0.5223608, 0.4583535, 0.4139032, 0.4296112, 0.4103217, 0.5548086, 0.4548831, 0.4463191, 0.4830942, 0.4367719, 0.5126271, 0.5567665, 0.3970594, 0.3962951, 0.4321208, 0.3772883, 0.3975315, 0.4911947, 0.490201, 0.4512882, 
901.000, 0.8172255, 0.8210359, 0.7010994, 0.6175385, 0.7646432, 0.7848415, 0.5686202, 0.517417, 0.5211062, 0.6405411, 0.6129622, 0.641119, 0.4775949, 0.5303874, 0.3989072, 0.520246, 0.4447799, 0.5346918, 0.5348573, 0.6023374, 0.4797959, 0.6513901, 0.4501033, 0.3786492, 0.4690886, 0.5291557, 0.4226255, 0.7396255, 0.4724617, 0.5815725, 0.5124102, 0.4097886, 0.5574579, 0.4958839, 0.456944, 0.4711795, 0.5076079, 0.4614301, 0.5119605, 0.4497762, 
902.000, 0.7221866, 0.6483154, 0.5895267, 0.4422865, 0.5547862, 0.4148812, 0.4023566, 0.5488429, 0.5506206, 0.4236684, 0.4103422, 0.3602052, 0.4421034, 0.4556122, 0.5465264, 0.4516864, 0.5451059, 0.3803244, 0.4260445, 0.4357285, 0.4522395, 0.468389, 0.4239755, 0.4022617, 0.3856359, 0.4982233, 0.2666631, 0.5595417, 0.4144979, 0.413394, 0.3122673, 0.4152827, 0.4191432, 0.3754711, 0.3316355, 0.3595934, 0.4712296, 0.3772292, 0.4213891, 0.4079914, 
903.000, 0.7262115, 0.7331815, 0.8253436, 0.9291553, 0.5698414, 0.9399357, 0.9260254, 0.5875525, 0.4843016, 0.6275582, 0.5979676, 0.6470881, 0.6647525, 0.4923997, 0.4694834, 0.6933799, 0.476306, 0.7588425, 0.5409431, 0.5053988, 0.6790981, 0.636909, 0.4951625, 0.7438521, 0.5308166, 0.5295916, 0.5378451, 0.6775904, 0.5871758, 0.8437138, 0.6764145, 0.4983296, 0.6713114, 0.8475075, 0.4745235, 0.5413008, 0.4297523, 0.6294665, 0.53023, 0.6760664, 
904.000, 0.5557203, 0.4974895, 0.6170053, 0.5905108, 0.6033731, 0.630374, 0.5603266, 0.7636528, 0.5876155, 0.5161099, 0.7047539, 0.5971899, 0.459332, 0.6230421, 0.7084966, 0.7025599, 0.5218496, 0.5637178, 0.5819998, 0.6432242, 0.4414668, 0.6449018, 0.5535851, 0.4428492, 0.5513802, 0.5503159, 0.5505471, 0.6027656, 0.5275373, 0.5356088, 0.4405856, 0.5742145, 0.5180874, 0.6105094, 0.5298047, 0.6283169, 0.5662441, 0.4797678, 0.533731, 0.4246836, 
905.000, 0.9414835, 0.5604901, 0.7687402, 0.6790042, 0.572329, 0.6822853, 0.7717333, 0.7582626, 0.6108627, 0.7502937, 0.8013263, 0.6256304, 0.6964955, 0.5922885, 0.5765224, 0.7391357, 0.792161, 0.6100621, 0.5669193, 0.4421177, 0.7550387, 0.7006354, 0.5802979, 0.5771098, 0.5767784, 0.6837173, 0.5681272, 0.6233091, 0.5120854, 0.6646457, 0.6351304, 0.7808371, 0.6214762, 0.5346241, 0.5768118, 0.6272988, 0.4607272, 0.624609, 0.567555, 0.5774932, 
906.000, 1.509387, 1.417893, 1.518884, 1.207685, 1.366476, 1.475746, 1.196608, 1.351357, 1.125512, 1.509705, 0.9726086, 1.480216, 1.159137, 1.428466, 1.502959, 1.47472, 0.7284241, 1.195084, 1.235077, 1.378698, 0.7876873, 0.9292164, 1.467785, 0.9458423, 1.151565, 0.9759259, 1.420548, 0.7668095, 1.087366, 0.9902997, 0.8988142, 1.036936, 1.377682, 1.058938, 0.9245086, 0.9813113, 0.6988235, 1.095243, 1.025239, 0.9503403, 
907.000, 1.033185, 0.9321537, 0.7430363, 0.765203, 0.8891764, 0.910378, 1.001474, 1.638007, 1.011211, 0.8108621, 0.6300244, 0.8683434, 0.8972688, 0.8063345, 0.7490687, 0.762166, 0.9295816, 0.7106409, 0.4362249, 0.7451935, 0.7685933, 0.7478986, 0.6849875, 0.6134944, 0.6787357, 0.6708922, 0.6706429, 0.6811838, 0.5556412, 0.8101244, 0.6853557, 0.6784883, 0.7319031, 0.5104375, 0.545939, 0.8287468, 0.6107192, 0.5690804, 0.5708394, 0.5462928, 
908.000, 0.783536, 0.9582286, 0.787077, 0.7871265, 0.6648626, 1.273793, 0.7110238, 0.544436, 0.6493568, 0.664145, 0.9555979, 0.7900524, 0.8528934, 0.8761177, 0.71944, 0.612843, 0.7054834, 0.7878351, 0.6812172, 0.4722595, 0.5550308, 0.5672369, 0.4979806, 0.8634567, 0.6683578, 0.7142596, 0.6661916, 0.6089921, 0.7211604, 0.5265284, 0.6022968, 0.5615039, 0.5785866, 0.4928846, 0.4902134, 0.5582514, 0.6155667, 0.5687876, 0.6119261, 0.6612153, 
909.000, 0.9524932, 0.5925031, 0.7861853, 0.563488, 0.5510988, 0.8562102, 0.4923644, 0.7714024, 0.4216561, 0.6010919, 0.368237, 0.5044599, 0.3167319, 0.653163, 0.4150724, 0.4653316, 0.5108113, 0.4893951, 0.5546036, 0.7595835, 0.4813495, 0.5096502, 0.6620021, 0.3545432, 0.5419984, 0.4119415, 0.4032516, 0.4263024, 0.3142352, 0.5676818, 0.365376, 0.3913512, 0.5852432, 0.3683376, 0.4985261, 0.3370743, 0.4835415, 0.3641171, 0.3457165, 0.2802057, 
910.000, 1.173081, 0.8733664, 1.192643, 0.6454625, 0.6514344, 0.7320876, 0.5365438, 0.6763921, 0.4780889, 0.7053494, 0.5684037, 0.4328527, 0.5489893, 0.4753861, 0.5621071, 0.5816975, 0.5993514, 0.6044865, 0.4022508, 0.3635712, 0.5770745, 0.3716664, 0.555181, 0.4581304, 0.5136042, 0.4429164, 0.5065722, 0.4592881, 0.4707365, 0.3330731, 0.5385733, 0.4556208, 0.4142885, 0.4169779, 0.4611192, 0.3847747, 0.4221153, 0.3927865, 0.4441853, 0.4254627, 
911.000, 0.5842314, 0.6561751, 0.6140008, 0.391326, 0.6977339, 0.5622101, 0.3506675, 0.5754395, 0.3343349, 0.4086313, 0.2893014, 0.4886422, 0.4461956, 0.4663916, 0.3175988, 0.37639, 0.3744841, 0.5062332, 0.4356289, 0.4155798, 0.3931732, 0.3252788, 0.4683952, 0.3613601, 0.4339032, 0.3029695, 0.3662872, 0.3886089, 0.3565655, 0.3452034, 0.2971358, 0.4369779, 0.380877, 0.4316916, 0.4081955, 0.2863431, 0.4354525, 0.3309088, 0.3152633, 0.3386641, 
912.000, 0.9345737, 0.7485495, 0.7032733, 0.5370731, 0.6849852, 0.5980258, 0.7788553, 0.9309897, 0.7282295, 0.5932221, 0.6007247, 0.4449005, 0.6047821, 0.4243131, 0.5314059, 0.5744195, 0.6967044, 0.4559011, 0.5894098, 0.5018368, 0.666028, 0.4293551, 0.5107088, 0.448441, 0.4719024, 0.4976397, 0.4633684, 0.5930538, 0.5242047, 0.4916706, 0.4888349, 0.5054464, 0.3624644, 0.4670057, 0.5650263, 0.3707714, 0.381958, 0.3584852, 0.4550266, 0.3906407, 
913.000, 0.5790629, 0.7239714, 0.4751964, 0.5250001, 0.5826821, 0.5850563, 0.4329519, 0.4330592, 0.3900046, 0.477437, 0.5873384, 0.5212007, 0.4768224, 0.3855848, 0.477129, 0.5301027, 0.4788442, 0.6500449, 0.477416, 0.3776913, 0.3178334, 0.5805488, 0.3848691, 0.4754133, 0.4290423, 0.5279899, 0.4740906, 0.4290791, 0.3902459, 0.3502045, 0.4780159, 0.4309297, 0.3862276, 0.3166943, 0.3498006, 0.3512688, 0.5844202, 0.477499, 0.3511453, 0.4772635, 
914.000, 1.35992, 1.394358, 0.6958318, 0.7955284, 0.94344, 0.6084871, 0.7368989, 0.8860202, 0.7274313, 0.5787749, 0.5410652, 0.8896222, 0.6601481, 0.7216463, 0.5833287, 0.4715996, 0.5600119, 0.5829043, 0.5768161, 1.357025, 0.6622491, 0.8965678, 0.7977419, 0.650928, 0.6375604, 0.6066327, 0.7187877, 0.820446, 0.5880904, 0.6095729, 0.4183164, 0.5097523, 0.61867, 0.5200934, 0.7110395, 0.4541292, 0.538168, 0.4436936, 0.5858703, 0.4807696, 
915.000, 0.5558982, 0.6389675, 0.6063223, 0.4624391, 0.6038804, 0.5106215, 0.6166635, 0.7915559, 0.4277592, 0.5770316, 0.4818707, 0.5015287, 0.5542555, 0.4023018, 0.5246625, 0.5879655, 0.5240026, 0.4530411, 0.4590745, 0.2013946, 0.5337744, 0.4110494, 0.4137483, 0.6125312, 0.4759178, 0.5973058, 0.503581, 0.4675884, 0.5607467, 0.4022856, 0.4568453, 0.4731555, 0.4358025, 0.4745374, 0.3370223, 0.3097048, 0.4514451, 0.6158485, 0.4577503, 0.5148435, 
916.000, 0.8149304, 0.5474725, 0.7936568, 0.521028, 0.5023274, 0.6840172, 0.5238261, 0.4491115, 0.5073004, 0.6048436, 0.4944644, 0.7383633, 0.3959627, 0.696866, 0.4490805, 0.4488282, 0.6221948, 0.6509581, 0.5796018, 0.7085791, 0.4335098, 0.5200152, 0.4118242, 0.461041, 0.4173732, 0.2340932, 0.4610176, 0.4518728, 0.506887, 0.505815, 0.4928074, 0.4332762, 0.506959, 0.5683026, 0.3766627, 0.3931785, 0.5005989, 0.4692373, 0.4307027, 0.4764671, 
917.000, 0.7126861, 0.9162664, 0.8031406, 0.6516867, 0.7090096, 0.5752845, 0.6335731, 1.128042, 0.7107, 0.711772, 0.7268295, 0.5635753, 0.7713242, 0.8582082, 0.6486697, 0.6828976, 0.5886774, 0.4867468, 0.391099, 0.5185342, 0.6388373, 0.7146134, 0.7178407, 0.5801311, 0.6312871, 0.5892606, 0.5508962, 0.4888291, 0.5964408, 0.5137768, 0.6436129, 0.5212822, 0.4690084, 0.5266452, 0.3739071, 0.4850469, 0.4650636, 0.5453095, 0.3953619, 0.543961, 
918.000, 0.8970737, 1.392055, 1.390126, 0.7014041, 1.377265, 1.380474, 0.7724323, 0.9504724, 0.4865222, 0.8988867, 0.7310596, 1.390087, 0.7131667, 0.5267086, 1.099768, 0.7749085, 0.6994205, 0.7931809, 0.7922082, 1.050677, 0.6151376, 0.6343904, 0.4493675, 0.6208372, 0.6300578, 0.7266846, 0.6240711, 0.6620364, 0.9361038, 0.6160812, 0.721683, 0.9326715, 0.712688, 0.813591, 0.4542122, 0.5341668, 0.5439014, 0.6316247, 0.620924, 0.8050532, 
919.000, 1.328351, 1.321851, 1.377442, 0.8913951, 1.315866, 0.9945798, 1.346666, 1.083295, 1.061866, 1.342105, 0.5080361, 0.8271251, 0.9035983, 1.349362, 0.8638458, 1.322179, 0.9019494, 0.7538223, 0.5079832, 1.330384, 1.066988, 0.776947, 1.111699, 0.8947425, 0.7629075, 0.4733982, 0.7830715, 1.351075, 0.5683365, 0.8752804, 0.54106, 0.671967, 0.5315313, 0.4039211, 0.5009398, 1.062827, 0.886167, 0.5933414, 0.5920839, 0.5888867, 
920.000, 0.7616162, 0.8127413, 1.027343, 0.603435, 0.661541, 0.854116, 0.6610255, 0.7195344, 0.4528251, 0.4840789, 0.6106701, 0.4223857, 0.5014973, 0.5930648, 0.4768252, 0.3683901, 0.4729409, 0.4754581, 0.3478546, 0.3997431, 0.3865905, 0.422739, 0.5342093, 0.4138956, 0.395946, 0.5285287, 0.5235395, 0.4101753, 0.4286757, 0.1866646, 0.4764047, 0.4887481, 0.4525557, 0.3884697, 0.4611416, 0.3530817, 0.3660479, 0.4609065, 0.361701, 0.5466485, 
921.000, 1.371856, 1.014132, 1.220131, 0.6867733, 0.7220802, 1.114112, 1.121528, 0.8909822, 0.7560582, 0.5993404, 0.8819971, 0.7963352, 0.469357, 0.916286, 0.6307349, 0.7310171, 0.5166707, 0.627141, 0.7250772, 0.5660763, 0.5583591, 0.573257, 0.562006, 0.5129557, 0.4993258, 0.7463918, 0.4233232, 0.5885048, 0.6941028, 0.6718431, 0.5301685, 0.5237007, 0.4450188, 0.5328474, 0.3780618, 0.394352, 0.5782585, 0.4180169, 0.4253445, 0.5512233, 
922.000, 1.014698, 0.7750769, 1.008643, 0.7325363, 0.7995543, 0.8358655, 0.7076826, 0.8430543, 0.73703, 0.5187044, 0.4722486, 0.4929628, 0.5766568, 0.552135, 0.5391364, 0.4810948, 0.5048547, 0.2848663, 0.4658208, 0.6973681, 0.5669498, 0.6783128, 0.4616828, 0.1764679, 0.6898632, 0.5858364, 0.6191602, 0.622818, 0.4107666, 0.6150899, 0.3948441, 0.5597796, 0.3071609, 0.4182749, 0.3740907, 0.4630337, 0.4254141, 0.4789414, 0.3400531, 0.4736838, 
923.000, 1.294847, 1.320168, 1.302773, 0.4270663, 0.8580165, 0.4779458, 0.7151122, 0.5038686, 0.4968696, 0.8323469, 0.8477206, 0.6889267, 0.8467622, 0.4648342, 1.015976, 0.4935346, 0.4545979, 0.6864939, 0.4413977, 0.3123307, 0.6390867, 0.5463681, 0.6050982, 0.6914802, 0.5616441, 0.3744173, 0.4298792, 0.7237248, 0.8243122, 0.5966458, 0.6095433, 1.004528, 0.3961959, 0.5353646, 0.4196539, 0.4721479, 0.4607258, 0.5711493, 0.3642282, 0.6209502, 
924.000, 1.236434, 0.7762537, 0.6206975, 0.8065948, 0.6458969, 0.9562807, 0.5544219, 0.4585156, 0.5839586, 0.6520934, 0.4733329, 0.5518022, 0.5544119, 0.7911835, 0.3976188, 0.3913555, 0.6603198, 0.4587727, 0.5639749, 1.260395, 0.3192239, 0.56532, 0.4885039, 0.3534741, 0.6875081, 0.3749299, 0.5680308, 0.5671926, 0.394073, 0.6549644, 0.3529563, 0.5447383, 0.4839592, 0.4198294, 0.3274746, 0.5578918, 0.5725422, 0.2727566, 0.3211336, 0.4832625, 
