Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
756.000, 0.4960217, 0.4829144, 0.5154638, 0.5051737, 0.5099735, 0.5259352, 0.534915, 0.5291948, 0.5271325, 0.5328159, 0.5181713, 0.5791526, 0.5459766, 0.5453973, 0.5511532, 0.5777454, 0.5269241, 0.5433292, 0.5334501, 0.557394, 0.5393877, 0.5547194, 0.5340586, 0.5741086, 0.5857453, 0.5290947, 0.5527983, 0.5538683, 0.5502667, 0.5515079, 0.5674157, 0.5558167, 0.5337381, 0.5533676, 0.5424523, 0.5356321, 0.5522776, 0.5280533, 0.5325246, 0.5579891, 0.5495124, 0.550498, 0.5234118, 0.544723, 0.5359993, 0.5326118, 0.5698576, 0.530324, 0.51087, 0.509582, 0.5060973, 0.5512071, 0.5209374, 0.5325294, 0.5247102, 0.5242453, 0.5085073, 0.5360646, 0.5144567, 0.5322847, 0.5128603, 0.5168557, 0.4968061, 0.5086985, 0.4962869, 0.5247946, 0.5069304, 0.5393534, 0.5126853, 0.5013881, 0.5265565, 0.4968085, 0.4680672, 0.5309329, 
757.000, 0.5791321, 0.5863328, 0.599936, 0.599534, 0.5862422, 0.580409, 0.5975094, 0.6077828, 0.6263375, 0.6262083, 0.6316442, 0.642025, 0.6561146, 0.6810513, 0.6518612, 0.6832137, 0.6599627, 0.6603007, 0.6649442, 0.6610699, 0.6654468, 0.6360483, 0.6685839, 0.6589026, 0.6680393, 0.6798577, 0.6869788, 0.6960201, 0.6855783, 0.6560311, 0.6801944, 0.6692276, 0.6553988, 0.6913204, 0.6586704, 0.6779761, 0.6503921, 0.6612396, 0.6801839, 0.6561389, 0.6770625, 0.6616302, 0.6582332, 0.6525879, 0.6693788, 0.6644607, 0.6430488, 0.6462293, 0.6324444, 0.665668, 0.6524286, 0.6699238, 0.6537971, 0.651536, 0.6629977, 0.6533389, 0.6747994, 0.6508393, 0.6758204, 0.6707096, 0.6388612, 0.6402264, 0.674006, 0.6634707, 0.6635761, 0.6260428, 0.6628542, 0.6472249, 0.6653342, 0.6356907, 0.6569366, 0.6515546, 0.6582084, 0.6213026, 
758.000, 0.7238264, 0.7354283, 0.7320271, 0.729516, 0.7530231, 0.7907009, 0.7345371, 0.771143, 0.7789712, 0.7727284, 0.795145, 0.8115392, 0.832119, 0.8397045, 0.8438749, 0.8395715, 0.8243241, 0.8300967, 0.8356333, 0.8419771, 0.8260942, 0.838954, 0.8170519, 0.8158617, 0.8201313, 0.7958827, 0.8075466, 0.8197021, 0.8285804, 0.8304982, 0.8025513, 0.8409505, 0.830102, 0.7986207, 0.8212142, 0.8382254, 0.8421578, 0.8199987, 0.8480577, 0.7838392, 0.8204598, 0.8324718, 0.8022733, 0.8537073, 0.8150916, 0.7932553, 0.8329325, 0.7940011, 0.8092799, 0.8097553, 0.8092484, 0.7922001, 0.8018355, 0.8084078, 0.8248873, 0.8256016, 0.7773161, 0.8266325, 0.8347607, 0.7966652, 0.8145947, 0.8096786, 0.8142009, 0.7926335, 0.803957, 0.813345, 0.7534666, 0.766479, 0.8128414, 0.8071723, 0.7706347, 0.8021421, 0.7441044, 0.7851653, 
759.000, 0.8937578, 0.8580174, 0.8234134, 0.8462148, 0.8830886, 0.8250132, 0.9086142, 0.8824754, 0.8965096, 0.8948908, 0.9216785, 0.9228182, 0.8714838, 0.8961191, 0.9109592, 0.8716545, 0.8592043, 0.8712559, 0.8851924, 0.9238672, 0.9229064, 0.8374872, 0.8481326, 0.9094839, 0.9505687, 0.8950157, 0.8702106, 0.9222689, 0.909452, 0.8482685, 0.8723426, 0.8487606, 0.8609967, 0.8833685, 0.8485088, 0.8367572, 0.8844423, 0.8834691, 0.8256588, 0.8834124, 0.8718228, 0.8371496, 0.8716817, 0.8154354, 0.8713489, 0.8960199, 0.8157563, 0.8714609, 0.8602438, 0.8978043, 0.8256149, 0.8145156, 0.794313, 0.8150911, 0.8375144, 0.8164968, 0.8146849, 0.8390307, 0.8385587, 0.7947693, 0.7965789, 0.8501396, 0.7949271, 0.8263412, 0.8055835, 0.7960744, 0.8044086, 0.8383546, 0.7757688, 0.816411, 0.7756348, 0.8053007, 0.7941008, 0.8061156, 
760.000, 0.903276, 0.8852549, 0.9109454, 0.8850079, 0.8721294, 0.9096875, 0.8608775, 0.9071012, 0.8624334, 0.9055567, 0.9021316, 0.8633194, 0.8800282, 0.8893561, 0.8345671, 0.8777065, 0.8777685, 0.8911829, 0.8351493, 0.8411894, 0.8657885, 0.87007, 0.8588057, 0.8665681, 0.8884926, 0.8721237, 0.8872619, 0.8600988, 0.8496752, 0.8666048, 0.8117623, 0.8563304, 0.8253131, 0.8426485, 0.858119, 0.8677521, 0.8622255, 0.8613405, 0.8787537, 0.8415923, 0.8402162, 0.8545408, 0.8294449, 0.8802013, 0.8538394, 0.840117, 0.843884, 0.8295808, 0.8174882, 0.7785401, 0.8429241, 0.8426309, 0.8328605, 0.8304605, 0.8204236, 0.8040342, 0.7956982, 0.7689786, 0.7801104, 0.8035617, 0.7654929, 0.7619128, 0.8000841, 0.790976, 0.7702088, 0.7691097, 0.7806721, 0.7320056, 0.7814536, 0.7692394, 0.7444181, 0.7902236, 0.7511468, 0.7618861, 
761.000, 0.8429151, 0.8734217, 0.876977, 0.8605037, 0.8777838, 0.8387451, 0.8805761, 0.8413739, 0.8793941, 0.8267879, 0.8077388, 0.77107, 0.7721133, 0.7629638, 0.8005948, 0.7443495, 0.7486115, 0.7608986, 0.7740173, 0.7592573, 0.7650352, 0.7661371, 0.7709403, 0.7831931, 0.7885461, 0.7411485, 0.726511, 0.7495437, 0.7372279, 0.7233567, 0.7524605, 0.732017, 0.7661228, 0.742805, 0.7449303, 0.7340178, 0.7139535, 0.7169991, 0.7154875, 0.7365093, 0.7162066, 0.7076263, 0.7152171, 0.7113128, 0.7351885, 0.7273784, 0.705287, 0.6971722, 0.6963162, 0.7158175, 0.7020779, 0.6936784, 0.6867332, 0.6691756, 0.6980162, 0.7088385, 0.6521978, 0.6758685, 0.6831932, 0.6898994, 0.704515, 0.6888695, 0.6692047, 0.6834688, 0.6635919, 0.6334391, 0.6710329, 0.6584167, 0.6517735, 0.6551075, 0.6588464, 0.6640053, 0.6447358, 0.6579099, 
762.000, 0.7244139, 0.7218275, 0.7550187, 0.7142205, 0.7067127, 0.7077031, 0.6919241, 0.6888099, 0.6700745, 0.6564441, 0.6467285, 0.6113138, 0.6163969, 0.6187105, 0.6012654, 0.6037087, 0.6131563, 0.6076603, 0.6020312, 0.6125474, 0.5865011, 0.6242194, 0.5984244, 0.5953908, 0.6050115, 0.6352067, 0.5954747, 0.6211667, 0.6179495, 0.609879, 0.5837722, 0.6100545, 0.6045623, 0.5880694, 0.5711522, 0.5859671, 0.5829086, 0.6026959, 0.5990424, 0.5625401, 0.6032462, 0.5874286, 0.581986, 0.5864458, 0.594893, 0.5753379, 0.5615435, 0.5499887, 0.5759454, 0.5684991, 0.5679827, 0.5583067, 0.5637851, 0.5625429, 0.5675507, 0.5467033, 0.5706892, 0.5616398, 0.538619, 0.527782, 0.5449643, 0.5295115, 0.5573125, 0.5243359, 0.543942, 0.5315552, 0.5402489, 0.5240045, 0.5338569, 0.5278192, 0.5342102, 0.5183558, 0.5368109, 0.5084295, 
763.000, 0.5406656, 0.5580711, 0.540894, 0.5375056, 0.553319, 0.5393991, 0.5596609, 0.544239, 0.5315037, 0.5370994, 0.5439687, 0.526844, 0.5392675, 0.5328817, 0.5312905, 0.5412135, 0.5263505, 0.5388465, 0.5470152, 0.5312352, 0.5473356, 0.5326285, 0.5456262, 0.5381298, 0.5558538, 0.5142956, 0.5450497, 0.5239248, 0.5308504, 0.562191, 0.5089593, 0.5528803, 0.5376992, 0.5304403, 0.5390253, 0.5357056, 0.4961276, 0.5173783, 0.5258951, 0.530601, 0.5036125, 0.5063672, 0.5126581, 0.5128827, 0.5295806, 0.509315, 0.5151992, 0.5312219, 0.4912686, 0.5147557, 0.5191731, 0.4814358, 0.5020819, 0.5116835, 0.4982848, 0.5176063, 0.5108848, 0.5170836, 0.4853406, 0.5106258, 0.4983654, 0.4952302, 0.4965816, 0.530292, 0.4937992, 0.5062551, 0.4988513, 0.4787078, 0.4841423, 0.4921541, 0.4775877, 0.4900684, 0.4811568, 0.4963608, 
764.000, 0.543386, 0.5376735, 0.5605054, 0.548192, 0.5639687, 0.5581689, 0.5823393, 0.5857253, 0.6120167, 0.5868049, 0.6139307, 0.6592269, 0.6423035, 0.6161032, 0.647748, 0.6414714, 0.6314125, 0.6219234, 0.6399813, 0.6035442, 0.621345, 0.614552, 0.5894094, 0.6400638, 0.6172757, 0.6508656, 0.5940342, 0.6371579, 0.629106, 0.6043625, 0.6165409, 0.6304073, 0.6299725, 0.6326728, 0.6272731, 0.6320291, 0.6348443, 0.6012731, 0.6149759, 0.6628628, 0.601583, 0.599369, 0.6230478, 0.6202259, 0.5991793, 0.6204758, 0.6038761, 0.633564, 0.6131506, 0.6218672, 0.5976701, 0.6078067, 0.618587, 0.6173224, 0.6068344, 0.6023707, 0.5810742, 0.6163259, 0.603652, 0.6037989, 0.6374445, 0.5808935, 0.5968075, 0.608418, 0.6006103, 0.5951676, 0.601347, 0.5993633, 0.6130061, 0.6025252, 0.5958538, 0.5673871, 0.5751615, 0.596941, 
765.000, 0.6547585, 0.6778216, 0.6679883, 0.6741686, 0.6485362, 0.6710129, 0.6845679, 0.7191982, 0.706841, 0.7013984, 0.717339, 0.7211051, 0.7464404, 0.749711, 0.7290421, 0.7358565, 0.7677999, 0.753818, 0.7299595, 0.7675123, 0.7420597, 0.7587214, 0.7459002, 0.7233515, 0.7606359, 0.7571697, 0.7467384, 0.7526927, 0.7733488, 0.7555747, 0.7498941, 0.7490439, 0.7140408, 0.7736473, 0.762969, 0.7466941, 0.7491932, 0.7469978, 0.7410989, 0.7380047, 0.7593575, 0.7343774, 0.7436967, 0.7634273, 0.7559834, 0.7388682, 0.7255073, 0.7586923, 0.7395277, 0.7236252, 0.7507386, 0.7410684, 0.7567935, 0.7514472, 0.7347288, 0.7665219, 0.7383404, 0.73628, 0.7402201, 0.721899, 0.7051215, 0.7594829, 0.7126784, 0.7387271, 0.7305026, 0.7540998, 0.7367821, 0.7103987, 0.7197776, 0.7441149, 0.6971459, 0.7143159, 0.7438908, 0.7116971, 
766.000, 0.855186, 0.8164849, 0.8538251, 0.8289104, 0.8420706, 0.8312283, 0.8401647, 0.8709712, 0.883862, 0.8839283, 0.9649882, 0.960824, 0.9156728, 0.9306965, 0.9814639, 0.96873, 0.9324245, 0.9492836, 0.9004636, 0.9016886, 0.915534, 0.9031858, 0.8862209, 0.9467521, 0.8721976, 0.8567772, 0.9346442, 0.9157457, 0.8861117, 0.9030943, 0.9165621, 0.9494066, 0.8999677, 0.8881826, 0.9503651, 0.8724885, 0.9001288, 0.8564434, 0.917943, 0.929461, 0.8452501, 0.8898745, 0.8901777, 0.8893814, 0.8906178, 0.874145, 0.9046144, 0.835506, 0.8595552, 0.8735738, 0.8483043, 0.8355904, 0.8486447, 0.8232484, 0.8881922, 0.8629422, 0.8080544, 0.8487, 0.8236756, 0.8769622, 0.8878651, 0.8363485, 0.8357491, 0.8629279, 0.8237705, 0.811698, 0.7975531, 0.8205676, 0.8111629, 0.8370013, 0.8482509, 0.8132448, 0.7869916, 0.8232613, 
767.000, 0.9032421, 0.9294791, 0.9232693, 0.9327836, 0.8771005, 0.8614488, 0.9499507, 0.936708, 0.8995042, 0.9290104, 0.8751698, 0.9408474, 0.9036584, 0.9234262, 0.8926983, 0.7979527, 0.9016418, 0.8767438, 0.8496456, 0.9035168, 0.8998232, 0.8614926, 0.8996882, 0.8655205, 0.9012833, 0.9310284, 0.8329711, 0.9001417, 0.8977585, 0.8313828, 0.8472991, 0.8264446, 0.8500834, 0.8308568, 0.8275199, 0.8523474, 0.9017358, 0.9219546, 0.8355522, 0.8876243, 0.8788633, 0.7580872, 0.7587624, 0.7932248, 0.7772384, 0.7925782, 0.7536616, 0.7765784, 0.8097706, 0.7690296, 0.7954841, 0.7381239, 0.7778397, 0.7602272, 0.7892051, 0.7539458, 0.8301353, 0.7371831, 0.7436028, 0.7064915, 0.7509265, 0.7548628, 0.703979, 0.7186728, 0.725316, 0.7603493, 0.7740321, 0.747931, 0.7089944, 0.7039332, 0.7051616, 0.6802068, 0.7569723, 0.7036657, 
768.000, 0.8146243, 0.8211217, 0.7864799, 0.8544073, 0.7854939, 0.8440647, 0.7848105, 0.928494, 0.804173, 0.8629336, 0.8100128, 0.7407165, 0.8205662, 0.7836738, 0.7823982, 0.8980527, 0.8369126, 0.8092093, 0.7229061, 0.7991886, 0.7871556, 0.8510246, 0.7419968, 0.7240663, 0.7681794, 0.7836485, 0.7664266, 0.7843904, 0.7313538, 0.736568, 0.6844931, 0.7246017, 0.7467947, 0.7207885, 0.7477822, 0.7159333, 0.775434, 0.7138405, 0.7791781, 0.6589108, 0.7462668, 0.7389259, 0.7326608, 0.7426348, 0.7553458, 0.7236094, 0.7166576, 0.7314677, 0.6907086, 0.6673245, 0.7139597, 0.6662931, 0.7407479, 0.6991467, 0.6643577, 0.6902456, 0.6365204, 0.6681209, 0.699163, 0.6983004, 0.6647048, 0.6435881, 0.6185441, 0.6383505, 0.6670265, 0.6797576, 0.6395411, 0.5751271, 0.6553307, 0.6242285, 0.644022, 0.6558905, 0.647758, 0.6063356, 
769.000, 0.8275609, 0.8605509, 0.8693161, 0.8235769, 0.8396387, 0.8160763, 0.8557591, 0.8044806, 0.8499417, 0.8096447, 0.7412815, 0.7628379, 0.7094665, 0.7254958, 0.7375851, 0.7583981, 0.7461066, 0.7118354, 0.7281604, 0.6976285, 0.7180605, 0.7221975, 0.6872082, 0.7617965, 0.7218285, 0.6739888, 0.6921587, 0.7084193, 0.7045155, 0.698277, 0.6962814, 0.6888804, 0.7246199, 0.7012587, 0.7129946, 0.690052, 0.6877241, 0.697926, 0.6435118, 0.7107105, 0.6924396, 0.6639361, 0.6589918, 0.6847138, 0.6675367, 0.6851625, 0.6697979, 0.6892509, 0.6748476, 0.6643758, 0.6243782, 0.6644869, 0.6527443, 0.628449, 0.6234899, 0.6791668, 0.6362481, 0.6550093, 0.6196551, 0.6356111, 0.6514044, 0.6290865, 0.6152139, 0.6372647, 0.6034732, 0.6194735, 0.6153665, 0.6373549, 0.6060758, 0.6165066, 0.6068192, 0.5851498, 0.6358056, 0.5977283, 
770.000, 0.6696858, 0.7025971, 0.6780572, 0.6612349, 0.6522307, 0.6452079, 0.6336713, 0.6254001, 0.6403241, 0.5964551, 0.6251726, 0.5719194, 0.6003399, 0.5911002, 0.5384717, 0.5729761, 0.5666471, 0.5702505, 0.5694671, 0.5903311, 0.5796342, 0.5725312, 0.5817761, 0.5464768, 0.5518136, 0.5817838, 0.5944877, 0.565176, 0.5600381, 0.5588217, 0.5733886, 0.5560083, 0.5783849, 0.5796037, 0.5658989, 0.5575209, 0.5719295, 0.5272784, 0.5488501, 0.5367827, 0.5443935, 0.5445428, 0.5597053, 0.5390697, 0.5557227, 0.5505419, 0.5339437, 0.5493751, 0.5512452, 0.540864, 0.5253549, 0.5359721, 0.5289607, 0.5309753, 0.5330524, 0.508347, 0.5257101, 0.5259185, 0.5197167, 0.5054703, 0.5077929, 0.5137005, 0.5351782, 0.5267396, 0.5230312, 0.5196962, 0.5192709, 0.5034118, 0.5376492, 0.4979773, 0.5214353, 0.5205317, 0.5101833, 0.4899306, 
771.000, 0.4990554, 0.5331511, 0.508286, 0.5117812, 0.5268574, 0.5086188, 0.4853821, 0.5095673, 0.5041447, 0.522337, 0.5274196, 0.5254564, 0.5271215, 0.5346251, 0.5504103, 0.5272222, 0.5191512, 0.5040774, 0.5256953, 0.5336671, 0.5211987, 0.538734, 0.5354137, 0.5352273, 0.5455842, 0.5028591, 0.5156932, 0.536469, 0.5111623, 0.4994979, 0.5247717, 0.5209279, 0.5200462, 0.5052648, 0.5193448, 0.5110579, 0.5156794, 0.5004311, 0.5054564, 0.5129657, 0.510994, 0.5091848, 0.5050526, 0.518301, 0.5159965, 0.5051966, 0.5308952, 0.531775, 0.5037847, 0.5192418, 0.505003, 0.5030403, 0.507462, 0.514936, 0.5035582, 0.5227294, 0.484776, 0.5166378, 0.5176072, 0.508122, 0.5069051, 0.5144615, 0.4722972, 0.4996858, 0.4851365, 0.4927258, 0.4911809, 0.4905858, 0.4958096, 0.4956098, 0.4895539, 0.4873509, 0.4535785, 0.490634, 
772.000, 0.5518203, 0.5636077, 0.5657816, 0.6041484, 0.612391, 0.5892658, 0.6094761, 0.611588, 0.6346326, 0.6333275, 0.6317883, 0.6672492, 0.6821599, 0.6580329, 0.6239696, 0.6295233, 0.6701026, 0.7061334, 0.7022977, 0.6432076, 0.6362801, 0.6262703, 0.6531458, 0.6827798, 0.6273732, 0.6738539, 0.6476898, 0.6777039, 0.6839371, 0.6490941, 0.6819668, 0.6821566, 0.6740189, 0.6369281, 0.6561456, 0.633399, 0.6392007, 0.670351, 0.6787572, 0.6963139, 0.6447239, 0.6390615, 0.6171556, 0.6175313, 0.6236267, 0.6524029, 0.5799952, 0.632915, 0.6305985, 0.6053677, 0.6474595, 0.6411901, 0.6424994, 0.6218734, 0.6020026, 0.6086693, 0.6359177, 0.6193929, 0.6473022, 0.5915413, 0.6323848, 0.6112957, 0.6187677, 0.5968003, 0.6235099, 0.6260381, 0.5980844, 0.6328731, 0.637814, 0.6095023, 0.6276798, 0.5695906, 0.6107264, 0.6118708, 
773.000, 0.6358633, 0.6035447, 0.6517687, 0.6623769, 0.7064786, 0.6908207, 0.6017981, 0.6766472, 0.6891737, 0.716722, 0.7819366, 0.7429047, 0.7498879, 0.7678514, 0.7115026, 0.7461867, 0.7629161, 0.7471166, 0.7222028, 0.7298946, 0.8212204, 0.8138638, 0.7216067, 0.7149534, 0.7601795, 0.7079067, 0.761929, 0.7349138, 0.7474785, 0.7347236, 0.6919012, 0.7513671, 0.6816554, 0.7211461, 0.7641325, 0.769588, 0.7367697, 0.7256098, 0.7532339, 0.6898513, 0.7844944, 0.6551323, 0.6890173, 0.7519269, 0.7678618, 0.7074494, 0.762764, 0.7068233, 0.6924157, 0.6900158, 0.7234716, 0.7095938, 0.6804957, 0.7210283, 0.706965, 0.6903372, 0.6979251, 0.7368631, 0.7064342, 0.6534638, 0.6645198, 0.6460223, 0.6685934, 0.6651096, 0.656878, 0.657506, 0.69487, 0.6086884, 0.6986361, 0.6531472, 0.6423588, 0.7067204, 0.684113, 0.6400933, 
774.000, 0.8888335, 0.844203, 0.8760839, 0.9140515, 0.8218818, 0.868515, 0.9763827, 0.9185286, 0.9424462, 0.9400496, 0.8883638, 1.065135, 0.9072165, 0.8395338, 0.9913754, 0.9363141, 0.9633904, 1.027994, 0.8897119, 0.9619823, 0.8030953, 0.8773856, 0.8979974, 0.990222, 0.9319868, 0.8931527, 0.9284935, 0.8841743, 0.9616838, 0.887341, 0.8823581, 0.8856525, 0.8683391, 0.8668752, 0.9039993, 0.8041253, 0.8196921, 0.8299975, 0.838614, 0.9668803, 0.8181963, 0.8239579, 0.8840122, 0.8007278, 0.797184, 0.8405395, 0.8349805, 0.8175144, 0.8384452, 0.8631091, 0.773901, 0.8050208, 0.817677, 0.8207984, 0.8019934, 0.8124256, 0.7459273, 0.8019681, 0.8399138, 0.7803183, 0.8364553, 0.7166171, 0.7794523, 0.7943211, 0.7630424, 0.7459593, 0.7407641, 0.7814202, 0.7092786, 0.7962823, 0.7972121, 0.7375679, 0.7047992, 0.7915006, 
775.000, 0.9060073, 0.8420587, 0.982615, 0.8436193, 0.8926864, 0.8951349, 0.8611999, 0.8721046, 0.8902078, 0.8541002, 0.9329576, 0.8509169, 0.8049803, 0.8995767, 0.7898216, 0.8361378, 0.7964978, 0.8977323, 0.8247046, 0.787571, 0.9134688, 0.8195796, 0.9657607, 0.7774019, 0.7944374, 0.8790002, 0.7368364, 0.7972054, 0.7516284, 0.7953939, 0.773448, 0.8116198, 0.8279963, 0.8582668, 0.8305426, 0.881175, 0.819767, 0.9443889, 0.800868, 0.7621379, 0.8100071, 0.8177032, 0.7428179, 0.7964325, 0.7923899, 0.7616167, 0.778688, 0.7498412, 0.7223988, 0.7518239, 0.7072606, 0.8177462, 0.7334843, 0.7723203, 0.7667365, 0.6297402, 0.7317762, 0.7912431, 0.7305827, 0.6906166, 0.6375465, 0.750319, 0.7014194, 0.6537285, 0.7210703, 0.7175751, 0.6894641, 0.6238012, 0.6814837, 0.6389465, 0.6678982, 0.6554232, 0.6833477, 0.5988302, 
776.000, 1.06046, 1.004937, 0.9388866, 0.9082136, 0.9850316, 0.9074464, 0.8874168, 0.7958269, 0.9714384, 0.8933196, 0.9038105, 0.8385868, 0.8220067, 0.9281654, 0.941761, 0.8698435, 0.8334498, 0.8571801, 0.831367, 0.82406, 0.7925205, 0.8377266, 0.7971902, 0.8944077, 0.80513, 0.7684383, 0.8288555, 0.8158069, 0.7434583, 0.7072401, 0.8749709, 0.7842703, 0.7523012, 0.7726579, 0.9176941, 0.7043452, 0.7771225, 0.7963777, 0.8277583, 0.7296801, 0.7264056, 0.7752213, 0.7311153, 0.6629467, 0.7230997, 0.7031922, 0.7869148, 0.7359791, 0.6734567, 0.6974149, 0.7203188, 0.6485972, 0.7238326, 0.6694651, 0.6244297, 0.6559687, 0.6042495, 0.6444669, 0.6343675, 0.6233926, 0.6310916, 0.6157913, 0.6433258, 0.646121, 0.6323361, 0.6213918, 0.6512537, 0.5585504, 0.5925832, 0.6068912, 0.5940928, 0.5921698, 0.6679916, 0.650773, 
777.000, 0.8026562, 0.8388958, 0.814939, 0.8478727, 0.8013687, 0.8018017, 0.8492904, 0.7094808, 0.8075986, 0.7629313, 0.7092743, 0.7228928, 0.6336737, 0.6356983, 0.6938086, 0.6608529, 0.7042956, 0.6362276, 0.6821499, 0.6831107, 0.6724806, 0.5716, 0.6830978, 0.658145, 0.6554065, 0.6551805, 0.6254992, 0.6471076, 0.6077366, 0.6013451, 0.6281118, 0.6179633, 0.6012163, 0.6470542, 0.5713086, 0.595624, 0.5833201, 0.6298413, 0.6349564, 0.6250477, 0.6406083, 0.5999851, 0.5634789, 0.5871377, 0.5583439, 0.5951052, 0.5634418, 0.577631, 0.5414939, 0.5858889, 0.4920998, 0.5461607, 0.5535607, 0.5124426, 0.5413346, 0.5240011, 0.5464025, 0.544476, 0.5137262, 0.520359, 0.5265183, 0.5064273, 0.5275331, 0.5545983, 0.5274024, 0.4964557, 0.5353947, 0.5657148, 0.5193567, 0.4809718, 0.4953499, 0.5024514, 0.4769502, 0.4791455, 
778.000, 0.6179037, 0.6782479, 0.6727352, 0.6374249, 0.6121511, 0.6483059, 0.5570326, 0.64609, 0.5737252, 0.5814896, 0.5678396, 0.5597157, 0.5832853, 0.5969467, 0.5085702, 0.5620155, 0.5579433, 0.5287557, 0.5176592, 0.5324826, 0.5349736, 0.6026864, 0.5741248, 0.5129685, 0.5479712, 0.5207462, 0.5281534, 0.5380716, 0.5594602, 0.5027957, 0.5315385, 0.5400538, 0.5364256, 0.5666695, 0.5563278, 0.5309644, 0.50809, 0.5533237, 0.5669684, 0.493475, 0.5017557, 0.5233364, 0.4659252, 0.5620947, 0.5106483, 0.5246496, 0.5170774, 0.5001287, 0.5077262, 0.491704, 0.5093088, 0.4701161, 0.4615397, 0.4405556, 0.4705153, 0.4632397, 0.4932656, 0.4514084, 0.4476228, 0.4510798, 0.4475579, 0.4614749, 0.4630737, 0.447021, 0.4650636, 0.4268403, 0.4710755, 0.4260468, 0.4494042, 0.444232, 0.4581795, 0.4728251, 0.4465814, 0.4322701, 
779.000, 0.5381007, 0.5618606, 0.5462394, 0.5053463, 0.4999962, 0.5581694, 0.5479488, 0.5578442, 0.5587554, 0.562696, 0.5739713, 0.5902123, 0.5570092, 0.5862122, 0.5652022, 0.5407729, 0.5425787, 0.5284801, 0.5558977, 0.5789642, 0.5447164, 0.562973, 0.5670452, 0.5813203, 0.5744162, 0.5154867, 0.5290709, 0.5383406, 0.5367064, 0.5455751, 0.5517955, 0.5213737, 0.513824, 0.5321774, 0.5517716, 0.5379481, 0.51265, 0.5528316, 0.5323272, 0.580441, 0.539465, 0.5391779, 0.5216961, 0.562171, 0.5378356, 0.5111027, 0.5739775, 0.4942627, 0.5422544, 0.5361071, 0.5126572, 0.5252175, 0.5078511, 0.5304804, 0.5360851, 0.5550046, 0.5293446, 0.5144615, 0.5080361, 0.515377, 0.5118446, 0.5152369, 0.4892178, 0.5232968, 0.5111804, 0.5041885, 0.4888406, 0.5169802, 0.4900017, 0.4968085, 0.4711452, 0.4836202, 0.4374199, 0.4759898, 
780.000, 0.5991883, 0.6004224, 0.5770063, 0.5867877, 0.5612254, 0.5971065, 0.6129136, 0.6450324, 0.6106148, 0.6089959, 0.633667, 0.661129, 0.6305647, 0.6450477, 0.6589446, 0.6682477, 0.6174631, 0.6302681, 0.6339173, 0.6328435, 0.6318388, 0.6689262, 0.6327515, 0.6332874, 0.6741705, 0.6858964, 0.6578002, 0.6457863, 0.6570978, 0.6357126, 0.6314826, 0.6583076, 0.6558418, 0.6565208, 0.6186094, 0.6581631, 0.7129326, 0.607286, 0.6433525, 0.6129575, 0.6348052, 0.637001, 0.6338267, 0.6434493, 0.6850948, 0.6197853, 0.6078811, 0.6175804, 0.6098089, 0.5738721, 0.6177955, 0.6323686, 0.6467409, 0.6104994, 0.572866, 0.6000028, 0.6317372, 0.6231046, 0.5762553, 0.5836992, 0.5757527, 0.6208677, 0.5978088, 0.5552063, 0.5553932, 0.6196308, 0.6314106, 0.5915847, 0.5944819, 0.58569, 0.598609, 0.5725384, 0.6066775, 0.5354061, 
781.000, 0.7259321, 0.6877646, 0.6879306, 0.7093816, 0.7667017, 0.7491312, 0.7285542, 0.7492738, 0.7732353, 0.7842026, 0.8169603, 0.7883334, 0.8503742, 0.8368735, 0.8211617, 0.8527951, 0.8311644, 0.8666248, 0.7863927, 0.872561, 0.8169045, 0.8292627, 0.8161607, 0.8530326, 0.7994671, 0.763319, 0.7812271, 0.7829785, 0.7800918, 0.7381291, 0.831615, 0.7696548, 0.7972741, 0.7947812, 0.8354397, 0.7995243, 0.7779508, 0.7961988, 0.7806129, 0.7722507, 0.7659106, 0.7006998, 0.7675176, 0.8107629, 0.7803802, 0.7661252, 0.8146067, 0.7982039, 0.768599, 0.7981305, 0.7809916, 0.7793751, 0.7353363, 0.7394042, 0.8336053, 0.758605, 0.7770648, 0.7106519, 0.7402806, 0.8173661, 0.7565293, 0.7381039, 0.708756, 0.7681274, 0.7258883, 0.7813635, 0.7487688, 0.6904407, 0.797627, 0.7402315, 0.6964936, 0.7830853, 0.7196121, 0.6892076, 
