Wavelength [nm], Absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, absorbance, 
464.000, 0.3781123, 0.3709574, 0.3717194, 0.3812761, 0.3738637, 0.3787808, 0.3680882, 0.3826203, 0.4002662, 0.3883476, 0.3932457, 0.3952527, 0.3857517, 0.3879032, 0.389586, 0.3839345, 0.3856378, 0.383636, 0.3837757, 0.3832374, 0.3945336, 0.3905978, 0.3792839, 0.3833055, 0.3983407, 0.3802023, 0.3923469, 0.3882041, 0.3931918, 0.3912621, 0.3939195, 0.386703, 0.3856201, 0.3972211, 0.3819962, 0.3922501, 0.3909354, 0.3950615, 0.3901749, 0.3928461, 0.3950253, 0.3961515, 0.3848553, 0.3959174, 0.3963609, 0.3886604, 0.3928828, 0.3972902, 0.3888621, 0.3915553, 0.3906474, 0.3997321, 0.3991499, 0.3958859, 0.394269, 0.3990097, 0.3862834, 0.3918037, 0.3978724, 0.3907752, 0.4050322, 0.3929186, 0.3950715, 0.3974662, 0.3930745, 0.3948574, 0.3964782, 0.4002204, 0.3926039, 0.3956728, 0.4038467, 0.393486, 0.4032259, 0.3994884, 
465.000, 0.3765149, 0.3840165, 0.3885074, 0.3812752, 0.3819404, 0.3845291, 0.3905907, 0.3865228, 0.3850646, 0.3873763, 0.3842235, 0.3779235, 0.3823657, 0.3863168, 0.3761506, 0.3765564, 0.38309, 0.3806486, 0.3814015, 0.3818502, 0.3875933, 0.3874221, 0.3796787, 0.389874, 0.3847771, 0.3889241, 0.376873, 0.387918, 0.3906932, 0.3813381, 0.3915296, 0.3818741, 0.3829479, 0.3833508, 0.3879833, 0.3950181, 0.3841095, 0.3938699, 0.3865414, 0.3820148, 0.3832088, 0.392374, 0.3820558, 0.3884811, 0.3904457, 0.381485, 0.3916903, 0.3860788, 0.3834434, 0.383853, 0.3830161, 0.3920269, 0.3902311, 0.3925562, 0.383275, 0.3856707, 0.3885751, 0.3827276, 0.3842368, 0.3792214, 0.378036, 0.3758612, 0.3840289, 0.3822908, 0.3880782, 0.3765354, 0.3835349, 0.3714085, 0.3863378, 0.3841867, 0.3775158, 0.3875289, 0.3976002, 0.3931422, 
466.000, 0.3531322, 0.3524685, 0.3637853, 0.3646712, 0.3661275, 0.3640232, 0.3654404, 0.362772, 0.3627286, 0.3707299, 0.3719072, 0.368824, 0.3651943, 0.3704786, 0.3768225, 0.3705316, 0.3688745, 0.3665233, 0.3760891, 0.3675928, 0.362834, 0.3673081, 0.3623466, 0.361908, 0.3761115, 0.3696589, 0.3714366, 0.3814063, 0.370409, 0.3686557, 0.3796325, 0.3767443, 0.3755765, 0.3724351, 0.371552, 0.3673458, 0.3774323, 0.3822341, 0.3706717, 0.3806782, 0.3739862, 0.3772693, 0.3689046, 0.3663087, 0.3712635, 0.380919, 0.3670869, 0.3814073, 0.3759751, 0.3780346, 0.3659801, 0.3774862, 0.3779044, 0.3757291, 0.3784504, 0.3868504, 0.3761258, 0.3777299, 0.3810449, 0.3731575, 0.3819747, 0.3694029, 0.373116, 0.3780956, 0.3778563, 0.3678823, 0.374989, 0.377583, 0.3726678, 0.3797464, 0.3702769, 0.372263, 0.3670044, 0.3716917, 
467.000, 0.3600154, 0.3591785, 0.3606129, 0.3669486, 0.3619018, 0.3661423, 0.3617649, 0.3719606, 0.3856449, 0.3685718, 0.3720469, 0.3726659, 0.3706713, 0.370153, 0.3726964, 0.3784142, 0.3725653, 0.3699226, 0.36658, 0.3759151, 0.3787155, 0.3779593, 0.3713264, 0.3817463, 0.3818088, 0.3633251, 0.3720679, 0.3762736, 0.3799915, 0.3713188, 0.3741779, 0.3785481, 0.3773532, 0.3708725, 0.3673301, 0.3800802, 0.3780303, 0.382534, 0.3778925, 0.3733134, 0.3824182, 0.3817225, 0.3731771, 0.3751278, 0.384398, 0.3726873, 0.3797665, 0.3802099, 0.3742576, 0.3733358, 0.3704062, 0.3736439, 0.3820376, 0.3778353, 0.3722358, 0.37956, 0.3727989, 0.3794188, 0.3752322, 0.3786616, 0.3713779, 0.3720064, 0.380363, 0.3873048, 0.3773332, 0.3739138, 0.3818698, 0.3758941, 0.3703423, 0.3779068, 0.3799396, 0.3723345, 0.387363, 0.3847513, 
468.000, 0.3601174, 0.356514, 0.3615088, 0.3635583, 0.3611803, 0.3656116, 0.3714881, 0.3571377, 0.3632007, 0.3749948, 0.3584785, 0.3523679, 0.3742995, 0.3615956, 0.3605466, 0.3638735, 0.3663478, 0.3619361, 0.35744, 0.3594275, 0.3651805, 0.3629665, 0.3661423, 0.3609643, 0.3695655, 0.3660207, 0.3603077, 0.3739033, 0.3646531, 0.3772135, 0.3639951, 0.3532047, 0.3566055, 0.3686152, 0.3653264, 0.3601041, 0.356122, 0.3597693, 0.3653646, 0.3574548, 0.3611155, 0.3615417, 0.3609409, 0.3617287, 0.3779306, 0.3626642, 0.362906, 0.3671069, 0.3614712, 0.3528857, 0.3626504, 0.3659, 0.3644209, 0.3707256, 0.361063, 0.3601732, 0.3683696, 0.3663793, 0.35917, 0.3660202, 0.3594074, 0.3556681, 0.3722339, 0.3701839, 0.363163, 0.3558683, 0.3623104, 0.3608065, 0.3658295, 0.3611426, 0.3569317, 0.3693538, 0.3638372, 0.3729405, 
469.000, 0.3323665, 0.3460212, 0.3433099, 0.3541336, 0.3458619, 0.3623919, 0.3467736, 0.350944, 0.3538203, 0.3433666, 0.3564191, 0.3704047, 0.3545566, 0.3487587, 0.3593779, 0.3624606, 0.3593059, 0.3458619, 0.3597326, 0.3537641, 0.3589363, 0.3479085, 0.3624206, 0.3532047, 0.3592763, 0.3540506, 0.3623824, 0.3597517, 0.361918, 0.3490748, 0.3538065, 0.3673291, 0.3563256, 0.3566403, 0.3625488, 0.356286, 0.3617873, 0.3561902, 0.3457942, 0.3650751, 0.3678803, 0.3673592, 0.362206, 0.356689, 0.36479, 0.3649149, 0.3534722, 0.3511891, 0.3537402, 0.3619828, 0.3704362, 0.3597941, 0.3593349, 0.3737588, 0.3538232, 0.3703194, 0.3601632, 0.3622088, 0.3507924, 0.367919, 0.3701954, 0.3593764, 0.3594413, 0.3591514, 0.3676586, 0.3621178, 0.358695, 0.3616552, 0.359602, 0.3593321, 0.3562407, 0.3514376, 0.3558617, 0.3571267, 
470.000, 0.3594842, 0.3447695, 0.3535724, 0.3564506, 0.359529, 0.3624282, 0.3449836, 0.3594589, 0.3564258, 0.3654962, 0.3591657, 0.3561511, 0.353476, 0.3506165, 0.3592262, 0.3534355, 0.3652196, 0.3534274, 0.3505669, 0.3563089, 0.3713722, 0.3682666, 0.3562989, 0.3682485, 0.3682818, 0.3624001, 0.3533511, 0.365417, 0.3652272, 0.3564038, 0.365406, 0.3621407, 0.3592272, 0.3683639, 0.359479, 0.362298, 0.3621607, 0.3652496, 0.3626385, 0.3532658, 0.3532605, 0.368187, 0.3593607, 0.3564062, 0.37747, 0.3652415, 0.3684187, 0.3623524, 0.359169, 0.3562655, 0.3618994, 0.3564911, 0.3623309, 0.3590755, 0.3623652, 0.3650203, 0.3476939, 0.3591175, 0.365293, 0.3591971, 0.3679028, 0.353344, 0.3652163, 0.3681779, 0.3620729, 0.3533053, 0.3743234, 0.3711724, 0.3593116, 0.3592443, 0.3591428, 0.3625379, 0.3712006, 0.3535218, 
471.000, 0.3305764, 0.3373375, 0.3395886, 0.345685, 0.3449883, 0.3542118, 0.3524761, 0.3484111, 0.3457537, 0.3390279, 0.331265, 0.3434205, 0.3433557, 0.3464165, 0.340425, 0.3526773, 0.3402848, 0.3381329, 0.3522606, 0.337079, 0.3454041, 0.3273673, 0.3431869, 0.3334026, 0.3430743, 0.3454762, 0.3431549, 0.3515921, 0.3428721, 0.3376322, 0.3487153, 0.3428111, 0.340642, 0.3459206, 0.3613186, 0.3461852, 0.3438778, 0.3433766, 0.3572674, 0.3440628, 0.3472276, 0.346242, 0.3518744, 0.3493881, 0.3456893, 0.3494987, 0.3485365, 0.3431988, 0.3355823, 0.3467951, 0.3296242, 0.3587251, 0.3526802, 0.3444266, 0.349514, 0.3376584, 0.3523316, 0.3349266, 0.3402157, 0.3466358, 0.3332701, 0.343626, 0.3442378, 0.3377681, 0.3338852, 0.3437228, 0.3363738, 0.3340669, 0.3464174, 0.3436661, 0.3350348, 0.3546524, 0.3345737, 0.3526402, 
472.000, 0.3284416, 0.3271098, 0.3279138, 0.3293734, 0.3244953, 0.329958, 0.3339696, 0.3338323, 0.3374548, 0.3313618, 0.3383946, 0.3393488, 0.3386545, 0.3382106, 0.3376288, 0.3394427, 0.3448472, 0.3470855, 0.3351841, 0.3336906, 0.3432298, 0.333971, 0.3356133, 0.3354793, 0.3441834, 0.3285031, 0.3372512, 0.3383636, 0.3431897, 0.3454471, 0.3419013, 0.3371401, 0.3443565, 0.3486562, 0.33922, 0.3448634, 0.3496399, 0.3473635, 0.3403678, 0.3433166, 0.3501635, 0.3474989, 0.3392024, 0.3449502, 0.3473749, 0.350019, 0.342114, 0.3448071, 0.3566146, 0.3475847, 0.3510542, 0.3456292, 0.3530769, 0.3562894, 0.3499513, 0.3488388, 0.3356223, 0.3450007, 0.3446455, 0.3435469, 0.368969, 0.341887, 0.3582373, 0.3540783, 0.3398604, 0.3414111, 0.3410039, 0.3470569, 0.344367, 0.3477263, 0.3436966, 0.3379025, 0.3511038, 0.3477345, 
473.000, 0.3498111, 0.3520565, 0.3522077, 0.3507195, 0.3498936, 0.3582201, 0.3547363, 0.3640065, 0.3644719, 0.3538713, 0.3617182, 0.3545432, 0.3536425, 0.3544292, 0.3467965, 0.3495793, 0.3565145, 0.3494806, 0.3532381, 0.3553381, 0.3634868, 0.3601108, 0.3511896, 0.3582268, 0.3543243, 0.3468237, 0.3563647, 0.3572593, 0.3643446, 0.3587012, 0.3588738, 0.3580017, 0.3487811, 0.3627911, 0.3568497, 0.3581529, 0.3530335, 0.3561554, 0.3680835, 0.3471708, 0.3521514, 0.358984, 0.3515391, 0.3603816, 0.3510799, 0.3581047, 0.3580461, 0.3551536, 0.3535767, 0.3569903, 0.3471479, 0.3571038, 0.3595686, 0.3605032, 0.3584647, 0.3603668, 0.3603988, 0.3527312, 0.3530178, 0.35006, 0.354023, 0.3551416, 0.3513594, 0.3571148, 0.3672867, 0.3527803, 0.3610048, 0.3578191, 0.3555112, 0.3532019, 0.3408585, 0.358089, 0.3555012, 0.3680134, 
474.000, 0.3361197, 0.3422613, 0.3378386, 0.3376651, 0.3341775, 0.3323736, 0.3385301, 0.3419595, 0.3396602, 0.3345199, 0.3441892, 0.3397241, 0.342607, 0.3445668, 0.3451605, 0.3437576, 0.3416667, 0.3403411, 0.3316598, 0.3413796, 0.3356724, 0.3279662, 0.3387723, 0.329515, 0.3461857, 0.343781, 0.3341465, 0.3429408, 0.3417826, 0.343008, 0.3453226, 0.3360038, 0.3405995, 0.3414993, 0.3488159, 0.3416452, 0.3444118, 0.3478651, 0.3364325, 0.3422804, 0.3355665, 0.3463855, 0.3250437, 0.3380551, 0.3345499, 0.3444457, 0.3332758, 0.3384719, 0.3389435, 0.3408504, 0.3331108, 0.3456917, 0.3431759, 0.3463964, 0.3426008, 0.345274, 0.3471446, 0.3424792, 0.341783, 0.3455582, 0.3417745, 0.3405399, 0.3425446, 0.3459997, 0.3331137, 0.3400235, 0.3411851, 0.337954, 0.3425708, 0.3364077, 0.3379884, 0.339293, 0.3426781, 0.3453155, 
475.000, 0.326736, 0.3289046, 0.3342185, 0.3303666, 0.3306293, 0.3287926, 0.3237076, 0.3344822, 0.3470879, 0.338954, 0.3500671, 0.3491225, 0.345727, 0.3469796, 0.3367791, 0.34236, 0.3364, 0.343267, 0.3369937, 0.3377795, 0.3388324, 0.339613, 0.3429208, 0.3385859, 0.3447227, 0.3369689, 0.3469882, 0.3469563, 0.3421464, 0.34025, 0.3526015, 0.3472805, 0.3556499, 0.3457856, 0.3344622, 0.3482475, 0.3498712, 0.3473039, 0.3503399, 0.340477, 0.3501463, 0.3531942, 0.3460622, 0.3408489, 0.348846, 0.3460622, 0.3433523, 0.3424726, 0.3426828, 0.3476844, 0.347991, 0.345562, 0.3523064, 0.3531976, 0.3428426, 0.3522973, 0.3470016, 0.341392, 0.344821, 0.3521266, 0.3534813, 0.3502288, 0.3432178, 0.3514185, 0.350522, 0.3484645, 0.3543692, 0.3576574, 0.3450336, 0.3502464, 0.350481, 0.341291, 0.3512158, 0.3396177, 
476.000, 0.3336167, 0.3381987, 0.3391418, 0.3487086, 0.3392606, 0.3480859, 0.355257, 0.3460593, 0.3399739, 0.3458943, 0.3495488, 0.3401141, 0.3400393, 0.3463874, 0.3411975, 0.348794, 0.3394294, 0.3365865, 0.3475671, 0.3392353, 0.3462424, 0.3449688, 0.3357263, 0.3452883, 0.3388615, 0.3517213, 0.3374496, 0.3371134, 0.338563, 0.3400121, 0.3463416, 0.34865, 0.3446164, 0.3417344, 0.3436065, 0.3499327, 0.346097, 0.3390732, 0.3477588, 0.3321028, 0.3377333, 0.3461518, 0.3382449, 0.3341327, 0.3409367, 0.3516059, 0.3459396, 0.3389277, 0.3514781, 0.3425703, 0.3322539, 0.3491216, 0.3423462, 0.3531852, 0.3409071, 0.3340044, 0.3413224, 0.3379126, 0.3415551, 0.3375058, 0.3373799, 0.3440127, 0.3420587, 0.3444357, 0.3460727, 0.3426099, 0.3442998, 0.3341918, 0.3370452, 0.3399477, 0.3364024, 0.3556595, 0.3520322, 0.3455353, 
477.000, 0.3242421, 0.3196173, 0.3329625, 0.3415565, 0.3274488, 0.3394313, 0.3249454, 0.3356504, 0.3347139, 0.3335595, 0.3335571, 0.3434596, 0.3319378, 0.3343115, 0.3463306, 0.3344803, 0.3337908, 0.3342204, 0.3348389, 0.3267336, 0.3317924, 0.3310723, 0.3240232, 0.3240933, 0.3330297, 0.3341808, 0.3321624, 0.3254972, 0.3267097, 0.3352556, 0.3400493, 0.3407531, 0.3374357, 0.3400164, 0.3390989, 0.3419967, 0.3374467, 0.3364315, 0.3409266, 0.3371143, 0.3380413, 0.3369741, 0.336288, 0.3394747, 0.3298221, 0.341681, 0.3273058, 0.3327012, 0.3363609, 0.3335471, 0.3319488, 0.3315406, 0.3343749, 0.3340893, 0.3319449, 0.3357625, 0.3327255, 0.3356543, 0.326344, 0.3399014, 0.3427801, 0.335814, 0.3321962, 0.3326216, 0.3427939, 0.3445287, 0.3283792, 0.3371139, 0.3385105, 0.3380275, 0.3318319, 0.3316717, 0.3363786, 0.3358803, 
478.000, 0.3198962, 0.3129129, 0.3159966, 0.3176031, 0.3264127, 0.3294997, 0.3254466, 0.3328042, 0.3349857, 0.3344493, 0.3320189, 0.3356853, 0.3307629, 0.3304906, 0.3291898, 0.3370528, 0.3393736, 0.3405538, 0.3356547, 0.3305964, 0.3344278, 0.3393207, 0.3298655, 0.3387413, 0.3352952, 0.3355017, 0.3318901, 0.3302183, 0.3407359, 0.3307333, 0.3388982, 0.3422799, 0.3351254, 0.3428478, 0.3353362, 0.344058, 0.3433604, 0.345737, 0.3423142, 0.3291087, 0.338757, 0.3563604, 0.3277297, 0.3439217, 0.3414154, 0.3343239, 0.3500586, 0.346426, 0.334023, 0.3388042, 0.3493819, 0.3335752, 0.3442841, 0.335268, 0.3390412, 0.346087, 0.3343325, 0.340332, 0.330379, 0.3388519, 0.3440304, 0.3441958, 0.3464222, 0.3422279, 0.3436661, 0.3379297, 0.3460717, 0.3378563, 0.3361001, 0.3362899, 0.3347597, 0.3355565, 0.353231, 0.3418379, 
479.000, 0.3230796, 0.3293357, 0.3334284, 0.331327, 0.3351908, 0.3385954, 0.3398404, 0.337533, 0.3310084, 0.3307796, 0.3354163, 0.3283801, 0.3421764, 0.3305664, 0.3420539, 0.3372159, 0.3315482, 0.333549, 0.3330331, 0.3403869, 0.3351102, 0.3370991, 0.3360415, 0.3408394, 0.3318858, 0.3354473, 0.3372998, 0.3290792, 0.3356109, 0.32584, 0.3363285, 0.3378534, 0.3288789, 0.334733, 0.3261642, 0.3374858, 0.3338914, 0.3340197, 0.3394232, 0.333045, 0.3404155, 0.3355227, 0.3332276, 0.3368177, 0.3343315, 0.3322968, 0.346303, 0.3359942, 0.3323178, 0.33956, 0.3242679, 0.340179, 0.3356409, 0.3362384, 0.336184, 0.3276558, 0.3322434, 0.3237715, 0.3322024, 0.3347468, 0.3297901, 0.3337383, 0.3414354, 0.3419647, 0.3358331, 0.3322721, 0.3319769, 0.3198628, 0.3303623, 0.3307633, 0.3258071, 0.3380899, 0.3336754, 0.3378587, 
480.000, 0.3103361, 0.3122187, 0.3202338, 0.3108797, 0.3124762, 0.3211799, 0.3168912, 0.3132019, 0.3232207, 0.3164167, 0.3146577, 0.323288, 0.3155365, 0.316195, 0.3254232, 0.31602, 0.3144522, 0.3130202, 0.3092875, 0.3265047, 0.3219547, 0.314785, 0.3202229, 0.3135023, 0.314693, 0.3192773, 0.315443, 0.3197803, 0.3176017, 0.3121133, 0.3261952, 0.3178167, 0.3209043, 0.3125677, 0.3092136, 0.3155861, 0.3209023, 0.3227339, 0.3182087, 0.3174009, 0.3226256, 0.3165784, 0.3194046, 0.3141427, 0.3204641, 0.3204274, 0.3167329, 0.3194399, 0.3163919, 0.3209214, 0.3232765, 0.3184237, 0.3262463, 0.3315763, 0.3231754, 0.3211975, 0.3195338, 0.3123841, 0.3144903, 0.3267193, 0.3300333, 0.3137832, 0.3284202, 0.3244162, 0.3205428, 0.325335, 0.3230314, 0.319737, 0.3113317, 0.3207355, 0.3202829, 0.3170195, 0.3227973, 0.3156891, 
481.000, 0.3095417, 0.3192854, 0.312077, 0.3165188, 0.3126101, 0.321527, 0.3256264, 0.3256459, 0.3206506, 0.3296895, 0.3250098, 0.3215728, 0.3289604, 0.3248177, 0.3189616, 0.3264551, 0.3276572, 0.3292103, 0.3217397, 0.3250384, 0.316093, 0.3355021, 0.3290539, 0.3330889, 0.3283963, 0.3211975, 0.3251271, 0.324616, 0.3229947, 0.3292727, 0.3292365, 0.3227844, 0.3231058, 0.332417, 0.3150315, 0.330205, 0.3384709, 0.3331046, 0.3311572, 0.3164582, 0.3294539, 0.3361659, 0.3307915, 0.3347731, 0.3408308, 0.3370461, 0.3407669, 0.3383002, 0.3276868, 0.326582, 0.3308096, 0.3362093, 0.3289552, 0.3354487, 0.3283987, 0.3276811, 0.3292265, 0.320672, 0.3212905, 0.3285341, 0.3323917, 0.3309312, 0.3292451, 0.33535, 0.3326731, 0.3273587, 0.3391867, 0.3320308, 0.3321004, 0.33002, 0.3376651, 0.3407288, 0.3390551, 0.328392, 
482.000, 0.3219776, 0.3112512, 0.3210278, 0.3207097, 0.3295617, 0.3206425, 0.3305545, 0.3209786, 0.323925, 0.3238554, 0.3308702, 0.3238611, 0.3267846, 0.3189812, 0.3249378, 0.3241062, 0.318367, 0.3172464, 0.3327131, 0.3255253, 0.3262448, 0.325809, 0.3237448, 0.3209448, 0.3216524, 0.3330646, 0.3286037, 0.3233652, 0.32267, 0.318912, 0.3183637, 0.334722, 0.3231559, 0.3293734, 0.3323145, 0.3315573, 0.3173895, 0.3286824, 0.3270478, 0.3245044, 0.3240037, 0.3168201, 0.3289075, 0.3255796, 0.3177724, 0.329308, 0.3260841, 0.320231, 0.322865, 0.33114, 0.3181853, 0.3228736, 0.3295984, 0.3222938, 0.3226657, 0.3131409, 0.3308549, 0.3242865, 0.325315, 0.324625, 0.323873, 0.3288546, 0.3304543, 0.3265634, 0.3195677, 0.3275676, 0.3242927, 0.3146744, 0.3251805, 0.3232751, 0.3245773, 0.3259053, 0.3263183, 0.3269119, 
483.000, 0.3028541, 0.3093719, 0.315321, 0.3099456, 0.304018, 0.3099489, 0.312746, 0.3147998, 0.3196001, 0.3118081, 0.310287, 0.3175416, 0.3143997, 0.3086848, 0.3121233, 0.3069196, 0.3184462, 0.3109612, 0.3130631, 0.3099732, 0.3123908, 0.3063583, 0.3142343, 0.3059192, 0.3119431, 0.3032184, 0.3099298, 0.3095589, 0.3157587, 0.3163586, 0.315979, 0.3155513, 0.3070345, 0.3142571, 0.305769, 0.3119817, 0.3181276, 0.3139439, 0.3090963, 0.3123827, 0.3115363, 0.3186316, 0.3142962, 0.3108926, 0.319963, 0.3145094, 0.3110552, 0.311235, 0.3170667, 0.3071222, 0.3157239, 0.3113179, 0.3213377, 0.3286762, 0.3192029, 0.3180895, 0.3123436, 0.3186202, 0.3119898, 0.3220568, 0.3319764, 0.3143463, 0.3115234, 0.316154, 0.3151498, 0.31917, 0.3180957, 0.30862, 0.3111463, 0.3188004, 0.3160768, 0.3133988, 0.3208919, 0.306849, 
484.000, 0.3175993, 0.3108315, 0.3109345, 0.3130975, 0.3064065, 0.3130999, 0.3198524, 0.3109269, 0.3223233, 0.3244591, 0.3198438, 0.3176579, 0.3222198, 0.329134, 0.3267107, 0.3244557, 0.3292184, 0.3268161, 0.3197842, 0.3198442, 0.3267689, 0.329134, 0.3222694, 0.3314204, 0.3176255, 0.3242941, 0.3221307, 0.3221726, 0.3410029, 0.3222432, 0.3314514, 0.322124, 0.3266869, 0.326859, 0.324255, 0.331367, 0.3291702, 0.3361344, 0.3313894, 0.3221493, 0.3290682, 0.3222084, 0.3291082, 0.3338671, 0.3363533, 0.3244705, 0.3314366, 0.3244781, 0.3198881, 0.3336725, 0.3339167, 0.3267403, 0.3409967, 0.3316603, 0.3267555, 0.3292599, 0.326714, 0.3386531, 0.326757, 0.3222666, 0.3246531, 0.3290687, 0.3408852, 0.3361397, 0.3410087, 0.333766, 0.3386416, 0.3244276, 0.3337173, 0.3314524, 0.3315139, 0.3337836, 0.3363218, 0.3312831, 
485.000, 0.3143654, 0.3274598, 0.3202095, 0.3238564, 0.3132372, 0.3238292, 0.3272128, 0.323997, 0.3218246, 0.3290443, 0.3254046, 0.3254251, 0.323256, 0.3231544, 0.3305612, 0.3212981, 0.3269024, 0.324965, 0.3307676, 0.325223, 0.3250551, 0.3193741, 0.3195996, 0.3247204, 0.3254061, 0.3246737, 0.3251195, 0.3233848, 0.3244495, 0.3271089, 0.3323026, 0.3289137, 0.3287287, 0.3234162, 0.332428, 0.3324108, 0.3324785, 0.330286, 0.3285809, 0.327179, 0.3305945, 0.3325362, 0.3287506, 0.3231707, 0.3248487, 0.3289037, 0.3285613, 0.3289948, 0.3308897, 0.3304052, 0.3251133, 0.3326383, 0.330297, 0.3288422, 0.3362131, 0.3251457, 0.3306737, 0.3248248, 0.3267765, 0.3291483, 0.3327718, 0.3325419, 0.3282781, 0.3341169, 0.3284907, 0.3360581, 0.3264532, 0.3307385, 0.334085, 0.3342137, 0.3288555, 0.3323326, 0.3248997, 0.3362808, 
486.000, 0.3138652, 0.3170333, 0.3173523, 0.3209591, 0.3225336, 0.323873, 0.3229203, 0.3246827, 0.3263268, 0.3240805, 0.3225451, 0.3200116, 0.3180571, 0.3242674, 0.3187685, 0.3208218, 0.3213735, 0.3175282, 0.3188219, 0.3206744, 0.3202014, 0.3205366, 0.3199625, 0.3219099, 0.3224773, 0.3175497, 0.3222232, 0.3241129, 0.3210158, 0.3226743, 0.3228545, 0.3236604, 0.3235989, 0.3291764, 0.3210974, 0.3262253, 0.3247051, 0.3225636, 0.3236914, 0.3239608, 0.3268919, 0.3225822, 0.3257685, 0.3278589, 0.3256516, 0.327105, 0.3255363, 0.3260736, 0.3248143, 0.3280139, 0.3270473, 0.3256178, 0.3280911, 0.3295383, 0.3238101, 0.3260832, 0.3253584, 0.3259277, 0.3240156, 0.3247094, 0.3282032, 0.3286395, 0.3264022, 0.3267431, 0.3275042, 0.325551, 0.3281169, 0.3283353, 0.3248072, 0.3249779, 0.3295002, 0.3252821, 0.3288918, 0.3281779, 
487.000, 0.2876682, 0.2937288, 0.2949677, 0.2988515, 0.2935977, 0.3002467, 0.3052158, 0.3058953, 0.3062463, 0.303225, 0.3083625, 0.3098264, 0.315434, 0.3167906, 0.3106508, 0.3163915, 0.3102937, 0.3128409, 0.3094935, 0.3091383, 0.3071628, 0.3110752, 0.316649, 0.3172646, 0.3142252, 0.319057, 0.3138237, 0.3140268, 0.3153458, 0.3154602, 0.3215432, 0.3198137, 0.3180943, 0.3224349, 0.3148446, 0.3172126, 0.3179064, 0.3162603, 0.3152194, 0.3157377, 0.3223357, 0.3252416, 0.3187437, 0.3173003, 0.3164363, 0.3212581, 0.3237367, 0.3132915, 0.3227258, 0.3217587, 0.3099542, 0.3146677, 0.3246346, 0.3265271, 0.3216329, 0.3183975, 0.3200884, 0.314795, 0.3252716, 0.3127327, 0.3236365, 0.3246136, 0.3221655, 0.3223143, 0.317667, 0.319963, 0.3296351, 0.3243327, 0.3201046, 0.3214498, 0.3181982, 0.3176808, 0.3216834, 0.3173394, 
488.000, 0.3002658, 0.3036189, 0.307827, 0.3136435, 0.3037443, 0.3012509, 0.3076057, 0.3150792, 0.3078876, 0.313324, 0.319139, 0.3211856, 0.316627, 0.3146539, 0.3175731, 0.3060937, 0.3136778, 0.3182373, 0.3114848, 0.3123956, 0.3101754, 0.3051934, 0.3135557, 0.3057017, 0.3169942, 0.3032098, 0.3073344, 0.3090324, 0.3037004, 0.3146863, 0.320179, 0.3203526, 0.3166895, 0.3197007, 0.3106794, 0.3163023, 0.313798, 0.3188348, 0.3111644, 0.3248487, 0.3136845, 0.3141212, 0.3165607, 0.3136878, 0.3123016, 0.3154359, 0.3154287, 0.3119678, 0.3171535, 0.3206177, 0.3119659, 0.3175273, 0.32166, 0.3111315, 0.3074584, 0.3178453, 0.3135042, 0.3116732, 0.312315, 0.3198977, 0.3114247, 0.3219023, 0.3145342, 0.3184762, 0.3165131, 0.3109517, 0.3093429, 0.3155932, 0.3103914, 0.3118377, 0.3130026, 0.3097138, 0.3119402, 0.3186378, 
489.000, 0.2901196, 0.3001056, 0.2951131, 0.2969232, 0.2987561, 0.3048325, 0.3007188, 0.307416, 0.3045945, 0.3014989, 0.2960491, 0.3008347, 0.293108, 0.2995448, 0.2916193, 0.2930222, 0.2988515, 0.2908645, 0.2889338, 0.3033872, 0.2929649, 0.2914457, 0.3062024, 0.3010035, 0.2988477, 0.302774, 0.3005357, 0.3013768, 0.2975268, 0.3000975, 0.3025575, 0.3030186, 0.2912283, 0.3053102, 0.2940307, 0.3007135, 0.3045373, 0.3031492, 0.2977834, 0.2916722, 0.2999353, 0.3073468, 0.3038497, 0.2979903, 0.3106084, 0.3037457, 0.3061414, 0.2952724, 0.296936, 0.3073645, 0.2976775, 0.3004193, 0.3031917, 0.2953739, 0.2975669, 0.3029089, 0.2907796, 0.295723, 0.300323, 0.3003983, 0.3035059, 0.2966776, 0.3010464, 0.3067808, 0.2982683, 0.3012977, 0.3059783, 0.3009586, 0.3040762, 0.306704, 0.2966542, 0.292171, 0.3022208, 0.2914019, 
