,cavity_after,
Wavenumbers [1/cm],Transmittance,
5275.073,0.1337611,
5273.145,0.1309937,
5271.216,0.1282721,
5269.287,0.1255615,
5267.359,0.1228514,
5265.430,0.1201381,
5263.501,0.1175212,
5261.572,0.1150946,
5259.644,0.1127876,
5257.715,0.1104513,
5255.786,0.1080285,
5253.857,0.1056384,
5251.929,0.1033408,
5250.000,0.1010405,
5248.071,0.09876083,
5246.143,0.09658335,
5244.214,0.09450248,
5242.285,0.09250905,
5240.356,0.0905757,
5238.428,0.08868468,
5236.499,0.08681656,
5234.570,0.0848992,
5232.641,0.08295164,
5230.713,0.08104569,
5228.784,0.0791923,
5226.855,0.07748864,
5224.927,0.07600373,
5222.998,0.07458685,
5221.069,0.07311568,
5219.140,0.07161462,
5217.212,0.07013945,
5215.283,0.06875093,
5213.354,0.06742799,
5211.425,0.06608439,
5209.497,0.06467947,
5207.568,0.06325897,
5205.639,0.06199015,
5203.711,0.06096725,
5201.782,0.06004936,
5199.853,0.05905581,
5197.924,0.05795853,
5195.996,0.05689497,
5194.067,0.05595923,
5192.138,0.05507854,
5190.209,0.0542144,
5188.281,0.05338209,
5186.352,0.05254456,
5184.423,0.05169019,
5182.495,0.05084037,
5180.566,0.05001663,
5178.637,0.04926712,
5176.708,0.04859903,
5174.780,0.04795502,
5172.851,0.04733517,
5170.922,0.04678398,
5168.993,0.0462461,
5167.065,0.04563916,
5165.136,0.0450244,
5163.207,0.0444924,
5161.278,0.04400438,
5159.350,0.04350032,
5157.421,0.04300586,
5155.492,0.04256501,
5153.564,0.04217176,
5151.635,0.04183591,
5149.706,0.04157233,
5147.777,0.0412766,
5145.849,0.0408693,
5143.920,0.0404436,
5141.991,0.0400924,
5140.062,0.03980209,
5138.134,0.0395336,
5136.205,0.03928756,
5134.276,0.03907903,
5132.348,0.03888649,
5130.419,0.03869008,
5128.490,0.03850804,
5126.561,0.03832592,
5124.633,0.03811238,
5122.704,0.03791207,
5120.775,0.03777122,
5118.846,0.03766678,
5116.918,0.0375653,
5114.989,0.03746612,
5113.060,0.03740215,
5111.132,0.03737489,
5109.203,0.03733338,
5107.274,0.03726038,
5105.345,0.03718707,
5103.417,0.03710694,
5101.488,0.03701755,
5099.559,0.0369713,
5097.630,0.03695796,
5095.702,0.03695858,
5093.773,0.03701315,
5091.844,0.03709838,
5089.916,0.03716541,
5087.987,0.03720664,
5086.058,0.03722795,
5084.129,0.03726675,
5082.201,0.03734744,
5080.272,0.03745303,
5078.343,0.03759584,
5076.414,0.03778799,
5074.486,0.03798727,
5072.557,0.03815785,
5070.628,0.0383091,
5068.700,0.03849424,
5066.771,0.03874583,
5064.842,0.03900601,
5062.913,0.03922603,
5060.985,0.03945088,
5059.056,0.03973128,
5057.127,0.04004914,
5055.198,0.0403652,
5053.270,0.04066405,
5051.341,0.04098523,
5049.412,0.04139496,
5047.483,0.04183386,
5045.555,0.04220639,
5043.626,0.04257794,
5041.697,0.04301547,
5039.769,0.04347395,
5037.840,0.04395792,
5035.911,0.04449174,
5033.982,0.04499846,
5032.054,0.0454556,
5030.125,0.04596965,
5028.196,0.04659484,
5026.267,0.04726695,
5024.339,0.04792367,
5022.410,0.04858267,
5020.481,0.04925523,
5018.553,0.04992369,
5016.624,0.050647,
5014.695,0.0514823,
5012.766,0.05236282,
5010.838,0.05323182,
5008.909,0.05411979,
5006.980,0.05504024,
5005.051,0.05601683,
5003.123,0.05706255,
5001.194,0.05812859,
4999.265,0.05923007,
4997.337,0.06039008,
4995.408,0.0615802,
4993.479,0.06283361,
4991.550,0.06417011,
4989.622,0.06554948,
4987.693,0.06695385,
4985.764,0.06838411,
4983.835,0.06987263,
4981.907,0.07145984,
4979.978,0.07312445,
4978.049,0.07483727,
4976.121,0.07661845,
4974.192,0.07850298,
4972.263,0.0804868,
4970.334,0.08253081,
4968.406,0.0846409,
4966.477,0.0868388,
4964.548,0.08910269,
4962.619,0.0914298,
4960.691,0.0938409,
4958.762,0.09634802,
4956.833,0.09894104,
4954.904,0.101621,
4952.976,0.1044255,
4951.047,0.1073243,
4949.118,0.1102804,
4947.190,0.1133269,
4945.261,0.1164284,
4943.332,0.1195577,
4941.403,0.1227832,
4939.475,0.126114,
4937.546,0.1294886,
4935.617,0.1328709,
4933.688,0.1362707,
4931.760,0.1397229,
4929.831,0.1432356,
4927.902,0.1467704,
4925.974,0.1502488,
4924.045,0.1536276,
4922.116,0.1569561,
4920.187,0.1602572,
4918.259,0.1634934,
4916.330,0.1666522,
4914.401,0.1697359,
4912.472,0.1727207,
4910.544,0.1755265,
4908.615,0.1780902,
4906.686,0.1804252,
4904.758,0.1825652,
4902.829,0.1845757,
4900.900,0.1864494,
4898.971,0.1880729,
4897.043,0.1894209,
4895.114,0.1905325,
4893.185,0.1914061,
4891.256,0.1920136,
4889.328,0.1923223,
4887.399,0.192351,
4885.470,0.1921521,
4883.542,0.1917514,
4881.613,0.1911547,
4879.684,0.1903506,
4877.755,0.1893103,
4875.827,0.1880177,
4873.898,0.1864949,
4871.969,0.1847906,
4870.040,0.1829211,
4868.112,0.1808726,
4866.183,0.1786846,
4864.254,0.1764008,
4862.326,0.1739768,
4860.397,0.1713608,
4858.468,0.168587,
4856.539,0.1657517,
4854.611,0.1629275,
4852.682,0.160065,
4850.753,0.1570766,
4848.824,0.1540345,
4846.896,0.1510323,
4844.967,0.1480014,
4843.038,0.1448904,
4841.109,0.1417432,
4839.181,0.138613,
4837.252,0.1355263,
4835.323,0.1324515,
4833.395,0.1293701,
4831.466,0.1263044,
4829.537,0.1232642,
4827.608,0.1202747,
4825.680,0.1173663,
4823.751,0.1145133,
4821.822,0.1116837,
4819.893,0.1089044,
4817.965,0.1061868,
4816.036,0.1035125,
4814.107,0.1009018,
4812.179,0.0983678,
4810.250,0.09589254,
4808.321,0.09343774,
4806.392,0.09098049,
4804.464,0.08857818,
4802.535,0.08628435,
4800.606,0.08407579,
4798.677,0.08192745,
4796.749,0.07982886,
4794.820,0.07775234,
4792.891,0.07571755,
4790.963,0.07379398,
4789.034,0.07196875,
4787.105,0.07019047,
4785.176,0.0684801,
4783.248,0.06683122,
4781.319,0.06519972,
4779.390,0.06362672,
4777.461,0.06217351,
4775.533,0.06078951,
4773.604,0.05938784,
4771.675,0.05797974,
4769.747,0.05662853,
4767.818,0.0553464,
4765.889,0.05410554,
4763.960,0.05292597,
4762.032,0.05185399,
4760.103,0.05083989,
4758.174,0.04980092,
4756.245,0.04876844,
4754.317,0.04782717,
4752.388,0.04695028,
4750.459,0.04603771,
4748.531,0.04511545,
4746.602,0.04428234,
4744.673,0.04353647,
4742.744,0.0428119,
4740.816,0.0420781,
4738.887,0.0413806,
4736.958,0.04074898,
4735.029,0.04013505,
4733.101,0.03953169,
4731.172,0.03895468,
4729.243,0.03837599,
4727.314,0.03780982,
4725.386,0.03730269,
4723.457,0.03684124,
4721.528,0.03635265,
4719.600,0.03582578,
4717.671,0.03536461,
4715.742,0.03501132,
4713.813,0.03468197,
4711.885,0.03431635,
4709.956,0.03393574,
4708.027,0.0335893,
4706.098,0.03328476,
4704.170,0.0329715,
4702.241,0.03263458,
4700.312,0.03234657,
4698.384,0.0321121,
4696.455,0.03184336,
4694.526,0.03155463,
4692.597,0.03130097,
4690.669,0.03106978,
4688.740,0.03085942,
4686.811,0.03067647,
4684.882,0.0305038,
4682.954,0.0303202,
4681.025,0.03013154,
4679.096,0.0299677,
4677.168,0.02984725,
4675.239,0.0297527,
4673.310,0.02965361,
4671.381,0.02956449,
4669.453,0.02950056,
4667.524,0.02943954,
4665.595,0.02935709,
4663.666,0.0292531,
4661.738,0.02918109,
4659.809,0.02918659,
4657.880,0.02921811,
4655.952,0.02921005,
4654.023,0.02919646,
4652.094,0.02921123,
4650.165,0.02923648,
4648.237,0.02927642,
4646.308,0.02931091,
4644.379,0.02933852,
4642.450,0.02940129,
4640.522,0.0294778,
4638.593,0.02954509,
4636.664,0.0296235,
4634.736,0.02971618,
4632.807,0.02981992,
4630.878,0.02992783,
4628.949,0.03003623,
4627.021,0.03016573,
4625.092,0.03032732,
4623.163,0.03051195,
4621.234,0.03070571,
4619.306,0.03090002,
4617.377,0.03111542,
4615.448,0.03135774,
4613.519,0.03157768,
4611.591,0.03175367,
4609.662,0.0319656,
4607.733,0.03229119,
4605.805,0.03267147,
4603.876,0.03300254,
4601.947,0.03327171,
4600.018,0.03353561,
4598.090,0.03385228,
4596.161,0.03421265,
4594.232,0.0345814,
4592.303,0.03499305,
4590.375,0.03544396,
4588.446,0.03586324,
4586.517,0.03627345,
4584.589,0.03672908,
4582.660,0.03721239,
4580.731,0.03770392,
4578.802,0.03822535,
4576.874,0.03880407,
4574.945,0.03941973,
4573.016,0.04004674,
4571.087,0.04069918,
4569.159,0.04139988,
4567.230,0.0421439,
4565.301,0.04289421,
4563.373,0.04364987,
4561.444,0.04443019,
4559.515,0.04523913,
4557.586,0.0461046,
4555.658,0.04704561,
4553.729,0.04804777,
4551.800,0.04909,
4549.871,0.05014783,
4547.943,0.05121733,
4546.014,0.05234596,
4544.085,0.05354297,
4542.157,0.05476117,
4540.228,0.05605049,
4538.299,0.05749527,
4536.370,0.05905275,
4534.442,0.0606264,
4532.513,0.06218185,
4530.584,0.06376293,
4528.655,0.06545467,
4526.727,0.06729339,
4524.798,0.06924144,
4522.869,0.07127923,
4520.940,0.07340277,
4519.012,0.07560293,
4517.083,0.07790486,
4515.154,0.08030502,
4513.226,0.08277439,
4511.297,0.08534431,
4509.368,0.08805142,
4507.439,0.09086663,
4505.511,0.09377358,
4503.582,0.09680573,
4501.653,0.09996703,
4499.724,0.1032511,
4497.796,0.1066547,
4495.867,0.1101354,
4493.938,0.1136835,
4492.010,0.1173318,
4490.081,0.1210752,
4488.152,0.1249091,
4486.223,0.1288368,
4484.295,0.1327998,
4482.366,0.1367427,
4480.437,0.1406935,
4478.508,0.1446963,
4476.580,0.1487123,
4474.651,0.1526403,
4472.722,0.156443,
4470.794,0.1601469,
4468.865,0.1637457,
4466.936,0.1672168,
4465.007,0.1705369,
4463.079,0.1736556,
4461.150,0.1765293,
4459.221,0.1791394,
4457.292,0.1814811,
4455.364,0.1835623,
4453.435,0.1853673,
4451.506,0.1868532,
4449.578,0.1879897,
4447.649,0.1887615,
4445.720,0.1891558,
4443.791,0.1892029,
4441.863,0.188991,
4439.934,0.1885255,
4438.005,0.1877054,
4436.076,0.1864874,
4434.148,0.1849288,
4432.219,0.1831167,
4430.290,0.1810828,
4428.362,0.1788146,
4426.433,0.1763304,
4424.504,0.1736584,
4422.575,0.1708038,
4420.647,0.1677566,
4418.718,0.1645556,
4416.789,0.1612708,
4414.860,0.1578794,
4412.932,0.1543443,
4411.003,0.1507507,
4409.074,0.1471824,
4407.145,0.1435938,
4405.217,0.1399409,
4403.288,0.1362671,
4401.359,0.1326126,
4399.431,0.1290097,
4397.502,0.1254561,
4395.573,0.1218974,
4393.644,0.1183548,
4391.716,0.1148965,
4389.787,0.1115183,
4387.858,0.1082015,
4385.929,0.1049706,
4384.001,0.1018449,
4382.072,0.09881184,
4380.143,0.09585392,
4378.215,0.09298515,
4376.286,0.0902474,
4374.357,0.08764773,
4372.428,0.08514286,
4370.500,0.08269306,
4368.571,0.08029293,
4366.642,0.07796849,
4364.713,0.07572249,
4362.785,0.07352249,
4360.856,0.07139904,
4358.927,0.06940675,
4356.999,0.06750065,
4355.070,0.06562777,
4353.141,0.06380016,
4351.212,0.06199982,
4349.284,0.06021899,
4347.355,0.05851712,
4345.426,0.05691461,
4343.497,0.05539672,
4341.569,0.05395041,
4339.640,0.05252438,
4337.711,0.05112924,
4335.783,0.04981846,
4333.854,0.04855219,
4331.925,0.04729637,
4329.996,0.04608259,
4328.068,0.04493209,
4326.139,0.04382372,
4324.210,0.04271214,
4322.281,0.04161482,
4320.353,0.04059196,
4318.424,0.03964499,
4316.495,0.03874864,
4314.567,0.03790374,
4312.638,0.03710116,
4310.709,0.0363142,
4308.780,0.03555383,
4306.852,0.03484578,
4304.923,0.0341676,
4302.994,0.03348947,
4301.065,0.03280882,
4299.137,0.03212148,
4297.208,0.031468,
4295.279,0.03093341,
4293.350,0.03049865,
4291.422,0.03004692,
4289.493,0.02954264,
4287.564,0.02904747,
4285.636,0.02858923,
4283.707,0.02814764,
4281.778,0.02773949,
4279.849,0.02738752,
4277.921,0.02705241,
4275.992,0.02669196,
4274.063,0.02633559,
4272.134,0.02602938,
4270.206,0.02575381,
4268.277,0.02547812,
4266.348,0.02520366,
4264.420,0.02493153,
4262.491,0.02467073,
4260.562,0.02441311,
4258.633,0.02415464,
4256.705,0.02392815,
4254.776,0.02371284,
4252.847,0.02347739,
4250.918,0.02328778,
4248.990,0.02318872,
4247.061,0.02309545,
4245.132,0.02291904,
4243.204,0.02269773,
4241.275,0.02250695,
4239.346,0.02235662,
4237.417,0.02223366,
4235.489,0.02212698,
4233.560,0.022035,
4231.631,0.02195008,
4229.702,0.02184635,
4227.774,0.02173797,
4225.845,0.0216509,
4223.916,0.02158144,
4221.988,0.02153797,
4220.059,0.02151888,
4218.130,0.02149068,
4216.201,0.02143035,
4214.273,0.02134643,
4212.344,0.02125699,
4210.415,0.02118823,
4208.486,0.02118621,
4206.558,0.02123539,
4204.629,0.02125503,
4202.700,0.02125739,
4200.772,0.02131573,
4198.843,0.02138169,
4196.914,0.02136519,
4194.985,0.02133223,
4193.057,0.02138323,
4191.128,0.02146983,
4189.199,0.02154052,
4187.270,0.02162657,
4185.342,0.02172961,
4183.413,0.02182799,
4181.484,0.02192018,
4179.555,0.02201836,
4177.627,0.02212422,
4175.698,0.02223609,
4173.769,0.02239257,
4171.841,0.02258624,
4169.912,0.02273498,
4167.983,0.02284563,
4166.054,0.02300122,
4164.126,0.0232053,
4162.197,0.02341587,
4160.268,0.02362604,
4158.339,0.02383482,
4156.411,0.02403758,
4154.482,0.02425187,
4152.553,0.02449022,
4150.625,0.02473961,
4148.696,0.02500354,
4146.767,0.02529369,
4144.838,0.02560769,
4142.910,0.02593851,
4140.981,0.02626143,
4139.052,0.02659345,
4137.123,0.02697202,
4135.195,0.02736885,
4133.266,0.02777261,
4131.337,0.02820495,
4129.409,0.0286617,
4127.480,0.0291368,
4125.551,0.02962219,
4123.622,0.03010934,
4121.694,0.03061219,
4119.765,0.0311601,
4117.836,0.03175231,
4115.907,0.03236514,
4113.979,0.03301195,
4112.050,0.0337009,
4110.121,0.0344095,
4108.193,0.03515922,
4106.264,0.03597812,
4104.335,0.03683404,
4102.406,0.03770619,
4100.478,0.03859817,
4098.549,0.03951525,
4096.620,0.04049455,
4094.691,0.04154528,
4092.763,0.04265678,
4090.834,0.0438563,
4088.905,0.04513933,
4086.977,0.04645182,
4085.048,0.0477616,
4083.119,0.04912129,
4081.190,0.05061415,
4079.262,0.05222706,
4077.333,0.05390378,
4075.404,0.05564724,
4073.475,0.05748367,
4071.547,0.05943222,
4069.618,0.06150702,
4067.689,0.06371004,
4065.760,0.0660472,
4063.832,0.06851054,
4061.903,0.07105556,
4059.974,0.07367484,
4058.046,0.07643563,
4056.117,0.07937615,
4054.188,0.08244887,
4052.259,0.08561803,
4050.331,0.08891167,
4048.402,0.09236184,
4046.473,0.09596249,
4044.544,0.0996754,
4042.616,0.1034944,
4040.687,0.1074449,
4038.758,0.1115189,
4036.830,0.115706,
4034.901,0.1199933,
4032.972,0.1243567,
4031.043,0.1287698,
4029.115,0.1331621,
4027.186,0.1374616,
4025.257,0.1416479,
4023.328,0.1457207,
4021.400,0.1496401,
4019.471,0.1533425,
4017.542,0.1568279,
4015.614,0.1601018,
4013.685,0.1631186,
4011.756,0.1658524,
4009.827,0.1683014,
4007.899,0.170444,
4005.970,0.1722282,
4004.041,0.173602,
4002.112,0.1745478,
4000.184,0.1750665,
3998.255,0.175132,
3996.326,0.1747333,
3994.398,0.1739206,
3992.469,0.1727048,
3990.540,0.1710695,
3988.611,0.1690633,
3986.683,0.1667459,
3984.754,0.1641458,
3982.825,0.1612909,
3980.896,0.1582252,
3978.968,0.1549415,
3977.039,0.1513901,
3975.110,0.1476452,
3973.181,0.14388,
3971.253,0.1401711,
3969.324,0.1364702,
3967.395,0.1327096,
3965.467,0.1288305,
3963.538,0.1248295,
3961.609,0.1208426,
3959.680,0.1170018,
3957.752,0.1132753,
3955.823,0.1095937,
3953.894,0.105959,
3951.965,0.1023841,
3950.037,0.09889643,
3948.108,0.09555557,
3946.179,0.09235509,
3944.251,0.08922687,
3942.322,0.08618657,
3940.393,0.08327469,
3938.464,0.08045287,
3936.536,0.07769531,
3934.607,0.07493491,
3932.678,0.07214048,
3930.749,0.06949237,
3928.821,0.06704056,
3926.892,0.06462295,
3924.963,0.06226591,
3923.035,0.06007389,
3921.106,0.0579486,
3919.177,0.05581392,
3917.248,0.05380683,
3915.320,0.05202517,
3913.391,0.05034677,
3911.462,0.0486277,
3909.533,0.04686792,
3907.605,0.04508376,
3905.676,0.04329212,
3903.747,0.0416439,
3901.819,0.04025892,
3899.890,0.03909063,
3897.961,0.03803861,
3896.032,0.0369758,
3894.104,0.0358006,
3892.175,0.03460062,
3890.246,0.03354319,
3888.317,0.03253729,
3886.389,0.03147829,
3884.460,0.03056298,
3882.531,0.02981739,
3880.603,0.02906886,
3878.674,0.0283584,
3876.745,0.02771328,
3874.816,0.02703468,
3872.888,0.0262568,
3870.959,0.02543925,
3869.030,0.02479622,
3867.101,0.02433027,
3865.173,0.02384318,
3863.244,0.02337215,
3861.315,0.02300761,
3859.386,0.02260985,
3857.458,0.0219283,
3855.529,0.02097177,
3853.600,0.02027429,
3851.672,0.02022265,
3849.743,0.0204095,
3847.814,0.02031585,
3845.885,0.01994143,
3843.957,0.0194878,
3842.028,0.01902612,
3840.099,0.01855157,
3838.170,0.01816798,
3836.242,0.01799841,
3834.313,0.0179309,
3832.384,0.01780118,
3830.456,0.01763604,
3828.527,0.01747799,
3826.598,0.01728262,
3824.669,0.01698796,
3822.741,0.01658588,
3820.812,0.01624538,
3818.883,0.01605549,
3816.954,0.0159005,
3815.026,0.01583079,
3813.097,0.01587752,
3811.168,0.01583456,
3809.240,0.01562228,
3807.311,0.01539825,
3805.382,0.01524186,
3803.453,0.01505303,
3801.525,0.01491768,
3799.596,0.01498572,
3797.667,0.01506128,
3795.738,0.01495154,
3793.810,0.01477149,
3791.881,0.01470083,
3789.952,0.01472875,
3788.024,0.01470894,
3786.095,0.01459654,
3784.166,0.01449701,
3782.237,0.01450493,
3780.309,0.0145434,
3778.380,0.01450494,
3776.451,0.01441915,
3774.522,0.01433637,
3772.594,0.01426495,
3770.665,0.01421795,
3768.736,0.01419329,
3766.808,0.01416313,
3764.879,0.01415183,
3762.950,0.01416788,
3761.021,0.01416171,
3759.093,0.01417458,
3757.164,0.0142072,
3755.235,0.01412739,
3753.306,0.01393287,
3751.378,0.01381171,
3749.449,0.01388365,
3747.520,0.01399371,
3745.591,0.01400866,
3743.663,0.01410794,
3741.734,0.01433995,
3739.805,0.01446461,
3737.877,0.01444772,
3735.948,0.01447274,
3734.019,0.0146109,
3732.090,0.01481316,
3730.162,0.01501797,
3728.233,0.01516782,
3726.304,0.01526871,
3724.375,0.01539533,
3722.447,0.01555719,
3720.518,0.01572224,
3718.589,0.01589903,
3716.661,0.01606403,
3714.732,0.01614883,
3712.803,0.01619023,
3710.874,0.01634744,
3708.946,0.01664836,
3707.017,0.0169557,
3705.088,0.01718681,
3703.159,0.01739568,
3701.231,0.01767445,
3699.302,0.0179914,
3697.373,0.01826643,
3695.445,0.01851862,
3693.516,0.01875611,
3691.587,0.01890998,
3689.658,0.0190554,
3687.730,0.01942428,
3685.801,0.0199938,
3683.872,0.02051074,
3681.943,0.0209043,
3680.015,0.02122222,
3678.086,0.02145715,
3676.157,0.02174626,
3674.229,0.02225302,
3672.300,0.02281305,
3670.371,0.02333514,
3668.442,0.02401134,
3666.514,0.02482379,
3664.585,0.02559182,
3662.656,0.02626734,
3660.727,0.0268831,
3658.799,0.02746337,
3656.870,0.02808821,
3654.941,0.02883545,
3653.013,0.0295201,
3651.084,0.03003751,
3649.155,0.03073396,
3647.226,0.03184384,
3645.298,0.03312388,
3643.369,0.03430057,
3641.440,0.03537866,
3639.511,0.03646426,
3637.583,0.03758379,
3635.654,0.03872279,
3633.725,0.03985026,
3631.796,0.04084175,
3629.868,0.04181943,
3627.939,0.04326181,
3626.010,0.04517196,
3624.082,0.04704704,
3622.153,0.04867785,
3620.224,0.05027522,
3618.295,0.05215296,
3616.367,0.05427662,
3614.438,0.05641081,
3612.509,0.05856257,
3610.580,0.06081366,
3608.652,0.06331998,
3606.723,0.06618086,
3604.794,0.06913803,
3602.866,0.07200371,
3600.937,0.07491512,
3599.008,0.07795834,
3597.079,0.08105455,
3595.151,0.08422641,
3593.222,0.08754167,
3591.293,0.09078726,
3589.364,0.09383065,
3587.436,0.09706102,
3585.507,0.1007073,
3583.578,0.104378,
3581.650,0.1077266,
3579.721,0.1107691,
3577.792,0.1135962,
3575.863,0.1162454,
3573.935,0.118669,
3572.006,0.1206793,
3570.077,0.1220714,
3568.148,0.123053,
3566.220,0.124114,
3564.291,0.1252026,
3562.362,0.1258328,
3560.434,0.1258724,
3558.505,0.1254996,
3556.576,0.1247591,
3554.647,0.1235678,
3552.719,0.1219833,
3550.790,0.1201495,
3548.861,0.1180469,
3546.932,0.1156917,
3545.004,0.1132601,
3543.075,0.1107803,
3541.146,0.108136,
3539.217,0.1052967,
3537.289,0.1023359,
3535.360,0.09934162,
3533.431,0.09631851,
3531.503,0.09321776,
3529.574,0.0900703,
3527.645,0.08697358,
3525.716,0.083976,
3523.788,0.08107308,
3521.859,0.07824004,
3519.930,0.07543548,
3518.001,0.07265899,
3516.073,0.06994478,
3514.144,0.06729738,
3512.215,0.06471401,
3510.287,0.06221698,
3508.358,0.05982383,
3506.429,0.05750667,
3504.500,0.05524671,
3502.572,0.05310592,
3500.643,0.05110703,
3498.714,0.04915468,
3496.785,0.04720804,
3494.857,0.04533441,
3492.928,0.04355141,
3490.999,0.04181889,
3489.071,0.04015262,
3487.142,0.03858925,
3485.213,0.03709763,
3483.284,0.03564275,
3481.356,0.03425396,
3479.427,0.03295041,
3477.498,0.0317205,
3475.569,0.03057032,
3473.641,0.02947898,
3471.712,0.02841272,
3469.783,0.02738043,
3467.855,0.02638417,
3465.926,0.02542808,
3463.997,0.02453644,
3462.068,0.02371535,
3460.140,0.02296103,
3458.211,0.02224668,
3456.282,0.02154586,
3454.353,0.02087162,
3452.425,0.0202316,
3450.496,0.01962131,
3448.567,0.01904631,
3446.639,0.01850877,
3444.710,0.01799723,
3442.781,0.01750038,
3440.852,0.01702438,
3438.924,0.01657843,
3436.995,0.0161592,
3435.066,0.01575427,
3433.137,0.01536243,
3431.209,0.01499367,
3429.280,0.01463961,
3427.351,0.01429644,
3425.422,0.01397578,
3423.494,0.0136686,
3421.565,0.01337203,
3419.636,0.01310787,
3417.708,0.01287694,
3415.779,0.01265134,
3413.850,0.0124139,
3411.921,0.01218973,
3409.993,0.01201629,
3408.064,0.01188243,
3406.135,0.01174306,
3404.206,0.01158656,
3402.278,0.01144543,
3400.349,0.01133845,
3398.420,0.01124983,
3396.492,0.01115803,
3394.563,0.01103733,
3392.634,0.01088369,
3390.705,0.01074226,
3388.777,0.01064479,
3386.848,0.01056193,
3384.919,0.01045541,
3382.990,0.01032903,
3381.062,0.01020801,
3379.133,0.01009931,
3377.204,0.009999993,
3375.276,0.009927705,
3373.347,0.00988845,
3371.418,0.00983974,
3369.489,0.009766765,
3367.561,0.009711729,
3365.632,0.00966834,
3363.703,0.009593634,
3361.774,0.009510042,
3359.846,0.009457496,
3357.917,0.009411665,
3355.988,0.009332648,
3354.060,0.009246529,
3352.131,0.009201758,
3350.202,0.009173923,
3348.273,0.009129816,
3346.345,0.009098203,
3344.416,0.009079339,
3342.487,0.009032633,
3340.558,0.008978114,
3338.630,0.008961667,
3336.701,0.008958506,
3334.772,0.008930782,
3332.844,0.00890295,
3330.915,0.008906472,
3328.986,0.00892098,
3327.057,0.008909907,
3325.129,0.008886501,
3323.200,0.0088803,
3321.271,0.008871909,
3319.342,0.008845103,
3317.414,0.008827513,
3315.485,0.00884235,
3313.556,0.008885296,
3311.627,0.008928262,
3309.699,0.008947494,
3307.770,0.008964466,
3305.841,0.009004992,
3303.913,0.009047586,
3301.984,0.00906413,
3300.055,0.009077501,
3298.126,0.009127314,
3296.198,0.009208548,
3294.269,0.009289174,
3292.340,0.009340209,
3290.411,0.009374123,
3288.483,0.00943601,
3286.554,0.009516744,
3284.625,0.009594149,
3282.697,0.009675166,
3280.768,0.009746739,
3278.839,0.009809501,
3276.910,0.009885749,
3274.982,0.009984045,
3273.053,0.01011207,
3271.124,0.01026223,
3269.195,0.01040925,
3267.267,0.0105493,
3265.338,0.01068034,
3263.409,0.01079406,
3261.481,0.01091692,
3259.552,0.01106477,
3257.623,0.01121866,
3255.694,0.01137956,
3253.766,0.0115561,
3251.837,0.01174392,
3249.908,0.01194304,
3247.979,0.01215723,
3246.051,0.01238241,
3244.122,0.01261392,
3242.193,0.01286002,
3240.265,0.0131299,
3238.336,0.01342098,
3236.407,0.01372506,
3234.478,0.01403304,
3232.550,0.01433488,
3230.621,0.01463627,
3228.692,0.01495832,
3226.763,0.01531976,
3224.835,0.01573132,
3222.906,0.01617532,
3220.977,0.01662189,
3219.049,0.01707287,
3217.120,0.01755706,
3215.191,0.01808855,
3213.262,0.01865004,
3211.334,0.01923769,
3209.405,0.01986695,
3207.476,0.02054316,
3205.547,0.02127532,
3203.619,0.02206029,
3201.690,0.02287255,
3199.761,0.0237149,
3197.832,0.02462233,
3195.904,0.0256054,
3193.975,0.02664894,
3192.046,0.02776095,
3190.118,0.02897535,
3188.189,0.03029332,
3186.260,0.03167639,
3184.331,0.03314007,
3182.403,0.03474805,
3180.474,0.03650286,
3178.545,0.03836634,
3176.616,0.04034411,
3174.688,0.04247081,
3172.759,0.04476361,
3170.830,0.04722812,
3168.902,0.04986594,
3166.973,0.05267661,
3165.044,0.05567384,
3163.115,0.05885836,
3161.187,0.06220701,
3159.258,0.06571978,
3157.329,0.06939335,
3155.400,0.0731768,
3153.472,0.07704569,
3151.543,0.08100625,
3149.614,0.08498885,
3147.686,0.08890364,
3145.757,0.09272872,
3143.828,0.09642971,
3141.899,0.09991734,
3139.971,0.1031017,
3138.042,0.1059084,
3136.113,0.108277,
3134.184,0.1101878,
3132.256,0.1116395,
3130.327,0.1125859,
3128.398,0.1129721,
3126.470,0.1128008,
3124.541,0.1120994,
3122.612,0.1109037,
3120.683,0.1092664,
3118.755,0.1072154,
3116.826,0.104753,
3114.897,0.1019275,
3112.968,0.09883589,
3111.040,0.09554753,
3109.111,0.09209087,
3107.182,0.0885094,
3105.253,0.08487464,
3103.325,0.08123235,
3101.396,0.07757545,
3099.467,0.07390308,
3097.539,0.07026782,
3095.610,0.06671328,
3093.681,0.06323037,
3091.752,0.05983458,
3089.824,0.0565675,
3087.895,0.05342452,
3085.966,0.05040718,
3084.037,0.0475431,
3082.109,0.04483238,
3080.180,0.04227198,
3078.251,0.03985232,
3076.323,0.03754378,
3074.394,0.03534915,
3072.465,0.03329122,
3070.536,0.03136819,
3068.608,0.0295832,
3066.679,0.02794606,
3064.750,0.02642815,
3062.821,0.0249995,
3060.893,0.02367653,
3058.964,0.02245842,
3057.035,0.02131098,
3055.107,0.02024288,
3053.178,0.01927192,
3051.249,0.0183706,
3049.320,0.01751272,
3047.392,0.01669226,
3045.463,0.01591861,
3043.534,0.01520395,
3041.605,0.01453508,
3039.677,0.01389808,
3037.748,0.01330239,
3035.819,0.01275585,
3033.891,0.01224742,
3031.962,0.01176329,
3030.033,0.01130362,
3028.104,0.01087861,
