,cavity_before,
Wavenumbers [1/cm],Transmittance,
5257.715,0.04861036,
5255.786,0.04799262,
5253.857,0.04740058,
5251.929,0.04681624,
5250.000,0.04622047,
5248.071,0.04563583,
5246.143,0.04512637,
5244.214,0.04467326,
5242.285,0.04423903,
5240.356,0.04383869,
5238.428,0.04344801,
5236.499,0.04302965,
5234.570,0.04260102,
5232.641,0.0421975,
5230.713,0.04184387,
5228.784,0.04154445,
5226.855,0.04123459,
5224.927,0.04088301,
5222.998,0.04059082,
5221.069,0.04038587,
5219.140,0.0401483,
5217.212,0.03984418,
5215.283,0.03956003,
5213.354,0.03933775,
5211.425,0.03916194,
5209.497,0.03899196,
5207.568,0.03881558,
5205.639,0.03870353,
5203.711,0.03862661,
5201.782,0.03844786,
5199.853,0.03821592,
5197.924,0.0380786,
5195.996,0.03800503,
5194.067,0.03788409,
5192.138,0.03771311,
5190.209,0.03757249,
5188.281,0.03751862,
5186.352,0.03753489,
5184.423,0.0375633,
5182.495,0.03756351,
5180.566,0.03755031,
5178.637,0.03754912,
5176.708,0.03755767,
5174.780,0.03758281,
5172.851,0.03761651,
5170.922,0.03763641,
5168.993,0.03767086,
5167.065,0.03776235,
5165.136,0.03788582,
5163.207,0.03799092,
5161.278,0.03808237,
5159.350,0.03817036,
5157.421,0.03826432,
5155.492,0.0383928,
5153.564,0.03854383,
5151.635,0.03871072,
5149.706,0.03890269,
5147.777,0.039087,
5145.849,0.03925024,
5143.920,0.03943356,
5141.991,0.03966488,
5140.062,0.03993899,
5138.134,0.04026389,
5136.205,0.04061063,
5134.276,0.04089052,
5132.348,0.04111319,
5130.419,0.0413687,
5128.490,0.04167399,
5126.561,0.04204801,
5124.633,0.04249552,
5122.704,0.04292417,
5120.775,0.04331509,
5118.846,0.04372998,
5116.918,0.04416308,
5114.989,0.0446186,
5113.060,0.04514793,
5111.132,0.04572208,
5109.203,0.046253,
5107.274,0.04675827,
5105.345,0.04732471,
5103.417,0.04795796,
5101.488,0.04861471,
5099.559,0.04927376,
5097.630,0.04992651,
5095.702,0.05058538,
5093.773,0.05129651,
5091.844,0.05207734,
5089.916,0.05287787,
5087.987,0.05367688,
5086.058,0.05451978,
5084.129,0.05543989,
5082.201,0.05643018,
5080.272,0.05744169,
5078.343,0.05844549,
5076.414,0.05948226,
5074.486,0.06054568,
5072.557,0.06161945,
5070.628,0.0627914,
5068.700,0.06410736,
5066.771,0.06549501,
5064.842,0.06686695,
5062.913,0.06821153,
5060.985,0.06960467,
5059.056,0.07112493,
5057.127,0.07278657,
5055.198,0.07449561,
5053.270,0.07615822,
5051.341,0.07784068,
5049.412,0.07964106,
5047.483,0.08154774,
5045.555,0.08350355,
5043.626,0.08551902,
5041.697,0.0876566,
5039.769,0.08988023,
5037.840,0.0921246,
5035.911,0.09442579,
5033.982,0.09682231,
5032.054,0.09933543,
5030.125,0.1019904,
5028.196,0.1047238,
5026.267,0.1074447,
5024.339,0.1101916,
5022.410,0.1130745,
5020.481,0.1161193,
5018.553,0.1192532,
5016.624,0.1223846,
5014.695,0.1254724,
5012.766,0.1285682,
5010.838,0.1317946,
5008.909,0.1351852,
5006.980,0.1386132,
5005.051,0.1420203,
5003.123,0.145465,
5001.194,0.1489221,
4999.265,0.1523536,
4997.337,0.1557811,
4995.408,0.1591572,
4993.479,0.1624289,
4991.550,0.1656524,
4989.622,0.1688726,
4987.693,0.172018,
4985.764,0.1750154,
4983.835,0.1779074,
4981.907,0.1807494,
4979.978,0.1834747,
4978.049,0.1859838,
4976.121,0.1882643,
4974.192,0.1903483,
4972.263,0.1922518,
4970.334,0.1939394,
4968.406,0.1953613,
4966.477,0.1965336,
4964.548,0.1974746,
4962.619,0.1981402,
4960.691,0.1984897,
4958.762,0.1985416,
4956.833,0.1983421,
4954.904,0.1979016,
4952.976,0.1972076,
4951.047,0.1962543,
4949.118,0.1950335,
4947.190,0.1935472,
4945.261,0.1918171,
4943.332,0.1898619,
4941.403,0.187675,
4939.475,0.1852738,
4937.546,0.1827227,
4935.617,0.1800348,
4933.688,0.1771672,
4931.760,0.1741337,
4929.831,0.1710038,
4927.902,0.1677878,
4925.974,0.1644381,
4924.045,0.1609793,
4922.116,0.1574903,
4920.187,0.1539912,
4918.259,0.150489,
4916.330,0.1470166,
4914.401,0.143557,
4912.472,0.1400761,
4910.544,0.1365795,
4908.615,0.1330622,
4906.686,0.1295567,
4904.758,0.1261653,
4902.829,0.122903,
4900.900,0.1196697,
4898.971,0.1164288,
4897.043,0.1132512,
4895.114,0.1101861,
4893.185,0.1071919,
4891.256,0.1042268,
4889.328,0.1013656,
4887.399,0.09869152,
4885.470,0.09611421,
4883.542,0.09351126,
4881.613,0.09092735,
4879.684,0.08847042,
4877.755,0.08614987,
4875.827,0.08390268,
4873.898,0.08170693,
4871.969,0.07959191,
4870.040,0.07757559,
4868.112,0.07564291,
4866.183,0.07374644,
4864.254,0.07186435,
4862.326,0.07002928,
4860.397,0.06828285,
4858.468,0.06665889,
4856.539,0.0651283,
4854.611,0.06362125,
4852.682,0.06216422,
4850.753,0.06080012,
4848.824,0.0594626,
4846.896,0.05812969,
4844.967,0.05687031,
4843.038,0.05567757,
4841.109,0.0545264,
4839.181,0.05345327,
4837.252,0.05243825,
4835.323,0.05142229,
4833.395,0.05040958,
4831.466,0.04942824,
4829.537,0.04847706,
4827.608,0.04755965,
4825.680,0.04670171,
4823.751,0.04591051,
4821.822,0.0451377,
4819.893,0.04432727,
4817.965,0.04351661,
4816.036,0.04278277,
4814.107,0.04213737,
4812.179,0.04156272,
4810.250,0.04103,
4808.321,0.04048259,
4806.392,0.03989824,
4804.464,0.03931631,
4802.535,0.03879072,
4800.606,0.03834485,
4798.677,0.03792581,
4796.749,0.03748062,
4794.820,0.03703235,
4792.891,0.03658468,
4790.963,0.0361269,
4789.034,0.03567967,
4787.105,0.03527497,
4785.176,0.0349605,
4783.248,0.03470557,
4781.319,0.03439564,
4779.390,0.03402158,
4777.461,0.03368499,
4775.533,0.03340751,
4773.604,0.03314096,
4771.675,0.03287175,
4769.747,0.03261053,
4767.818,0.0323892,
4765.889,0.03219095,
4763.960,0.03197117,
4762.032,0.03178648,
4760.103,0.03167646,
4758.174,0.03156576,
4756.245,0.03139943,
4754.317,0.03120591,
4752.388,0.03102385,
4750.459,0.03084614,
4748.531,0.0306726,
4746.602,0.03056174,
4744.673,0.03052958,
4742.744,0.03049494,
4740.816,0.03040031,
4738.887,0.03027008,
4736.958,0.03016276,
4735.029,0.03011319,
4733.101,0.03011301,
4731.172,0.03013736,
4729.243,0.03014253,
4727.314,0.03010221,
4725.386,0.03005994,
4723.457,0.03006471,
4721.528,0.03009776,
4719.600,0.03013825,
4717.671,0.03022372,
4715.742,0.03033676,
4713.813,0.03038244,
4711.885,0.03036288,
4709.956,0.03038588,
4708.027,0.03050018,
4706.098,0.03064366,
4704.170,0.03075266,
4702.241,0.03086123,
4700.312,0.03100625,
4698.384,0.03115366,
4696.455,0.03129224,
4694.526,0.03144053,
4692.597,0.03161348,
4690.669,0.03181772,
4688.740,0.03201747,
4686.811,0.03217647,
4684.882,0.03232628,
4682.954,0.03254902,
4681.025,0.03284439,
4679.096,0.03310616,
4677.168,0.03331054,
4675.239,0.03353287,
4673.310,0.03381706,
4671.381,0.0341638,
4669.453,0.03453118,
4667.524,0.03486329,
4665.595,0.03516879,
4663.666,0.03550183,
4661.738,0.03590785,
4659.809,0.03638379,
4657.880,0.03685923,
4655.952,0.03730711,
4654.023,0.03778182,
4652.094,0.03831495,
4650.165,0.03889957,
4648.237,0.03949328,
4646.308,0.04005176,
4644.379,0.0406054,
4642.450,0.04121402,
4640.522,0.04190021,
4638.593,0.04263136,
4636.664,0.04336257,
4634.736,0.0441089,
4632.807,0.04488505,
4630.878,0.045677,
4628.949,0.04650905,
4627.021,0.04739285,
4625.092,0.04829726,
4623.163,0.04921261,
4621.234,0.05015038,
4619.306,0.05113509,
4617.377,0.052201,
4615.448,0.05334403,
4613.519,0.05454076,
4611.591,0.05580179,
4609.662,0.05712575,
4607.733,0.05847798,
4605.805,0.05986591,
4603.876,0.06133272,
4601.947,0.06289289,
4600.018,0.06452972,
4598.090,0.06621362,
4596.161,0.0679455,
4594.232,0.06976837,
4592.303,0.07170191,
4590.375,0.07372782,
4588.446,0.07582954,
4586.517,0.07799741,
4584.589,0.08022986,
4582.660,0.08255644,
4580.731,0.08500205,
4578.802,0.08754546,
4576.874,0.09018444,
4574.945,0.09294716,
4573.016,0.09581916,
4571.087,0.09877694,
4569.159,0.1018565,
4567.230,0.1050788,
4565.301,0.1083919,
4563.373,0.1117774,
4561.444,0.1152556,
4559.515,0.1188267,
4557.586,0.1225071,
4555.658,0.1262798,
4553.729,0.130079,
4551.800,0.1338863,
4549.871,0.1377467,
4547.943,0.1416963,
4546.014,0.1456742,
4544.085,0.1495845,
4542.157,0.1534516,
4540.228,0.1573528,
4538.299,0.1612434,
4536.370,0.1650335,
4534.442,0.1687227,
4532.513,0.1723055,
4530.584,0.1757268,
4528.655,0.1789599,
4526.727,0.1820021,
4524.798,0.1848609,
4522.869,0.187532,
4520.940,0.1899493,
4519.012,0.1920528,
4517.083,0.1938593,
4515.154,0.195381,
4513.226,0.1965789,
4511.297,0.1974272,
4509.368,0.1979201,
4507.439,0.1980544,
4505.511,0.1978361,
4503.582,0.1972512,
4501.653,0.1962944,
4499.724,0.1950055,
4497.796,0.1933871,
4495.867,0.19143,
4493.938,0.1891763,
4492.010,0.1866145,
4490.081,0.1837257,
4488.152,0.1806004,
4486.223,0.1773088,
4484.295,0.1738399,
4482.366,0.1701915,
4480.437,0.1663769,
4478.508,0.1624326,
4476.580,0.1584184,
4474.651,0.154372,
4472.722,0.1502951,
4470.794,0.1461741,
4468.865,0.1420289,
4466.936,0.1378822,
4465.007,0.1337221,
4463.079,0.1295984,
4461.150,0.1255974,
4459.221,0.1217163,
4457.292,0.1179112,
4455.364,0.1141802,
4453.435,0.1105216,
4451.506,0.1069087,
4449.578,0.1033626,
4447.649,0.09996713,
4445.720,0.09674022,
4443.791,0.09360214,
4441.863,0.09051878,
4439.934,0.08754192,
4438.005,0.08471601,
4436.076,0.08202042,
4434.148,0.07938717,
4432.219,0.07680807,
4430.290,0.07436033,
4428.362,0.07205863,
4426.433,0.06984016,
4424.504,0.06770444,
4422.575,0.06567801,
4420.647,0.06373055,
4418.718,0.06184425,
4416.789,0.06002945,
4414.860,0.05828912,
4412.932,0.05663078,
4411.003,0.05504286,
4409.074,0.05351092,
4407.145,0.05205134,
4405.217,0.05066923,
4403.288,0.04935624,
4401.359,0.04810453,
4399.431,0.04690317,
4397.502,0.04576629,
4395.573,0.04469511,
4393.644,0.04364727,
4391.716,0.04261248,
4389.787,0.04162529,
4387.858,0.04069441,
4385.929,0.0398143,
4384.001,0.03898972,
4382.072,0.03818455,
4380.143,0.03737909,
4378.215,0.03662836,
4376.286,0.03595609,
4374.357,0.03532367,
4372.428,0.03470739,
4370.500,0.03412906,
4368.571,0.03357812,
4366.642,0.03299399,
4364.713,0.03240454,
4362.785,0.03188025,
4360.856,0.03140625,
4358.927,0.03094515,
4356.999,0.03050224,
4355.070,0.03009571,
4353.141,0.02969913,
4351.212,0.02927304,
4349.284,0.02882721,
4347.355,0.02839501,
4345.426,0.02802338,
4343.497,0.02773041,
4341.569,0.02744536,
4339.640,0.02710705,
4337.711,0.02676368,
4335.783,0.02648406,
4333.854,0.02624311,
4331.925,0.02597073,
4329.996,0.02567677,
4328.068,0.02541693,
4326.139,0.0251773,
4324.210,0.02493084,
4322.281,0.02470224,
4320.353,0.02449854,
4318.424,0.02431581,
4316.495,0.02417773,
4314.567,0.02405322,
4312.638,0.02387801,
4310.709,0.02368229,
4308.780,0.02352193,
4306.852,0.02338856,
4304.923,0.02325981,
4302.994,0.02311205,
4301.065,0.02295087,
4299.137,0.02282277,
4297.208,0.02272955,
4295.279,0.02264135,
4293.350,0.02255966,
4291.422,0.02248998,
4289.493,0.02243407,
4287.564,0.0223977,
4285.636,0.02235742,
4283.707,0.02228894,
4281.778,0.02221642,
4279.849,0.02218274,
4277.921,0.02218676,
4275.992,0.02218312,
4274.063,0.02216144,
4272.134,0.02214308,
4270.206,0.02212693,
4268.277,0.02212685,
4266.348,0.02214659,
4264.420,0.02214071,
4262.491,0.02210892,
4260.562,0.02210868,
4258.633,0.02215988,
4256.705,0.02223953,
4254.776,0.02233933,
4252.847,0.02245763,
4250.918,0.02256203,
4248.990,0.02263833,
4247.061,0.02273139,
4245.132,0.02286812,
4243.204,0.02301884,
4241.275,0.02315936,
4239.346,0.02328983,
4237.417,0.02341353,
4235.489,0.02353692,
4233.560,0.02366787,
4231.631,0.02382201,
4229.702,0.02400563,
4227.774,0.0241974,
4225.845,0.02438705,
4223.916,0.02458174,
4221.988,0.0247866,
4220.059,0.02501817,
4218.130,0.02528239,
4216.201,0.0255368,
4214.273,0.02576666,
4212.344,0.0260424,
4210.415,0.02638751,
4208.486,0.02673597,
4206.558,0.02705838,
4204.629,0.02737794,
4202.700,0.02771462,
4200.772,0.0280699,
4198.843,0.02844631,
4196.914,0.0288815,
4194.985,0.02938302,
4193.057,0.02986002,
4191.128,0.03026182,
4189.199,0.03068079,
4187.270,0.03118564,
4185.342,0.03173165,
4183.413,0.03229355,
4181.484,0.03289007,
4179.555,0.03350467,
4177.627,0.03411904,
4175.698,0.03474767,
4173.769,0.03541895,
4171.841,0.03616247,
4169.912,0.03695788,
4167.983,0.03776852,
4166.054,0.03861348,
4164.126,0.0395013,
4162.197,0.04040514,
4160.268,0.04132431,
4158.339,0.04228855,
4156.411,0.04332708,
4154.482,0.04445601,
4152.553,0.04566333,
4150.625,0.04689746,
4148.696,0.04814524,
4146.767,0.04946521,
4144.838,0.05088562,
4142.910,0.05237871,
4140.981,0.05392049,
4139.052,0.05551927,
4137.123,0.05721407,
4135.195,0.05903514,
4133.266,0.0609692,
4131.337,0.06299007,
4129.409,0.06509285,
4127.480,0.0672878,
4125.551,0.06959303,
4123.622,0.07201672,
4121.694,0.07456872,
4119.765,0.0772618,
4117.836,0.08006646,
4115.907,0.08296596,
4113.979,0.08600178,
4112.050,0.0891925,
4110.121,0.09251156,
4108.193,0.09594765,
4106.264,0.09952085,
4104.335,0.1032419,
4102.406,0.1071042,
4100.478,0.1110971,
4098.549,0.1151893,
4096.620,0.1193365,
4094.691,0.1235094,
4092.763,0.1277049,
4090.834,0.131935,
4088.905,0.136192,
4086.977,0.140426,
4085.048,0.144583,
4083.119,0.1486656,
4081.190,0.1526931,
4079.262,0.1566302,
4077.333,0.1604293,
4075.404,0.164076,
4073.475,0.167532,
4071.547,0.1707216,
4069.618,0.173598,
4067.689,0.1761471,
4065.760,0.1783486,
4063.832,0.1801563,
4061.903,0.1815132,
4059.974,0.1823931,
4058.046,0.1827966,
4056.117,0.1827144,
4054.188,0.18215,
4052.259,0.1811447,
4050.331,0.1797244,
4048.402,0.17789,
4046.473,0.1756733,
4044.544,0.1731397,
4042.616,0.1703338,
4040.687,0.167237,
4038.758,0.163844,
4036.830,0.1602286,
4034.901,0.1564466,
4032.972,0.1524844,
4031.043,0.1483208,
4029.115,0.1439786,
4027.186,0.1395304,
4025.257,0.1350413,
4023.328,0.1305351,
4021.400,0.1260427,
4019.471,0.1216322,
4017.542,0.117336,
4015.614,0.1131062,
4013.685,0.1089427,
4011.756,0.1049183,
4009.827,0.1010452,
4007.899,0.09727715,
4005.970,0.09359255,
4004.041,0.0900149,
4002.112,0.0865743,
4000.184,0.0832766,
3998.255,0.08011089,
3996.326,0.07704037,
3994.398,0.07405525,
3992.469,0.07119986,
3990.540,0.06850024,
3988.611,0.06592918,
3986.683,0.06344412,
3984.754,0.06107241,
3982.825,0.05885921,
3980.896,0.05676301,
3978.968,0.05474993,
3977.039,0.05282998,
3975.110,0.0509891,
3973.181,0.04921981,
3971.253,0.04753886,
3969.324,0.04596849,
3967.395,0.0445152,
3965.467,0.04311997,
3963.538,0.04172669,
3961.609,0.04040048,
3959.680,0.03921861,
3957.752,0.03812299,
3955.823,0.03703908,
3953.894,0.03599586,
3951.965,0.03501786,
3950.037,0.03406422,
3948.108,0.03311267,
3946.179,0.03220457,
3944.251,0.03140836,
3942.322,0.03070384,
3940.393,0.02997471,
3938.464,0.02922074,
3936.536,0.02855861,
3934.607,0.02796601,
3932.678,0.02733238,
3930.749,0.02668622,
3928.821,0.02610615,
3926.892,0.02557295,
3924.963,0.02505315,
3923.035,0.02457153,
3921.106,0.02413677,
3919.177,0.02370607,
3917.248,0.02324918,
3915.320,0.02279297,
3913.391,0.02238994,
3911.462,0.02202165,
3909.533,0.02161345,
3907.605,0.02118687,
3905.676,0.02083212,
3903.747,0.02057162,
3901.819,0.0203528,
3899.890,0.02009212,
3897.961,0.01977395,
3896.032,0.01946911,
3894.104,0.01919985,
3892.175,0.01894867,
3890.246,0.01871855,
3888.317,0.01848229,
3886.389,0.01823601,
3884.460,0.01802631,
3882.531,0.01783021,
3880.603,0.01762294,
3878.674,0.01745882,
3876.745,0.01730506,
3874.816,0.01710069,
3872.888,0.01690947,
3870.959,0.01677,
3869.030,0.01664994,
3867.101,0.0165321,
3865.173,0.01640691,
3863.244,0.01625678,
3861.315,0.01609205,
3859.386,0.01598331,
3857.458,0.01593173,
3855.529,0.01584017,
3853.600,0.01572882,
3851.672,0.01569672,
3849.743,0.01569314,
3847.814,0.01561227,
3845.885,0.01548743,
3843.957,0.01536765,
3842.028,0.01525213,
3840.099,0.01520027,
3838.170,0.0152197,
3836.242,0.01523908,
3834.313,0.01522947,
3832.384,0.01517024,
3830.456,0.01507665,
3828.527,0.01501051,
3826.598,0.01497232,
3824.669,0.01496203,
3822.741,0.01500436,
3820.812,0.01503796,
3818.883,0.01498417,
3816.954,0.01490729,
3815.026,0.01491774,
3813.097,0.0149793,
3811.168,0.01502185,
3809.240,0.01506385,
3807.311,0.01511809,
3805.382,0.01519314,
3803.453,0.01528685,
3801.525,0.01535434,
3799.596,0.01539713,
3797.667,0.01545329,
3795.738,0.0155061,
3793.810,0.01553029,
3791.881,0.01556774,
3789.952,0.01566702,
3788.024,0.01581798,
3786.095,0.01598029,
3784.166,0.01611426,
3782.237,0.01621271,
3780.309,0.01630221,
3778.380,0.0164151,
3776.451,0.01658192,
3774.522,0.01679332,
3772.594,0.01698934,
3770.665,0.01713699,
3768.736,0.01726414,
3766.808,0.01740712,
3764.879,0.01759081,
3762.950,0.01783426,
3761.021,0.01811047,
3759.093,0.01835773,
3757.164,0.01857634,
3755.235,0.01881553,
3753.306,0.01907323,
3751.378,0.01932337,
3749.449,0.01958163,
3747.520,0.01986214,
3745.591,0.02017101,
3743.663,0.02054438,
3741.734,0.02096366,
3739.805,0.02134808,
3737.877,0.02170616,
3735.948,0.02211289,
3734.019,0.02257753,
3732.090,0.02306362,
3730.162,0.02355774,
3728.233,0.02406385,
3726.304,0.02459703,
3724.375,0.02517788,
3722.447,0.02580143,
3720.518,0.02645105,
3718.589,0.02710932,
3716.661,0.02777367,
3714.732,0.02846854,
3712.803,0.0292045,
3710.874,0.02999724,
3708.946,0.03086964,
3707.017,0.03181151,
3705.088,0.0327999,
3703.159,0.03383232,
3701.231,0.03491881,
3699.302,0.03604207,
3697.373,0.0371909,
3695.445,0.03838322,
3693.516,0.03960445,
3691.587,0.04085587,
3689.658,0.04221477,
3687.730,0.04372836,
3685.801,0.0453568,
3683.872,0.04705194,
3681.943,0.04879444,
3680.015,0.05058393,
3678.086,0.05244097,
3676.157,0.05442791,
3674.229,0.05657211,
3672.300,0.05880462,
3670.371,0.06114218,
3668.442,0.06366087,
3666.514,0.06629149,
3664.585,0.06894565,
3662.656,0.0716519,
3660.727,0.07446536,
3658.799,0.07736878,
3656.870,0.08034302,
3654.941,0.08341255,
3653.013,0.08649767,
3651.084,0.08952976,
3649.155,0.09264878,
3647.226,0.09593915,
3645.298,0.0992636,
3643.369,0.1025109,
3641.440,0.1056699,
3639.511,0.1087306,
3637.583,0.11167,
3635.654,0.1144554,
3633.725,0.1170577,
3631.796,0.1194124,
3629.868,0.1215617,
3627.939,0.1237019,
3626.010,0.1257773,
3624.082,0.127524,
3622.153,0.128865,
3620.224,0.1298815,
3618.295,0.1306791,
3616.367,0.1312627,
3614.438,0.1315392,
3612.509,0.1314783,
3610.580,0.131101,
3608.652,0.1304615,
3606.723,0.1295977,
3604.794,0.1284223,
3602.866,0.1268382,
3600.937,0.1248772,
3599.008,0.1226403,
3597.079,0.1201898,
3595.151,0.1175261,
3593.222,0.1146479,
3591.293,0.1115678,
3589.364,0.1083168,
3587.436,0.1049752,
3585.507,0.1015996,
3583.578,0.09817483,
3581.650,0.09470814,
3579.721,0.09125022,
3577.792,0.08782331,
3575.863,0.08442876,
3573.935,0.08108186,
3572.006,0.0777818,
3570.077,0.07451918,
3568.148,0.07134255,
3566.220,0.06832647,
3564.291,0.06545431,
3562.362,0.06266371,
3560.434,0.05996637,
3558.505,0.05739022,
3556.576,0.05491915,
3554.647,0.05253683,
3552.719,0.05027375,
3550.790,0.04817068,
3548.861,0.04618412,
3546.932,0.04425836,
3545.004,0.04241785,
3543.075,0.04069201,
3541.146,0.03907805,
3539.217,0.0375656,
3537.289,0.03613322,
3535.360,0.03475542,
3533.431,0.0334393,
3531.503,0.03220659,
3529.574,0.03104151,
3527.645,0.02992787,
3525.716,0.02887555,
3523.788,0.02788334,
3521.859,0.02694989,
3519.930,0.02608505,
3518.001,0.02527654,
3516.073,0.02450656,
3514.144,0.02377704,
3512.215,0.02307945,
3510.287,0.02240483,
3508.358,0.0217619,
3506.429,0.02115608,
3504.500,0.02058733,
3502.572,0.02004364,
3500.643,0.01951522,
3498.714,0.01901767,
3496.785,0.01856015,
3494.857,0.0181249,
3492.928,0.0176887,
3490.999,0.01725342,
3489.071,0.0168365,
3487.142,0.01643163,
3485.213,0.01604219,
3483.284,0.01570183,
3481.356,0.01539958,
3479.427,0.01508634,
3477.498,0.01476643,
3475.569,0.01447465,
3473.641,0.01420674,
3471.712,0.01395236,
3469.783,0.01370915,
3467.855,0.01345881,
3465.926,0.01320332,
3463.997,0.01297008,
3462.068,0.01276428,
3460.140,0.01256824,
3458.211,0.01237392,
3456.282,0.01217307,
3454.353,0.01195815,
3452.425,0.01174939,
3450.496,0.01156563,
3448.567,0.01140479,
3446.639,0.01125369,
3444.710,0.01110382,
3442.781,0.01097351,
3440.852,0.01086531,
3438.924,0.01074775,
3436.995,0.01060214,
3435.066,0.01044277,
3433.137,0.01030944,
3431.209,0.01022122,
3429.280,0.01014965,
3427.351,0.01006709,
3425.422,0.009972824,
3423.494,0.009868894,
3421.565,0.00976677,
3419.636,0.009680416,
3417.708,0.009597205,
3415.779,0.009516031,
3413.850,0.009451496,
3411.921,0.009396152,
3409.993,0.00933587,
3408.064,0.009265408,
3406.135,0.009209115,
3404.206,0.009189437,
3402.278,0.009169127,
3400.349,0.0091228,
3398.420,0.009076464,
3396.492,0.009051445,
3394.563,0.009061866,
3392.634,0.009095253,
3390.705,0.009100053,
3388.777,0.009067564,
3386.848,0.009044324,
3384.919,0.009049169,
3382.990,0.009065923,
3381.062,0.009084585,
3379.133,0.009100546,
3377.204,0.009121115,
3375.276,0.009162211,
3373.347,0.009213887,
3371.418,0.009245117,
3369.489,0.009250436,
3367.561,0.009254749,
3365.632,0.009252461,
3363.703,0.00921752,
3361.774,0.009185152,
3359.846,0.009207034,
3357.917,0.009260594,
3355.988,0.009296726,
3354.060,0.009319208,
3352.131,0.009350805,
3350.202,0.009385244,
3348.273,0.00942573,
3346.345,0.009484589,
3344.416,0.009548166,
3342.487,0.009602431,
3340.558,0.009645582,
3338.630,0.009689602,
3336.701,0.009764568,
3334.772,0.009872168,
3332.844,0.009974429,
3330.915,0.01005493,
3328.986,0.01012139,
3327.057,0.01017406,
3325.129,0.01023765,
3323.200,0.01034269,
3321.271,0.0104711,
3319.342,0.01060326,
3317.414,0.01073665,
3315.485,0.01085402,
3313.556,0.0109601,
3311.627,0.01108715,
3309.699,0.01124155,
3307.770,0.01140411,
3305.841,0.01156629,
3303.913,0.01173276,
3301.984,0.01190653,
3300.055,0.01208379,
3298.126,0.01226265,
3296.198,0.01245268,
3294.269,0.01266005,
3292.340,0.0128905,
3290.411,0.01315467,
3288.483,0.01343354,
3286.554,0.01369363,
3284.625,0.01394608,
3282.697,0.01422666,
3280.768,0.01453815,
3278.839,0.01487461,
3276.910,0.01523333,
3274.982,0.01558646,
3273.053,0.01593889,
3271.124,0.01632465,
3269.195,0.01673077,
3267.267,0.01714059,
3265.338,0.01757797,
3263.409,0.01807027,
3261.481,0.01861537,
3259.552,0.01918678,
3257.623,0.01977092,
3255.694,0.02037909,
3253.766,0.02102395,
3251.837,0.02170722,
3249.908,0.02242948,
3247.979,0.023193,
3246.051,0.02400081,
3244.122,0.02485837,
3242.193,0.02577255,
3240.265,0.02675521,
3238.336,0.0278056,
3236.407,0.02890933,
3234.478,0.03007281,
3232.550,0.03133168,
3230.621,0.03271547,
3228.692,0.03420586,
3226.763,0.03576963,
3224.835,0.03741953,
3222.906,0.03920319,
3220.977,0.04114727,
3219.049,0.04322497,
3217.120,0.0454065,
3215.191,0.04771305,
3213.262,0.0501814,
3211.334,0.05283275,
3209.405,0.0556925,
3207.476,0.05876742,
3205.547,0.06200932,
3203.619,0.06537713,
3201.690,0.06887978,
3199.761,0.07253572,
3197.832,0.07635999,
3195.904,0.08032519,
3193.975,0.0843437,
3192.046,0.08836217,
3190.118,0.09238357,
3188.189,0.09638691,
3186.260,0.1002976,
3184.331,0.1040207,
3182.403,0.1074825,
3180.474,0.1106334,
3178.545,0.1134336,
3176.616,0.1158437,
3174.688,0.1178034,
3172.759,0.1192514,
3170.830,0.120156,
3168.902,0.1204949,
3166.973,0.120238,
3165.044,0.1193729,
3163.115,0.1179293,
3161.187,0.1159552,
3159.258,0.1134857,
3157.329,0.1105523,
3155.400,0.1072063,
3153.472,0.1035244,
3151.543,0.09959736,
3149.614,0.09551512,
3147.686,0.0913381,
3145.757,0.08710494,
3143.828,0.08287199,
3141.899,0.07869486,
3139.971,0.07461364,
3138.042,0.07066042,
3136.113,0.06684685,
3134.184,0.0631785,
3132.256,0.05966558,
3130.327,0.05631388,
3128.398,0.05313735,
3126.470,0.05014481,
3124.541,0.04731434,
3122.612,0.0446303,
3120.683,0.04211492,
3118.755,0.03978005,
3116.826,0.03759408,
3114.897,0.03553706,
3112.968,0.03361963,
3111.040,0.03183879,
3109.111,0.03018541,
3107.182,0.02864777,
3105.253,0.02720485,
3103.325,0.02585262,
3101.396,0.02459244,
3099.467,0.02341343,
3097.539,0.02231187,
3095.610,0.0213057,
3093.681,0.02039048,
3091.752,0.01952324,
3089.824,0.01870034,
3087.895,0.01793487,
3085.966,0.01719543,
3084.037,0.01648417,
3082.109,0.0158404,
3080.180,0.01524173,
3078.251,0.0146543,
3076.323,0.01410903,
3074.394,0.01362024,
3072.465,0.01315715,
3070.536,0.01270831,
3068.608,0.01228567,
3066.679,0.01190423,
3064.750,0.01155286,
3062.821,0.01119452,
3060.893,0.01082727,
3058.964,0.0104924,
3057.035,0.0101974,
3055.107,0.009911434,
3053.178,0.009645268,
3051.249,0.009416337,
3049.320,0.009196144,
3047.392,0.00897227,
3045.463,0.00876378,
3043.534,0.008577188,
3041.605,0.008388681,
3039.677,0.008175542,
3037.748,0.007965088,
3035.819,0.007791219,
3033.891,0.007630791,
3031.962,0.007462594,
3030.033,0.007317438,
3028.104,0.007199073,
3026.176,0.00706597,
3024.247,0.006914288,
3022.318,0.006772904,
3020.389,0.006662954,
3018.461,0.006591176,
3016.532,0.006517084,
3014.603,0.006391202,
3012.675,0.006246126,
3010.746,0.006146982,
3008.817,0.006093131,
