wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
428,000;-0,007067204;-0,005302906;-0,003201008;-0,006020546;-0,001974583;-0,0001897812;-0,002817154;-0,000169754;-0,00185585;-0,001385689;-0,002303123;-0,001372337;-0,0005402565;0,0004601479;-0,0010252;-0,001417637;-0,002810955;-0,0006504059;0,002833366;0,001703262;0,001214981;0,001637936;-0,001265049;-0,001383305;0,001001358;0,0008745193;0,003633499;-0,001632214;0,001070499;0,0009717941;5,722046E-5;0,001980305;-0,003338337;0,001022816;-0,001044273;-3,194809E-5;-0,001047134;-0,0001420975;0,004243374;-0,0008850098;-0,002726078;0,001713753;0,0009212494;-0,003896713;-0,0002822876;4,196167E-5;0,001328945;0,0001950264;-0,0007209778;0,0007195473;-0,003076553;0,001514912;0,0005178452;-0,0007882118;0,001841545;0,001473904;0,0006051064;0,002437115;0,001470566;0,0005412102;-0,002502441;0,001537323;0,0001678467;0,001764774;0,002497673;0,002494335;0,001365662;0,002380848;0,0002975464;0,00197506;-0,0001916885;0,003087521;0,00204277;0,00107193;-0,002692699;-0,002891541;-0,002142906;0,0004482269;0,001417637;-0,001990318;-0,001946449;0,001791;-0,002398968;-0,0002112389;-0,0009946823;0,003073692;0,001603603;-0,0001134872;-0,004114628;0,001445293;8,916855E-5;0,0005631447;0,003007889;0,00197649;-0,0005488396;-0,002607346;0,001573086;-0,001963139;0,001772881;-0,0003628731;0,00305891;0,001156807;-0,001468182;-0,001651287;0,001161098;0,002235889;-0,002821922;5,626678E-5;-0,001681805;0,00124073;-0,001658916;-0,0001215935;-0,002527237;-0,0006804466;0,002232075;0,002300739;-0,0009298325;0,0008220673;-0,0004658699;-0,001275063;-0,001070976;-0,001830101;-0,001205921;0,002774715;-2,384186E-5;0,001583576;0,001802444;-0,0009837151;0,002855301;0,0006380081;0,0001349449;-0,0008277893;0,001788139;0,002270222;0,0007572174;0,001606941;0,0005946159;0,002878189;0,0005841255;0,002225876;4,673004E-5;0,0005249977;0,002296448;0,0005326271;0,001421928;0,001137733;0,00214386;6,723404E-5;0,0005102158;0,005007744;-0,002080441;0,0002112389;0,0008854866;-0,0001831055;-0,001457214;-0,0009083748;0,001227856;0,002540112;-0,0006885529;0,001592159;0,000837326;-0,000579834;
429,000;-0,006028652;-0,00506115;-0,005405426;-0,006217957;-0,001556396;-0,001307011;-0,004355907;-0,0001449585;-0,001477242;-0,003537655;-0,00201416;0,0002565384;1,811981E-5;-0,0009279251;-0,0001368523;0,001057625;-0,001625061;0,001577377;0,003305435;-0,0001235008;-0,0009856224;0,0001573563;-7,677078E-5;0,00156498;0,002068996;-0,0005760193;0,002370358;0,001927376;0,0009255409;0,002003193;-0,001272202;0,000421524;0,003584385;0,002113819;0,002809048;0,001108646;-0,0004825592;0,0002994537;0,0008425713;-0,0001511574;-0,001506805;0,0006723404;-0,0007205009;-0,001919746;-0,002196312;0,001797676;0,001987457;-0,00137043;-0,0001311302;0,0003781319;-0,000702858;-0,000515461;-0,004286766;0,002261639;-0,001545429;-0,0003762245;0,002197742;-0,0005187988;0,001023293;0,001179218;-0,000524044;0,003217697;-0,001643658;0,0003929138;0,001722336;0,002690792;-0,001089096;-0,001054287;0,001067638;-0,0002241135;-0,0001177788;0,002981663;0,001179218;0,001603127;0,00249958;0,0003409386;0,0009694099;-0,001296997;-0,001173019;0,001444817;-0,001152039;-0,0007338524;0,001237392;0,001121044;0,001419544;0,0010252;-0,0007629395;0,00261879;-0,0003356934;0,002392292;0,0004935265;-0,0002441406;-0,0003585815;-0,0005745888;0,001599789;-0,000934124;-0,00102663;-2,0504E-5;-0,002439022;0,000790596;-0,00248909;0,003018379;0,001052856;0,0004906654;0,003054619;-0,00184679;-0,0008945465;0,002071381;-0,001191139;-0,001262188;-0,001873016;-0,000752449;0,001778126;0,002362251;0,0003829002;-0,0009217262;0,004103661;-0,00119257;-0,002001762;-0,004291058;-0,0029006;-0,00360775;0,00276041;-0,0006895065;0,0009307861;0,002220631;0,001234055;0,002553463;-0,000936985;0,001010895;0,001934052;0,003158092;-0,001124382;0,0003352165;-0,001046658;-9,489059E-5;-0,00119257;-2,193451E-5;-0,0008807182;-0,001099586;0,002967358;0,001088619;0,002402306;0,0007205009;0,003870487;-0,0003833771;0,001744747;0,002601624;0,00118494;0,0004968643;0,003287315;-0,001133919;0,0005068779;0,002785206;-0,001936436;-0,001799107;-0,0007500648;-0,00020504;0,003201008;0,001226902;0,001434326;-0,0001516342;
430,000;-0,001856804;-0,0006432533;0,00121212;0,001356125;0,001183033;0,005110741;0,0006337166;0,003912449;0,002196789;0,0009393692;0,002436161;0,003022194;0,00624752;0,003869057;0,004779816;0,002697945;0,004374504;0,004682541;0,004865646;0,00330925;0,002955914;0,004520893;0,00301075;0,008600712;0,0050354;0,005591393;0,005496502;0,005904198;0,006556034;0,006276608;0,00332737;0,005696774;0,008486748;0,004374981;0,006173611;0,008058071;0,005004406;0,005500317;0,003784657;0,004851818;0,004980087;0,003005028;0,001876354;0,002750397;0,003668308;0,004043102;0,002883434;0,005101681;0,004618168;0,005973816;0,004820347;0,003057003;0,005784512;0,005076408;0,004355431;0,006612301;0,004121304;0,003815651;0,007192612;0,005268574;0,003511429;0,00457859;0,003799915;0,00453186;0,00783968;0,004597664;0,006932735;0,00674963;0,006515026;0,006557941;0,006890297;0,005138874;0,00588131;0,004920959;0,004337788;0,005122662;0,004972935;0,005862713;0,002655029;0,003878593;0,006046772;0,003761768;0,003558159;0,005505085;0,005783558;0,005329609;0,004088879;0,005269527;0,005073071;0,005069256;0,006155014;0,00423336;0,006089687;0,004643917;0,00714016;0,005685806;0,006233215;0,003777504;0,007082939;0,009181976;0,006891727;0,006357193;0,004726887;0,004725456;0,0029006;0,006977081;0,007187366;0,006491661;0,003467083;0,004970551;0,00155592;0,004462242;-0,00066185;0,001423359;0,001207829;0,002641201;0,001548767;0,001534939;0,00367403;0,005058765;0,005159855;0,006750584;0,003884315;0,002287865;0,006596565;0,00696373;0,002662182;0,005682468;0,006973267;0,003063202;0,004262447;0,005017757;0,003297806;0,00734663;0,00419426;0,002203465;0,006812096;0,003907681;0,005910397;0,008419514;0,002888203;0,004534721;0,006678104;0,004117012;0,005933285;0,006694317;0,007237434;0,006371021;0,005222321;0,003389835;0,006331444;0,004189491;0,004712582;0,005508423;0,006090641;0,005990505;0,006227016;0,005847454;0,006614208;0,005653381;0,006577492;0,004645824;
431,000;-0,004040718;-0,007336617;-0,001535892;-0,002125263;-0,001752853;-0,0008826256;-0,004508495;0,0009737015;-0,003416061;-0,001722813;-3,814697E-5;-0,003424168;0,0005402565;-0,0005879402;0,002232552;-0,005317688;-0,002240658;-0,0008187294;-0,000749588;0,001287937;0,003251553;0,0007228851;-0,0007328987;0,0002522469;0,004238129;0,004532337;0,002723217;0,0002293587;0,001663685;-0,000210762;0,002130985;0,003394604;0,001545429;0,003285885;0,001727581;-7,867813E-5;0,003751278;0,001104832;0,0008277893;-0,0009932518;-4,291534E-6;-0,0008540154;-0,0001034737;-0,0003538132;-0,001398087;0,001977921;-0,001182556;0,004164219;0,000389576;0,002231121;4,291534E-5;0,00262022;0,003319263;0,00220108;0,002711296;0,002306461;0,00153017;0,002360344;0,001786709;0,001346111;0,0009870529;0,001561165;0,002339363;0,003027439;0,003469944;0,001239777;0,004044533;0,004997253;0,001713753;0,00500536;0,003435612;0,003440857;-1,907349E-6;0,0001950264;0,0002593994;0,002589703;-0,0001635551;0,0008339882;0,002399445;3,814697E-6;0,002803802;0,001988888;-0,001514435;-0,001614094;0,002151966;0,001859188;0,0001921654;0,001189709;0,003883839;0,002504826;0,001253605;0,002567291;0,001802444;0,0008974075;0,0009684563;-0,001242161;0,001966476;0,00122261;0,001505375;0,0006303787;0,007230282;-0,0007572174;0,002297401;0,0023489;0,00133419;0,001375675;0,0002369881;0,0006766319;-0,001329422;0,00240612;-1,811981E-5;0,001183987;-0,0009675026;-0,000623703;-0,0001716614;-0,001315117;0,0008764267;0,001662731;-0,00194931;-0,001598835;0,002450466;0,001908302;-0,001095295;0,002998352;-0,001193047;0,001213551;0,000852108;-0,0005874634;0,001091003;0,0009536743;0,003181934;0,001338959;0,004484653;0,001132488;0,0006308556;-0,001099586;0,00219059;0,003190041;0,00530529;0,002573967;0,0007843971;0,002477169;0,0001163483;0,001900673;0,002040863;0,001813412;0,005418777;0,0008540154;0,001344681;0,002583504;0,001170158;0,00391674;0,001865387;0,002439976;-0,002434254;0,0006198883;0,00135994;5,722046E-6;0,002174854;0,002797604;0,003207207;0,003110409;
432,000;-0,004393578;-0,004096031;-0,004117966;-0,005166531;-0,002435207;-0,002327442;-0,002691746;-0,003947735;-0,0008010864;-0,002456188;-0,005247593;-0,00228548;-0,002052307;0,001816273;-0,002129555;-0,00139904;0,0005483627;0,002427578;0,0007581711;0,002450943;0,001586914;0,0002822876;-0,0004630089;0,001560211;-0,0006127357;0,001580715;0,00148344;-0,0001988411;0,002543449;0,0003790855;0,001315594;0,001173496;0,004505634;0,001585484;0,002636909;-0,0002493858;-0,001392841;-0,0006012917;0,000210762;-0,001802444;0,0003442764;0,0004143715;0,001190662;-0,001379013;-0,0004320145;0,001514912;-0,0005083084;-0,0001678467;0,001728535;0,0004081726;0,0005044937;0,001995087;0,003356457;0,002247334;0,002696991;0,001841068;0,0008993149;0,003270626;0,001955509;0,001722813;0,001215458;0,003885269;0,001790524;0,0007228851;0,004720688;0,001194477;-0,001513481;0,004093647;0,002390385;0,0005984306;0,00209856;0,004143238;0,004008293;0,002218246;0,0008573532;0,001646996;-0,0001039505;0,0003437996;0,0003395081;-0,001363277;0,0002102852;0,0004534721;0,003181458;-0,00136137;0,0011096;-0,0003347397;-0,0008249283;0,001015186;0,002762794;0,001036644;0,002274036;0,0008792877;0,001557827;0,002418518;-0,001442432;0,002569675;0,001094341;0,004759312;0,001785278;0,00161314;-0,0003061295;0,001091003;0,002615929;0,001657486;0,0006089211;-0,000951767;0,003214359;0,004127026;-0,0003170967;-0,003395557;0,00197649;-0,003424644;3,71933E-5;-0,002313614;-0,0002245903;-0,001339912;0,0009121895;-0,001738548;-0,001253605;-0,005919933;-0,004350662;0,00138855;0,001173496;-0,0004868507;0,001340389;0,0007858276;0,003148079;9,10759E-5;-0,002038956;0,000275135;0,0007200241;0,002901077;0,001086712;-0,002668858;0,001183033;0,004799843;-0,0006966591;-2,527237E-5;-0,001088619;0,001111984;0,002685547;0,0005807877;-0,002396584;0,0005517006;0,0009784698;0,001039505;0,0001516342;5,817413E-5;-0,002053738;0,0004000664;0,003148556;0,00125742;-0,0002808571;0,0034132;0,001335621;0,001531601;0,0004401207;0,001467705;-0,0003356934;0,0008149147;-0,0004863739;0,000597477;
433,000;-0,000890255;0,0001063347;-0,001826286;-0,00118494;0,002062321;0,0005302429;-0,001201153;0,001285553;0,00436306;0,002103329;0,001774311;0,001404762;0,002043724;0,004539967;0,001217842;0,005587101;0,002180099;0,006033421;0,004637718;0,00539875;0,002610207;0,007845879;0,007368565;0,005581856;0,008050919;0,004447937;0,005046368;0,006182194;0,005850315;0,003997803;0,005416393;0,005029202;0,00800705;0,009119987;0,005210876;0,005590916;0,00386858;0,004750729;0,003521919;0,003452778;0,003706932;0,001059532;0,003469467;0,0052948;0,001985073;0,004212856;0,002393723;0,004245758;0,004164219;0,002911091;0,007249832;0,005168915;0,007907391;0,00431776;0,006754875;0,004463673;0,004086971;0,005630016;0,008205414;0,009005547;0,002699852;0,003285408;0,009365559;0,004642963;0,006459236;0,00967741;0,003461838;0,006975651;0,006706238;0,006376743;0,004925251;0,006576538;0,00684166;0,007071972;0,002343655;0,001090527;0,006340504;0,003788471;0,001711845;0,005002975;0,003520012;0,004116535;0,004826069;0,004833698;0,003314972;0,004504681;0,004169941;0,004970551;0,007078171;0,00109005;0,007718563;0,002882957;0,003840446;0,002590179;0,005652905;0,008101463;0,005018234;0,006576061;0,008675575;0,01064396;0,006134987;0,007986546;0,005190372;0,003123283;0,0002412796;0,008022785;0,009268761;0,008958817;0,005662918;-0,0004329681;0,0006213188;-0,0007534027;0,0009093285;-0,0007386208;0,001607418;0,001989841;-0,0001935959;-0,0002813339;0,005600929;0,004337311;0,002031803;0,006298065;0,005643368;0,003862858;0,006368637;0,01028061;0,005125046;0,005956173;0,005073071;0,003232479;0,003335476;0,00387001;0,002986908;0,004149437;0,001191616;0,007574081;0,006234646;0,005617619;0,004179001;0,005568981;0,004590511;0,002028942;0,003527164;0,003496647;0,001024246;0,006672859;0,005205631;0,006066799;0,005923748;-0,0006446838;0,005937576;0,0002994537;0,005542755;0,001586914;0,006034374;0,006362915;0,00751543;0,00439167;0,004333019;0,004507542;0,005157471;0,003816128;
434,000;-0,0007243156;-0,006091595;-0,006300449;-0,004175186;-0,003115654;-0,003189087;-0,005581856;-0,0009293556;-0,00480175;-0,003255844;0,0007472038;-0,0009055138;6,818771E-5;-0,002456665;-0,0009174347;0,001565456;0,002499104;0,00103569;-0,001732826;0,001860142;0,003310204;0,0006098747;-0,0005483627;0,001482487;0,002470493;0,002283573;0,002015114;0,0001311302;0,002418518;0,001300335;0,001944542;0,003852367;0,001099586;0,00318718;0,001274109;0,0004734993;-0,002053261;-0,002194405;-0,0005626678;-0,0007925034;-0,001698971;-5,960464E-5;0,001847267;-0,001307964;-0,003147602;-0,001373768;-0,0009140968;0,002374649;0,0001173019;2,717972E-5;-0,0007843971;0,0004668236;-0,0002965927;0,0007042885;0,0009584427;-0,001420021;0,001820087;-0,0006518364;0,005313396;0,001369476;0,0002412796;0,003269672;0,001158237;0,001820564;0,002463341;0,001618862;0,002884865;0,001512527;0,002053738;0,001326084;-0,0001964569;0,002394199;0,002258778;-0,002182484;-0,001975536;0,001966476;0,003609657;-0,003863811;-0,0003781319;0,0008573532;0,001385212;0,0008673668;-0,0008025169;-8,296967E-5;-5,197525E-5;0,0007882118;0,001861572;-0,0004105568;0,0009360313;0,002480984;0,0004601479;-0,0001940727;0,002858162;-0,001018047;4,1008E-5;-0,0008707047;0,002394199;6,580353E-5;0,003660679;0,001609802;0,003962994;-0,0008444786;-6,628036E-5;0,0005984306;0,0002655983;0,0009036064;0,001269341;-0,001310825;-0,003431797;-0,001032829;0,0008029938;2,670288E-5;-1,239777E-5;0,001728535;0,0006670952;-0,004450798;-0,00437212;0,002699852;-0,002191544;0,0002398491;7,677078E-5;-0,0012393;-0,003380299;-0,0001626015;-0,0001363754;0,001634121;0,00268507;-0,0006422997;0,006327629;0,001475334;0,00203371;-0,0008225441;0,003810883;0,004539967;-0,001791;-0,0002007484;0,0005025864;0,001791954;0,005623341;0,002257347;0,001616955;0,005325317;0,002808094;-0,0006995201;-0,0002837181;0,0005550385;-0,0005922318;0,002291679;0,004361629;0,002465725;0,0006113052;0,004159451;0,002579689;-0,0003147125;0,0006337166;0,0001506805;0,0005536079;0,002435684;0,002183437;0,002958775;0,0007786751;-0,001059532;
435,000;-0,002345085;-0,003519058;0,0003538132;-0,0006022453;0,00246048;0,005050659;0,0008349419;0,002741814;0,003350258;0,003370285;0,002076149;0,002068043;0,003674984;0,003464699;0,005617142;0,003118038;0,003619671;0,006622791;0,004301071;0,007666111;0,0006566048;0,005016327;0,004879475;0,004405499;0,006354809;0,00586462;0,007320881;0,007112026;0,009330273;0,004560471;0,01025009;0,003078461;0,007099628;0,006673336;0,008756161;0,005861759;0,005395412;0,004851341;0,003431797;0,005225658;0,005250454;0,005728245;0,003577232;0,003948689;0,005927563;0,005326748;0,003911495;0,005198956;0,003652096;0,005729675;0,006716251;0,006196976;0,00512743;0,008356094;0,003565788;0,008197308;0,004232883;0,007320404;0,009738445;0,004116535;0,005087376;0,006176472;0,007574558;0,003369808;0,008305073;0,007766247;0,009259224;0,005877018;0,007601738;0,00497818;0,002778053;0,008502483;0,005886078;0,005273342;0,006078243;0,008607864;0,002564907;0,006289005;0,007378101;0,006918907;0,00459528;0,007434845;0,005869389;0,004825592;0,006200314;0,004545212;0,005960941;0,006417274;0,00683403;0,005346775;0,003621578;0,007488251;0,007713318;0,001739025;0,005875587;0,003527641;0,004612923;0,01002979;0,005777836;0,006622314;0,003980637;0,009345531;0,009933949;0,007535458;0,007537842;0,002952099;0,004760265;0,00592947;0,004135132;-0,0001320839;0,005566597;0,007054329;0,008090973;0,00664711;0,005357265;-0,0001888275;0,005225182;0,002129078;0,0009531975;0,0002326965;0,004186153;0,002583027;0,006378174;0,003385067;0,00312376;0,006803513;0,007467747;0,004552841;0,005884171;0,006433964;0,005936623;0,00750351;0,005513191;0,005185127;0,00571537;0,005004883;0,005411625;0,005310535;0,003476143;0,004708767;0,007480621;0,004435062;0,003654957;0,004914284;0,006977081;0,006888866;0,007875443;0,006655693;0,007061958;0,004626274;0,004683495;0,006518364;0,005548954;0,006757736;0,006009102;0,006990433;0,002498627;0,004842758;0,007158756;0,007377625;0,009955883;0,004474163;
436,000;0,002759457;0,002336025;-0,0006608963;0,002772331;0,001054287;0,004437923;0,004824638;0,001149654;0,004538059;0,001149178;0,003331184;0,002659798;0,005651474;0,002117157;0,002410412;0,003085613;0,00431776;0,005023003;0,0047369;0,005822182;0,005752563;0,005764008;0,005141258;0,008247852;0,00501442;0,005432129;0,007997036;0,00637722;0,008975506;0,007283211;0,00582552;0,006992817;0,008697987;0,008300781;0,004480362;0,009478092;0,007333279;0,00506115;0,005106926;0,005867958;0,003507614;0,006712437;0,002578259;0,003940582;0,004564285;0,003056049;0,002582073;0,003437519;0,005665779;0,003772259;0,005329609;0,006151199;0,005971909;0,006123066;0,005490303;0,004423618;0,009190083;0,003259182;0,006583214;0,007570744;0,008616447;0,00731039;0,001410961;0,00848484;0,009888649;0,006902695;0,008895397;0,01001692;0,005926132;0,007730484;0,01097775;0,008680344;0,005423546;0,009544849;0,00451088;0,003857613;0,004148483;0,007342339;0,004649162;0,007099628;0,006548882;0,005436897;0,003828049;0,007939816;0,006997585;0,004763603;0,005392075;0,003059387;0,007934093;0,004666328;0,009146214;0,00415659;0,002699375;0,006057262;0,006827831;0,009647369;0,008181095;0,007665634;0,006669521;0,008243561;0,006913662;0,00527668;0,005757809;0,005845547;0,005477428;0,007434368;0,009669781;0,01278687;0,006436348;0,003898621;0,00262928;0,003017426;0,001590252;0,002146721;0,001093864;0,0004715919;0,001747131;0,001988888;0,004711628;0,00607729;0,005717754;0,007650375;0,005657673;0,006105423;0,00810051;0,006485939;0,001926899;0,007465363;0,004080772;0,001821041;0,004815102;0,005066872;0,004459381;0,006207943;0,003167629;0,006879807;0,009753227;0,00755024;0,006967068;0,007376671;0,007199764;0,002889633;0,00864315;0,008517742;0,003493786;0,007937431;0,006657124;0,005328655;0,005088806;0,006840229;0,01086187;0,005718231;0,007493019;0,005914211;0,003124237;0,007856846;0,004496574;0,009164333;0,00901413;0,009587765;0,006861687;0,009627342;
437,000;-0,002600193;-0,005447865;-0,005122662;-0,00483036;-0,002016544;-0,003054619;-0,003664494;-0,003117085;-0,00470686;-0,0004806519;-0,0006527901;-0,002059937;-0,001002789;-0,001362801;-0,001467228;-0,004909515;-3,767014E-5;0,0007519722;0,0009489059;0,002874374;-0,0006918907;0,002586365;-0,0009460449;0,002195358;0,001620293;0,003769875;0,0001115799;-0,0004639626;0,002825737;0,002877712;-0,0004067421;0,00194931;0,002946377;-0,001087189;-0,0002965927;0,003138542;-0,001936436;-3,528595E-5;-0,003998756;0,0001273155;-0,003125191;9,918213E-5;-0,0003447533;0,00076437;-0,00227356;0,001523018;0,002467155;0,003595352;-0,001691818;0,002593517;0,001455307;-0,0003008842;0,0005602837;0,002573013;0,000895977;0,001533508;0,002257824;0,002433777;-0,001260757;0,0009298325;0,001691341;0,002175331;0,003035545;-0,000934124;0,001820564;0,004721165;0,003799438;-0,002542496;0,002615452;0,0002412796;0,002358437;0,003861427;0,003793716;0,003928661;-0,002187729;0,002675056;0,0007991791;-0,0008325577;-0,003046989;0,000222683;0,0009274483;-0,00198698;0,001666069;-0,0009565353;-6,198883E-5;0,0007562637;0,004523754;0,002569199;0,001907825;0,0005550385;-0,00540638;0,00170517;0,003578186;0,001048088;0,001988888;-0,000688076;0,002260685;0,0004467964;0,0009016991;-0,0001959801;0,004000187;-0,001667023;0,001321316;0,003546238;-0,001504421;-0,0003695488;0,0001692772;0,001263618;-0,002970695;0,0003805161;0,001682758;0,002326488;0,0001559258;-0,001297474;-0,0004434586;-0,0003461838;-0,002686024;0,001645565;-0,003376961;-0,0004563332;-0,0005168915;-0,0007753372;-0,002057552;0,003948689;0,002361298;-0,001963139;0,003983974;-0,004144192;0,004756451;0,003200054;0,0007481575;0,002450943;0,001758575;0,002272606;-0,0003838539;0,0007157326;0,0005283356;0,001922607;0,001119137;0,001164436;-0,0003743172;0,003703117;0,005259991;0,001384258;-0,002420902;0,001205921;0,006722927;-0,001487255;-0,0003519058;0,003154278;-0,002556324;-0,0001754761;0,003378868;0,0007810593;-0,0003867149;0,002054214;0,0007481575;0,001331806;-4,673004E-5;0,002912521;-0,001237392;0,00110817;
438,000;0,000898838;-0,001063347;5,292892E-5;0,002791882;-0,0009078979;0,00381279;0,001817226;0,001019955;0,0007982254;0,003958702;-0,001880169;0,002943993;0,004044533;0,003975391;0,005795956;0,003694534;0,004805565;0,004909515;0,003778458;0,003889084;0,004704475;0,007843018;0,003643513;0,005672932;0,006781578;0,005805016;0,005639553;0,009718895;0,007801056;0,007735729;0,007628918;0,007770061;0,00678587;0,008575916;0,005655766;0,006643772;0,00566721;0,002889633;0,005749226;0,002792835;0,003767014;0,003883839;0,005003929;0,003914356;0,005783081;0,004939556;0,005953789;0,004973888;0,002692223;0,004957676;0,007849216;0,007779121;0,008841038;0,006907463;0,004941463;0,005816936;0,005735874;0,005822182;0,00767231;0,007710934;0,01166153;0,0046978;0,007852077;0,008675575;0,0097785;0,005848408;0,007784843;0,005583286;0,007736683;0,003773212;0,007625103;0,006874084;0,004899502;0,007797241;0,005633831;0,003946304;0,00675869;0,002826691;0,002891064;0,001861572;0,006722927;0,003733635;0,004892826;0,006726265;0,005818367;0,006674767;0,007918358;0,00392437;0,005867004;0,007946968;0,005459309;0,003036976;0,003094673;0,005786419;0,003898621;0,007456303;0,004725933;0,01158953;0,00758934;0,009560108;0,005833626;0,009628773;0,008832455;0,006953716;0,009717464;0,0007014275;0,00764513;0,009522438;0,005642414;-7,247925E-5;0,003069401;0,006957531;0,006968021;0,002167225;0,003901958;0,003044128;0,007757664;0,005027294;-0,001213551;0,0008001328;-0,001097679;0,005605698;0,003795624;0,004023075;0,002860069;0,00467205;0,00902319;0,01050663;0,004861832;0,007022381;0,004980564;0,007854939;0,005829811;0,001852036;0,005760193;0,009578705;0,003550053;0,005963326;0,005836964;0,005636692;0,009755611;0,004940033;0,003973961;0,003629684;0,006777287;0,003699303;0,004088402;0,01057386;0,007741928;0,004792213;0,008365154;0,006812572;0,01283121;0,006733894;0,005775928;0,004767895;0,006758213;0,005676746;0,008651257;0,007899761;0,007546902;0,007680416;
439,000;-0,002948761;-0,004873753;-0,006813526;-0,002958775;-0,002886295;-0,001997471;-0,001971722;-0,004882336;-0,00201273;-0,0009641647;-0,002896309;-0,002906799;-0,006798267;-0,002910137;-5,674362E-5;-0,001037598;0,0009598732;-0,001008511;0,003918171;0,002944469;0,000910759;0,001942635;0,005897045;0,004862785;0,002905846;0,004894257;0,003862381;-0,0001049042;0,002941608;0,0038867;0,004859447;0,001939297;0,002905846;0,002842903;0,005885124;0,005830288;0,0009040833;-2,193451E-5;-0,002975464;0,001908779;-0,001056671;-0,003023148;-0,003890038;-1,573563E-5;-0,001026154;-2,908707E-5;-2,241135E-5;0,0009593964;0,002905369;-3,528595E-5;-6,67572E-5;0,0009813309;-0,002027988;-4,62532E-5;-0,001959801;0,002906322;0,0029006;0,004917145;0,001905441;0,00189209;0,002849102;0,005889893;0,003880024;-6,67572E-5;-7,104874E-5;0,004902363;0,002863407;0,001905441;0,004877567;0,001942158;0,004878521;0,001948357;0,001909733;0,002904892;0,002867222;0,001965046;0,0008878708;-3,623962E-5;-0,002937317;0,0009522438;0,001883507;0,00193882;0,00197506;-5,149841E-5;-1,144409E-5;0,003843784;0,001943111;0,001924038;-3,385544E-5;-0,002921581;0,001885414;6,198883E-5;3,194809E-5;0,001964569;0,0009708405;0,004765034;0,004911423;0,004812241;0,005838394;0,003808498;0,003939152;0,001823902;-8,964539E-5;-3,433228E-5;0,000951767;0,006973743;0,002912521;0,004812717;0,0009050369;0,002002716;-0,002952099;-1,144409E-5;-0,002986431;-0,006756783;-2,193451E-5;-0,002893925;-0,001063824;-0,002935886;0,001962185;0,001943588;0,001972198;0,00284338;-2,813339E-5;2,622604E-5;0,001952648;0,001898766;-0,00102663;0,0008554459;0,004896641;2,098083E-5;-0,00192976;0,001936913;0,002963543;0,003942013;0,002932072;0,00377655;0,007863998;-0,0009140968;-9,536743E-7;0,005889893;-0,001065731;0,002984047;0,002006531;0,006866932;-0,001023769;0,004876614;0,001990318;0,002818584;0,001944542;0,004943371;0,005798817;-5,245209E-6;-0,0001044273;0,00187397;0,00192976;0,003912449;0,001909733;0,002869606;0,001882076;-0,000998497;0,005845547;0,002903938;
