,174,173,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,175,176,177,178,179,180,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
6993.571,0.1010535,0.1025067,0.0004238321,0.0003756353,0.0004056241,0.0005310599,0.0003953823,0.0007838364,0.0008141187,0.0009470413,0.002121689,0.004476118,0.007108565,0.009471733,0.01074788,0.01276506,0.01776619,0.02621063,0.03658487,0.04464144,0.05057174,0.05486815,0.05677933,0.06012458,0.06185251,0.06520765,0.06960046,0.07436412,0.1023823,0.08302005,0.08973271,0.1021601,0.1038998,0.1035521,
6989.713,0.1003233,0.1022374,0.0004389588,0.0002357442,0.00064065,0.000432209,0.0004670276,0.0006525237,0.001014629,0.0007846162,0.002060822,0.004346531,0.007344901,0.009788227,0.01109318,0.0130122,0.01729403,0.02519058,0.0356604,0.04461861,0.05127938,0.05604103,0.05823488,0.06175568,0.06290212,0.06588338,0.06950958,0.07391124,0.102829,0.08185571,0.08904086,0.1013643,0.1035107,0.1035539,
6985.856,0.09935392,0.1018709,0.0004107521,0.0002787178,0.0006085655,0.0004498442,0.0004952024,0.0004742604,0.0008278364,0.0007425243,0.002117781,0.004081702,0.007507991,0.01003052,0.01148228,0.01322212,0.01687527,0.02456148,0.03468121,0.04424931,0.05180223,0.05692438,0.05985788,0.06326648,0.06430213,0.06669418,0.06982731,0.07399041,0.1029346,0.08081312,0.08820681,0.1005978,0.1029202,0.1034631,
6981.999,0.09837694,0.1014313,0.0003835065,0.0002099497,0.0004891969,0.0003658759,0.0005357481,0.0003309846,0.0006766806,0.001001841,0.002072245,0.003782456,0.00752875,0.01030304,0.01193171,0.01353612,0.01658798,0.02384118,0.03364785,0.04372063,0.0520766,0.05756846,0.06137431,0.06482338,0.06585464,0.06794734,0.07064685,0.07430337,0.1026803,0.07988609,0.08726618,0.09984371,0.10209,0.1031482,
6978.141,0.09743746,0.1007512,0.0003494636,0.0001274605,0.0005109838,0.0002710928,0.0004519065,0.0005025602,0.0007135846,0.001297587,0.001789391,0.003550953,0.007365786,0.01057138,0.01238358,0.01397287,0.01658211,0.0227272,0.03262519,0.04311304,0.05213622,0.05804879,0.06259071,0.06645999,0.06735771,0.06963572,0.07186197,0.07462974,0.1023276,0.07910476,0.08655251,0.09923688,0.1013021,0.1028854,
6974.284,0.09637322,0.09972785,0.0003412743,0.0003253965,0.0006251305,0.0004053566,0.0003593491,0.0008134997,0.0007163855,0.001285881,0.001382472,0.003400375,0.007122213,0.01078184,0.01286707,0.01437759,0.01674332,0.02178396,0.03166917,0.04218435,0.0519931,0.05852511,0.06355857,0.06795033,0.06898924,0.07152831,0.07340697,0.07520649,0.1019811,0.07870471,0.08620118,0.09881972,0.1008607,0.1028155,
6970.426,0.09521916,0.09863098,0.0002849598,0.0005297741,0.0005735465,0.0004081723,0.0002641479,0.0009584423,0.0005382903,0.00106673,0.001122992,0.003260033,0.007011309,0.01092787,0.01339534,0.01479456,0.01691497,0.02150649,0.0306654,0.04094194,0.05156688,0.05893134,0.0643645,0.06921801,0.07080223,0.0734895,0.07519665,0.07632454,0.1014767,0.07877554,0.08614179,0.09831316,0.1005371,0.1027809,
6966.569,0.09407421,0.09766702,0.000154802,0.0005470737,0.000507229,0.0005096321,0.0001865188,0.0007820737,0.0004591256,0.00103922,0.001249585,0.003027792,0.00689174,0.01095524,0.01382985,0.01539988,0.01715664,0.02156497,0.02957772,0.0398394,0.05084588,0.05903565,0.06501762,0.07038805,0.07260907,0.07542318,0.07699139,0.07785307,0.1007814,0.07906399,0.08622833,0.09765317,0.1000503,0.1026351,
6962.711,0.09298241,0.09654992,0.0001218671,0.0003681762,0.0005115886,0.0004786925,0.0002283124,0.0004798963,0.0006154108,0.001169999,0.001557437,0.002701158,0.006581184,0.01083108,0.01417784,0.01616,0.01762109,0.02156346,0.0285664,0.03885157,0.04989948,0.05872085,0.06545836,0.07148022,0.07431824,0.07731422,0.07877506,0.07958259,0.09999511,0.07953592,0.0864337,0.09717583,0.09961544,0.1022923,
6958.854,0.09203345,0.09522854,0.000192227,0.0003215655,0.0005384049,0.0004184541,0.0002968302,0.0002965115,0.0007077561,0.001096099,0.001659852,0.002482773,0.006204518,0.01066893,0.01456767,0.01689415,0.01823281,0.02152702,0.02776266,0.03768593,0.04879796,0.05808889,0.06553625,0.07228667,0.07574081,0.07913838,0.08073383,0.08150809,0.09907059,0.08033372,0.08693065,0.09709802,0.09946595,0.1018565,
6954.996,0.09130575,0.09414451,0.0003226883,0.0003514976,0.0004822373,0.0004176942,0.0003016191,6.684311E-5,0.0007015972,0.0009875689,0.001563042,0.002469554,0.00589085,0.01062745,0.01494178,0.01749756,0.01880046,0.02156525,0.02717354,0.03648133,0.0476017,0.05733837,0.06528006,0.07264929,0.07664845,0.0806526,0.08275353,0.08359352,0.09805128,0.08147815,0.08776104,0.09744394,0.09956616,0.1015246,
