,18000,18025,18225,18250,18275,18300,18325,18350,18375,18400,18425,18450,18050,18475,18500,18525,18550,18575,18600,18625,18650,18675,18700,18075,18725,18750,18775,18800,18825,18850,18875,18900,18925,18950,18100,18975,19000,19025,19050,19075,19100,19125,19150,19175,19200,18125,19225,19250,19275,19300,19325,19350,19375,19400,19425,19450,18150,19475,19500,19525,19550,19575,19600,19625,19650,19675,19700,18150,19725,19750,19775,19800,19825,19850,19875,19900,19925,19950,18175,19975,20000,18200,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
6962.711,0.03337235,0.03352286,0.03332726,0.033625,0.03387698,0.03431818,0.03514246,0.03561107,0.03641748,0.03729534,0.0380284,0.03877046,0.03350748,0.03932462,0.04024398,0.0407561,0.04150033,0.0415775,0.04176362,0.04236711,0.04236162,0.04231625,0.04184616,0.03404191,0.04172966,0.04101562,0.04066896,0.0398876,0.03933031,0.03807037,0.03755365,0.03685154,0.03648924,0.03582714,0.03427239,0.03497484,0.03451705,0.03414896,0.0335618,0.03330303,0.03275211,0.03155274,0.03143355,0.03078372,0.02987322,0.03414629,0.02926185,0.02871836,0.02825567,0.02713681,0.0264037,0.02532111,0.02503921,0.02341657,0.02237099,0.02096563,0.03368921,0.01950638,0.0182685,0.01675583,0.01480753,0.01332247,0.01215979,0.01119261,0.01034113,0.009989601,0.009201741,0.03379902,0.009000651,0.008665834,0.008053534,0.007295269,0.006901107,0.006236718,0.005480981,0.005148919,0.004568489,0.004444086,0.03330719,0.003950448,0.003620698,0.03338537,
6958.854,0.03456761,0.03469,0.03518238,0.03553069,0.03577683,0.03622453,0.03717567,0.03753041,0.03815006,0.03900588,0.03969286,0.04050841,0.03504422,0.04086337,0.04146263,0.04191753,0.04236372,0.0424815,0.04231569,0.04298415,0.04258389,0.04249244,0.04177098,0.03557322,0.04150071,0.04066027,0.04014309,0.03921641,0.03850336,0.03750368,0.03683956,0.03587579,0.0356422,0.03535129,0.03572629,0.03465811,0.034289,0.03370995,0.0334887,0.03309377,0.0325772,0.03151534,0.03135597,0.03072794,0.03006529,0.03562548,0.02940653,0.02877969,0.02847854,0.02732993,0.02661812,0.02570765,0.02518942,0.02351274,0.02246307,0.02077004,0.03526502,0.01910374,0.01790836,0.01635385,0.01471229,0.01327517,0.012124,0.011177,0.01054011,0.01011836,0.009336918,0.03543449,0.009226635,0.008826989,0.008070946,0.00733356,0.006961421,0.006381026,0.005443856,0.005027047,0.004520122,0.004454019,0.03509208,0.003828662,0.003595782,0.03494116,
6954.996,0.03605006,0.03627957,0.03714219,0.03749012,0.03763958,0.03808898,0.03889087,0.03943894,0.03990905,0.04072359,0.04127122,0.04204389,0.03673605,0.04229803,0.0425857,0.04280119,0.04289703,0.04319062,0.0426776,0.0432745,0.04263907,0.04240363,0.04147341,0.0374068,0.0410515,0.04014461,0.03944474,0.03859844,0.03762479,0.03693075,0.03609193,0.03513552,0.03491924,0.03489912,0.03737591,0.03438488,0.03400201,0.03331592,0.033403,0.03275952,0.03235506,0.03170381,0.03145804,0.03059662,0.03033684,0.03731372,0.02970433,0.02895489,0.02847406,0.02755312,0.0268996,0.02592472,0.02515765,0.02356566,0.02248931,0.02059481,0.03703748,0.01886627,0.01754623,0.01584106,0.01458837,0.01328065,0.01201483,0.01128531,0.01063749,0.01022499,0.009490192,0.03723091,0.009392426,0.008677852,0.008079735,0.007370863,0.007031525,0.00625324,0.005431886,0.004856814,0.004416026,0.004321606,0.03705252,0.003719174,0.003421237,0.03672573,
6951.139,0.03773933,0.03810818,0.03909441,0.03942055,0.03934452,0.03994859,0.04034903,0.04130715,0.04149497,0.04225634,0.04267401,0.04315686,0.03851596,0.04341222,0.04358277,0.0434789,0.04313975,0.04352897,0.04286892,0.04310689,0.0425395,0.04198598,0.04098972,0.03944508,0.04021616,0.03945105,0.03850857,0.03790532,0.03679365,0.03628099,0.03538448,0.03463817,0.03445411,0.0343821,0.03921393,0.03396958,0.03356506,0.03301281,0.03323328,0.03244945,0.03225853,0.03180763,0.03168882,0.03074864,0.03054913,0.03913676,0.03003676,0.02930516,0.02854797,0.02775186,0.02710869,0.02601057,0.02506445,0.02364796,0.02241098,0.02044077,0.03895992,0.01876045,0.01720104,0.01552796,0.01444091,0.01324793,0.01193292,0.01146186,0.01066791,0.01019242,0.009634118,0.03903085,0.009481664,0.008459829,0.008033725,0.007419706,0.006908874,0.005927868,0.00543738,0.004711943,0.004457451,0.004285736,0.03896943,0.003652424,0.003373172,0.03864069,
6947.281,0.03956871,0.03989927,0.04094607,0.04118055,0.04102074,0.04177455,0.04184589,0.04289383,0.04283527,0.04332528,0.0437169,0.0440364,0.04038352,0.04405298,0.04422323,0.04388353,0.04326205,0.04356302,0.04282816,0.04263203,0.04214606,0.04124087,0.04034405,0.04140196,0.03918162,0.03862023,0.03754883,0.03701946,0.03609732,0.03562082,0.03472203,0.03414815,0.03401894,0.03384573,0.04107303,0.03349636,0.0331941,0.032784,0.03298423,0.03240015,0.03235825,0.03179665,0.03185006,0.03116824,0.03067132,0.04098427,0.03030731,0.02971653,0.02890847,0.02797123,0.02729449,0.02606776,0.02496843,0.02371154,0.02220394,0.02027958,0.04096268,0.01860541,0.01691883,0.01547384,0.01436625,0.0132809,0.01200605,0.01165794,0.01064331,0.01014856,0.009857135,0.04073293,0.009705027,0.008368439,0.007906368,0.007365265,0.006637158,0.005731087,0.00546343,0.004687743,0.004518271,0.00430666,0.04067307,0.003712723,0.003520715,0.04059189,
6943.424,0.04139477,0.04151398,0.0426213,0.04266686,0.04263468,0.04328369,0.04334695,0.04406946,0.04394858,0.04408213,0.04434666,0.04461835,0.04228175,0.04434797,0.04442887,0.04390673,0.04327368,0.04335768,0.04256725,0.04192339,0.04138611,0.0403458,0.03954304,0.0432045,0.03822553,0.03774584,0.03675025,0.03610695,0.03555505,0.03500871,0.03408315,0.03365221,0.03348684,0.03338893,0.04273051,0.0330955,0.03300777,0.03274583,0.0327912,0.03257325,0.03254268,0.03194167,0.03183286,0.03152423,0.03080927,0.04278426,0.03060052,0.03012292,0.02929852,0.02819291,0.02751112,0.02613088,0.02488816,0.02364108,0.02200181,0.02012093,0.04283752,0.01844617,0.01673999,0.01540395,0.01433053,0.01333601,0.01224712,0.01182729,0.01063681,0.01033946,0.01016224,0.04234144,0.00986198,0.008388098,0.007725651,0.00724537,0.006477162,0.005749545,0.005435241,0.004750965,0.004368548,0.004169396,0.04223837,0.003873836,0.0036558,0.04242816,
6939.567,0.04300631,0.04314104,0.0440327,0.04395358,0.04405141,0.04437528,0.04458432,0.04492328,0.04476994,0.04474279,0.04466964,0.04476697,0.04404148,0.0444881,0.04437211,0.04367987,0.04311555,0.04288845,0.04201575,0.04099598,0.04038043,0.03947224,0.03855576,0.04488232,0.03728605,0.03684109,0.0359677,0.03535097,0.03502412,0.03443397,0.03350993,0.03330014,0.03304544,0.03304929,0.04425722,0.03274058,0.03292318,0.03291504,0.03274388,0.03277291,0.0326557,0.03236133,0.03187636,0.03172457,0.03101121,0.04444049,0.03094183,0.03047751,0.02953391,0.02839017,0.02768757,0.02630474,0.02485002,0.02344558,0.02194169,0.01991587,0.04435118,0.01834682,0.01669372,0.01524541,0.01425972,0.01322466,0.01240318,0.01196079,0.01081553,0.01054429,0.01024003,0.04391923,0.009757429,0.008485854,0.007646697,0.007172251,0.006405325,0.005802925,0.005307063,0.00482293,0.004215565,0.003893759,0.04377146,0.004006447,0.003670947,0.04395705,
6935.709,0.04437277,0.04479192,0.04508805,0.04507439,0.04520287,0.04516992,0.04546468,0.04548229,0.04530473,0.04514029,0.04474302,0.04461601,0.04546307,0.04437635,0.04410613,0.04334376,0.04277107,0.04209008,0.04111635,0.04009216,0.03931088,0.0385263,0.03751801,0.04628474,0.03635828,0.03586775,0.03509986,0.03467217,0.0343485,0.03383784,0.03310468,0.03307686,0.0328139,0.03278832,0.04578786,0.03250398,0.0329015,0.03308617,0.03274604,0.032919,0.03275641,0.03286112,0.03221806,0.03191643,0.03132312,0.04582911,0.0311477,0.03071234,0.02973168,0.02865609,0.02777104,0.02653516,0.02487472,0.02322199,0.02192854,0.0196616,0.04558462,0.01818592,0.01667875,0.01518662,0.01418408,0.01311698,0.01243395,0.0119968,0.01123573,0.01052232,0.01010106,0.04534968,0.009662731,0.008591087,0.007743755,0.007057893,0.006309966,0.005822942,0.005127429,0.004864891,0.004324079,0.003772898,0.04516665,0.004084878,0.0037309,0.04512014,
6931.852,0.04555337,0.04612412,0.04582816,0.04588306,0.04594979,0.0456906,0.04588806,0.04575687,0.04552836,0.04508072,0.04456653,0.04425662,0.04657128,0.04392958,0.04354783,0.04273437,0.04220469,0.04104333,0.04007767,0.03928319,0.03830155,0.037389,0.03655441,0.0473258,0.03559692,0.0348845,0.03423568,0.03394098,0.03349945,0.03320412,0.03290007,0.03286903,0.03267209,0.03251224,0.047142,0.03245686,0.0330312,0.03318165,0.0328251,0.03301307,0.03304265,0.03331154,0.03274842,0.03224431,0.03177243,0.04689544,0.0312227,0.03086857,0.02993903,0.02897785,0.02776456,0.02653495,0.02486245,0.02302006,0.02175274,0.01943527,0.04668362,0.01796791,0.01652693,0.01522376,0.01414048,0.01323593,0.01254204,0.01188402,0.01170344,0.01051192,0.01015396,0.04639401,0.009682422,0.008615174,0.007873022,0.006902546,0.00625173,0.005805669,0.005000392,0.004902616,0.004541102,0.003992884,0.04632345,0.00416628,0.003886931,0.04591997,
6927.994,0.0465084,0.04705206,0.04631278,0.04627649,0.04622513,0.04591109,0.04586426,0.04574465,0.04535165,0.04461184,0.04410576,0.0437163,0.04741339,0.04321671,0.04276787,0.04168167,0.04132241,0.03995222,0.03906433,0.03828753,0.03730763,0.03618081,0.03560623,0.04807448,0.03492497,0.03396634,0.03346616,0.03326055,0.03267785,0.03268309,0.03278375,0.03268589,0.03252649,0.03234677,0.04806779,0.03250729,0.03325879,0.0332927,0.03315823,0.03322736,0.03346181,0.03378458,0.03324483,0.03275447,0.0322924,0.04762727,0.03144046,0.03099149,0.03008094,0.02916459,0.02767314,0.02625065,0.02465366,0.02281731,0.02134394,0.01927156,0.04756029,0.0177648,0.01634292,0.01520141,0.01413115,0.01340572,0.01269697,0.01186698,0.01198795,0.01064463,0.01037908,0.04701369,0.009632618,0.008556972,0.007900607,0.006892141,0.006182387,0.005697293,0.005004243,0.004979627,0.004623815,0.004355384,0.04711616,0.004297931,0.003953061,0.04641313,
6924.137,0.04719394,0.04770827,0.04652357,0.04631736,0.04617568,0.0458114,0.04563253,0.04533236,0.0448039,0.04392757,0.04339047,0.04302384,0.0479014,0.04234603,0.04186343,0.04037823,0.0400985,0.03888364,0.0379749,0.03705838,0.03626141,0.03504702,0.03464776,0.04854835,0.03414447,0.03319408,0.03287927,0.03279445,0.03215976,0.03233232,0.03257499,0.03257894,0.03244091,0.03242233,0.04847667,0.03263762,0.03343509,0.03352871,0.03369274,0.03371922,0.03388568,0.03426617,0.03365971,0.03332657,0.03278797,0.04801022,0.03182998,0.03110658,0.030162,0.02910204,0.02751609,0.02593344,0.02435495,0.02254436,0.02089354,0.01908304,0.04804195,0.0175116,0.01625435,0.01515915,0.01418317,0.0134884,0.01285157,0.01216598,0.01199536,0.01080583,0.01042981,0.04723205,0.009507633,0.008532385,0.007774136,0.006959212,0.006060823,0.005535782,0.005131992,0.005044722,0.004619861,0.004531744,0.04740278,0.004415721,0.003869988,0.04672921,
6920.279,0.04769849,0.0481221,0.04645625,0.04611335,0.04595672,0.04539967,0.0451582,0.04452322,0.04394419,0.04311264,0.04258253,0.04207423,0.04811843,0.04138926,0.04071135,0.03920261,0.0387652,0.03779507,0.03676429,0.03582384,0.03520729,0.03400715,0.03371894,0.04875902,0.03329872,0.03266662,0.03245173,0.03248606,0.03196588,0.03207022,0.03228197,0.03253382,0.03247342,0.03262083,0.04844653,0.03292634,0.03355594,0.03384659,0.03420212,0.03428354,0.03437019,0.03469605,0.03407061,0.03381921,0.03317473,0.04810073,0.03218057,0.03125704,0.03029229,0.02884639,0.02739882,0.02566686,0.02417442,0.02215159,0.0206191,0.01877366,0.04807761,0.01725948,0.01622882,0.0152201,0.01434745,0.01362382,0.01307736,0.01256231,0.01186373,0.01099578,0.0103056,0.04709178,0.009393145,0.008587644,0.007523826,0.006895385,0.005984174,0.005461887,0.005244085,0.004983704,0.004657668,0.004416702,0.04729009,0.004363383,0.003812754,0.04684921,
6916.422,0.04802617,0.048317,0.04608701,0.04566768,0.0454857,0.04475233,0.04429214,0.04358255,0.042966,0.0421386,0.04169483,0.0408092,0.04826453,0.04024068,0.03930993,0.03824054,0.03752831,0.03658527,0.03556525,0.03467133,0.03413611,0.03313456,0.03293486,0.048679,0.03259266,0.03224654,0.03204767,0.03225045,0.03192272,0.03194662,0.03210321,0.03254151,0.0325999,0.03288097,0.04818315,0.03327594,0.03366752,0.03409532,0.03470261,0.03476265,0.03493095,0.03511802,0.03440955,0.03420077,0.03339604,0.04794922,0.03239254,0.0313713,0.03044058,0.02857216,0.02727936,0.02536965,0.02403625,0.02175992,0.02045019,0.0184563,0.04778839,0.01719475,0.01629649,0.0154142,0.01465377,0.013882,0.01333965,0.01277634,0.01189105,0.01125602,0.01020572,0.04678641,0.009282,0.00858332,0.007328052,0.006730006,0.005976248,0.005535939,0.005184793,0.004875642,0.004715419,0.004247409,0.04701843,0.00415598,0.003833924,0.04664659,
6912.564,0.04803997,0.04825107,0.04541751,0.04493161,0.04463105,0.04385543,0.04320568,0.04268023,0.04208288,0.04110863,0.04059139,0.03943428,0.04831702,0.03891272,0.03791483,0.03724285,0.03632055,0.03529613,0.03444869,0.03361012,0.03309954,0.03247754,0.03231138,0.04827426,0.03204889,0.03181014,0.03165429,0.03203707,0.03192387,0.03204249,0.03214496,0.03263862,0.03286334,0.03320741,0.04785324,0.03358911,0.03394813,0.03440263,0.03526434,0.03527101,0.03549455,0.03551969,0.03460293,0.03449119,0.03353966,0.04756397,0.03248798,0.03138837,0.03040269,0.02840822,0.02697974,0.02510756,0.02376273,0.02149329,0.02022337,0.01833197,0.04730405,0.01732028,0.01638705,0.01564336,0.01502781,0.01417345,0.01356242,0.01280559,0.01205649,0.01146283,0.01017615,0.04634751,0.009187251,0.00844183,0.007304051,0.006523901,0.005985627,0.005546142,0.005055003,0.004968062,0.004741705,0.004293999,0.04655185,0.004047356,0.003791945,0.04609628,
6908.707,0.04770407,0.04785738,0.04455933,0.04396592,0.04358203,0.04268393,0.04205977,0.04165585,0.04103677,0.04002041,0.03932238,0.038145,0.04802823,0.03757588,0.03660214,0.03605755,0.03507008,0.03415163,0.03341402,0.03268501,0.03225878,0.03189589,0.03170381,0.04764609,0.03158227,0.03150858,0.03142216,0.03175746,0.03200085,0.03225988,0.03235207,0.03279622,0.03328212,0.03358488,0.04738417,0.0340016,0.0345571,0.03494999,0.03579713,0.0357988,0.03598309,0.03582491,0.03478803,0.03473333,0.03373936,0.0469272,0.03248456,0.0313412,0.03012787,0.02829115,0.02658837,0.02495597,0.02338905,0.02130237,0.01997463,0.01839571,0.04667474,0.01743381,0.01637784,0.01573153,0.01529654,0.01436299,0.01371853,0.01277405,0.01218907,0.01147708,0.0101549,0.0456842,0.009089044,0.008224681,0.007283498,0.006309791,0.005986411,0.005416089,0.00506306,0.005182321,0.004810077,0.004487258,0.0456622,0.004115993,0.003686296,0.04521369,
6904.849,0.04706411,0.04719972,0.04364558,0.04290012,0.0424829,0.04145421,0.04083613,0.0403568,0.03953456,0.03872627,0.03797868,0.03689569,0.04729066,0.03621416,0.03533603,0.03478352,0.03381698,0.03311762,0.03248124,0.03195747,0.03157743,0.03129138,0.03119355,0.04682021,0.03121679,0.03135634,0.03145341,0.03150176,0.03219044,0.03248525,0.03270251,0.03300269,0.03374465,0.03407529,0.04655666,0.03452687,0.03527079,0.03563416,0.03629605,0.03624839,0.03634341,0.03608388,0.0350591,0.03489944,0.03387699,0.04606975,0.03239847,0.03125341,0.02978414,0.02811453,0.02627834,0.02484126,0.02304066,0.0212251,0.01983676,0.0185178,0.04590814,0.01737961,0.01637752,0.01573749,0.01539729,0.0144212,0.01378113,0.01279789,0.0122468,0.0113892,0.01012669,0.04491195,0.008908036,0.0079775,0.007182165,0.006170223,0.005982653,0.005408796,0.005218175,0.005214287,0.004981528,0.004647646,0.04454589,0.004190449,0.003629874,0.04407841,
6900.992,0.04621656,0.0463575,0.04258105,0.04177669,0.04119496,0.04028467,0.0395313,0.03889839,0.03786661,0.03731484,0.03650535,0.03558679,0.04628458,0.03483072,0.03410987,0.03357731,0.03261527,0.0320767,0.03162209,0.03143013,0.03100977,0.03080548,0.03088337,0.04576558,0.0309894,0.03122053,0.03167778,0.03150257,0.03239828,0.03277016,0.03323564,0.03336853,0.03420969,0.03470777,0.04541647,0.03504361,0.03584688,0.03623872,0.03675035,0.03661129,0.03664728,0.0363602,0.03533776,0.03490007,0.03381365,0.0451116,0.0322622,0.03109411,0.02949869,0.02779697,0.02601961,0.02461846,0.02278657,0.02127985,0.01979232,0.01863266,0.04490827,0.01727717,0.0165311,0.01589196,0.01542815,0.01445274,0.0138261,0.01291346,0.01219516,0.0113419,0.01007259,0.04408534,0.008729284,0.007733583,0.00712763,0.006066057,0.005934912,0.005559843,0.005431678,0.005022373,0.005107761,0.004706246,0.04358375,0.004210499,0.003593779,0.04288989,
