,18000,18025,18225,18250,18275,18300,18325,18350,18375,18400,18425,18450,18050,18475,18500,18525,18550,18575,18600,18625,18650,18675,18700,18075,18725,18750,18775,18800,18825,18850,18875,18900,18925,18950,18100,18975,19000,19025,19050,19075,19100,19125,19150,19175,19200,18125,19225,19250,19275,19300,19325,19350,19375,19400,19425,19450,18150,19475,19500,19525,19550,19575,19600,19625,19650,19675,19700,18150,19725,19750,19775,19800,19825,19850,19875,19900,19925,19950,18175,19975,20000,18200,
Wavenumbers [1/cm],Transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,transmittance,
5284.717,0.03471193,0.0346022,0.0300118,0.0292818,0.02835421,0.02756057,0.02674823,0.02613271,0.02534163,0.02463952,0.02398297,0.02328801,0.03449062,0.02278549,0.02225529,0.02171916,0.02125197,0.02101329,0.02077883,0.02064179,0.02067893,0.02089961,0.02135837,0.03360495,0.02180615,0.02247389,0.02309967,0.0239901,0.02488964,0.02587924,0.02699384,0.02799262,0.0290987,0.03010737,0.03337888,0.0312121,0.03230685,0.03332744,0.03407734,0.03471797,0.03503599,0.03490677,0.03445711,0.03374617,0.03241634,0.03302684,0.03124337,0.02980732,0.02811099,0.02641837,0.02456739,0.02273449,0.02102424,0.01930003,0.01756189,0.01612202,0.03255068,0.01481092,0.01366745,0.01274309,0.0119642,0.01129947,0.010832,0.01048446,0.01011118,0.009687389,0.009306584,0.03205777,0.008739403,0.008104254,0.007428381,0.006691389,0.005969862,0.005262661,0.004505768,0.00405116,0.003467061,0.003153235,0.03146005,0.002791118,0.002575272,0.03077536,
5280.860,0.032275,0.03214702,0.02770207,0.02696057,0.02616431,0.02540835,0.02468312,0.02411184,0.02347981,0.02287942,0.02232461,0.021744,0.03198604,0.02133017,0.0209788,0.02064574,0.02029445,0.02029958,0.02020776,0.02032197,0.02054377,0.0210337,0.02164618,0.03107318,0.02229374,0.02313504,0.02389667,0.02492947,0.02588205,0.02701226,0.02812611,0.02922561,0.03038284,0.03145319,0.03083973,0.03252784,0.03353716,0.03448183,0.03512425,0.03558903,0.03568747,0.03540896,0.03470015,0.03381298,0.03227292,0.03050978,0.03094105,0.02938061,0.02762929,0.02590595,0.02397388,0.0222471,0.02051259,0.01884436,0.01717605,0.01583866,0.03008307,0.01466273,0.01365265,0.01281214,0.01215672,0.01152961,0.01108786,0.01072724,0.01034226,0.009895071,0.009411811,0.02959709,0.008811418,0.008113912,0.007362756,0.006569946,0.005801887,0.005118367,0.004295819,0.003944389,0.003387753,0.003116647,0.0289868,0.002763788,0.002587141,0.02835285,
5277.002,0.02978196,0.02968365,0.02552478,0.02478444,0.02414926,0.02348036,0.02284763,0.02232629,0.02184303,0.02136271,0.02089917,0.02048887,0.02946335,0.02013063,0.01997228,0.01983258,0.01967483,0.01984745,0.01993999,0.02032893,0.02077119,0.02149347,0.02221082,0.02861416,0.02304449,0.02403449,0.02493992,0.02604657,0.02708994,0.02826047,0.02937959,0.03059023,0.03171021,0.03283157,0.02839697,0.03386067,0.03473252,0.03555406,0.03609183,0.03633551,0.03616102,0.0356874,0.03476924,0.03372854,0.03198831,0.02803976,0.03051437,0.02885793,0.02709487,0.02531721,0.02341373,0.02172765,0.02002804,0.01840648,0.01686218,0.01562485,0.02767823,0.01456426,0.01366041,0.01291672,0.01237018,0.01179475,0.01135434,0.01098492,0.01058729,0.0100912,0.00949043,0.02722647,0.008802202,0.008062334,0.007255927,0.00642162,0.005624772,0.004954065,0.004175481,0.003828253,0.003329862,0.003117676,0.02664322,0.002787305,0.002661779,0.02610564,
5273.145,0.0273261,0.0272894,0.02351958,0.02283492,0.02235322,0.02178484,0.02125941,0.02077653,0.02042897,0.02008244,0.01974986,0.01948884,0.02703005,0.01925098,0.01928029,0.01930966,0.01939659,0.01969716,0.02000156,0.02063202,0.02133776,0.02223277,0.02306025,0.02627567,0.02404405,0.02512848,0.02616528,0.02730919,0.02845674,0.02963813,0.03077863,0.03204502,0.03308813,0.03416652,0.0260729,0.03513894,0.03588839,0.03651825,0.03688816,0.03687699,0.03645031,0.03575126,0.03470264,0.03346949,0.03154923,0.02571242,0.02996068,0.02826054,0.02649621,0.02472968,0.02288145,0.02120441,0.0195843,0.01804729,0.01664484,0.01549091,0.02541311,0.01457225,0.01373745,0.01309329,0.01260519,0.01212091,0.01163385,0.01124161,0.01081866,0.01022945,0.00952547,0.02499673,0.008752845,0.007991699,0.00708949,0.006282708,0.005454069,0.004829152,0.004139012,0.00372345,0.003279844,0.003125357,0.0245049,0.002844004,0.002758218,0.02405474,
5269.287,0.02502264,0.02503951,0.02171797,0.02117809,0.02079631,0.02033058,0.01992978,0.01948477,0.01928914,0.01905023,0.01888018,0.01875254,0.02477357,0.01871287,0.01889798,0.01912183,0.01945383,0.01990725,0.02040889,0.02126316,0.02219628,0.02320368,0.02417674,0.02407386,0.0252573,0.02638417,0.02753834,0.02870713,0.02994224,0.03114706,0.03228571,0.03353322,0.03450128,0.03545318,0.02390772,0.03628821,0.03694938,0.0373223,0.03744992,0.03716507,0.03652361,0.03562416,0.0344606,0.0330047,0.03094399,0.02359687,0.0293089,0.02759407,0.0258645,0.0241638,0.02234113,0.02070459,0.01919547,0.01776072,0.01648658,0.01543933,0.02334233,0.01466664,0.0139058,0.013343,0.0128658,0.01249228,0.01193209,0.01148628,0.01101688,0.01030502,0.009529604,0.02298765,0.008719619,0.007903328,0.006880406,0.006145421,0.005282268,0.004725404,0.00410251,0.003646001,0.003252969,0.003097111,0.02258521,0.002915423,0.002863936,0.02219486,
5265.430,0.02293168,0.02295351,0.02014958,0.01979719,0.01949571,0.01913684,0.01884166,0.01849881,0.01845352,0.01833086,0.01829739,0.01833147,0.02271287,0.01852077,0.01884963,0.01929091,0.01985606,0.02050035,0.02119715,0.02225024,0.02331018,0.02440267,0.02551991,0.02208278,0.02667487,0.02783142,0.02906437,0.03024815,0.03152934,0.03274687,0.03387235,0.03500871,0.03587561,0.03667371,0.0219697,0.03727614,0.0378001,0.0378946,0.03776605,0.03720952,0.03636663,0.03527836,0.03397721,0.03235012,0.03020534,0.02172836,0.02859707,0.02687991,0.02521654,0.02358289,0.02179495,0.02023275,0.01885249,0.01753874,0.01640325,0.01549442,0.02148346,0.01480282,0.01414048,0.0136464,0.01316316,0.01284293,0.01222763,0.01171634,0.01116435,0.01034529,0.00951564,0.02122052,0.008663766,0.007774143,0.006699131,0.005977184,0.005141838,0.004579558,0.004025558,0.003591635,0.003274912,0.003092002,0.02088135,0.002969003,0.002972343,0.02054062,
5261.572,0.02109587,0.02108974,0.01890777,0.01869725,0.01848943,0.01824395,0.0180267,0.01786495,0.01792016,0.01797076,0.01807126,0.01828288,0.02091819,0.01870165,0.01921032,0.01982493,0.02063414,0.02146512,0.02236809,0.02353969,0.02466272,0.02583958,0.02706536,0.02038245,0.02829755,0.02949459,0.03072795,0.03192611,0.03319116,0.03438235,0.03548456,0.03641648,0.03713104,0.03774751,0.02030624,0.0380979,0.03836982,0.03821219,0.03783611,0.03704,0.03600957,0.034721,0.03329122,0.03158792,0.02941615,0.02012746,0.02786583,0.02616523,0.02454523,0.02296641,0.02129509,0.01983828,0.01857758,0.01739839,0.01642822,0.01563235,0.01990557,0.01497041,0.01440053,0.0139815,0.01348745,0.0131274,0.0124958,0.01192629,0.01125253,0.01033769,0.009475078,0.01971045,0.008546918,0.007625665,0.006556103,0.005773108,0.005037417,0.004414425,0.003929918,0.003566304,0.003322606,0.003166986,0.01944285,0.003024265,0.003065032,0.01919346,
5257.715,0.01959603,0.0195518,0.01805265,0.01793577,0.01780565,0.017697,0.01759586,0.01761752,0.01773354,0.01799167,0.01826332,0.01865532,0.01946712,0.01928764,0.02001477,0.02075344,0.02177306,0.02275132,0.02384508,0.02505898,0.02624298,0.0275132,0.02879006,0.01900881,0.03006168,0.03131176,0.03250378,0.03369062,0.03487854,0.03596272,0.03700817,0.03769163,0.03820966,0.03858861,0.01895944,0.03869736,0.03866298,0.0382677,0.03766853,0.03667696,0.03548803,0.03403205,0.03248046,0.03077211,0.02862472,0.0188382,0.02713452,0.02549341,0.02389733,0.02236921,0.02086896,0.01956961,0.01841569,0.01730082,0.01650803,0.01579217,0.01870158,0.0151697,0.01468129,0.01429404,0.01380435,0.01336174,0.01274443,0.01209127,0.01127388,0.01028499,0.009397149,0.01854469,0.008398349,0.007466191,0.006400196,0.005585941,0.00490634,0.004287377,0.003865922,0.003575904,0.003386175,0.003278362,0.01837245,0.00313443,0.003149021,0.018232,
5253.857,0.01846255,0.01841405,0.01756553,0.01754007,0.01747404,0.01753186,0.01760802,0.01776898,0.01796944,0.01841012,0.0188643,0.01945404,0.01834365,0.02028482,0.02120689,0.02208953,0.02321033,0.02432008,0.02556589,0.02678382,0.02804269,0.02938883,0.03066991,0.01800056,0.03191438,0.03321041,0.0343793,0.03548106,0.03653752,0.03741738,0.03834007,0.03878161,0.03906771,0.039152,0.01797358,0.03899818,0.03868232,0.03804825,0.03724305,0.03610392,0.03477662,0.03324042,0.03157035,0.02990254,0.02783494,0.01792214,0.0264096,0.02484858,0.02331941,0.0218613,0.02051206,0.01937695,0.01833547,0.0172301,0.01660443,0.01596696,0.01787853,0.01540691,0.0150119,0.01456906,0.0141086,0.01359526,0.01297854,0.01218035,0.01124047,0.01023889,0.009280816,0.01778676,0.008219209,0.007264313,0.00623147,0.005445182,0.004747136,0.004213642,0.003858444,0.00361686,0.003471957,0.00337458,0.01769479,0.003275977,0.003233741,0.01762325,
5250.000,0.01769821,0.01769246,0.01745469,0.01752879,0.01754902,0.01778851,0.01802704,0.01832754,0.01866629,0.01923853,0.01987936,0.02066477,0.01755822,0.02168488,0.02271965,0.02379695,0.02494259,0.02617899,0.02752322,0.02873988,0.03004047,0.03141156,0.03267039,0.0174034,0.03386673,0.03512953,0.03627345,0.0372133,0.0380884,0.03872858,0.03942363,0.03963868,0.03964582,0.03942181,0.01738303,0.0389855,0.03840796,0.03757018,0.03654481,0.03529368,0.03387093,0.03231898,0.03060242,0.0290007,0.02704469,0.01739687,0.02568687,0.02421445,0.0227994,0.02144669,0.02023662,0.01921677,0.01828135,0.01727703,0.01675731,0.01618459,0.01740889,0.01570388,0.01538077,0.01487427,0.01440803,0.01384066,0.01314071,0.01221312,0.01119023,0.01019435,0.009139462,0.0174123,0.007984219,0.007007758,0.006052067,0.005310881,0.004654073,0.004182649,0.003881552,0.003694407,0.003564282,0.003463208,0.01737381,0.003387782,0.003321133,0.01737359,
5246.143,0.01735047,0.01736253,0.0177418,0.01791945,0.01807386,0.01849022,0.01884381,0.01929398,0.01980181,0.02051265,0.02135507,0.02228997,0.01719317,0.02345548,0.02455925,0.02580623,0.02701222,0.02832029,0.02969718,0.03092694,0.032191,0.03354258,0.03475309,0.01722008,0.03588941,0.0370083,0.03804902,0.03879244,0.03944128,0.03984183,0.04020144,0.04019209,0.03986766,0.03936171,0.01720897,0.0386673,0.03783665,0.03685152,0.03563019,0.03428249,0.03283021,0.03128815,0.0296327,0.02811017,0.0262575,0.0172482,0.02496943,0.02363132,0.02232739,0.02110809,0.02002465,0.01909986,0.01827523,0.01747381,0.01699038,0.0164908,0.017308,0.01607251,0.01574616,0.01523486,0.01469657,0.01404658,0.0131874,0.01223656,0.01114156,0.01007932,0.008961513,0.01737588,0.007729765,0.006742126,0.005850005,0.005158683,0.004651703,0.004159776,0.003915399,0.003814568,0.003674248,0.003573765,0.01743235,0.003475659,0.003401366,0.01753549,
5242.285,0.0174611,0.0174444,0.01844044,0.0187282,0.01906637,0.0196299,0.02011282,0.02069063,0.0213499,0.02223335,0.0232797,0.02430534,0.01730348,0.02554099,0.02673692,0.02804939,0.02934076,0.03065625,0.03199058,0.03325979,0.034428,0.03571083,0.03684797,0.01742395,0.03786306,0.03878879,0.0395936,0.04011705,0.04052352,0.0406432,0.04061782,0.04035199,0.03971945,0.03895766,0.01745104,0.03805761,0.03702704,0.03591307,0.03458791,0.03318382,0.03172524,0.03023854,0.02870204,0.0272698,0.02551599,0.01751344,0.02432106,0.02313763,0.02194395,0.02087612,0.01987705,0.01905468,0.01837016,0.01774369,0.01729193,0.01688941,0.01762036,0.01647285,0.01608909,0.01557083,0.01495994,0.01417562,0.01317643,0.01223404,0.01106484,0.00987219,0.008724255,0.0177285,0.00751566,0.006509735,0.005657654,0.005016739,0.004641081,0.004137921,0.003968056,0.003931188,0.003814373,0.003701191,0.01791676,0.00357559,0.003457093,0.01813626,
5238.428,0.01802729,0.01795203,0.01959144,0.02000162,0.02053196,0.0212121,0.02184165,0.02254509,0.023348,0.02437403,0.02556447,0.02664261,0.01784908,0.02790851,0.0291944,0.03050553,0.03177834,0.03308572,0.03431719,0.03565299,0.03667726,0.03781601,0.03881995,0.01801153,0.03965814,0.04036951,0.04085163,0.0411068,0.04126102,0.04105625,0.04068979,0.04009992,0.03924863,0.03826891,0.01809151,0.0371922,0.03604215,0.03479242,0.03346366,0.03205395,0.0306239,0.029232,0.02782458,0.02649816,0.02487744,0.0182288,0.0237789,0.02273527,0.0216708,0.02075456,0.01984286,0.01912795,0.01856307,0.01806437,0.01765189,0.01730458,0.01838199,0.01686588,0.01641461,0.01582169,0.01517356,0.01426459,0.01318714,0.01215385,0.01092925,0.009636625,0.008459342,0.0185651,0.007325829,0.006300757,0.005507496,0.004921255,0.004596051,0.004166915,0.00404921,0.004020454,0.003945986,0.003819774,0.01884289,0.003680037,0.003499275,0.01919164,
5234.570,0.01904055,0.01887477,0.02125902,0.02181249,0.02249331,0.02327911,0.02404178,0.02485927,0.0258282,0.0269364,0.02816223,0.02926029,0.01880898,0.03054555,0.03185143,0.03315369,0.03430357,0.03555939,0.03668528,0.03801234,0.03885089,0.03977958,0.04056043,0.0190705,0.04117227,0.04160977,0.04178018,0.04172605,0.0415761,0.04106877,0.04042151,0.03950323,0.03846433,0.03732647,0.01916511,0.03608838,0.034865,0.03353591,0.03226757,0.03086688,0.02954755,0.02826877,0.02700293,0.025789,0.02433909,0.01939724,0.02330603,0.02239758,0.02147037,0.02068898,0.01990529,0.0193122,0.01882864,0.01845665,0.01805667,0.0177054,0.01961077,0.01725897,0.01672594,0.01601214,0.01532199,0.01433018,0.01320174,0.01199733,0.01074574,0.009422081,0.008203432,0.01991009,0.007106467,0.006115074,0.005397619,0.0048834,0.004589919,0.004260451,0.004170749,0.004132663,0.004047725,0.003930905,0.02026665,0.003763207,0.003556176,0.02072734,
5230.713,0.0204993,0.02026683,0.02348504,0.024197,0.02496744,0.02584206,0.02675772,0.02761467,0.02871169,0.02983174,0.03103985,0.03211454,0.02024411,0.03338421,0.03463136,0.03588599,0.03690206,0.03801181,0.03903006,0.04015705,0.04081243,0.04149249,0.04199739,0.02068969,0.04230481,0.0424148,0.04228505,0.0419114,0.04142388,0.04067914,0.03975438,0.03861646,0.03738539,0.03613479,0.02076799,0.03479011,0.0335116,0.03223485,0.03103594,0.02967582,0.02850422,0.02737547,0.02624424,0.02514082,0.02386702,0.02104775,0.02291731,0.02211164,0.02133928,0.02067836,0.02003222,0.01958446,0.01917843,0.01889165,0.01849069,0.01812238,0.02133027,0.01762718,0.01700691,0.01619002,0.01540501,0.01432589,0.01313078,0.0118127,0.01052028,0.009199881,0.007936114,0.02177115,0.006852568,0.00596814,0.005315569,0.004893199,0.00463406,0.004373516,0.004319848,0.004261246,0.004147926,0.004043125,0.02225023,0.003821204,0.003620283,0.02279523,
5226.855,0.02241573,0.02218343,0.02625707,0.02711421,0.02793811,0.02887396,0.02992909,0.03076604,0.03187178,0.03292384,0.03410802,0.0351224,0.02218459,0.03629916,0.03745488,0.0385493,0.03942654,0.04033465,0.04117741,0.04195761,0.04242665,0.04282799,0.0430208,0.02284062,0.04296889,0.04275983,0.04228419,0.04162337,0.04082154,0.03988275,0.03869257,0.03746205,0.03609645,0.03475181,0.02296359,0.03339225,0.03209098,0.03094778,0.02980975,0.0285762,0.02752282,0.02656421,0.02553142,0.02455845,0.02346228,0.02324144,0.02266687,0.02191689,0.02133562,0.02076306,0.02025521,0.01995746,0.01962501,0.01934142,0.01895097,0.01855238,0.02360578,0.01792542,0.01725821,0.01637146,0.01541636,0.01425664,0.01295084,0.01161719,0.01023983,0.008930493,0.00764695,0.0241943,0.006605665,0.005845854,0.005263554,0.004936488,0.004702008,0.004493592,0.004463726,0.00436953,0.004260607,0.004134516,0.02477896,0.003869767,0.00363099,0.02544067,
5222.998,0.02478733,0.0245942,0.02950542,0.03044876,0.03131726,0.03228539,0.03336472,0.03417811,0.03516386,0.03611473,0.03721835,0.03814391,0.02462554,0.03913785,0.04016482,0.04098719,0.04169376,0.04236617,0.04296357,0.04336882,0.04357546,0.04367381,0.0435202,0.02547075,0.04311794,0.04262587,0.04179284,0.04091544,0.03984487,0.03873062,0.03735713,0.0360976,0.03467431,0.03328217,0.0257035,0.03198006,0.03071465,0.02967129,0.02863117,0.02759696,0.02664543,0.02581625,0.02491204,0.02408375,0.02315791,0.02600234,0.02255022,0.02186751,0.02148009,0.02097327,0.020605,0.02038506,0.0201352,0.01979931,0.0194242,0.01894832,0.0264738,0.01818096,0.01747362,0.01652147,0.01535765,0.01415982,0.01274833,0.01138689,0.00992449,0.008633784,0.007394599,0.02718282,0.006434695,0.005753298,0.005260947,0.004979661,0.004796575,0.004645227,0.004608636,0.004486745,0.004353377,0.004185993,0.0278215,0.003917216,0.003562563,0.02862055,
5219.140,0.02756193,0.02742575,0.03309759,0.03402702,0.0349092,0.03584921,0.03685493,0.03760291,0.03841921,0.03923733,0.04015544,0.04096321,0.02753742,0.04172333,0.04253295,0.04306051,0.04355355,0.04393134,0.04424358,0.04430484,0.04417825,0.04394788,0.04346843,0.02854242,0.04276715,0.0420137,0.04089137,0.03984921,0.03859058,0.03733271,0.03588672,0.0346031,0.03316387,0.03181977,0.0288628,0.03059406,0.02943286,0.02845393,0.0275673,0.02674581,0.02591395,0.02517319,0.02446741,0.0237727,0.02298579,0.02923323,0.02254155,0.02198644,0.02174261,0.02133179,0.02107055,0.02082216,0.02066478,0.02025369,0.01986859,0.01927592,0.02983716,0.01843176,0.01760824,0.01658232,0.01524631,0.0140012,0.01257691,0.01111338,0.009617956,0.008342022,0.007214522,0.0306205,0.006341356,0.005713664,0.005304111,0.005015131,0.004910814,0.004820381,0.004748824,0.004620643,0.00442272,0.004209073,0.0313229,0.003949389,0.003482728,0.03219564,
5215.283,0.03063684,0.03057747,0.03680986,0.03763841,0.0384692,0.03928444,0.04019728,0.04078031,0.04145521,0.04205522,0.04272513,0.04336823,0.03079845,0.04387327,0.04440982,0.04464856,0.04487577,0.04494027,0.04493333,0.04467602,0.04424295,0.04366127,0.04292041,0.03192984,0.04198113,0.04098785,0.03966983,0.03848686,0.03713291,0.03576935,0.03433856,0.03304593,0.03162926,0.03040041,0.03229136,0.02927369,0.02825708,0.02739185,0.02667442,0.02603489,0.02533484,0.02469323,0.02416324,0.02359807,0.02295807,0.03275738,0.02263694,0.02225008,0.02209134,0.0217992,0.02159891,0.02130875,0.02118325,0.02070893,0.0202508,0.01954184,0.03348506,0.01864153,0.0176594,0.01653878,0.01510815,0.01376908,0.01236593,0.0108105,0.009344292,0.008070442,0.007070889,0.03428148,0.006234457,0.005697954,0.005374909,0.005100169,0.005022412,0.004971143,0.004847322,0.004727403,0.004495346,0.004212477,0.0350834,0.003961314,0.00345068,0.03594108,
5211.425,0.0338332,0.03388376,0.04033602,0.04105659,0.04174042,0.04237923,0.04315453,0.04351047,0.04402093,0.04438379,0.04479558,0.04520322,0.03420565,0.04544114,0.04570772,0.0456497,0.04559217,0.04535166,0.04501146,0.04445564,0.04377495,0.0428771,0.04194583,0.03540892,0.04080613,0.03961409,0.03819425,0.03690352,0.03550794,0.03408369,0.03271984,0.03146327,0.03013279,0.02902639,0.035803,0.02805785,0.02719733,0.02650959,0.02595476,0.025441,0.02489721,0.0243724,0.02394073,0.02351348,0.02305323,0.03638162,0.02284481,0.0226242,0.02250777,0.02232482,0.02215731,0.02186874,0.02167622,0.02116388,0.02056769,0.01974851,0.03714443,0.01878289,0.01766949,0.01642227,0.01496014,0.01351905,0.01205798,0.01049911,0.009086574,0.007853249,0.006937685,0.03791051,0.00611814,0.005690377,0.00547776,0.00525184,0.005131813,0.005092335,0.004933103,0.004792883,0.004541355,0.004204231,0.03876869,0.003948875,0.003451557,0.03955817,
5207.568,0.03696789,0.03712864,0.04342651,0.04404498,0.04448855,0.04497306,0.04553177,0.04566645,0.04591786,0.04612282,0.0462548,0.04635651,0.03752589,0.04634877,0.04631452,0.04601001,0.04567937,0.04511535,0.04447161,0.04366929,0.04276034,0.04164907,0.0405697,0.03875142,0.03926923,0.03792427,0.03649162,0.03514251,0.03374236,0.03233006,0.03104782,0.02985606,0.02868177,0.02770226,0.03919133,0.02692501,0.02624719,0.025738,0.02536438,0.0249425,0.02457825,0.02417855,0.02384158,0.02356031,0.02326991,0.03984596,0.02318994,0.02311785,0.02301941,0.02293114,0.02277083,0.02247602,0.02214607,0.02159233,0.02082952,0.0198978,0.0405476,0.01886069,0.01763704,0.01624781,0.01476866,0.01325488,0.01170507,0.0101897,0.008820799,0.007681961,0.006821701,0.04128718,0.006068292,0.005733256,0.005598491,0.005431229,0.005272272,0.005232673,0.005062451,0.004846077,0.004540435,0.004204696,0.04208856,0.003890658,0.003436394,0.04279228,
5203.711,0.0398523,0.04004931,0.04592047,0.04635729,0.04654042,0.04686906,0.04720704,0.04715053,0.04711437,0.04716363,0.04703337,0.04679032,0.04050469,0.04658556,0.04620076,0.04571982,0.04511502,0.04429232,0.0434147,0.04240921,0.04130634,0.04008502,0.03886705,0.04171217,0.03748523,0.03606347,0.03466203,0.03330706,0.03195482,0.03061198,0.02942073,0.02831767,0.02731452,0.02649399,0.0421797,0.02590239,0.02544822,0.02508443,0.02488285,0.02459482,0.02437819,0.02412818,0.02392813,0.02380392,0.02364672,0.04282478,0.02368018,0.02372787,0.02363767,0.02360496,0.02341594,0.02307564,0.02257409,0.02195735,0.02102843,0.01999843,0.04345971,0.01884487,0.01752508,0.01602118,0.01450028,0.0129423,0.01136622,0.009874092,0.008586594,0.007506649,0.006737729,0.04415772,0.006077856,0.00584217,0.005715773,0.005624057,0.005449446,0.005382465,0.005218851,0.004911076,0.004548857,0.004216921,0.04484141,0.003799662,0.003378263,0.04541368,
5199.853,0.04228729,0.04248338,0.04770808,0.04789175,0.04784146,0.04795734,0.04812707,0.047895,0.0476402,0.04744954,0.04711912,0.0465882,0.04298062,0.0462079,0.04549228,0.04483349,0.04398191,0.04305538,0.04198458,0.04079491,0.03958395,0.03830482,0.03699504,0.04410567,0.0355798,0.03418826,0.03282048,0.03150596,0.030243,0.02899904,0.02793281,0.02695406,0.02611003,0.02548489,0.04455563,0.02506502,0.0248481,0.02461719,0.02453139,0.0244493,0.02433096,0.02425674,0.02417957,0.02423567,0.02416344,0.04514807,0.02428126,0.02439927,0.02431758,0.02426656,0.02401165,0.02361183,0.02294817,0.02222934,0.02116425,0.02000927,0.04574172,0.01872357,0.01733525,0.0157579,0.01417891,0.0125963,0.01103056,0.009570575,0.008424626,0.007352808,0.006700641,0.04633603,0.0061246,0.005982989,0.005860327,0.005814038,0.00562215,0.00549327,0.005344662,0.004962074,0.004588016,0.004212086,0.04689568,0.003723335,0.003304222,0.04727165,
5195.996,0.04417957,0.04441776,0.04872832,0.04870615,0.04844508,0.04830642,0.04830144,0.04790698,0.04749223,0.04706465,0.04653329,0.04585286,0.04492032,0.045281,0.04433672,0.04345797,0.04244877,0.04148508,0.04023063,0.0389383,0.03768812,0.0363695,0.03504131,0.04589265,0.03360812,0.03228455,0.03097118,0.0297484,0.02858574,0.02749014,0.02657435,0.02574854,0.02509513,0.02468323,0.04629924,0.02441386,0.02440435,0.02431416,0.02433866,0.02447411,0.02444728,0.02454173,0.0245759,0.02478704,0.02477694,0.04681759,0.02497031,0.0250757,0.02502958,0.02489332,0.02453958,0.0240659,0.02327203,0.02240922,0.02126642,0.01991156,0.04735497,0.01852788,0.01708448,0.01544456,0.01383075,0.01225654,0.01068297,0.009329787,0.008277879,0.007265492,0.006723574,0.04781018,0.006233398,0.006136691,0.006037004,0.005971524,0.005779024,0.005569192,0.005417188,0.004966677,0.004604715,0.004159145,0.04822049,0.00366592,0.00323012,0.04841355,
5192.138,0.04553797,0.04582683,0.04900157,0.04886071,0.04843064,0.04803528,0.04779986,0.04728479,0.04671476,0.04613128,0.045388,0.04464208,0.04629501,0.04387768,0.04283021,0.04173339,0.04064679,0.0396221,0.0382428,0.03695611,0.03568595,0.03435164,0.03303085,0.04705812,0.03163417,0.03038831,0.029159,0.02805024,0.02701357,0.02610871,0.02536764,0.02471087,0.02427283,0.02406617,0.04742116,0.0239445,0.02409323,0.02416872,0.02431915,0.02462181,0.02472889,0.02496082,0.02513659,0.02540219,0.02549917,0.04783951,0.02573348,0.02575091,0.02573937,0.02549845,0.02503522,0.02442237,0.02352117,0.02250396,0.02130078,0.01977132,0.04828004,0.01829173,0.01676288,0.01508294,0.01345652,0.01192661,0.010356,0.009143797,0.008109405,0.007243469,0.006798381,0.04861263,0.006403614,0.006314234,0.006206608,0.006095758,0.005933499,0.005641973,0.005454983,0.004956011,0.004572593,0.004075444,0.04885718,0.003585536,0.003142446,0.0489344,
5188.281,0.04636369,0.04667022,0.04864632,0.04837693,0.0478383,0.0472138,0.04675624,0.04615511,0.04542886,0.0447198,0.04384297,0.04301647,0.04705464,0.04209528,0.04100359,0.03977793,0.0386293,0.03755107,0.0361468,0.03488036,0.03362238,0.03230749,0.0310028,0.04759292,0.029704,0.0285957,0.02747485,0.02645641,0.02559421,0.02488238,0.02436057,0.02387828,0.02365262,0.0236126,0.04791196,0.0236724,0.02394715,0.02421738,0.02447949,0.02490646,0.02518269,0.02553806,0.02583179,0.02609118,0.026328,0.04823298,0.02651675,0.02647391,0.02641802,0.02607014,0.02548944,0.02469379,0.0236703,0.02251616,0.02118227,0.01960602,0.0485384,0.01802825,0.01638317,0.01471031,0.01307664,0.01158469,0.01007655,0.00896046,0.007996994,0.00728374,0.006902436,0.04875306,0.006592447,0.006504018,0.006382592,0.006205472,0.00606893,0.005727554,0.005472951,0.004954854,0.004525627,0.003989213,0.04884859,0.003473082,0.003062278,0.04882944,
