,2-PROPANONE,
Wavenumbers [1/cm],Transmittance,
2634.186,0.877,
2633.146,0.877,
2632.107,0.877,
2631.067,0.877,
2630.027,0.877,
2628.988,0.877,
2627.948,0.877,
2626.909,0.877,
2625.869,0.8771,
2624.829,0.8781,
2623.790,0.879,
2622.750,0.879,
2621.710,0.879,
2620.671,0.879,
2619.631,0.879,
2618.591,0.879,
2617.552,0.879,
2616.512,0.879,
2615.472,0.879,
2614.433,0.879,
2613.393,0.8791,
2612.354,0.8796,
2611.314,0.88,
2610.274,0.88,
2609.235,0.8801,
2608.195,0.8811,
2607.155,0.882,
2606.116,0.882,
2605.076,0.8819,
2604.036,0.8809,
2602.997,0.8799,
2601.957,0.8794,
2600.918,0.8788,
2599.878,0.8773,
2598.838,0.8758,
2597.799,0.8743,
2596.759,0.8728,
2595.719,0.8713,
2594.680,0.8697,
2593.640,0.8672,
2592.600,0.8649,
2591.561,0.8639,
2590.521,0.8628,
2589.481,0.8608,
2588.442,0.8588,
2587.402,0.8573,
2586.363,0.8558,
2585.323,0.8543,
2584.283,0.8527,
2583.244,0.8497,
2582.204,0.8467,
2581.164,0.8442,
2580.125,0.8416,
2579.085,0.8386,
2578.045,0.8358,
2577.006,0.8343,
2575.966,0.833,
2574.927,0.833,
2573.887,0.8332,
2572.847,0.8347,
2571.808,0.8367,
2570.768,0.8422,
2569.728,0.8481,
2568.689,0.8576,
2567.649,0.8664,
2566.609,0.8699,
2565.570,0.8731,
2564.530,0.8736,
2563.490,0.8742,
2562.451,0.8757,
2561.411,0.8772,
2560.372,0.8787,
2559.332,0.88,
2558.292,0.88,
2557.253,0.8801,
2556.213,0.8811,
2555.173,0.8821,
2554.134,0.8826,
2553.094,0.883,
2552.054,0.883,
2551.015,0.883,
2549.975,0.883,
2548.936,0.8831,
2547.896,0.8841,
2546.856,0.885,
2545.817,0.885,
2544.777,0.885,
2543.737,0.885,
2542.698,0.8851,
2541.658,0.8856,
2540.618,0.886,
2539.579,0.886,
2538.539,0.886,
2537.499,0.886,
2536.460,0.886,
2535.420,0.886,
2534.381,0.8859,
2533.341,0.8854,
2532.301,0.885,
2531.262,0.885,
2530.222,0.885,
2529.182,0.885,
2528.143,0.885,
2527.103,0.885,
2526.063,0.885,
2525.024,0.885,
2523.984,0.8849,
2522.945,0.8839,
2521.905,0.883,
2520.865,0.883,
2519.826,0.883,
2518.786,0.883,
2517.746,0.883,
2516.707,0.883,
2515.667,0.883,
2514.627,0.883,
2513.588,0.883,
2512.548,0.883,
2511.508,0.8829,
2510.469,0.8824,
2509.429,0.882,
2508.390,0.882,
2507.350,0.8819,
2506.310,0.8809,
2505.271,0.88,
2504.231,0.88,
2503.191,0.8799,
2502.152,0.8795,
2501.112,0.879,
2500.072,0.879,
2499.033,0.8789,
2497.993,0.8779,
2496.954,0.877,
2495.914,0.877,
2494.874,0.877,
2493.835,0.877,
2492.795,0.8771,
2491.755,0.8781,
2490.716,0.879,
2489.676,0.879,
2488.636,0.879,
2487.597,0.879,
2486.557,0.879,
2485.517,0.879,
2484.478,0.8791,
2483.438,0.8795,
2482.399,0.88,
2481.359,0.88,
2480.319,0.8801,
2479.280,0.8811,
2478.240,0.882,
2477.200,0.882,
2476.161,0.882,
2475.121,0.882,
2474.081,0.882,
2473.042,0.882,
2472.002,0.882,
2470.963,0.882,
2469.923,0.882,
2468.883,0.882,
2467.844,0.882,
2466.804,0.882,
2465.764,0.882,
2464.725,0.882,
2463.685,0.882,
2462.645,0.882,
2461.606,0.8819,
2460.566,0.8809,
2459.526,0.88,
2458.487,0.8795,
2457.447,0.8789,
2456.408,0.8774,
2455.368,0.8759,
2454.328,0.8749,
2453.289,0.8737,
2452.249,0.8707,
2451.209,0.8677,
2450.170,0.8647,
2449.130,0.8618,
2448.090,0.8593,
2447.051,0.857,
2446.011,0.8565,
2444.972,0.8559,
2443.932,0.8549,
2442.892,0.854,
2441.853,0.854,
2440.813,0.854,
2439.773,0.8535,
2438.734,0.853,
2437.694,0.853,
2436.654,0.853,
2435.615,0.853,
2434.575,0.8531,
2433.535,0.8536,
2432.496,0.8543,
2431.456,0.8567,
2430.417,0.8593,
2429.377,0.8623,
2428.337,0.8651,
2427.298,0.8666,
2426.258,0.8681,
2425.218,0.8696,
2424.179,0.8711,
2423.139,0.8726,
2422.099,0.874,
2421.060,0.874,
2420.020,0.8741,
2418.981,0.8756,
2417.941,0.877,
2416.901,0.877,
2415.862,0.8771,
2414.822,0.8781,
2413.782,0.879,
2412.743,0.879,
2411.703,0.879,
2410.663,0.8795,
2409.624,0.8801,
2408.584,0.8811,
2407.544,0.882,
2406.505,0.8825,
2405.465,0.883,
2404.426,0.883,
2403.386,0.8831,
2402.346,0.8841,
2401.307,0.885,
2400.267,0.885,
2399.227,0.885,
2398.188,0.8855,
2397.148,0.886,
2396.108,0.886,
2395.069,0.886,
2394.029,0.886,
2392.990,0.886,
2391.950,0.886,
2390.910,0.886,
2389.871,0.886,
2388.831,0.886,
2387.791,0.886,
2386.752,0.886,
2385.712,0.8855,
2384.672,0.885,
2383.633,0.885,
2382.593,0.885,
2381.553,0.885,
2380.514,0.8849,
2379.474,0.8839,
2378.435,0.883,
2377.395,0.883,
2376.355,0.8829,
2375.316,0.8809,
2374.276,0.8789,
2373.236,0.8779,
2372.197,0.877,
2371.157,0.8765,
2370.117,0.8759,
2369.078,0.8749,
2368.038,0.874,
2366.999,0.8735,
2365.959,0.8729,
2364.919,0.8719,
2363.880,0.8708,
2362.840,0.8683,
2361.800,0.866,
2360.761,0.8655,
2359.721,0.865,
2358.681,0.865,
2357.642,0.865,
2356.602,0.865,
2355.562,0.865,
2354.523,0.865,
2353.483,0.865,
2352.444,0.865,
2351.404,0.865,
2350.364,0.865,
2349.325,0.865,
2348.285,0.865,
2347.245,0.865,
2346.206,0.865,
2345.166,0.865,
2344.126,0.865,
2343.087,0.8649,
2342.047,0.8639,
2341.008,0.863,
2339.968,0.863,
2338.928,0.863,
2337.889,0.863,
2336.849,0.863,
2335.809,0.863,
2334.770,0.863,
2333.730,0.863,
2332.690,0.8631,
2331.651,0.8641,
2330.611,0.865,
2329.571,0.865,
2328.532,0.865,
2327.492,0.865,
2326.453,0.8649,
2325.413,0.8639,
2324.373,0.863,
2323.334,0.863,
2322.294,0.8631,
2321.254,0.8641,
2320.215,0.8651,
2319.175,0.8666,
2318.135,0.868,
2317.096,0.868,
2316.056,0.8681,
2315.017,0.8691,
2313.977,0.8701,
2312.937,0.8716,
2311.898,0.8731,
2310.858,0.8746,
2309.818,0.8761,
2308.779,0.8776,
2307.739,0.879,
2306.699,0.8795,
2305.660,0.88,
2304.620,0.88,
2303.580,0.8801,
2302.541,0.8811,
2301.501,0.882,
2300.462,0.882,
2299.422,0.882,
2298.382,0.8825,
2297.343,0.883,
2296.303,0.883,
2295.263,0.883,
2294.224,0.883,
2293.184,0.883,
2292.144,0.8825,
2291.105,0.882,
2290.065,0.882,
2289.026,0.8819,
2287.986,0.8804,
2286.946,0.8789,
2285.907,0.8779,
2284.867,0.8769,
2283.827,0.8754,
2282.788,0.8737,
2281.748,0.8697,
2280.708,0.8659,
2279.669,0.8644,
2278.629,0.8629,
2277.589,0.8614,
2276.550,0.8599,
2275.510,0.8584,
2274.471,0.857,
2273.431,0.857,
2272.391,0.857,
2271.352,0.8565,
2270.312,0.8559,
2269.272,0.8544,
2268.233,0.8529,
2267.193,0.8519,
2266.153,0.851,
2265.114,0.851,
2264.074,0.851,
2263.035,0.8505,
2261.995,0.8499,
2260.955,0.8489,
2259.916,0.848,
2258.876,0.848,
2257.836,0.848,
2256.797,0.848,
2255.757,0.848,
2254.717,0.848,
2253.678,0.8481,
2252.638,0.849,
2251.598,0.85,
2250.559,0.85,
2249.519,0.8501,
2248.480,0.8516,
2247.440,0.8533,
2246.400,0.8578,
2245.361,0.8621,
2244.321,0.8641,
2243.281,0.8661,
2242.242,0.8671,
2241.202,0.8681,
2240.162,0.8691,
2239.123,0.87,
2238.083,0.87,
2237.043,0.87,
2236.004,0.8705,
2234.964,0.871,
2233.925,0.871,
2232.885,0.871,
2231.845,0.871,
2230.806,0.871,
2229.766,0.8705,
2228.726,0.87,
2227.687,0.87,
2226.647,0.8699,
2225.607,0.8689,
2224.568,0.8679,
2223.528,0.8669,
2222.489,0.8661,
2221.449,0.8671,
2220.409,0.8681,
2219.370,0.8696,
2218.330,0.8711,
2217.290,0.8726,
2216.251,0.8741,
2215.211,0.8756,
2214.171,0.877,
2213.132,0.878,
2212.092,0.879,
2211.052,0.879,
2210.013,0.879,
2208.973,0.878,
2207.934,0.877,
2206.894,0.877,
2205.854,0.877,
2204.815,0.877,
2203.775,0.877,
2202.735,0.877,
2201.696,0.877,
2200.656,0.877,
2199.616,0.877,
2198.577,0.877,
2197.537,0.877,
2196.498,0.8765,
2195.458,0.876,
2194.418,0.876,
2193.379,0.876,
2192.339,0.876,
2191.299,0.876,
2190.260,0.876,
2189.220,0.876,
2188.180,0.876,
2187.141,0.876,
2186.101,0.876,
2185.061,0.876,
2184.022,0.876,
2182.982,0.876,
2181.943,0.876,
2180.903,0.876,
2179.863,0.876,
2178.824,0.876,
2177.784,0.876,
2176.744,0.876,
2175.705,0.875,
2174.665,0.8739,
2173.625,0.8719,
2172.586,0.8699,
2171.546,0.8674,
2170.507,0.8649,
2169.467,0.8609,
2168.427,0.857,
2167.388,0.8555,
2166.348,0.854,
2165.308,0.854,
2164.269,0.854,
2163.229,0.8535,
2162.189,0.8529,
2161.150,0.8499,
2160.110,0.8469,
2159.070,0.8454,
2158.031,0.8438,
2156.991,0.8388,
2155.952,0.8339,
2154.912,0.8319,
2153.872,0.8299,
2152.833,0.8259,
2151.793,0.822,
2150.753,0.8205,
2149.714,0.8189,
2148.674,0.8159,
2147.634,0.813,
2146.595,0.8115,
2145.555,0.81,
2144.516,0.81,
2143.476,0.81,
2142.436,0.809,
2141.397,0.808,
2140.357,0.809,
2139.317,0.8102,
2138.278,0.8162,
2137.238,0.8221,
2136.198,0.8246,
2135.159,0.8271,
2134.119,0.8301,
2133.079,0.833,
2132.040,0.8345,
2131.000,0.836,
2129.961,0.836,
2128.921,0.836,
2127.881,0.8365,
2126.842,0.837,
2125.802,0.837,
2124.762,0.837,
2123.723,0.837,
2122.683,0.837,
2121.643,0.838,
2120.604,0.839,
2119.564,0.839,
2118.525,0.839,
2117.485,0.839,
2116.445,0.839,
2115.406,0.8395,
2114.366,0.84,
2113.326,0.841,
2112.287,0.842,
2111.247,0.8435,
2110.207,0.845,
2109.168,0.8465,
2108.128,0.8481,
2107.088,0.8505,
2106.049,0.853,
2105.009,0.8545,
2103.970,0.856,
2102.930,0.8591,
2101.890,0.8621,
2100.851,0.8635,
2099.811,0.865,
2098.771,0.8655,
2097.732,0.866,
2096.692,0.867,
2095.652,0.868,
2094.613,0.8695,
2093.573,0.871,
2092.534,0.8725,
2091.494,0.874,
2090.454,0.875,
2089.415,0.876,
2088.375,0.8765,
2087.335,0.877,
2086.296,0.877,
2085.256,0.877,
2084.216,0.877,
2083.177,0.877,
2082.137,0.877,
2081.097,0.877,
2080.058,0.8785,
2079.018,0.88,
2077.979,0.88,
2076.939,0.88,
2075.899,0.88,
2074.860,0.88,
2073.820,0.88,
2072.780,0.88,
2071.741,0.88,
2070.701,0.88,
2069.661,0.881,
2068.622,0.882,
2067.582,0.882,
2066.543,0.882,
2065.503,0.8825,
2064.463,0.883,
2063.424,0.883,
2062.384,0.883,
2061.344,0.883,
2060.305,0.883,
2059.265,0.883,
2058.225,0.883,
2057.186,0.883,
2056.146,0.883,
2055.106,0.883,
2054.067,0.883,
2053.027,0.883,
2051.988,0.883,
2050.948,0.884,
2049.908,0.885,
2048.869,0.885,
2047.829,0.885,
2046.789,0.885,
2045.750,0.885,
2044.710,0.885,
2043.670,0.885,
2042.631,0.885,
2041.591,0.885,
2040.552,0.885,
2039.512,0.885,
2038.472,0.885,
2037.433,0.885,
2036.393,0.8855,
2035.353,0.886,
2034.314,0.886,
2033.274,0.886,
2032.234,0.886,
2031.195,0.886,
2030.155,0.886,
2029.115,0.886,
2028.076,0.886,
2027.036,0.886,
2025.997,0.8855,
2024.957,0.885,
2023.917,0.885,
2022.878,0.885,
2021.838,0.884,
2020.798,0.883,
2019.759,0.8825,
2018.719,0.882,
2017.679,0.881,
2016.640,0.88,
2015.600,0.8795,
2014.561,0.879,
2013.521,0.8765,
2012.481,0.874,
2011.442,0.8735,
2010.402,0.873,
2009.362,0.8695,
2008.323,0.866,
2007.283,0.8655,
2006.243,0.865,
2005.204,0.864,
2004.164,0.863,
2003.124,0.863,
2002.085,0.863,
2001.045,0.863,
2000.006,0.863,
1998.966,0.863,
1997.926,0.862,
1996.887,0.86,
1995.847,0.86,
1994.807,0.859,
1993.768,0.859,
1992.728,0.859,
1991.688,0.859,
1990.649,0.859,
1989.609,0.859,
1988.570,0.859,
1987.530,0.859,
1986.490,0.86,
1985.451,0.862,
1984.411,0.863,
1983.371,0.865,
1982.332,0.868,
1981.292,0.871,
1980.252,0.874,
1979.213,0.876,
1978.173,0.877,
1977.133,0.879,
1976.094,0.879,
1975.054,0.879,
1974.015,0.879,
1972.975,0.879,
1971.935,0.879,
1970.896,0.879,
1969.856,0.879,
1968.816,0.879,
1967.777,0.879,
1966.737,0.879,
1965.697,0.88,
1964.658,0.882,
1963.618,0.882,
1962.579,0.882,
1961.539,0.882,
1960.499,0.882,
1959.460,0.88,
1958.420,0.88,
1957.380,0.879,
1956.341,0.879,
1955.301,0.877,
1954.261,0.876,
1953.222,0.876,
1952.182,0.874,
1951.142,0.873,
1950.103,0.873,
1949.063,0.871,
1948.024,0.87,
1946.984,0.87,
1945.944,0.868,
1944.905,0.866,
1943.865,0.865,
1942.825,0.865,
1941.786,0.865,
1940.746,0.865,
1939.706,0.865,
1938.667,0.865,
1937.627,0.865,
1936.588,0.865,
1935.548,0.865,
1934.508,0.865,
1933.469,0.865,
1932.429,0.865,
1931.389,0.865,
1930.350,0.865,
1929.310,0.865,
1928.270,0.865,
1927.231,0.865,
1926.191,0.865,
1925.151,0.865,
1924.112,0.865,
1923.072,0.865,
1922.033,0.865,
1920.993,0.865,
1919.953,0.865,
1918.914,0.865,
1917.874,0.863,
1916.834,0.862,
1915.795,0.862,
1914.755,0.862,
1913.715,0.86,
1912.676,0.86,
1911.636,0.86,
1910.597,0.86,
1909.557,0.862,
1908.517,0.862,
1907.478,0.863,
1906.438,0.863,
1905.398,0.863,
1904.359,0.863,
1903.319,0.863,
1902.279,0.863,
1901.240,0.863,
1900.200,0.862,
1899.160,0.862,
1898.121,0.862,
1897.081,0.859,
1896.042,0.857,
1895.002,0.856,
1893.962,0.854,
1892.923,0.854,
1891.883,0.854,
1890.843,0.853,
1889.804,0.853,
1888.764,0.853,
1887.724,0.851,
1886.685,0.851,
1885.645,0.85,
1884.606,0.85,
1883.566,0.85,
1882.526,0.85,
1881.487,0.851,
1880.447,0.851,
1879.407,0.853,
1878.368,0.853,
1877.328,0.854,
1876.288,0.856,
1875.249,0.857,
1874.209,0.857,
1873.169,0.859,
1872.130,0.859,
1871.090,0.859,
1870.051,0.859,
1869.011,0.859,
1867.971,0.857,
1866.932,0.857,
1865.892,0.856,
1864.852,0.854,
1863.813,0.851,
1862.773,0.85,
1861.733,0.844,
1860.694,0.84,
1859.654,0.84,
1858.615,0.839,
1857.575,0.837,
1856.535,0.836,
1855.496,0.834,
1854.456,0.833,
1853.416,0.831,
1852.377,0.831,
1851.337,0.83,
1850.297,0.828,
1849.258,0.824,
1848.218,0.822,
1847.178,0.821,
1846.139,0.819,
1845.099,0.818,
1844.060,0.818,
1843.020,0.818,
1841.980,0.814,
1840.941,0.811,
1839.901,0.81,
1838.861,0.808,
1837.822,0.808,
1836.782,0.807,
1835.742,0.807,
1834.703,0.802,
1833.663,0.799,
1832.624,0.799,
1831.584,0.796,
1830.544,0.795,
1829.505,0.792,
1828.465,0.788,
1827.425,0.785,
1826.386,0.784,
1825.346,0.778,
1824.306,0.776,
1823.267,0.775,
1822.227,0.772,
1821.187,0.764,
1820.148,0.762,
1819.108,0.755,
1818.069,0.752,
1817.029,0.746,
1815.989,0.743,
1814.950,0.741,
1813.910,0.733,
1812.870,0.73,
1811.831,0.724,
1810.791,0.717,
1809.751,0.707,
1808.712,0.701,
1807.672,0.698,
1806.633,0.689,
1805.593,0.685,
1804.553,0.678,
1803.514,0.672,
1802.474,0.665,
1801.434,0.655,
1800.395,0.648,
1799.355,0.639,
1798.315,0.633,
1797.276,0.626,
1796.236,0.62,
1795.196,0.613,
1794.157,0.608,
1793.117,0.603,
1792.078,0.599,
1791.038,0.591,
1789.998,0.588,
1788.959,0.585,
1787.919,0.582,
1786.879,0.579,
1785.840,0.576,
1784.800,0.573,
1783.760,0.571,
1782.721,0.57,
1781.681,0.567,
1780.642,0.564,
1779.602,0.561,
1778.562,0.555,
1777.523,0.553,
1776.483,0.55,
1775.443,0.542,
1774.404,0.533,
1773.364,0.529,
1772.324,0.519,
1771.285,0.507,
1770.245,0.5,
1769.205,0.47,
1768.166,0.461,
1767.126,0.444,
1766.087,0.434,
1765.047,0.4121,
1764.007,0.3911,
1762.968,0.3741,
1761.928,0.342,
1760.888,0.321,
1759.849,0.281,
1758.809,0.258,
1757.769,0.227,
1756.730,0.203,
1755.690,0.18,
1754.651,0.1591,
1753.611,0.1371,
1752.571,0.1231,
1751.532,0.103,
1750.492,0.102,
1749.452,0.103,
1748.413,0.107,
1747.373,0.113,
1746.333,0.116,
1745.294,0.125,
1744.254,0.126,
1743.214,0.129,
1742.175,0.129,
1741.135,0.123,
1740.096,0.105,
1739.056,0.096,
1738.016,0.085,
1736.977,0.074,
1735.937,0.062,
1734.897,0.051,
1733.858,0.039,
1732.818,0.032,
1731.778,0.021,
1730.739,0.012,
1729.699,0.007,
1728.660,0.006,
1727.620,0.004,
1726.580,0.004,
1725.541,0.004,
1724.501,0.003,
1723.461,0.003,
1722.422,0.003,
1721.382,0.003,
1720.342,0.003,
1719.303,0.003,
1718.263,0.001,
1717.223,0.001,
1716.184,0.001,
1715.144,0.001,
1714.105,0.001,
1713.065,0.001,
1712.025,0.003,
1710.986,0.004,
1709.946,0.01,
1708.906,0.019,
1707.867,0.038,
1706.827,0.062,
1705.787,0.093,
1704.748,0.114,
1703.708,0.126,
1702.669,0.1769,
1701.629,0.2179,
1700.589,0.2588,
1699.550,0.29,
1698.510,0.325,
1697.470,0.35,
1696.431,0.376,
1695.391,0.392,
1694.351,0.406,
1693.312,0.417,
1692.272,0.429,
1691.232,0.4439,
1690.193,0.4549,
1689.153,0.461,
1688.114,0.466,
1687.074,0.472,
1686.034,0.475,
1684.995,0.478,
1683.955,0.478,
1682.915,0.477,
1681.876,0.475,
1680.836,0.477,
1679.796,0.4949,
1678.757,0.504,
1677.717,0.513,
1676.678,0.532,
1675.638,0.553,
1674.598,0.582,
1673.559,0.602,
1672.519,0.613,
1671.479,0.629,
1670.440,0.6479,
1669.400,0.6619,
1668.360,0.666,
1667.321,0.675,
1666.281,0.685,
1665.241,0.689,
1664.202,0.697,
1663.162,0.701,
1662.123,0.707,
1661.083,0.712,
1660.043,0.718,
1659.004,0.721,
1657.964,0.723,
1656.924,0.724,
1655.885,0.729,
1654.845,0.732,
1653.805,0.74,
1652.766,0.741,
1651.726,0.744,
1650.687,0.747,
1649.647,0.75,
1648.607,0.753,
1647.568,0.755,
1646.528,0.758,
1645.488,0.762,
1644.449,0.762,
1643.409,0.766,
1642.369,0.767,
1641.330,0.77,
1640.290,0.772,
1639.250,0.773,
1638.211,0.775,
1637.171,0.775,
1636.132,0.776,
1635.092,0.778,
1634.052,0.778,
1633.013,0.781,
1631.973,0.781,
1630.933,0.782,
1629.894,0.784,
1628.854,0.784,
1627.814,0.784,
1626.775,0.784,
1625.735,0.782,
1624.696,0.782,
1623.656,0.782,
1622.616,0.781,
1621.577,0.781,
1620.537,0.781,
1619.497,0.781,
1618.458,0.781,
1617.418,0.781,
1616.378,0.781,
1615.339,0.781,
1614.299,0.782,
1613.259,0.782,
1612.220,0.782,
1611.180,0.782,
1610.141,0.782,
1609.101,0.784,
1608.061,0.784,
1607.022,0.785,
1605.982,0.785,
1604.942,0.785,
1603.903,0.785,
1602.863,0.784,
1601.823,0.782,
1600.784,0.781,
1599.744,0.779,
1598.705,0.778,
1597.665,0.776,
1596.625,0.773,
1595.586,0.773,
1594.546,0.77,
1593.506,0.769,
1592.467,0.767,
1591.427,0.766,
1590.387,0.764,
1589.348,0.762,
1588.308,0.762,
1587.268,0.761,
1586.229,0.758,
1585.189,0.755,
1584.150,0.752,
1583.110,0.75,
1582.070,0.747,
1581.031,0.743,
1579.991,0.741,
1578.951,0.74,
1577.912,0.738,
1576.872,0.737,
1575.832,0.737,
1574.793,0.735,
1573.753,0.735,
1572.714,0.735,
1571.674,0.735,
1570.634,0.735,
1569.595,0.735,
1568.555,0.735,
1567.515,0.735,
1566.476,0.735,
1565.436,0.735,
1564.396,0.735,
1563.357,0.737,
1562.317,0.738,
1561.277,0.74,
1560.238,0.741,
1559.198,0.746,
1558.159,0.75,
1557.119,0.753,
1556.079,0.756,
1555.040,0.759,
1554.000,0.761,
1552.960,0.762,
1551.921,0.764,
1550.881,0.764,
1549.841,0.764,
1548.802,0.764,
1547.762,0.764,
1546.723,0.764,
1545.683,0.764,
1544.643,0.762,
1543.604,0.761,
1542.564,0.758,
1541.524,0.756,
1540.485,0.752,
1539.445,0.744,
1538.405,0.743,
1537.366,0.74,
1536.326,0.735,
1535.286,0.732,
1534.247,0.73,
1533.207,0.729,
1532.168,0.727,
1531.128,0.726,
1530.088,0.724,
1529.049,0.724,
1528.009,0.723,
1526.969,0.723,
1525.930,0.721,
1524.890,0.721,
1523.850,0.721,
1522.811,0.72,
1521.771,0.72,
1520.732,0.718,
1519.692,0.718,
1518.652,0.717,
1517.613,0.712,
1516.573,0.711,
1515.533,0.709,
1514.494,0.707,
1513.454,0.707,
1512.414,0.704,
1511.375,0.703,
1510.335,0.701,
1509.295,0.7,
1508.256,0.697,
1507.216,0.695,
1506.177,0.692,
1505.137,0.691,
1504.097,0.689,
1503.058,0.689,
1502.018,0.686,
1500.978,0.683,
1499.939,0.68,
1498.899,0.677,
1497.859,0.674,
1496.820,0.671,
1495.780,0.666,
1494.741,0.666,
1493.701,0.663,
1492.661,0.662,
1491.622,0.655,
1490.582,0.651,
1489.542,0.643,
1488.503,0.64,
1487.463,0.634,
1486.423,0.629,
1485.384,0.625,
1484.344,0.62,
1483.304,0.616,
1482.265,0.611,
1481.225,0.607,
1480.186,0.602,
1479.146,0.597,
1478.106,0.593,
1477.067,0.588,
1476.027,0.585,
1474.987,0.581,
1473.948,0.576,
1472.908,0.568,
1471.868,0.561,
1470.829,0.553,
1469.789,0.547,
1468.750,0.538,
1467.710,0.529,
1466.670,0.519,
1465.631,0.507,
1464.591,0.478,
1463.551,0.466,
1462.512,0.458,
1461.472,0.443,
1460.432,0.428,
1459.393,0.415,
1458.353,0.402,
1457.313,0.388,
1456.274,0.371,
1455.234,0.357,
1454.195,0.345,
1453.155,0.333,
1452.115,0.318,
1451.076,0.3011,
1450.036,0.285,
1448.996,0.269,
1447.957,0.252,
1446.917,0.238,
1445.877,0.224,
1444.838,0.214,
1443.798,0.197,
1442.759,0.191,
1441.719,0.178,
1440.679,0.174,
1439.640,0.166,
1438.600,0.163,
1437.560,0.163,
1436.521,0.162,
1435.481,0.16,
1434.441,0.16,
1433.402,0.162,
1432.362,0.171,
1431.322,0.175,
1430.283,0.183,
1429.243,0.185,
1428.204,0.185,
1427.164,0.181,
1426.124,0.18,
1425.085,0.174,
1424.045,0.165,
1423.005,0.162,
1421.966,0.159,
1420.926,0.154,
1419.886,0.152,
1418.847,0.154,
1417.807,0.159,
1416.768,0.169,
1415.728,0.183,
1414.688,0.201,
1413.649,0.215,
1412.609,0.226,
1411.569,0.247,
1410.530,0.264,
1409.490,0.2819,
1408.450,0.296,
1407.411,0.313,
1406.371,0.325,
1405.331,0.337,
1404.292,0.345,
1403.252,0.353,
1402.213,0.357,
1401.173,0.368,
1400.133,0.376,
1399.094,0.379,
1398.054,0.382,
1397.014,0.385,
1395.975,0.385,
1394.935,0.385,
1393.895,0.382,
1392.856,0.379,
1391.816,0.374,
1390.777,0.363,
1389.737,0.348,
1388.697,0.34,
1387.658,0.331,
1386.618,0.319,
1385.578,0.307,
1384.539,0.29,
1383.499,0.273,
1382.459,0.255,
1381.420,0.232,
1380.380,0.214,
1379.340,0.1891,
1378.301,0.1651,
1377.261,0.1399,
1376.222,0.117,
1375.182,0.096,
1374.142,0.076,
1373.103,0.058,
1372.063,0.042,
1371.023,0.029,
1369.984,0.018,
1368.944,0.009,
1367.904,0.007,
1366.865,0.006,
1365.825,0.004,
1364.786,0.004,
1363.746,0.003,
1362.706,0.003,
1361.667,0.001,
1360.627,0.001,
1359.587,0.001,
1358.548,0.003,
1357.508,0.004,
1356.468,0.007,
1355.429,0.015,
1354.389,0.029,
1353.349,0.042,
1352.310,0.053,
1351.270,0.093,
1350.231,0.129,
1349.191,0.168,
1348.151,0.2089,
1347.112,0.2369,
1346.072,0.2721,
1345.032,0.3011,
1343.993,0.336,
1342.953,0.36,
1341.913,0.386,
1340.874,0.414,
1339.834,0.443,
1338.795,0.455,
1337.755,0.4779,
1336.715,0.493,
1335.676,0.503,
1334.636,0.51,
1333.596,0.527,
1332.557,0.541,
1331.517,0.553,
1330.477,0.568,
1329.438,0.574,
1328.398,0.577,
1327.358,0.584,
1326.319,0.591,
1325.279,0.6051,
1324.240,0.625,
1323.200,0.639,
1322.160,0.649,
1321.121,0.663,
1320.081,0.672,
1319.041,0.683,
1318.002,0.691,
1316.962,0.7,
1315.922,0.711,
1314.883,0.72,
1313.843,0.727,
1312.804,0.738,
1311.764,0.744,
1310.724,0.755,
1309.685,0.762,
1308.645,0.77,
1307.605,0.776,
1306.566,0.782,
1305.526,0.788,
1304.486,0.795,
1303.447,0.801,
1302.407,0.807,
1301.367,0.808,
1300.328,0.818,
1299.288,0.824,
1298.249,0.827,
1297.209,0.828,
1296.169,0.83,
1295.130,0.831,
1294.090,0.834,
1293.050,0.839,
1292.011,0.84,
1290.971,0.844,
1289.931,0.848,
1288.892,0.851,
1287.852,0.851,
1286.813,0.853,
1285.773,0.856,
1284.733,0.857,
1283.694,0.859,
1282.654,0.862,
1281.614,0.862,
1280.575,0.863,
1279.535,0.863,
1278.495,0.865,
1277.456,0.865,
1276.416,0.865,
1275.376,0.865,
1274.337,0.863,
1273.297,0.862,
1272.258,0.86,
1271.218,0.859,
1270.178,0.856,
1269.139,0.853,
1268.099,0.847,
1267.059,0.844,
1266.020,0.84,
1264.980,0.84,
1263.940,0.837,
1262.901,0.834,
1261.861,0.833,
1260.822,0.83,
1259.782,0.822,
1258.742,0.819,
1257.703,0.814,
1256.663,0.81,
1255.623,0.807,
1254.584,0.799,
1253.544,0.792,
1252.504,0.787,
1251.465,0.776,
1250.425,0.766,
1249.385,0.755,
1248.346,0.744,
1247.306,0.733,
1246.267,0.723,
1245.227,0.707,
1244.187,0.695,
1243.148,0.6721,
1242.108,0.6619,
1241.068,0.6369,
1240.029,0.6139,
1238.989,0.584,
1237.949,0.561,
1236.910,0.532,
1235.870,0.5,
1234.831,0.4171,
1233.791,0.3771,
1232.751,0.3371,
1231.712,0.2639,
1230.672,0.2169,
1229.632,0.1649,
1228.593,0.114,
1227.553,0.073,
1226.513,0.044,
1225.474,0.015,
1224.434,0.004,
1223.394,0.003,
1222.355,0.003,
1221.315,0.001,
1220.276,0.001,
1219.236,0.001,
1218.196,0.001,
1217.157,0.001,
1216.117,0.001,
1215.077,0.003,
1214.038,0.024,
1212.998,0.05,
