,cyclohexanone_3um,
Wavenumbers [1/cm],Absorbance,
3231.000,0.0779,
3230.000,0.0778,
3229.000,0.0778,
3228.000,0.0777,
3227.000,0.0777,
3226.000,0.0776,
3225.000,0.0776,
3224.000,0.0775,
3223.000,0.0775,
3222.000,0.0775,
3221.000,0.0774,
3220.000,0.0774,
3219.000,0.0773,
3218.000,0.0773,
3217.000,0.0772,
3216.000,0.0772,
3215.000,0.0771,
3214.000,0.077,
3213.000,0.077,
3212.000,0.0769,
3211.000,0.0768,
3210.000,0.0767,
3209.000,0.0766,
3208.000,0.0766,
3207.000,0.0765,
3206.000,0.0764,
3205.000,0.0763,
3204.000,0.0763,
3203.000,0.0762,
3202.000,0.0761,
3201.000,0.0761,
3200.000,0.076,
3199.000,0.0759,
3198.000,0.0759,
3197.000,0.0758,
3196.000,0.0758,
3195.000,0.0758,
3194.000,0.0757,
3193.000,0.0757,
3192.000,0.0757,
3191.000,0.0757,
3190.000,0.0757,
3189.000,0.0758,
3188.000,0.0758,
3187.000,0.0758,
3186.000,0.0759,
3185.000,0.0759,
3184.000,0.076,
3183.000,0.0761,
3182.000,0.0762,
3181.000,0.0763,
3180.000,0.0764,
3179.000,0.0765,
3178.000,0.0766,
3177.000,0.0766,
3176.000,0.0767,
3175.000,0.0768,
3174.000,0.0769,
3173.000,0.0769,
3172.000,0.077,
3171.000,0.0771,
3170.000,0.0771,
3169.000,0.0772,
3168.000,0.0772,
3167.000,0.0773,
3166.000,0.0773,
3165.000,0.0773,
3164.000,0.0774,
3163.000,0.0774,
3162.000,0.0775,
3161.000,0.0775,
3160.000,0.0776,
3159.000,0.0777,
3158.000,0.0778,
3157.000,0.0779,
3156.000,0.078,
3155.000,0.0781,
3154.000,0.0782,
3153.000,0.0784,
3152.000,0.0785,
3151.000,0.0786,
3150.000,0.0788,
3149.000,0.0789,
3148.000,0.079,
3147.000,0.0791,
3146.000,0.0792,
3145.000,0.0793,
3144.000,0.0794,
3143.000,0.0796,
3142.000,0.0797,
3141.000,0.0798,
3140.000,0.0799,
3139.000,0.08,
3138.000,0.0801,
3137.000,0.0802,
3136.000,0.0802,
3135.000,0.0803,
3134.000,0.0804,
3133.000,0.0805,
3132.000,0.0806,
3131.000,0.0807,
3130.000,0.0808,
3129.000,0.0808,
3128.000,0.0809,
3127.000,0.081,
3126.000,0.081,
3125.000,0.0811,
3124.000,0.0811,
3123.000,0.0812,
3122.000,0.0813,
3121.000,0.0813,
3120.000,0.0814,
3119.000,0.0814,
3118.000,0.0815,
3117.000,0.0815,
3116.000,0.0815,
3115.000,0.0815,
3114.000,0.0815,
3113.000,0.0815,
3112.000,0.0816,
3111.000,0.0816,
3110.000,0.0817,
3109.000,0.0817,
3108.000,0.0818,
3107.000,0.0818,
3106.000,0.0818,
3105.000,0.0819,
3104.000,0.0819,
3103.000,0.082,
3102.000,0.082,
3101.000,0.0821,
3100.000,0.0822,
3099.000,0.0823,
3098.000,0.0824,
3097.000,0.0826,
3096.000,0.0827,
3095.000,0.0828,
3094.000,0.083,
3093.000,0.0831,
3092.000,0.0833,
3091.000,0.0835,
3090.000,0.0838,
3089.000,0.084,
3088.000,0.0842,
3087.000,0.0844,
3086.000,0.0847,
3085.000,0.0849,
3084.000,0.0852,
3083.000,0.0854,
3082.000,0.0857,
3081.000,0.086,
3080.000,0.0863,
3079.000,0.0866,
3078.000,0.0868,
3077.000,0.0871,
3076.000,0.0875,
3075.000,0.0878,
3074.000,0.0882,
3073.000,0.0886,
3072.000,0.089,
3071.000,0.0895,
3070.000,0.09,
3069.000,0.0905,
3068.000,0.0911,
3067.000,0.0917,
3066.000,0.0923,
3065.000,0.0929,
3064.000,0.0935,
3063.000,0.0941,
3062.000,0.0946,
3061.000,0.0952,
3060.000,0.0957,
3059.000,0.0962,
3058.000,0.0966,
3057.000,0.0971,
3056.000,0.0974,
3055.000,0.0978,
3054.000,0.0982,
3053.000,0.0985,
3052.000,0.0988,
3051.000,0.099,
3050.000,0.0992,
3049.000,0.0994,
3048.000,0.0996,
3047.000,0.0998,
3046.000,0.1,
3045.000,0.1002,
3044.000,0.1005,
3043.000,0.1008,
3042.000,0.1012,
3041.000,0.1017,
3040.000,0.1022,
3039.000,0.1028,
3038.000,0.1034,
3037.000,0.1041,
3036.000,0.105,
3035.000,0.1058,
3034.000,0.1068,
3033.000,0.1077,
3032.000,0.1087,
3031.000,0.1097,
3030.000,0.1107,
3029.000,0.1117,
3028.000,0.1127,
3027.000,0.1137,
3026.000,0.1146,
3025.000,0.1155,
3024.000,0.1165,
3023.000,0.1174,
3022.000,0.1182,
3021.000,0.1191,
3020.000,0.12,
3019.000,0.1209,
3018.000,0.1218,
3017.000,0.1227,
3016.000,0.1237,
3015.000,0.1247,
3014.000,0.1258,
3013.000,0.1269,
3012.000,0.1281,
3011.000,0.1294,
3010.000,0.1308,
3009.000,0.1324,
3008.000,0.134,
3007.000,0.1358,
3006.000,0.1378,
3005.000,0.14,
3004.000,0.1423,
3003.000,0.1449,
3002.000,0.1477,
3001.000,0.1507,
3000.000,0.154,
2999.000,0.1575,
2998.000,0.1614,
2997.000,0.1657,
2996.000,0.1703,
2995.000,0.1753,
2994.000,0.1808,
2993.000,0.1868,
2992.000,0.1934,
2991.000,0.2006,
2990.000,0.2084,
2989.000,0.2171,
2988.000,0.2266,
2987.000,0.237,
2986.000,0.2484,
2985.000,0.2609,
2984.000,0.2746,
2983.000,0.2896,
2982.000,0.3061,
2981.000,0.3241,
2980.000,0.344,
2979.000,0.3658,
2978.000,0.3898,
2977.000,0.4163,
2976.000,0.4453,
2975.000,0.4773,
2974.000,0.5123,
2973.000,0.5506,
2972.000,0.5923,
2971.000,0.6375,
2970.000,0.6862,
2969.000,0.7381,
2968.000,0.793,
2967.000,0.8506,
2966.000,0.9107,
2965.000,0.9728,
2964.000,1.0364,
2963.000,1.1007,
2962.000,1.1649,
2961.000,1.2279,
2960.000,1.2885,
2959.000,1.3459,
2958.000,1.3993,
2957.000,1.4483,
2956.000,1.493,
2955.000,1.5343,
2954.000,1.5734,
2953.000,1.6113,
2952.000,1.6488,
2951.000,1.6869,
2950.000,1.7268,
2949.000,1.7693,
2948.000,1.8146,
2947.000,1.862,
2946.000,1.9101,
2945.000,1.9566,
2944.000,1.9996,
2943.000,2.038,
2942.000,2.0714,
2941.000,2.0993,
2940.000,2.1213,
2939.000,2.1381,
2938.000,2.1494,
2937.000,2.1534,
2936.000,2.1489,
2935.000,2.1364,
2934.000,2.1159,
2933.000,2.0865,
2932.000,2.0478,
2931.000,2.0002,
2930.000,1.9449,
2929.000,1.8824,
2928.000,1.8146,
2927.000,1.7442,
2926.000,1.6735,
2925.000,1.6038,
2924.000,1.5357,
2923.000,1.4692,
2922.000,1.4044,
2921.000,1.3411,
2920.000,1.2793,
2919.000,1.2193,
2918.000,1.1618,
2917.000,1.1072,
2916.000,1.0562,
2915.000,1.0094,
2914.000,0.967,
2913.000,0.9293,
2912.000,0.8963,
2911.000,0.8676,
2910.000,0.8431,
2909.000,0.822,
2908.000,0.8035,
2907.000,0.7868,
2906.000,0.7714,
2905.000,0.7566,
2904.000,0.7419,
2903.000,0.7273,
2902.000,0.7127,
2901.000,0.6983,
2900.000,0.6843,
2899.000,0.6711,
2898.000,0.6587,
2897.000,0.6473,
2896.000,0.6368,
2895.000,0.6273,
2894.000,0.6187,
2893.000,0.6109,
2892.000,0.6039,
2891.000,0.5976,
2890.000,0.592,
2889.000,0.5875,
2888.000,0.5842,
2887.000,0.5825,
2886.000,0.5827,
2885.000,0.585,
2884.000,0.5897,
2883.000,0.5967,
2882.000,0.6061,
2881.000,0.6178,
2880.000,0.632,
2879.000,0.6486,
2878.000,0.668,
2877.000,0.6905,
2876.000,0.7162,
2875.000,0.7455,
2874.000,0.7788,
2873.000,0.816,
2872.000,0.8573,
2871.000,0.9026,
2870.000,0.9516,
2869.000,1.0034,
2868.000,1.0565,
2867.000,1.1087,
2866.000,1.1572,
2865.000,1.1985,
2864.000,1.229,
2863.000,1.2456,
2862.000,1.2466,
2861.000,1.2318,
2860.000,1.2024,
2859.000,1.1607,
2858.000,1.1094,
2857.000,1.0511,
2856.000,0.988,
2855.000,0.9222,
2854.000,0.8556,
2853.000,0.7899,
2852.000,0.7265,
2851.000,0.6667,
2850.000,0.6112,
2849.000,0.5606,
2848.000,0.5151,
2847.000,0.4746,
2846.000,0.4389,
2845.000,0.4076,
2844.000,0.3805,
2843.000,0.3571,
2842.000,0.337,
2841.000,0.3198,
2840.000,0.3053,
2839.000,0.2931,
2838.000,0.283,
2837.000,0.2747,
2836.000,0.2681,
2835.000,0.2628,
2834.000,0.2587,
2833.000,0.2555,
2832.000,0.2529,
2831.000,0.2508,
2830.000,0.2488,
2829.000,0.2467,
2828.000,0.2443,
2827.000,0.2413,
2826.000,0.2378,
2825.000,0.2335,
2824.000,0.2284,
2823.000,0.2228,
2822.000,0.2167,
2821.000,0.2103,
2820.000,0.2037,
2819.000,0.1971,
2818.000,0.1907,
2817.000,0.1845,
2816.000,0.1787,
2815.000,0.1733,
2814.000,0.1684,
2813.000,0.1639,
2812.000,0.1599,
2811.000,0.1564,
2810.000,0.1531,
2809.000,0.1502,
2808.000,0.1475,
2807.000,0.145,
2806.000,0.1428,
2805.000,0.1408,
2804.000,0.1393,
2803.000,0.138,
2802.000,0.1372,
2801.000,0.1367,
2800.000,0.1365,
2799.000,0.1364,
2798.000,0.1363,
2797.000,0.1358,
2796.000,0.1351,
2795.000,0.1338,
2794.000,0.1321,
2793.000,0.1299,
2792.000,0.1275,
2791.000,0.125,
2790.000,0.1224,
2789.000,0.12,
2788.000,0.1177,
2787.000,0.1157,
2786.000,0.1138,
2785.000,0.1122,
2784.000,0.1108,
2783.000,0.1095,
2782.000,0.1085,
2781.000,0.1076,
2780.000,0.1068,
2779.000,0.1061,
2778.000,0.1054,
2777.000,0.1048,
2776.000,0.1041,
2775.000,0.1034,
2774.000,0.1027,
2773.000,0.102,
2772.000,0.1013,
2771.000,0.1006,
2770.000,0.1001,
2769.000,0.0996,
2768.000,0.0992,
2767.000,0.0989,
2766.000,0.0986,
2765.000,0.0984,
2764.000,0.0981,
2763.000,0.0979,
2762.000,0.0975,
2761.000,0.0971,
2760.000,0.0965,
2759.000,0.0957,
2758.000,0.0948,
2757.000,0.0938,
2756.000,0.0927,
2755.000,0.0916,
2754.000,0.0906,
2753.000,0.0896,
2752.000,0.0887,
2751.000,0.088,
2750.000,0.0873,
2749.000,0.0868,
2748.000,0.0863,
2747.000,0.0859,
2746.000,0.0856,
2745.000,0.0853,
2744.000,0.085,
2743.000,0.0848,
2742.000,0.0846,
2741.000,0.0844,
2740.000,0.0843,
2739.000,0.0842,
2738.000,0.0841,
2737.000,0.0841,
2736.000,0.0841,
2735.000,0.084,
2734.000,0.084,
2733.000,0.0839,
2732.000,0.0838,
2731.000,0.0837,
2730.000,0.0835,
2729.000,0.0833,
2728.000,0.083,
2727.000,0.0828,
2726.000,0.0825,
2725.000,0.0823,
2724.000,0.0821,
2723.000,0.0819,
2722.000,0.0818,
2721.000,0.0818,
2720.000,0.0818,
2719.000,0.0818,
2718.000,0.0819,
2717.000,0.0821,
2716.000,0.0822,
2715.000,0.0822,
2714.000,0.0823,
2713.000,0.0823,
2712.000,0.0823,
2711.000,0.0823,
2710.000,0.0823,
2709.000,0.0824,
2708.000,0.0824,
2707.000,0.0825,
2706.000,0.0826,
2705.000,0.0828,
2704.000,0.0829,
2703.000,0.0831,
2702.000,0.0833,
2701.000,0.0835,
2700.000,0.0838,
2699.000,0.0841,
2698.000,0.0845,
2697.000,0.0848,
2696.000,0.0852,
2695.000,0.0856,
2694.000,0.0861,
2693.000,0.0865,
2692.000,0.087,
2691.000,0.0876,
2690.000,0.0882,
2689.000,0.089,
2688.000,0.09,
2687.000,0.0912,
2686.000,0.0927,
2685.000,0.0944,
2684.000,0.0964,
2683.000,0.0987,
2682.000,0.1013,
2681.000,0.1041,
2680.000,0.1071,
2679.000,0.1101,
2678.000,0.113,
2677.000,0.1156,
2676.000,0.1178,
2675.000,0.1194,
2674.000,0.1206,
2673.000,0.1214,
2672.000,0.122,
2671.000,0.1223,
2670.000,0.1223,
2669.000,0.1219,
2668.000,0.1209,
2667.000,0.1192,
2666.000,0.117,
2665.000,0.1143,
2664.000,0.1114,
2663.000,0.1086,
2662.000,0.1059,
2661.000,0.1037,
2660.000,0.1018,
2659.000,0.1004,
2658.000,0.0993,
2657.000,0.0986,
2656.000,0.0981,
2655.000,0.0979,
2654.000,0.0978,
2653.000,0.0977,
2652.000,0.0977,
2651.000,0.0976,
2650.000,0.0974,
2649.000,0.0971,
2648.000,0.0967,
2647.000,0.0961,
2646.000,0.0954,
2645.000,0.0945,
2644.000,0.0934,
2643.000,0.0923,
2642.000,0.0911,
2641.000,0.0898,
2640.000,0.0886,
2639.000,0.0875,
2638.000,0.0864,
2637.000,0.0855,
2636.000,0.0846,
2635.000,0.0839,
2634.000,0.0833,
2633.000,0.0829,
2632.000,0.0825,
2631.000,0.0822,
2630.000,0.0821,
2629.000,0.082,
2628.000,0.082,
2627.000,0.0821,
2626.000,0.0823,
2625.000,0.0826,
2624.000,0.0829,
2623.000,0.0833,
2622.000,0.0838,
2621.000,0.0843,
2620.000,0.0848,
2619.000,0.0853,
2618.000,0.0859,
2617.000,0.0864,
2616.000,0.0869,
2615.000,0.0874,
2614.000,0.0877,
2613.000,0.0881,
2612.000,0.0883,
2611.000,0.0884,
2610.000,0.0884,
2609.000,0.0883,
2608.000,0.0879,
2607.000,0.0874,
2606.000,0.0867,
2605.000,0.0859,
2604.000,0.0851,
2603.000,0.0843,
2602.000,0.0835,
2601.000,0.0828,
2600.000,0.0821,
2599.000,0.0815,
2598.000,0.081,
2597.000,0.0806,
2596.000,0.0803,
2595.000,0.08,
2594.000,0.0799,
2593.000,0.0798,
2592.000,0.0798,
2591.000,0.0798,
2590.000,0.0798,
2589.000,0.0799,
2588.000,0.08,
2587.000,0.0802,
2586.000,0.0802,
2585.000,0.0803,
2584.000,0.0803,
2583.000,0.0804,
2582.000,0.0803,
2581.000,0.0803,
2580.000,0.0803,
2579.000,0.0804,
2578.000,0.0804,
2577.000,0.0805,
2576.000,0.0806,
2575.000,0.0807,
2574.000,0.0808,
2573.000,0.0809,
2572.000,0.081,
2571.000,0.0811,
2570.000,0.0811,
2569.000,0.0811,
2568.000,0.0811,
2567.000,0.081,
2566.000,0.0808,
2565.000,0.0806,
2564.000,0.0804,
2563.000,0.0801,
2562.000,0.0798,
2561.000,0.0794,
2560.000,0.0791,
2559.000,0.0787,
2558.000,0.0784,
2557.000,0.0781,
2556.000,0.0779,
2555.000,0.0777,
2554.000,0.0775,
2553.000,0.0774,
2552.000,0.0773,
2551.000,0.0773,
2550.000,0.0773,
2549.000,0.0773,
2548.000,0.0774,
2547.000,0.0776,
2546.000,0.0777,
2545.000,0.0779,
2544.000,0.0781,
2543.000,0.0783,
2542.000,0.0785,
2541.000,0.0786,
2540.000,0.0788,
2539.000,0.0789,
2538.000,0.079,
2537.000,0.0792,
2536.000,0.0793,
2535.000,0.0794,
2534.000,0.0795,
2533.000,0.0796,
2532.000,0.0797,
2531.000,0.0797,
2530.000,0.0797,
2529.000,0.0797,
2528.000,0.0796,
2527.000,0.0795,
2526.000,0.0794,
2525.000,0.0793,
2524.000,0.0792,
2523.000,0.079,
2522.000,0.0787,
2521.000,0.0784,
2520.000,0.078,
2519.000,0.0776,
2518.000,0.0772,
2517.000,0.0767,
2516.000,0.0763,
2515.000,0.0759,
2514.000,0.0756,
2513.000,0.0752,
2512.000,0.075,
2511.000,0.0747,
2510.000,0.0744,
2509.000,0.0742,
2508.000,0.074,
2507.000,0.0739,
2506.000,0.0738,
2505.000,0.0736,
2504.000,0.0735,
2503.000,0.0735,
2502.000,0.0734,
2501.000,0.0733,
2500.000,0.0732,
2499.000,0.0732,
2498.000,0.0731,
2497.000,0.0731,
2496.000,0.0731,
2495.000,0.0731,
2494.000,0.0732,
2493.000,0.0732,
2492.000,0.0732,
2491.000,0.0733,
2490.000,0.0733,
2489.000,0.0734,
2488.000,0.0735,
2487.000,0.0735,
2486.000,0.0736,
2485.000,0.0737,
2484.000,0.0738,
2483.000,0.0739,
2482.000,0.074,
2481.000,0.0741,
2480.000,0.0742,
2479.000,0.0742,
2478.000,0.0743,
2477.000,0.0744,
2476.000,0.0746,
2475.000,0.0747,
2474.000,0.075,
2473.000,0.0752,
2472.000,0.0755,
2471.000,0.0759,
2470.000,0.0762,
2469.000,0.0766,
2468.000,0.0769,
2467.000,0.0772,
2466.000,0.0774,
2465.000,0.0775,
2464.000,0.0775,
2463.000,0.0775,
2462.000,0.0774,
2461.000,0.0772,
2460.000,0.0771,
2459.000,0.0769,
2458.000,0.0768,
2457.000,0.0767,
2456.000,0.0766,
2455.000,0.0765,
2454.000,0.0765,
2453.000,0.0765,
2452.000,0.0765,
2451.000,0.0765,
2450.000,0.0764,
2449.000,0.0764,
2448.000,0.0763,
2447.000,0.0761,
2446.000,0.076,
2445.000,0.0759,
2444.000,0.0758,
2443.000,0.0756,
2442.000,0.0755,
2441.000,0.0754,
2440.000,0.0753,
2439.000,0.0753,
2438.000,0.0752,
2437.000,0.0751,
2436.000,0.0751,
2435.000,0.0751,
2434.000,0.0752,
2433.000,0.0753,
2432.000,0.0755,
2431.000,0.0758,
2430.000,0.0762,
2429.000,0.0765,
2428.000,0.0768,
2427.000,0.0772,
2426.000,0.0774,
2425.000,0.0776,
2424.000,0.0777,
2423.000,0.0777,
2422.000,0.0777,
2421.000,0.0777,
2420.000,0.0776,
2419.000,0.0775,
2418.000,0.0774,
2417.000,0.0771,
2416.000,0.0769,
2415.000,0.0766,
2414.000,0.0762,
2413.000,0.0759,
2412.000,0.0756,
2411.000,0.0754,
2410.000,0.0752,
2409.000,0.0749,
2408.000,0.0747,
2407.000,0.0745,
2406.000,0.0743,
2405.000,0.0741,
2404.000,0.0739,
2403.000,0.0737,
2402.000,0.0736,
2401.000,0.0735,
2400.000,0.0735,
2399.000,0.0735,
2398.000,0.0735,
2397.000,0.0735,
2396.000,0.0735,
2395.000,0.0736,
2394.000,0.0736,
2393.000,0.0737,
2392.000,0.0738,
2391.000,0.0739,
2390.000,0.074,
2389.000,0.0742,
2388.000,0.0743,
2387.000,0.0745,
2386.000,0.0747,
2385.000,0.0748,
2384.000,0.075,
2383.000,0.0751,
2382.000,0.0753,
2381.000,0.0754,
2380.000,0.0755,
2379.000,0.0756,
2378.000,0.0758,
2377.000,0.0759,
2376.000,0.0761,
2375.000,0.0763,
2374.000,0.0764,
2373.000,0.0765,
2372.000,0.0765,
2371.000,0.0765,
2370.000,0.0765,
2369.000,0.0765,
2368.000,0.0765,
2367.000,0.0766,
2366.000,0.0767,
2365.000,0.0768,
2364.000,0.0769,
2363.000,0.0771,
2362.000,0.0773,
2361.000,0.0774,
2360.000,0.0775,
2359.000,0.0775,
2358.000,0.0776,
2357.000,0.0777,
2356.000,0.0778,
2355.000,0.078,
2354.000,0.0783,
2353.000,0.0789,
2352.000,0.0795,
2351.000,0.0799,
2350.000,0.0799,
2349.000,0.0793,
2348.000,0.0782,
2347.000,0.0771,
2346.000,0.0768,
2345.000,0.0775,
2344.000,0.0784,
2343.000,0.0789,
2342.000,0.0788,
2341.000,0.0785,
2340.000,0.0784,
2339.000,0.0783,
2338.000,0.0784,
2337.000,0.0784,
2336.000,0.0784,
2335.000,0.0783,
2334.000,0.0783,
2333.000,0.0783,
2332.000,0.0785,
2331.000,0.0788,
2330.000,0.0792,
2329.000,0.0794,
2328.000,0.0795,
2327.000,0.0793,
2326.000,0.0789,
2325.000,0.0785,
2324.000,0.0781,
2323.000,0.0779,
2322.000,0.0776,
2321.000,0.0774,
2320.000,0.0772,
2319.000,0.0769,
2318.000,0.0767,
2317.000,0.0764,
2316.000,0.0761,
2315.000,0.0759,
2314.000,0.0759,
2313.000,0.0759,
2312.000,0.076,
2311.000,0.076,
2310.000,0.076,
2309.000,0.0759,
2308.000,0.0758,
2307.000,0.0757,
2306.000,0.0756,
2305.000,0.0755,
2304.000,0.0755,
2303.000,0.0755,
2302.000,0.0756,
2301.000,0.0757,
2300.000,0.0758,
2299.000,0.0759,
2298.000,0.076,
2297.000,0.0762,
2296.000,0.0764,
2295.000,0.0765,
2294.000,0.0767,
2293.000,0.0767,
2292.000,0.0767,
2291.000,0.0767,
2290.000,0.0766,
2289.000,0.0764,
2288.000,0.0762,
2287.000,0.0759,
2286.000,0.0756,
2285.000,0.0752,
2284.000,0.0749,
2283.000,0.0746,
2282.000,0.0744,
2281.000,0.0742,
2280.000,0.0741,
2279.000,0.0741,
2278.000,0.0741,
2277.000,0.0742,
2276.000,0.0744,
2275.000,0.0745,
2274.000,0.0747,
2273.000,0.0748,
2272.000,0.0749,
2271.000,0.0749,
2270.000,0.0749,
2269.000,0.0748,
2268.000,0.0747,
2267.000,0.0745,
2266.000,0.0743,
2265.000,0.0741,
2264.000,0.074,
2263.000,0.0739,
2262.000,0.0738,
2261.000,0.0738,
2260.000,0.0739,
2259.000,0.074,
2258.000,0.0741,
2257.000,0.0742,
2256.000,0.0743,
2255.000,0.0743,
2254.000,0.0743,
2253.000,0.0743,
2252.000,0.0742,
2251.000,0.0742,
2250.000,0.0742,
2249.000,0.0743,
2248.000,0.0744,
2247.000,0.0746,
2246.000,0.0748,
2245.000,0.075,
2244.000,0.0751,
2243.000,0.0753,
2242.000,0.0754,
2241.000,0.0755,
2240.000,0.0756,
2239.000,0.0758,
2238.000,0.0759,
2237.000,0.076,
2236.000,0.0761,
2235.000,0.0761,
2234.000,0.0762,
2233.000,0.0762,
2232.000,0.0762,
2231.000,0.0762,
2230.000,0.0762,
2229.000,0.0762,
2228.000,0.0762,
2227.000,0.0762,
2226.000,0.0762,
2225.000,0.0762,
2224.000,0.0763,
2223.000,0.0763,
2222.000,0.0763,
2221.000,0.0763,
2220.000,0.0763,
2219.000,0.0763,
2218.000,0.0764,
2217.000,0.0765,
2216.000,0.0766,
2215.000,0.0767,
2214.000,0.0768,
2213.000,0.077,
2212.000,0.0771,
2211.000,0.0772,
2210.000,0.0772,
2209.000,0.0773,
2208.000,0.0773,
2207.000,0.0773,
2206.000,0.0773,
2205.000,0.0773,
2204.000,0.0773,
2203.000,0.0774,
2202.000,0.0774,
2201.000,0.0774,
2200.000,0.0773,
2199.000,0.0772,
2198.000,0.0771,
2197.000,0.077,
2196.000,0.0769,
2195.000,0.0768,
2194.000,0.0768,
2193.000,0.0769,
2192.000,0.077,
2191.000,0.0772,
2190.000,0.0774,
2189.000,0.0777,
2188.000,0.0781,
2187.000,0.0785,
2186.000,0.0789,
2185.000,0.0794,
2184.000,0.0799,
2183.000,0.0804,
2182.000,0.081,
2181.000,0.0817,
2180.000,0.0824,
2179.000,0.0832,
2178.000,0.084,
2177.000,0.0847,
2176.000,0.0852,
2175.000,0.0854,
2174.000,0.0852,
2173.000,0.0848,
2172.000,0.0842,
2171.000,0.0835,
2170.000,0.0826,
2169.000,0.0817,
2168.000,0.0808,
2167.000,0.08,
2166.000,0.0792,
2165.000,0.0784,
2164.000,0.0777,
2163.000,0.077,
2162.000,0.0764,
2161.000,0.0759,
2160.000,0.0755,
2159.000,0.0751,
2158.000,0.0747,
2157.000,0.0744,
2156.000,0.0741,
2155.000,0.0739,
2154.000,0.0738,
2153.000,0.0736,
2152.000,0.0735,
2151.000,0.0735,
2150.000,0.0734,
2149.000,0.0734,
2148.000,0.0734,
2147.000,0.0734,
2146.000,0.0735,
2145.000,0.0735,
2144.000,0.0736,
2143.000,0.0738,
2142.000,0.0739,
2141.000,0.0742,
2140.000,0.0745,
2139.000,0.0749,
2138.000,0.0752,
2137.000,0.0756,
2136.000,0.076,
2135.000,0.0764,
2134.000,0.0767,
2133.000,0.0769,
2132.000,0.077,
2131.000,0.077,
2130.000,0.077,
2129.000,0.0768,
2128.000,0.0765,
2127.000,0.0762,
2126.000,0.0759,
2125.000,0.0755,
2124.000,0.0753,
2123.000,0.075,
2122.000,0.0748,
2121.000,0.0747,
2120.000,0.0746,
2119.000,0.0746,
2118.000,0.0746,
2117.000,0.0745,
2116.000,0.0745,
2115.000,0.0745,
2114.000,0.0745,
2113.000,0.0745,
2112.000,0.0745,
2111.000,0.0745,
2110.000,0.0746,
2109.000,0.0746,
2108.000,0.0748,
2107.000,0.0749,
2106.000,0.0751,
2105.000,0.0754,
2104.000,0.0756,
2103.000,0.0759,
2102.000,0.0763,
2101.000,0.0766,
2100.000,0.077,
2099.000,0.0773,
2098.000,0.0777,
2097.000,0.078,
2096.000,0.0783,
2095.000,0.0785,
2094.000,0.0786,
2093.000,0.0786,
2092.000,0.0786,
2091.000,0.0785,
2090.000,0.0783,
2089.000,0.0781,
2088.000,0.0779,
2087.000,0.0775,
2086.000,0.0771,
2085.000,0.0766,
2084.000,0.0762,
2083.000,0.0758,
2082.000,0.0754,
2081.000,0.0751,
2080.000,0.0749,
2079.000,0.0748,
2078.000,0.0748,
2077.000,0.0748,
2076.000,0.075,
2075.000,0.0753,
2074.000,0.0757,
2073.000,0.0763,
2072.000,0.0769,
2071.000,0.0778,
2070.000,0.0787,
2069.000,0.0797,
2068.000,0.0807,
2067.000,0.0818,
2066.000,0.0829,
2065.000,0.0839,
2064.000,0.0847,
2063.000,0.0853,
2062.000,0.0855,
2061.000,0.0853,
2060.000,0.0848,
2059.000,0.0841,
2058.000,0.0831,
2057.000,0.082,
2056.000,0.0807,
2055.000,0.0795,
2054.000,0.0783,
2053.000,0.0771,
2052.000,0.076,
2051.000,0.0751,
2050.000,0.0743,
2049.000,0.0736,
2048.000,0.0729,
2047.000,0.0724,
2046.000,0.072,
2045.000,0.0716,
2044.000,0.0713,
2043.000,0.0711,
2042.000,0.0709,
2041.000,0.0708,
2040.000,0.0708,
2039.000,0.0708,
2038.000,0.0708,
2037.000,0.0709,
2036.000,0.0709,
2035.000,0.071,
2034.000,0.0711,
2033.000,0.0712,
2032.000,0.0712,
2031.000,0.0712,
2030.000,0.0713,
2029.000,0.0713,
2028.000,0.0714,
2027.000,0.0716,
2026.000,0.0717,
2025.000,0.0719,
2024.000,0.0721,
2023.000,0.0724,
2022.000,0.0726,
2021.000,0.0728,
2020.000,0.0729,
2019.000,0.0731,
2018.000,0.0732,
2017.000,0.0733,
2016.000,0.0734,
2015.000,0.0735,
2014.000,0.0736,
2013.000,0.0736,
2012.000,0.0736,
2011.000,0.0736,
2010.000,0.0737,
2009.000,0.0737,
2008.000,0.0736,
2007.000,0.0735,
2006.000,0.0733,
2005.000,0.0731,
2004.000,0.0729,
2003.000,0.0727,
2002.000,0.0725,
2001.000,0.0723,
2000.000,0.0722,
1999.000,0.0721,
1998.000,0.0721,
1997.000,0.072,
1996.000,0.072,
1995.000,0.072,
1994.000,0.072,
1993.000,0.0721,
1992.000,0.0723,
1991.000,0.0726,
1990.000,0.0729,
1989.000,0.0732,
1988.000,0.0736,
1987.000,0.0741,
1986.000,0.0747,
1985.000,0.0753,
1984.000,0.0761,
1983.000,0.0769,
1982.000,0.0777,
1981.000,0.0786,
1980.000,0.0794,
1979.000,0.0802,
1978.000,0.0809,
1977.000,0.0815,
1976.000,0.0819,
1975.000,0.0822,
1974.000,0.0823,
1973.000,0.0822,
1972.000,0.0819,
1971.000,0.0816,
1970.000,0.0811,
1969.000,0.0807,
1968.000,0.0803,
1967.000,0.0799,
1966.000,0.0796,
1965.000,0.0793,
1964.000,0.079,
1963.000,0.0787,
1962.000,0.0785,
1961.000,0.0783,
1960.000,0.0782,
1959.000,0.0781,
1958.000,0.078,
1957.000,0.078,
1956.000,0.0781,
1955.000,0.0782,
1954.000,0.0784,
1953.000,0.0786,
