,cyclohexanone_3um,
Wavenumbers [1/cm],Absorbance,
1952.000,0.0789,
1951.000,0.0792,
1950.000,0.0794,
1949.000,0.0797,
1948.000,0.0799,
1947.000,0.0801,
1946.000,0.0802,
1945.000,0.0803,
1944.000,0.0802,
1943.000,0.08,
1942.000,0.0798,
1941.000,0.0794,
1940.000,0.0789,
1939.000,0.0782,
1938.000,0.0774,
1937.000,0.0766,
1936.000,0.076,
1935.000,0.0754,
1934.000,0.0749,
1933.000,0.0745,
1932.000,0.0742,
1931.000,0.0739,
1930.000,0.0737,
1929.000,0.0734,
1928.000,0.0732,
1927.000,0.0731,
1926.000,0.0729,
1925.000,0.0728,
1924.000,0.0728,
1923.000,0.0728,
1922.000,0.0729,
1921.000,0.0731,
1920.000,0.0732,
1919.000,0.0733,
1918.000,0.0734,
1917.000,0.0736,
1916.000,0.0739,
1915.000,0.0741,
1914.000,0.0742,
1913.000,0.0742,
1912.000,0.0743,
1911.000,0.0744,
1910.000,0.0744,
1909.000,0.0744,
1908.000,0.0745,
1907.000,0.0744,
1906.000,0.0743,
1905.000,0.0742,
1904.000,0.074,
1903.000,0.0739,
1902.000,0.0738,
1901.000,0.0737,
1900.000,0.0736,
1899.000,0.0736,
1898.000,0.0735,
1897.000,0.0734,
1896.000,0.0734,
1895.000,0.0735,
1894.000,0.0736,
1893.000,0.0737,
1892.000,0.0739,
1891.000,0.0741,
1890.000,0.0744,
1889.000,0.0748,
1888.000,0.0754,
1887.000,0.0761,
1886.000,0.0768,
1885.000,0.0775,
1884.000,0.0783,
1883.000,0.0791,
1882.000,0.08,
1881.000,0.0809,
1880.000,0.0818,
1879.000,0.0828,
1878.000,0.0837,
1877.000,0.0847,
1876.000,0.0857,
1875.000,0.0867,
1874.000,0.0876,
1873.000,0.0884,
1872.000,0.089,
1871.000,0.0895,
1870.000,0.0896,
1869.000,0.0895,
1868.000,0.0892,
1867.000,0.0885,
1866.000,0.0876,
1865.000,0.0864,
1864.000,0.0851,
1863.000,0.0838,
1862.000,0.0826,
1861.000,0.0816,
1860.000,0.0807,
1859.000,0.08,
1858.000,0.0794,
1857.000,0.0789,
1856.000,0.0785,
1855.000,0.0781,
1854.000,0.0778,
1853.000,0.0775,
1852.000,0.0773,
1851.000,0.0772,
1850.000,0.0772,
1849.000,0.0773,
1848.000,0.0775,
1847.000,0.0779,
1846.000,0.0783,
1845.000,0.0788,
1844.000,0.0794,
1843.000,0.0801,
1842.000,0.0808,
1841.000,0.0815,
1840.000,0.0821,
1839.000,0.0827,
1838.000,0.0834,
1837.000,0.0842,
1836.000,0.0851,
1835.000,0.0861,
1834.000,0.0871,
1833.000,0.0881,
1832.000,0.0891,
1831.000,0.0901,
1830.000,0.091,
1829.000,0.092,
1828.000,0.0929,
1827.000,0.0938,
1826.000,0.0947,
1825.000,0.0956,
1824.000,0.0967,
1823.000,0.098,
1822.000,0.0995,
1821.000,0.101,
1820.000,0.1028,
1819.000,0.105,
1818.000,0.1075,
1817.000,0.1105,
1816.000,0.1138,
1815.000,0.1176,
1814.000,0.1216,
1813.000,0.1261,
1812.000,0.1309,
1811.000,0.1359,
1810.000,0.1409,
1809.000,0.1453,
1808.000,0.1489,
1807.000,0.1512,
1806.000,0.152,
1805.000,0.1514,
1804.000,0.1494,
1803.000,0.1463,
1802.000,0.1424,
1801.000,0.138,
1800.000,0.1334,
1799.000,0.1287,
1798.000,0.1243,
1797.000,0.1203,
1796.000,0.1169,
1795.000,0.1141,
1794.000,0.1118,
1793.000,0.1099,
1792.000,0.1083,
1791.000,0.1074,
1790.000,0.107,
1789.000,0.1069,
1788.000,0.1069,
1787.000,0.1071,
1786.000,0.1077,
1785.000,0.1087,
1784.000,0.1103,
1783.000,0.1123,
1782.000,0.1145,
1781.000,0.117,
1780.000,0.1202,
1779.000,0.124,
1778.000,0.1283,
1777.000,0.1332,
1776.000,0.1389,
1775.000,0.1454,
1774.000,0.1531,
1773.000,0.1624,
1772.000,0.1736,
1771.000,0.1861,
1770.000,0.1988,
1769.000,0.2107,
1768.000,0.221,
1767.000,0.2286,
1766.000,0.2324,
1765.000,0.2329,
1764.000,0.2312,
1763.000,0.2285,
1762.000,0.2261,
1761.000,0.2247,
1760.000,0.2247,
1759.000,0.2261,
1758.000,0.2288,
1757.000,0.233,
1756.000,0.2391,
1755.000,0.2469,
1754.000,0.2561,
1753.000,0.2668,
1752.000,0.2787,
1751.000,0.2907,
1750.000,0.301,
1749.000,0.3084,
1748.000,0.3131,
1747.000,0.3162,
1746.000,0.3194,
1745.000,0.3242,
1744.000,0.3313,
1743.000,0.3409,
1742.000,0.3528,
1741.000,0.3669,
1740.000,0.3835,
1739.000,0.403,
1738.000,0.4246,
1737.000,0.4481,
1736.000,0.4752,
1735.000,0.5099,
1734.000,0.5569,
1733.000,0.6166,
1732.000,0.6855,
1731.000,0.7632,
1730.000,0.8552,
1729.000,0.9683,
1728.000,1.1061,
1727.000,1.2695,
1726.000,1.4595,
1725.000,1.6777,
1724.000,1.9226,
1723.000,2.189,
1722.000,2.4723,
1721.000,2.7409,
1720.000,2.9237,
1719.000,3.0226,
1718.000,3.1162,
1717.000,3.1766,
1716.000,3.1296,
1715.000,3.0997,
1714.000,3.1683,
1713.000,3.2379,
1712.000,3.1914,
1711.000,3.1509,
1710.000,3.2153,
1709.000,3.2779,
1708.000,3.1913,
1707.000,3.1116,
1706.000,3.1282,
1705.000,3.0603,
1704.000,2.8162,
1703.000,2.5405,
1702.000,2.2404,
1701.000,1.8983,
1700.000,1.5849,
1699.000,1.3456,
1698.000,1.1649,
1697.000,1.0103,
1696.000,0.8674,
1695.000,0.7442,
1694.000,0.6493,
1693.000,0.5789,
1692.000,0.5233,
1691.000,0.4768,
1690.000,0.4376,
1689.000,0.4055,
1688.000,0.3802,
1687.000,0.361,
1686.000,0.3464,
1685.000,0.3342,
1684.000,0.3241,
1683.000,0.3176,
1682.000,0.3152,
1681.000,0.3154,
1680.000,0.3169,
1679.000,0.3195,
1678.000,0.3223,
1677.000,0.3238,
1676.000,0.3224,
1675.000,0.3175,
1674.000,0.3098,
1673.000,0.3005,
1672.000,0.2905,
1671.000,0.2797,
1670.000,0.2681,
1669.000,0.2553,
1668.000,0.2418,
1667.000,0.2283,
1666.000,0.2154,
1665.000,0.203,
1664.000,0.1913,
1663.000,0.1806,
1662.000,0.1714,
1661.000,0.1642,
1660.000,0.1585,
1659.000,0.1541,
1658.000,0.1508,
1657.000,0.1485,
1656.000,0.1471,
1655.000,0.1466,
1654.000,0.1466,
1653.000,0.1465,
1652.000,0.1466,
1651.000,0.147,
1650.000,0.1473,
1649.000,0.1475,
1648.000,0.1479,
1647.000,0.1484,
1646.000,0.1489,
1645.000,0.1493,
1644.000,0.1496,
1643.000,0.1495,
1642.000,0.1496,
1641.000,0.15,
1640.000,0.1506,
1639.000,0.1516,
1638.000,0.153,
1637.000,0.1547,
1636.000,0.1563,
1635.000,0.1573,
1634.000,0.1576,
1633.000,0.1567,
1632.000,0.1542,
1631.000,0.1502,
1630.000,0.1452,
1629.000,0.1395,
1628.000,0.1334,
1627.000,0.1276,
1626.000,0.1225,
1625.000,0.1181,
1624.000,0.1142,
1623.000,0.1106,
1622.000,0.1078,
1621.000,0.1057,
1620.000,0.1041,
1619.000,0.1029,
1618.000,0.1018,
1617.000,0.1007,
1616.000,0.0994,
1615.000,0.0983,
1614.000,0.0976,
1613.000,0.097,
1612.000,0.0965,
1611.000,0.0958,
1610.000,0.0952,
1609.000,0.0947,
1608.000,0.0942,
1607.000,0.0937,
1606.000,0.0932,
1605.000,0.0929,
1604.000,0.0926,
1603.000,0.0923,
1602.000,0.0921,
1601.000,0.092,
1600.000,0.0919,
1599.000,0.0919,
1598.000,0.0919,
1597.000,0.0921,
1596.000,0.0923,
1595.000,0.0926,
1594.000,0.093,
1593.000,0.0936,
1592.000,0.0943,
1591.000,0.095,
1590.000,0.0956,
1589.000,0.0958,
1588.000,0.0955,
1587.000,0.0946,
1586.000,0.0933,
1585.000,0.0916,
1584.000,0.09,
1583.000,0.0884,
1582.000,0.0871,
1581.000,0.0859,
1580.000,0.0851,
1579.000,0.0845,
1578.000,0.0842,
1577.000,0.0838,
1576.000,0.0833,
1575.000,0.0826,
1574.000,0.0822,
1573.000,0.0821,
1572.000,0.0821,
1571.000,0.082,
1570.000,0.0819,
1569.000,0.0819,
1568.000,0.0821,
1567.000,0.0823,
1566.000,0.0823,
1565.000,0.0824,
1564.000,0.0826,
1563.000,0.0829,
1562.000,0.0834,
1561.000,0.0841,
1560.000,0.0845,
1559.000,0.0845,
1558.000,0.0846,
1557.000,0.0851,
1556.000,0.0855,
1555.000,0.0855,
1554.000,0.0855,
1553.000,0.0856,
1552.000,0.0857,
1551.000,0.086,
1550.000,0.0863,
1549.000,0.0868,
1548.000,0.0872,
1547.000,0.0875,
1546.000,0.0877,
1545.000,0.088,
1544.000,0.0886,
1543.000,0.0892,
1542.000,0.0896,
1541.000,0.0898,
1540.000,0.0897,
1539.000,0.0896,
1538.000,0.0897,
1537.000,0.0897,
1536.000,0.0896,
1535.000,0.0896,
1534.000,0.0897,
1533.000,0.09,
1532.000,0.0904,
1531.000,0.0908,
1530.000,0.0909,
1529.000,0.0908,
1528.000,0.0907,
1527.000,0.0909,
1526.000,0.0911,
1525.000,0.0913,
1524.000,0.0916,
1523.000,0.0918,
1522.000,0.0919,
1521.000,0.0922,
1520.000,0.0927,
1519.000,0.0933,
1518.000,0.0936,
1517.000,0.0941,
1516.000,0.0947,
1515.000,0.0956,
1514.000,0.0963,
1513.000,0.097,
1512.000,0.0978,
1511.000,0.0987,
1510.000,0.0998,
1509.000,0.1013,
1508.000,0.1028,
1507.000,0.1042,
1506.000,0.1054,
1505.000,0.1066,
1504.000,0.1074,
1503.000,0.1079,
1502.000,0.1086,
1501.000,0.1096,
1500.000,0.1107,
1499.000,0.1118,
1498.000,0.1127,
1497.000,0.1133,
1496.000,0.1136,
1495.000,0.1134,
1494.000,0.1128,
1493.000,0.1122,
1492.000,0.1118,
1491.000,0.1115,
1490.000,0.1116,
1489.000,0.1122,
1488.000,0.113,
1487.000,0.1138,
1486.000,0.1145,
1485.000,0.1153,
1484.000,0.1165,
1483.000,0.1179,
1482.000,0.1196,
1481.000,0.1218,
1480.000,0.1244,
1479.000,0.1274,
1478.000,0.1307,
1477.000,0.1347,
1476.000,0.1396,
1475.000,0.1452,
1474.000,0.1516,
1473.000,0.1594,
1472.000,0.1689,
1471.000,0.18,
1470.000,0.1925,
1469.000,0.2067,
1468.000,0.2235,
1467.000,0.2431,
1466.000,0.2652,
1465.000,0.2878,
1464.000,0.3076,
1463.000,0.3212,
1462.000,0.3285,
1461.000,0.3327,
1460.000,0.3376,
1459.000,0.3474,
1458.000,0.3667,
1457.000,0.401,
1456.000,0.4523,
1455.000,0.5167,
1454.000,0.59,
1453.000,0.6723,
1452.000,0.761,
1451.000,0.843,
1450.000,0.8956,
1449.000,0.8987,
1448.000,0.8484,
1447.000,0.7623,
1446.000,0.6666,
1445.000,0.5782,
1444.000,0.5034,
1443.000,0.444,
1442.000,0.4001,
1441.000,0.3706,
1440.000,0.3536,
1439.000,0.3474,
1438.000,0.3513,
1437.000,0.3658,
1436.000,0.3902,
1435.000,0.4213,
1434.000,0.4551,
1433.000,0.4894,
1432.000,0.5219,
1431.000,0.5488,
1430.000,0.5673,
1429.000,0.5772,
1428.000,0.5803,
1427.000,0.5796,
1426.000,0.5785,
1425.000,0.5797,
1424.000,0.583,
1423.000,0.5858,
1422.000,0.5848,
1421.000,0.5764,
1420.000,0.5568,
1419.000,0.5247,
1418.000,0.4849,
1417.000,0.4438,
1416.000,0.4042,
1415.000,0.367,
1414.000,0.3333,
1413.000,0.304,
1412.000,0.2789,
1411.000,0.2576,
1410.000,0.2399,
1409.000,0.2254,
1408.000,0.2133,
1407.000,0.203,
1406.000,0.1945,
1405.000,0.1874,
1404.000,0.1812,
1403.000,0.1757,
1402.000,0.1709,
1401.000,0.1666,
1400.000,0.1626,
1399.000,0.1587,
1398.000,0.1552,
1397.000,0.152,
1396.000,0.1487,
1395.000,0.1454,
1394.000,0.1423,
1393.000,0.1395,
1392.000,0.1368,
1391.000,0.1344,
1390.000,0.1324,
1389.000,0.1308,
1388.000,0.1295,
1387.000,0.1283,
1386.000,0.1273,
1385.000,0.1263,
1384.000,0.1253,
1383.000,0.1243,
1382.000,0.1237,
1381.000,0.1235,
1380.000,0.1234,
1379.000,0.1235,
1378.000,0.1238,
1377.000,0.1242,
1376.000,0.1245,
1375.000,0.125,
1374.000,0.1256,
1373.000,0.1264,
1372.000,0.1271,
1371.000,0.1277,
1370.000,0.1284,
1369.000,0.1293,
1368.000,0.1304,
1367.000,0.1316,
1366.000,0.133,
1365.000,0.1345,
1364.000,0.1365,
1363.000,0.1388,
1362.000,0.1418,
1361.000,0.1451,
1360.000,0.149,
1359.000,0.1535,
1358.000,0.1593,
1357.000,0.167,
1356.000,0.1774,
1355.000,0.1915,
1354.000,0.2107,
1353.000,0.2366,
1352.000,0.2705,
1351.000,0.3133,
1350.000,0.3635,
1349.000,0.4159,
1348.000,0.4611,
1347.000,0.4884,
1346.000,0.4925,
1345.000,0.4779,
1344.000,0.4568,
1343.000,0.4418,
1342.000,0.4418,
1341.000,0.4596,
1340.000,0.4905,
1339.000,0.5197,
1338.000,0.5272,
1337.000,0.5024,
1336.000,0.4538,
1335.000,0.3988,
1334.000,0.3504,
1333.000,0.3134,
1332.000,0.2878,
1331.000,0.2714,
1330.000,0.262,
1329.000,0.2576,
1328.000,0.257,
1327.000,0.2599,
1326.000,0.2661,
1325.000,0.2758,
1324.000,0.2892,
1323.000,0.3065,
1322.000,0.3282,
1321.000,0.3549,
1320.000,0.3874,
1319.000,0.4269,
1318.000,0.4749,
1317.000,0.5323,
1316.000,0.5997,
1315.000,0.6765,
1314.000,0.7592,
1313.000,0.8388,
1312.000,0.8977,
1311.000,0.9149,
1310.000,0.8808,
1309.000,0.807,
1308.000,0.715,
1307.000,0.6224,
1306.000,0.5388,
1305.000,0.4678,
1304.000,0.4092,
1303.000,0.3617,
1302.000,0.3233,
1301.000,0.2921,
1300.000,0.2665,
1299.000,0.2454,
1298.000,0.228,
1297.000,0.2136,
1296.000,0.2018,
1295.000,0.192,
1294.000,0.1841,
1293.000,0.1775,
1292.000,0.1721,
1291.000,0.1677,
1290.000,0.1641,
1289.000,0.1611,
1288.000,0.1587,
1287.000,0.1568,
1286.000,0.1552,
1285.000,0.154,
1284.000,0.1531,
1283.000,0.1524,
1282.000,0.1521,
1281.000,0.152,
1280.000,0.1521,
1279.000,0.1524,
1278.000,0.153,
1277.000,0.1539,
1276.000,0.1552,
1275.000,0.1569,
1274.000,0.1593,
1273.000,0.1626,
1272.000,0.167,
1271.000,0.173,
1270.000,0.1811,
1269.000,0.1914,
1268.000,0.2036,
1267.000,0.2162,
1266.000,0.2271,
1265.000,0.2337,
1264.000,0.2345,
1263.000,0.2299,
1262.000,0.2219,
1261.000,0.2129,
1260.000,0.2048,
1259.000,0.1984,
1258.000,0.1941,
1257.000,0.1916,
1256.000,0.1907,
1255.000,0.191,
1254.000,0.1924,
1253.000,0.1947,
1252.000,0.1976,
1251.000,0.2009,
1250.000,0.2046,
1249.000,0.2085,
1248.000,0.2125,
1247.000,0.2167,
1246.000,0.2212,
1245.000,0.2261,
1244.000,0.2316,
1243.000,0.2379,
1242.000,0.2452,
1241.000,0.2536,
1240.000,0.2633,
1239.000,0.274,
1238.000,0.2858,
1237.000,0.2985,
1236.000,0.3122,
1235.000,0.3271,
1234.000,0.3439,
1233.000,0.3635,
1232.000,0.387,
1231.000,0.4161,
1230.000,0.4526,
1229.000,0.4989,
1228.000,0.5575,
1227.000,0.6304,
1226.000,0.7188,
1225.000,0.8211,
1224.000,0.93,
1223.000,1.0278,
1222.000,1.087,
1221.000,1.0841,
1220.000,1.0212,
1219.000,0.9227,
1218.000,0.8138,
1217.000,0.7106,
1216.000,0.6197,
1215.000,0.5429,
1214.000,0.4797,
1213.000,0.4287,
1212.000,0.388,
1211.000,0.3557,
1210.000,0.3302,
1209.000,0.3101,
1208.000,0.2939,
1207.000,0.2805,
1206.000,0.2689,
1205.000,0.2586,
1204.000,0.2494,
1203.000,0.2413,
1202.000,0.2342,
1201.000,0.2282,
1200.000,0.2231,
1199.000,0.2189,
1198.000,0.2154,
1197.000,0.2125,
1196.000,0.2101,
1195.000,0.2081,
1194.000,0.2065,
1193.000,0.2052,
1192.000,0.2042,
1191.000,0.2034,
1190.000,0.2029,
1189.000,0.2026,
1188.000,0.2024,
1187.000,0.2024,
1186.000,0.2026,
1185.000,0.2029,
1184.000,0.2034,
1183.000,0.2039,
1182.000,0.2045,
1181.000,0.2052,
1180.000,0.2059,
1179.000,0.2067,
1178.000,0.2076,
1177.000,0.2085,
1176.000,0.2095,
1175.000,0.2105,
1174.000,0.2117,
1173.000,0.213,
1172.000,0.2143,
1171.000,0.2156,
1170.000,0.2171,
1169.000,0.2186,
1168.000,0.2202,
1167.000,0.2218,
1166.000,0.2234,
1165.000,0.225,
1164.000,0.2266,
1163.000,0.2281,
1162.000,0.2296,
1161.000,0.2312,
1160.000,0.2328,
1159.000,0.2344,
1158.000,0.2361,
1157.000,0.2378,
1156.000,0.2395,
1155.000,0.2414,
1154.000,0.2433,
1153.000,0.2453,
1152.000,0.2475,
1151.000,0.2497,
1150.000,0.2521,
1149.000,0.2546,
1148.000,0.2573,
1147.000,0.2602,
1146.000,0.2633,
1145.000,0.2667,
1144.000,0.2703,
1143.000,0.2743,
1142.000,0.2785,
1141.000,0.2832,
1140.000,0.2883,
1139.000,0.2938,
1138.000,0.3,
1137.000,0.307,
1136.000,0.3148,
1135.000,0.3237,
1134.000,0.3338,
1133.000,0.3455,
1132.000,0.3591,
1131.000,0.375,
1130.000,0.3939,
1129.000,0.4167,
1128.000,0.4446,
1127.000,0.4792,
1126.000,0.5225,
1125.000,0.5771,
1124.000,0.6453,
1123.000,0.7284,
1122.000,0.8247,
1121.000,0.9266,
1120.000,1.0168,
1119.000,1.0679,
1118.000,1.0596,
1117.000,0.9979,
1116.000,0.9084,
1115.000,0.814,
1114.000,0.7272,
1113.000,0.653,
1112.000,0.5918,
1111.000,0.5424,
1110.000,0.5031,
1109.000,0.4725,
1108.000,0.4487,
1107.000,0.4303,
1106.000,0.4162,
1105.000,0.4055,
1104.000,0.3974,
1103.000,0.3913,
1102.000,0.3869,
1101.000,0.3837,
1100.000,0.3815,
1099.000,0.38,
1098.000,0.3792,
1097.000,0.3789,
1096.000,0.3792,
1095.000,0.3799,
1094.000,0.3809,
1093.000,0.3823,
1092.000,0.3839,
1091.000,0.3858,
1090.000,0.388,
1089.000,0.3904,
1088.000,0.3931,
1087.000,0.3959,
1086.000,0.399,
1085.000,0.4024,
1084.000,0.4062,
1083.000,0.4103,
1082.000,0.4147,
1081.000,0.4198,
1080.000,0.4257,
1079.000,0.4325,
1078.000,0.4405,
1077.000,0.4499,
1076.000,0.4603,
1075.000,0.471,
1074.000,0.4806,
1073.000,0.4879,
1072.000,0.4927,
1071.000,0.4956,
1070.000,0.4977,
1069.000,0.5004,
1068.000,0.5042,
1067.000,0.5091,
1066.000,0.5151,
1065.000,0.5219,
1064.000,0.5295,
1063.000,0.5377,
1062.000,0.5465,
1061.000,0.5564,
1060.000,0.5677,
1059.000,0.5808,
1058.000,0.5961,
1057.000,0.6139,
1056.000,0.634,
1055.000,0.6551,
1054.000,0.6753,
1053.000,0.6918,
1052.000,0.7015,
1051.000,0.7019,
1050.000,0.6932,
1049.000,0.6779,
1048.000,0.6597,
1047.000,0.6417,
1046.000,0.6262,
1045.000,0.614,
1044.000,0.6053,
1043.000,0.5996,
1042.000,0.5963,
1041.000,0.5951,
1040.000,0.5954,
1039.000,0.5967,
1038.000,0.5989,
1037.000,0.6017,
1036.000,0.6051,
1035.000,0.609,
1034.000,0.6132,
1033.000,0.6179,
1032.000,0.6231,
1031.000,0.6287,
1030.000,0.6347,
1029.000,0.6415,
1028.000,0.6491,
1027.000,0.6576,
1026.000,0.6676,
1025.000,0.6799,
1024.000,0.6957,
1023.000,0.7163,
1022.000,0.7436,
1021.000,0.7785,
1020.000,0.8188,
1019.000,0.857,
1018.000,0.8821,
1017.000,0.8867,
1016.000,0.8725,
1015.000,0.8487,
1014.000,0.8249,
1013.000,0.8064,
1012.000,0.794,
1011.000,0.7867,
1010.000,0.7831,
1009.000,0.7825,
1008.000,0.784,
1007.000,0.7869,
1006.000,0.7909,
1005.000,0.7958,
1004.000,0.8016,
1003.000,0.8079,
1002.000,0.8147,
1001.000,0.8222,
1000.000,0.8305,
