,2,
Wavenumbers [1/cm],Transmittance,
7496.969,0.1289892,
7495.040,0.1250839,
7493.112,0.1206522,
7491.183,0.1168064,
7489.254,0.1135479,
7487.326,0.1103978,
7485.397,0.1072376,
7483.468,0.1046659,
7481.539,0.1028355,
7479.611,0.1006271,
7477.682,0.0975523,
7475.753,0.09450714,
7473.824,0.09183846,
7471.896,0.08911,
7469.967,0.08649351,
7468.038,0.08419978,
7466.110,0.08199307,
7464.181,0.08041269,
7462.252,0.07965493,
7460.323,0.07857119,
7458.395,0.076925,
7456.466,0.07534529,
7454.537,0.07403433,
7452.608,0.07313848,
7450.680,0.07231284,
7448.751,0.07100093,
7446.822,0.06952479,
7444.893,0.06836002,
7442.965,0.06766689,
7441.036,0.06746571,
7439.107,0.06748682,
7437.179,0.06735392,
7435.250,0.06693611,
7433.321,0.06643111,
7431.392,0.06590612,
7429.464,0.06528886,
7427.535,0.064856,
7425.606,0.06485514,
7423.677,0.06507409,
7421.749,0.06507322,
7419.820,0.06504119,
7417.891,0.06569754,
7415.963,0.06666615,
7414.034,0.06692512,
7412.105,0.06673516,
7410.176,0.06706748,
7408.248,0.06792688,
7406.319,0.06853471,
7404.390,0.06886438,
7402.461,0.06962339,
7400.533,0.07063448,
7398.604,0.07139708,
7396.675,0.07243397,
7394.747,0.07378466,
7392.818,0.07488289,
7390.889,0.07615036,
7388.960,0.07795938,
7387.032,0.07950576,
7385.103,0.08002488,
7383.174,0.08050722,
7381.245,0.08176741,
7379.317,0.08276293,
7377.388,0.08431226,
7375.459,0.0880219,
7373.531,0.09209947,
7371.602,0.09472663,
7369.673,0.09665421,
7367.744,0.09879722,
7365.816,0.101295,
7363.887,0.1042855,
7361.958,0.1075436,
7360.029,0.1102369,
7358.101,0.1123811,
7356.172,0.1141962,
7354.243,0.1152197,
7352.314,0.1166723,
7350.386,0.1206323,
7348.457,0.1264936,
7346.528,0.1316638,
7344.600,0.1344476,
7342.671,0.1359129,
7340.742,0.1385589,
7338.813,0.1430357,
7336.885,0.1485721,
7334.956,0.1541861,
7333.027,0.1587595,
7331.098,0.1621986,
7329.170,0.1652175,
7327.241,0.168447,
7325.312,0.1718998,
7323.384,0.1749542,
7321.455,0.1772934,
7319.526,0.1792057,
7317.597,0.180839,
7315.669,0.1813951,
7313.740,0.1811548,
7311.811,0.1820791,
7309.882,0.1840506,
7307.954,0.1853854,
7306.025,0.1855848,
7304.096,0.1846718,
7302.168,0.1831277,
7300.239,0.1819294,
7298.310,0.1810394,
7296.381,0.179772,
7294.453,0.1786729,
7292.524,0.1782267,
7290.595,0.1771778,
7288.666,0.1748545,
7286.738,0.1721386,
7284.809,0.1692791,
7282.880,0.1656665,
7280.952,0.161507,
7279.023,0.1576851,
7277.094,0.1543198,
7275.165,0.150916,
7273.237,0.1471284,
7271.308,0.1427651,
7269.379,0.1381446,
7267.450,0.1340734,
7265.522,0.1305523,
7263.593,0.1265446,
7261.664,0.1216884,
7259.736,0.1168547,
7257.807,0.1129303,
7255.878,0.1099075,
7253.949,0.1071517,
7252.021,0.1042764,
7250.092,0.1012938,
7248.163,0.09812847,
7246.234,0.09474831,
7244.306,0.09135674,
7242.377,0.08830282,
7240.448,0.08601254,
7238.519,0.08435191,
7236.591,0.08253979,
7234.662,0.08019385,
7232.733,0.07772801,
7230.805,0.07581361,
7228.876,0.07438627,
7226.947,0.07288641,
7225.018,0.07147359,
7223.090,0.07023414,
7221.161,0.0687895,
7219.232,0.06751297,
7217.303,0.06672473,
7215.375,0.06596354,
7213.446,0.06522297,
7211.517,0.06466132,
7209.589,0.06395379,
7207.660,0.06298555,
7205.731,0.06194841,
7203.802,0.06103975,
7201.874,0.0604632,
7199.945,0.060218,
7198.016,0.06001523,
7196.087,0.05971722,
7194.159,0.05961127,
7192.230,0.05963348,
7190.301,0.05945022,
7188.373,0.05924127,
7186.444,0.05914969,
7184.515,0.05904697,
7182.586,0.05893266,
7180.658,0.05899588,
7178.729,0.05948474,
7176.800,0.06006672,
7174.871,0.06021793,
7172.943,0.06022709,
7171.014,0.06038022,
7169.085,0.06057389,
7167.157,0.06109131,
7165.228,0.06209662,
7163.299,0.06321479,
7161.370,0.0642019,
7159.442,0.06518549,
7157.513,0.06623445,
7155.584,0.06724172,
7153.655,0.06834313,
7151.727,0.06956702,
7149.798,0.07064738,
7147.869,0.07180171,
7145.941,0.07342093,
7144.012,0.07526448,
7142.083,0.07692415,
7140.154,0.07856733,
7138.226,0.0803858,
7136.297,0.08204304,
7134.368,0.08358438,
7132.439,0.08559394,
7130.511,0.08808684,
7128.582,0.09085902,
7126.653,0.09393979,
7124.724,0.09692115,
