,d2o 059 By Administrator Date Tuesday. December 14 2021,
Time,15:56:58,
Wavenumbers [1/cm],Transmittance %,
7000.000,8.06984,
6999.000,8.00116,
6998.000,7.93692,
6997.000,7.87885,
6996.000,7.82548,
6995.000,7.77437,
6994.000,7.72331,
6993.000,7.67059,
6992.000,7.61634,
6991.000,7.5634,
6990.000,7.51429,
6989.000,7.46738,
6988.000,7.41801,
6987.000,7.36408,
6986.000,7.30865,
6985.000,7.25563,
6984.000,7.20418,
6983.000,7.15045,
6982.000,7.09445,
6981.000,7.04124,
6980.000,6.99403,
6979.000,6.94922,
6978.000,6.90127,
6977.000,6.851,
6976.000,6.80407,
6975.000,6.76131,
6974.000,6.71634,
6973.000,6.66439,
6972.000,6.60897,
6971.000,6.55692,
6970.000,6.50976,
6969.000,6.46396,
6968.000,6.41807,
6967.000,6.37421,
6966.000,6.33348,
6965.000,6.29406,
6964.000,6.25398,
6963.000,6.21238,
6962.000,6.16794,
6961.000,6.11927,
6960.000,6.06785,
6959.000,6.01746,
6958.000,5.96966,
6957.000,5.92239,
6956.000,5.87383,
6955.000,5.82527,
6954.000,5.77847,
6953.000,5.73257,
6952.000,5.68588,
6951.000,5.63867,
6950.000,5.59263,
6949.000,5.54933,
6948.000,5.51014,
6947.000,5.47582,
6946.000,5.4442,
6945.000,5.41044,
6944.000,5.37214,
6943.000,5.33226,
6942.000,5.29428,
6941.000,5.25654,
6940.000,5.21508,
6939.000,5.17151,
6938.000,5.13257,
6937.000,5.10054,
6936.000,5.06946,
6935.000,5.03352,
6934.000,4.99504,
6933.000,4.96032,
6932.000,4.92998,
6931.000,4.89858,
6930.000,4.86354,
6929.000,4.82846,
6928.000,4.79637,
6927.000,4.7647,
6926.000,4.72949,
6925.000,4.69143,
6924.000,4.65453,
6923.000,4.62025,
6922.000,4.58682,
6921.000,4.5534,
6920.000,4.52136,
6919.000,4.49115,
6918.000,4.46095,
6917.000,4.42875,
6916.000,4.39402,
6915.000,4.35672,
6914.000,4.31736,
6913.000,4.2789,
6912.000,4.24612,
6911.000,4.22127,
6910.000,4.20158,
6909.000,4.18205,
6908.000,4.15979,
6907.000,4.1348,
6906.000,4.10792,
6905.000,4.07961,
6904.000,4.05034,
6903.000,4.02085,
6902.000,3.99252,
6901.000,3.96788,
6900.000,3.94942,
6899.000,3.93645,
6898.000,3.92387,
6897.000,3.9061,
6896.000,3.88226,
6895.000,3.8562,
6894.000,3.83155,
6893.000,3.80787,
6892.000,3.78169,
6891.000,3.75039,
6890.000,3.71512,
6889.000,3.68033,
6888.000,3.65048,
6887.000,3.62671,
6886.000,3.60674,
6885.000,3.58798,
6884.000,3.56988,
6883.000,3.55306,
6882.000,3.537,
6881.000,3.51984,
6880.000,3.5001,
6879.000,3.47809,
6878.000,3.45605,
6877.000,3.43677,
6876.000,3.42136,
6875.000,3.40743,
6874.000,3.39055,
6873.000,3.36887,
6872.000,3.34519,
6871.000,3.32361,
6870.000,3.30516,
6869.000,3.28873,
6868.000,3.27471,
6867.000,3.26415,
6866.000,3.25484,
6865.000,3.24174,
6864.000,3.22267,
6863.000,3.20108,
6862.000,3.18173,
6861.000,3.16524,
6860.000,3.14905,
6859.000,3.13251,
6858.000,3.1184,
6857.000,3.10944,
6856.000,3.10473,
6855.000,3.09982,
6854.000,3.09005,
6853.000,3.07457,
6852.000,3.05742,
6851.000,3.04345,
6850.000,3.03293,
6849.000,3.02195,
6848.000,3.00867,
6847.000,2.99649,
6846.000,2.9889,
6845.000,2.98357,
6844.000,2.97466,
6843.000,2.96062,
6842.000,2.94625,
6841.000,2.93595,
6840.000,2.92854,
6839.000,2.92075,
6838.000,2.91238,
6837.000,2.90503,
6836.000,2.898,
6835.000,2.88867,
6834.000,2.87698,
6833.000,2.86648,
6832.000,2.85996,
6831.000,2.85644,
6830.000,2.85346,
6829.000,2.85032,
6828.000,2.84718,
6827.000,2.84278,
6826.000,2.83521,
6825.000,2.82496,
6824.000,2.81501,
6823.000,2.80774,
6822.000,2.80317,
6821.000,2.80076,
6820.000,2.80132,
6819.000,2.80568,
6818.000,2.81224,
6817.000,2.81757,
6816.000,2.81926,
6815.000,2.81755,
6814.000,2.81416,
6813.000,2.81071,
6812.000,2.80824,
6811.000,2.80717,
6810.000,2.80706,
6809.000,2.8069,
6808.000,2.80607,
6807.000,2.80479,
6806.000,2.80349,
6805.000,2.80234,
6804.000,2.80178,
6803.000,2.80309,
6802.000,2.80768,
6801.000,2.81541,
6800.000,2.82398,
6799.000,2.83003,
6798.000,2.83154,
6797.000,2.82922,
6796.000,2.82595,
6795.000,2.82458,
6794.000,2.82609,
6793.000,2.82992,
6792.000,2.83547,
6791.000,2.84243,
6790.000,2.84981,
6789.000,2.85582,
6788.000,2.85985,
6787.000,2.86414,
6786.000,2.872,
6785.000,2.88416,
6784.000,2.89806,
6783.000,2.91107,
6782.000,2.9233,
6781.000,2.93643,
6780.000,2.95037,
6779.000,2.96254,
6778.000,2.971,
6777.000,2.97738,
6776.000,2.98546,
6775.000,2.99671,
6774.000,3.00867,
6773.000,3.01892,
6772.000,3.02937,
6771.000,3.04469,
6770.000,3.0664,
6769.000,3.09033,
6768.000,3.11117,
6767.000,3.12811,
6766.000,3.14411,
6765.000,3.16042,
6764.000,3.17468,
6763.000,3.18539,
6762.000,3.19572,
6761.000,3.21048,
6760.000,3.23027,
6759.000,3.25147,
6758.000,3.27186,
6757.000,3.29319,
6756.000,3.3174,
6755.000,3.34262,
6754.000,3.36521,
6753.000,3.38457,
6752.000,3.40354,
6751.000,3.42386,
6750.000,3.444,
6749.000,3.46215,
6748.000,3.47951,
6747.000,3.4986,
6746.000,3.5193,
6745.000,3.53901,
6744.000,3.55643,
6743.000,3.57397,
6742.000,3.59553,
6741.000,3.62286,
6740.000,3.6544,
6739.000,3.68701,
6738.000,3.71823,
6737.000,3.74722,
6736.000,3.77432,
6735.000,3.80037,
6734.000,3.82675,
6733.000,3.85536,
6732.000,3.88765,
6731.000,3.92313,
6730.000,3.95925,
6729.000,3.99342,
6728.000,4.02499,
6727.000,4.0552,
6726.000,4.08587,
6725.000,4.11878,
6724.000,4.15522,
6723.000,4.19462,
6722.000,4.23388,
6721.000,4.26918,
6720.000,4.29947,
6719.000,4.32739,
6718.000,4.3564,
6717.000,4.38783,
6716.000,4.42099,
6715.000,4.45514,
6714.000,4.4903,
6713.000,4.52664,
6712.000,4.56409,
6711.000,4.60298,
6710.000,4.64442,
6709.000,4.68941,
6708.000,4.73766,
6707.000,4.78723,
6706.000,4.8354,
6705.000,4.88028,
6704.000,4.92206,
6703.000,4.96257,
6702.000,5.00356,
6701.000,5.04463,
6700.000,5.08465,
6699.000,5.12458,
6698.000,5.16676,
6697.000,5.2125,
6696.000,5.26061,
6695.000,5.31006,
6694.000,5.36249,
6693.000,5.4199,
6692.000,5.48023,
6691.000,5.53818,
6690.000,5.59086,
6689.000,5.64078,
6688.000,5.69204,
6687.000,5.74604,
6686.000,5.8023,
6685.000,5.86092,
