Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
705,000;0,04825974;0,03991699;0,04752064;0,05160618;0,05143738;0,03566074;0,0471077;0,03162909;0,03937817;0,02775621;0,05281591;0,04358816;0,03948736;0,04839325;0,04351425;0,05093193;0,03509998;0,03554535;0,01851225;0,03060865;0,02458525;0,04306221;0,0355401;0,04817629;0,03222752;0,02696848;0,03209114;0,03562307;0,03162432;0,02265167;0,01993465;0,01924801;0,03572655;0,02732754;0,04404926;0,02763271;0,02378511;0,03513145;0,0154295;0,01206446;0,03632593;0,02228737;0,01973152;0,007788658;0,02396441;0,003918171;0,02784395;0,01164007;0,02821589;0,01961327;0,02372217;0,01913071;0,02319908;0,01571608;0,0158658;0,01935339;0,02382469;0,0150733;0,02696657;0,01606894;0,01115847;0,01482153;0,008746624;0,019032;0,004002094;0,01211262;0,004871368;-0,01091576;0,0121479;0,01559591;0,01160336;0,01147604;0,01198196;0,01546526;0,03592396;-0,0003576279;0,008169174;0,003943443;0,007898331;0,0156312;0,02367067;0,008675575;0,008586884;0,01152039;0,02312326;0,003870487;-0,003100872;0,008106232;0,007717133;0,01951027;0,007815838;-0,01074457;0,01987886;-0,00343895;0,001591206;0,00737381;0,00784111;0,01162386;0,004259586;0,001991272;0,009128094;0,0154624;0,008718014;-0,01085758;0,003854752;1,907349E-5;0,01954889;-0,003112793;0,003801346;-0,01070499;0,0002970695;0,0005421638;0,0001091957;-0,0109067;0,007582664;0,00403738;-0,007072449;0,003489017;-0,003118992;0,01557779;0,007949829;0,004123688;-0,0004706383;0,007305145;-0,003695965;5,38826E-5;2,574921E-5;-0,01404619;0,0007781982;0,008163452;-0,003609657;-0,01730204;-0,007601738;-0,00741291;0,0008602142;0,004423618;-0,006884098;-0,01449442;-0,01461554;-0,01369095;0,0003705025;-0,003529072;0,003883362;-0,01063967;-0,00756216;0,0005588531;-0,01024342;-0,01039791;-0,01069593;-0,006763935;-0,02474594;-0,01457071;-0,01391172;
706,000;0,02903366;0,0373764;0,03710222;0,04587221;0,03627157;0,04689264;0,03692484;0,03820658;0,03845978;0,03432465;0,02029562;0,02879477;0,02912331;0,03342724;0,03762102;0,0448041;0,02886057;0,03363943;0,05667353;0,04237556;0,0141201;0,02389097;0,02473545;0,01632929;0,017488;0,04623699;0,009082317;0,02022171;0,012321;0,03390694;0,02089787;0,01283169;0,01235485;0,02049589;0,01573038;0,02128029;0,008901596;0,02432156;0,01255846;0,02945614;0,01296902;0,03746653;0,01705885;0,03044367;-0,00388813;0,02134991;0,01725769;0,009390831;0,01261473;0,01231861;0,02124977;0,02078962;0,01254272;-0,003080845;0,00488472;0,01309252;0,01704168;0,008658409;0,01606417;0,0129447;0,01688766;0,01630592;0,005762577;0,02499294;0,009189606;-0,002867699;-0,006155014;0,01003456;0,001266479;0,01303864;0,008757114;-0,003717422;0,009101391;0,01347208;-0,008221626;0,01324654;0,01382399;0,005707741;0,004945755;0,0004386902;0,008903503;-0,003064632;-0,002820015;0,0006346703;0,01649189;0,01292372;0,001640797;0,001152039;-0,006869793;-0,00764513;0,009023666;0,01418638;-0,01157331;-0,006607533;-0,02544641;0,004092693;-0,01136875;-0,007471561;-0,01096106;-0,0100522;-0,009390354;-0,01097012;-0,01388454;-0,002198696;0,0007400513;0,0006971359;-0,003646851;0,001451969;-0,007268429;-0,006632328;-0,002473831;-0,01438046;-0,003014565;-0,006724358;-0,01953936;-0,007451534;-0,01041269;0,0004796982;-0,01019621;-0,007955551;-0,01085091;-0,01133347;0,004934788;-0,007311821;-0,003096581;0,0006494522;-0,01864481;-0,009688854;-0,02253866;-0,01104546;-0,0185442;-0,01311922;-0,006672382;-0,002904415;-0,006890297;-0,011168;-0,0147953;-0,01784897;-0,002569199;-0,01702213;-0,01056194;-0,007018089;-0,01168537;-0,01815033;-0,002357006;-0,014781;-0,02897835;-0,01737738;-0,01040125;-0,01043177;-0,02139378;-0,006448269;-0,006391525;
707,000;0,04427624;0,03843212;0,04227781;0,04694939;0,03604746;0,03888988;0,03884792;0,04113197;0,05259752;0,04338026;0,04361677;0,04320431;0,04190922;0,04695749;0,04347181;0,03184891;0,033885;0,03759623;0,04092693;0,03895473;0,04651785;0,03333092;0,03484631;0,04277229;0,04074049;0,02814865;0,04332352;0,03142357;0,03460217;0,03783083;0,02616644;0,03352499;0,03637934;0,03207207;0,03189993;0,03616476;0,03668404;0,03019714;0,02754688;0,02352095;0,03958702;0,0287447;0,03374147;0,03260422;0,02765465;0,01951075;0,03619623;0,02825022;0,0277009;0,02517843;0,03119946;0,02797222;0,03099537;0,03314877;0,02888823;0,03510046;0,03639889;0,02845478;0,02607107;0,02977276;0,0291481;0,02488279;0,0296526;0,02687025;0,02665186;0,03016567;0,03297091;0,02548933;0,0321002;0,03045321;0,02721453;0,02204084;0,028759;0,03705692;0,02626181;0,02620173;0,03489685;0,03238916;0,02396822;0,02589989;0,03619289;0,02452946;0,02526808;0,02493954;0,02805805;0,02185822;0,02789688;0,02682304;0,02767706;0,02661276;0,02656889;0,0246191;0,02487087;0,02375889;0,02549362;0,0160737;0,02347422;0,02088499;0,02208757;0,02735186;0,04162407;0,03390312;0,03161335;0,02182007;0,02008629;0,01876688;0,02526236;0,02602434;0,01836157;0,01708937;0,02662659;0,02756977;0,02035713;0,01732302;0,01770878;0,01382542;0,02152777;0,0178113;0,02593994;0,02063084;0,02593279;0,01806164;0,02120876;0,02322149;0,01536369;0,01535416;0,01953697;0,02286482;0,01629734;0,02515793;0,01694489;0,02547216;0,01731205;0,01919508;0,01928234;0,01749372;0,01357698;0,01967955;0,01604605;0,0248704;0,02302217;0,01658583;0,01370096;0,01793146;0,02388048;0,01675987;0,0233469;0,02541256;0,01982832;0,01537895;0,01378584;0,01233149;0,01447344;
708,000;0,04500008;0,04645395;0,03864622;0,0482254;0,04274464;0,0341444;0,03858376;0,03802586;0,03681564;0,04423094;0,04179335;0,03769207;0,03669167;0,03865814;0,03962421;0,03755331;0,03386354;0,03382254;0,02838945;0,03725004;0,0260272;0,03686142;0,0343976;0,03685951;0,02957678;0,02992868;0,03184271;0,0366087;0,03465366;0,03113365;0,03603697;0,03160715;0,03340721;0,03538322;0,03339481;0,02852678;0,03640699;0,03321075;0,03302479;0,03246737;0,02282572;0,03637791;0,0268507;0,028543;0,03136683;0,0207448;0,02264404;0,01991034;0,02573872;0,03115273;0,02801037;0,02595043;0,02642918;0,02680302;0,02644634;0,02641344;0,03256607;0,01873255;0,0252614;0,02719736;0,03289175;0,03445959;0,02062702;0,02623034;0,02706671;0,02309418;0,0195694;0,02358675;0,02940559;0,02011728;0,02473068;0,02664757;0,02360439;0,02263689;0,02403784;0,02683783;0,02536488;0,02092171;0,02178097;0,03026915;0,02688503;0,02653599;0,02258921;0,02350044;0,02101421;0,02011538;0,02302933;0,01946831;0,01999998;0,01942205;0,0239563;0,01792908;0,02010298;0,02448845;0,01837826;0,0244565;0,02255201;0,02018023;0,02618885;0,02087498;0,0133853;0,02351332;0,01007462;0,01647472;0,01875353;0,02576971;0,01721478;0,02191687;0,02228928;0,02255583;0,01832914;0,01950979;0,01497507;0,01737022;0,02185822;0,02112055;0,01564932;0,01646328;0,01816988;0,01781082;0,02043056;0,02189112;0,01364374;0,01423264;0,02032661;0,01416016;0,01400328;0,01849318;0,01911402;0,02033424;0,01690531;0,008621693;0,01488209;0,02046108;0,01510191;0,01695919;0,01710701;0,01856947;0,013978;0,01183891;0,01635838;0,01527309;0,01594353;0,01326275;0,01347589;0,01169157;0,01613331;0,009371758;0,01687527;0,01239634;0,0137825;0,01129675;0,01725864;
709,000;0,05266809;0,03860092;0,04621887;0,04537201;0,036623;0,04442549;0,04965305;0,03423643;0,04545021;0,04510164;0,04407597;0,03657436;0,03746462;0,04142237;0,04256392;0,04260159;0,03902006;0,04312944;0,04316235;0,04553652;0,03732491;0,03993034;0,03718042;0,03749371;0,03782558;0,03631973;0,03703117;0,04277658;0,030931;0,03266525;0,04103613;0,03108931;0,04005671;0,03260326;0,03765917;0,03559923;0,03829908;0,03176546;0,03067589;0,02616358;0,0299325;0,03205729;0,02740955;0,03298759;0,02556896;0,02579737;0,03788042;0,03591013;0,0324378;0,02083397;0,0329833;0,02534294;0,02516747;0,02911329;0,02952385;0,02215338;0,03595638;0,02556562;0,02729273;0,02786207;0,02399492;0,02452707;0,02902079;0,02815771;0,02495146;0,02174282;0,01516104;0,03462362;0,02785587;0,01903105;0,02533531;0,02301025;0,02113342;0,02071381;0,02827406;0,02101612;0,02196693;0,02130747;0,02320004;0,02101946;0,02067757;0,02502728;0,01947308;0,02754784;0,02222443;0,01997423;0,02173567;0,02156639;0,02325392;0,01146221;0,02105284;0,02493763;0,02085495;0,01233387;0,01988697;0,01048994;0,0141263;0,01174545;0,02197981;0,008324146;0,01906538;0,01857424;0,02839041;0,01202154;0,02207661;0,02218914;0,01366472;0,01736784;0,02048731;0,01350784;0,01868486;0,01263809;0,00934267;0,01000261;0,01879406;0,02196169;0,01293325;0,01576519;0,01593399;0,007400036;0,01498079;0,009772301;0,01472282;0,01094103;0,01302099;0,00962925;0,01091957;0,01358223;0,01392365;0,009955883;0,00851965;0,008331299;0,0186801;0,01212931;0,01220608;0,008086681;0,01027584;0,01525116;0,006792545;0,01050901;0,0104599;0,01043081;0,005059719;0,01405573;0,006278038;0,01202869;0,006378174;0,00647068;0,004264355;0,01292849;0,007870197;0,01325369;0,01591158;
710,000;0,04539728;0,03524065;0,05418396;0,04322195;0,04884768;0,04109383;0,04521227;0,03919697;0,04288626;0,04102468;0,04725599;0,03429031;0,04066372;0,044384;0,03782225;0,04637957;0,0443325;0,04008722;0,03442097;0,03385639;0,04006243;0,03570604;0,03480864;0,03298521;0,02796555;0,0403595;0,03763962;0,03810835;0,03203535;0,03488398;0,03864098;0,03407145;0,02750254;0,02935076;0,0315218;0,03951979;0,03633499;0,02937698;0,03387117;0,03128862;0,03787041;0,02579546;0,0374794;0,02601528;0,0357728;0,02538061;0,02994442;0,02693462;0,03091908;0,02723789;0,02693701;0,0328517;0,02501106;0,02930546;0,02828598;0,03446245;0,03146744;0,02767563;0,03139877;0,02486944;0,026402;0,0225358;0,02678394;0,0258584;0,02535534;0,02791071;0,03157854;0,02790785;0,02655029;0,0278306;0,02357531;0,01766109;0,02207184;0,0264492;0,02726221;0,02979183;0,01730442;0,01583242;0,02127457;0,01915455;0,023386;0,02361202;0,02371883;0,02203655;0,02582598;0,02024031;0,02675533;0,02274895;0,02229357;0,02580357;0,02199459;0,02240419;0,02516794;0,01922798;0,0237298;0,020329;0,02498913;0,01713562;0,01623726;0,02383041;0,02372122;0,02781487;0,02761364;0,0173111;0,01967478;0,01417303;0,02417326;0,02461815;0,01041985;0,01242781;0,0137229;0,01788473;0,01418447;0,0162797;0,01649666;0,01988602;0,01055861;0,02125359;0,01019955;0,02177382;0,01543713;0,01606798;0,01987791;0,01526546;0,009781837;0,01352406;0,006738663;0,0066185;0,01231289;0,0148654;0,0113225;0,01596022;0,007313251;0,01163244;0,01439905;0,01082563;0,006783485;0,01461411;0,0109663;0,01148367;0,008980274;0,01591682;0,01038933;0,01453352;0,008458614;0,01051474;0,005195141;0,01791573;0,0147047;0,01477432;0,01322412;0,004671574;0,009629726;
711,000;0,04337168;0,0443182;0,03579426;0,04103851;0,04114485;0,04334259;0,03243303;0,03828335;0,0396533;0,03644133;0,04244804;0,03742504;0,03406954;0,03714705;0,03256273;0,03310823;0,04455709;0,04101992;0,03982878;0,03306818;0,02314043;0,03801346;0,03627825;0,02893686;0,03597212;0,03106642;0,02906418;0,03982019;0,02836418;0,03118706;0,02950621;0,02785587;0,02078056;0,0189991;0,03220463;0,03260183;0,02668476;0,03451061;0,02815104;0,02741861;0,02555895;0,03469992;0,01663256;0,02905035;0,02262306;0,03092766;0,02817678;0,03258514;0,02309704;0,01998425;0,02557755;0,02925205;0,0238862;0,02339125;0,02097082;0,02961159;0,02060556;0,02424431;0,02444601;0,016397;0,01954794;0,02170849;0,0186615;0,01476812;0,02193165;0,01103449;0,0166502;0,02234364;0,02308559;0,02504206;0,01828003;0,01774836;0,01488066;0,02105236;0,01676226;0,0230875;0,0220437;0,01181459;0,01728392;0,01571274;0,01983786;0,01755524;0,01852512;0,01535559;0,008924007;0,01163626;0,01318884;0,01844883;0,01910162;0,01560211;0,01437902;0,01474237;0,01487112;0,02737331;0,01428699;0,02535915;0,01470852;0,02036572;0,01894474;0,009776592;0,01269722;0,01505804;0,007954597;0,01583719;0,01462603;0,01863956;0,0114193;0,009448051;0,01462746;0,02174044;0,0151825;0,005795956;0,003929615;0,008491516;0,01558924;0,007971764;0,008111;0,01458406;0,007660389;0,01080084;0,01261663;0,01500511;0,001366615;0,01633167;0,01062918;0,01820612;0,005338192;0,004268169;0,0100112;0,007668018;0,006870747;0,0106945;0,01256466;0,01464128;0,004872799;0,005784988;0,01535177;0,01555109;0,004369259;-0,001534939;0,01608229;0,0006961823;0,01091146;0,01145983;0,014153;0,01079178;0,01192379;0,004164696;0,006790161;0,007253647;-0,001394272;0,004622936;0,009261131;
712,000;0,04100227;0,04238701;0,03935337;0,04188919;0,02479792;0,04939938;0,046731;0,05028963;0,02922201;0,03865814;0,03803968;0,02806902;0,03394604;0,03785515;0,03129864;0,03418589;0,02642727;0,03012609;0,03928804;0,03813648;0,04184341;0,02435684;0,02161503;0,03133726;0,03042841;0,02937126;0,02538586;0,02285337;0,01381588;0,02848816;0,03521013;0,02265453;0,03147364;0,03440523;0,02993774;0,02903461;0,02999163;0,01785469;0,0264802;0,02643204;0,03412342;0,01088238;0,02364635;0,01743698;0,0150094;0,02178764;0,02768898;0,03097486;0,02835846;0,02648115;0,02255964;0,01876974;0,01225853;0,02451277;0,02291536;0,02563429;0,02049017;0,01294327;0,01757383;0,01970053;0,02155209;0,01677656;0,01750994;0,02470112;0,01154661;0,02883863;0,01517963;0,01845169;0,0109334;0,02349424;0,01475811;0,01597595;0,01944304;0,009003639;0,01658583;0,008290768;0,009741783;0,01710033;0,01745987;0,01077127;0,01228762;0,00290966;0,008233547;0,008414268;0,01507902;0,005926609;0,0111928;0,006897926;0,002205849;0,005096912;0,008411884;0,01780796;0,01636648;0,0002131462;0,006264687;0,008865833;0,009257317;0,002661705;0,003809452;0,01668882;0,01681566;0,007411003;0,01831293;0,01567554;0,006846428;0,00550127;0,001063824;0,00289917;-0,004312038;0,006592751;0,00161314;0,007288456;0,0100255;0,003139973;0,000597477;0,01320887;0,003383636;0,006614208;0,006482124;0,005016327;0,00711298;-0,006077766;0,003027916;0,01322746;0,004799843;0,003746986;-0,00184536;0,006008148;-0,002501011;-0,003029823;-0,006035805;0,007368565;0,00286293;-0,0006432533;-0,0009336472;0,005885601;-0,0005407333;0,006459236;0,006808281;0,001541615;0,001110554;0,00213623;-0,001467705;-0,003577232;-0,0007205009;0,004972935;-0,009841919;-0,008798599;-0,004648209;0,006239891;0,004598141;-0,001911163;0,00201416;
713,000;0,04045391;0,04279995;0,04346752;0,03481865;0,04512787;0,02951622;0,03463602;0,03248167;0,04300022;0,02353859;0,03715706;0,03367996;0,03735924;0,03742266;0,03969526;0,03482342;0,03714609;0,03415728;0,01758766;0,03202486;0,03277969;0,03383255;0,0283618;0,02645874;0,03120947;0,03161383;0,03153372;0,0280509;0,03363419;0,03176022;0,0235939;0,02589703;0,02910185;0,02136612;0,03163528;0,02374268;0,0348444;0,03377438;0,02085495;0,02330589;0,02383661;0,02492142;0,02659702;0,01192713;0,03152847;0,02575397;0,02358294;0,02080822;0,02104902;0,02922583;0,02885818;0,01517057;0,02013302;0,01266241;0,01784563;0,01845789;0,02309942;0,02016544;0,02023983;0,02865219;0,02370548;0,02318573;0,01258135;0,01850557;0,02278185;0,02168846;0,02341366;0,02049589;0,02581596;0,01839924;0,02055264;0,0120039;0,01576042;0,01486254;0,01555586;0,02002001;0,0202198;0,01018429;0,0151763;0,0151639;0,00976181;0,00376749;0,01772022;0,01816273;0,01849508;0,0174737;0,01512241;0,01230955;0,008955479;0,01235676;0,01496172;0,01299524;0,01857805;0,006213188;0,009713173;0,01748753;0,004721642;0,01762342;0,01726866;0,0003705025;0,01831436;0,01525688;0,02136993;-0,0003128052;0,009875774;0,01133251;0,01762533;0,009634972;0,0140624;0,001351357;0,009606361;0,01518106;0,01002502;0,009406567;0,001555443;0,00730896;0,01246452;0,006867886;0,007472992;0,01238441;0,02074385;-0,001628399;0,01537561;0,004612923;0,0149374;0,01756477;0,006308079;0,004495144;0,01187277;0,01208639;0,004093647;0,004323959;0,003759861;0,006938457;-0,003674984;0,002194881;0,01432657;0,01244545;-0,003259659;0,002031803;0,01241207;0,001700878;0,006755829;0,007001877;0,001651764;0,001691341;0,01186514;0,003834248;-0,001351833;-0,002952099;0,002477646;0,006575108;0,006904602;
714,000;0,0473752;0,05413818;0,04204893;0,04472446;0,04838419;0,04776001;0,05621147;0,0499897;0,03780079;0,04965019;0,05135965;0,04880428;0,04707813;0,04697371;0,05129862;0,03714418;0,03740835;0,04443741;0,05469131;0,04519606;0,04081678;0,04145193;0,04245138;0,04025602;0,0494175;0,0396657;0,04236269;0,04707575;0,04179525;0,03729916;0,04473066;0,03971767;0,03988314;0,03572369;0,03990173;0,03567219;0,03757095;0,03950787;0,03564167;0,03983641;0,04274225;0,04209948;0,03057289;0,04041147;0,02991247;0,03486872;0,03345013;0,04084444;0,03266954;0,03759241;0,03513765;0,03098202;0,03281116;0,03566837;0,03728247;0,03119707;0,0375104;0,03049469;0,03735161;0,03490925;0,03075457;0,03272247;0,03083992;0,02836561;0,03500271;0,02876234;0,03048754;0,03067875;0,02820778;0,02645206;0,02863598;0,04021025;0,02421188;0,03101683;0,02655554;0,03253031;0,02584553;0,02643061;0,03321886;0,02599764;0,03147554;0,02831316;0,02357101;0,01780224;0,02201414;0,02587938;0,03131723;0,02431536;0,03061724;0,02652311;0,02857733;0,02219296;0,01754808;0,02817917;0,02428198;0,02805996;0,02209568;0,01899624;0,02312231;0,018291;0,02170134;0,02147818;0,01968575;0,02445507;0,01995897;0,03712368;0,02377319;0,02433443;0,02794123;0,02885246;0,01745796;0,02378035;0,02919006;0,02600002;0,02020216;0,03086472;0,01751184;0,02599192;0,01556015;0,02398777;0,01938581;0,02612066;0,0169158;0,02402782;0,023417;0,01919699;0,03068352;0,02430058;0,02375984;0,01923752;0,02188683;0,02386761;0,02821684;0,01545238;0,02455139;0,0176158;0,02081108;0,01948071;0,02437925;0,01956892;0,01283789;0,0262332;0,01948166;0,008441448;0,01759481;0,02177334;0,01267719;0,02384186;0,02366066;0,02031517;0,01065207;0,0238533;0,01721191;
715,000;0,05093241;0,04851246;0,04272223;0,04232788;0,038836;0,04490089;0,0344677;0,049335;0,04468966;0,03274202;0,04087734;0,03562975;0,03971386;0,04132175;0,03554726;0,03517771;0,04040146;0,03638887;0,03440094;0,03762913;0,04808235;0,02886152;0,04210281;0,03260469;0,03766155;0,02880049;0,03885365;0,03792238;0,03511477;0,03000593;0,03209305;0,02674294;0,0321393;0,02833652;0,03728294;0,03410625;0,03337765;0,03142262;0,02789927;0,03080463;0,03608608;0,03086996;0,02877331;0,02759743;0,02514172;0,02227497;0,03318119;0,03523731;0,02239704;0,03198576;0,02943373;0,02399015;0,02557135;0,03155613;0,01814461;0,02876091;0,02309608;0,02261209;0,02231979;0,02448893;0,02737188;0,02231121;0,01996946;0,02146244;0,02877808;0,02744484;0,02248478;0,02491426;0,02433538;0,02825308;0,02997208;0,02275229;0,02623558;0,02631283;0,027843;0,01754141;0,02482319;0,02108145;0,02429152;0,0190177;0,02764416;0,01431799;0,01242685;0,02882195;0,02459717;0,01825142;0,03068733;0,02409983;0,0141654;0,02428055;0,02155352;0,02109337;0,02185488;0,01398087;0,02232838;0,01518488;0,02172327;0,02149963;0,009833336;0,0226903;0,02071142;0,02017927;0,02141857;0,01210022;0,02151203;0,01262331;0,02428293;0,02140474;0,01257944;0,01650953;0,01735687;0,02273273;0,02492285;0,01331949;0,02520609;0,01491737;0,01954126;0,01142216;0,02009535;0,0172863;0,02354431;0,01210642;0,01155901;0,01416206;0,01197481;0,01512384;0,01102543;0,01398897;0,01517344;0,01709509;0,01145315;0,0118041;0,01187468;0,01638269;0,01750803;0,01331997;0,008264542;0,01866913;0,009733677;0,008606911;0,01234579;0,007613182;0,01296568;0,01238489;0,01209211;0,0152297;0,0165906;0,01423693;0,00496769;0,01687479;0,005343914;0,009571075;0,01085091;
716,000;0,0417285;0,04998875;0,04650593;0,0458951;0,05100918;0,04435205;0,04643679;0,04512548;0,03906393;0,03900194;0,04240561;0,05024481;0,0348587;0,04042721;0,03623486;0,04597378;0,04446888;0,0401659;0,03811598;0,03300905;0,03193426;0,0401392;0,03744411;0,0249114;0,04269695;0,02807331;0,03363609;0,03669357;0,03031445;0,03805161;0,03181839;0,03794622;0,03597641;0,03221369;0,02523947;0,0340066;0,02834415;0,0314846;0,02467489;0,02932501;0,0357585;0,03795576;0,02460718;0,02790689;0,02728462;0,02609205;0,02553082;0,01953077;0,02756166;0,02741861;0,02109146;0,02469778;0,02430105;0,02549648;0,02794981;0,02111721;0,02202845;0,02079391;0,02324009;0,02591896;0,01717758;0,01606369;0,02267122;0,02019405;0,02689171;0,02283669;0,0164566;0,01918173;0,0260663;0,02421045;0,02635479;0,01547718;0,02456427;0,01819277;0,01575708;0,01992083;0,02535057;0,02317524;0,01533461;0,01869345;0,01709414;0,0195179;0,01088285;0,01445293;0,01622105;0,01387024;0,006473541;0,01222754;0,01257515;0,009313107;0,01245737;0,0141139;0,007696152;0,01681662;0,01459169;0,01899147;0,01565075;0,02353764;0,01675844;0,003682613;0,008629799;0,01392269;0,004128933;0,01466036;0,007411003;0,01525164;0,01907969;0,005110264;0,01196241;0,01068544;0,008756161;0,01998472;0,006548405;0,007183552;0,01140451;0,006229877;0,008666039;0,01068258;-0,0001788139;0,01035404;0,01125813;0,01583242;0,006679058;0,01230001;0,01006556;0,009786606;0,003620625;0,006590366;0,005728722;0,01138401;0,001314163;0,009093761;0,005728245;0,006255627;0,01148462;0,006550312;0,009293556;0,01455069;0,0007309914;0,003811836;0,002661705;0,006173611;0,003334522;0,006066799;0,004548073;0,01172066;0,003633022;0,007155418;0,008330822;0,002636909;0,0042243;0,004243851;0,005093098;
717,000;0,04093981;0,03996086;0,04114771;0,03576136;0,03532934;0,04627132;0,03075075;0,03899193;0,05796337;0,0335083;0,03428078;0,03895998;0,03896904;0,03362226;0,02828741;0,02477074;0,04172707;0,03580809;0,0280509;0,04261065;0,03290462;0,02581358;0,03158665;0,02737427;0,03949118;0,02374649;0,02142572;0,03278685;0,0162921;0,02026892;0,01946783;0,03016663;0,03136635;0,02778101;0,0135684;0,02837801;0,02750206;0,03320694;0,02885294;0,007513046;0,02967834;0,0270834;0,0195508;0,02303028;0,01044464;0,01855278;0,03188419;0,02899408;0,01123857;0,01001692;0,01519156;0,02179384;0,01148701;0,01160049;0,01483393;0,01143122;0,01742601;0,009507179;0,008669376;0,01754713;0,009240627;0,007743835;0,009523869;0,008709431;0,01024199;0,01455736;0,004695415;0,008098125;0,01302862;0,009160995;0,01316643;0,008489609;0,008257389;0,009704113;0,007896423;0,006539345;0,009153843;0,008542061;0,00138092;-0,002449036;0,01174879;0,005872726;0,005157471;0,003084183;0,008766651;0,001707554;-0,001942158;0,003394127;-0,001968861;-0,005491257;0,004406929;0,008946419;0,007066727;-0,008288383;-0,005974293;0,0008840561;-0,004463196;-0,005117416;0,0003986359;-0,001102448;0,0006742477;-0,001860142;-0,001301765;0,004346848;0,000333786;-0,0002512932;-0,005787849;-0,003032684;-0,006525993;-0,001639366;-0,005042553;-0,005988598;-0,005172729;-0,004844666;0,001640797;-0,008607388;0,003062725;-0,01208067;-0,009302616;-0,001370907;-0,005177498;-0,009803295;-0,01423597;-0,003043175;-0,0004491806;-7,05719E-5;-0,00921917;-0,0005321503;-0,001306534;-0,009577751;-0,008441925;-0,01179647;-0,008234978;0,004489899;-0,004564762;0,003369808;-0,01051378;-0,003391743;-0,008602619;-0,01482153;-0,001159191;-0,0009989738;-0,00685358;-0,0120492;-0,008383751;-0,00550127;-0,01785851;-0,01056051;-0,01375961;-0,0058465;-0,01578856;-0,003751755;-0,00743866;
718,000;0,03971434;0,02965164;0,03552008;0,02793503;0,037148;0,02574253;0,0289135;0,03272915;0,02987719;0,0338974;0,04404449;0,03108788;0,03103304;0,03054667;0,02580976;0,02264786;0,03376579;0,03223276;0,01591873;0,02015352;0,02616453;0,02109671;0,02873945;0,02469254;0,02529478;0,0180316;0,02751207;0,02544785;0,01790857;0,02242565;0,02335739;0,0172267;0,0199275;0,02233124;0,02255249;0,02711678;0,02189541;0,02555943;0,01765203;0,01800728;0,01823711;0,01171494;0,0253458;0,01267767;0,02597713;0,01191235;0,02445984;0,01009846;0,02070236;0,0207715;0,01797724;0,00788784;0,0125351;0,01846933;0,01717854;0,006444454;0,009895325;0,01520777;0,01811028;0,005707264;0,01684904;0,01441956;0,004071712;0,02882862;0,01535463;0,01006746;0,007491589;0,01136827;0,01156902;0,01421261;0,005316257;0,01258755;0,007711887;0,01640129;0,01216936;0,00956583;0,02313566;0,006487846;0,003257751;0,01022243;0,008532524;0,00917387;0,0002589226;0,001344681;0,0005145073;0,001952648;0,01440859;0,007671356;0,003714561;0,01050949;0,001309395;0,003733158;0,01396656;-0,00207901;0,001000404;-0,002758503;0,009531498;0,008159637;0,008584499;0,009806633;0,009227276;0,005582333;0,00406599;-0,007395267;0,004690647;0,0004878044;0,004918098;-0,0005230904;-0,005295277;0,001649857;-0,01052666;0,003610134;0,001579285;0,005626202;0,003180981;0,004011631;0,001282692;-0,001119614;0,001564026;-9,489059E-5;0,006629467;-0,005698204;-0,006925583;0,003623962;0,00232935;-0,004618168;-0,009187222;-0,0129137;0,01130342;-0,004769325;0,0003833771;-0,003165722;-0,0006484985;-0,002687931;-0,007320404;0,008375168;0,000310421;-0,003203392;-0,002532959;-0,003567219;-0,005998611;-0,001044273;-0,001982689;-0,008287907;-0,012115;0,003848553;-0,009078979;0,001147747;-0,003344059;-0,006982803;-0,009519577;-0,005903244;-0,009582043;
