Wavelength [nm];Absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;absorbance;
312,000;0,2163787;0,2156281;0,2175841;0,2168503;0,2177348;0,2170553;0,2154913;0,2166662;0,2161322;0,2177052;0,2171707;0,2157345;0,2190995;0,2161207;0,2174764;0,2173305;0,2192822;0,2177963;0,2174168;0,2179613;0,2172494;0,2191219;0,2189164;0,2159071;0,2191143;0,2181444;0,2180758;0,2175584;0,217998;0,2186408;0,2181449;0,2198324;0,2175927;0,2196317;0,2179823;0,2190981;0,2199197;0,2187581;0,2179284;0,2206445;0,2182813;0,2191772;0,2184939;0,2206593;0,2194839;0,2219372;0,2195106;0,2200742;0,2199874;0,2185378;0,2182307;0,219223;0,2197361;0,2192183;0,2187405;0,220808;0,220726;0,2200789;0,2206416;0,2198005;0,2203903;0,2194052;0,2206726;0,2199554;0,2188382;0,2199531;0,2198634;0,2212224;0,2211981;0,2218752;0,2221694;0,2221799;0,2203431;0,2205062;0,2213821;0,2213659;0,2217412;0,2210531;0,2224598;0,2209682;0,2216282;0,2218108;0,2217898;0,2208438;0,2224593;0,2220688;0,2231483;0,2224054;0,2218246;0,221725;0,2218647;0,2227683;0,2233686;0,2227492;0,2216792;0,2220345;0,222014;0,221312;0,2225175;0,2228384;0,22329;0,2213259;0,2220879;0,2232256;0,2237372;0,2231917;0,2221727;0,2231388;0,2220106;0,2239408;0,2234139;0,2233233;0,2236505;0,223546;0,222755;0,2225132;0,2229342;0,221499;0,2247977;0,2242169;0,2234092;0,2247796;0,2251191;0,2234797;0,2242866;0,2231569;0,2229037;0,2229009;0,2226725;0,224514;0,2240005;0,2240872;0,2240572;0,2235856;0,2252908;0,225904;0,2258558;0,2234755;0,2241292;0,2243004;0,2242093;0,224822;0,2248945;0,2259617;0,2241521;0,2249045;0,2254519;0,2263932;0,2236733;0,2247186;0,2265468;0,2252436;0,225739;
313,000;0,1978106;0,1979065;0,1962042;0,1980467;0,1974807;0,197885;0,1980572;0,1962314;0,1963787;0,1982031;0,1962047;0,1983852;0,1968336;0,1966028;0,1968102;0,1984267;0,197876;0,198072;0,1978154;0,1992269;0,1995211;0,1989236;0,1991735;0,1973166;0,1982279;0,1982279;0,1975179;0,1981583;0,1979852;0,1992416;0,1973767;0,1985254;0,1985221;0,1999874;0,1984715;0,1982894;0,1996169;0,1983628;0,1986756;0,1990452;0,1999002;0,1993022;0,2013655;0,1988893;0,2000699;0,1983275;0,1984019;0,1991611;0,1997786;0,2005019;0,200068;0,2001467;0,1997933;0,1993003;0,1999474;0,2021179;0,2004414;0,2004337;0,2014918;0,2002735;0,2005968;0,2015247;0,2006412;0,201663;0,2013178;0,2006583;0,1999726;0,2003174;0,2020907;0,2023029;0,201921;0,2008843;0,1994987;0,2016015;0,2018194;0,2010255;0,2007475;0,2001824;0,2031102;0,2007532;0,2004299;0,2010646;0,2001114;0,2007766;0,2012024;0,1997719;0,2018867;0,2012472;0,2028141;0,2021246;0,2018042;0,2026396;0,2040443;0,2026815;0,2026219;0,203701;0,2026629;0,2017546;0,2021632;0,2022104;0,2041073;0,2046199;0,2033014;0,2022443;0,2020922;0,2022686;0,2021418;0,2027965;0,2021832;0,2044044;0,2031212;0,2049217;0,2032542;0,2029104;0,2033205;0,2023234;0,2037725;0,2024159;0,2035375;0,2040081;0,2033205;0,203877;0,2042918;0,2031956;0,2050538;0,2026248;0,2011571;0,2024331;0,2033939;0,2042532;0,2047768;0,2043138;0,203053;0,2045012;0,2050638;0,2048507;0,2052302;0,2039804;0,2038679;0,2044659;0,2040105;0,2047377;0,2048836;0,2040272;0,2045918;0,204998;0,2052236;0,2041264;0,2037582;0,2046299;0,2049956;0,2037182;0,2032518;
314,000;0,1789269;0,1780658;0,1791568;0,1793499;0,1801744;0,1789289;0,1763153;0,1776748;0,1780868;0,1787019;0,1780391;0,1769433;0,1781235;0,1788545;0,1783047;0,1788173;0,1794786;0,1785102;0,1779499;0,1805396;0,1790571;0,1785965;0,1795211;0,1791763;0,1794028;0,1781244;0,1793213;0,1803288;0,1812177;0,1793027;0,1800117;0,1806474;0,1791677;0,1797457;0,1814594;0,1818581;0,1805062;0,1815453;0,1811862;0,181324;0,1802135;0,1828437;0,1822624;0,1797938;0,1813393;0,1824331;0,178226;0,1812997;0,181747;0,1818862;0,1804481;0,181222;0,1820216;0,1818829;0,1829023;0,1820645;0,1823983;0,1810007;0,1817455;0,1809096;0,1817536;0,1831698;0,1824455;0,1824155;0,1831198;0,1807866;0,1817598;0,1829357;0,1821489;0,1826906;0,182477;0,1833105;0,1822233;0,1825166;0,1848474;0,1829638;0,18327;0,1842399;0,1837687;0,1838875;0,1831322;0,1845746;0,1828032;0,1824355;0,1831689;0,1835737;0,1842489;0,1838598;0,1852751;0,1835618;0,1842198;0,1830869;0,1841731;0,1837873;0,1832223;0,1863508;0,18362;0,1839175;0,1861367;0,1834192;0,1839685;0,183332;0,1834164;0,1855011;0,1858549;0,1859713;0,1844025;0,1827731;0,1867638;0,1856041;0,1842074;0,1845469;0,1844587;0,1855907;0,1843557;0,1842222;0,1840062;0,1846838;0,1847186;0,1860828;0,1839495;0,1862512;0,1855483;0,1845288;0,1848736;0,1864543;0,1844354;0,1853962;0,1855364;0,1856399;0,185864;0,1866031;0,1842904;0,1865163;0,1854305;0,1859775;0,185792;0,1868358;0,185853;0,1854763;0,1859145;0,1874838;0,1867967;0,1867061;0,1859679;0,1872973;0,1874576;0,1857915;0,1867833;0,1870317;0,1859431;0,1866713;0,1870122;
315,000;0,1633058;0,1642103;0,1652975;0,1625581;0,1649871;0,1634045;0,1651316;0,1640258;0,163743;0,1645851;0,1628361;0,1628361;0,163774;0,1657848;0,1627707;0,1648412;0,164516;0,1648774;0,1642146;0,1655645;0,1641188;0,1656413;0,1653008;0,1636238;0,1647091;0,1662369;0,1636233;0,1647677;0,1648669;0,1637468;0,16536;0,165566;0,164669;0,1664495;0,1653581;0,1650491;0,1664891;0,1660104;0,1657004;0,1666827;0,1643562;0,1660275;0,1649818;0,1660624;0,1654696;0,1674709;0,1665869;0,1664715;0,1666088;0,1662421;0,1663613;0,1660175;0,1673427;0,1664791;0,1659803;0,1664233;0,166471;0,1671782;0,1670523;0,1655073;0,1655812;0,1671081;0,16576;0,1659522;0,1653433;0,1674647;0,1676693;0,1664782;0,1673641;0,1683378;0,1689415;0,1696029;0,1674943;0,1666946;0,1678004;0,1679397;0,1675353;0,1678391;0,1687884;0,167325;0,1677594;0,1683974;0,1691117;0,1669378;0,1690097;0,168047;0,1697068;0,1679339;0,168992;0,1664033;0,1673756;0,1686926;0,168642;0,1679935;0,1683764;0,1692257;0,1693258;0,1671476;0,1674991;0,1684651;0,1697164;0,1674814;0,1696067;0,1693029;0,169313;0,1685824;0,1681838;0,1683559;0,1682949;0,1697397;0,1696157;0,1714005;0,1701379;0,1703873;0,1683569;0,1690884;0,1702352;0,1699386;0,1694765;0,171988;0,169733;0,1696672;0,1701965;0,1684856;0,1687808;0,1713066;0,1704793;0,1699181;0,1702256;0,170764;0,1698599;0,1717291;0,1706185;0,1695814;0,1713147;0,1704473;0,1698055;0,170929;0,1699123;0,170332;0,1704526;0,1702032;0,1710954;0,1715827;0,1708784;0,1698112;0,1697459;0,1713953;0,1716938;0,1711259;0,1715279;0,1696162;0,1715827;
316,000;0,1519799;0,151958;0,1540408;0,1527042;0,1518903;0,1538072;0,1533222;0,1525989;0,1539388;0,1537828;0,1528072;0,1532497;0,1522441;0,1537566;0,1528435;0,1540952;0,15415;0,1544089;0,1548624;0,155057;0,1535978;0,1540999;0,1553578;0,1532373;0,1542325;0,1543918;0,1543832;0,1547523;0,154037;0,1520672;0,1537895;0,1538224;0,1537147;0,1554871;0,1556201;0,1543345;0,1540384;0,1545382;0,1546884;0,1554213;0,1541615;0,1551838;0,1570177;0,1543751;0,1564817;0,1558046;0,1558776;0,1539965;0,155148;0,15659;0,1536851;0,1553097;0,156281;0,1559386;0,1555209;0,1549816;0,1568689;0,155139;0,1560793;0,1554213;0,1561813;0,1561399;0,1566916;0,1565361;0,1558847;0,1574254;0,1555896;0,1558862;0,1572652;0,1573014;0,1560111;0,1564479;0,1559839;0,157732;0,1564484;0,1558061;0,1569233;0,1571946;0,1579099;0,1591229;0,1582317;0,1580544;0,1568141;0,1560855;0,1571136;0,1583166;0,1599002;0,1572404;0,15938;0,1581016;0,1580615;0,155293;0,1596131;0,1584463;0,160677;0,1587634;0,1594305;0,1591177;0,1583614;0,1579838;0,1573453;0,1589999;0,1577291;0,159348;0,1572442;0,1588802;0,1585536;0,1574183;0,1594067;0,1589684;0,1594238;0,1593566;0,1588945;0,1592312;0,1589193;0,1575108;0,1592312;0,1603036;0,161026;0,1592045;0,1574998;0,1598859;0,159564;0,1587424;0,158989;0,1592383;0,1578732;0,1593084;0,1592388;0,1594286;0,1587315;0,158783;0,1615334;0,1585097;0,1599388;0,1611681;0,1598744;0,1616139;0,1600451;0,1589184;0,1581197;0,1589866;0,1606307;0,1611366;0,1607652;0,1596103;0,1599526;0,1612597;0,1616292;0,1599088;0,1600399;0,1610427;0,1593099;
317,000;0,1450243;0,1444058;0,143115;0,1439586;0,143631;0,1432099;0,1424623;0,1442127;0,1427646;0,1454482;0,1438866;0,142602;0,1432953;0,1441622;0,1435537;0,143466;0,1443405;0,14394;0,1431484;0,1418529;0,1428919;0,1448879;0,1461024;0,1446867;0,1446581;0,143743;0,1444674;0,142931;0,1450009;0,144918;0,1454153;0,1449242;0,1458859;0,1435747;0,1457682;0,145184;0,145535;0,1455579;0,1449981;0,1459551;0,1444149;0,1467161;0,1442161;0,1452413;0,1461248;0,1461921;0,1449308;0,1444812;0,1451302;0,1464796;0,1452813;0,1470375;0,1467104;0,1451535;0,1474266;0,1473122;0,1471834;0,1470098;0,1455274;0,1454973;0,1454983;0,1468801;0,1475253;0,1463594;0,1469426;0,1455927;0,146708;0,1479163;0,1459761;0,1467004;0,1479917;0,148119;0,1460495;0,1469941;0,1481752;0,1481142;0,1472907;0,1479878;0,1487169;0,1483827;0,1471248;0,1485796;0,1477633;0,14815;0,1483955;0,1492391;0,1489453;0,1487551;0,1486297;0,1465077;0,1477346;0,1477103;0,1470609;0,1490769;0,1483531;0,1505079;0,146904;0,1487679;0,1503;0,1476812;0,1483788;0,1486201;0,1482134;0,1485305;0,1493278;0,1513648;0,1480846;0,1493502;0,1491075;0,1504388;0,150044;0,1507554;0,148356;0,148385;0,1492939;0,1485395;0,1497045;0,1497455;0,1497474;0,1513953;0,1499;0,1511359;0,1491814;0,1472263;0,1492753;0,1492295;0,1499572;0,1504879;0,1484537;0,150794;0,1490912;0,1509371;0,1503382;0,1503029;0,1512284;0,1493773;0,1528106;0,1491184;0,1506567;0,1514783;0,1481352;0,1495967;0,1509519;0,1502337;0,1501317;0,1501474;0,1505895;0,1494236;0,1502957;0,1507239;0,1502695;0,1514583;0,1516385;
318,000;0,1367908;0,1379442;0,1381855;0,1376934;0,1379776;0,1377578;0,1382031;0,137486;0,1381392;0,1380777;0,1378541;0,1385207;0,1385803;0,1386271;0,137085;0,1385641;0,1386385;0,1385164;0,1389723;0,1404099;0,1363935;0,1395483;0,1379547;0,1379452;0,1393938;0,1390009;0,1382303;0,1376719;0,140233;0,1379185;0,1390414;0,1399045;0,138268;0,139184;0,1386151;0,1393337;0,1411581;0,1386857;0,1405454;0,1395211;0,138124;0,1400332;0,1404061;0,1407776;0,1401682;0,1418958;0,1414099;0,1405282;0,1394091;0,1405025;0,1393933;0,1407323;0,140769;0,1405416;0,1416121;0,1411791;0,1415677;0,1399412;0,1402173;0,1402955;0,1418104;0,1394734;0,1424046;0,1414766;0,1394324;0,1410036;0,1395087;0,1415019;0,1417079;0,1421509;0,1387663;0,1420341;0,143096;0,1409545;0,1431417;0,1420259;0,1406279;0,1420112;0,1427402;0,1414084;0,1438923;0,1414213;0,1426878;0,1424451;0,1410279;0,1435165;0,1434894;0,142334;0,142283;0,1428699;0,1418829;0,1447787;0,1421289;0,1409936;0,1429453;0,1428342;0,1431723;0,1414437;0,1416378;0,1454744;0,1447287;0,1421227;0,1430626;0,143477;0,144444;0,1429701;0,1429954;0,1436753;0,1430044;0,1429143;0,1436234;0,1429095;0,143743;0,1441483;0,1431036;0,1439915;0,1419978;0,1439142;0,1454573;0,1449246;0,1417198;0,142673;0,1443386;0,1433911;0,1434016;0,1431127;0,1420312;0,1432586;0,1430659;0,1443186;0,1443009;0,1452441;0,1435146;0,1443534;0,1437335;0,1453032;0,1450791;0,1441598;0,142828;0,1445522;0,1446409;0,1442189;0,1443624;0,1445417;0,1449418;0,1441903;0,1439691;0,1442375;0,1438928;0,1455402;0,1459179;0,1451859;0,1436591;
319,000;0,1317453;0,1318593;0,1311111;0,1335053;0,1305847;0,1314616;0,1310744;0,1321573;0,1314325;0,1309333;0,1314578;0,1318831;0,1326208;0,1329861;0,1305952;0,1325874;0,1319065;0,1334467;0,131135;0,1319914;0,1330957;0,1322436;0,132566;0,1314049;0,1334701;0,1323299;0,1318655;0,1321883;0,1331663;0,132956;0,1342182;0,1326704;0,1345305;0,1346793;0,1334662;0,1346574;0,133482;0,1333647;0,1347294;0,1333737;0,1338086;0,1329589;0,1339526;0,1322956;0,1347051;0,1339922;0,1336226;0,1344066;0,133821;0,1363287;0,1350589;0,134707;0,1334844;0,134336;0,1339378;0,1350508;0,1338911;0,1350055;0,1339059;0,1330452;0,1339612;0,1346393;0,1339355;0,1339464;0,1350474;0,1339278;0,1346235;0,1359506;0,1359496;0,1364145;0,1353836;0,1351314;0,1344047;0,1359105;0,1360435;0,1351566;0,1358538;0,1343184;0,1364098;0,1363292;0,1351728;0,1371479;0,1367435;0,1347632;0,1375351;0,1372085;0,1367979;0,1367235;0,1363091;0,1364584;0,1351471;0,1368675;0,136302;0,1382504;0,1368818;0,1374507;0,1381721;0,1363306;0,1365652;0,1362743;0,1370077;0,1380758;0,1372395;0,1367316;0,1367936;0,1366048;0,1371899;0,1360126;0,1379299;0,1365995;0,1371078;0,1370978;0,1388478;0,1381822;0,137198;0,1367035;0,1370039;0,1376114;0,1384873;0,1383939;0,1361899;0,1395621;0,1371946;0,1363716;0,1388216;0,1375313;0,1374121;0,1374102;0,1367826;0,139317;0,1383195;0,1388936;0,1379328;0,138813;0,1377735;0,1401205;0,1375217;0,1384139;0,1370749;0,1379337;0,1380434;0,1392789;0,1387815;0,1408253;0,1408887;0,1400514;0,1382875;0,1383505;0,1386824;0,1396632;0,1390138;0,1388078;0,1390853;
320,000;0,1290965;0,1286807;0,1290455;0,1290765;0,1302795;0,1291008;0,1294804;0,1303315;0,1303248;0,1310959;0,1290736;0,12992;0,1307697;0,1311998;0,1294475;0,1319656;0,1294651;0,1311383;0,129849;0,1314974;0,1274862;0,1315207;0,130724;0,1298871;0,1311626;0,1298642;0,1298704;0,1307631;0,1303215;0,1307573;0,1319628;0,1311598;0,1324048;0,1319928;0,1299472;0,131609;0,1327877;0,1319795;0,1323724;0,1327996;0,1311646;0,1332083;0,1319818;0,1315541;0,1316104;0,1323414;0,131505;0,1307259;0,1323805;0,1324391;0,1315999;0,1323538;0,1323538;0,1319747;0,1319761;0,1332521;0,1332026;0,1328235;0,1315727;0,1327691;0,1327958;0,1319747;0,1335869;0,1323781;0,1323609;0,1327629;0,1323686;0,1324143;0,1336579;0,133214;0,1315951;0,1328115;0,1336026;0,1332402;0,132812;0,1323919;0,1336441;0,133575;0,1332145;0,1336303;0,1356716;0,1332417;0,134491;0,1327868;0,1328526;0,1344757;0,134491;0,1344662;0,1348686;0,1340151;0,1332078;0,1348653;0,1353121;0,1345525;0,1332116;0,1357751;0,1324382;0,1328616;0,1357512;0,1327186;0,1331239;0,1320429;0,1336379;0,1361251;0,1356854;0,136549;0,1348825;0,134007;0,1365304;0,1365719;0,1361408;0,1348987;0,1353312;0,1332188;0,1340761;0,1369519;0,1361408;0,1352949;0,1365495;0,1361518;0,1349144;0,1349564;0,1361094;0,1356921;0,1353154;0,1357188;0,135366;0,1377907;0,1348591;0,1340899;0,1378236;0,135303;0,1361604;0,1357589;0,1386614;0,1366038;0,13658;0,136559;0,1357222;0,1365623;0,1365156;0,1353178;0,1361885;0,1374621;0,1374073;0,1361737;0,1374288;0,1370234;0,1378589;0,1369948;0,1344748;0,1369958;0,1373916;
321,000;0,1267014;0,1275334;0,1279497;0,1292019;0,1271172;0,126286;0,1267014;0,1271172;0,126286;0,1283669;0,1271172;0,126286;0,1258707;0,1258707;0,1279497;0,1279497;0,1279497;0,1287842;0,1279497;0,1283669;0,1275334;0,1287842;0,1283669;0,1275334;0,1275334;0,1287842;0,1287842;0,1267014;0,1283669;0,1275334;0,1296201;0,1271172;0,1296201;0,1287842;0,1275334;0,1279497;0,1287842;0,1287842;0,1300387;0,1287842;0,1287842;0,1283669;0,1287842;0,1267014;0,1279497;0,1304579;0,1300387;0,1292019;0,1292019;0,1300387;0,1292019;0,130877;0,1296201;0,1292019;0,1292019;0,1292019;0,1292019;0,1296201;0,1283669;0,1296201;0,1287842;0,1300387;0,1304579;0,1292019;0,1321378;0,1304579;0,130877;0,1300387;0,1300387;0,1317172;0,1300387;0,1300387;0,1300387;0,1304579;0,130877;0,1300387;0,130877;0,1312971;0,1317172;0,1317172;0,1312971;0,1317172;0,130877;0,1304579;0,1312971;0,1312971;0,1304579;0,1321378;0,1317172;0,1329803;0,130877;0,1321378;0,130877;0,130877;0,1325588;0,130877;0,130877;0,1296201;0,130877;0,1338243;0,1350937;0,1304579;0,1321378;0,1317172;0,1329803;0,1325588;0,1325588;0,1329803;0,1342473;0,1317172;0,1321378;0,1321378;0,1325588;0,1329803;0,1312971;0,1325588;0,1325588;0,1325588;0,1334023;0,1334023;0,1312971;0,1325588;0,1329803;0,1325588;0,1338243;0,1329803;0,1304579;0,1338243;0,1334023;0,1334023;0,1329803;0,1338243;0,1325588;0,1329803;0,1334023;0,1325588;0,1317172;0,1338243;0,1329803;0,1329803;0,1346703;0,1334023;0,1321378;0,1329803;0,135942;0,1338243;0,1325588;0,130877;0,1321378;0,1338243;0,1334023;0,1329803;0,1350937;
322,000;0,1233478;0,1266146;0,1258097;0,1240678;0,123291;0,1258059;0,1245346;0,1241293;0,1250148;0,1249914;0,1250305;0,1245589;0,1237721;0,1246104;0,1250272;0,1245298;0,1241636;0,1240911;0,1237035;0,1236706;0,1266441;0,1249566;0,1245561;0,1250319;0,1246123;0,1241412;0,1258149;0,1271138;0,1270509;0,12501;0,1241593;0,1263056;0,1258197;0,1249971;0,1267028;0,1258421;0,1258287;0,1267109;0,1254058;0,1262703;0,126214;0,1254301;0,127914;0,1246638;0,1271267;0,1261926;0,1249623;0,1249986;0,1258793;0,128304;0,1275373;0,1254301;0,125864;0,126699;0,1288166;0,1283946;0,1262717;0,1267085;0,126277;0,1275444;0,1271276;0,126255;0,1271009;0,1275506;0,1283474;0,127543;0,1262355;0,1275663;0,1283798;0,1287827;0,1271324;0,1283717;0,1275301;0,1283717;0,1291618;0,1275434;0,1279764;0,1262383;0,1283193;0,1274772;0,1279316;0,128365;0,1288099;0,1288648;0,1283426;0,1275792;0,1284089;0,1287441;0,1275597;0,1300349;0,1292329;0,1292148;0,1283197;0,1301084;0,1304259;0,1305385;0,1288176;0,1292205;0,1288309;0,1291609;0,1278892;0,1279335;0,1287589;0,1284318;0,1296425;0,130054;0,1300359;0,1300278;0,1300626;0,1314125;0,1301041;0,130075;0,1296721;0,1296153;0,1292253;0,1300783;0,1296291;0,1288228;0,1304693;0,1321859;0,1313295;0,1304932;0,129683;0,1309233;0,1308665;0,1304932;0,1297364;0,1304994;0,1313043;0,1317401;0,1304893;0,1309662;0,1318374;0,1326351;0,1321902;0,1296902;0,1305041;0,1330791;0,1322203;0,1309447;0,1308594;0,12924;0,131815;0,1301165;0,1325622;0,130486;0,1322107;0,1288629;0,1309605;0,1313624;0,1309152;0,130929;0,1317649;
323,000;0,1240878;0,1224298;0,1236529;0,1224933;0,1230559;0,1224709;0,1220732;0,1229687;0,1231675;0,1245813;0,1254039;0,1224728;0,123733;0,1236916;0,1258168;0,1225009;0,1250472;0,1230063;0,1239247;0,1226649;0,12363;0,1232505;0,1247234;0,1258793;0,1259565;0,1251035;0,1250482;0,1240473;0,1237378;0,1245289;0,1264257;0,1258197;0,1259913;0,1249628;0,1253161;0,1244931;0,1245313;0,1261425;0,1263914;0,1258926;0,124218;0,1249938;0,1245518;0,1272674;0,1252613;0,1246676;0,1255527;0,1263809;0,1271019;0,1240349;0,1261215;0,1280975;0,127162;0,1266937;0,1270356;0,126575;0,1258039;0,1270823;0,1258368;0,1265941;0,1267414;0,1267667;0,1266904;0,1276565;0,1279488;0,1274824;0,1267991;0,1283584;0,1270814;0,1284566;0,1279221;0,1276617;0,1266785;0,1270499;0,1258364;0,1275244;0,1288729;0,1272902;0,1267467;0,1268015;0,1272264;0,1284218;0,1279073;0,1300664;0,1271;0,1307445;0,1288834;0,1272144;0,1292686;0,1278033;0,1283669;0,1294193;0,1259899;0,1296821;0,1276135;0,1291542;0,1287589;0,1265907;0,128314;0,1289272;0,1298437;0,1276603;0,1286125;0,1306224;0,1292186;0,1278548;0,1279273;0,1289473;0,1300583;0,1303535;0,1301007;0,129776;0,130578;0,1298575;0,1283717;0,1297808;0,1289282;0,1301298;0,1287818;0,1301212;0,1284919;0,1296868;0,1309843;0,1297059;0,1293902;0,1296735;0,1309571;0,1306281;0,1288071;0,1296735;0,1292877;0,1327114;0,1311822;0,1299391;0,1296959;0,1309929;0,1293597;0,1312237;0,1309404;0,1310391;0,1293602;0,1310277;0,1314864;0,1314297;0,1300788;0,1300831;0,1301384;0,1296558;0,1305938;0,1319866;0,1310997;0,1301322;0,1314039;
324,000;0,1208925;0,1241431;0,1227331;0,1222935;0,1232734;0,1240544;0,1226096;0,1235118;0,12147;0,1224036;0,1229544;0,1232128;0,1232758;0,1226745;0,1230154;0,1231556;0,1235104;0,1234193;0,1247344;0,1248646;0,1231985;0,1223493;0,12467;0,123807;0,124649;0,1238475;0,1242623;0,1235156;0,1248436;0,1226306;0,1246157;0,1243124;0,1265841;0,1225972;0,1235638;0,1226101;0,12361;0,122479;0,1256466;0,1251764;0,1253109;0,1234217;0,1258469;0,1254001;0,1231651;0,1258092;0,1252446;0,1246166;0,1243672;0,1246262;0,1235614;0,1254821;0,1246567;0,1246819;0,1256676;0,1248384;0,1239347;0,1248507;0,1248875;0,1244245;0,1260128;0,1256366;0,1252337;0,1272435;0,1261497;0,1253486;0,1260953;0,1256804;0,1255717;0,1278353;0,1247454;0,1276269;0,1257381;0,1257825;0,1271696;0,12568;0,1268334;0,1268759;0,127027;0,1269588;0,1278963;0,1269722;0,1261234;0,1269145;0,1261668;0,1288357;0,1277895;0,1278133;0,1265292;0,1253366;0,1275535;0,1293926;0,1282878;0,1281395;0,1292505;0,1274199;0,1266513;0,1263103;0,1261597;0,1281886;0,1281924;0,1277986;0,1299624;0,127501;0,126883;0,1267338;0,127542;0,128942;0,1274123;0,1263666;0,1282086;0,1288991;0,128644;0,1298451;0,1269593;0,1294584;0,1290913;0,1278558;0,1279402;0,1299601;0,1304212;0,1287093;0,1275568;0,1296501;0,1303811;0,1282077;0,1281147;0,1299639;0,1287742;0,129684;0,1285863;0,1293936;0,1269636;0,1284485;0,1305437;0,128654;0,1304841;0,1288261;0,1294546;0,129847;0,1299968;0,1280742;0,131176;0,1290426;0,1302428;0,1283116;0,1303749;0,1274219;0,1299043;0,1315775;0,1307731;0,1290307;0,1300545;
325,000;0,1210566;0,1211824;0,1216116;0,1207395;0,1186647;0,1209679;0,1189046;0,1213593;0,1212606;0,1190953;0,1206412;0,1216149;0,1226878;0,120543;0,1214361;0,1205783;0,1218596;0,1198602;0,1197133;0,1207757;0,1214056;0,1215239;0,1211476;0,1216159;0,1221209;0,1222558;0,1210885;0,121171;0,120759;0,1217933;0,121398;0,1225491;0,1239247;0,1217914;0,1229959;0,1213264;0,1229448;0,1214867;0,1236711;0,1222773;0,1221743;0,1218162;0,1234818;0,1220717;0,1236224;0,1241465;0,1225696;0,1214914;0,1243153;0,1242371;0,123404;0,1232657;0,1230059;0,1231232;0,124259;0,1244102;0,1223044;0,12532;0,1235924;0,1236696;0,1226463;0,1236491;0,1236749;0,1230793;0,1261048;0,125412;0,123373;0,1255579;0,1234112;0,1258206;0,1242986;0,1233172;0,1245394;0,1255355;0,1252804;0,1245484;0,1245675;0,1241279;0,1249833;0,1246171;0,1252198;0,1259809;0,1249871;0,1263871;0,1250176;0,1249352;0,1259017;0,1257563;0,1263952;0,1255236;0,1271467;0,1254563;0,123899;0,1254396;0,1260338;0,1270347;0,1266947;0,1258259;0,126626;0,1253405;0,1261592;0,1249681;0,1255436;0,1248388;0,1255865;0,1273103;0,126092;0,1245565;0,1272979;0,1258793;0,1261954;0,1251545;0,127202;0,1257758;0,1254821;0,1263356;0,1263375;0,1277132;0,127212;0,1272349;0,1262574;0,1272554;0,1251349;0,1273484;0,1260595;0,1263866;0,126389;0,1275272;0,1272802;0,1278954;0,1260924;0,1282921;0,1278906;0,1291127;0,1271257;0,1283255;0,1274881;0,1288629;0,1274228;0,126749;0,1272006;0,1265121;0,1269417;0,1270084;0,129653;0,1276345;0,1272702;0,127357;0,1272898;0,1281209;0,1275649;0,1269827;0,1294837;
