Wavelength nm.	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...
520.00	0.61862	0.59975	0.58236	0.56912	0.55566	0.54488	0.53624	0.52749	0.51956	0.51339	0.50776	0.50184	0.49681	0.49056	0.48544	0.48147	0.47683	0.47188	0.46712	0.46369	0.46029	0.45762	0.45435	0.45193	0.44905	0.44645	0.44397	0.44196	0.44058	0.43806	0.43593	0.43452	0.43318	0.43113	0.42913	0.42764	0.42634	0.42478	0.42342	0.42269	0.42111	0.41968	0.41912	0.41782	0.41683	0.41618	0.41462	0.41370	0.41211	0.41173	0.41034	0.40954	0.40963	0.40756	0.40847	0.40653	0.40493	0.40390	0.40239	0.40220	0.40221	0.40156	0.40149	0.40127	0.40134	0.40125	0.40133	0.40135	0.40080	0.40080	0.40133	0.40107	0.40066	0.40117	0.40093	0.40097	0.40068	0.40100	0.40093	0.40139	0.40170
521.00	0.62997	0.60984	0.59311	0.57934	0.56597	0.55542	0.54596	0.53815	0.53099	0.52443	0.51953	0.51316	0.50702	0.50263	0.49725	0.49242	0.48733	0.48315	0.47942	0.47527	0.47189	0.46870	0.46531	0.46343	0.46084	0.45914	0.45689	0.45438	0.45331	0.45043	0.44926	0.44705	0.44585	0.44433	0.44295	0.44083	0.43944	0.43843	0.43706	0.43577	0.43444	0.43263	0.43212	0.43029	0.42938	0.42856	0.42748	0.42584	0.42509	0.42498	0.42328	0.42245	0.42159	0.41995	0.42064	0.41853	0.41717	0.41495	0.41453	0.41377	0.41439	0.41320	0.41274	0.41357	0.41380	0.41322	0.41377	0.41421	0.41387	0.41404	0.41480	0.41509	0.41466	0.41489	0.41529	0.41537	0.41549	0.41540	0.41533	0.41634	0.41625
522.00	0.64098	0.62245	0.60541	0.59104	0.57846	0.56883	0.55897	0.55134	0.54401	0.53708	0.53172	0.52591	0.52108	0.51601	0.51082	0.50647	0.50085	0.49629	0.49249	0.48903	0.48478	0.48174	0.47950	0.47730	0.47497	0.47289	0.47122	0.46949	0.46717	0.46519	0.46279	0.46157	0.46040	0.45934	0.45682	0.45610	0.45431	0.45250	0.45126	0.45060	0.44904	0.44723	0.44659	0.44618	0.44568	0.44392	0.44256	0.44096	0.44015	0.43959	0.43929	0.43836	0.43718	0.43563	0.43541	0.43432	0.43111	0.43044	0.42959	0.42947	0.42889	0.42946	0.42760	0.42857	0.42908	0.42962	0.42926	0.43064	0.42998	0.43000	0.43049	0.43060	0.43038	0.43040	0.43056	0.43074	0.43074	0.43066	0.43142	0.43137	0.43259
523.00	0.65220	0.63274	0.61688	0.60211	0.58974	0.57921	0.56974	0.56229	0.55541	0.54875	0.54321	0.53700	0.53157	0.52703	0.52201	0.51764	0.51343	0.50888	0.50559	0.50130	0.49710	0.49429	0.49106	0.48941	0.48762	0.48510	0.48305	0.48070	0.47959	0.47697	0.47504	0.47354	0.47147	0.47065	0.46980	0.46791	0.46659	0.46543	0.46420	0.46290	0.46220	0.46057	0.45922	0.45826	0.45813	0.45725	0.45545	0.45474	0.45350	0.45275	0.45264	0.45176	0.45073	0.44919	0.44900	0.44792	0.44615	0.44413	0.44461	0.44307	0.44330	0.44361	0.44228	0.44274	0.44304	0.44315	0.44356	0.44295	0.44423	0.44358	0.44416	0.44421	0.44324	0.44385	0.44404	0.44347	0.44338	0.44374	0.44340	0.44386	0.44379
524.00	0.66102	0.64273	0.62617	0.61107	0.59903	0.58861	0.57970	0.57134	0.56430	0.55753	0.55254	0.54577	0.54134	0.53606	0.53075	0.52590	0.52211	0.51775	0.51405	0.51085	0.50742	0.50406	0.50125	0.49912	0.49697	0.49388	0.49166	0.48989	0.48786	0.48521	0.48442	0.48205	0.48076	0.47890	0.47736	0.47642	0.47540	0.47391	0.47248	0.47144	0.47071	0.46899	0.46840	0.46865	0.46666	0.46639	0.46508	0.46355	0.46284	0.46279	0.46232	0.46085	0.46080	0.45918	0.45898	0.45844	0.45706	0.45556	0.45610	0.45520	0.45535	0.45363	0.45370	0.45375	0.45399	0.45383	0.45381	0.45402	0.45316	0.45306	0.45336	0.45269	0.45288	0.45246	0.45262	0.45172	0.45205	0.45271	0.45167	0.45177	0.45132
525.00	0.66741	0.64730	0.62927	0.61608	0.60272	0.59231	0.58243	0.57479	0.56694	0.56083	0.55528	0.54891	0.54298	0.53808	0.53266	0.52835	0.52475	0.52033	0.51615	0.51252	0.50972	0.50659	0.50369	0.50094	0.49788	0.49605	0.49346	0.49079	0.48967	0.48750	0.48545	0.48326	0.48175	0.47981	0.47840	0.47752	0.47637	0.47401	0.47379	0.47250	0.47171	0.47046	0.46957	0.46877	0.46772	0.46671	0.46597	0.46557	0.46499	0.46461	0.46350	0.46351	0.46245	0.46163	0.46106	0.46129	0.46055	0.45984	0.45994	0.45911	0.45823	0.45794	0.45840	0.45701	0.45667	0.45665	0.45618	0.45589	0.45479	0.45480	0.45468	0.45377	0.45387	0.45312	0.45327	0.45207	0.45233	0.45174	0.45125	0.45101	0.45058
526.00	0.66700	0.64752	0.62979	0.61466	0.60046	0.58987	0.58059	0.57178	0.56533	0.55885	0.55166	0.54503	0.53960	0.53377	0.52924	0.52416	0.52000	0.51652	0.51232	0.50894	0.50538	0.50205	0.49977	0.49604	0.49358	0.49149	0.48865	0.48594	0.48401	0.48140	0.48024	0.47828	0.47572	0.47452	0.47412	0.47159	0.47031	0.46946	0.46814	0.46660	0.46477	0.46430	0.46348	0.46277	0.46232	0.46154	0.46115	0.46084	0.45972	0.45941	0.45778	0.45842	0.45694	0.45793	0.45691	0.45663	0.45652	0.45630	0.45600	0.45480	0.45376	0.45404	0.45398	0.45350	0.45168	0.45188	0.45123	0.45003	0.44948	0.44841	0.44836	0.44770	0.44773	0.44735	0.44566	0.44631	0.44511	0.44488	0.44365	0.44356	0.44283
527.00	0.66511	0.64384	0.62569	0.60988	0.59684	0.58514	0.57492	0.56613	0.55862	0.55281	0.54450	0.53897	0.53281	0.52717	0.52195	0.51618	0.51312	0.50813	0.50559	0.50167	0.49748	0.49460	0.49164	0.48808	0.48511	0.48233	0.47928	0.47754	0.47468	0.47206	0.47089	0.46799	0.46592	0.46469	0.46348	0.46205	0.46083	0.45942	0.45785	0.45735	0.45635	0.45546	0.45428	0.45328	0.45206	0.45116	0.45155	0.45041	0.45012	0.44891	0.44902	0.44872	0.44802	0.44849	0.44649	0.44687	0.44767	0.44748	0.44643	0.44642	0.44608	0.44613	0.44499	0.44415	0.44267	0.44109	0.44077	0.44009	0.43990	0.43881	0.43843	0.43729	0.43611	0.43533	0.43516	0.43409	0.43333	0.43270	0.43219	0.43144	0.43054
528.00	0.66136	0.63874	0.61928	0.60352	0.58932	0.57707	0.56716	0.55825	0.55012	0.54261	0.53452	0.52952	0.52162	0.51645	0.51042	0.50612	0.50168	0.49785	0.49411	0.49061	0.48672	0.48314	0.47988	0.47649	0.47369	0.47016	0.46771	0.46508	0.46232	0.45964	0.45801	0.45584	0.45315	0.45148	0.44983	0.44951	0.44765	0.44571	0.44562	0.44369	0.44326	0.44184	0.44123	0.44044	0.43982	0.43842	0.43770	0.43807	0.43703	0.43575	0.43562	0.43481	0.43458	0.43457	0.43272	0.43353	0.43465	0.43407	0.43451	0.43404	0.43361	0.43267	0.43157	0.42987	0.42967	0.42800	0.42691	0.42622	0.42517	0.42453	0.42351	0.42330	0.42275	0.42174	0.42101	0.41986	0.41956	0.41868	0.41819	0.41731	0.41643
529.00	0.65471	0.63176	0.61284	0.59597	0.58098	0.56853	0.55758	0.54885	0.54062	0.53274	0.52516	0.51793	0.51230	0.50527	0.50051	0.49465	0.49065	0.48518	0.48203	0.47828	0.47468	0.47146	0.46662	0.46394	0.46081	0.45714	0.45502	0.45191	0.44900	0.44718	0.44477	0.44234	0.44076	0.43782	0.43708	0.43527	0.43464	0.43256	0.43180	0.43081	0.42924	0.42812	0.42756	0.42625	0.42511	0.42451	0.42409	0.42413	0.42301	0.42205	0.42103	0.42043	0.42060	0.42115	0.41854	0.41873	0.42091	0.41978	0.41992	0.41980	0.41866	0.41706	0.41737	0.41550	0.41476	0.41369	0.41292	0.41205	0.41064	0.41046	0.40916	0.40848	0.40784	0.40781	0.40687	0.40568	0.40474	0.40382	0.40312	0.40326	0.40171
530.00	0.65031	0.62733	0.60564	0.58953	0.57395	0.56104	0.54933	0.54078	0.53181	0.52443	0.51722	0.50961	0.50358	0.49619	0.49102	0.48509	0.48032	0.47538	0.47161	0.46770	0.46408	0.46065	0.45749	0.45390	0.45101	0.44698	0.44350	0.44082	0.43828	0.43643	0.43432	0.43195	0.43003	0.42784	0.42583	0.42520	0.42311	0.42138	0.42143	0.41969	0.41806	0.41737	0.41534	0.41466	0.41364	0.41303	0.41306	0.41195	0.41104	0.40957	0.40851	0.40886	0.40816	0.40744	0.40692	0.40682	0.40745	0.40740	0.40727	0.40566	0.40528	0.40492	0.40418	0.40313	0.40278	0.40165	0.40021	0.39940	0.39800	0.39804	0.39684	0.39689	0.39599	0.39535	0.39419	0.39482	0.39445	0.39281	0.39245	0.39171	0.39104
531.00	0.64943	0.62559	0.60382	0.58662	0.57127	0.55851	0.54660	0.53618	0.52814	0.52018	0.51292	0.50583	0.49815	0.49179	0.48663	0.47991	0.47494	0.47029	0.46616	0.46154	0.45778	0.45508	0.45054	0.44797	0.44435	0.44124	0.43818	0.43560	0.43268	0.43021	0.42935	0.42706	0.42449	0.42177	0.42063	0.41857	0.41743	0.41597	0.41429	0.41374	0.41177	0.41069	0.40985	0.40968	0.40706	0.40679	0.40591	0.40500	0.40410	0.40342	0.40336	0.40165	0.40075	0.40087	0.39961	0.39872	0.39919	0.39838	0.39864	0.39691	0.39692	0.39610	0.39586	0.39500	0.39383	0.39343	0.39262	0.39252	0.39195	0.39099	0.39064	0.38980	0.38973	0.38969	0.38897	0.38863	0.38763	0.38739	0.38706	0.38656	0.38666
532.00	0.65177	0.62746	0.60629	0.58872	0.57273	0.55969	0.54781	0.53750	0.52931	0.52173	0.51407	0.50653	0.49942	0.49324	0.48810	0.48184	0.47595	0.47107	0.46667	0.46215	0.45863	0.45447	0.45155	0.44807	0.44504	0.44213	0.43941	0.43707	0.43381	0.43174	0.43012	0.42796	0.42580	0.42477	0.42253	0.42095	0.41918	0.41754	0.41598	0.41463	0.41313	0.41145	0.41089	0.40929	0.40869	0.40741	0.40586	0.40495	0.40447	0.40395	0.40235	0.40189	0.40117	0.40011	0.40011	0.39886	0.39758	0.39692	0.39584	0.39594	0.39552	0.39427	0.39361	0.39384	0.39361	0.39267	0.39248	0.39211	0.39154	0.39267	0.39183	0.39108	0.39139	0.39054	0.39122	0.39076	0.39084	0.39139	0.39067	0.39104	0.39074
533.00	0.65915	0.63393	0.61282	0.59583	0.58017	0.56580	0.55467	0.54529	0.53605	0.52835	0.52104	0.51477	0.50807	0.50174	0.49507	0.48932	0.48502	0.47901	0.47389	0.46950	0.46621	0.46161	0.45917	0.45660	0.45261	0.45131	0.44774	0.44535	0.44248	0.44029	0.43886	0.43719	0.43533	0.43296	0.43144	0.42973	0.42829	0.42657	0.42596	0.42412	0.42293	0.42139	0.42031	0.41910	0.41789	0.41665	0.41504	0.41328	0.41309	0.41239	0.41116	0.40984	0.40949	0.40744	0.40721	0.40582	0.40395	0.40300	0.40301	0.40155	0.40161	0.40107	0.39984	0.40008	0.40042	0.40112	0.40034	0.40122	0.40083	0.40125	0.40093	0.40061	0.40120	0.40198	0.40142	0.40137	0.40221	0.40210	0.40234	0.40261	0.40216
534.00	0.66978	0.64483	0.62462	0.60683	0.59079	0.57809	0.56721	0.55741	0.54818	0.54085	0.53479	0.52697	0.52090	0.51490	0.50934	0.50363	0.49685	0.49308	0.48802	0.48319	0.47966	0.47708	0.47194	0.47005	0.46751	0.46560	0.46248	0.46023	0.45920	0.45647	0.45406	0.45232	0.45037	0.44787	0.44691	0.44608	0.44375	0.44349	0.44115	0.44085	0.43866	0.43733	0.43635	0.43444	0.43336	0.43262	0.43092	0.42952	0.42888	0.42844	0.42752	0.42639	0.42475	0.42287	0.42314	0.42152	0.41914	0.41770	0.41760	0.41538	0.41638	0.41584	0.41494	0.41608	0.41658	0.41683	0.41679	0.41662	0.41704	0.41724	0.41802	0.41825	0.41756	0.41814	0.41858	0.41854	0.42007	0.42009	0.41948	0.42079	0.42098
535.00	0.68314	0.65806	0.63836	0.62165	0.60592	0.59280	0.58114	0.57254	0.56420	0.55682	0.54934	0.54374	0.53769	0.53044	0.52515	0.51904	0.51397	0.51007	0.50505	0.49991	0.49671	0.49347	0.49012	0.48822	0.48504	0.48202	0.48064	0.47834	0.47600	0.47507	0.47260	0.47115	0.46939	0.46706	0.46573	0.46421	0.46255	0.46108	0.45984	0.45970	0.45736	0.45621	0.45478	0.45408	0.45248	0.45220	0.45012	0.44819	0.44823	0.44774	0.44641	0.44471	0.44430	0.44285	0.44388	0.44130	0.43804	0.43750	0.43622	0.43584	0.43528	0.43425	0.43468	0.43508	0.43626	0.43606	0.43722	0.43635	0.43746	0.43729	0.43782	0.43725	0.43854	0.43749	0.43899	0.43931	0.43919	0.44032	0.43944	0.44033	0.44053
536.00	0.69579	0.67248	0.65080	0.63389	0.61913	0.60649	0.59586	0.58597	0.57719	0.57013	0.56485	0.55748	0.55180	0.54541	0.54051	0.53481	0.52895	0.52479	0.52047	0.51634	0.51187	0.50941	0.50573	0.50250	0.50028	0.49901	0.49614	0.49384	0.49195	0.49023	0.48756	0.48672	0.48522	0.48407	0.48151	0.47970	0.47916	0.47748	0.47708	0.47498	0.47362	0.47278	0.47113	0.46984	0.46900	0.46892	0.46817	0.46602	0.46608	0.46452	0.46367	0.46284	0.46162	0.46066	0.46129	0.45849	0.45639	0.45519	0.45471	0.45530	0.45451	0.45337	0.45356	0.45376	0.45407	0.45475	0.45415	0.45452	0.45468	0.45440	0.45532	0.45458	0.45462	0.45540	0.45506	0.45501	0.45589	0.45579	0.45646	0.45588	0.45585
537.00	0.70452	0.68029	0.66015	0.64323	0.62845	0.61593	0.60493	0.59553	0.58654	0.58052	0.57343	0.56593	0.56034	0.55570	0.54938	0.54417	0.53842	0.53432	0.53009	0.52549	0.52188	0.51901	0.51616	0.51309	0.51061	0.50799	0.50519	0.50287	0.50112	0.49866	0.49765	0.49564	0.49380	0.49268	0.49070	0.48912	0.48718	0.48619	0.48518	0.48505	0.48273	0.48172	0.48165	0.48045	0.47877	0.47877	0.47699	0.47602	0.47549	0.47461	0.47416	0.47300	0.47260	0.47158	0.47157	0.47031	0.46858	0.46756	0.46706	0.46629	0.46651	0.46555	0.46519	0.46560	0.46539	0.46567	0.46553	0.46513	0.46570	0.46546	0.46473	0.46513	0.46522	0.46436	0.46486	0.46384	0.46380	0.46429	0.46398	0.46367	0.46406
538.00	0.71119	0.68687	0.66622	0.64931	0.63321	0.62091	0.61019	0.60036	0.59137	0.58494	0.57805	0.57045	0.56432	0.55906	0.55268	0.54770	0.54242	0.53802	0.53497	0.53012	0.52608	0.52283	0.52016	0.51733	0.51380	0.51147	0.50895	0.50608	0.50399	0.50196	0.50035	0.49771	0.49615	0.49439	0.49235	0.49175	0.49054	0.48829	0.48763	0.48654	0.48526	0.48454	0.48364	0.48233	0.48170	0.48120	0.47989	0.47982	0.47813	0.47769	0.47686	0.47633	0.47643	0.47507	0.47507	0.47404	0.47396	0.47369	0.47321	0.47134	0.47201	0.47119	0.47052	0.47103	0.47055	0.46982	0.46992	0.46894	0.46899	0.46780	0.46719	0.46785	0.46726	0.46663	0.46661	0.46549	0.46530	0.46557	0.46483	0.46430	0.46368
539.00	0.71326	0.68859	0.66719	0.64871	0.63302	0.61966	0.60904	0.59945	0.59127	0.58415	0.57610	0.56810	0.56207	0.55576	0.55105	0.54509	0.53941	0.53416	0.53170	0.52733	0.52391	0.52056	0.51693	0.51312	0.51045	0.50772	0.50482	0.50180	0.49957	0.49806	0.49555	0.49360	0.49142	0.48976	0.48797	0.48648	0.48573	0.48427	0.48331	0.48119	0.48094	0.47985	0.47865	0.47781	0.47662	0.47562	0.47587	0.47512	0.47478	0.47381	0.47291	0.47244	0.47202	0.47202	0.47101	0.47172	0.47169	0.47061	0.47042	0.46989	0.46883	0.46832	0.46868	0.46716	0.46669	0.46581	0.46533	0.46495	0.46334	0.46362	0.46290	0.46239	0.46158	0.46156	0.46058	0.45986	0.45949	0.45834	0.45784	0.45758	0.45657
540.00	0.71176	0.68625	0.66437	0.64510	0.62888	0.61492	0.60368	0.59430	0.58581	0.57802	0.56939	0.56187	0.55568	0.54901	0.54271	0.53790	0.53241	0.52805	0.52382	0.51977	0.51635	0.51275	0.50901	0.50564	0.50189	0.49935	0.49597	0.49360	0.49054	0.48854	0.48655	0.48437	0.48231	0.48062	0.47865	0.47746	0.47585	0.47423	0.47355	0.47236	0.47052	0.46930	0.46919	0.46839	0.46746	0.46670	0.46631	0.46635	0.46476	0.46395	0.46351	0.46316	0.46263	0.46302	0.46172	0.46209	0.46389	0.46204	0.46212	0.46151	0.46083	0.45974	0.46050	0.45883	0.45813	0.45655	0.45610	0.45489	0.45354	0.45385	0.45267	0.45191	0.45159	0.45081	0.44975	0.44919	0.44840	0.44732	0.44629	0.44545	0.44458
541.00	0.70583	0.67927	0.65708	0.63723	0.62066	0.60623	0.59486	0.58474	0.57539	0.56734	0.55950	0.55127	0.54429	0.53704	0.53125	0.52507	0.52079	0.51638	0.51121	0.50792	0.50358	0.50101	0.49680	0.49252	0.48928	0.48576	0.48228	0.47991	0.47677	0.47476	0.47198	0.47021	0.46770	0.46596	0.46396	0.46334	0.46143	0.46017	0.45965	0.45777	0.45668	0.45533	0.45474	0.45398	0.45240	0.45218	0.45231	0.45214	0.45031	0.44987	0.44872	0.44832	0.44759	0.44831	0.44708	0.44729	0.44883	0.44877	0.44732	0.44789	0.44712	0.44599	0.44591	0.44469	0.44300	0.44219	0.44080	0.43968	0.43923	0.43788	0.43727	0.43658	0.43627	0.43453	0.43379	0.43338	0.43166	0.43156	0.43077	0.42965	0.42910
542.00	0.69955	0.67271	0.64969	0.62868	0.61096	0.59635	0.58397	0.57391	0.56503	0.55581	0.54727	0.53940	0.53172	0.52451	0.51798	0.51223	0.50781	0.50296	0.49883	0.49413	0.49049	0.48671	0.48269	0.47899	0.47536	0.47207	0.46841	0.46521	0.46266	0.46029	0.45764	0.45560	0.45294	0.45146	0.44883	0.44800	0.44685	0.44520	0.44387	0.44245	0.44087	0.44011	0.43931	0.43760	0.43709	0.43615	0.43588	0.43600	0.43461	0.43403	0.43282	0.43236	0.43182	0.43253	0.43130	0.43134	0.43257	0.43295	0.43277	0.43191	0.43106	0.43065	0.42993	0.42889	0.42688	0.42547	0.42447	0.42339	0.42228	0.42183	0.42077	0.42042	0.41945	0.41831	0.41732	0.41757	0.41606	0.41542	0.41500	0.41315	0.41339
543.00	0.69261	0.66477	0.64080	0.61897	0.60187	0.58729	0.57352	0.56342	0.55401	0.54477	0.53683	0.52814	0.52028	0.51328	0.50723	0.50027	0.49522	0.48966	0.48528	0.48158	0.47670	0.47333	0.46935	0.46537	0.46127	0.45842	0.45432	0.45175	0.44876	0.44611	0.44408	0.44126	0.43924	0.43753	0.43509	0.43379	0.43231	0.43043	0.42914	0.42789	0.42680	0.42526	0.42515	0.42336	0.42246	0.42081	0.42111	0.42026	0.41926	0.41863	0.41790	0.41706	0.41696	0.41728	0.41596	0.41599	0.41704	0.41709	0.41608	0.41579	0.41461	0.41455	0.41396	0.41239	0.41089	0.41047	0.40887	0.40783	0.40745	0.40632	0.40546	0.40506	0.40445	0.40336	0.40275	0.40093	0.40095	0.40037	0.39967	0.39881	0.39782
544.00	0.68748	0.65972	0.63411	0.61260	0.59532	0.57993	0.56674	0.55513	0.54602	0.53718	0.52875	0.51991	0.51218	0.50490	0.49737	0.49262	0.48637	0.48109	0.47607	0.47175	0.46808	0.46356	0.45925	0.45641	0.45220	0.44820	0.44503	0.44242	0.43920	0.43711	0.43455	0.43199	0.42989	0.42748	0.42600	0.42493	0.42208	0.42148	0.41944	0.41804	0.41695	0.41584	0.41514	0.41309	0.41217	0.41150	0.41077	0.40977	0.40869	0.40784	0.40693	0.40624	0.40582	0.40610	0.40460	0.40455	0.40467	0.40468	0.40354	0.40351	0.40284	0.40161	0.40172	0.39946	0.40071	0.39846	0.39715	0.39672	0.39620	0.39551	0.39530	0.39398	0.39387	0.39349	0.39220	0.39206	0.39132	0.39021	0.39022	0.38997	0.38967
545.00	0.68622	0.65722	0.63167	0.61106	0.59334	0.57683	0.56472	0.55356	0.54221	0.53378	0.52497	0.51729	0.50906	0.50219	0.49488	0.48911	0.48287	0.47767	0.47294	0.46793	0.46283	0.45926	0.45596	0.45131	0.44843	0.44518	0.44150	0.43917	0.43619	0.43324	0.43166	0.42870	0.42661	0.42552	0.42297	0.42199	0.41954	0.41783	0.41718	0.41532	0.41383	0.41224	0.41122	0.41028	0.40901	0.40760	0.40695	0.40567	0.40460	0.40455	0.40275	0.40260	0.40170	0.40088	0.40009	0.39966	0.39916	0.39818	0.39787	0.39687	0.39600	0.39588	0.39545	0.39465	0.39372	0.39383	0.39257	0.39239	0.39261	0.39225	0.39176	0.39142	0.39077	0.39056	0.38991	0.38988	0.38978	0.38982	0.38909	0.38983	0.38872
546.00	0.68911	0.66036	0.63562	0.61417	0.59667	0.58120	0.56857	0.55740	0.54705	0.53864	0.53034	0.52163	0.51463	0.50683	0.50010	0.49409	0.48769	0.48199	0.47690	0.47112	0.46754	0.46386	0.45993	0.45689	0.45360	0.44993	0.44748	0.44440	0.44293	0.43948	0.43748	0.43538	0.43344	0.43101	0.43022	0.42811	0.42563	0.42444	0.42283	0.42163	0.41990	0.41815	0.41695	0.41670	0.41523	0.41384	0.41288	0.41175	0.41027	0.40981	0.40893	0.40792	0.40777	0.40507	0.40524	0.40432	0.40210	0.40164	0.40046	0.39965	0.39952	0.39829	0.39788	0.39843	0.39770	0.39862	0.39806	0.39798	0.39810	0.39820	0.39806	0.39792	0.39745	0.39759	0.39779	0.39740	0.39802	0.39811	0.39774	0.39784	0.39823
547.00	0.69808	0.66796	0.64426	0.62347	0.60580	0.59048	0.57819	0.56642	0.55687	0.54775	0.54043	0.53223	0.52513	0.51804	0.51172	0.50566	0.49916	0.49380	0.48759	0.48358	0.47919	0.47561	0.47159	0.46881	0.46512	0.46350	0.46057	0.45860	0.45610	0.45351	0.45236	0.44999	0.44773	0.44566	0.44400	0.44266	0.44076	0.43910	0.43770	0.43652	0.43480	0.43309	0.43271	0.43101	0.42946	0.42832	0.42662	0.42573	0.42456	0.42388	0.42203	0.42186	0.42134	0.41824	0.41879	0.41703	0.41472	0.41370	0.41277	0.41145	0.41105	0.41141	0.41062	0.41173	0.41147	0.41202	0.41126	0.41267	0.41328	0.41316	0.41333	0.41308	0.41332	0.41365	0.41388	0.41407	0.41440	0.41472	0.41497	0.41569	0.41582
548.00	0.70987	0.68197	0.65745	0.63681	0.61988	0.60599	0.59292	0.58151	0.57278	0.56446	0.55762	0.54992	0.54219	0.53674	0.52969	0.52326	0.51757	0.51199	0.50567	0.50205	0.49759	0.49359	0.49144	0.48821	0.48568	0.48255	0.48056	0.47786	0.47657	0.47464	0.47194	0.46963	0.46887	0.46721	0.46494	0.46311	0.46284	0.46071	0.45914	0.45836	0.45609	0.45507	0.45387	0.45298	0.45155	0.45030	0.44774	0.44667	0.44675	0.44545	0.44408	0.44391	0.44218	0.44044	0.44121	0.43901	0.43560	0.43437	0.43335	0.43290	0.43229	0.43244	0.43221	0.43235	0.43272	0.43372	0.43407	0.43496	0.43555	0.43543	0.43495	0.43584	0.43659	0.43626	0.43662	0.43664	0.43812	0.43868	0.43881	0.43926	0.43976
549.00	0.72354	0.69557	0.67254	0.65237	0.63512	0.62138	0.60833	0.59849	0.58885	0.58141	0.57430	0.56691	0.56043	0.55373	0.54774	0.54172	0.53534	0.53050	0.52533	0.52096	0.51692	0.51325	0.51012	0.50748	0.50544	0.50215	0.49998	0.49785	0.49658	0.49416	0.49128	0.49072	0.48813	0.48689	0.48549	0.48426	0.48232	0.48096	0.47924	0.47907	0.47697	0.47566	0.47466	0.47405	0.47246	0.47176	0.47004	0.46811	0.46750	0.46706	0.46571	0.46478	0.46388	0.46196	0.46221	0.45999	0.45747	0.45651	0.45562	0.45467	0.45444	0.45429	0.45333	0.45453	0.45492	0.45586	0.45655	0.45694	0.45749	0.45735	0.45762	0.45865	0.45820	0.45809	0.45878	0.45888	0.45990	0.45968	0.45981	0.46049	0.46029
550.00	0.73670	0.70958	0.68716	0.66718	0.65037	0.63582	0.62433	0.61337	0.60458	0.59652	0.58951	0.58188	0.57613	0.56967	0.56339	0.55817	0.55236	0.54712	0.54299	0.53774	0.53424	0.52982	0.52700	0.52477	0.52231	0.51927	0.51693	0.51449	0.51399	0.51089	0.50915	0.50761	0.50487	0.50378	0.50173	0.50085	0.49946	0.49765	0.49674	0.49529	0.49410	0.49244	0.49200	0.49118	0.48950	0.48837	0.48700	0.48651	0.48550	0.48575	0.48438	0.48349	0.48240	0.48154	0.48185	0.47953	0.47666	0.47634	0.47500	0.47470	0.47504	0.47395	0.47403	0.47468	0.47547	0.47514	0.47584	0.47603	0.47593	0.47630	0.47566	0.47622	0.47636	0.47666	0.47670	0.47629	0.47598	0.47680	0.47669	0.47661	0.47643
551.00	0.74691	0.71888	0.69590	0.67683	0.65962	0.64566	0.63475	0.62325	0.61381	0.60702	0.59956	0.59218	0.58562	0.57950	0.57278	0.56787	0.56197	0.55728	0.55310	0.54768	0.54461	0.54062	0.53740	0.53468	0.53178	0.52901	0.52575	0.52403	0.52234	0.51943	0.51776	0.51601	0.51400	0.51279	0.51141	0.50991	0.50804	0.50725	0.50584	0.50470	0.50375	0.50156	0.50134	0.50078	0.49999	0.49868	0.49697	0.49703	0.49577	0.49462	0.49422	0.49340	0.49295	0.49144	0.49193	0.49135	0.48921	0.48922	0.48749	0.48733	0.48694	0.48706	0.48637	0.48597	0.48652	0.48611	0.48622	0.48571	0.48553	0.48572	0.48538	0.48639	0.48519	0.48519	0.48531	0.48518	0.48419	0.48425	0.48468	0.48313	0.48330
