Wavelength nm.	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...	kine_114252 - ...
552.00	0.75367	0.72692	0.70260	0.68237	0.66570	0.65070	0.63923	0.62821	0.61936	0.61165	0.60341	0.59587	0.58884	0.58225	0.57473	0.57036	0.56496	0.56090	0.55577	0.55172	0.54877	0.54437	0.54125	0.53847	0.53409	0.53171	0.52940	0.52605	0.52407	0.52201	0.51959	0.51804	0.51556	0.51453	0.51281	0.51182	0.50967	0.50851	0.50713	0.50613	0.50495	0.50333	0.50309	0.50134	0.50052	0.49989	0.49950	0.49876	0.49757	0.49684	0.49693	0.49616	0.49497	0.49516	0.49412	0.49458	0.49432	0.49329	0.49263	0.49224	0.49195	0.49146	0.49096	0.49028	0.49037	0.48903	0.48924	0.48868	0.48799	0.48778	0.48700	0.48699	0.48618	0.48611	0.48501	0.48497	0.48416	0.48411	0.48361	0.48308	0.48313
553.00	0.75560	0.72697	0.70262	0.68223	0.66446	0.64984	0.63750	0.62692	0.61650	0.60962	0.60082	0.59248	0.58572	0.57913	0.57284	0.56679	0.56158	0.55587	0.55281	0.54804	0.54416	0.54041	0.53742	0.53363	0.53036	0.52635	0.52365	0.52067	0.51818	0.51596	0.51365	0.51188	0.50943	0.50762	0.50599	0.50439	0.50321	0.50198	0.50098	0.49879	0.49816	0.49759	0.49672	0.49559	0.49472	0.49374	0.49367	0.49286	0.49260	0.49080	0.49058	0.49005	0.48994	0.49009	0.48909	0.48940	0.48960	0.48824	0.48876	0.48868	0.48807	0.48798	0.48731	0.48603	0.48521	0.48382	0.48349	0.48277	0.48147	0.48098	0.48063	0.47969	0.47905	0.47879	0.47736	0.47683	0.47664	0.47520	0.47502	0.47427	0.47456
554.00	0.75250	0.72339	0.69875	0.67658	0.65864	0.64330	0.63035	0.61955	0.61000	0.60180	0.59253	0.58409	0.57651	0.56920	0.56221	0.55655	0.55170	0.54699	0.54184	0.53845	0.53381	0.53010	0.52614	0.52165	0.51864	0.51476	0.51176	0.50925	0.50513	0.50311	0.50098	0.49811	0.49704	0.49550	0.49314	0.49099	0.48979	0.48853	0.48781	0.48620	0.48637	0.48429	0.48291	0.48207	0.48134	0.47998	0.48036	0.48004	0.47939	0.47794	0.47739	0.47704	0.47722	0.47685	0.47630	0.47646	0.47775	0.47734	0.47748	0.47624	0.47581	0.47518	0.47405	0.47355	0.47175	0.47042	0.47055	0.46884	0.46807	0.46727	0.46685	0.46522	0.46537	0.46519	0.46333	0.46256	0.46186	0.46073	0.46027	0.45806	0.45812
555.00	0.74764	0.71811	0.69174	0.66984	0.65108	0.63575	0.62197	0.60955	0.59916	0.59182	0.58190	0.57281	0.56502	0.55804	0.55083	0.54478	0.53984	0.53437	0.52932	0.52574	0.52123	0.51715	0.51382	0.50898	0.50544	0.50151	0.49773	0.49509	0.49205	0.48832	0.48724	0.48423	0.48255	0.48020	0.47803	0.47672	0.47554	0.47334	0.47275	0.47218	0.46997	0.46883	0.46816	0.46623	0.46612	0.46508	0.46527	0.46460	0.46381	0.46308	0.46264	0.46177	0.46173	0.46222	0.46067	0.46143	0.46277	0.46279	0.46333	0.46187	0.46128	0.46090	0.45934	0.45820	0.45659	0.45623	0.45550	0.45390	0.45308	0.45094	0.45023	0.44915	0.44875	0.44750	0.44681	0.44605	0.44495	0.44403	0.44321	0.44221	0.44132
556.00	0.74154	0.70873	0.68262	0.66016	0.64064	0.62400	0.60959	0.59781	0.58805	0.57789	0.56916	0.55984	0.55128	0.54311	0.53637	0.53014	0.52433	0.51956	0.51431	0.51003	0.50532	0.50132	0.49795	0.49320	0.48921	0.48550	0.48106	0.47809	0.47549	0.47246	0.47015	0.46799	0.46558	0.46375	0.46159	0.45902	0.45794	0.45650	0.45435	0.45381	0.45210	0.45138	0.44962	0.44937	0.44806	0.44680	0.44785	0.44703	0.44673	0.44481	0.44384	0.44425	0.44331	0.44313	0.44208	0.44237	0.44492	0.44418	0.44417	0.44399	0.44272	0.44208	0.44153	0.43962	0.43839	0.43718	0.43562	0.43512	0.43430	0.43276	0.43218	0.43082	0.43045	0.42900	0.42773	0.42791	0.42617	0.42513	0.42428	0.42397	0.42325
557.00	0.73331	0.70144	0.67338	0.65013	0.63006	0.61340	0.59878	0.58572	0.57561	0.56615	0.55647	0.54687	0.53810	0.53036	0.52297	0.51646	0.51076	0.50539	0.49989	0.49475	0.49051	0.48663	0.48278	0.47858	0.47373	0.47022	0.46626	0.46233	0.45961	0.45698	0.45478	0.45226	0.44944	0.44759	0.44487	0.44275	0.44145	0.44024	0.43873	0.43713	0.43609	0.43537	0.43422	0.43186	0.43148	0.43058	0.42997	0.43025	0.42842	0.42843	0.42730	0.42631	0.42620	0.42567	0.42472	0.42632	0.42727	0.42666	0.42687	0.42544	0.42484	0.42419	0.42338	0.42206	0.42075	0.41923	0.41839	0.41732	0.41624	0.41542	0.41477	0.41335	0.41264	0.41187	0.41097	0.41097	0.40906	0.40886	0.40831	0.40747	0.40574
558.00	0.72866	0.69490	0.66673	0.64267	0.62178	0.60422	0.59056	0.57724	0.56614	0.55779	0.54722	0.53714	0.52878	0.52075	0.51401	0.50673	0.50051	0.49371	0.48939	0.48488	0.48014	0.47601	0.47177	0.46700	0.46330	0.45997	0.45531	0.45201	0.44930	0.44660	0.44296	0.44209	0.43915	0.43691	0.43483	0.43243	0.43106	0.42963	0.42741	0.42662	0.42532	0.42369	0.42302	0.42100	0.42036	0.41955	0.41819	0.41827	0.41725	0.41567	0.41518	0.41417	0.41379	0.41285	0.41304	0.41291	0.41366	0.41326	0.41274	0.41244	0.41042	0.41020	0.40984	0.40809	0.40793	0.40617	0.40557	0.40446	0.40381	0.40333	0.40247	0.40142	0.40142	0.40114	0.39966	0.39894	0.39911	0.39788	0.39806	0.39674	0.39603
559.00	0.72418	0.69203	0.66300	0.63920	0.61859	0.60069	0.58583	0.57261	0.56173	0.55244	0.54287	0.53305	0.52448	0.51623	0.50906	0.50227	0.49549	0.48974	0.48454	0.47925	0.47416	0.46997	0.46648	0.46180	0.45828	0.45451	0.45075	0.44719	0.44401	0.44186	0.43966	0.43755	0.43569	0.43232	0.43054	0.42864	0.42710	0.42477	0.42348	0.42225	0.42058	0.41901	0.41815	0.41687	0.41562	0.41384	0.41375	0.41257	0.41088	0.41028	0.40982	0.40894	0.40771	0.40719	0.40678	0.40570	0.40531	0.40522	0.40453	0.40337	0.40283	0.40284	0.40175	0.40115	0.40064	0.40037	0.39928	0.39913	0.39742	0.39715	0.39773	0.39694	0.39624	0.39608	0.39555	0.39576	0.39560	0.39520	0.39473	0.39507	0.39430
560.00	0.72588	0.69260	0.66445	0.64039	0.61974	0.60272	0.58739	0.57533	0.56445	0.55478	0.54480	0.53634	0.52817	0.52031	0.51288	0.50505	0.49891	0.49292	0.48689	0.48158	0.47637	0.47270	0.46855	0.46491	0.46125	0.45842	0.45522	0.45286	0.44923	0.44696	0.44454	0.44177	0.43968	0.43726	0.43594	0.43497	0.43161	0.43060	0.42815	0.42670	0.42595	0.42401	0.42312	0.42160	0.42000	0.41902	0.41764	0.41658	0.41505	0.41478	0.41451	0.41241	0.41167	0.41123	0.41019	0.40861	0.40697	0.40669	0.40554	0.40489	0.40370	0.40328	0.40327	0.40302	0.40253	0.40254	0.40272	0.40294	0.40273	0.40236	0.40256	0.40222	0.40179	0.40206	0.40262	0.40237	0.40194	0.40255	0.40313	0.40222	0.40242
561.00	0.73105	0.69884	0.67145	0.64707	0.62745	0.61105	0.59713	0.58450	0.57283	0.56326	0.55479	0.54664	0.53862	0.53085	0.52385	0.51650	0.50961	0.50330	0.49778	0.49212	0.48783	0.48388	0.47970	0.47661	0.47400	0.47149	0.46772	0.46460	0.46320	0.46038	0.45822	0.45661	0.45461	0.45159	0.44994	0.44865	0.44658	0.44507	0.44322	0.44231	0.44058	0.43855	0.43805	0.43746	0.43460	0.43374	0.43144	0.42987	0.42953	0.42894	0.42745	0.42694	0.42581	0.42467	0.42398	0.42188	0.41931	0.41793	0.41693	0.41604	0.41607	0.41553	0.41437	0.41490	0.41573	0.41718	0.41698	0.41785	0.41747	0.41742	0.41801	0.41854	0.41769	0.41802	0.41896	0.41845	0.41965	0.42045	0.42097	0.42103	0.42165
562.00	0.74242	0.71143	0.68394	0.66058	0.64060	0.62530	0.61101	0.59911	0.58845	0.57958	0.57268	0.56349	0.55583	0.54945	0.54136	0.53508	0.52842	0.52230	0.51644	0.51122	0.50735	0.50296	0.49867	0.49671	0.49317	0.49149	0.48874	0.48599	0.48495	0.48247	0.47988	0.47816	0.47648	0.47455	0.47203	0.47111	0.46866	0.46812	0.46592	0.46567	0.46316	0.46093	0.46096	0.45914	0.45760	0.45612	0.45416	0.45303	0.45260	0.45182	0.45150	0.44986	0.44773	0.44797	0.44664	0.44447	0.44003	0.43933	0.43831	0.43735	0.43758	0.43708	0.43687	0.43762	0.43823	0.43902	0.44035	0.44020	0.44066	0.44181	0.44177	0.44284	0.44221	0.44291	0.44341	0.44353	0.44421	0.44520	0.44522	0.44608	0.44604
563.00	0.75646	0.72522	0.69833	0.67612	0.65695	0.64226	0.62837	0.61656	0.60581	0.59799	0.59088	0.58294	0.57480	0.56857	0.56155	0.55543	0.54855	0.54279	0.53803	0.53246	0.52957	0.52597	0.52159	0.51893	0.51652	0.51366	0.51158	0.50904	0.50730	0.50529	0.50323	0.50144	0.49861	0.49826	0.49607	0.49417	0.49292	0.49109	0.48991	0.48909	0.48760	0.48598	0.48399	0.48429	0.48212	0.48157	0.47885	0.47778	0.47771	0.47650	0.47550	0.47429	0.47342	0.47310	0.47205	0.46963	0.46559	0.46521	0.46385	0.46277	0.46243	0.46299	0.46220	0.46341	0.46437	0.46409	0.46537	0.46645	0.46643	0.46780	0.46827	0.46732	0.46819	0.46858	0.46951	0.46856	0.47081	0.47023	0.47143	0.47191	0.47155
564.00	0.77098	0.74059	0.71508	0.69260	0.67395	0.65951	0.64579	0.63469	0.62553	0.61707	0.60977	0.60203	0.59444	0.58835	0.58175	0.57557	0.56878	0.56373	0.55829	0.55348	0.55012	0.54674	0.54213	0.54015	0.53801	0.53538	0.53270	0.53058	0.52971	0.52601	0.52400	0.52229	0.52044	0.51881	0.51740	0.51622	0.51420	0.51230	0.51155	0.51089	0.50910	0.50765	0.50676	0.50594	0.50471	0.50354	0.50232	0.50086	0.50015	0.49849	0.49868	0.49714	0.49661	0.49566	0.49523	0.49340	0.49006	0.48895	0.48866	0.48705	0.48746	0.48764	0.48720	0.48777	0.48824	0.48884	0.49015	0.48943	0.49019	0.49019	0.49065	0.49123	0.49102	0.49191	0.49121	0.49093	0.49227	0.49270	0.49253	0.49344	0.49356
565.00	0.78296	0.75370	0.72790	0.70648	0.68817	0.67295	0.65991	0.64891	0.63904	0.63096	0.62349	0.61574	0.60950	0.60193	0.59548	0.58916	0.58427	0.57921	0.57367	0.56829	0.56498	0.56147	0.55754	0.55469	0.55255	0.55044	0.54729	0.54484	0.54301	0.54054	0.53872	0.53688	0.53545	0.53374	0.53240	0.52990	0.52935	0.52683	0.52558	0.52517	0.52337	0.52225	0.52218	0.52068	0.51964	0.51775	0.51695	0.51628	0.51553	0.51448	0.51406	0.51238	0.51321	0.51222	0.51135	0.51030	0.50843	0.50754	0.50597	0.50478	0.50515	0.50548	0.50484	0.50521	0.50473	0.50553	0.50583	0.50573	0.50674	0.50582	0.50598	0.50531	0.50573	0.50641	0.50567	0.50635	0.50553	0.50558	0.50626	0.50523	0.50582
566.00	0.79318	0.76217	0.73686	0.71503	0.69626	0.68117	0.66815	0.65704	0.64701	0.63932	0.63125	0.62341	0.61584	0.61004	0.60286	0.59636	0.59129	0.58566	0.58014	0.57692	0.57271	0.56934	0.56575	0.56277	0.55886	0.55648	0.55385	0.55106	0.54834	0.54589	0.54431	0.54229	0.54105	0.53824	0.53747	0.53604	0.53466	0.53376	0.53155	0.53061	0.52903	0.52800	0.52752	0.52603	0.52550	0.52448	0.52374	0.52345	0.52247	0.52131	0.52056	0.52035	0.51953	0.51867	0.51819	0.51708	0.51586	0.51611	0.51504	0.51522	0.51489	0.51401	0.51347	0.51347	0.51303	0.51293	0.51229	0.51252	0.51226	0.51208	0.51189	0.51184	0.51055	0.51054	0.51048	0.50976	0.50915	0.50895	0.50885	0.50875	0.50842
567.00	0.79806	0.76771	0.74175	0.71845	0.70084	0.68535	0.67215	0.66075	0.65049	0.64240	0.63419	0.62528	0.61704	0.61017	0.60427	0.59791	0.59193	0.58703	0.58235	0.57825	0.57359	0.57010	0.56670	0.56277	0.56000	0.55650	0.55237	0.55078	0.54794	0.54536	0.54302	0.54081	0.53935	0.53767	0.53535	0.53387	0.53265	0.53089	0.53005	0.52892	0.52752	0.52589	0.52546	0.52435	0.52376	0.52364	0.52267	0.52136	0.52064	0.52008	0.51899	0.51829	0.51747	0.51772	0.51766	0.51659	0.51711	0.51664	0.51645	0.51575	0.51575	0.51507	0.51481	0.51336	0.51313	0.51265	0.51141	0.51112	0.51059	0.50987	0.50918	0.50930	0.50818	0.50796	0.50699	0.50705	0.50584	0.50503	0.50473	0.50386	0.50289
568.00	0.80095	0.76857	0.74211	0.71903	0.69923	0.68332	0.66946	0.65839	0.64749	0.63874	0.62931	0.62149	0.61280	0.60573	0.59831	0.59127	0.58566	0.58097	0.57524	0.57285	0.56757	0.56388	0.56048	0.55572	0.55248	0.54873	0.54604	0.54257	0.53934	0.53708	0.53594	0.53170	0.52926	0.52792	0.52647	0.52438	0.52324	0.52197	0.52047	0.51918	0.51802	0.51698	0.51630	0.51450	0.51445	0.51357	0.51316	0.51316	0.51163	0.51120	0.50979	0.51033	0.50912	0.50887	0.50836	0.50895	0.50890	0.51015	0.50912	0.50868	0.50844	0.50784	0.50660	0.50581	0.50491	0.50321	0.50281	0.50205	0.50097	0.49942	0.49953	0.49858	0.49794	0.49671	0.49655	0.49518	0.49486	0.49303	0.49330	0.49165	0.49067
569.00	0.79700	0.76334	0.73676	0.71207	0.69297	0.67614	0.66174	0.64903	0.64002	0.63047	0.62027	0.61108	0.60257	0.59418	0.58703	0.58199	0.57498	0.56970	0.56551	0.56146	0.55606	0.55206	0.54715	0.54253	0.53958	0.53554	0.53168	0.52912	0.52563	0.52356	0.51996	0.51766	0.51572	0.51453	0.51195	0.51039	0.50847	0.50712	0.50544	0.50442	0.50318	0.50170	0.50079	0.49998	0.49947	0.49808	0.49793	0.49748	0.49651	0.49586	0.49521	0.49490	0.49353	0.49390	0.49272	0.49429	0.49506	0.49510	0.49471	0.49529	0.49477	0.49384	0.49294	0.49144	0.49042	0.48815	0.48655	0.48633	0.48557	0.48418	0.48360	0.48249	0.48229	0.48008	0.47952	0.47826	0.47775	0.47697	0.47500	0.47384	0.47450
570.00	0.78910	0.75611	0.72772	0.70441	0.68293	0.66513	0.65007	0.63763	0.62666	0.61699	0.60673	0.59742	0.58914	0.58044	0.57311	0.56635	0.56080	0.55602	0.55100	0.54540	0.53974	0.53634	0.53267	0.52782	0.52294	0.51894	0.51567	0.51237	0.50906	0.50593	0.50345	0.50034	0.49895	0.49605	0.49502	0.49303	0.49074	0.48989	0.48814	0.48658	0.48481	0.48388	0.48346	0.48262	0.48145	0.48064	0.48063	0.47949	0.47940	0.47818	0.47728	0.47735	0.47625	0.47641	0.47621	0.47593	0.47758	0.47834	0.47729	0.47775	0.47712	0.47542	0.47501	0.47335	0.47266	0.47017	0.46905	0.46785	0.46696	0.46593	0.46450	0.46320	0.46367	0.46133	0.46025	0.45995	0.45922	0.45729	0.45660	0.45531	0.45503
571.00	0.78066	0.74664	0.71756	0.69099	0.67044	0.65222	0.63659	0.62371	0.61297	0.60378	0.59290	0.58203	0.57283	0.56390	0.55714	0.55017	0.54378	0.53888	0.53409	0.52818	0.52306	0.52004	0.51528	0.51053	0.50573	0.50160	0.49818	0.49447	0.49056	0.48783	0.48496	0.48279	0.48007	0.47746	0.47591	0.47405	0.47283	0.47087	0.46950	0.46819	0.46629	0.46547	0.46418	0.46310	0.46155	0.46097	0.46027	0.46145	0.45972	0.45875	0.45801	0.45739	0.45739	0.45601	0.45581	0.45676	0.45737	0.45857	0.45775	0.45721	0.45696	0.45618	0.45525	0.45280	0.45173	0.44996	0.44904	0.44835	0.44648	0.44579	0.44478	0.44402	0.44233	0.44120	0.44013	0.43983	0.43916	0.43748	0.43629	0.43560	0.43488
572.00	0.77038	0.73467	0.70402	0.67958	0.65664	0.63842	0.62274	0.60976	0.59773	0.58786	0.57760	0.56802	0.55847	0.54936	0.54174	0.53426	0.52852	0.52324	0.51791	0.51189	0.50722	0.50254	0.49842	0.49328	0.48933	0.48503	0.48092	0.47694	0.47399	0.47116	0.46799	0.46595	0.46300	0.46127	0.45907	0.45693	0.45443	0.45311	0.45174	0.45023	0.44882	0.44740	0.44550	0.44490	0.44341	0.44338	0.44270	0.44296	0.44108	0.43995	0.43949	0.43879	0.43837	0.43704	0.43732	0.43841	0.43887	0.43890	0.43824	0.43915	0.43812	0.43662	0.43544	0.43419	0.43240	0.43102	0.43066	0.42925	0.42766	0.42705	0.42612	0.42523	0.42382	0.42319	0.42261	0.42201	0.42075	0.41907	0.41924	0.41809	0.41725
573.00	0.76059	0.72536	0.69505	0.66849	0.64660	0.62774	0.61156	0.59816	0.58689	0.57691	0.56649	0.55640	0.54641	0.53827	0.52999	0.52285	0.51599	0.51051	0.50444	0.49882	0.49468	0.49004	0.48551	0.48191	0.47704	0.47286	0.46865	0.46482	0.46162	0.45922	0.45634	0.45343	0.45180	0.44897	0.44638	0.44450	0.44297	0.44102	0.43949	0.43812	0.43626	0.43509	0.43392	0.43282	0.43130	0.43069	0.43066	0.42964	0.42844	0.42846	0.42740	0.42561	0.42431	0.42413	0.42340	0.42469	0.42514	0.42443	0.42424	0.42339	0.42356	0.42195	0.42164	0.41954	0.41842	0.41777	0.41668	0.41591	0.41482	0.41397	0.41350	0.41260	0.41178	0.41138	0.41025	0.40995	0.41009	0.40844	0.40841	0.40664	0.40674
574.00	0.75151	0.71550	0.68516	0.65954	0.63755	0.61930	0.60324	0.59055	0.57877	0.56842	0.55772	0.54844	0.53875	0.53065	0.52278	0.51526	0.50846	0.50230	0.49711	0.49116	0.48615	0.48246	0.47798	0.47348	0.46920	0.46544	0.46180	0.45888	0.45610	0.45266	0.44956	0.44758	0.44493	0.44308	0.44053	0.43934	0.43662	0.43528	0.43373	0.43219	0.43066	0.42900	0.42790	0.42638	0.42503	0.42418	0.42307	0.42251	0.42138	0.42038	0.41943	0.41863	0.41784	0.41683	0.41678	0.41574	0.41598	0.41496	0.41414	0.41347	0.41336	0.41159	0.41168	0.41127	0.40943	0.40920	0.40825	0.40864	0.40768	0.40755	0.40712	0.40720	0.40586	0.40536	0.40553	0.40476	0.40424	0.40401	0.40454	0.40381	0.40375
575.00	0.74709	0.71143	0.68138	0.65566	0.63432	0.61717	0.60084	0.58765	0.57695	0.56646	0.55741	0.54806	0.53887	0.53132	0.52363	0.51579	0.50992	0.50354	0.49746	0.49235	0.48733	0.48292	0.47861	0.47445	0.47107	0.46820	0.46504	0.46168	0.45938	0.45636	0.45362	0.45134	0.44944	0.44782	0.44519	0.44342	0.44154	0.43930	0.43824	0.43594	0.43461	0.43347	0.43224	0.43104	0.43030	0.42856	0.42757	0.42582	0.42489	0.42425	0.42337	0.42257	0.42123	0.42127	0.41922	0.41862	0.41718	0.41510	0.41489	0.41453	0.41331	0.41363	0.41356	0.41278	0.41202	0.41233	0.41237	0.41216	0.41222	0.41208	0.41176	0.41174	0.41145	0.41234	0.41191	0.41209	0.41189	0.41226	0.41258	0.41267	0.41270
576.00	0.74596	0.71244	0.68360	0.65871	0.63802	0.62060	0.60608	0.59333	0.58310	0.57270	0.56474	0.55615	0.54792	0.54015	0.53280	0.52590	0.51909	0.51302	0.50690	0.50120	0.49674	0.49342	0.48870	0.48584	0.48407	0.48068	0.47789	0.47537	0.47249	0.47038	0.46788	0.46577	0.46390	0.46239	0.45995	0.45833	0.45679	0.45454	0.45354	0.45240	0.45075	0.44942	0.44755	0.44681	0.44561	0.44378	0.44205	0.44099	0.44001	0.43964	0.43795	0.43697	0.43642	0.43526	0.43436	0.43152	0.42970	0.42813	0.42794	0.42673	0.42591	0.42555	0.42535	0.42542	0.42655	0.42690	0.42751	0.42814	0.42812	0.42841	0.42868	0.42880	0.42874	0.42905	0.42963	0.43111	0.43077	0.43165	0.43239	0.43280	0.43313
577.00	0.75127	0.71828	0.69062	0.66723	0.64814	0.63254	0.61763	0.60606	0.59539	0.58720	0.58009	0.57127	0.56454	0.55761	0.55005	0.54411	0.53706	0.53159	0.52564	0.52056	0.51670	0.51254	0.50889	0.50639	0.50378	0.50208	0.49973	0.49760	0.49502	0.49331	0.49126	0.48958	0.48732	0.48591	0.48413	0.48293	0.48061	0.47947	0.47821	0.47709	0.47498	0.47323	0.47239	0.47156	0.47019	0.46892	0.46646	0.46537	0.46463	0.46395	0.46347	0.46218	0.46032	0.46102	0.45922	0.45612	0.45306	0.45059	0.45060	0.45017	0.44930	0.44924	0.44869	0.45025	0.45206	0.45266	0.45284	0.45339	0.45345	0.45526	0.45561	0.45558	0.45598	0.45697	0.45834	0.45874	0.45891	0.45939	0.46111	0.46113	0.46181
578.00	0.75974	0.72850	0.70256	0.68075	0.66253	0.64721	0.63405	0.62388	0.61325	0.60454	0.59849	0.59173	0.58380	0.57842	0.57119	0.56561	0.55962	0.55405	0.54795	0.54380	0.53912	0.53625	0.53317	0.53039	0.52870	0.52670	0.52503	0.52271	0.52060	0.51936	0.51738	0.51559	0.51460	0.51256	0.51151	0.50962	0.50802	0.50671	0.50581	0.50447	0.50298	0.50193	0.50119	0.49932	0.49750	0.49702	0.49477	0.49291	0.49325	0.49290	0.49215	0.48948	0.48969	0.48886	0.48769	0.48471	0.48197	0.47896	0.47963	0.47920	0.47763	0.47721	0.47738	0.47891	0.48036	0.48177	0.48217	0.48286	0.48334	0.48437	0.48544	0.48490	0.48574	0.48658	0.48697	0.48787	0.48856	0.48911	0.49061	0.49160	0.49155
579.00	0.77281	0.74238	0.71700	0.69599	0.68002	0.66510	0.65333	0.64222	0.63318	0.62560	0.61933	0.61182	0.60666	0.59910	0.59477	0.58803	0.58365	0.57742	0.57192	0.56808	0.56501	0.56146	0.55739	0.55568	0.55361	0.55228	0.54998	0.54873	0.54643	0.54459	0.54280	0.54134	0.53961	0.53841	0.53709	0.53594	0.53391	0.53301	0.53229	0.53076	0.52987	0.52879	0.52733	0.52648	0.52484	0.52355	0.52221	0.52092	0.52082	0.52023	0.51832	0.51847	0.51730	0.51665	0.51525	0.51350	0.50979	0.50819	0.50877	0.50883	0.50667	0.50739	0.50751	0.50824	0.50909	0.51055	0.51043	0.51142	0.51228	0.51269	0.51270	0.51311	0.51361	0.51393	0.51495	0.51434	0.51555	0.51659	0.51738	0.51727	0.51775
580.00	0.78366	0.75497	0.73076	0.71019	0.69503	0.68044	0.66857	0.65949	0.65007	0.64227	0.63638	0.62930	0.62370	0.61797	0.61144	0.60582	0.60084	0.59622	0.59094	0.58742	0.58316	0.58018	0.57738	0.57480	0.57243	0.57067	0.56858	0.56620	0.56444	0.56371	0.56130	0.55966	0.55852	0.55736	0.55558	0.55423	0.55193	0.55124	0.54999	0.54980	0.54870	0.54661	0.54626	0.54539	0.54391	0.54275	0.54211	0.54105	0.53999	0.53993	0.53855	0.53854	0.53738	0.53739	0.53630	0.53440	0.53299	0.53090	0.53145	0.53015	0.52959	0.53003	0.52958	0.53043	0.53040	0.53094	0.53176	0.53203	0.53141	0.53147	0.53207	0.53240	0.53259	0.53214	0.53299	0.53309	0.53324	0.53341	0.53339	0.53440	0.53347
581.00	0.79369	0.76553	0.74152	0.72234	0.70513	0.69205	0.68023	0.66969	0.66136	0.65383	0.64774	0.64049	0.63397	0.62794	0.62224	0.61718	0.61209	0.60737	0.60230	0.59905	0.59491	0.59126	0.58844	0.58671	0.58352	0.58071	0.57859	0.57664	0.57457	0.57198	0.57007	0.56946	0.56690	0.56597	0.56451	0.56262	0.56115	0.56050	0.55930	0.55763	0.55720	0.55581	0.55496	0.55377	0.55343	0.55283	0.55214	0.55060	0.55003	0.54951	0.54911	0.54857	0.54793	0.54724	0.54656	0.54611	0.54537	0.54343	0.54391	0.54336	0.54247	0.54262	0.54215	0.54220	0.54196	0.54226	0.54191	0.54220	0.54157	0.54209	0.54132	0.54134	0.54151	0.54133	0.54075	0.54084	0.54064	0.53958	0.53990	0.53962	0.53972
582.00	0.79871	0.76985	0.74613	0.72709	0.71005	0.69587	0.68463	0.67398	0.66549	0.65739	0.65092	0.64262	0.63613	0.63096	0.62438	0.61882	0.61327	0.60815	0.60448	0.60125	0.59687	0.59397	0.59045	0.58746	0.58406	0.58185	0.57876	0.57676	0.57351	0.57175	0.57035	0.56810	0.56655	0.56455	0.56388	0.56132	0.56080	0.55838	0.55817	0.55733	0.55553	0.55470	0.55444	0.55322	0.55258	0.55151	0.55154	0.55139	0.54984	0.54902	0.54890	0.54831	0.54712	0.54764	0.54649	0.54709	0.54691	0.54673	0.54596	0.54470	0.54561	0.54511	0.54466	0.54414	0.54306	0.54239	0.54256	0.54155	0.54141	0.54038	0.54062	0.53964	0.53918	0.53854	0.53825	0.53766	0.53692	0.53656	0.53579	0.53516	0.53487
583.00	0.79749	0.76877	0.74581	0.72535	0.70749	0.69347	0.68092	0.67067	0.66115	0.65415	0.64558	0.63752	0.63130	0.62453	0.61793	0.61260	0.60764	0.60284	0.59867	0.59443	0.59038	0.58740	0.58389	0.58013	0.57741	0.57362	0.57065	0.56729	0.56531	0.56309	0.56135	0.55909	0.55727	0.55563	0.55273	0.55208	0.55089	0.54957	0.54849	0.54677	0.54614	0.54531	0.54395	0.54340	0.54265	0.54226	0.54160	0.54137	0.54083	0.53951	0.53921	0.53829	0.53853	0.53823	0.53778	0.53800	0.53901	0.54006	0.53869	0.53842	0.53714	0.53766	0.53675	0.53606	0.53492	0.53421	0.53374	0.53198	0.53139	0.53048	0.52960	0.52836	0.52859	0.52767	0.52670	0.52584	0.52509	0.52370	0.52373	0.52205	0.52202
